unit_id,cortical_depth,cortical_layer,ecephys_structure_acronym
6000256,1452.92,,V1_site6_A
6000257,1470.04,,V1_site6_A
6000258,1466.07,,V1_site6_A
6000259,1440.19,,V1_site6_A
6000260,1437.87,,V1_site6_A
6000261,1447.52,,V1_site6_A
6000262,1470.48,,V1_site6_A
6000263,1473.54,,V1_site6_A
6000264,1444.66,,V1_site6_A
6000265,1468.16,,V1_site6_A
6000266,1463.81,,V1_site6_A
6000267,1439.44,,V1_site6_A
6000268,1465.77,,V1_site6_A
6000269,1481.12,,V1_site6_A
6000270,1508.57,,V1_site6_A
6000271,1443.43,,V1_site6_A
6000272,1491.69,,V1_site6_A
6000273,1503.56,,V1_site6_A
6000274,1508.17,,V1_site6_A
6000275,1510.71,,V1_site6_A
6000276,1519.71,,V1_site6_A
6000277,1532.33,,V1_site6_A
6000278,1544.25,,V1_site6_A
6000279,1551.38,,V1_site6_A
6000280,1542.21,,V1_site6_A
6000281,1591.18,,V1_site6_A
6000282,1552.08,,V1_site6_A
6000283,1568.95,,V1_site6_A
6000284,1582.07,,V1_site6_A
6000285,1552.69,,V1_site6_A
6000286,1630.53,,V1_site6_A
6000287,1635.67,,V1_site6_A
6000288,1626.59,,V1_site6_A
6000289,1630.51,,V1_site6_A
6000290,1666.8,,V1_site6_A
6000291,1658.3,,V1_site6_A
6000292,1650.63,,V1_site6_A
6000293,1649.69,,V1_site6_A
6000294,1699.89,,V1_site6_A
6000295,1676.08,,V1_site6_A
6000296,1719.81,,V1_site6_A
6000297,1700.15,,V1_site6_A
6000298,1676.88,,V1_site6_A
6000299,1743.44,,V1_site6_A
6000300,1739.86,,V1_site6_A
6000301,1724.85,,V1_site6_A
6000302,1786.33,,V1_site6_A
6000303,1785.37,,V1_site6_A
6000304,1749.46,,V1_site6_A
6000305,1816.64,,V1_site6_A
6000306,1788.08,,V1_site6_A
6000307,1783.31,,V1_site6_A
6000308,1778.99,,V1_site6_A
6000309,1799.6,,V1_site6_A
6000310,1797.52,,V1_site6_A
6000311,1780.98,,V1_site6_A
6000312,1792.55,,V1_site6_A
6000313,1775.86,,V1_site6_A
6000314,1791.24,,V1_site6_A
6000315,1814.91,,V1_site6_A
6000316,1828.22,,V1_site6_A
6000317,1841.95,,V1_site6_A
6000318,1812.64,,V1_site6_A
6000319,1831.59,,V1_site6_A
6000320,1801.09,,V1_site6_A
6000321,1811.69,,V1_site6_A
6000322,1877.23,,V1_site6_A
6000323,1885.03,,V1_site6_A
6000324,1824.34,,V1_site6_A
6000325,1877.59,,V1_site6_A
6000326,1812.95,,V1_site6_A
6000327,1861.3,,V1_site6_A
6000328,1864.56,,V1_site6_A
6000329,1851.29,,V1_site6_A
6000330,1854.73,,V1_site6_A
6000331,1870.17,,V1_site6_A
6000332,1870.15,,V1_site6_A
6000333,1851.65,,V1_site6_A
6000334,1874.03,,V1_site6_A
6000335,1917.66,,V1_site6_A
6000336,1907.58,,V1_site6_A
6000337,1884.63,,V1_site6_A
6000338,1905.72,,V1_site6_A
6000339,1904.0,,V1_site6_A
6000340,1926.16,,V1_site6_A
6000341,1881.75,,V1_site6_A
6000342,1924.16,,V1_site6_A
6000343,1907.76,,V1_site6_A
6000344,1916.4,,V1_site6_A
6000345,1903.32,,V1_site6_A
6000346,1927.1,,V1_site6_A
6000347,1957.07,,V1_site6_A
6000348,1947.09,,V1_site6_A
6000349,1931.21,,V1_site6_A
6000350,1954.52,,V1_site6_A
6000351,1931.36,,V1_site6_A
6000352,1928.07,,V1_site6_A
6000353,1960.09,,V1_site6_A
6000354,1946.93,,V1_site6_A
6000355,1975.65,,V1_site6_A
6000356,1975.03,,V1_site6_A
6000357,1994.34,,V1_site6_A
6000358,1965.79,,V1_site6_A
6000359,1962.71,,V1_site6_A
6000360,1975.1,,V1_site6_A
6000361,1970.12,,V1_site6_A
6000362,1994.6,,V1_site6_A
6000363,2021.27,,V1_site6_A
6000364,2016.46,,V1_site6_A
6000365,2033.99,,V1_site6_A
6000366,2024.16,,V1_site6_A
6000367,2032.97,,V1_site6_A
6000368,2009.34,,V1_site6_A
6000369,2006.71,,V1_site6_A
6000370,2021.28,,V1_site6_A
6000371,2062.45,,V1_site6_A
6000372,2060.76,,V1_site6_A
6000373,2082.49,,V1_site6_A
6000374,2055.5,,V1_site6_A
6000375,2058.21,,V1_site6_A
6000376,2068.73,,V1_site6_A
6000377,2056.61,,V1_site6_A
6000378,2076.21,,V1_site6_A
6000379,2054.13,,V1_site6_A
6000380,2070.22,,V1_site6_A
6000381,2063.5,,V1_site6_A
6000382,2079.35,,V1_site6_A
6000383,2066.26,,V1_site6_A
6000384,2119.29,,V1_site6_A
6000385,2112.83,,V1_site6_A
6000386,2122.01,,V1_site6_A
6000387,2113.82,,V1_site6_A
6000388,2104.3,,V1_site6_A
6000389,2115.55,,V1_site6_A
6000390,2081.05,,V1_site6_A
6000391,2097.38,,V1_site6_A
6000392,2095.31,,V1_site6_A
6000393,2152.29,,V1_site6_A
6000394,2131.26,,V1_site6_A
6000395,2128.3,,V1_site6_A
6000396,2153.88,,V1_site6_A
6000397,2155.2,,V1_site6_A
6000398,2137.71,,V1_site6_A
6000399,2148.98,,V1_site6_A
6000400,2160.83,,V1_site6_A
6000401,2128.48,,V1_site6_A
6000402,2197.77,,V1_site6_A
6000403,2224.7,,V1_site6_A
6000404,2191.99,,V1_site6_A
6000405,2142.63,,V1_site6_A
6000406,2204.2,,V1_site6_A
6000407,2190.33,,V1_site6_A
6000408,2162.4,,V1_site6_A
6000409,2166.45,,V1_site6_A
6000410,2147.3,,V1_site6_A
6000411,2177.94,,V1_site6_A
6000412,2163.76,,V1_site6_A
6000413,2190.81,,V1_site6_A
6000414,2197.94,,V1_site6_A
6000415,2196.13,,V1_site6_A
6000416,2217.34,,V1_site6_A
6000417,2228.66,,V1_site6_A
6000418,2229.91,,V1_site6_A
6000419,2208.25,,V1_site6_A
6000420,2201.84,,V1_site6_A
6000421,2215.86,,V1_site6_A
6000422,2230.9,,V1_site6_A
6000423,2229.97,,V1_site6_A
6000424,2231.05,,V1_site6_A
6000425,2249.56,,V1_site6_A
6000426,2252.18,,V1_site6_A
6000427,2282.13,,V1_site6_A
6000428,2280.54,,V1_site6_A
6000429,2245.9,,V1_site6_A
6000430,2274.77,,V1_site6_A
6000431,2225.18,,V1_site6_A
6000432,2234.86,,V1_site6_A
6000433,2257.01,,V1_site6_A
6000434,2277.21,,V1_site6_A
6000435,2264.61,,V1_site6_A
6000436,2263.33,,V1_site6_A
6000437,2308.85,,V1_site6_A
6000438,2291.39,,V1_site6_A
6000439,2305.93,,V1_site6_A
6000440,2267.06,,V1_site6_A
6000441,2330.6,,V1_site6_A
6000442,2311.8,,V1_site6_A
6000443,2300.48,,V1_site6_A
6000444,2313.3,,V1_site6_A
6000445,2294.29,,V1_site6_A
6000446,2313.02,,V1_site6_A
6000447,2353.43,,V1_site6_A
6000448,2347.67,,V1_site6_A
6000449,2336.35,,V1_site6_A
6000450,2332.08,,V1_site6_A
6000451,2367.78,,V1_site6_A
6000452,2355.77,,V1_site6_A
6000453,2326.14,,V1_site6_A
6000454,2358.59,,V1_site6_A
6000455,2340.86,,V1_site6_A
6000456,2341.88,,V1_site6_A
6000457,2347.92,,V1_site6_A
6000458,2392.13,,V1_site6_A
6000459,2385.53,,V1_site6_A
6000460,2381.31,,V1_site6_A
6000461,2386.9,,V1_site6_A
6000462,2391.39,,V1_site6_A
6000463,2385.43,,V1_site6_A
6000464,2382.38,,V1_site6_A
6000465,2383.74,,V1_site6_A
6000466,2385.84,,V1_site6_A
6000467,2366.97,,V1_site6_A
6000468,2361.06,,V1_site6_A
6000469,2420.26,,V1_site6_A
6000470,2423.15,,V1_site6_A
6000471,2404.03,,V1_site6_A
6000472,2421.58,,V1_site6_A
6000473,2418.88,,V1_site6_A
6000474,2422.56,,V1_site6_A
6000475,2424.73,,V1_site6_A
6000476,2429.88,,V1_site6_A
6000477,2465.58,,V1_site6_A
6000478,2460.5,,V1_site6_A
6000479,2478.7,,V1_site6_A
6000480,2474.35,,V1_site6_A
6000481,2460.31,,V1_site6_A
6000482,2463.32,,V1_site6_A
6000483,2461.52,,V1_site6_A
6000484,2472.81,,V1_site6_A
6000485,2526.78,,V1_site6_A
6000486,2504.61,,V1_site6_A
6000487,2506.19,,V1_site6_A
6000488,2488.57,,V1_site6_A
6000489,2498.49,,V1_site6_A
6000490,2495.08,,V1_site6_A
6000491,2503.48,,V1_site6_A
6000492,2508.46,,V1_site6_A
6000493,2528.68,,V1_site6_A
6000494,2552.99,,V1_site6_A
6000495,2563.74,,V1_site6_A
6000496,2522.38,,V1_site6_A
6000497,2535.36,,V1_site6_A
6000498,2539.77,,V1_site6_A
6000499,2534.05,,V1_site6_A
6000500,2548.7,,V1_site6_A
6000501,2541.38,,V1_site6_A
6000502,2542.15,,V1_site6_A
6000503,2553.22,,V1_site6_A
6000504,2596.14,,V1_site6_A
6000505,2564.97,,V1_site6_A
6000506,2599.03,,V1_site6_A
6000507,2597.54,,V1_site6_A
6000508,2613.19,,V1_site6_A
6000509,2608.83,,V1_site6_A
6000510,2589.55,,V1_site6_A
6000511,2596.78,,V1_site6_A
6000512,2574.72,,V1_site6_A
6000513,2564.9,,V1_site6_A
6000514,2589.2,,V1_site6_A
6000515,2564.84,,V1_site6_A
6000516,2598.26,,V1_site6_A
6000517,2578.9,,V1_site6_A
6000518,2587.56,,V1_site6_A
6000519,2621.45,,V1_site6_A
6000520,2638.39,,V1_site6_A
6000521,2626.01,,V1_site6_A
6000522,2626.82,,V1_site6_A
6000523,2634.89,,V1_site6_A
6000524,2605.6,,V1_site6_A
6000525,2643.06,,V1_site6_A
6000526,2616.92,,V1_site6_A
6000527,2651.48,,V1_site6_A
6000528,2638.94,,V1_site6_A
6000529,2633.76,,V1_site6_A
6000530,2633.05,,V1_site6_A
6000531,2619.75,,V1_site6_A
6000532,2657.27,,V1_site6_A
6000533,2653.96,,V1_site6_A
6000534,2691.02,,V1_site6_A
6000535,2657.96,,V1_site6_A
6000536,2654.59,,V1_site6_A
6000537,2666.66,,V1_site6_A
6000538,2702.3,,V1_site6_A
6000539,2660.49,,V1_site6_A
6000540,2659.7,,V1_site6_A
6000541,2673.06,,V1_site6_A
6000542,2666.8,,V1_site6_A
6000543,2658.29,,V1_site6_A
6000544,2649.68,,V1_site6_A
6000545,2650.47,,V1_site6_A
6000546,2648.03,,V1_site6_A
6000547,2677.19,,V1_site6_A
6000548,2635.47,,V1_site6_A
6000549,2115.89,,V1_site6_A
6000550,2697.34,,V1_site6_A
6000551,2711.34,,V1_site6_A
6000552,2689.72,,V1_site6_A
6000553,2693.1,,V1_site6_A
6000554,2735.93,,V1_site6_A
6000555,2700.46,,V1_site6_A
6000556,2700.46,,V1_site6_A
6000557,2702.01,,V1_site6_A
6000558,2765.87,,V1_site6_A
6000559,2731.37,,V1_site6_A
6000560,2750.11,,V1_site6_A
6000561,2748.48,,V1_site6_A
6000562,2727.9,,V1_site6_A
6000563,2744.76,,V1_site6_A
6000564,2754.94,,V1_site6_A
6000565,2766.78,,V1_site6_A
6000566,2738.78,,V1_site6_A
6000567,2747.4,,V1_site6_A
6000568,2790.75,,V1_site6_A
6000569,2790.35,,V1_site6_A
6000570,2779.54,,V1_site6_A
6000571,2774.06,,V1_site6_A
6000572,2824.59,,V1_site6_A
6000573,2640.08,,V1_site6_A
6000574,2823.58,,V1_site6_A
6000575,2829.85,,V1_site6_A
6000576,2828.74,,V1_site6_A
6000577,2834.46,,V1_site6_A
6000578,2827.38,,V1_site6_A
6000579,2869.63,,V1_site6_A
6000580,2128.58,,V1_site6_A
6000581,2961.73,,V1_site6_A
6000582,2960.16,,V1_site6_A
6000583,3002.16,,V1_site6_A
6000584,2961.07,,V1_site6_A
6000585,2998.62,,V1_site6_A
6000586,2962.41,,V1_site6_A
6000587,3002.11,,V1_site6_A
6000588,3001.86,,V1_site6_A
6000589,3042.06,,V1_site6_A
6000590,3002.8,,V1_site6_A
6000591,3002.3,,V1_site6_A
6000592,3042.9,,V1_site6_A
6000593,3572.56,,V1_site6_A
6000594,3785.31,,V1_site6_A
6000595,3739.65,,V1_site6_A
6000596,3528.44,,V1_site6_A
6000597,3815.44,,V1_site6_A
6000598,3568.73,,V1_site6_A
6000599,3702.17,,V1_site6_A
6000600,3711.19,,V1_site6_A
6000601,3470.66,,V1_site6_A
6000602,3541.81,,V1_site6_A
6000603,3634.49,,V1_site6_A
6000604,3691.71,,V1_site6_A
6000605,3698.48,,V1_site6_A
6000606,2188.9,,V1_site6_A
6000607,2110.0,,V1_site6_A
6000608,2069.7,,V1_site6_A
6000609,2.1,,V1_site6_B
6000610,5.57,,V1_site6_B
6000611,5.72,,V1_site6_B
6000612,29.24,,V1_site6_B
6000613,0.36,,V1_site6_B
6000614,-1.95,,V1_site6_B
6000615,12.58,,V1_site6_B
6000616,31.15,,V1_site6_B
6000617,34.82,,V1_site6_B
6000618,33.9,,V1_site6_B
6000619,2.98,,V1_site6_B
6000620,3.37,,V1_site6_B
6000621,61.14,,V1_site6_B
6000622,60.21,,V1_site6_B
6000623,48.01,,V1_site6_B
6000624,75.28,,V1_site6_B
6000625,46.32,,V1_site6_B
6000626,53.25,,V1_site6_B
6000627,54.09,,V1_site6_B
6000628,29.41,,V1_site6_B
6000629,7.38,,V1_site6_B
6000630,18.61,,V1_site6_B
6000631,47.23,,V1_site6_B
6000632,41.36,,V1_site6_B
6000633,59.97,,V1_site6_B
6000634,85.79,,V1_site6_B
6000635,96.88,,V1_site6_B
6000636,108.16,,V1_site6_B
6000637,94.22,,V1_site6_B
6000638,98.13,,V1_site6_B
6000639,128.39,,V1_site6_B
6000640,124.2,,V1_site6_B
6000641,133.49,,V1_site6_B
6000642,166.23,,V1_site6_B
6000643,194.45,,V1_site6_B
6000644,2425.63,,V1_site6_B
6000645,221.49,,V1_site6_B
6000646,206.77,,V1_site6_B
6000647,263.02,,V1_site6_B
6000648,243.53,,V1_site6_B
6000649,259.87,,V1_site6_B
6000650,256.95,,V1_site6_B
6000651,238.72,,V1_site6_B
6000652,280.83,,V1_site6_B
6000653,300.12,,V1_site6_B
6000654,276.06,,V1_site6_B
6000655,295.99,,V1_site6_B
6000656,320.39,,V1_site6_B
6000657,331.0,,V1_site6_B
6000658,333.72,,V1_site6_B
6000659,319.89,,V1_site6_B
6000660,321.97,,V1_site6_B
6000661,367.77,,V1_site6_B
6000662,405.76,,V1_site6_B
6000663,357.43,,V1_site6_B
6000664,334.2,,V1_site6_B
6000665,393.55,,V1_site6_B
6000666,387.28,,V1_site6_B
6000667,353.91,,V1_site6_B
6000668,419.41,,V1_site6_B
6000669,407.5,,V1_site6_B
6000670,438.56,,V1_site6_B
6000671,400.13,,V1_site6_B
6000672,433.81,,V1_site6_B
6000673,407.01,,V1_site6_B
6000674,399.17,,V1_site6_B
6000675,400.74,,V1_site6_B
6000676,456.57,,V1_site6_B
6000677,461.24,,V1_site6_B
6000678,462.4,,V1_site6_B
6000679,455.36,,V1_site6_B
6000680,441.56,,V1_site6_B
6000681,466.35,,V1_site6_B
6000682,459.4,,V1_site6_B
6000683,419.09,,V1_site6_B
6000684,444.91,,V1_site6_B
6000685,445.49,,V1_site6_B
6000686,464.66,,V1_site6_B
6000687,507.16,,V1_site6_B
6000688,492.04,,V1_site6_B
6000689,492.55,,V1_site6_B
6000690,483.14,,V1_site6_B
6000691,500.09,,V1_site6_B
6000692,483.88,,V1_site6_B
6000693,496.86,,V1_site6_B
6000694,544.68,,V1_site6_B
6000695,524.2,,V1_site6_B
6000696,540.73,,V1_site6_B
6000697,533.74,,V1_site6_B
6000698,582.85,,V1_site6_B
6000699,582.62,,V1_site6_B
6000700,556.59,,V1_site6_B
6000701,548.01,,V1_site6_B
6000702,573.65,,V1_site6_B
6000703,550.55,,V1_site6_B
6000704,570.68,,V1_site6_B
6000705,597.72,,V1_site6_B
6000706,593.11,,V1_site6_B
6000707,613.4,,V1_site6_B
6000708,616.73,,V1_site6_B
6000709,621.76,,V1_site6_B
6000710,611.49,,V1_site6_B
6000711,660.92,,V1_site6_B
6000712,660.36,,V1_site6_B
6000713,627.4,,V1_site6_B
6000714,653.71,,V1_site6_B
6000715,653.72,,V1_site6_B
6000716,627.1,,V1_site6_B
6000717,687.34,,V1_site6_B
6000718,687.33,,V1_site6_B
6000719,703.19,,V1_site6_B
6000720,702.36,,V1_site6_B
6000721,702.94,,V1_site6_B
6000722,699.63,,V1_site6_B
6000723,664.77,,V1_site6_B
6000724,745.27,,V1_site6_B
6000725,747.66,,V1_site6_B
6000726,734.76,,V1_site6_B
6000727,740.35,,V1_site6_B
6000728,728.34,,V1_site6_B
6000729,743.59,,V1_site6_B
6000730,737.68,,V1_site6_B
6000731,735.2,,V1_site6_B
6000732,774.13,,V1_site6_B
6000733,777.96,,V1_site6_B
6000734,780.0,,V1_site6_B
6000735,781.6,,V1_site6_B
6000736,773.25,,V1_site6_B
6000737,756.05,,V1_site6_B
6000738,812.44,,V1_site6_B
6000739,804.59,,V1_site6_B
6000740,815.55,,V1_site6_B
6000741,824.52,,V1_site6_B
6000742,813.58,,V1_site6_B
6000743,844.89,,V1_site6_B
6000744,843.01,,V1_site6_B
6000745,920.51,,V1_site6_B
6000746,922.37,,V1_site6_B
6000747,955.62,,V1_site6_B
6000748,956.71,,V1_site6_B
6000749,993.58,,V1_site6_B
6000750,988.74,,V1_site6_B
6000751,1033.61,,V1_site6_B
6000752,1030.61,,V1_site6_B
6000753,1070.19,,V1_site6_B
6000754,1070.26,,V1_site6_B
6000755,1098.02,,V1_site6_B
6000756,1109.79,,V1_site6_B
6000757,1109.51,,V1_site6_B
6000758,1073.61,,V1_site6_B
6000759,1149.28,,V1_site6_B
6000760,1150.44,,V1_site6_B
6000761,1181.66,,V1_site6_B
6000762,1180.02,,V1_site6_B
6000763,1211.89,,V1_site6_B
6000764,1226.71,,V1_site6_B
6000765,1241.31,,V1_site6_B
6000766,1220.91,,V1_site6_B
6000767,1255.84,,V1_site6_B
6000768,1274.93,,V1_site6_B
6000769,1262.04,,V1_site6_B
6000770,1257.45,,V1_site6_B
6000771,1246.44,,V1_site6_B
6000772,1274.68,,V1_site6_B
6000773,1260.72,,V1_site6_B
6000774,1254.89,,V1_site6_B
6000775,1279.45,,V1_site6_B
6000776,1262.3,,V1_site6_B
6000777,1257.85,,V1_site6_B
6000778,1304.84,,V1_site6_B
6000779,1299.47,,V1_site6_B
6000780,1299.74,,V1_site6_B
6000781,1267.2,,V1_site6_B
6000782,1308.57,,V1_site6_B
6000783,1303.13,,V1_site6_B
6000784,1293.55,,V1_site6_B
6000785,1277.77,,V1_site6_B
6000786,1350.48,,V1_site6_B
6000787,1339.67,,V1_site6_B
6000788,1335.95,,V1_site6_B
6000789,1374.89,,V1_site6_B
6000790,1382.59,,V1_site6_B
