gradient_weight,median_center_error_deg,mean_center_error_deg,median_gradient_error_deg,mean_gradient_error_deg
0.0,20.484248793797867,21.621648460792557,25.894594630194288,23.658464630515514
0.1,19.859640127626584,21.461403887543735,25.240393227191348,23.16925920820948
0.3,19.9976993390594,20.25585108305828,24.35801340540563,23.19175024779841
1.0,20.678237660775054,20.444501566152223,21.469132399971947,21.875184997478556
3.0,19.884462507717707,18.990229808907234,21.552483351283374,23.14313917222522
