stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,spatial_frequency,color,coherence,Speed,y_position,frame,temporal_frequency,orientation,Dir,phase,x_position,stimulus_name,size,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,68.663,68.896513,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.23351304,1,,,0,,False,0,train,1
2,0.0,68.896513,69.146706,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25019254,2,,,0,,False,0,train,2
3,0.0,69.146706,69.396898,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019254,3,,,0,,False,0,train,0
4,0.0,69.396898,69.647091,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019254,4,,,0,,False,0,train,2
5,0.0,69.647091,69.897315,0.8,0.08,null,null,null,-40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25022483,5,,,0,,False,0,train,2
6,0.0,69.897315,70.14754,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022483,6,,,0,,False,0,train,0
7,0.0,70.14754,70.397765,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25022483,7,,,0,,False,0,train,2
8,0.0,70.397765,70.64799,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25022483,8,,,0,,False,0,train,2
9,0.0,70.64799,70.898185,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019517,9,,,0,,False,0,train,1
10,0.0,70.898185,71.14838,0.8,0.08,null,null,null,0.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019517,10,,,0,,False,0,train,2
11,0.0,71.14838,71.398575,0.8,0.08,null,null,null,0.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019517,10,,,0,,False,1,train,2
12,0.0,71.398575,71.648771,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019517,11,,,0,,False,0,train,0
13,0.0,71.648771,71.89901,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25023983,12,,,0,,False,0,train,1
14,0.0,71.89901,72.14925,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25023983,13,,,0,,False,0,train,0
15,0.0,72.14925,72.39949,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25023983,14,,,0,,False,0,train,0
16,0.0,72.39949,72.64973,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25023983,15,,,0,,False,0,train,0
17,0.0,72.64973,72.899908,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25017767,16,,,0,,False,0,train,1
18,0.0,72.899908,73.150085,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25017767,17,,,0,,False,0,train,0
19,0.0,73.150085,73.400263,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25017767,18,,,0,,False,0,train,0
20,0.0,73.400263,73.650441,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25017767,19,,,0,,False,0,train,0
21,0.0,73.650441,73.900665,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25022483,20,,,0,,False,0,train,1
22,0.0,73.900665,74.15089,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25022483,21,,,0,,False,0,train,2
23,0.0,74.15089,74.401115,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25022483,22,,,0,,False,0,train,0
24,0.0,74.401115,74.65134,0.8,0.08,null,null,null,0.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25022483,23,,,0,,False,0,train,2
25,0.0,74.65134,74.901533,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019267,19,,,0,,False,1,train,0
26,0.0,74.901533,75.151725,0.8,0.08,null,null,null,-20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019267,24,,,0,,False,0,train,2
27,0.0,75.151725,75.401918,0.8,0.08,null,null,null,40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019267,25,,,0,,False,0,train,2
28,0.0,75.401918,75.652111,0.8,0.08,null,null,null,-30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019267,26,,,0,,False,0,train,0
29,0.0,75.652111,75.902328,0.8,0.08,null,null,null,-30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021733,27,,,0,,False,0,train,0
30,0.0,75.902328,76.152545,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25021733,28,,,0,,False,0,train,0
31,0.0,76.152545,76.402763,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25021733,29,,,0,,False,0,train,0
32,0.0,76.402763,76.65298,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25021733,30,,,0,,False,0,train,1
33,0.0,76.65298,76.903183,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25020267,31,,,0,,False,0,train,2
34,0.0,76.903183,77.153385,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25020267,32,,,0,,False,0,train,0
35,0.0,77.153385,77.403588,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25020267,33,,,0,,False,0,train,2
36,0.0,77.403588,77.653791,0.8,0.08,null,null,null,-40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25020267,34,,,0,,False,0,train,0
37,0.0,77.653791,77.904005,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25021483,35,,,0,,False,0,train,1
38,0.0,77.904005,78.15422,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021483,36,,,0,,False,0,train,1
39,0.0,78.15422,78.404435,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25021483,37,,,0,,False,0,train,1
40,0.0,78.404435,78.65465,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021483,38,,,0,,False,0,train,0
41,0.0,78.65465,78.904848,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019767,39,,,0,,False,0,train,0
42,0.0,78.904848,79.155045,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019767,40,,,0,,False,0,train,1
43,0.0,79.155045,79.405243,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019767,41,,,0,,False,0,train,1
44,0.0,79.405243,79.655441,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25019767,42,,,0,,False,0,train,2
45,0.0,79.655441,79.905655,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021483,43,,,0,,False,0,train,0
46,0.0,79.905655,80.15587,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021483,44,,,0,,False,0,train,0
47,0.0,80.15587,80.406085,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021483,45,,,0,,False,0,train,1
48,0.0,80.406085,80.6563,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021483,46,,,0,,False,0,train,0
49,0.0,80.6563,80.9065,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25020017,47,,,0,,False,0,train,0
50,0.0,80.9065,81.1567,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25020017,48,,,0,,False,0,train,2
51,0.0,81.1567,81.4069,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25020017,49,,,0,,False,0,train,1
52,0.0,81.4069,81.657101,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25020017,50,,,0,,False,0,train,0
53,0.0,81.657101,81.90731,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25020983,51,,,0,,False,0,train,1
54,0.0,81.90731,82.15752,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25020983,52,,,0,,False,0,train,2
55,0.0,82.15752,82.40773,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25020983,33,,,0,,False,1,train,2
56,0.0,82.40773,82.65794,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25020983,53,,,0,,False,0,train,2
57,0.0,82.65794,82.908145,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25020517,39,,,0,,False,1,train,0
58,0.0,82.908145,83.15835,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25020517,54,,,0,,False,0,train,2
59,0.0,83.15835,83.408555,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25020517,55,,,0,,False,0,train,0
60,0.0,83.408555,83.658761,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25020517,56,,,0,,False,0,train,0
61,0.0,83.658761,83.90898,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021983,57,,,0,,False,0,train,1
62,0.0,83.90898,84.1592,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25021983,58,,,0,,False,0,train,1
63,0.0,84.1592,84.40942,0.8,0.08,null,null,null,-40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021983,59,,,0,,False,0,train,2
64,0.0,84.40942,84.65964,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021983,60,,,0,,False,0,train,0
65,0.0,84.65964,84.909835,0.8,0.08,null,null,null,40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019517,61,,,0,,False,0,train,2
66,0.0,84.909835,85.16003,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019517,62,,,0,,False,0,train,1
67,0.0,85.16003,85.410225,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019517,63,,,0,,False,0,train,1
68,0.0,85.410225,85.660421,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019517,64,,,0,,False,0,train,1
69,0.0,85.660421,85.910658,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25023733,65,,,0,,False,0,train,1
70,0.0,85.910658,86.160895,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25023733,66,,,0,,False,0,train,2
71,0.0,86.160895,86.411133,0.8,0.08,null,null,null,-20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25023733,67,,,0,,False,0,train,2
72,0.0,86.411133,86.66137,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25023733,45,,,0,,False,1,train,1
73,0.0,86.66137,86.91155,0.8,0.08,null,null,null,-40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25018017,68,,,0,,False,0,train,1
74,0.0,86.91155,87.16173,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25018017,69,,,0,,False,0,train,1
75,0.0,87.16173,87.41191,0.8,0.08,null,null,null,-40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25018017,70,,,0,,False,0,train,2
76,0.0,87.41191,87.662091,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25018017,71,,,0,,False,0,train,1
77,0.0,87.662091,87.912313,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022233,72,,,0,,False,0,train,2
78,0.0,87.912313,88.162535,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25022233,73,,,0,,False,0,train,0
79,0.0,88.162535,88.412758,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25022233,74,,,0,,False,0,train,1
80,0.0,88.412758,88.66298,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022233,55,,,0,,False,1,train,0
81,0.0,88.66298,88.913178,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019767,75,,,0,,False,0,train,1
82,0.0,88.913178,89.163375,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019767,76,,,0,,False,0,train,1
83,0.0,89.163375,89.413573,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019767,77,,,0,,False,0,train,0
84,0.0,89.413573,89.663771,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25019767,78,,,0,,False,0,train,1
85,0.0,89.663771,89.913993,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25022233,79,,,0,,False,0,train,1
86,0.0,89.913993,90.164215,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25022233,12,,,0,,False,1,train,1
87,0.0,90.164215,90.414438,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022233,80,,,0,,False,0,train,1
88,0.0,90.414438,90.66466,0.8,0.08,null,null,null,-40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25022233,81,,,0,,False,0,train,0
89,0.0,90.66466,90.914855,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019517,77,,,0,,False,1,train,0
90,0.0,90.914855,91.16505,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019517,82,,,0,,False,0,train,1
91,0.0,91.16505,91.415245,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019517,83,,,0,,False,0,train,1
92,0.0,91.415245,91.665441,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019517,84,,,0,,False,0,train,0
93,0.0,91.665441,91.915653,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25021233,85,,,0,,False,0,train,0
94,0.0,91.915653,92.165865,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25021233,47,,,0,,False,1,train,0
95,0.0,92.165865,92.416078,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25021233,31,,,0,,False,1,train,2
96,0.0,92.416078,92.66629,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25021233,86,,,0,,False,0,train,2
97,0.0,92.66629,92.916493,0.8,0.08,null,null,null,-40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25020267,70,,,0,,False,1,train,2
98,0.0,92.916493,93.166695,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25020267,87,,,0,,False,0,train,1
99,0.0,93.166695,93.416898,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25020267,88,,,0,,False,0,train,1
100,0.0,93.416898,93.667101,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25020267,89,,,0,,False,0,train,2
101,0.0,93.667101,93.917318,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021733,90,,,0,,False,0,train,0
102,0.0,93.917318,94.167535,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021733,91,,,0,,False,0,train,2
103,0.0,94.167535,94.417753,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021733,92,,,0,,False,0,train,0
104,0.0,94.417753,94.66797,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25021733,89,,,0,,False,1,train,2
105,0.0,94.66797,94.918168,0.8,0.08,null,null,null,-40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019767,93,,,0,,False,0,train,2
106,0.0,94.918168,95.168365,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25019767,94,,,0,,False,0,train,1
107,0.0,95.168365,95.418563,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019767,95,,,0,,False,0,train,2
108,0.0,95.418563,95.668761,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019767,96,,,0,,False,0,train,1
109,0.0,95.668761,95.918975,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021483,97,,,0,,False,0,train,0
110,0.0,95.918975,96.16919,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25021483,98,,,0,,False,0,train,0
111,0.0,96.16919,96.419405,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25021483,7,,,0,,False,1,train,2
112,0.0,96.419405,96.66962,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25021483,99,,,0,,False,0,train,1
113,0.0,96.66962,96.91982,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25020017,83,,,0,,False,1,train,1
114,0.0,96.91982,97.17002,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25020017,100,,,0,,False,0,train,0
115,0.0,97.17002,97.42022,0.8,0.08,null,null,null,-40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25020017,101,,,0,,False,0,train,1
116,0.0,97.42022,97.670421,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25020017,12,,,0,,False,2,test,1
117,0.0,97.670421,97.920643,0.8,0.08,null,null,null,-40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25022233,102,,,0,,False,0,train,1
118,0.0,97.920643,98.170865,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25022233,103,,,0,,False,0,train,0
119,0.0,98.170865,98.421088,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25022233,74,,,0,,False,1,train,1
120,0.0,98.421088,98.67131,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022233,104,,,0,,False,0,train,2
121,0.0,98.67131,98.921505,0.8,0.08,null,null,null,-40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25019517,105,,,0,,False,0,train,0
122,0.0,98.921505,99.1717,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019517,106,,,0,,False,0,train,1
123,0.0,99.1717,99.421895,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25019517,89,,,0,,False,2,test,2
124,0.0,99.421895,99.672091,0.8,0.08,null,null,null,-20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019517,107,,,0,,False,0,train,2
125,0.0,99.672091,99.922298,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25020733,108,,,0,,False,0,train,0
126,0.0,99.922298,100.17251,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25020733,109,,,0,,False,0,train,0
127,0.0,100.17251,100.42271,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25020733,110,,,0,,False,0,train,0
128,0.0,100.42271,100.67292,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25020733,53,,,0,,False,1,train,2
129,0.0,100.67292,100.92313,0.8,0.08,null,null,null,-20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25020517,111,,,0,,False,0,train,2
130,0.0,100.92313,101.17333,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25020517,112,,,0,,False,0,train,0
