stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,spatial_frequency,color,coherence,Speed,y_position,frame,temporal_frequency,orientation,Dir,phase,x_position,stimulus_name,size,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
443,0.0,179.23797,179.48816,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25018517,209,,,0,,False,0,train,2
444,0.0,179.48816,179.73834,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25018517,110,,,0,,False,1,train,0
445,0.0,179.73834,179.98856,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021983,44,,,0,,False,5,test,0
446,0.0,179.98856,180.23878,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021983,132,,,0,,False,2,test,2
447,0.0,180.23878,180.489,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021983,14,,,0,,False,5,test,0
448,0.0,180.489,180.73922,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021983,182,,,0,,False,2,test,0
449,0.0,180.73922,180.98941,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25019017,38,,,0,,False,2,test,0
450,0.0,180.98941,181.2396,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019017,108,,,0,,False,3,train,0
451,0.0,181.2396,181.48979,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019017,174,,,0,,False,1,train,1
452,0.0,181.48979,181.73998,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019017,167,,,0,,False,1,train,0
453,0.0,181.73998,181.9902,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022233,6,,,0,,False,2,test,0
454,0.0,181.9902,182.24043,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25022233,196,,,0,,False,1,train,0
455,0.0,182.24043,182.49065,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25022233,41,,,0,,False,4,train,1
456,0.0,182.49065,182.74087,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25022233,174,,,0,,False,2,test,1
457,0.0,182.74087,182.99106,0.8,0.08,null,null,null,0.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25019267,23,,,0,,False,3,train,2
458,0.0,182.99106,183.24126,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019267,145,,,0,,False,2,test,0
459,0.0,183.24126,183.49145,0.8,0.08,null,null,null,40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019267,175,,,0,,False,2,test,2
460,0.0,183.49145,183.74164,0.8,0.08,null,null,null,-20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019267,165,,,0,,False,3,train,2
461,0.0,183.74164,183.99188,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25023733,132,,,0,,False,3,train,2
462,0.0,183.99188,184.24212,0.8,0.08,null,null,null,-40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25023733,102,,,0,,False,2,test,1
463,0.0,184.24212,184.49235,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25023733,6,,,0,,False,3,train,0
464,0.0,184.49235,184.74259,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25023733,135,,,0,,False,2,test,2
465,0.0,184.74259,184.99277,0.8,0.08,null,null,null,0.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25018267,142,,,0,,False,1,train,2
466,0.0,184.99277,185.24296,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25018267,80,,,0,,False,4,train,1
467,0.0,185.24296,185.49314,0.8,0.08,null,null,null,-30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25018267,210,,,0,,False,0,train,0
468,0.0,185.49314,185.74332,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25018267,204,,,0,,False,1,train,0
469,0.0,185.74332,185.99354,0.8,0.08,null,null,null,-40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25021983,121,,,0,,False,1,train,2
470,0.0,185.99354,186.24376,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021983,1,,,0,,False,1,train,1
471,0.0,186.24376,186.49398,0.8,0.08,null,null,null,-40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021983,211,,,0,,False,0,train,1
472,0.0,186.49398,186.7442,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021983,108,,,0,,False,4,train,0
473,0.0,186.7442,186.9944,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019517,117,,,0,,False,1,train,2
474,0.0,186.9944,187.24459,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019517,212,,,0,,False,0,train,2
475,0.0,187.24459,187.49479,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019517,189,,,0,,False,1,train,1
476,0.0,187.49479,187.74498,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25019517,130,,,0,,False,2,test,0
477,0.0,187.74498,187.9952,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25022233,86,,,0,,False,2,test,2
478,0.0,187.9952,188.24543,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25022233,11,,,0,,False,1,train,0
479,0.0,188.24543,188.49565,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25022233,36,,,0,,False,3,train,1
480,0.0,188.49565,188.74587,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022233,213,,,0,,False,0,train,1
481,0.0,188.74587,188.99606,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25018517,214,,,0,,False,0,train,2
482,0.0,188.99606,189.24624,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25018517,201,,,0,,False,2,test,1
483,0.0,189.24624,189.49643,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25018517,65,,,0,,False,3,train,1
484,0.0,189.49643,189.74661,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25018517,76,,,0,,False,2,test,1
485,0.0,189.74661,189.99685,0.8,0.08,null,null,null,-30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25023483,133,,,0,,False,3,train,0
486,0.0,189.99685,190.24708,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25023483,190,,,0,,False,1,train,2
487,0.0,190.24708,190.49732,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25023483,38,,,0,,False,3,train,0
488,0.0,190.49732,190.74755,0.8,0.08,null,null,null,-20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25023483,195,,,0,,False,2,test,2
489,0.0,190.74755,190.99773,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25018017,49,,,0,,False,3,train,1
490,0.0,190.99773,191.24791,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25018017,215,,,0,,False,0,train,1
491,0.0,191.24791,191.49809,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25018017,110,,,0,,False,2,test,0
492,0.0,191.49809,191.74827,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25018017,138,,,0,,False,3,train,2
493,0.0,191.74827,191.99851,0.8,0.08,null,null,null,10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25024233,208,,,0,,False,1,train,0
494,0.0,191.99851,192.24876,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25024233,95,,,0,,False,1,train,2
495,0.0,192.24876,192.499,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25024233,213,,,0,,False,1,train,1
496,0.0,192.499,192.74924,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25024233,100,,,0,,False,2,test,0
497,0.0,192.74924,192.99942,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25018017,35,,,0,,False,2,test,1
498,0.0,192.99942,193.2496,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25018017,42,,,0,,False,4,train,2
499,0.0,193.2496,193.49978,0.8,0.08,null,null,null,40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25018017,73,,,0,,False,2,test,0
500,0.0,193.49978,193.74996,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25018017,216,,,0,,False,0,train,1
501,0.0,193.74996,194.00018,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25021483,148,,,0,,False,1,train,2
502,0.0,194.00018,194.25039,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021483,193,,,0,,False,2,test,2
503,0.0,194.25039,194.50061,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25021483,217,,,0,,False,0,train,1
504,0.0,194.50061,194.75082,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021483,109,,,0,,False,3,train,0
505,0.0,194.75082,195.00102,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019517,43,,,0,,False,3,train,0
506,0.0,195.00102,195.25121,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25019517,76,,,0,,False,3,train,1
507,0.0,195.25121,195.50141,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019517,218,,,0,,False,0,train,0
508,0.0,195.50141,195.7516,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25019517,177,,,0,,False,2,test,0
509,0.0,195.7516,196.00182,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021983,9,,,0,,False,3,train,1
510,0.0,196.00182,196.25204,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021983,160,,,0,,False,3,train,2
511,0.0,196.25204,196.50226,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25021983,174,,,0,,False,3,train,1
512,0.0,196.50226,196.75248,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25021983,72,,,0,,False,2,test,2
513,0.0,196.75248,197.00268,0.8,0.08,null,null,null,-40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019767,70,,,0,,False,3,train,2
514,0.0,197.00268,197.25288,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25019767,95,,,0,,False,2,test,2
515,0.0,197.25288,197.50307,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25019767,217,,,0,,False,1,train,1
516,0.0,197.50307,197.75327,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019767,8,,,0,,False,2,test,2
517,0.0,197.75327,198.00351,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25023483,150,,,0,,False,2,test,0
518,0.0,198.00351,198.25374,0.8,0.08,null,null,null,0.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25023483,192,,,0,,False,2,test,2
519,0.0,198.25374,198.50398,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25023483,88,,,0,,False,1,train,1
520,0.0,198.50398,198.75421,0.8,0.08,null,null,null,-20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25023483,177,,,0,,False,3,train,0
521,0.0,198.75421,199.00439,0.8,0.08,null,null,null,30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25017767,48,,,0,,False,1,train,2
522,0.0,199.00439,199.25457,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25017767,219,,,0,,False,0,train,1
523,0.0,199.25457,199.50474,0.8,0.08,null,null,null,-40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25017767,220,,,0,,False,0,train,0
524,0.0,199.50474,199.75492,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25017767,169,,,0,,False,1,train,0
525,0.0,199.75492,200.00514,0.8,0.08,null,null,null,-30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25022233,134,,,0,,False,2,test,0
526,0.0,200.00514,200.25537,0.8,0.08,null,null,null,-20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25022233,24,,,0,,False,3,train,2
527,0.0,200.25537,200.50559,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25022233,221,,,0,,False,0,train,2
528,0.0,200.50559,200.75581,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25022233,40,,,0,,False,4,train,1
529,0.0,200.75581,201.00601,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019517,117,,,0,,False,2,test,2
530,0.0,201.00601,201.2562,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019517,117,,,0,,False,3,train,2
531,0.0,201.2562,201.5064,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019517,63,,,0,,False,3,train,1
532,0.0,201.5064,201.75659,0.8,0.08,null,null,null,0.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019517,188,,,0,,False,2,test,1
533,0.0,201.75659,202.00681,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25021983,87,,,0,,False,4,train,1
534,0.0,202.00681,202.25703,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021983,214,,,0,,False,1,train,2
535,0.0,202.25703,202.50725,0.8,0.08,null,null,null,-30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25021983,133,,,0,,False,4,train,0
536,0.0,202.50725,202.75747,0.8,0.08,null,null,null,40.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021983,61,,,0,,False,4,train,2
537,0.0,202.75747,203.00766,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019017,129,,,0,,False,2,test,1
538,0.0,203.00766,203.25785,0.8,0.08,null,null,null,-40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,"[20.0, 20.0]",0.25019017,147,,,0,,False,1,train,1
539,0.0,203.25785,203.50804,0.8,0.08,null,null,null,0.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019017,39,,,0,,False,3,train,0
540,0.0,203.50804,203.75823,0.8,0.08,null,null,null,-30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019017,185,,,0,,False,1,train,1
541,0.0,203.75823,204.00846,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25022733,222,,,0,,False,0,train,1
542,0.0,204.00846,204.25869,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25022733,223,,,0,,False,0,train,2
543,0.0,204.25869,204.50891,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25022733,62,,,0,,False,1,train,1
544,0.0,204.50891,204.75914,0.8,0.08,null,null,null,30.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25022733,36,,,0,,False,4,train,1
545,0.0,204.75914,205.00933,0.8,0.08,null,null,null,-40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25019017,211,,,0,,False,1,train,1
546,0.0,205.00933,205.25952,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25019017,197,,,0,,False,1,train,0
547,0.0,205.25952,205.50971,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019017,31,,,0,,False,2,test,2
548,0.0,205.50971,205.7599,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25019017,53,,,0,,False,2,test,2
549,0.0,205.7599,206.01012,0.8,0.08,null,null,null,10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021483,33,,,0,,False,3,train,2
550,0.0,206.01012,206.26033,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021483,123,,,0,,False,2,test,2
551,0.0,206.26033,206.51055,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25021483,75,,,0,,False,3,train,1
552,0.0,206.51055,206.76076,0.8,0.08,null,null,null,10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021483,1,,,0,,False,2,test,1
553,0.0,206.76076,207.01096,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25020017,126,,,0,,False,3,train,2
554,0.0,207.01096,207.26116,0.8,0.08,null,null,null,-30.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25020017,209,,,0,,False,1,train,2
555,0.0,207.26116,207.51136,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25020017,52,,,0,,False,3,train,2
556,0.0,207.51136,207.76156,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,"[20.0, 20.0]",0.25020017,7,,,0,,False,3,train,2
557,0.0,207.76156,208.01178,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,"[20.0, 20.0]",0.25021983,60,,,0,,False,2,test,0
558,0.0,208.01178,208.262,0.8,0.08,null,null,null,30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25021983,199,,,0,,False,1,train,0
559,0.0,208.262,208.51222,0.8,0.08,null,null,null,-40.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021983,178,,,0,,False,2,test,0
560,0.0,208.51222,208.76244,0.8,0.08,null,null,null,-30.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25021983,27,,,0,,False,1,train,0
561,0.0,208.76244,209.01263,0.8,0.08,null,null,null,20.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019267,116,,,0,,False,5,test,2
562,0.0,209.01263,209.26283,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,"[20.0, 20.0]",0.25019267,224,,,0,,False,0,train,1
563,0.0,209.26283,209.51302,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25019267,32,,,0,,False,3,train,0
564,0.0,209.51302,209.76321,0.8,0.08,null,null,null,-10.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25019267,115,,,0,,False,3,train,1
565,0.0,209.76321,210.01342,0.8,0.08,null,null,null,20.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25021233,154,,,0,,False,1,train,0
566,0.0,210.01342,210.26364,0.8,0.08,null,null,null,0.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,"[20.0, 20.0]",0.25021233,142,,,0,,False,2,test,2
567,0.0,210.26364,210.51385,0.8,0.08,null,null,null,-10.0,null,4.0,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,"[20.0, 20.0]",0.25021233,55,,,0,,False,3,train,0
568,0.0,210.51385,210.76406,0.8,0.08,null,null,null,20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25021233,51,,,0,,False,1,train,1
569,0.0,210.76406,211.01427,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,"[20.0, 20.0]",0.25020517,71,,,0,,False,1,train,1
570,0.0,211.01427,211.26447,0.8,0.08,null,null,null,-10.0,null,4.0,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,"[20.0, 20.0]",0.25020517,66,,,0,,False,2,test,2
571,0.0,211.26447,211.51468,0.8,0.08,null,null,null,-20.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25020517,99,,,0,,False,3,train,1
572,0.0,211.51468,211.76488,0.8,0.08,null,null,null,40.0,null,4.0,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,"[20.0, 20.0]",0.25020517,174,,,0,,False,4,train,1
