stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,size,phase,x_position,contrast,orientation,y_position,color,frame,stimulus_name,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1801,0.0,534.76992,535.02012,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019866,169,,,0,,False,6,train,1
1802,0.0,535.02012,535.27032,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019866,42,,,0,,False,7,train,0
1803,0.0,535.27032,535.52051,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25019866,178,,,0,,False,7,train,0
1804,0.0,535.52051,535.77071,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019866,79,,,0,,False,6,train,0
1805,0.0,535.77071,536.02093,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25022134,183,,,0,,False,6,train,1
1806,0.0,536.02093,536.27116,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25022134,188,,,0,,False,6,train,2
1807,0.0,536.27116,536.52138,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25022134,178,,,0,,False,8,test,0
1808,0.0,536.52138,536.7716,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25022134,102,,,0,,False,8,test,1
1809,0.0,536.7716,537.02179,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019366,103,,,0,,False,8,test,0
1810,0.0,537.02179,537.27199,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25019366,45,,,0,,False,7,train,0
1811,0.0,537.27199,537.52218,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019366,126,,,0,,False,5,test,0
1812,0.0,537.52218,537.77237,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25019366,130,,,0,,False,6,train,0
1813,0.0,537.77237,538.0226,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25022384,116,,,0,,False,9,train,0
1814,0.0,538.0226,538.27282,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022384,115,,,0,,False,4,train,0
1815,0.0,538.27282,538.52304,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022384,14,,,0,,False,8,test,0
1816,0.0,538.52304,538.77327,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25022384,67,,,0,,False,5,test,2
1817,0.0,538.77327,539.02346,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25019616,141,,,0,,False,7,train,0
1818,0.0,539.02346,539.27366,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25019616,37,,,0,,False,7,train,2
1819,0.0,539.27366,539.52386,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019616,206,,,0,,False,5,test,0
1820,0.0,539.52386,539.77405,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25019616,34,,,0,,False,10,train,0
1821,0.0,539.77405,540.02427,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021634,80,,,0,,False,8,test,0
1822,0.0,540.02427,540.27449,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25021634,126,,,0,,False,6,train,0
1823,0.0,540.27449,540.5247,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25021634,100,,,0,,False,9,train,0
1824,0.0,540.5247,540.77492,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25021634,84,,,0,,False,8,test,1
1825,0.0,540.77492,541.02512,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25019866,10,,,0,,False,8,test,1
1826,0.0,541.02512,541.27532,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25019866,93,,,0,,False,6,train,2
1827,0.0,541.27532,541.52551,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25019866,22,,,0,,False,8,test,2
1828,0.0,541.52551,541.77571,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25019866,1,,,0,,False,11,test,2
1829,0.0,541.77571,542.02594,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25022634,196,,,0,,False,6,train,1
1830,0.0,542.02594,542.27617,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25022634,168,,,0,,False,10,train,0
1831,0.0,542.27617,542.52639,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25022634,90,,,0,,False,7,train,0
1832,0.0,542.52639,542.77662,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25022634,223,,,0,,False,6,train,0
1833,0.0,542.77662,543.02681,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019616,200,,,0,,False,6,train,0
1834,0.0,543.02681,543.27701,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25019616,19,,,0,,False,7,train,2
1835,0.0,543.27701,543.52721,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019616,8,,,0,,False,6,train,1
1836,0.0,543.52721,543.7774,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019616,50,,,0,,False,6,train,0
1837,0.0,543.7774,544.02763,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25022634,184,,,0,,False,6,train,0
1838,0.0,544.02763,544.27786,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25022634,192,,,0,,False,6,train,0
1839,0.0,544.27786,544.52808,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25022634,143,,,0,,False,6,train,2
1840,0.0,544.52808,544.77831,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25022634,66,,,0,,False,10,train,0
1841,0.0,544.77831,545.0285,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019116,190,,,0,,False,8,test,0
1842,0.0,545.0285,545.27869,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019116,228,,,0,,False,7,train,0
1843,0.0,545.27869,545.52888,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25019116,177,,,0,,False,7,train,2
1844,0.0,545.52888,545.77907,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25019116,120,,,0,,False,8,test,1
1845,0.0,545.77907,546.02929,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25021884,146,,,0,,False,6,train,1
1846,0.0,546.02929,546.27951,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25021884,12,,,0,,False,7,train,2
1847,0.0,546.27951,546.52973,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021884,184,,,0,,False,7,train,0
1848,0.0,546.52973,546.77995,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25021884,151,,,0,,False,7,train,0
1849,0.0,546.77995,547.03014,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25019616,102,,,0,,False,9,train,1
1850,0.0,547.03014,547.28034,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25019616,68,,,0,,False,6,train,1
1851,0.0,547.28034,547.53054,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25019616,124,,,0,,False,6,train,1
1852,0.0,547.53054,547.78073,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25019616,119,,,0,,False,8,test,1
1853,0.0,547.78073,548.03095,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25022134,183,,,0,,False,7,train,1
1854,0.0,548.03095,548.28118,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25022134,37,,,0,,False,8,test,2
1855,0.0,548.28118,548.5314,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25022134,102,,,0,,False,10,train,1
1856,0.0,548.5314,548.78162,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25022134,83,,,0,,False,8,test,1
1857,0.0,548.78162,549.03182,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25019866,239,,,0,,False,2,test,2
1858,0.0,549.03182,549.28202,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019866,237,,,0,,False,4,train,1
1859,0.0,549.28202,549.53221,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25019866,134,,,0,,False,7,train,1
1860,0.0,549.53221,549.78241,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25019866,212,,,0,,False,6,train,0
1861,0.0,549.78241,550.03264,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25022384,212,,,0,,False,7,train,0
1862,0.0,550.03264,550.28286,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25022384,207,,,0,,False,5,test,0
1863,0.0,550.28286,550.53308,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25022384,8,,,0,,False,7,train,1
1864,0.0,550.53308,550.78331,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25022384,218,,,0,,False,5,test,0
1865,0.0,550.78331,551.0335,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019366,206,,,0,,False,6,train,0
1866,0.0,551.0335,551.2837,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019366,8,,,0,,False,8,test,1
1867,0.0,551.2837,551.53389,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25019366,212,,,0,,False,8,test,0
1868,0.0,551.53389,551.78408,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25019366,189,,,0,,False,2,test,2
1869,0.0,551.78408,552.0343,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25021634,163,,,0,,False,7,train,0
1870,0.0,552.0343,552.28452,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25021634,176,,,0,,False,5,test,1
1871,0.0,552.28452,552.53473,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25021634,142,,,0,,False,7,train,2
1872,0.0,552.53473,552.78495,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25021634,92,,,0,,False,6,train,0
1873,0.0,552.78495,553.03515,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25020116,192,,,0,,False,7,train,0
1874,0.0,553.03515,553.28535,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25020116,6,,,0,,False,9,train,0
1875,0.0,553.28535,553.53555,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25020116,92,,,0,,False,7,train,0
1876,0.0,553.53555,553.78575,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25020116,160,,,0,,False,7,train,1
1877,0.0,553.78575,554.03598,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022384,112,,,0,,False,5,test,0
1878,0.0,554.03598,554.2862,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022384,190,,,0,,False,9,train,0
1879,0.0,554.2862,554.53642,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25022384,82,,,0,,False,7,train,0
1880,0.0,554.53642,554.78665,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25022384,33,,,0,,False,11,test,0
1881,0.0,554.78665,555.03684,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019366,11,,,0,,False,8,test,1
1882,0.0,555.03684,555.28704,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25019366,174,,,0,,False,7,train,0
1883,0.0,555.28704,555.53723,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25019366,46,,,0,,False,7,train,0
1884,0.0,555.53723,555.78742,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25019366,108,,,0,,False,8,test,1
1885,0.0,555.78742,556.03765,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022634,115,,,0,,False,5,test,0
1886,0.0,556.03765,556.28788,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25022634,147,,,0,,False,7,train,1
1887,0.0,556.28788,556.5381,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25022634,150,,,0,,False,7,train,2
1888,0.0,556.5381,556.78833,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25022634,216,,,0,,False,7,train,0
1889,0.0,556.78833,557.03852,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25019116,209,,,0,,False,6,train,0
1890,0.0,557.03852,557.28871,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019116,224,,,0,,False,10,train,0
1891,0.0,557.28871,557.5389,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25019116,74,,,0,,False,8,test,0
1892,0.0,557.5389,557.78909,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25019116,179,,,0,,False,6,train,1
1893,0.0,557.78909,558.03932,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25022634,28,,,0,,False,9,train,0
1894,0.0,558.03932,558.28955,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022634,155,,,0,,False,7,train,0
1895,0.0,558.28955,558.53977,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25022634,15,,,0,,False,9,train,0
1896,0.0,558.53977,558.79,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25022634,183,,,0,,False,8,test,1
1897,0.0,558.79,559.04019,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019616,169,,,0,,False,7,train,1
1898,0.0,559.04019,559.29039,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25019616,34,,,0,,False,11,test,0
1899,0.0,559.29039,559.54059,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25019616,61,,,0,,False,5,test,2
1900,0.0,559.54059,559.79078,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25019616,58,,,0,,False,7,train,1
1901,0.0,559.79078,560.04101,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25022384,159,,,0,,False,10,train,1
1902,0.0,560.04101,560.29123,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25022384,92,,,0,,False,8,test,0
1903,0.0,560.29123,560.54145,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25022384,199,,,0,,False,6,train,2
1904,0.0,560.54145,560.79168,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25022384,68,,,0,,False,7,train,1
1905,0.0,560.79168,561.04187,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019116,11,,,0,,False,9,train,1
1906,0.0,561.04187,561.29206,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25019116,19,,,0,,False,8,test,2
1907,0.0,561.29206,561.54225,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25019116,175,,,0,,False,6,train,2
1908,0.0,561.54225,561.79244,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25019116,135,,,0,,False,10,train,1
1909,0.0,561.79244,562.04267,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25022384,23,,,0,,False,9,train,1
1910,0.0,562.04267,562.29289,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25022384,93,,,0,,False,7,train,2
1911,0.0,562.29289,562.54311,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25022384,52,,,0,,False,9,train,0
1912,0.0,562.54311,562.79334,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25022384,156,,,0,,False,6,train,2
1913,0.0,562.79334,563.04353,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25019366,189,,,0,,False,3,train,2
1914,0.0,563.04353,563.29373,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25019366,37,,,0,,False,9,train,2
1915,0.0,563.29373,563.54392,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25019366,86,,,0,,False,4,train,1
1916,0.0,563.54392,563.79411,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25019366,120,,,0,,False,9,train,1
1917,0.0,563.79411,564.04434,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022384,87,,,0,,False,7,train,0
1918,0.0,564.04434,564.29456,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25022384,55,,,0,,False,7,train,2
1919,0.0,564.29456,564.54478,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25022384,113,,,0,,False,8,test,1
1920,0.0,564.54478,564.79501,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25022384,124,,,0,,False,7,train,1
1921,0.0,564.79501,565.0452,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25019616,91,,,0,,False,9,train,2
1922,0.0,565.0452,565.2954,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019616,176,,,0,,False,6,train,1
1923,0.0,565.2954,565.5456,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019616,165,,,0,,False,4,train,1
1924,0.0,565.5456,565.79579,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019616,200,,,0,,False,7,train,0
1925,0.0,565.79579,566.04602,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25022384,23,,,0,,False,10,train,1
1926,0.0,566.04602,566.29624,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25022384,32,,,0,,False,6,train,1
1927,0.0,566.29624,566.54646,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25022384,198,,,0,,False,7,train,2
1928,0.0,566.54646,566.79669,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25022384,94,,,0,,False,8,test,2
1929,0.0,566.79669,567.04688,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25019366,232,,,0,,False,5,test,1
1930,0.0,567.04688,567.29708,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019366,146,,,0,,False,7,train,1
1931,0.0,567.29708,567.54727,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019366,126,,,0,,False,7,train,0
1932,0.0,567.54727,567.79746,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25019366,26,,,0,,False,11,test,2
1933,0.0,567.79746,568.04768,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25021384,204,,,0,,False,6,train,0
1934,0.0,568.04768,568.29789,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25021384,92,,,0,,False,9,train,0
1935,0.0,568.29789,568.5481,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25021384,186,,,0,,False,8,test,0
1936,0.0,568.5481,568.79832,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25021384,109,,,0,,False,5,test,0
1937,0.0,568.79832,569.04852,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25020366,145,,,0,,False,6,train,1
1938,0.0,569.04852,569.29873,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25020366,240,,,0,,False,6,train,0
