ecephys_session_id,interior_v1_units,supported_grid_points,supported_grid_fraction,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound
715093703,61,371,0.386056,interior_v1_rf_size_translation,-19.9992,-9.35267,0,0,0,0,1.15675,0.381632,0.775123,-0.156754,0.667113,,0.5,True
719161530,15,186,0.193548,interior_v1_rf_size_translation,-16.2201,-2.20072,0,0,0,0,0.959518,0.340024,0.619494,0.0404822,0.686769,2,3.5,False
721123822,47,492,0.511967,interior_v1_rf_size_translation,19.9988,6.66543,0,0,0,0,0.478128,0.237699,0.240429,0.522681,0.806739,1,2,True
732592105,136,722,0.751301,interior_v1_rf_size_translation,19.9872,-9.33343,0,0,0,0,1.6709,0.676235,0.994661,-0.670896,0.372425,0,2,True
737581020,76,530,0.551509,interior_v1_rf_size_translation,-17.3334,18.2643,0,0,0,0,1.82869,0.511847,1.31684,-0.828686,0.551556,0.5,2.5,False
739448407,16,251,0.261186,interior_v1_rf_size_translation,3.75321,8.51611,0,0,0,0,0.774489,0.273151,0.501338,0.225511,0.73551,2,9.5,False
742951821,62,329,0.342352,interior_v1_rf_size_translation,-8.00013,0.00746186,0,0,0,0,1.31695,0.544986,0.771961,-0.311622,0.461414,,2.5,False
744228101,39,336,0.349636,interior_v1_rf_size_translation,-13.3415,19.9994,0,0,0,0,1.58152,0.421606,1.15992,-0.581524,0.636191,4,0,True
746083955,21,244,0.253902,interior_v1_rf_size_translation,-10.6662,7.99326,0,0,0,0,1.04697,0.304362,0.742612,-0.0469738,0.713404,0,1.5,False
750332458,89,647,0.673257,interior_v1_rf_size_translation,14.6712,-5.33354,0,0,0,0,0.554215,0.171289,0.382926,0.445785,0.853081,4,2,False
750749662,80,653,0.679501,interior_v1_rf_size_translation,1.33692,19.9998,0,0,0,0,1.12928,0.432995,0.696281,-0.129276,0.607183,2,0.5,True
751348571,62,571,0.594173,interior_v1_rf_size_translation,-1.33608,4.00029,0,0,0,0,0.36456,0.142409,0.222151,0.63579,0.85937,2.5,3,False
754312389,127,739,0.768991,interior_v1_rf_size_translation,-19.9982,-6.30534,0,0,0,0,1.21341,0.61603,0.597377,-0.212598,0.427938,0,3,True
754829445,85,771,0.802289,interior_v1_rf_size_translation,2.66749,-1.33335,0,0,0,0,0.364121,0.215358,0.148763,0.635879,0.785531,1,4.5,False
755434585,125,664,0.690947,interior_v1_rf_size_translation,19.931,1.33329,0,0,0,0,0.493875,0.318652,0.175223,0.507024,0.72125,1.5,3,True
756029989,78,548,0.570239,interior_v1_rf_size_translation,20,-19.6312,0,0,0,0,1.65628,0.275525,1.38075,-0.655551,0.803013,0.5,2,True
757216464,122,721,0.75026,interior_v1_rf_size_translation,19.9958,-5.33447,0,0,0,0,0.767263,0.286398,0.480865,0.232737,0.756431,2,2,True
757970808,89,481,0.50052,interior_v1_rf_size_translation,-18.6667,1.61549,0,0,0,0,0.853209,0.277975,0.575234,0.148441,0.757131,2.5,4,False
758798717,68,596,0.620187,interior_v1_rf_size_translation,-19.9993,-3.99882,0,0,0,0,0.733227,0.336032,0.397195,0.266773,0.705564,0.5,6,True
759883607,78,534,0.555671,interior_v1_rf_size_translation,14.6536,-1.33338,0,0,0,0,0.531246,0.320971,0.210275,0.468754,0.700679,4,0.5,False
760345702,83,538,0.559834,interior_v1_rf_size_translation,18.9983,1.4823,0,0,0,0,0.605012,0.291278,0.313734,0.394988,0.745035,1,1.5,False
760693773,129,710,0.738814,interior_v1_rf_size_translation,5.28034,2.66748,0,0,0,0,0.61951,0.417711,0.201799,0.38049,0.585789,10.5,2.5,False
761418226,27,238,0.247659,interior_v1_rf_size_translation,13.3334,-17.3341,0,0,0,0,1.4016,0.40565,0.995951,-0.400764,0.642175,,1,False
762120172,108,675,0.702393,interior_v1_rf_size_translation,-19.9564,5.33335,0,0,0,0,0.750814,0.344983,0.40583,0.249186,0.697687,4.5,2,True
762602078,68,433,0.450572,interior_v1_rf_size_translation,3.99918,-17.3333,0,0,0,0,0.857206,0.194922,0.662284,0.142794,0.836722,2,2,False
763673393,76,558,0.580645,interior_v1_rf_size_translation,-19.9992,-11.9988,0,0,0,0,1.60203,0.702149,0.899884,-0.601319,0.352245,0,5.5,True
773418906,87,632,0.657648,interior_v1_rf_size_translation,-4.00284,-2.65588,0,0,0,0,0.497193,0.387552,0.109642,0.502807,0.614756,8,2.5,False
791319847,106,670,0.69719,interior_v1_rf_size_translation,20,-20,0,0,0,0,0.63569,0.317963,0.317727,0.364608,0.762037,2.5,1.5,True
797828357,77,592,0.616025,interior_v1_rf_size_translation,0.00126085,-17.3341,0,0,0,0,0.838276,0.410887,0.427388,0.161724,0.61916,2.5,3.5,False
798911424,112,741,0.771072,interior_v1_rf_size_translation,19.9989,-4.00078,0,0,0,0,0.498808,0.365268,0.13354,0.501998,0.676328,1,1.5,True
799864342,108,726,0.755463,interior_v1_rf_size_translation,-19.9988,-4.00407,0,0,0,0,1.06004,0.400594,0.659442,-0.0600364,0.641004,0,2,True
