unit_id,time_to_first_spike
4000000,0.081
4000001,0.051
4000002,0.0755
4000003,0.114
4000004,0.069
4000005,0.0475
4000006,0.042
4000007,0.0765
4000008,0.065
4000009,0.0855
4000010,0.121
4000011,0.084
4000012,0.096
4000013,0.0835
4000014,0.129
4000015,0.068
4000016,0.0825
4000017,0.0875
4000018,0.0695
4000019,0.0585
4000020,0.063
4000021,0.0745
4000022,0.0785
4000023,0.108
4000024,0.1045
4000025,0.077
4000026,0.069
4000027,0.058
4000028,0.078
4000029,0.063
4000030,0.074
4000031,0.065
4000032,0.077
4000033,0.086
4000034,0.088
4000035,0.074
4000036,0.0525
4000037,0.0635
4000038,0.099
4000039,0.075
4000040,0.089
4000041,0.074
4000042,0.106
4000043,0.091
4000044,0.097
4000045,0.083
4000046,0.065
4000047,0.054
4000048,0.06
4000049,0.075
4000050,0.071
4000051,0.075
4000052,0.07
4000053,0.101
4000054,0.103
4000055,0.047
4000056,0.067
4000057,0.0685
4000058,0.102
4000059,0.075
4000060,0.069
4000061,0.046
4000062,0.047
4000063,0.053
4000064,0.103
4000065,0.076
4000066,0.088
4000067,0.049
4000068,0.083
4000069,0.1
4000070,0.072
4000071,0.116
4000072,0.121
4000073,0.115
4000074,0.122
4000075,0.088
4000076,0.11
4000077,0.119
4000078,0.1185
4000079,0.132
4000080,0.112
4000081,0.126
4000082,0.116
4000083,0.107
4000084,0.1
4000085,0.11
4000086,0.099
4000087,0.11
4000088,0.104
4000089,0.096
4000090,0.1045
4000091,0.097
4000092,0.108
4000093,0.1095
4000094,0.19
4000095,0.11
4000096,0.167
4000097,0.107
4000098,0.1095
4000099,0.129
4000100,0.095
4000101,0.115
4000102,0.095
4000103,0.1275
4000104,0.096
4000105,0.129
4000106,0.1235
4000107,0.102
4000108,0.121
4000109,0.0985
4000110,0.174
4000111,0.107
4000112,
4000113,0.125
4000114,0.0725
4000115,0.119
4000116,0.095
4000117,0.141
4000118,0.0985
4000119,0.1235
4000120,0.111
4000121,0.0785
4000122,0.09
4000123,0.136
4000124,0.0895
4000125,0.102
4000126,
4000127,0.128
4000128,0.139
4000129,0.108
4000130,0.1445
4000131,0.105
4000132,0.121
4000133,0.078
4000134,0.095
4000135,0.097
4000136,0.1135
4000137,0.091
4000138,0.073
4000139,0.1075
4000140,0.075
4000141,0.118
4000142,0.074
4000143,0.102
4000144,0.139
4000145,0.087
4000146,0.093
4000147,0.1135
4000148,
4000149,0.1385
4000150,0.1075
4000151,0.06
4000152,0.181
4000153,0.09
4000154,0.1145
4000155,0.109
4000156,0.1445
4000157,0.07
4000158,0.1055
4000159,0.105
4000160,0.0955
4000161,0.09
4000162,0.104
4000163,0.0885
4000164,0.139
4000165,0.102
4000166,0.0995
4000167,0.108
4000168,0.116
4000169,0.1485
4000170,0.089
4000171,0.094
4000172,0.104
4000173,0.108
4000174,0.081
4000175,0.0605
4000176,0.116
4000177,0.11
4000178,0.147
4000179,0.1465
4000180,0.086
4000181,0.1205
4000182,0.078
4000183,0.1435
4000184,0.089
4000185,0.092
4000186,0.138
4000187,0.097
4000188,0.083
4000189,0.1265
4000190,0.128
4000191,0.1125
4000192,0.111
4000193,0.1435
4000194,0.171
4000195,0.0985
4000196,0.078
4000197,0.094
4000198,0.104
4000199,0.096
4000200,0.101
4000201,0.097
4000202,0.101
4000203,0.108
4000204,0.1135
4000205,
4000206,0.112
4000207,0.088
4000208,0.066
4000209,0.0975
4000210,0.094
4000211,0.113
4000212,0.082
4000213,0.111
4000214,0.121
4000215,0.082
4000216,0.117
4000217,0.111
4000218,0.0925
4000219,0.089
4000220,0.0985
4000221,0.101
4000222,0.099
4000223,0.092
4000224,0.089
4000225,0.0855
4000226,0.0925
4000227,0.106
4000228,0.083
4000229,0.072
4000230,0.1185
4000231,0.173
4000232,0.103
4000233,
4000234,0.104
4000235,0.102
4000236,0.0955
4000237,0.09
4000238,0.088
4000239,0.099
4000240,0.089
4000241,0.098
4000242,0.062
4000243,0.104
4000244,0.09
4000245,0.1125
4000246,0.139
4000247,0.0835
4000248,0.084
4000249,0.086
4000250,0.085
4000251,0.108
4000252,0.084
4000253,0.082
4000254,0.07
4000255,0.094
4000256,0.081
4000257,0.117
4000258,0.1405
4000259,0.063
4000260,0.1
4000261,0.1
4000262,0.114
4000263,0.1
4000264,0.099
4000265,0.1115
4000266,0.103
4000267,0.086
4000268,0.1015
4000269,0.0925
4000270,0.057
4000271,0.12
4000272,0.124
4000273,0.073
4000274,0.1005
4000275,0.0695
4000276,0.1405
4000277,0.161
4000278,0.0805
4000279,0.078
4000280,0.08
4000281,0.1
4000282,0.155
4000283,0.139
4000284,0.128
4000285,0.097
4000286,0.1155
4000287,0.098
4000288,0.0945
4000289,0.1045
4000290,0.087
4000291,
4000292,0.126
4000293,0.165
4000294,0.115
4000295,0.104
4000296,0.068
4000297,0.108
4000298,0.1475
4000299,0.133
4000300,0.094
4000301,0.0975
4000302,0.12
4000303,0.0865
4000304,0.101
4000305,0.102
4000306,0.076
4000307,0.085
4000308,0.065
4000309,0.087
4000310,0.107
4000311,0.09
4000312,0.08
4000313,0.075
4000314,0.066
4000315,0.1155
4000316,
4000317,0.12
4000318,0.1065
4000319,0.079
4000320,0.0875
4000321,0.09
4000322,0.082
4000323,0.097
4000324,0.091
4000325,0.0915
4000326,0.123
4000327,0.0735
4000328,0.061
4000329,0.083
4000330,0.057
4000331,0.091
4000332,0.053
4000333,0.125
4000334,0.0945
4000335,0.157
4000336,0.106
4000337,0.135
4000338,0.1
4000339,0.1055
4000340,0.111
4000341,0.133
4000342,0.1345
4000343,0.07
4000344,0.087
4000345,0.1
4000346,0.079
4000347,0.1135
4000348,0.0935
4000349,0.116
4000350,0.118
4000351,0.0905
4000352,0.0805
4000353,0.116
4000354,0.115
4000355,0.094
4000356,0.108
4000357,0.097
4000358,0.083
4000359,0.1045
4000360,0.138
4000361,0.0675
4000362,0.0885
4000363,0.041
4000364,0.074
4000365,0.101
4000366,0.103
4000367,0.106
4000368,0.052
4000369,0.071
4000370,0.118
4000371,0.05
4000372,0.133
4000373,0.071
4000374,0.1045
4000375,0.048
4000376,0.151
4000377,0.0845
4000378,0.098
4000379,0.165
4000380,0.042
4000381,0.059
4000382,0.097
4000383,0.066
4000384,0.067
4000385,0.065
4000386,0.054
4000387,0.0615
4000388,0.055
4000389,0.079
4000390,0.052
4000391,0.0545
4000392,0.0715
4000393,0.085
4000394,0.058
4000395,0.0455
4000396,0.0465
4000397,0.065
4000398,0.038
4000399,0.1265
4000400,0.0575
4000401,0.049
4000402,0.081
4000403,0.104
4000404,0.061
4000405,0.072
4000406,0.049
4000407,0.062
4000408,
4000409,
4000410,0.111
4000411,0.051
4000412,0.048
4000413,
4000414,0.074
4000415,0.054
4000416,0.057
4000417,0.053
4000418,0.046
4000419,0.147
4000420,0.094
4000421,0.088
4000422,0.06
4000423,0.06
4000424,0.11
4000425,0.047
4000426,0.082
4000427,0.0545
4000428,0.104
4000429,0.066
4000430,0.038
4000431,0.064
4000432,0.0535
4000433,0.097
4000434,0.06
4000435,0.075
4000436,0.056
4000437,0.094
4000438,0.07
4000439,0.076
4000440,0.098
4000441,0.0455
4000442,0.0795
4000443,0.054
4000444,0.141
4000445,0.055
4000446,0.096
4000447,0.071
4000448,0.058
4000449,0.048
4000450,0.096
4000451,0.065
4000452,0.1035
4000453,0.054
4000454,0.075
4000455,0.069
4000456,0.045
4000457,0.046
4000458,0.0875
4000459,0.103
4000460,0.082
4000461,0.098
4000462,0.072
4000463,0.092
4000464,0.11
4000465,0.097
4000466,0.07
4000467,0.059
4000468,0.086
4000469,0.0815
4000470,0.137
4000471,0.085
4000472,0.0805
4000473,0.0405
4000474,0.09
4000475,0.09
4000476,0.072
4000477,0.072
4000478,0.09
4000479,0.068
4000480,0.08
4000481,0.084
4000482,0.059
4000483,0.0815
4000484,0.0465
4000485,0.041
4000486,0.0885
4000487,0.084
4000488,0.104
4000489,0.119
4000490,0.064
4000491,0.045
4000492,0.093
4000493,0.055
4000494,0.079
4000495,0.086
4000496,0.0525
4000497,0.059
4000498,0.041
4000499,0.062
4000500,0.044
4000501,0.064
4000502,0.095
4000503,0.085
4000504,0.045
4000505,0.096
4000506,0.046
4000507,0.043
4000508,0.1035
4000509,0.134
4000510,0.053
4000511,0.046
4000512,0.045
4000513,0.044
4000514,0.076
4000515,0.142
4000516,0.054
4000517,0.057
4000518,0.052
4000519,0.049
4000520,0.044
4000521,0.05
4000522,0.166
4000523,0.055
4000524,0.055
4000525,0.053
4000526,0.052
4000527,0.051
4000528,0.045
4000529,0.052
4000530,0.06
4000531,0.048
4000532,0.083
4000533,0.1005
4000534,0.049
4000535,0.058
4000536,0.049
4000537,0.0945
4000538,0.042
4000539,0.06
4000540,0.096
4000541,0.094
4000542,0.046
4000543,0.0465
4000544,0.087
4000545,0.051
4000546,
4000547,0.05
4000548,0.059
4000549,0.038
4000550,0.042
4000551,0.048
4000552,0.057
4000553,0.0365
4000554,0.0705
4000555,0.113
4000556,0.0545
4000557,0.057
4000558,0.0725
4000559,0.086
4000560,0.049
4000561,0.058
4000562,0.05
4000563,0.074
4000564,0.05
4000565,0.0465
4000566,0.092
4000567,0.0545
4000568,0.072
4000569,0.0845
4000570,0.07
4000571,0.107
4000572,0.059
4000573,0.061
4000574,0.055
4000575,0.077
4000576,0.093
4000577,0.052
4000578,0.051
4000579,0.056
4000580,0.113
4000581,0.1
4000582,0.1005
4000583,0.0985
4000584,0.074
4000585,0.09
4000586,0.064
4000587,0.1015
4000588,0.0995
4000589,0.091
4000590,0.0815
4000591,0.066
4000592,0.111
4000593,0.07
4000594,0.107
4000595,0.115
4000596,0.093
4000597,0.095
4000598,0.086
4000599,0.083
4000600,0.065
4000601,0.082
4000602,0.095
4000603,0.071
4000604,0.065
4000605,0.079
4000606,0.094
4000607,0.105
4000608,0.1055
4000609,0.097
4000610,0.08
4000611,0.092
4000612,0.095
4000613,0.108
4000614,
4000615,0.12
4000616,0.158
4000617,0.14
4000618,0.038
4000619,0.106
4000620,0.122
4000621,0.124
4000622,0.108
4000623,0.1335
4000624,0.082
4000625,0.088
4000626,0.048
4000627,0.1215
4000628,0.13
4000629,0.097
4000630,0.081
4000631,0.113
4000632,0.0865
4000633,0.098
4000634,0.0985
4000635,0.093
4000636,0.088
4000637,0.067
4000638,0.1025
4000639,0.068
4000640,0.117
4000641,0.1235
4000642,0.111
4000643,0.104
4000644,0.104
4000645,0.113
4000646,0.086
4000647,0.093
4000648,0.093
4000649,0.091
4000650,0.1015
4000651,0.085
4000652,0.072
4000653,0.052
4000654,0.068
4000655,
4000656,0.098
4000657,0.091
4000658,0.084
4000659,0.068
4000660,0.075
4000661,0.099
4000662,0.091
4000663,0.123
4000664,0.086
4000665,0.088
4000666,0.095
4000667,0.163
4000668,0.068
4000669,0.0815
4000670,0.06
4000671,0.06
4000672,0.061
4000673,0.121
4000674,0.095
4000675,0.113
4000676,0.112
4000677,0.117
4000678,0.092
4000679,0.108
4000680,0.11
4000681,0.093
4000682,0.085
4000683,0.041
4000684,0.09
4000685,0.119
4000686,0.096
4000687,0.094
4000688,0.083
4000689,0.0975
4000690,0.0975
4000691,0.094
4000692,0.091
4000693,0.086
4000694,0.088
4000695,0.099
4000696,0.065
4000697,0.09
4000698,0.098
4000699,0.096
4000700,0.154
4000701,0.1265
4000702,0.097
4000703,0.0585
4000704,0.1205
