stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,frame,temporal_frequency,size,Dir,x_position,spatial_frequency,coherence,stimulus_name,Speed,phase,color,contrast,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
840,0.0,278.27986,278.53008,-40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,208,,,0,,False,3,train,2
841,0.0,278.53008,278.78028,-10.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,159,,,0,,False,2,test,1
842,0.0,278.78028,279.03048,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019618,196,,,0,,False,4,train,2
843,0.0,279.03048,279.28067,10.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019618,83,,,0,,False,5,test,2
844,0.0,279.28067,279.53087,-10.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019618,175,,,0,,False,3,train,0
845,0.0,279.53087,279.78109,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022382,119,,,0,,False,4,train,2
846,0.0,279.78109,280.03132,20.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022382,176,,,0,,False,3,train,1
847,0.0,280.03132,280.28154,30.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022382,22,,,0,,False,3,train,1
848,0.0,280.28154,280.53176,-30.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022382,118,,,0,,False,3,train,1
849,0.0,280.53176,280.78196,40.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019618,195,,,0,,False,3,train,2
850,0.0,280.78196,281.03216,-10.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019618,66,,,0,,False,4,train,2
851,0.0,281.03216,281.28235,30.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019618,211,,,0,,False,4,train,0
852,0.0,281.28235,281.53255,20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,179,,,0,,False,4,train,1
853,0.0,281.53255,281.78276,40.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021382,27,,,0,,False,3,train,0
854,0.0,281.78276,282.03298,-20.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,142,,,0,,False,4,train,2
855,0.0,282.03298,282.28319,40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,1,,,0,,False,4,train,2
856,0.0,282.28319,282.5334,20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,233,,,0,,False,1,train,1
857,0.0,282.5334,282.7836,-20.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,82,,,0,,False,2,test,0
858,0.0,282.7836,283.03381,10.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,75,,,0,,False,4,train,0
859,0.0,283.03381,283.28401,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,40,,,0,,False,2,test,1
860,0.0,283.28401,283.53421,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020118,10,,,0,,False,6,train,2
861,0.0,283.53421,283.78442,-30.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021632,238,,,0,,False,3,train,2
862,0.0,283.78442,284.03464,-20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021632,51,,,0,,False,3,train,1
863,0.0,284.03464,284.28486,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021632,180,,,0,,False,4,train,1
864,0.0,284.28486,284.53507,-10.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021632,126,,,0,,False,5,test,1
865,0.0,284.53507,284.78528,-30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,135,,,0,,False,3,train,0
866,0.0,284.78528,285.03548,20.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,42,,,0,,False,4,train,0
867,0.0,285.03548,285.28568,40.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,113,,,0,,False,5,test,0
868,0.0,285.28568,285.53589,20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020368,179,,,0,,False,5,test,1
869,0.0,285.53589,285.78611,30.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,190,,,0,,False,3,train,0
870,0.0,285.78611,286.03633,20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,213,,,0,,False,1,train,2
871,0.0,286.03633,286.28655,40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,182,,,0,,False,3,train,1
872,0.0,286.28655,286.53677,-40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,158,,,0,,False,4,train,1
873,0.0,286.53677,286.78697,-40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,47,,,0,,False,2,test,0
874,0.0,286.78697,287.03718,-40.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,129,,,0,,False,4,train,1
875,0.0,287.03718,287.28738,-40.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,97,,,0,,False,3,train,0
876,0.0,287.28738,287.53758,-10.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,12,,,0,,False,6,train,0
877,0.0,287.53758,287.78779,-40.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020882,184,,,0,,False,2,test,2
878,0.0,287.78779,288.038,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020882,73,,,0,,False,4,train,0
879,0.0,288.038,288.2882,-40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020882,208,,,0,,False,4,train,2
880,0.0,288.2882,288.53841,30.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020882,68,,,0,,False,5,test,2
881,0.0,288.53841,288.78862,-40.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,199,,,0,,False,4,train,0
882,0.0,288.78862,289.03882,-20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020368,51,,,0,,False,4,train,1
883,0.0,289.03882,289.28902,10.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020368,124,,,0,,False,2,test,1
884,0.0,289.28902,289.53923,-10.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,99,,,0,,False,3,train,0
885,0.0,289.53923,289.78944,10.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,121,,,0,,False,6,train,0
886,0.0,289.78944,290.03966,10.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021632,35,,,0,,False,6,train,2
887,0.0,290.03966,290.28988,-40.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,174,,,0,,False,6,train,0
888,0.0,290.28988,290.54009,20.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,42,,,0,,False,5,test,0
889,0.0,290.54009,290.7903,-20.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,89,,,0,,False,2,test,0
890,0.0,290.7903,291.0405,-40.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,160,,,0,,False,4,train,0
891,0.0,291.0405,291.2907,-20.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,215,,,0,,False,3,train,0
892,0.0,291.2907,291.54091,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020368,197,,,0,,False,2,test,2
893,0.0,291.54091,291.79113,-20.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,107,,,0,,False,4,train,2
894,0.0,291.79113,292.04135,10.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,229,,,0,,False,3,train,0
895,0.0,292.04135,292.29157,-40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,90,,,0,,False,3,train,0
896,0.0,292.29157,292.54179,-20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,62,,,0,,False,6,train,1
897,0.0,292.54179,292.79199,30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,144,,,0,,False,4,train,1
898,0.0,292.79199,293.04219,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,40,,,0,,False,3,train,1
899,0.0,293.04219,293.29238,-20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,51,,,0,,False,5,test,1
900,0.0,293.29238,293.54258,30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,156,,,0,,False,3,train,1
901,0.0,293.54258,293.79279,-10.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,126,,,0,,False,6,train,1
902,0.0,293.79279,294.04301,-10.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021382,12,,,0,,False,7,train,0
903,0.0,294.04301,294.29322,-30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,170,,,0,,False,2,test,1
904,0.0,294.29322,294.54343,20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,100,,,0,,False,3,train,2
905,0.0,294.54343,294.79364,-10.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020618,224,,,0,,False,3,train,1
906,0.0,294.79364,295.04385,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,111,,,0,,False,2,test,0
907,0.0,295.04385,295.29405,-20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020618,61,,,0,,False,6,train,1
908,0.0,295.29405,295.54426,30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,206,,,0,,False,7,train,2
909,0.0,295.54426,295.79446,-20.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020632,215,,,0,,False,4,train,0
910,0.0,295.79446,296.04467,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020632,73,,,0,,False,5,test,0
911,0.0,296.04467,296.29488,-40.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020632,240,,,0,,False,0,train,0
912,0.0,296.29488,296.54508,20.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020632,101,,,0,,False,2,test,0
913,0.0,296.54508,296.79529,-30.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020868,13,,,0,,False,3,train,2
914,0.0,296.79529,297.0455,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020868,196,,,0,,False,5,test,2
915,0.0,297.0455,297.29571,-20.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020868,215,,,0,,False,5,test,0
916,0.0,297.29571,297.54592,40.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020868,27,,,0,,False,4,train,0
917,0.0,297.54592,297.79613,-10.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021382,241,,,0,,False,0,train,0
918,0.0,297.79613,298.04635,-40.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,67,,,0,,False,3,train,1
919,0.0,298.04635,298.29656,30.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021382,226,,,0,,False,2,test,0
920,0.0,298.29656,298.54677,20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021382,205,,,0,,False,2,test,0
921,0.0,298.54677,298.79698,-30.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020368,147,,,0,,False,2,test,2
922,0.0,298.79698,299.04718,-10.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020368,102,,,0,,False,4,train,2
923,0.0,299.04718,299.29738,40.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,113,,,0,,False,6,train,0
924,0.0,299.29738,299.54759,-10.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,34,,,0,,False,3,train,0
925,0.0,299.54759,299.79781,-10.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,99,,,0,,False,4,train,0
926,0.0,299.79781,300.04803,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,228,,,0,,False,1,train,1
927,0.0,300.04803,300.29825,-20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,220,,,0,,False,3,train,0
928,0.0,300.29825,300.54847,-40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,208,,,0,,False,5,test,2
929,0.0,300.54847,300.79867,-20.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,138,,,0,,False,4,train,1
930,0.0,300.79867,301.04888,20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,69,,,0,,False,4,train,1
931,0.0,301.04888,301.29908,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,131,,,0,,False,3,train,1
932,0.0,301.29908,301.54928,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,111,,,0,,False,3,train,0
933,0.0,301.54928,301.79948,30.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020632,60,,,0,,False,3,train,0
934,0.0,301.79948,302.04969,-40.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020632,5,,,0,,False,2,test,0
935,0.0,302.04969,302.2999,-40.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020632,184,,,0,,False,3,train,2
936,0.0,302.2999,302.5501,30.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020632,226,,,0,,False,3,train,0
937,0.0,302.5501,302.80031,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021118,196,,,0,,False,6,train,2
938,0.0,302.80031,303.05053,10.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021118,48,,,0,,False,4,train,1
939,0.0,303.05053,303.30074,20.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021118,171,,,0,,False,4,train,2
940,0.0,303.30074,303.55095,30.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021118,211,,,0,,False,5,test,0
941,0.0,303.55095,303.80116,-10.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021132,165,,,0,,False,2,test,1
942,0.0,303.80116,304.05137,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021132,10,,,0,,False,7,train,2
943,0.0,304.05137,304.30158,10.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021132,239,,,0,,False,1,train,0
944,0.0,304.30158,304.55179,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021132,14,,,0,,False,2,test,0
945,0.0,304.55179,304.802,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,177,,,0,,False,2,test,2
946,0.0,304.802,305.05221,40.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020618,151,,,0,,False,4,train,1
947,0.0,305.05221,305.30241,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,59,,,0,,False,5,test,0
948,0.0,305.30241,305.55262,-30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,16,,,0,,False,5,test,0
949,0.0,305.55262,305.80283,30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020882,46,,,0,,False,4,train,0
950,0.0,305.80283,306.05304,40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020882,182,,,0,,False,4,train,1
951,0.0,306.05304,306.30324,-10.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020882,126,,,0,,False,7,train,1
952,0.0,306.30324,306.55345,40.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020882,146,,,0,,False,2,test,0
953,0.0,306.55345,306.80366,-10.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,169,,,0,,False,4,train,0
954,0.0,306.80366,307.05387,-20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,242,,,0,,False,0,train,2
955,0.0,307.05387,307.30407,-20.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,41,,,0,,False,2,test,2
956,0.0,307.30407,307.55428,-20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,242,,,0,,False,1,train,2
957,0.0,307.55428,307.8045,10.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,35,,,0,,False,7,train,2
958,0.0,307.8045,308.05472,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,172,,,0,,False,4,train,0
959,0.0,308.05472,308.30494,20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,19,,,0,,False,1,train,0
960,0.0,308.30494,308.55516,10.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,192,,,0,,False,6,train,0
961,0.0,308.55516,308.80536,20.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019868,127,,,0,,False,5,test,0
962,0.0,308.80536,309.05556,30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019868,156,,,0,,False,4,train,1
963,0.0,309.05556,309.30576,30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019868,78,,,0,,False,4,train,0
964,0.0,309.30576,309.55596,-30.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019868,71,,,0,,False,3,train,2
965,0.0,309.55596,309.80617,-10.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021132,173,,,0,,False,5,test,2
966,0.0,309.80617,310.05638,20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021132,179,,,0,,False,6,train,1
967,0.0,310.05638,310.30659,30.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021132,134,,,0,,False,5,test,1
968,0.0,310.30659,310.5568,-10.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021132,165,,,0,,False,3,train,1
969,0.0,310.5568,310.80701,40.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020868,146,,,0,,False,3,train,0
