ecephys_session_id,gaze_x_median_deg,gaze_y_median_deg,gaze_x_mean_deg,gaze_y_mean_deg,gaze_x_iqr_deg,gaze_y_iqr_deg,gaze_valid_samples,gaze_valid_fraction
744228101,16.713742621888258,-9.349837328790878,16.770992295588435,-9.879717340443081,0.9312925996868806,2.262617439607439,26640,0.9741470728050609
750749662,16.057158669929045,-4.956818506938598,15.598158076146179,-5.227557020765233,2.39242852513137,5.440504721947152,26659,0.9748418473689985
751348571,12.187303404796062,-9.438204118713006,12.283298375985403,-9.725076480603539,0.7134602668340175,3.195186226520695,21688,0.7928059657844714
754312389,25.837804059004885,-7.876965462041753,25.90081023702358,-8.365533957401864,0.7728974392270267,1.826473571086984,27159,0.9945801442853481
754829445,22.390812547526,-8.14260442271674,22.315660405777273,-8.214733158023677,0.7618153776004526,1.5281107673540086,26828,0.9806630844025295
755434585,11.78667067165754,-9.003660010202053,11.788232901664832,-9.044968110781786,1.0578075768539321,6.129724677634223,23105,0.8448515430744479
756029989,10.71350954068383,1.3748820859970166,10.702085498741551,1.5027881430444123,1.2255393442245541,3.9273929606845153,26499,0.9687785617665339
757216464,16.822321873109903,-8.681634894978803,16.84627652592204,-8.187533806577084,0.7675099621727952,2.6370078237102224,26929,0.9845709480457753
757970808,15.882574877442629,-10.281015134296299,15.807144268414094,-9.586786798994853,1.588066191573942,3.3921335405557826,26164,0.9564263781254569
758798717,17.31922989820049,-8.970893055684641,17.35901513188595,-9.895188780716008,1.2882416969485,4.939691447759305,26564,0.9713324557554482
759883607,18.175512044881266,-2.0479214117853033,17.794488006820135,-3.064328530951315,2.816610438682222,6.060486009866883,25591,0.935582934230249
760345702,14.36819358301925,-7.956801174132577,14.279218785791402,-8.218318806108236,1.5399812323029565,2.813960025450882,16600,0.606858229143818
761418226,15.595012588289515,-6.604182241280368,15.630904222720531,-7.531247570619314,1.4845903430995921,4.456427327263251,24352,0.8903188066686165
762602078,18.10647370647903,-2.3448724173386695,18.12301482455453,-2.332070277991603,0.8357694839024603,0.4932185446065933,27221,0.9950650679923966
763673393,16.91638817288168,-10.558320868108453,17.026628537419683,-11.072937538182746,0.797037020022497,4.209070653213187,24474,0.8952373984929403
766640955,16.15169463074171,-5.405444788327646,16.27972211263064,-5.54780478184074,1.0171581968252283,1.5516696003426986,23960,0.8759551054728915
767871931,21.54638299506743,-3.5915766849692266,21.607507622093063,-4.5913476734706276,1.8888132168785106,2.5700782024033755,25793,0.9431747540863714
771160300,13.0843833993165,-7.66619407076042,13.349049218336981,-7.613152227548742,1.7456181402003121,1.2175545320698724,27216,0.9951733216322949
771990200,22.42746531139164,-3.316846392003889,22.27312200304123,-3.5491533058589524,1.0211673511304582,2.376398819111099,27150,0.9927236827671944
773418906,20.794682907956858,-8.08604234463576,20.747288320158514,-8.334275909621729,0.8032558333521322,2.031201120728414,27118,0.9915898786017259
774875821,14.927659129879123,-13.057454668514133,15.246888734649415,-13.675838572921885,1.1444414183555356,2.845057037965672,23251,0.8502212308479906
778240327,18.180004165739675,-3.1042332749592263,18.119264370620918,-2.935723743687656,1.657492348305123,3.0596654435295827,26246,0.9594940410908825
778998620,18.4571296555267,-7.938784191268979,18.43534448782617,-7.891746088642285,0.6029332872946256,1.332763234498934,27294,0.9979524680073126
779839471,16.728784098714137,-11.081214698992763,16.751998746312232,-11.31339208490688,0.4567774463119676,1.1043709905088424,27294,0.9980984421853287
781842082,13.782949834654097,-9.139149873426804,13.749754979905347,-9.182642881602368,1.6162727308400626,1.0819870191024101,27257,0.9979496942847729
786091066,16.012162525718917,-5.8534605245760805,16.077859844356755,-5.387810665340557,0.6387859866106105,2.7993211305703634,27093,0.9904946440975396
787025148,16.797110475626308,-5.984506447596138,16.901095133439505,-6.228534111405768,1.7219678324209458,3.7425295025624683,27141,0.9921769329190276
789848216,21.994244282640935,-1.6227284158038242,22.106821472302833,-1.3745615775051838,0.7282778270399,2.524903618064327,23558,0.861321341084421
791319847,17.390651762437017,-12.010019473870578,17.545463895312132,-11.836839833950606,1.73611257178246,2.4606634923211814,26416,0.9677962996885876
793224716,19.781953476838723,-3.811314336542016,19.79737313281371,-4.407581119531045,0.813459382522062,2.147818824183745,25440,0.9303346132748217
794812542,13.65590774798391,-9.536065055225158,13.33908056680656,-9.759861795418926,1.9278525031008655,1.2342875864529024,4682,0.17119455921605908
797828357,19.684324466084227,-12.281335227568357,19.59998328369623,-12.931120280939432,0.8455967239109725,4.125335519217025,26747,0.9777737159568635
798911424,21.4389851501354,-9.082822194626722,21.426574784441634,-9.486771054765995,0.7042246486969717,3.6625434276702142,27076,0.9900903206933119
799864342,24.584730278539137,-9.187197350022952,24.671418274523873,-9.92774203198718,1.3142708162530106,3.452273955917855,26996,0.9872371548729201
816200189,22.307350568261143,-11.15226720097703,22.388060026682048,-11.789591594157061,0.9300218552438686,3.257643617596557,27335,0.9994150122481811
829720705,12.584823529569391,-1.027250535846024,12.543240960208388,-1.374314081604931,1.5665790234715207,4.008740250916871,26772,0.9790097271995905
831882777,21.796435826627736,-1.3896577679681248,21.814658149392113,-1.7762716495492685,1.4050801298311164,3.688570295637758,27191,0.9946956394498098
835479236,16.005376942176476,-3.2188129094039155,15.95377780912744,-3.344308472958582,1.4734728366584093,1.700796007051904,27338,0.9995246974516471
839068429,24.53091600625882,-3.7056560863789203,24.639280891009186,-4.355448148510406,1.0509647923231356,3.045738322641139,23449,0.857586950956369
847657808,14.881875385974476,-13.084320388219783,14.935921946249785,-13.272751288653343,2.8577241371610267,2.292805850103468,22907,0.8375808987531537
