ecephys_session_id,specimen_id,session_type,improved_units,offset_az_raw_deg,offset_el_raw_deg,half_a_az_raw_deg,half_a_el_raw_deg,half_b_az_raw_deg,half_b_el_raw_deg,split_distance_deg,split_az_difference_deg,split_el_difference_deg,offset_az_relative_deg,half_a_az_relative_deg,half_b_az_relative_deg,offset_el_relative_deg,half_a_el_relative_deg,half_b_el_relative_deg
715093703,699733581,brain_observatory_1.1,93,3.250392561713686,-19.798440131765204,3.5387903168565518,-20.054650644615627,1.851818413075235,-19.793821641920495,1.707016687907443,1.6869719037813167,-0.2608290026951323,3.398305382208189,3.9703252409074135,1.6591462172739377,-17.88639178307408,-17.67760105237066,-17.96883725861109
719161530,703279284,brain_observatory_1.1,83,32.46953346758848,-9.057827906761753,32.61941293545681,-8.851712406039226,32.454560790631035,-9.268592230234507,0.4482912194932504,0.16485214482577248,0.4168798241952807,32.61744628808298,33.05094785950767,32.261888594829735,-7.14577955807063,-6.474662813794259,-7.443607846925103
721123822,707296982,brain_observatory_1.1,58,10.889189627960402,-6.084463738255169,10.866033603255822,-6.293247426431188,11.321155329482973,-5.265177227967823,1.1243060609338036,-0.4551217262271514,-1.0280701984633653,11.037102448454904,11.297568527306684,11.128483133681677,-4.172415389564046,-3.9161978341862214,-3.440192844658418
744228101,719817805,brain_observatory_1.1,56,9.26781519284679,7.144855190465638,9.308135462246321,7.680285415242638,9.19835765475956,6.861665155274304,0.825948120070034,0.10977780748676125,0.8186202599683341,9.415728013341292,9.739670386297183,9.005685458958263,9.05690353915676,10.057335007487605,8.686649538583708
750749662,726162197,brain_observatory_1.1,92,4.339783973568725,5.136218474346244,5.018266465471446,4.627069759894694,4.094280723516095,5.610077784373093,1.3490939283555108,0.9239857419553505,-0.9830080244783987,4.487696794063227,5.449801389522308,3.901608527714798,7.048266823037367,7.004119352139661,7.4350621676824975
751348571,732548380,brain_observatory_1.1,74,3.029878811464587,-8.842530342436259,2.5069416570951186,-10.135375976707133,4.013638033403936,-7.957475700129726,2.648279363114485,-1.5066963763088173,-2.1779002765774065,3.17779163195909,2.9384765811459803,3.8209658376026385,-6.930481993745135,-7.7583263844621655,-6.132491316820321
754312389,719828690,brain_observatory_1.1,144,-3.615977009475789,-7.1104017333326235,-3.159309733518464,-7.385293653878839,-4.13320931587155,-6.604998046350929,1.247934946876185,0.973899582353086,-0.7802956075279104,-3.468064188981286,-2.7277748094676024,-4.325881511672847,-5.1983533846415,-5.008244061633873,-4.780013663041524
754829445,726298253,brain_observatory_1.1,141,27.257727969472448,-10.029133961870814,27.387117569526914,-10.696403840944406,27.246642972766054,-9.821761314656229,0.8858513764322383,0.1404745967608605,-0.8746425262881772,27.405640789966952,27.818652493577776,27.053970776964757,-8.11708561317969,-8.319354248699439,-7.996776931346824
755434585,730760270,brain_observatory_1.1,142,2.402237731953563,-3.8649447960006973,3.034962877575051,-3.6950425679400993,2.3967718769535633,-4.069330344408839,0.7398507233815271,0.6381910006214877,0.3742877764687398,2.550150552448066,3.4664978016259127,2.204099681152266,-1.9528964473095738,-1.3179929756951325,-2.2443459610994343
756029989,734865738,brain_observatory_1.1,90,-0.14791282049450283,-7.199384147334168,-0.4315349240508617,-6.367807690999755,1.4698615105519588,-7.3143969873480845,2.123991454192211,-1.9013964346028205,0.9465892963483293,0.0,0.0,1.2771893147506614,-5.287335798643045,-3.9907580987547884,-5.48941260403868
