ecephys_session_id,heldout_censor_units,anatomy_relative_az_deg,anatomy_relative_el_deg,censor_best_relative_az_deg,censor_best_relative_el_deg,censor_gain_at_anatomy_vs_cohort_center_nats,censor_best_gain_vs_cohort_center_nats
760345702,63,4.308916947187795,-10.459818790466212,-30.0,-7.999999999999999,-0.03368948859133303,0.020745633182126966
798911424,73,1.0665815450669975,6.172770491871137,28.0,-22.0,0.009894275665758068,0.025476480823528602
781842082,69,-20.59077595566383,-0.7248096299412712,-30.0,18.0,-0.011446355876251535,0.02554050525019458
