stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,size,orientation,spatial_frequency,y_position,stimulus_name,frame,temporal_frequency,color,contrast,x_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,89.896827,90.130356,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,10.0,0.23352848,1,,,0,,False,0,train,0
2,0.0,90.130356,90.380565,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,-30.0,0.25020908,2,,,0,,False,0,train,2
3,0.0,90.380565,90.630774,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25020908,3,,,0,,False,0,train,0
4,0.0,90.630774,90.880983,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,30.0,0.25020908,4,,,0,,False,0,train,2
5,0.0,90.880983,91.131199,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,0.0,0.25021607,5,,,0,,False,0,train,2
6,0.0,91.131199,91.381415,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,30.0,0.25021607,6,,,0,,False,0,train,1
7,0.0,91.381415,91.631631,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,0.0,0.25021607,7,,,0,,False,0,train,2
8,0.0,91.631631,91.881847,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,-40.0,0.25021607,8,,,0,,False,0,train,0
9,0.0,91.881847,92.132049,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,-30.0,0.25020143,9,,,0,,False,0,train,0
10,0.0,92.132049,92.38225,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,10.0,0.25020143,10,,,0,,False,0,train,0
11,0.0,92.38225,92.632452,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,40.0,gabors,null,4.0,null,0.8,-20.0,0.25020143,11,,,0,,False,0,train,2
12,0.0,92.632452,92.882653,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,0.0,0.25020143,12,,,0,,False,0,train,2
13,0.0,92.882653,93.132872,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25021857,3,,,0,,False,1,train,0
14,0.0,93.132872,93.38309,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,10.0,0.25021857,1,,,0,,False,1,train,0
15,0.0,93.38309,93.633309,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,10.0,0.25021857,13,,,0,,False,0,train,0
16,0.0,93.633309,93.883527,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25021857,14,,,0,,False,0,train,2
17,0.0,93.883527,94.133726,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,10.0,0.25019893,15,,,0,,False,0,train,0
18,0.0,94.133726,94.383925,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,20.0,0.25019893,16,,,0,,False,0,train,0
19,0.0,94.383925,94.634124,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,20.0,0.25019893,17,,,0,,False,0,train,2
20,0.0,94.634124,94.884323,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25019893,18,,,0,,False,0,train,1
21,0.0,94.884323,95.134537,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,10.0,0.25021357,1,,,0,,False,2,test,0
22,0.0,95.134537,95.38475,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,-40.0,0.25021357,19,,,0,,False,0,train,0
23,0.0,95.38475,95.634964,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,-10.0,0.25021357,20,,,0,,False,0,train,2
24,0.0,95.634964,95.885177,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,40.0,0.25021357,21,,,0,,False,0,train,1
25,0.0,95.885177,96.135381,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,-10.0,0.25020393,22,,,0,,False,0,train,2
26,0.0,96.135381,96.385585,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,-40.0,0.25020393,23,,,0,,False,0,train,2
27,0.0,96.385585,96.635789,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,40.0,gabors,null,4.0,null,0.8,0.0,0.25020393,24,,,0,,False,0,train,2
28,0.0,96.635789,96.885993,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,30.0,0.25020393,25,,,0,,False,0,train,0
29,0.0,96.885993,97.136202,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,20.0,0.25020857,26,,,0,,False,0,train,1
30,0.0,97.136202,97.38641,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,-40.0,0.25020857,27,,,0,,False,0,train,1
31,0.0,97.38641,97.636619,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,10.0,0.25020857,28,,,0,,False,0,train,1
32,0.0,97.636619,97.886827,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,40.0,0.25020857,29,,,0,,False,0,train,2
33,0.0,97.886827,98.137036,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,10.0,0.25020893,30,,,0,,False,0,train,2
34,0.0,98.137036,98.387245,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-40.0,0.25020893,31,,,0,,False,0,train,2
35,0.0,98.387245,98.637454,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,-20.0,0.25020893,32,,,0,,False,0,train,1
36,0.0,98.637454,98.887663,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,0.0,0.25020893,33,,,0,,False,0,train,0
37,0.0,98.887663,99.137872,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,-40.0,0.25020857,34,,,0,,False,0,train,1
38,0.0,99.137872,99.38808,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,0.0,0.25020857,35,,,0,,False,0,train,1
39,0.0,99.38808,99.638289,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,40.0,0.25020857,36,,,0,,False,0,train,0
40,0.0,99.638289,99.888497,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,-30.0,0.25020857,37,,,0,,False,0,train,1
41,0.0,99.888497,100.13871,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,-30.0,0.25020893,38,,,0,,False,0,train,2
42,0.0,100.13871,100.38892,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,-10.0,0.25020893,39,,,0,,False,0,train,1
43,0.0,100.38892,100.63912,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,40.0,0.25020893,40,,,0,,False,0,train,2
44,0.0,100.63912,100.88933,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,-40.0,0.25020893,41,,,0,,False,0,train,1
45,0.0,100.88933,101.13954,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,42,,,0,,False,0,train,2
46,0.0,101.13954,101.38976,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,-20.0,0.25021107,43,,,0,,False,0,train,2
47,0.0,101.38976,101.63997,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,44,,,0,,False,0,train,0
48,0.0,101.63997,101.89018,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25021107,45,,,0,,False,0,train,2
49,0.0,101.89018,102.14039,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,10.0,0.25020893,46,,,0,,False,0,train,1
50,0.0,102.14039,102.3906,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,10.0,0.25020893,47,,,0,,False,0,train,1
51,0.0,102.3906,102.6408,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25020893,18,,,0,,False,1,train,1
52,0.0,102.6408,102.89101,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,30.0,0.25020893,48,,,0,,False,0,train,0
53,0.0,102.89101,103.14123,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,20.0,0.25021357,26,,,0,,False,1,train,1
54,0.0,103.14123,103.39144,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,40.0,gabors,null,4.0,null,0.8,-30.0,0.25021357,49,,,0,,False,0,train,2
55,0.0,103.39144,103.64165,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,40.0,0.25021357,50,,,0,,False,0,train,2
56,0.0,103.64165,103.89187,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,20.0,0.25021357,51,,,0,,False,0,train,2
57,0.0,103.89187,104.14207,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,20.0,0.25020643,52,,,0,,False,0,train,2
58,0.0,104.14207,104.39228,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25020643,53,,,0,,False,0,train,0
59,0.0,104.39228,104.64249,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25020643,54,,,0,,False,0,train,1
60,0.0,104.64249,104.89269,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,0.0,0.25020643,55,,,0,,False,0,train,1
61,0.0,104.89269,105.1429,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,20.0,0.25020607,56,,,0,,False,0,train,1
62,0.0,105.1429,105.39311,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,20.0,0.25020607,57,,,0,,False,0,train,1
63,0.0,105.39311,105.64331,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,-30.0,0.25020607,58,,,0,,False,0,train,0
64,0.0,105.64331,105.89352,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,40.0,0.25020607,59,,,0,,False,0,train,0
65,0.0,105.89352,106.14373,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,-30.0,0.25020893,60,,,0,,False,0,train,1
66,0.0,106.14373,106.39394,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,20.0,0.25020893,26,,,0,,False,2,test,1
67,0.0,106.39394,106.64414,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,-30.0,0.25020893,61,,,0,,False,0,train,2
68,0.0,106.64414,106.89435,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,-20.0,0.25020893,62,,,0,,False,0,train,0
69,0.0,106.89435,107.14456,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25020607,53,,,0,,False,1,train,0
70,0.0,107.14456,107.39477,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,-30.0,0.25020607,63,,,0,,False,0,train,0
71,0.0,107.39477,107.64497,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,20.0,0.25020607,64,,,0,,False,0,train,0
72,0.0,107.64497,107.89518,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,10.0,0.25020607,65,,,0,,False,0,train,2
73,0.0,107.89518,108.14539,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,-10.0,0.25021143,66,,,0,,False,0,train,0
74,0.0,108.14539,108.3956,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25021143,67,,,0,,False,0,train,0
75,0.0,108.3956,108.64581,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,30.0,0.25021143,68,,,0,,False,0,train,2
76,0.0,108.64581,108.89602,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,0.0,0.25021143,35,,,0,,False,1,train,1
77,0.0,108.89602,109.14623,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,20.0,0.25020607,57,,,0,,False,1,train,1
78,0.0,109.14623,109.39644,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,30.0,0.25020607,69,,,0,,False,0,train,2
79,0.0,109.39644,109.64664,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,-40.0,0.25020607,27,,,0,,False,1,train,1
80,0.0,109.64664,109.89685,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25020607,70,,,0,,False,0,train,1
81,0.0,109.89685,110.14706,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,-20.0,0.25021143,71,,,0,,False,0,train,0
82,0.0,110.14706,110.39727,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,10.0,0.25021143,72,,,0,,False,0,train,2
83,0.0,110.39727,110.64748,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,40.0,gabors,null,4.0,null,0.8,30.0,0.25021143,73,,,0,,False,0,train,2
84,0.0,110.64748,110.89769,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,-30.0,0.25021143,74,,,0,,False,0,train,0
85,0.0,110.89769,111.1479,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,44,,,0,,False,1,train,0
86,0.0,111.1479,111.39812,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,-30.0,0.25021107,75,,,0,,False,0,train,2
87,0.0,111.39812,111.64833,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,40.0,0.25021107,76,,,0,,False,0,train,0
88,0.0,111.64833,111.89854,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,10.0,0.25021107,77,,,0,,False,0,train,0
89,0.0,111.89854,112.14874,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,-20.0,0.25020643,78,,,0,,False,0,train,2
90,0.0,112.14874,112.39895,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,-20.0,0.25020643,79,,,0,,False,0,train,2
91,0.0,112.39895,112.64916,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,-10.0,0.25020643,80,,,0,,False,0,train,0
92,0.0,112.64916,112.89936,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25020643,45,,,0,,False,1,train,2
93,0.0,112.89936,113.14958,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,40.0,0.25021357,81,,,0,,False,0,train,0
94,0.0,113.14958,113.39979,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,40.0,0.25021357,82,,,0,,False,0,train,1
95,0.0,113.39979,113.65,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,-10.0,0.25021357,83,,,0,,False,0,train,1
96,0.0,113.65,113.90022,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,-20.0,0.25021357,84,,,0,,False,0,train,0
97,0.0,113.90022,114.15042,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,30.0,0.25020393,85,,,0,,False,0,train,2
98,0.0,114.15042,114.40063,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,0.0,0.25020393,86,,,0,,False,0,train,0
99,0.0,114.40063,114.65083,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,-30.0,0.25020393,87,,,0,,False,0,train,2
100,0.0,114.65083,114.90103,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,20.0,0.25020393,64,,,0,,False,1,train,0
101,0.0,114.90103,115.15124,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,40.0,gabors,null,4.0,null,0.8,40.0,0.25020607,88,,,0,,False,0,train,2
102,0.0,115.15124,115.40145,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,0.0,0.25020607,89,,,0,,False,0,train,0
103,0.0,115.40145,115.65165,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,-20.0,0.25020607,90,,,0,,False,0,train,0
104,0.0,115.65165,115.90186,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,0.0,0.25020607,5,,,0,,False,1,train,2
105,0.0,115.90186,116.15207,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,-40.0,0.25021393,91,,,0,,False,0,train,0
106,0.0,116.15207,116.40229,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25021393,45,,,0,,False,2,test,2
107,0.0,116.40229,116.6525,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-30.0,0.25021393,92,,,0,,False,0,train,2
108,0.0,116.6525,116.90271,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25021393,93,,,0,,False,0,train,2
109,0.0,116.90271,117.15292,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,20.0,0.25021107,94,,,0,,False,0,train,0
110,0.0,117.15292,117.40314,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,95,,,0,,False,0,train,1
111,0.0,117.40314,117.65335,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,10.0,0.25021107,30,,,0,,False,1,train,2
112,0.0,117.65335,117.90356,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25021107,96,,,0,,False,0,train,0
113,0.0,117.90356,118.15376,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,-20.0,0.25020393,97,,,0,,False,0,train,1
114,0.0,118.15376,118.40397,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,30.0,0.25020393,98,,,0,,False,0,train,1
115,0.0,118.40397,118.65417,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,30.0,0.25020393,99,,,0,,False,0,train,2
116,0.0,118.65417,118.90437,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25020393,67,,,0,,False,1,train,0
117,0.0,118.90437,119.15458,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,10.0,0.25020607,100,,,0,,False,0,train,1
118,0.0,119.15458,119.40479,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,-30.0,0.25020607,38,,,0,,False,1,train,2
119,0.0,119.40479,119.65499,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,20.0,0.25020607,101,,,0,,False,0,train,2
120,0.0,119.65499,119.9052,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,-20.0,0.25020607,79,,,0,,False,1,train,2
121,0.0,119.9052,120.15541,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,20.0,0.25021143,17,,,0,,False,1,train,2
122,0.0,120.15541,120.40562,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,20.0,0.25021143,102,,,0,,False,0,train,0
123,0.0,120.40562,120.65583,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,10.0,0.25021143,103,,,0,,False,0,train,2
124,0.0,120.65583,120.90604,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,-20.0,0.25021143,104,,,0,,False,0,train,1
125,0.0,120.90604,121.15625,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,0.0,0.25020857,7,,,0,,False,1,train,2
126,0.0,121.15625,121.40646,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,20.0,0.25020857,105,,,0,,False,0,train,0
127,0.0,121.40646,121.65667,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,20.0,0.25020857,101,,,0,,False,1,train,2
128,0.0,121.65667,121.90688,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-40.0,0.25020857,31,,,0,,False,1,train,2
129,0.0,121.90688,122.15709,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,-40.0,0.25020893,27,,,0,,False,2,test,1
130,0.0,122.15709,122.4073,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,-10.0,0.25020893,106,,,0,,False,0,train,2
131,0.0,122.4073,122.6575,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25020893,70,,,0,,False,1,train,1
132,0.0,122.6575,122.90771,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25020893,107,,,0,,False,0,train,2
133,0.0,122.90771,123.15793,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-30.0,0.25021357,92,,,0,,False,1,train,2
134,0.0,123.15793,123.40814,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-10.0,0.25021357,108,,,0,,False,0,train,2
135,0.0,123.40814,123.65835,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,0.0,0.25021357,109,,,0,,False,0,train,2
136,0.0,123.65835,123.90857,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,10.0,0.25021357,100,,,0,,False,1,train,1
137,0.0,123.90857,124.15877,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,10.0,0.25020393,110,,,0,,False,0,train,0
138,0.0,124.15877,124.40898,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,40.0,gabors,null,4.0,null,0.8,40.0,0.25020393,111,,,0,,False,0,train,1
139,0.0,124.40898,124.65918,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,10.0,0.25020393,112,,,0,,False,0,train,2
