stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,size,orientation,spatial_frequency,y_position,stimulus_name,frame,temporal_frequency,color,contrast,x_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1888,0.0,562.0244,562.27462,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,-20.0,0.25021357,146,,,0,,False,7,train,1
1889,0.0,562.27462,562.52482,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,40.0,0.25020393,76,,,0,,False,9,train,0
1890,0.0,562.52482,562.77503,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25020393,212,,,0,,False,7,train,1
1891,0.0,562.77503,563.02523,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,40.0,gabors,null,4.0,null,0.8,-40.0,0.25020393,227,,,0,,False,5,test,1
1892,0.0,563.02523,563.27543,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,20.0,0.25020393,119,,,0,,False,6,train,1
1893,0.0,563.27543,563.52564,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,10.0,0.25020857,30,,,0,,False,7,train,2
1894,0.0,563.52564,563.77585,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,-20.0,0.25020857,215,,,0,,False,5,test,2
1895,0.0,563.77585,564.02606,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,-10.0,0.25020857,218,,,0,,False,9,train,0
1896,0.0,564.02606,564.27627,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,30.0,0.25020857,233,,,0,,False,6,train,0
1897,0.0,564.27627,564.52648,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,30.0,0.25021143,222,,,0,,False,5,test,1
1898,0.0,564.52648,564.77669,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25021143,54,,,0,,False,7,train,1
1899,0.0,564.77669,565.0269,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25021143,182,,,0,,False,8,test,1
1900,0.0,565.0269,565.27711,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,0.0,0.25021143,224,,,0,,False,8,test,0
1901,0.0,565.27711,565.52732,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,-30.0,0.25020857,166,,,0,,False,7,train,1
1902,0.0,565.52732,565.77753,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,-20.0,0.25020857,32,,,0,,False,8,test,1
1903,0.0,565.77753,566.02774,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,40.0,gabors,null,4.0,null,0.8,-40.0,0.25020857,207,,,0,,False,8,test,2
1904,0.0,566.02774,566.27795,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,20.0,0.25020857,52,,,0,,False,9,train,2
1905,0.0,566.27795,566.52816,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,-30.0,0.25020893,74,,,0,,False,4,train,0
1906,0.0,566.52816,566.77837,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,0.0,0.25020893,55,,,0,,False,7,train,1
1907,0.0,566.77837,567.02857,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,20.0,0.25020893,123,,,0,,False,4,train,1
1908,0.0,567.02857,567.27878,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,20.0,0.25020893,16,,,0,,False,5,test,0
1909,0.0,567.27878,567.52899,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25020857,96,,,0,,False,9,train,0
1910,0.0,567.52899,567.7792,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,10.0,0.25020857,220,,,0,,False,8,test,0
1911,0.0,567.7792,568.02941,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,20.0,0.25020857,101,,,0,,False,8,test,2
1912,0.0,568.02941,568.27962,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25020857,212,,,0,,False,8,test,1
1913,0.0,568.27962,568.52983,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,40.0,0.25020893,188,,,0,,False,6,train,2
1914,0.0,568.52983,568.78004,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,30.0,0.25020893,25,,,0,,False,8,test,0
1915,0.0,568.78004,569.03024,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,-10.0,0.25020893,175,,,0,,False,4,train,2
1916,0.0,569.03024,569.28045,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,10.0,0.25020893,230,,,0,,False,5,test,1
1917,0.0,569.28045,569.53066,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,30.0,0.25021107,193,,,0,,False,6,train,2
1918,0.0,569.53066,569.78088,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,-10.0,0.25021107,189,,,0,,False,7,train,0
1919,0.0,569.78088,570.03109,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,167,,,0,,False,7,train,1
1920,0.0,570.03109,570.2813,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,42,,,0,,False,9,train,2
1921,0.0,570.2813,570.5315,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,-30.0,0.25020393,75,,,0,,False,7,train,2
1922,0.0,570.5315,570.78171,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,0.0,0.25020393,33,,,0,,False,6,train,0
1923,0.0,570.78171,571.03191,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,-30.0,0.25020393,185,,,0,,False,8,test,1
1924,0.0,571.03191,571.28211,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,-40.0,0.25020393,170,,,0,,False,5,test,0
1925,0.0,571.28211,571.53232,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,-10.0,0.25021107,39,,,0,,False,9,train,1
1926,0.0,571.53232,571.78254,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,162,,,0,,False,5,test,2
1927,0.0,571.78254,572.03275,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,20.0,0.25021107,217,,,0,,False,9,train,2
1928,0.0,572.03275,572.28296,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25021107,18,,,0,,False,7,train,1
1929,0.0,572.28296,572.53317,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,-40.0,0.25020893,200,,,0,,False,4,train,0
1930,0.0,572.53317,572.78338,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,-40.0,0.25020893,151,,,0,,False,7,train,2
1931,0.0,572.78338,573.03358,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,40.0,0.25020893,76,,,0,,False,10,train,0
1932,0.0,573.03358,573.28379,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,30.0,0.25020893,135,,,0,,False,6,train,0
1933,0.0,573.28379,573.534,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,-20.0,0.25021107,90,,,0,,False,9,train,0
1934,0.0,573.534,573.78422,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,20.0,0.25021107,105,,,0,,False,9,train,0
1935,0.0,573.78422,574.03443,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,40.0,0.25021107,130,,,0,,False,6,train,0
1936,0.0,574.03443,574.28464,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,30.0,gabors,null,4.0,null,0.8,20.0,0.25021107,94,,,0,,False,9,train,0
1937,0.0,574.28464,574.53485,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,20.0,0.25020893,181,,,0,,False,7,train,0
1938,0.0,574.53485,574.78506,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,10.0,0.25020893,28,,,0,,False,12,train,1
1939,0.0,574.78506,575.03526,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,40.0,0.25020893,140,,,0,,False,9,train,2
1940,0.0,575.03526,575.28547,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25020893,182,,,0,,False,9,train,1
1941,0.0,575.28547,575.53568,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,30.0,0.25021107,233,,,0,,False,7,train,0
1942,0.0,575.53568,575.7859,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,145,,,0,,False,9,train,1
1943,0.0,575.7859,576.03611,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,-10.0,0.25021107,83,,,0,,False,8,test,1
1944,0.0,576.03611,576.28632,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,20.0,0.25021107,26,,,0,,False,7,train,1
1945,0.0,576.28632,576.53652,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,30.0,0.25020643,6,,,0,,False,10,train,1
1946,0.0,576.53652,576.78673,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,-10.0,0.25020643,175,,,0,,False,5,test,2
1947,0.0,576.78673,577.03694,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-10.0,gabors,null,4.0,null,0.8,40.0,0.25020643,140,,,0,,False,10,train,2
1948,0.0,577.03694,577.28714,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,10.0,0.25020643,205,,,0,,False,9,train,2
1949,0.0,577.28714,577.53735,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,-40.0,0.25020857,191,,,0,,False,7,train,1
1950,0.0,577.53735,577.78756,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-30.0,gabors,null,4.0,null,0.8,-30.0,0.25020857,137,,,0,,False,8,test,2
1951,0.0,577.78756,578.03777,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,-10.0,0.25020857,175,,,0,,False,6,train,2
1952,0.0,578.03777,578.28798,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,-10.0,0.25020857,106,,,0,,False,7,train,2
1953,0.0,578.28798,578.53819,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25021143,212,,,0,,False,9,train,1
1954,0.0,578.53819,578.7884,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,30.0,0.25021143,233,,,0,,False,8,test,0
1955,0.0,578.7884,579.03861,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,30.0,0.25021143,98,,,0,,False,7,train,1
1956,0.0,579.03861,579.28882,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,-20.0,0.25021143,219,,,0,,False,5,test,1
1957,0.0,579.28882,579.53903,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,30.0,0.25021107,229,,,0,,False,7,train,0
1958,0.0,579.53903,579.78925,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,0.0,0.25021107,223,,,0,,False,10,train,0
1959,0.0,579.78925,580.03946,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25021107,162,,,0,,False,6,train,2
1960,0.0,580.03946,580.28967,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,20.0,0.25021107,101,,,0,,False,9,train,2
1961,0.0,580.28967,580.53987,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25020393,54,,,0,,False,8,test,1
1962,0.0,580.53987,580.79008,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,30.0,0.25020393,187,,,0,,False,6,train,0
1963,0.0,580.79008,581.04028,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,-30.0,0.25020393,166,,,0,,False,8,test,1
1964,0.0,581.04028,581.29048,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,-10.0,0.25020393,216,,,0,,False,9,train,1
1965,0.0,581.29048,581.54069,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,30.0,0.25021107,233,,,0,,False,9,train,0
1966,0.0,581.54069,581.79091,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,20.0,0.25021107,102,,,0,,False,7,train,0
1967,0.0,581.79091,582.04112,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,0.0,0.25021107,125,,,0,,False,9,train,2
1968,0.0,582.04112,582.29133,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,0.0,0.25021107,214,,,0,,False,9,train,0
1969,0.0,582.29133,582.54153,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25020643,107,,,0,,False,7,train,2
1970,0.0,582.54153,582.79174,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,-10.0,0.25020643,232,,,0,,False,5,test,1
1971,0.0,582.79174,583.04195,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,-20.0,0.25020643,215,,,0,,False,6,train,2
1972,0.0,583.04195,583.29215,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,40.0,0.25020643,148,,,0,,False,7,train,1
1973,0.0,583.29215,583.54237,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,40.0,0.25021357,208,,,0,,False,9,train,1
1974,0.0,583.54237,583.79258,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25021357,53,,,0,,False,10,train,0
1975,0.0,583.79258,584.04279,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,-10.0,0.25021357,218,,,0,,False,10,train,0
1976,0.0,584.04279,584.29301,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,-20.0,0.25021357,146,,,0,,False,8,test,1
1977,0.0,584.29301,584.54322,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,-10.0,0.25020893,114,,,0,,False,7,train,0
1978,0.0,584.54322,584.79343,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,40.0,0.25020893,210,,,0,,False,8,test,0
1979,0.0,584.79343,585.04363,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25020893,162,,,0,,False,7,train,2
1980,0.0,585.04363,585.29384,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,30.0,0.25020893,4,,,0,,False,7,train,2
1981,0.0,585.29384,585.54405,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,0.0,0.25020607,115,,,0,,False,8,test,1
1982,0.0,585.54405,585.79426,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,-10.0,0.25020607,80,,,0,,False,11,test,0
1983,0.0,585.79426,586.04446,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25020607,45,,,0,,False,9,train,2
1984,0.0,586.04446,586.29467,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,30.0,0.25020607,186,,,0,,False,7,train,0
1985,0.0,586.29467,586.54488,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,0.0,0.25020893,86,,,0,,False,9,train,0
1986,0.0,586.54488,586.79509,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,-30.0,0.25020893,37,,,0,,False,5,test,1
1987,0.0,586.79509,587.04529,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,10.0,gabors,null,4.0,null,0.8,0.0,0.25020893,89,,,0,,False,10,train,0
1988,0.0,587.04529,587.2955,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25020893,54,,,0,,False,9,train,1
1989,0.0,587.2955,587.54571,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,20.0,gabors,null,4.0,null,0.8,10.0,0.25021107,196,,,0,,False,8,test,2
1990,0.0,587.54571,587.79593,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,-20.0,0.25021107,70,,,0,,False,9,train,1
1991,0.0,587.79593,588.04614,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,20.0,0.25021107,51,,,0,,False,9,train,2
1992,0.0,588.04614,588.29635,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-20.0,gabors,null,4.0,null,0.8,10.0,0.25021107,169,,,0,,False,5,test,0
1993,0.0,588.29635,588.54655,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,40.0,gabors,null,4.0,null,0.8,-10.0,0.25020643,157,,,0,,False,10,train,1
1994,0.0,588.54655,588.79676,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,10.0,0.25020643,100,,,0,,False,9,train,1
1995,0.0,588.79676,589.04697,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,-30.0,0.25020643,172,,,0,,False,7,train,2
1996,0.0,589.04697,589.29717,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,-10.0,0.25020643,232,,,0,,False,6,train,1
1997,0.0,589.29717,589.54738,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,40.0,gabors,null,4.0,null,0.8,30.0,0.25020607,187,,,0,,False,7,train,0
1998,0.0,589.54738,589.79759,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,-10.0,0.25020607,114,,,0,,False,8,test,0
1999,0.0,589.79759,590.04779,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-40.0,gabors,null,4.0,null,0.8,-30.0,0.25020607,75,,,0,,False,8,test,2
2000,0.0,590.04779,590.298,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,30.0,gabors,null,4.0,null,0.8,-10.0,0.25020607,212,,,0,,False,10,train,1
2001,0.0,590.298,590.54821,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,30.0,0.25021143,239,,,0,,False,8,test,1
2002,0.0,590.54821,590.79842,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,40.0,gabors,null,4.0,null,0.8,-20.0,0.25021143,226,,,0,,False,8,test,1
2003,0.0,590.79842,591.04863,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,20.0,0.25021143,26,,,0,,False,8,test,1
2004,0.0,591.04863,591.29884,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,40.0,gabors,null,4.0,null,0.8,30.0,0.25021143,73,,,0,,False,6,train,2
2005,0.0,591.29884,591.54905,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,30.0,0.25020607,233,,,0,,False,10,train,0
2006,0.0,591.54905,591.79926,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-20.0,gabors,null,4.0,null,0.8,20.0,0.25020607,54,,,0,,False,10,train,1
2007,0.0,591.79926,592.04946,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-30.0,gabors,null,4.0,null,0.8,40.0,0.25020607,21,,,0,,False,8,test,1
2008,0.0,592.04946,592.29967,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,0.0,gabors,null,4.0,null,0.8,30.0,0.25020607,241,,,0,,False,5,test,1
2009,0.0,592.29967,592.54988,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-10.0,gabors,null,4.0,null,0.8,20.0,0.25021143,152,,,0,,False,10,train,1
2010,0.0,592.54988,592.80009,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,0.0,gabors,null,4.0,null,0.8,30.0,0.25021143,85,,,0,,False,7,train,2
2011,0.0,592.80009,593.0503,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,0.0,gabors,null,4.0,null,0.8,-40.0,0.25021143,19,,,0,,False,9,train,0
2012,0.0,593.0503,593.30051,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,0.0,0.25021143,109,,,0,,False,9,train,2
2013,0.0,593.30051,593.55072,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25020607,44,,,0,,False,7,train,0
2014,0.0,593.55072,593.80093,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,-20.0,0.25020607,146,,,0,,False,9,train,1
2015,0.0,593.80093,594.05113,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-30.0,gabors,null,4.0,null,0.8,-10.0,0.25020607,177,,,0,,False,6,train,0
2016,0.0,594.05113,594.30134,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,-10.0,0.25020607,199,,,0,,False,9,train,1
2017,0.0,594.30134,594.55155,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,-20.0,0.25021393,156,,,0,,False,3,train,0
2018,0.0,594.55155,594.80177,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",90.0,0.08,-20.0,gabors,null,4.0,null,0.8,-10.0,0.25021393,175,,,0,,False,7,train,2
2019,0.0,594.80177,595.05198,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,-40.0,0.25021393,182,,,0,,False,10,train,1
2020,0.0,595.05198,595.30219,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,20.0,gabors,null,4.0,null,0.8,-20.0,0.25021393,219,,,0,,False,6,train,1
2021,0.0,595.30219,595.5524,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-10.0,gabors,null,4.0,null,0.8,-10.0,0.25020607,114,,,0,,False,9,train,0
2022,0.0,595.5524,595.80261,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,40.0,gabors,null,4.0,null,0.8,-10.0,0.25020607,157,,,0,,False,11,test,1
2023,0.0,595.80261,596.05281,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,-40.0,gabors,null,4.0,null,0.8,20.0,0.25020607,57,,,0,,False,9,train,1
2024,0.0,596.05281,596.30302,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",45.0,0.08,10.0,gabors,null,4.0,null,0.8,0.0,0.25020607,174,,,0,,False,8,test,1
2025,0.0,596.30302,596.55323,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.0,0.08,-40.0,gabors,null,4.0,null,0.8,40.0,0.25020893,53,,,0,,False,11,test,0
