stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,size,x_position,spatial_frequency,color,temporal_frequency,contrast,stimulus_name,orientation,phase,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.875815,85.10933,20.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.23351535,1,,,0,,False,0,train,0
2,0.0,85.10933,85.359525,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.25019502,2,,,0,,False,0,train,2
3,0.0,85.359525,85.60972,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.25019502,3,,,0,,False,0,train,1
4,0.0,85.60972,85.859915,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.25019502,4,,,0,,False,0,train,2
5,0.0,85.859915,86.11014,20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,5,,,0,,False,0,train,0
6,0.0,86.11014,86.360365,-10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,6,,,0,,False,0,train,1
7,0.0,86.360365,86.61059,30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,7,,,0,,False,0,train,2
8,0.0,86.61059,86.860815,0.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,8,,,0,,False,0,train,2
9,0.0,86.860815,87.11101,-10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,9,,,0,,False,0,train,1
10,0.0,87.11101,87.361205,40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,10,,,0,,False,0,train,1
11,0.0,87.361205,87.6114,0.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,11,,,0,,False,0,train,0
12,0.0,87.6114,87.861595,10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,12,,,0,,False,0,train,1
13,0.0,87.861595,88.11183,40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502349,13,,,0,,False,0,train,2
14,0.0,88.11183,88.362065,40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502349,14,,,0,,False,0,train,1
15,0.0,88.362065,88.6123,-10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502349,15,,,0,,False,0,train,1
16,0.0,88.6123,88.862535,-10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502349,16,,,0,,False,0,train,0
17,0.0,88.862535,89.112717,40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501826,17,,,0,,False,0,train,2
18,0.0,89.112717,89.3629,30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501826,18,,,0,,False,0,train,0
19,0.0,89.3629,89.613082,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501826,19,,,0,,False,0,train,0
20,0.0,89.613082,89.863265,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501826,20,,,0,,False,0,train,0
21,0.0,89.863265,90.113482,-30.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,21,,,0,,False,0,train,2
22,0.0,90.113482,90.3637,10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,22,,,0,,False,0,train,2
23,0.0,90.3637,90.613917,20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502174,23,,,0,,False,0,train,1
24,0.0,90.613917,90.864135,40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,24,,,0,,False,0,train,2
25,0.0,90.864135,91.114335,0.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,25,,,0,,False,0,train,2
26,0.0,91.114335,91.364535,10.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,26,,,0,,False,0,train,2
27,0.0,91.364535,91.614735,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502001,27,,,0,,False,0,train,0
28,0.0,91.614735,91.864935,-40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,28,,,0,,False,0,train,1
29,0.0,91.864935,92.115165,20.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502299,29,,,0,,False,0,train,1
30,0.0,92.115165,92.365395,30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,30,,,0,,False,0,train,2
31,0.0,92.365395,92.615625,20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,31,,,0,,False,0,train,0
32,0.0,92.615625,92.865855,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502299,32,,,0,,False,0,train,1
33,0.0,92.865855,93.116042,40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501876,33,,,0,,False,0,train,2
34,0.0,93.116042,93.36623,20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501876,23,,,0,,False,1,train,1
35,0.0,93.36623,93.616417,40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501876,34,,,0,,False,0,train,1
36,0.0,93.616417,93.866605,10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501876,35,,,0,,False,0,train,2
37,0.0,93.866605,94.116827,-10.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,36,,,0,,False,0,train,0
38,0.0,94.116827,94.36705,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,37,,,0,,False,0,train,2
39,0.0,94.36705,94.617272,20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,38,,,0,,False,0,train,0
40,0.0,94.617272,94.867495,10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,39,,,0,,False,0,train,0
41,0.0,94.867495,95.117692,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,40,,,0,,False,0,train,2
42,0.0,95.117692,95.36789,30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,41,,,0,,False,0,train,2
43,0.0,95.36789,95.618087,20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501976,42,,,0,,False,0,train,1
44,0.0,95.618087,95.868285,-40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,43,,,0,,False,0,train,2
45,0.0,95.868285,96.118505,-20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,44,,,0,,False,0,train,2
46,0.0,96.118505,96.368725,-40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,45,,,0,,False,0,train,0
47,0.0,96.368725,96.618945,40.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,46,,,0,,False,0,train,2
48,0.0,96.618945,96.869165,20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,47,,,0,,False,0,train,0
49,0.0,96.869165,97.11936,0.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,48,,,0,,False,0,train,1
50,0.0,97.11936,97.369555,-10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,49,,,0,,False,0,train,1
51,0.0,97.369555,97.61975,0.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,48,,,0,,False,1,train,1
52,0.0,97.61975,97.869945,10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,50,,,0,,False,0,train,0
53,0.0,97.869945,98.120165,10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,51,,,0,,False,0,train,0
54,0.0,98.120165,98.370385,0.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,52,,,0,,False,0,train,2
55,0.0,98.370385,98.620605,-40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,53,,,0,,False,0,train,1
56,0.0,98.620605,98.870825,10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,22,,,0,,False,1,train,2
57,0.0,98.870825,99.12102,0.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,54,,,0,,False,0,train,1
58,0.0,99.12102,99.371215,30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,55,,,0,,False,0,train,0
59,0.0,99.371215,99.62141,-30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,56,,,0,,False,0,train,0
60,0.0,99.62141,99.871605,-10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,57,,,0,,False,0,train,0
61,0.0,99.871605,100.12182,0.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502124,8,,,0,,False,1,train,2
62,0.0,100.12182,100.37203,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502124,58,,,0,,False,0,train,1
63,0.0,100.37203,100.62224,-40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502124,59,,,0,,False,0,train,2
64,0.0,100.62224,100.87245,30.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502124,60,,,0,,False,0,train,2
65,0.0,100.87245,101.12266,30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502101,61,,,0,,False,0,train,0
66,0.0,101.12266,101.37287,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502101,62,,,0,,False,0,train,2
67,0.0,101.37287,101.62308,30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502101,63,,,0,,False,0,train,2
68,0.0,101.62308,101.87329,-40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502101,64,,,0,,False,0,train,0
69,0.0,101.87329,102.12351,20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,65,,,0,,False,0,train,2
70,0.0,102.12351,102.37373,40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,66,,,0,,False,0,train,2
71,0.0,102.37373,102.62395,20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502174,67,,,0,,False,0,train,0
72,0.0,102.62395,102.87416,-30.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,21,,,0,,False,1,train,2
73,0.0,102.87416,103.12436,40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502001,68,,,0,,False,0,train,0
74,0.0,103.12436,103.37456,40.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,69,,,0,,False,0,train,1
75,0.0,103.37456,103.62476,-40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,70,,,0,,False,0,train,1
76,0.0,103.62476,103.87496,-20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,71,,,0,,False,0,train,1
77,0.0,103.87496,104.12519,20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,38,,,0,,False,1,train,0
78,0.0,104.12519,104.37541,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,72,,,0,,False,0,train,0
79,0.0,104.37541,104.62564,30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,73,,,0,,False,0,train,0
80,0.0,104.62564,104.87586,-30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,74,,,0,,False,0,train,0
81,0.0,104.87586,105.12605,-30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,75,,,0,,False,0,train,1
82,0.0,105.12605,105.37624,10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,76,,,0,,False,0,train,1
83,0.0,105.37624,105.62643,10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,77,,,0,,False,0,train,2
84,0.0,105.62643,105.87662,-20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,78,,,0,,False,0,train,1
85,0.0,105.87662,106.12685,10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502224,79,,,0,,False,0,train,1
86,0.0,106.12685,106.37707,0.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,80,,,0,,False,0,train,2
87,0.0,106.37707,106.62729,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,72,,,0,,False,1,train,0
88,0.0,106.62729,106.87751,0.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,81,,,0,,False,0,train,2
89,0.0,106.87751,107.12771,-40.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501976,82,,,0,,False,0,train,0
90,0.0,107.12771,107.37791,-40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,43,,,0,,False,1,train,2
91,0.0,107.37791,107.62811,-10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,83,,,0,,False,0,train,2
92,0.0,107.62811,107.8783,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501976,19,,,0,,False,1,train,0
93,0.0,107.8783,108.12852,20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,84,,,0,,False,0,train,2
94,0.0,108.12852,108.37874,-20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,85,,,0,,False,0,train,0
95,0.0,108.37874,108.62896,-40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,59,,,0,,False,1,train,2
96,0.0,108.62896,108.87918,-20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,86,,,0,,False,0,train,0
97,0.0,108.87918,109.12938,10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,87,,,0,,False,0,train,2
98,0.0,109.12938,109.37958,40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501976,88,,,0,,False,0,train,1
99,0.0,109.37958,109.62978,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501976,3,,,0,,False,1,train,1
100,0.0,109.62978,109.87997,0.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,52,,,0,,False,1,train,2
101,0.0,109.87997,110.1302,-40.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502274,89,,,0,,False,0,train,2
102,0.0,110.1302,110.38043,30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502274,90,,,0,,False,0,train,0
103,0.0,110.38043,110.63066,10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502274,87,,,0,,False,1,train,2
104,0.0,110.63066,110.88088,30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,91,,,0,,False,0,train,1
105,0.0,110.88088,111.13107,40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,92,,,0,,False,0,train,1
106,0.0,111.13107,111.38126,20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,93,,,0,,False,0,train,2
107,0.0,111.38126,111.63145,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,19,,,0,,False,2,test,0
108,0.0,111.63145,111.88164,20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,94,,,0,,False,0,train,0
109,0.0,111.88164,112.13187,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,95,,,0,,False,0,train,2
110,0.0,112.13187,112.38209,-10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502224,6,,,0,,False,1,train,1
111,0.0,112.38209,112.63231,40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,96,,,0,,False,0,train,0
112,0.0,112.63231,112.88253,-30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,97,,,0,,False,0,train,0
113,0.0,112.88253,113.13273,-20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,98,,,0,,False,0,train,2
114,0.0,113.13273,113.38292,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,99,,,0,,False,0,train,1
115,0.0,113.38292,113.63312,-40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,100,,,0,,False,0,train,1
116,0.0,113.63312,113.88331,-40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,101,,,0,,False,0,train,2
117,0.0,113.88331,114.13354,0.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,102,,,0,,False,0,train,1
118,0.0,114.13354,114.38377,-40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502274,103,,,0,,False,0,train,2
119,0.0,114.38377,114.634,-20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,78,,,0,,False,1,train,1
120,0.0,114.634,114.88422,-40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502274,45,,,0,,False,1,train,0
121,0.0,114.88422,115.13441,-40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,104,,,0,,False,0,train,0
122,0.0,115.13441,115.3846,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,105,,,0,,False,0,train,0
123,0.0,115.3846,115.63479,-20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,106,,,0,,False,0,train,2
124,0.0,115.63479,115.88498,-30.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,107,,,0,,False,0,train,1
125,0.0,115.88498,116.13522,-40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502349,101,,,0,,False,1,train,2
126,0.0,116.13522,116.38545,30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502349,61,,,0,,False,1,train,0
127,0.0,116.38545,116.63569,20.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502349,1,,,0,,False,1,train,0
128,0.0,116.63569,116.88592,-10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502349,108,,,0,,False,0,train,2
129,0.0,116.88592,117.1361,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501801,109,,,0,,False,0,train,0
130,0.0,117.1361,117.38628,40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501801,110,,,0,,False,0,train,0
131,0.0,117.38628,117.63646,10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501801,111,,,0,,False,0,train,1
132,0.0,117.63646,117.88664,-20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501801,112,,,0,,False,0,train,2
133,0.0,117.88664,118.13689,-30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502424,113,,,0,,False,0,train,2
134,0.0,118.13689,118.38713,-20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502424,114,,,0,,False,0,train,0
135,0.0,118.38713,118.63737,40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502424,96,,,0,,False,1,train,0
136,0.0,118.63737,118.88761,40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502424,115,,,0,,False,0,train,0
137,0.0,118.88761,119.1378,-20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501826,85,,,0,,False,1,train,0
138,0.0,119.1378,119.38798,0.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501826,116,,,0,,False,0,train,0
