stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,size,x_position,spatial_frequency,color,temporal_frequency,contrast,stimulus_name,orientation,phase,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
468,0.0,201.70667,201.95686,30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501926,133,,,0,,False,3,train,0
469,0.0,201.95686,202.20709,-40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,209,,,0,,False,1,train,0
470,0.0,202.20709,202.45732,0.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,25,,,0,,False,3,train,2
471,0.0,202.45732,202.70755,-40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,43,,,0,,False,3,train,2
472,0.0,202.70755,202.95778,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,72,,,0,,False,2,test,0
473,0.0,202.95778,203.20797,10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,51,,,0,,False,1,train,0
474,0.0,203.20797,203.45816,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,215,,,0,,False,0,train,1
475,0.0,203.45816,203.70835,-10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,16,,,0,,False,3,train,0
476,0.0,203.70835,203.95854,40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,66,,,0,,False,2,test,2
477,0.0,203.95854,204.20876,-40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,216,,,0,,False,0,train,0
478,0.0,204.20876,204.45898,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,3,,,0,,False,3,train,1
479,0.0,204.45898,204.7092,-10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,205,,,0,,False,1,train,1
480,0.0,204.7092,204.95942,-40.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,89,,,0,,False,1,train,2
481,0.0,204.95942,205.20962,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,165,,,0,,False,2,test,0
482,0.0,205.20962,205.45981,40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,66,,,0,,False,3,train,2
483,0.0,205.45981,205.71001,30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,217,,,0,,False,0,train,1
484,0.0,205.71001,205.9602,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,134,,,0,,False,2,test,1
485,0.0,205.9602,206.21043,-30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502299,191,,,0,,False,1,train,1
486,0.0,206.21043,206.46066,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,109,,,0,,False,2,test,0
487,0.0,206.46066,206.71089,30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,41,,,0,,False,2,test,2
488,0.0,206.71089,206.96112,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502299,99,,,0,,False,2,test,1
489,0.0,206.96112,207.21131,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,117,,,0,,False,1,train,2
490,0.0,207.21131,207.4615,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,95,,,0,,False,1,train,2
491,0.0,207.4615,207.71169,-20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,44,,,0,,False,1,train,2
492,0.0,207.71169,207.96188,-40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,101,,,0,,False,3,train,2
493,0.0,207.96188,208.21211,10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,145,,,0,,False,3,train,1
494,0.0,208.21211,208.46234,-40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502274,45,,,0,,False,3,train,0
495,0.0,208.46234,208.71257,-10.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502274,126,,,0,,False,1,train,2
496,0.0,208.71257,208.96279,10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502274,181,,,0,,False,1,train,0
497,0.0,208.96279,209.21299,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501926,218,,,0,,False,0,train,0
498,0.0,209.21299,209.46318,-30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,130,,,0,,False,1,train,1
499,0.0,209.46318,209.71337,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501926,109,,,0,,False,3,train,0
500,0.0,209.71337,209.96356,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,219,,,0,,False,0,train,1
501,0.0,209.96356,210.21379,30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,220,,,0,,False,0,train,2
502,0.0,210.21379,210.46401,-40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,64,,,0,,False,2,test,0
503,0.0,210.46401,210.71424,-20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,170,,,0,,False,2,test,1
504,0.0,210.71424,210.96446,-10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,163,,,0,,False,3,train,2
505,0.0,210.96446,211.21465,0.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,127,,,0,,False,6,train,0
506,0.0,211.21465,211.46484,40.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,121,,,0,,False,3,train,0
507,0.0,211.46484,211.71503,-40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,45,,,0,,False,4,train,0
508,0.0,211.71503,211.96522,-20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,71,,,0,,False,3,train,1
509,0.0,211.96522,212.21545,-10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,16,,,0,,False,4,train,0
510,0.0,212.21545,212.46567,-10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,57,,,0,,False,2,test,0
511,0.0,212.46567,212.7159,20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,67,,,0,,False,3,train,0
512,0.0,212.7159,212.96612,0.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,221,,,0,,False,0,train,2
513,0.0,212.96612,213.21632,20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,138,,,0,,False,2,test,2
514,0.0,213.21632,213.46651,30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,193,,,0,,False,2,test,1
515,0.0,213.46651,213.71671,30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,220,,,0,,False,1,train,2
516,0.0,213.71671,213.9669,0.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,48,,,0,,False,4,train,1
517,0.0,213.9669,214.21713,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,215,,,0,,False,1,train,1
518,0.0,214.21713,214.46736,0.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,173,,,0,,False,3,train,1
519,0.0,214.46736,214.71759,0.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,173,,,0,,False,4,train,1
520,0.0,214.71759,214.96781,-10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,222,,,0,,False,0,train,1
521,0.0,214.96781,215.218,-30.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,223,,,0,,False,0,train,0
522,0.0,215.218,215.46819,30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,188,,,0,,False,3,train,1
523,0.0,215.46819,215.71838,30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,125,,,0,,False,2,test,1
524,0.0,215.71838,215.96857,-30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,97,,,0,,False,2,test,0
525,0.0,215.96857,216.21879,-20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502174,195,,,0,,False,1,train,0
526,0.0,216.21879,216.46901,20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,182,,,0,,False,1,train,2
527,0.0,216.46901,216.71923,-10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502174,214,,,0,,False,1,train,1
528,0.0,216.71923,216.96944,-40.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502174,197,,,0,,False,1,train,1
529,0.0,216.96944,217.21965,30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502026,188,,,0,,False,4,train,1
530,0.0,217.21965,217.46985,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502026,2,,,0,,False,2,test,2
531,0.0,217.46985,217.72005,-20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502026,201,,,0,,False,1,train,0
532,0.0,217.72005,217.97025,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502026,215,,,0,,False,2,test,1
533,0.0,217.97025,218.22048,30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,18,,,0,,False,4,train,0
534,0.0,218.22048,218.4707,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,58,,,0,,False,1,train,1
535,0.0,218.4707,218.72093,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,19,,,0,,False,5,test,0
536,0.0,218.72093,218.97115,10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,12,,,0,,False,2,test,1
537,0.0,218.97115,219.22134,-10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,183,,,0,,False,2,test,0
538,0.0,219.22134,219.47153,-40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,224,,,0,,False,0,train,1
539,0.0,219.47153,219.72172,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,134,,,0,,False,3,train,1
540,0.0,219.72172,219.97191,-30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,113,,,0,,False,2,test,2
541,0.0,219.97191,220.22213,-20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,149,,,0,,False,2,test,2
542,0.0,220.22213,220.47235,40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,17,,,0,,False,2,test,2
543,0.0,220.47235,220.72257,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,2,,,0,,False,3,train,2
544,0.0,220.72257,220.97278,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502174,105,,,0,,False,1,train,0
545,0.0,220.97278,221.22298,-10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502001,210,,,0,,False,1,train,0
546,0.0,221.22298,221.47318,10.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,26,,,0,,False,2,test,2
547,0.0,221.47318,221.72338,-40.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,197,,,0,,False,2,test,1
548,0.0,221.72338,221.97358,-20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502001,201,,,0,,False,2,test,0
549,0.0,221.97358,222.22381,30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,217,,,0,,False,1,train,1
550,0.0,222.22381,222.47404,20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,198,,,0,,False,1,train,1
551,0.0,222.47404,222.72427,-10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,49,,,0,,False,3,train,1
552,0.0,222.72427,222.97449,40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502274,10,,,0,,False,2,test,1
553,0.0,222.97449,223.22469,-40.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,166,,,0,,False,2,test,1
554,0.0,223.22469,223.47488,-20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,78,,,0,,False,4,train,1
555,0.0,223.47488,223.72508,10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,225,,,0,,False,0,train,1
556,0.0,223.72508,223.97527,-20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,86,,,0,,False,4,train,0
557,0.0,223.97527,224.2255,-30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,74,,,0,,False,3,train,0
558,0.0,224.2255,224.47572,-30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,176,,,0,,False,2,test,1
559,0.0,224.47572,224.72595,-10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,156,,,0,,False,2,test,2
560,0.0,224.72595,224.97617,10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,160,,,0,,False,1,train,2
561,0.0,224.97617,225.22636,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501876,218,,,0,,False,1,train,0
562,0.0,225.22636,225.47655,30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501876,168,,,0,,False,2,test,0
563,0.0,225.47655,225.72674,20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501876,185,,,0,,False,1,train,1
564,0.0,225.72674,225.97692,10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501876,50,,,0,,False,3,train,0
565,0.0,225.97692,226.22715,-30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,226,,,0,,False,0,train,2
566,0.0,226.22715,226.47738,-20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,195,,,0,,False,2,test,0
567,0.0,226.47738,226.72761,-30.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,21,,,0,,False,5,test,2
568,0.0,226.72761,226.97784,-30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,97,,,0,,False,3,train,0
569,0.0,226.97784,227.22804,-30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,178,,,0,,False,1,train,2
570,0.0,227.22804,227.47823,30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,157,,,0,,False,3,train,2
571,0.0,227.47823,227.72843,-30.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,21,,,0,,False,6,train,2
572,0.0,227.72843,227.97862,-10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,183,,,0,,False,3,train,0
573,0.0,227.97862,228.22885,30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,41,,,0,,False,3,train,2
574,0.0,228.22885,228.47907,-10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,183,,,0,,False,4,train,0
575,0.0,228.47907,228.7293,-30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,208,,,0,,False,1,train,2
576,0.0,228.7293,228.97952,40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,24,,,0,,False,3,train,2
577,0.0,228.97952,229.22972,0.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501926,81,,,0,,False,4,train,2
578,0.0,229.22972,229.47991,20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501926,135,,,0,,False,2,test,2
579,0.0,229.47991,229.7301,-10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,9,,,0,,False,2,test,1
580,0.0,229.7301,229.98029,-40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501926,227,,,0,,False,0,train,2
581,0.0,229.98029,230.23052,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502224,134,,,0,,False,4,train,1
582,0.0,230.23052,230.48074,30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,7,,,0,,False,1,train,2
583,0.0,230.48074,230.73096,30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,55,,,0,,False,1,train,0
584,0.0,230.73096,230.98118,20.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,140,,,0,,False,2,test,2
585,0.0,230.98118,231.23138,10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,77,,,0,,False,1,train,2
586,0.0,231.23138,231.48157,30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,168,,,0,,False,3,train,0
587,0.0,231.48157,231.73177,-40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,103,,,0,,False,1,train,2
588,0.0,231.73177,231.98196,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,3,,,0,,False,4,train,1
589,0.0,231.98196,232.23219,10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,159,,,0,,False,1,train,0
590,0.0,232.23219,232.48241,0.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502224,54,,,0,,False,1,train,1
591,0.0,232.48241,232.73263,-20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,152,,,0,,False,1,train,0
592,0.0,232.73263,232.98285,-40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,43,,,0,,False,4,train,2
593,0.0,232.98285,233.23304,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,134,,,0,,False,5,test,1
594,0.0,233.23304,233.48323,40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,66,,,0,,False,4,train,2
595,0.0,233.48323,233.73342,20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,182,,,0,,False,2,test,2
596,0.0,233.73342,233.98361,20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,182,,,0,,False,3,train,2
597,0.0,233.98361,234.23384,0.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,221,,,0,,False,1,train,2
598,0.0,234.23384,234.48407,-40.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502299,89,,,0,,False,2,test,2
599,0.0,234.48407,234.7343,0.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,169,,,0,,False,1,train,0
600,0.0,234.7343,234.98453,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502299,72,,,0,,False,3,train,0
601,0.0,234.98453,235.23473,30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,41,,,0,,False,4,train,2
602,0.0,235.23473,235.48492,-10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,108,,,0,,False,2,test,2
603,0.0,235.48492,235.73512,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,215,,,0,,False,3,train,1
604,0.0,235.73512,235.98531,20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,5,,,0,,False,3,train,0
605,0.0,235.98531,236.23553,10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,162,,,0,,False,1,train,2
