stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,color,size,stimulus_name,y_position,contrast,phase,frame,orientation,temporal_frequency,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.63404,84.867567,-20.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.23352728,1,,,0,,False,0,train,2
2,0.0,84.867567,85.117775,40.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.2502078,2,,,0,,False,0,train,2
3,0.0,85.117775,85.367983,20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.2502078,3,,,0,,False,0,train,2
4,0.0,85.367983,85.618191,-40.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.2502078,4,,,0,,False,0,train,2
5,0.0,85.618191,85.8684,-30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,5,,,0,,False,0,train,0
6,0.0,85.8684,86.11861,30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,6,,,0,,False,0,train,0
7,0.0,86.11861,86.36882,-30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020983,7,,,0,,False,0,train,1
8,0.0,86.36882,86.61903,0.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,8,,,0,,False,0,train,0
9,0.0,86.61903,86.869238,-40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020767,9,,,0,,False,0,train,1
10,0.0,86.869238,87.119445,20.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020767,10,,,0,,False,0,train,2
11,0.0,87.119445,87.369653,0.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,11,,,0,,False,0,train,0
12,0.0,87.369653,87.619861,10.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,12,,,0,,False,0,train,0
13,0.0,87.619861,87.870075,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,13,,,0,,False,0,train,1
14,0.0,87.870075,88.12029,-40.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,14,,,0,,False,0,train,1
15,0.0,88.12029,88.370505,0.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021483,15,,,0,,False,0,train,0
16,0.0,88.370505,88.62072,-40.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,16,,,0,,False,0,train,1
17,0.0,88.62072,88.870923,30.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,17,,,0,,False,0,train,0
18,0.0,88.870923,89.121125,0.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,11,,,0,,False,1,train,0
19,0.0,89.121125,89.371328,0.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020267,18,,,0,,False,0,train,1
20,0.0,89.371328,89.621531,-30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,19,,,0,,False,0,train,0
21,0.0,89.621531,89.87175,40.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,2,,,0,,False,1,train,2
22,0.0,89.87175,90.12197,-30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,20,,,0,,False,0,train,2
23,0.0,90.12197,90.37219,-10.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,21,,,0,,False,0,train,2
24,0.0,90.37219,90.62241,-40.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,22,,,0,,False,0,train,1
25,0.0,90.62241,90.872608,40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,23,,,0,,False,0,train,0
26,0.0,90.872608,91.122805,10.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,24,,,0,,False,0,train,2
27,0.0,91.122805,91.373003,0.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,25,,,0,,False,0,train,1
28,0.0,91.373003,91.623201,30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,26,,,0,,False,0,train,2
29,0.0,91.623201,91.87342,10.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,24,,,0,,False,1,train,2
30,0.0,91.87342,92.12364,-40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,27,,,0,,False,0,train,1
31,0.0,92.12364,92.37386,-10.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,28,,,0,,False,0,train,2
32,0.0,92.37386,92.62408,40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,29,,,0,,False,0,train,2
33,0.0,92.62408,92.874278,40.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,30,,,0,,False,0,train,0
34,0.0,92.874278,93.124475,-10.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,31,,,0,,False,0,train,1
35,0.0,93.124475,93.374673,10.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,32,,,0,,False,0,train,1
36,0.0,93.374673,93.624871,-20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,33,,,0,,False,0,train,2
37,0.0,93.624871,93.875088,-30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,34,,,0,,False,0,train,2
38,0.0,93.875088,94.125305,-30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021733,35,,,0,,False,0,train,1
39,0.0,94.125305,94.375523,-30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,20,,,0,,False,1,train,2
40,0.0,94.375523,94.62574,40.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,36,,,0,,False,0,train,2
41,0.0,94.62574,94.87594,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,37,,,0,,False,0,train,0
42,0.0,94.87594,95.12614,20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,38,,,0,,False,0,train,2
43,0.0,95.12614,95.37634,0.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,25,,,0,,False,1,train,1
44,0.0,95.37634,95.626541,20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,39,,,0,,False,0,train,0
45,0.0,95.626541,95.87676,20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,40,,,0,,False,0,train,1
46,0.0,95.87676,96.12698,0.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,41,,,0,,False,0,train,2
47,0.0,96.12698,96.3772,30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,42,,,0,,False,0,train,1
48,0.0,96.3772,96.62742,0.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021983,43,,,0,,False,0,train,0
49,0.0,96.62742,96.877618,20.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,44,,,0,,False,0,train,1
50,0.0,96.877618,97.127815,30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,45,,,0,,False,0,train,2
51,0.0,97.127815,97.378013,-40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,46,,,0,,False,0,train,0
52,0.0,97.378013,97.628211,-30.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,47,,,0,,False,0,train,0
53,0.0,97.628211,97.87842,10.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,48,,,0,,False,0,train,0
54,0.0,97.87842,98.12863,30.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,49,,,0,,False,0,train,2
55,0.0,98.12863,98.37884,20.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020983,44,,,0,,False,1,train,1
56,0.0,98.37884,98.62905,-30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,50,,,0,,False,0,train,2
57,0.0,98.62905,98.879255,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020517,37,,,0,,False,1,train,0
58,0.0,98.879255,99.12946,20.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020517,51,,,0,,False,0,train,0
59,0.0,99.12946,99.379665,-40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020517,52,,,0,,False,0,train,1
60,0.0,99.379665,99.629871,10.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020517,53,,,0,,False,0,train,0
61,0.0,99.629871,99.880093,-30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25022233,5,,,0,,False,1,train,0
62,0.0,99.880093,100.13032,30.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25022233,49,,,0,,False,1,train,2
63,0.0,100.13032,100.38054,20.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25022233,54,,,0,,False,0,train,1
64,0.0,100.38054,100.63076,0.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25022233,55,,,0,,False,0,train,1
65,0.0,100.63076,100.88096,20.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,56,,,0,,False,0,train,1
66,0.0,100.88096,101.13116,-40.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,57,,,0,,False,0,train,2
67,0.0,101.13116,101.38135,20.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,56,,,0,,False,1,train,1
68,0.0,101.38135,101.63155,20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,38,,,0,,False,1,train,2
69,0.0,101.63155,101.88177,-10.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021733,58,,,0,,False,0,train,0
70,0.0,101.88177,102.13199,-20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,59,,,0,,False,0,train,2
71,0.0,102.13199,102.3822,30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,60,,,0,,False,0,train,2
72,0.0,102.3822,102.63242,40.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021733,30,,,0,,False,1,train,0
73,0.0,102.63242,102.88262,-20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,61,,,0,,False,0,train,0
74,0.0,102.88262,103.13282,-20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,62,,,0,,False,0,train,1
75,0.0,103.13282,103.38302,30.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,49,,,0,,False,2,test,2
76,0.0,103.38302,103.63322,0.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,63,,,0,,False,0,train,1
77,0.0,103.63322,103.88344,-30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021983,64,,,0,,False,0,train,0
78,0.0,103.88344,104.13366,-20.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,65,,,0,,False,0,train,1
79,0.0,104.13366,104.38388,10.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,66,,,0,,False,0,train,2
80,0.0,104.38388,104.6341,-30.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,67,,,0,,False,0,train,1
81,0.0,104.6341,104.8843,-40.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,68,,,0,,False,0,train,0
82,0.0,104.8843,105.1345,30.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,69,,,0,,False,0,train,0
83,0.0,105.1345,105.38469,40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,70,,,0,,False,0,train,1
84,0.0,105.38469,105.63489,-10.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,71,,,0,,False,0,train,0
85,0.0,105.63489,105.88511,-10.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,72,,,0,,False,0,train,2
86,0.0,105.88511,106.13533,10.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,73,,,0,,False,0,train,1
87,0.0,106.13533,106.38555,-20.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,1,,,0,,False,1,train,2
88,0.0,106.38555,106.63577,30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,45,,,0,,False,1,train,2
89,0.0,106.63577,106.88597,-10.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,74,,,0,,False,0,train,1
90,0.0,106.88597,107.13617,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,75,,,0,,False,0,train,2
91,0.0,107.13617,107.38637,0.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,76,,,0,,False,0,train,2
92,0.0,107.38637,107.63657,-20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,61,,,0,,False,1,train,0
93,0.0,107.63657,107.88679,-40.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,77,,,0,,False,0,train,1
94,0.0,107.88679,108.13701,-20.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,78,,,0,,False,0,train,2
95,0.0,108.13701,108.38723,-30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,35,,,0,,False,1,train,1
96,0.0,108.38723,108.63745,-20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,62,,,0,,False,1,train,1
97,0.0,108.63745,108.88765,10.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,79,,,0,,False,0,train,2
98,0.0,108.88765,109.13785,10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,80,,,0,,False,0,train,2
99,0.0,109.13785,109.38804,-10.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,72,,,0,,False,1,train,2
100,0.0,109.38804,109.63824,20.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,54,,,0,,False,1,train,1
101,0.0,109.63824,109.88846,20.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25022233,81,,,0,,False,0,train,0
102,0.0,109.88846,110.13869,10.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25022233,48,,,0,,False,1,train,0
103,0.0,110.13869,110.38891,0.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25022233,82,,,0,,False,0,train,1
104,0.0,110.38891,110.63913,-10.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25022233,28,,,0,,False,1,train,2
105,0.0,110.63913,110.88932,0.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019267,83,,,0,,False,0,train,2
106,0.0,110.88932,111.13952,-10.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019267,84,,,0,,False,0,train,1
107,0.0,111.13952,111.38971,-30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019267,85,,,0,,False,0,train,1
108,0.0,111.38971,111.6399,40.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019267,86,,,0,,False,0,train,1
109,0.0,111.6399,111.89012,30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021733,87,,,0,,False,0,train,0
110,0.0,111.89012,112.14034,-10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,88,,,0,,False,0,train,2
111,0.0,112.14034,112.39055,-20.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,89,,,0,,False,0,train,2
112,0.0,112.39055,112.64077,10.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021733,90,,,0,,False,0,train,0
113,0.0,112.64077,112.89097,30.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,69,,,0,,False,1,train,0
114,0.0,112.89097,113.14118,-40.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,91,,,0,,False,0,train,0
115,0.0,113.14118,113.39138,-40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,92,,,0,,False,0,train,0
116,0.0,113.39138,113.64158,10.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020267,93,,,0,,False,0,train,2
117,0.0,113.64158,113.89179,40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021233,70,,,0,,False,1,train,1
118,0.0,113.89179,114.14201,-30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021233,85,,,0,,False,1,train,1
119,0.0,114.14201,114.39222,-40.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021233,4,,,0,,False,1,train,2
120,0.0,114.39222,114.64243,10.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021233,94,,,0,,False,0,train,2
121,0.0,114.64243,114.89264,40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020517,95,,,0,,False,0,train,2
122,0.0,114.89264,115.14284,-30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020517,34,,,0,,False,1,train,2
123,0.0,115.14284,115.39305,0.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020517,15,,,0,,False,1,train,0
124,0.0,115.39305,115.64325,30.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020517,96,,,0,,False,0,train,1
125,0.0,115.64325,115.89346,0.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,97,,,0,,False,0,train,0
126,0.0,115.89346,116.14367,30.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,98,,,0,,False,0,train,2
127,0.0,116.14367,116.39388,-20.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,99,,,0,,False,0,train,0
128,0.0,116.39388,116.64409,-30.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,100,,,0,,False,0,train,0
129,0.0,116.64409,116.8943,30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021017,101,,,0,,False,0,train,2
130,0.0,116.8943,117.14451,20.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021017,102,,,0,,False,0,train,2
131,0.0,117.14451,117.39472,0.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021017,103,,,0,,False,0,train,0
132,0.0,117.39472,117.64493,40.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,104,,,0,,False,0,train,1
133,0.0,117.64493,117.89514,20.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021233,105,,,0,,False,0,train,1
134,0.0,117.89514,118.14536,30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021233,106,,,0,,False,0,train,1
135,0.0,118.14536,118.39557,20.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021233,10,,,0,,False,1,train,2
136,0.0,118.39557,118.64578,30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021233,101,,,0,,False,1,train,2
137,0.0,118.64578,118.89599,20.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020517,107,,,0,,False,0,train,2
138,0.0,118.89599,119.14619,30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020517,6,,,0,,False,1,train,0
