stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,color,size,stimulus_name,y_position,contrast,phase,frame,orientation,temporal_frequency,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
946,0.0,321.06482,321.31502,30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020517,131,,,0,,False,3,train,0
947,0.0,321.31502,321.56523,20.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020517,190,,,0,,False,3,train,1
948,0.0,321.56523,321.81543,30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020517,131,,,0,,False,4,train,0
949,0.0,321.81543,322.06565,-40.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,4,,,0,,False,7,train,2
950,0.0,322.06565,322.31587,-40.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,4,,,0,,False,8,test,2
951,0.0,322.31587,322.56608,-30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,118,,,0,,False,4,train,2
952,0.0,322.56608,322.8163,-40.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021733,77,,,0,,False,6,train,1
953,0.0,322.8163,323.0665,-20.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,124,,,0,,False,5,test,0
954,0.0,323.0665,323.3167,-10.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,71,,,0,,False,4,train,0
955,0.0,323.3167,323.5669,-40.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,150,,,0,,False,2,test,2
956,0.0,323.5669,323.8171,40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,119,,,0,,False,4,train,1
957,0.0,323.8171,324.06732,10.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,188,,,0,,False,1,train,1
958,0.0,324.06732,324.31753,-40.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021483,110,,,0,,False,3,train,0
959,0.0,324.31753,324.56775,30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021483,26,,,0,,False,7,train,2
960,0.0,324.56775,324.81796,10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,218,,,0,,False,2,test,1
961,0.0,324.81796,325.06816,-20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020267,62,,,0,,False,5,test,1
962,0.0,325.06816,325.31837,-30.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020267,166,,,0,,False,2,test,1
963,0.0,325.31837,325.56857,40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,23,,,0,,False,4,train,0
964,0.0,325.56857,325.81877,-30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,5,,,0,,False,5,test,0
965,0.0,325.81877,326.06899,-10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,138,,,0,,False,3,train,2
966,0.0,326.06899,326.31921,-10.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021733,72,,,0,,False,5,test,2
967,0.0,326.31921,326.56942,40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021733,186,,,0,,False,3,train,0
968,0.0,326.56942,326.81964,-20.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021733,124,,,0,,False,6,train,0
969,0.0,326.81964,327.06984,0.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,15,,,0,,False,5,test,0
970,0.0,327.06984,327.32005,-40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,179,,,0,,False,3,train,0
971,0.0,327.32005,327.57025,0.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020267,76,,,0,,False,4,train,2
972,0.0,327.57025,327.82045,10.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,173,,,0,,False,5,test,0
973,0.0,327.82045,328.07066,40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020733,186,,,0,,False,4,train,0
974,0.0,328.07066,328.32087,30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020733,60,,,0,,False,4,train,2
975,0.0,328.32087,328.57107,30.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020733,216,,,0,,False,4,train,1
976,0.0,328.57107,328.82128,0.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020733,41,,,0,,False,4,train,2
977,0.0,328.82128,329.07149,0.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,25,,,0,,False,2,test,1
978,0.0,329.07149,329.3217,0.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021017,83,,,0,,False,5,test,2
979,0.0,329.3217,329.57191,-20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021017,61,,,0,,False,4,train,0
980,0.0,329.57191,329.82212,-30.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,237,,,0,,False,2,test,1
981,0.0,329.82212,330.07233,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020733,13,,,0,,False,2,test,1
982,0.0,330.07233,330.32254,30.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020733,181,,,0,,False,3,train,2
983,0.0,330.32254,330.57274,-40.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020733,22,,,0,,False,3,train,1
984,0.0,330.57274,330.82295,-10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020733,112,,,0,,False,4,train,1
985,0.0,330.82295,331.07316,-40.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020517,189,,,0,,False,3,train,2
986,0.0,331.07316,331.32336,-30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020517,109,,,0,,False,4,train,1
987,0.0,331.32336,331.57357,0.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020517,144,,,0,,False,2,test,2
988,0.0,331.57357,331.82377,20.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020517,239,,,0,,False,2,test,1
989,0.0,331.82377,332.07399,10.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25022233,183,,,0,,False,4,train,0
990,0.0,332.07399,332.32422,-20.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25022233,136,,,0,,False,3,train,0
991,0.0,332.32422,332.57444,-30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25022233,180,,,0,,False,2,test,0
992,0.0,332.57444,332.82466,40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25022233,210,,,0,,False,2,test,0
993,0.0,332.82466,333.07486,-40.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25019767,91,,,0,,False,4,train,0
994,0.0,333.07486,333.32506,20.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,105,,,0,,False,5,test,1
995,0.0,333.32506,333.57525,20.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25019767,239,,,0,,False,3,train,1
996,0.0,333.57525,333.82545,-40.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25019767,189,,,0,,False,4,train,2
997,0.0,333.82545,334.07566,20.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,194,,,0,,False,2,test,0
998,0.0,334.07566,334.32587,40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020983,119,,,0,,False,5,test,1
999,0.0,334.32587,334.57608,30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,45,,,0,,False,4,train,2
1000,0.0,334.57608,334.82629,10.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,149,,,0,,False,4,train,2
1001,0.0,334.82629,335.0765,20.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,44,,,0,,False,2,test,1
1002,0.0,335.0765,335.32671,10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021017,231,,,0,,False,1,train,0
1003,0.0,335.32671,335.57692,-20.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021017,89,,,0,,False,5,test,2
1004,0.0,335.57692,335.82713,20.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,239,,,0,,False,4,train,1
1005,0.0,335.82713,336.07734,10.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021233,197,,,0,,False,4,train,1
1006,0.0,336.07734,336.32756,0.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021233,206,,,0,,False,3,train,0
1007,0.0,336.32756,336.57777,0.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021233,198,,,0,,False,5,test,2
1008,0.0,336.57777,336.82798,-10.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021233,172,,,0,,False,3,train,2
1009,0.0,336.82798,337.07819,-20.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,127,,,0,,False,3,train,0
1010,0.0,337.07819,337.3284,0.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020767,199,,,0,,False,3,train,1
1011,0.0,337.3284,337.5786,-30.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020767,135,,,0,,False,3,train,2
1012,0.0,337.5786,337.82881,-40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,46,,,0,,False,2,test,0
1013,0.0,337.82881,338.07902,10.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020483,147,,,0,,False,2,test,1
1014,0.0,338.07902,338.32922,-30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020483,159,,,0,,False,1,train,2
1015,0.0,338.32922,338.57943,-10.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020483,172,,,0,,False,4,train,2
1016,0.0,338.57943,338.82963,20.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020483,194,,,0,,False,3,train,0
1017,0.0,338.82963,339.07984,30.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,96,,,0,,False,6,train,1
1018,0.0,339.07984,339.33005,20.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,239,,,0,,False,5,test,1
1019,0.0,339.33005,339.58026,0.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021017,41,,,0,,False,5,test,2
1020,0.0,339.58026,339.83047,-10.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021017,21,,,0,,False,3,train,2
1021,0.0,339.83047,340.08069,-20.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,133,,,0,,False,5,test,1
1022,0.0,340.08069,340.33091,0.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,144,,,0,,False,3,train,2
1023,0.0,340.33091,340.58113,10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021983,214,,,0,,False,4,train,0
1024,0.0,340.58113,340.83135,20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021983,39,,,0,,False,6,train,0
1025,0.0,340.83135,341.08155,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,75,,,0,,False,3,train,2
1026,0.0,341.08155,341.33175,-40.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,91,,,0,,False,5,test,0
1027,0.0,341.33175,341.58195,-40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,219,,,0,,False,4,train,2
1028,0.0,341.58195,341.83215,-10.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,191,,,0,,False,3,train,0
1029,0.0,341.83215,342.08237,-20.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021483,61,,,0,,False,5,test,0
1030,0.0,342.08237,342.33258,-40.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021483,91,,,0,,False,6,train,0
1031,0.0,342.33258,342.5828,0.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,63,,,0,,False,7,train,1
1032,0.0,342.5828,342.83301,-30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021483,50,,,0,,False,4,train,2
1033,0.0,342.83301,343.08321,30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,217,,,0,,False,4,train,2
1034,0.0,343.08321,343.33341,-10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,138,,,0,,False,4,train,2
1035,0.0,343.33341,343.58361,10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,231,,,0,,False,2,test,0
1036,0.0,343.58361,343.83381,10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,218,,,0,,False,3,train,1
1037,0.0,343.83381,344.08403,10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021483,151,,,0,,False,5,test,2
1038,0.0,344.08403,344.33424,-20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021483,59,,,0,,False,2,test,2
1039,0.0,344.33424,344.58446,40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,205,,,0,,False,2,test,1
1040,0.0,344.58446,344.83467,30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,106,,,0,,False,4,train,1
1041,0.0,344.83467,345.08487,20.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,51,,,0,,False,4,train,0
1042,0.0,345.08487,345.33508,-20.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020267,136,,,0,,False,4,train,0
1043,0.0,345.33508,345.58528,-30.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020267,159,,,0,,False,2,test,2
1044,0.0,345.58528,345.83548,30.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020267,101,,,0,,False,5,test,2
1045,0.0,345.83548,346.0857,-20.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021983,116,,,0,,False,5,test,2
1046,0.0,346.0857,346.33592,-40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,52,,,0,,False,3,train,1
1047,0.0,346.33592,346.58614,30.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,106,,,0,,False,5,test,1
1048,0.0,346.58614,346.83636,-30.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021983,166,,,0,,False,3,train,1
1049,0.0,346.83636,347.08656,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,13,,,0,,False,3,train,1
1050,0.0,347.08656,347.33676,0.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020017,43,,,0,,False,2,test,0
1051,0.0,347.33676,347.58696,-40.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,150,,,0,,False,3,train,2
1052,0.0,347.58696,347.83716,30.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020017,132,,,0,,False,1,train,1
1053,0.0,347.83716,348.08738,10.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,195,,,0,,False,2,test,1
1054,0.0,348.08738,348.33759,10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021483,157,,,0,,False,5,test,1
1055,0.0,348.33759,348.58781,0.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021483,198,,,0,,False,6,train,2
1056,0.0,348.58781,348.83802,40.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021483,36,,,0,,False,3,train,2
1057,0.0,348.83802,349.08822,-30.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,20,,,0,,False,5,test,2
1058,0.0,349.08822,349.33842,-40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,219,,,0,,False,5,test,2
1059,0.0,349.33842,349.58862,-40.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,171,,,0,,False,3,train,2
1060,0.0,349.58862,349.83882,20.0,null,"[20.0, 20.0]",gabors,20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020017,193,,,0,,False,2,test,2
1061,0.0,349.83882,350.08903,40.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021233,13,,,0,,False,4,train,1
1062,0.0,350.08903,350.33925,-40.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021233,196,,,0,,False,3,train,1
1063,0.0,350.33925,350.58946,0.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021233,97,,,0,,False,6,train,0
1064,0.0,350.58946,350.83967,-40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25021233,146,,,0,,False,3,train,0
1065,0.0,350.83967,351.08988,0.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,206,,,0,,False,4,train,0
1066,0.0,351.08988,351.34009,10.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020767,220,,,0,,False,5,test,1
1067,0.0,351.34009,351.59029,-40.0,null,"[20.0, 20.0]",gabors,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,91,,,0,,False,7,train,0
1068,0.0,351.59029,351.8405,0.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020767,41,,,0,,False,6,train,2
1069,0.0,351.8405,352.09071,-20.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,170,,,0,,False,4,train,0
1070,0.0,352.09071,352.34092,-20.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,1,,,0,,False,6,train,2
1071,0.0,352.34092,352.59113,10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020983,218,,,0,,False,4,train,1
1072,0.0,352.59113,352.84134,-30.0,null,"[20.0, 20.0]",gabors,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020983,64,,,0,,False,6,train,0
1073,0.0,352.84134,353.09155,20.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,200,,,0,,False,3,train,0
1074,0.0,353.09155,353.34176,0.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020767,25,,,0,,False,3,train,1
1075,0.0,353.34176,353.59196,-10.0,null,"[20.0, 20.0]",gabors,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,4.0,0.08,0.25020767,145,,,0,,False,3,train,0
1076,0.0,353.59196,353.84217,10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25020767,157,,,0,,False,6,train,1
1077,0.0,353.84217,354.09238,-40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,201,,,0,,False,3,train,2
1078,0.0,354.09238,354.34259,40.0,null,"[20.0, 20.0]",gabors,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,212,,,0,,False,4,train,2
1079,0.0,354.34259,354.5928,10.0,null,"[20.0, 20.0]",gabors,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,162,,,0,,False,4,train,2
1080,0.0,354.5928,354.84301,10.0,null,"[20.0, 20.0]",gabors,40.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25020983,24,,,0,,False,5,test,2
1081,0.0,354.84301,355.09322,10.0,null,"[20.0, 20.0]",gabors,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,45.0,4.0,0.08,0.25021017,157,,,0,,False,7,train,1
1082,0.0,355.09322,355.34343,0.0,null,"[20.0, 20.0]",gabors,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,90.0,4.0,0.08,0.25021017,161,,,0,,False,6,train,2
