ecephys_unit_id,selection_role,group,ecephys_structure_acronym,spatial_model,axis_test_poisson_deviance,rotation_test_gain,axis_area_deg2,rotation_log2_area_ratio,success,optimizer_nfev,best_train_anscombe_mse,second_best_train_anscombe_mse,multistart_mse_gap,train_poisson_deviance,test_poisson_deviance,baseline_spikes,mean_amplitude_spikes,center_x_deg,center_y_deg,sigma_major_deg,sigma_minor_deg,major_axis_angle_deg,axis_ratio,latent_halfmax_area_deg2,sigma_lower_bound,sigma_upper_bound
951889176,Typical interior V1,V1,VISp,point,0.993638906,0.000530646564,515.456168,0.00150602888,True,10,0.403121543,0.403121543,1.92412752e-12,1.03541421,0.993108259,0.136921631,1.3000048,-11.7217166,3.30977983,12.7986077,9.25714453,-2.78738808,1.3825654,515.994533,False,False
951889176,Typical interior V1,V1,VISp,aperture,0.994513819,0.00054693866,387.700864,-0.000422147268,True,8,0.403071619,0.403071619,1.93563499e-11,1.03522413,0.99396688,0.137792743,1.28854138,-11.7098272,3.29743817,11.7131152,7.59787153,-3.0720481,1.54163112,387.587435,False,False
951869676,Typical interior HVA,HVA,VISal,point,0.773816535,0.0019253872,1420.53211,-0.258491566,True,25,0.22074187,0.22074187,3.73538034e-10,0.731925819,0.771891148,0.0720961066,0.184370189,-18.4287546,9.01740192,24.968461,10.9204425,14.0767446,2.28639645,1187.51018,False,False
951869676,Typical interior HVA,HVA,VISal,aperture,0.773846895,0.0019474857,1257.349,-0.302885759,True,26,0.220736699,0.220736699,7.84166732e-10,0.731881932,0.771899409,0.0722666279,0.184114686,-18.4647391,9.0500963,24.4611103,9.56745983,14.0891312,2.55669851,1019.24395,False,False
951876700,Strongest resolved shrinkage,HVA,VISpm,point,0.951906253,0.00659371886,226.981524,-1.8444475,True,30,0.790781975,0.790781977,1.55016411e-09,0.970429024,0.945312534,1.87737218,6.65831778,4.89838515,6.61039007,5.61277529,2.5856724,80.9106374,2.17072173,63.2057349,False,False
951876700,Strongest resolved shrinkage,HVA,VISpm,aperture,0.951726894,-0.00052044225,84.9812063,-0.513328941,True,22,0.790729751,0.790729758,7.04014713e-09,0.96968056,0.952247336,1.87108849,0.994733625,3.32232942,7.92922933,6.83534003,2.00000016,-59.1763126,3.41766975,59.5381701,True,False
951888972,Lower-bound diagnostic,V1,VISp,point,0.563697809,-0.00282204011,216.432725,-0.0311385299,True,17,0.139285556,0.139285556,6.23736063e-11,0.478855026,0.566519849,0.0340934702,1.20033257,-18.3337326,1.90564371,8.98700867,5.41163885,-82.8118431,1.66068153,211.811383,False,False
951888972,Lower-bound diagnostic,V1,VISp,aperture,0.552738206,0.002533239,34.9758505,0.0964406862,True,41,0.138213829,0.138213829,5.79471415e-10,0.476107648,0.550204967,0.0361336394,1.15417438,-19.0683719,1.04289505,4.29303568,2,-82.9909147,2.14651784,37.3938191,True,False
