ecephys_session_id,held_probe,n_train_cells,n_held_cells,baseline_held_error_deg,candidate_held_error_deg,chosen_dscale_ap,chosen_dscale_ml,improvement_deg
766640955,773592324,255,62,42.67517625425625,34.01250195396574,1.1124999999999998,1.1124999999999998,8.662674300290512
766640955,773592328,237,80,50.64580216063486,38.01131441551537,1.15,1.15,12.634487745119486
766640955,773592330,277,40,14.916132796711993,10.751598651360483,1.0,1.15,4.16453414535151
767871931,773462985,325,47,30.260013494948623,31.04910538060126,0.9249999999999999,1.075,-0.7890918856526383
767871931,773462990,310,62,66.04045247279261,72.56271672216585,0.85,1.0374999999999999,-6.522264249373237
767871931,773462993,229,143,17.160757137122346,16.268564119970808,1.15,1.1124999999999998,0.8921930171515378
767871931,773462997,295,77,29.57953955337977,29.795236388709217,1.15,0.9624999999999999,-0.21569683532944595
767871931,773462999,329,43,12.60309003996313,15.90150175056502,1.15,1.1124999999999998,-3.29841171060189
768515987,773549842,317,56,23.416358082332252,24.32225903695494,1.1124999999999998,0.9249999999999999,-0.9059009546226875
768515987,773549848,271,102,14.027486424366682,12.70466582376741,1.075,1.0,1.3228206005992718
768515987,773549850,294,79,17.43711583391858,28.077827232734528,1.0374999999999999,0.85,-10.640711398815949
768515987,773549852,291,82,33.83928252868762,33.75527240000382,1.1124999999999998,1.0374999999999999,0.08401012868380064
768515987,773549856,319,54,19.05267288594868,22.589125172349057,1.0374999999999999,1.15,-3.536452286400376
771160300,773621937,276,102,22.51624357788571,22.11180277498009,0.85,0.9624999999999999,0.40444080290561857
771160300,773621939,308,70,22.819972580626292,23.727398638644814,0.9624999999999999,1.1124999999999998,-0.9074260580185225
771160300,773621942,239,139,13.425957045811279,13.286009521971687,0.8875,1.0374999999999999,0.13994752383959153
771160300,773621948,311,67,39.71392551521705,49.98383178495505,0.85,0.9249999999999999,-10.269906269738001
771990200,773654723,198,54,28.809567977252712,29.095188235497144,1.075,0.85,-0.2856202582444318
771990200,773654726,212,40,36.97352712097629,37.65617166779563,1.0374999999999999,0.85,-0.6826445468193398
771990200,773654728,156,96,22.02715708964788,21.10266310558886,0.9624999999999999,1.075,0.9244939840590192
771990200,773654732,219,33,44.035531883435596,42.60068573275188,1.15,1.0374999999999999,1.4348461506837182
771990200,773654734,223,29,18.769438211674053,23.600830669472455,1.15,1.15,-4.831392457798401
773418906,792676154,300,25,29.431196616194264,22.688032720574107,1.075,1.15,6.743163895620157
773418906,792676158,226,99,24.038445847867003,26.0801979765733,1.15,1.15,-2.041752128706296
773418906,792676160,231,94,38.866621561460306,36.20600404170217,1.15,1.0374999999999999,2.6606175197581337
773418906,792676162,253,72,63.18652403383551,59.788248273764495,1.15,1.15,3.398275760071016
773418906,792676164,290,35,28.022929695340565,21.675614156725665,1.075,1.15,6.3473155386149
774875821,792602650,390,60,49.80361529610582,61.94369033521822,0.85,0.8875,-12.140075039112403
774875821,792602654,316,134,17.53056644669192,20.353311627852502,0.8875,1.15,-2.822745181160581
774875821,792602656,370,80,23.3125680200434,23.198951242421334,0.85,1.0374999999999999,0.11361677762206668
774875821,792602658,340,110,33.03294235463548,31.906283219530593,1.15,1.15,1.1266591351048874
774875821,792602660,384,66,15.655226536552334,11.686158697720415,1.15,1.15,3.9690678388319185
778240327,792607545,386,69,37.50953052711971,42.20946127700306,0.85,1.1124999999999998,-4.69993074988335
778240327,792607547,406,49,37.06506305868679,39.01425923936235,0.85,1.15,-1.949196180675564
778240327,792607549,326,129,16.846215301353812,16.657082960092275,1.075,1.15,0.1891323412615371
