dtheta_deg,dscale_ap,dscale_ml,offset_az,offset_el,in_sample_median_error_deg,ecephys_session_id,n_cells
0.0,1.0,1.0,40.9583422561168,-14.585748431675398,16.12816100483197,715093703,314
0.0,1.0,1.0,52.047212103102275,-15.61534792230596,18.81493282942693,719161530,251
0.0,1.0,1.0,47.630817900092076,-10.526650672601612,19.968312774243294,721123822,330
0.0,1.0,1.0,60.121924952209504,4.510537326574961,17.740137363308186,744228101,168
0.0,1.0,1.0,36.40980694452848,-7.767228049718385,18.86305560587412,750749662,298
0.0,1.0,1.0,50.50934425178155,-15.17171012833307,29.187293145100842,751348571,331
0.0,1.0,1.0,24.797257558363658,-8.464288099701974,20.497999321644947,754312389,339
0.0,1.0,1.0,53.7881083025436,-19.16771464329413,16.74155789869852,754829445,223
0.0,1.0,1.0,43.20980074898612,-8.041893628586992,30.484016714251602,755434585,400
0.0,1.0,1.0,50.901494756293,-10.64072859139978,27.149209897782654,756029989,393
0.0,1.0,1.0,34.99512130535443,-1.2277919326397277,21.18793839601207,757216464,409
0.0,1.0,1.0,18.343538178299134,-0.7763715920737213,20.93946298021368,757970808,354
0.0,1.0,1.0,38.255797492457454,-1.6235728735055612,30.520520723593517,758798717,289
0.0,1.0,1.0,38.371888254611896,-5.108494679931561,14.94732152776181,759883607,298
0.0,1.0,1.0,33.85122200728536,-18.064048561772744,19.435931001604114,760345702,327
0.0,1.0,1.0,13.861391169704236,-9.617646923771133,25.036032721032697,761418226,328
0.0,1.0,1.0,47.73553862543914,8.218938566848681,18.14441144810195,762602078,228
0.0,1.0,1.0,26.295091946614267,-9.562468525512005,20.323723820582785,763673393,268
0.0,1.0,1.0,17.6878126152137,-10.798706553267534,28.48731392076362,766640955,317
0.0,1.0,1.0,39.66003195582941,-2.068134728600756,18.53488543306525,767871931,372
0.0,1.0,1.0,43.62821838793051,-7.234474956252397,18.34289344303385,768515987,373
0.0,1.0,1.0,30.868086510552263,-20.580089081073904,17.10251437221282,771160300,378
0.0,1.0,1.0,32.07067807835485,-1.3616593985870176,20.870288137352333,771990200,252
0.0,1.0,1.0,49.76476904785105,13.284646215274954,27.786776708698437,773418906,325
0.0,1.0,1.0,20.069491599174146,-1.0220710739274774,18.837543718805954,774875821,450
0.0,1.0,1.0,33.3881325897655,-12.255893644647601,22.933222387979548,778240327,455
0.0,1.0,1.0,47.44118692037036,-5.825555277088261,26.12532799143107,778998620,345
0.0,1.0,1.0,37.87465853697627,-10.465331919710394,21.121070577501357,779839471,263
0.0,1.0,1.0,46.86859939339964,9.467753784052482,32.262919236121974,781842082,381
0.0,1.0,1.0,32.627038415247746,3.5309916482811228,33.21438609421484,786091066,576
0.0,1.0,1.0,33.26147483478764,-5.001366212542841,19.685668157012717,787025148,215
0.0,1.0,1.0,6.439730481344365,-0.9896467367280746,15.96058876889327,789848216,180
0.0,1.0,1.0,53.58001458169083,-8.818877697315502,17.396402654873636,791319847,349
0.0,1.0,1.0,53.55693374547858,3.268112220282248,14.648387802430605,793224716,253
0.0,1.0,1.0,54.22020796159233,2.281940497611126,31.609778435449623,794812542,383
0.0,1.0,1.0,52.14656577765965,5.808632568915143,33.43710675930204,797828357,340
0.0,1.0,1.0,42.88347949999265,-1.475504687653953,24.283326969773352,798911424,478
0.0,1.0,1.0,36.11435507629609,1.2363235365114553,33.367272689175465,799864342,327
0.0,1.0,1.0,41.827022355025306,7.217264715001553,14.766829160108871,816200189,322
0.0,1.0,1.0,59.53966481810861,2.1686770399428625,27.792394955640347,829720705,398
0.0,1.0,1.0,55.13335971697864,-8.70872511548015,27.19790281289988,831882777,310
0.0,1.0,1.0,49.26946155032724,16.54320394205576,37.98256446340769,835479236,271
0.0,1.0,1.0,50.78699827877963,-3.438890080473545,18.55826273495893,839068429,329
0.0,1.0,1.0,37.10442381749811,-15.367421987139203,18.207972481077256,840012044,385
0.0,1.0,1.0,24.990071242706808,5.22069188671215,30.5940123610395,847657808,414
