dtheta_deg,dscale_ap,dscale_ml,offset_az,offset_el,in_sample_median_error_deg,ecephys_session_id,n_cells
0.0,1.1124999999999998,0.9624999999999999,42.6162311020432,-13.711069241935903,14.65615601856144,715093703,314
0.0,1.15,1.1124999999999998,53.56702925656647,-15.336886127474191,14.230282212429609,719161530,251
0.0,1.075,1.0374999999999999,52.18878963162747,-6.667474741942054,17.674756335858213,721123822,330
0.0,1.0374999999999999,0.9249999999999999,58.92413265100618,3.993495886541717,16.544992023310144,744228101,168
0.0,0.8875,1.15,36.312240695071054,-8.004250584051485,15.379041396244444,750749662,298
0.0,1.15,0.8875,49.34729628790928,-17.450065013774516,26.258762250014634,751348571,331
0.0,0.85,0.85,24.58873278929558,-8.77456157610477,18.735221415965075,754312389,339
0.0,1.075,1.0,55.12576861178758,-18.97326601558525,16.241230971716,754829445,223
0.0,1.15,1.15,43.10697485128586,-5.830769301659029,27.177354308427283,755434585,400
0.0,1.1124999999999998,1.15,57.967133024059294,-9.971640935284336,23.72048881862992,756029989,393
0.0,1.0374999999999999,1.075,36.660981012758185,-0.6739794423746396,19.331361929195964,757216464,409
0.0,1.1124999999999998,0.9624999999999999,19.977657790479224,-0.8456467720680008,20.79902275703993,757970808,354
0.0,1.1124999999999998,1.15,41.540758689656734,-1.4872102694786278,26.996086859255303,758798717,289
0.0,1.0,1.15,35.755132269379786,-2.9292017043130767,14.223895698924295,759883607,298
0.0,1.15,1.0374999999999999,35.82763227706376,-16.245934729362354,18.43154811333228,760345702,327
0.0,1.1124999999999998,1.075,18.439346106196307,-9.590793652320711,24.10586613743462,761418226,328
0.0,1.0374999999999999,1.15,48.819312757804965,12.003664279896798,16.60093925467079,762602078,228
0.0,1.15,1.0,27.772507688893413,-9.855256202225302,17.394087651695436,763673393,268
0.0,1.1124999999999998,1.15,23.69096808343996,-11.39078077922197,22.35396718677633,766640955,317
0.0,0.85,0.9624999999999999,39.90562619885342,-1.856009662721535,18.403287719690113,767871931,372
0.0,1.1124999999999998,0.9624999999999999,45.44488071754193,-6.1056409914443135,17.11636631512353,768515987,373
0.0,0.8875,1.075,32.34648651600154,-19.495975012543024,15.896973182114344,771160300,378
0.0,1.15,1.15,35.19701268215509,0.3769314356749123,19.870166104215258,771990200,252
0.0,1.15,1.1124999999999998,51.53428025437901,12.82148318372696,24.773489383820515,773418906,325
0.0,0.85,0.9249999999999999,17.287530178511997,1.1707806583284097,17.44637981013664,774875821,450
0.0,1.15,1.15,32.21218038534421,-12.439970783916094,19.03002494548448,778240327,455
0.0,1.15,1.15,48.65141668681814,-4.97614671355068,20.358960705192644,778998620,345
0.0,0.8875,0.9249999999999999,37.711096875473395,-11.077291020197082,19.284875603549008,779839471,263
0.0,1.15,1.15,51.85082107895829,12.31574946519638,25.485618568313328,781842082,381
0.0,1.15,1.15,35.349759237626465,4.3467457394072815,27.444049141386444,786091066,576
0.0,1.0374999999999999,1.15,31.657557555533568,-3.411471322039027,18.456106341959185,787025148,215
0.0,1.1124999999999998,1.15,12.674341356361884,-5.4938651767654445,6.922701167823314,789848216,180
0.0,1.15,1.075,57.803291086764496,-8.51672347476414,15.827438163324693,791319847,349
0.0,0.9624999999999999,1.0,52.730176637029025,2.918114341531519,14.36010288219539,793224716,253
0.0,1.15,1.15,51.827647393409364,3.887037392968799,29.38131332509008,794812542,383
0.0,1.15,1.0374999999999999,55.577037167549214,5.491900707962863,31.48132920922378,797828357,340
0.0,1.1124999999999998,1.15,41.477531586857744,0.27533385871036015,22.358727662661423,798911424,478
0.0,1.15,1.1124999999999998,43.116035249025444,2.2245335224806824,29.065927180551213,799864342,327
0.0,0.85,1.075,42.4631278081788,6.804644337729026,12.3228074125012,816200189,322
0.0,1.15,1.1124999999999998,66.90125337251713,2.7014684710531847,26.367024201199808,829720705,398
0.0,1.15,1.15,55.18792445259408,-7.470424711860359,25.346386232877876,831882777,310
0.0,0.9249999999999999,0.85,45.845394234956956,13.7622655136186,35.606223540911145,835479236,271
0.0,1.075,0.9624999999999999,49.844707157320805,-3.1021026103967615,17.897667059150447,839068429,329
0.0,1.0374999999999999,1.15,43.01371443673493,-15.769448762923979,16.65668053838683,840012044,385
0.0,0.9624999999999999,1.15,28.2637580193617,5.650357434287045,23.254584271780345,847657808,414
