dtheta_deg,dscale_ap,dscale_ml,offset_az,offset_el,in_sample_median_error_deg,ecephys_session_id,n_cells
3.0,1.0,1.0,40.754718033821526,-15.469541600878154,15.657278973853161,715093703,314
7.0,1.0,1.0,52.408762525439435,-15.164264696136387,15.419121355308187,719161530,251
2.0,1.0,1.0,48.33936245916987,-9.045305990898761,17.251793860633565,721123822,330
8.0,1.0,1.0,60.716457341680396,1.6683912386535313,16.31558528218644,744228101,168
-8.0,1.0,1.0,36.06512672928455,-6.804338098810583,17.283973173309036,750749662,298
8.0,1.0,1.0,47.780150371916285,-14.145111324180593,26.297644081913454,751348571,331
-1.0,1.0,1.0,24.311658250167635,-8.322240531931175,20.309046337616145,754312389,339
0.0,1.0,1.0,53.7881083025436,-19.16771464329413,16.74155789869852,754829445,223
8.0,1.0,1.0,42.15808393238494,-5.92222443373369,26.548626417334884,755434585,400
-2.0,1.0,1.0,51.34425948803272,-11.750381389494905,26.936142625542423,756029989,393
8.0,1.0,1.0,32.621088691034224,-3.7781696483720166,19.569915380188668,757216464,409
6.0,1.0,1.0,17.522906114201152,-2.2568290653208614,20.38311266344096,757970808,354
4.0,1.0,1.0,37.38426590951077,-0.8635601334554502,29.82223071539556,758798717,289
7.0,1.0,1.0,37.253818234410005,-1.9487030849001785,13.085896734096739,759883607,298
7.0,1.0,1.0,35.687597497670026,-14.392996853608285,16.185501752860624,760345702,327
0.0,1.0,1.0,13.861391169704236,-9.617646923771133,25.036032721032697,761418226,328
8.0,1.0,1.0,44.123071761128905,8.995535797730964,16.17625205930309,762602078,228
6.0,1.0,1.0,28.029199068588472,-8.36973084505962,19.08892247397187,763673393,268
7.0,1.0,1.0,18.60159799492956,-11.629975589358004,26.424296103929585,766640955,317
6.0,1.0,1.0,39.98572029688529,-1.7205778698502627,17.624858040907085,767871931,372
7.0,1.0,1.0,45.49656679196109,-5.85817882005332,14.556060872962771,768515987,373
1.0,1.0,1.0,31.133709418228065,-20.14194624869554,17.04374955905453,771160300,378
8.0,1.0,1.0,29.95435175593105,-0.11025297921340174,19.34577215364547,771990200,252
8.0,1.0,1.0,49.07722761083232,9.85416982157074,21.65304790993063,773418906,325
8.0,1.0,1.0,20.198593159222213,-3.9441453341932178,15.339959175326502,774875821,450
8.0,1.0,1.0,35.35264249768867,-12.336368034642767,19.593078284059615,778240327,455
2.0,1.0,1.0,47.53384361454452,-5.708671960002367,25.21035895329577,778998620,345
0.0,1.0,1.0,37.87465853697627,-10.465331919710394,21.121070577501357,779839471,263
8.0,1.0,1.0,46.13595102242638,6.532099582418551,27.768125005428953,781842082,381
8.0,1.0,1.0,31.783536682877905,1.6613292192779363,29.683159222580883,786091066,576
8.0,1.0,1.0,32.521362627751294,-2.963904366343967,16.72094587567616,787025148,215
6.0,1.0,1.0,9.757089572823327,-2.495505372299286,14.667261477276455,789848216,180
3.0,1.0,1.0,53.8722470273187,-8.729722020734798,17.12957054438831,791319847,349
-1.0,1.0,1.0,53.716408362289066,3.6302688119971753,14.537967588205854,793224716,253
8.0,1.0,1.0,52.237420653739896,0.43315582060284336,26.185184065633308,794812542,383
8.0,1.0,1.0,51.530970180529835,4.1943580155539415,30.274175532379942,797828357,340
8.0,1.0,1.0,43.778559887520586,0.4167763994484807,21.740141720225928,798911424,478
-5.0,1.0,1.0,35.57703124619529,0.31377508710834684,33.288189477226354,799864342,327
7.0,1.0,1.0,42.860095167763674,5.897819614010964,12.537386296313205,816200189,322
4.0,1.0,1.0,58.94692520426257,0.9375536304411182,27.292321642911606,829720705,398
8.0,1.0,1.0,54.02895794832899,-6.184505867233222,25.559315545392018,831882777,310
-8.0,1.0,1.0,48.923067944321964,22.083533223696886,36.283545339087574,835479236,271
8.0,1.0,1.0,51.839135864988975,-5.131266545947666,17.667140294637758,839068429,329
8.0,1.0,1.0,36.134625343253504,-12.52471804900865,14.717677390356263,840012044,385
8.0,1.0,1.0,25.62682325763234,3.7507677053195314,27.18018609092635,847657808,414
