stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,size,spatial_frequency,phase,temporal_frequency,contrast,color,Speed,y_position,frame,coherence,stimulus_name,x_position,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
131,0.0,101.49388,101.74407,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25019448,35,,,0,,False,1,train,0
132,0.0,101.74407,101.99427,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25019448,102,,,0,,False,0,train,0
133,0.0,101.99427,102.24448,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,40.0,null,0.25021302,103,,,0,,False,0,train,0
134,0.0,102.24448,102.49469,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,0.0,null,0.25021302,20,,,0,,False,2,test,2
135,0.0,102.49469,102.74491,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25021302,104,,,0,,False,0,train,0
136,0.0,102.74491,102.99512,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25021302,105,,,0,,False,0,train,0
137,0.0,102.99512,103.24533,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,40.0,null,0.25020448,106,,,0,,False,0,train,0
138,0.0,103.24533,103.49553,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25020448,107,,,0,,False,0,train,1
139,0.0,103.49553,103.74573,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25020448,74,,,0,,False,1,train,2
140,0.0,103.74573,103.99594,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-40.0,null,0.25020448,42,,,0,,False,2,test,2
141,0.0,103.99594,104.24615,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25021302,86,,,0,,False,1,train,1
142,0.0,104.24615,104.49636,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-30.0,null,0.25021302,108,,,0,,False,0,train,2
143,0.0,104.49636,104.74658,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-10.0,null,0.25021302,62,,,0,,False,2,test,1
144,0.0,104.74658,104.99679,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,40.0,null,0.25021302,109,,,0,,False,0,train,2
145,0.0,104.99679,105.247,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25020698,56,,,0,,False,1,train,2
146,0.0,105.247,105.4972,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25020698,110,,,0,,False,0,train,1
147,0.0,105.4972,105.74741,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25020698,111,,,0,,False,0,train,2
148,0.0,105.74741,105.99762,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25020698,27,,,0,,False,1,train,0
149,0.0,105.99762,106.24783,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25021302,112,,,0,,False,0,train,0
150,0.0,106.24783,106.49804,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-30.0,null,0.25021302,25,,,0,,False,1,train,0
151,0.0,106.49804,106.74826,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-10.0,null,0.25021302,113,,,0,,False,0,train,2
152,0.0,106.74826,106.99847,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25021302,114,,,0,,False,0,train,2
153,0.0,106.99847,107.24868,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25020448,115,,,0,,False,0,train,0
154,0.0,107.24868,107.49888,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25020448,116,,,0,,False,0,train,2
155,0.0,107.49888,107.74908,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25020448,117,,,0,,False,0,train,0
156,0.0,107.74908,107.99929,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25020448,118,,,0,,False,0,train,1
157,0.0,107.99929,108.24951,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25021802,41,,,0,,False,1,train,0
158,0.0,108.24951,108.49972,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,30.0,null,0.25021802,119,,,0,,False,0,train,0
159,0.0,108.49972,108.74994,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,30.0,null,0.25021802,120,,,0,,False,0,train,2
160,0.0,108.74994,109.00016,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25021802,121,,,0,,False,0,train,1
161,0.0,109.00016,109.25036,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25019948,68,,,0,,False,1,train,0
162,0.0,109.25036,109.50056,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25019948,122,,,0,,False,0,train,2
163,0.0,109.50056,109.75076,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,0.0,null,0.25019948,2,,,0,,False,1,train,2
164,0.0,109.75076,110.00096,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25019948,123,,,0,,False,0,train,1
165,0.0,110.00096,110.25117,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,20.0,null,0.25020802,124,,,0,,False,0,train,0
166,0.0,110.25117,110.50137,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,40.0,null,0.25020802,125,,,0,,False,0,train,0
167,0.0,110.50137,110.75158,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-10.0,null,0.25020802,126,,,0,,False,0,train,1
168,0.0,110.75158,111.00179,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,20.0,null,0.25020802,127,,,0,,False,0,train,1
169,0.0,111.00179,111.252,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-20.0,null,0.25020948,128,,,0,,False,0,train,2
170,0.0,111.252,111.50221,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25020948,129,,,0,,False,0,train,2
171,0.0,111.50221,111.75242,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25020948,97,,,0,,False,2,test,2
172,0.0,111.75242,112.00263,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25020948,123,,,0,,False,1,train,1
173,0.0,112.00263,112.25284,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,0.0,null,0.25021052,2,,,0,,False,2,test,2
174,0.0,112.25284,112.50305,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25021052,130,,,0,,False,0,train,0
175,0.0,112.50305,112.75326,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25021052,131,,,0,,False,0,train,0
176,0.0,112.75326,113.00347,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25021052,132,,,0,,False,0,train,0
177,0.0,113.00347,113.25368,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-40.0,null,0.25020448,133,,,0,,False,0,train,1
178,0.0,113.25368,113.50388,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25020448,134,,,0,,False,0,train,2
179,0.0,113.50388,113.75408,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,30.0,null,0.25020448,19,,,0,,False,1,train,2
180,0.0,113.75408,114.00429,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,30.0,null,0.25020448,19,,,0,,False,2,test,2
181,0.0,114.00429,114.25451,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25022052,54,,,0,,False,1,train,2
182,0.0,114.25451,114.50473,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25022052,135,,,0,,False,0,train,0
183,0.0,114.50473,114.75495,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,0.0,null,0.25022052,136,,,0,,False,0,train,0
184,0.0,114.75495,115.00517,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25022052,137,,,0,,False,0,train,1
185,0.0,115.00517,115.25538,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,30.0,null,0.25020448,82,,,0,,False,1,train,1
186,0.0,115.25538,115.50558,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-20.0,null,0.25020448,138,,,0,,False,0,train,1
187,0.0,115.50558,115.75578,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25020448,132,,,0,,False,1,train,0
188,0.0,115.75578,116.00599,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,10.0,null,0.25020448,44,,,0,,False,2,test,1
189,0.0,116.00599,116.25619,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25020302,135,,,0,,False,1,train,0
190,0.0,116.25619,116.50639,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25020302,69,,,0,,False,2,test,0
191,0.0,116.50639,116.7566,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020302,3,,,0,,False,1,train,1
192,0.0,116.7566,117.0068,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25020302,76,,,0,,False,2,test,1
193,0.0,117.0068,117.25701,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-10.0,null,0.25021198,55,,,0,,False,1,train,1
194,0.0,117.25701,117.50722,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,40.0,null,0.25021198,139,,,0,,False,0,train,1
195,0.0,117.50722,117.75744,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-20.0,null,0.25021198,140,,,0,,False,0,train,0
196,0.0,117.75744,118.00765,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,10.0,null,0.25021198,59,,,0,,False,2,test,0
197,0.0,118.00765,118.25786,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,0.0,null,0.25020802,47,,,0,,False,1,train,0
198,0.0,118.25786,118.50806,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25020802,54,,,0,,False,2,test,2
199,0.0,118.50806,118.75827,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,10.0,null,0.25020802,49,,,0,,False,1,train,2
200,0.0,118.75827,119.00848,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25020802,16,,,0,,False,2,test,2
201,0.0,119.00848,119.25869,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25020698,132,,,0,,False,2,test,0
202,0.0,119.25869,119.50889,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25020698,141,,,0,,False,0,train,1
203,0.0,119.50889,119.7591,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25020698,142,,,0,,False,0,train,0
204,0.0,119.7591,120.00931,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-40.0,null,0.25020698,72,,,0,,False,1,train,1
205,0.0,120.00931,120.25952,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25021052,23,,,0,,False,1,train,2
206,0.0,120.25952,120.50973,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25021052,38,,,0,,False,1,train,2
207,0.0,120.50973,120.75994,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25021052,143,,,0,,False,0,train,0
208,0.0,120.75994,121.01015,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25021052,118,,,0,,False,1,train,1
209,0.0,121.01015,121.26036,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-40.0,null,0.25020698,144,,,0,,False,0,train,0
210,0.0,121.26036,121.51056,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-10.0,null,0.25020698,64,,,0,,False,1,train,0
211,0.0,121.51056,121.76077,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,30.0,null,0.25020698,145,,,0,,False,0,train,1
212,0.0,121.76077,122.01098,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25020698,146,,,0,,False,0,train,2
213,0.0,122.01098,122.26119,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25021302,147,,,0,,False,0,train,0
214,0.0,122.26119,122.5114,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25021302,147,,,0,,False,1,train,0
215,0.0,122.5114,122.76162,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25021302,148,,,0,,False,0,train,0
216,0.0,122.76162,123.01183,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25021302,149,,,0,,False,0,train,1
217,0.0,123.01183,123.26204,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25020448,75,,,0,,False,1,train,1
218,0.0,123.26204,123.51224,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25020448,150,,,0,,False,0,train,0
219,0.0,123.51224,123.76244,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-30.0,null,0.25020448,151,,,0,,False,0,train,2
220,0.0,123.76244,124.01265,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-10.0,null,0.25020448,64,,,0,,False,2,test,0
221,0.0,124.01265,124.26287,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25022052,33,,,0,,False,1,train,0
222,0.0,124.26287,124.51309,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,40.0,null,0.25022052,152,,,0,,False,0,train,1
223,0.0,124.51309,124.76331,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,40.0,null,0.25022052,125,,,0,,False,1,train,0
224,0.0,124.76331,125.01353,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,10.0,null,0.25022052,44,,,0,,False,3,train,1
225,0.0,125.01353,125.26373,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25020198,112,,,0,,False,1,train,0
226,0.0,125.26373,125.51393,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,20.0,null,0.25020198,77,,,0,,False,1,train,2
227,0.0,125.51393,125.76414,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,0.0,null,0.25020198,47,,,0,,False,2,test,0
228,0.0,125.76414,126.01434,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25020198,94,,,0,,False,1,train,2
229,0.0,126.01434,126.26455,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25021302,15,,,0,,False,3,train,2
230,0.0,126.26455,126.51476,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,20.0,null,0.25021302,124,,,0,,False,1,train,0
231,0.0,126.51476,126.76498,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25021302,122,,,0,,False,1,train,2
232,0.0,126.76498,127.01519,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25021302,104,,,0,,False,1,train,0
233,0.0,127.01519,127.26539,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25019948,41,,,0,,False,2,test,0
234,0.0,127.26539,127.51559,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25019948,86,,,0,,False,2,test,1
235,0.0,127.51559,127.76579,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25019948,153,,,0,,False,0,train,0
236,0.0,127.76579,128.01599,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25019948,154,,,0,,False,0,train,0
237,0.0,128.01599,128.26621,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25021802,61,,,0,,False,1,train,1
238,0.0,128.26621,128.51642,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25021802,32,,,0,,False,1,train,1
239,0.0,128.51642,128.76664,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25021802,80,,,0,,False,1,train,2
240,0.0,128.76664,129.01686,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-40.0,null,0.25021802,72,,,0,,False,2,test,1
241,0.0,129.01686,129.26706,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25020198,155,,,0,,False,0,train,1
242,0.0,129.26706,129.51726,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25020198,156,,,0,,False,0,train,2
243,0.0,129.51726,129.76747,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020198,3,,,0,,False,2,test,1
244,0.0,129.76747,130.01767,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-30.0,null,0.25020198,79,,,0,,False,1,train,1
245,0.0,130.01767,130.26789,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25022052,97,,,0,,False,3,train,2
246,0.0,130.26789,130.51811,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25022052,146,,,0,,False,1,train,2
247,0.0,130.51811,130.76833,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-10.0,null,0.25022052,67,,,0,,False,1,train,0
248,0.0,130.76833,131.01855,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,10.0,null,0.25022052,44,,,0,,False,4,train,1
249,0.0,131.01855,131.26875,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25019948,157,,,0,,False,0,train,1
250,0.0,131.26875,131.51895,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-40.0,null,0.25019948,144,,,0,,False,1,train,0
251,0.0,131.51895,131.76915,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,0.0,null,0.25019948,28,,,0,,False,3,train,2
252,0.0,131.76915,132.01935,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25019948,158,,,0,,False,0,train,2
253,0.0,132.01935,132.26956,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25021552,15,,,0,,False,4,train,2
254,0.0,132.26956,132.51978,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25021552,31,,,0,,False,1,train,0
255,0.0,132.51978,132.77,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25021552,32,,,0,,False,2,test,1
256,0.0,132.77,133.02021,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25021552,10,,,0,,False,3,train,1
257,0.0,133.02021,133.27041,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25020198,159,,,0,,False,0,train,1
258,0.0,133.27041,133.52061,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-20.0,null,0.25020198,128,,,0,,False,1,train,2
259,0.0,133.52061,133.77082,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25020198,50,,,0,,False,2,test,2
260,0.0,133.77082,134.02102,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-20.0,null,0.25020198,160,,,0,,False,0,train,0
