ecephys_unit_id,L_ratio,age_in_days,amplitude_cutoff,anterior_posterior_ccf_coordinate,area_rf,azimuth_rf,c50_dg,cumulative_drift,d_prime,date_of_acquisition,dorsal_ventral_ccf_coordinate,ecephys_channel_id,ecephys_probe_id,ecephys_session_id,ecephys_structure_acronym,ecephys_structure_id,elevation_rf,f1_f0_dg,fano_dg,fano_dm,fano_fl,fano_ns,fano_rf,fano_sg,firing_rate,firing_rate_dg,firing_rate_dm,firing_rate_fl,firing_rate_ns,firing_rate_rf,firing_rate_sg,g_dsi_dg,g_osi_dg,g_osi_sg,genotype,has_lfp_data,height_rf,image_selectivity_ns,isi_violations,isolation_distance,left_right_ccf_coordinate,lfp_sampling_rate,lifetime_sparseness_dg,lifetime_sparseness_dm,lifetime_sparseness_fl,lifetime_sparseness_ns,lifetime_sparseness_rf,lifetime_sparseness_sg,local_index,max_drift,mod_idx_dg,name,nn_hit_rate,nn_miss_rate,on_off_ratio_fl,on_screen_rf,p_value_rf,phase,pref_dir_dm,pref_dir_multi_dm,pref_image_ns,pref_images_multi_ns,pref_ori_dg,pref_ori_multi_dg,pref_ori_multi_sg,pref_ori_sg,pref_phase_multi_sg,pref_phase_sg,pref_sf_multi_sg,pref_sf_sg,pref_speed_dm,pref_speed_multi_dm,pref_tf_dg,pref_tf_multi_dg,presence_ratio,probe_horizontal_position,probe_vertical_position,published_at,quality,run_mod_dg,run_mod_dm,run_mod_fl,run_mod_ns,run_mod_rf,run_mod_sg,run_pval_dg,run_pval_dm,run_pval_fl,run_pval_ns,run_pval_rf,run_pval_sg,sampling_rate,session_type,sex,silhouette_score,snr,specimen_id,sustained_idx_fl,time_to_peak_dm,time_to_peak_fl,time_to_peak_ns,time_to_peak_rf,time_to_peak_sg,waveform_PT_ratio,waveform_amplitude,waveform_duration,waveform_halfwidth,waveform_recovery_slope,waveform_repolarization_slope,waveform_spread,waveform_velocity_above,waveform_velocity_below,width_rf,time_to_first_spike_fl,cortical_depth,cortical_layer,area,session,timescale_ac,err_ac,spike_count_ac,timescale_it,err_it,spike_count_it,group,published_like_qc,unit_split
951874249,7.0176626e-08,119,0.00020965908,7779,100,10,,130.43,5.7501207,2018-10-26T07:48:22Z,2321,850077036,768908587,761418226,VISal,402,50,0.86347237,3.9298851,,2.3405464,1.5228571,2.5212121,2.7708189,7.4093037,5.4310702,,5.6486387,10.802395,5.5164761,8.6392498,0.12730252,0.038417203,0.036000435,wt/wt,True,10793.844,-0.14147458,0.00066443489,119.60458,9294,1249.9966,0.040392331,,0.044552732,0.016038713,0.088011567,0.021502911,152,49.47,0.71918061,probeD,1,0.00010519672,,False,0.054,3a,,,4948,False,180,False,False,0,False,0.5,False,0.08,,,1,False,0.99,43,1540,2019-10-03T00:00:00Z,good,0.32538168,,0.4010989,,,0.5875,0.15889539,,0.11401945,,,0.0040201448,29999.919,brain_observatory_1.1,M,0.20031594,4.0787693,742714475,0.16331995,,0.0005,0.1075,0.0525,0.0465,0.57497281,203.98131,0.30217755,0.17855946,-0.15025183,0.87636104,60,0,0.34338358,122.04944,0.091,0.9890781,6,,,,,,,,,HVA,False,descriptive
951874264,2.2020438e-13,119,3.7875518e-05,7779,300,50,0.31276863,66.51,9.6764765,2018-10-26T07:48:22Z,2321,850077036,768908587,761418226,VISal,402,50,0.23284159,0.69174917,,0.94114943,0.61736842,0.54408602,0.48979021,16.964079,14.477029,,12.203191,21.577921,12.406863,20.251281,0.020949612,0.013179956,0.020412175,wt/wt,True,158.71659,0.029355932,0,281.36128,9294,1249.9966,0.006995381,,0.00034318398,0.0020426812,0.016252058,0.0033594855,152,56.31,0.35646737,probeD,1,0,,False,0.391,3a,,,5024,False,45,False,False,150,False,0.25,False,0.02,,,15,False,0.99,43,1540,2019-10-03T00:00:00Z,good,-0.14423077,,-0.10091743,,,-0.086021505,0.34624457,,0.5784549,,,0.37055507,29999.919,brain_observatory_1.1,M,0.12140702,4.2598702,742714475,0.23192771,,0.0005,0.2265,0.0365,0.1345,0.28722442,329.6044,0.48073702,0.12361809,-0.12714984,1.2331706,40,0.4120603,,10471.427,0.081,0.9890781,6,,,,,,,,,HVA,False,descriptive
951874280,0.013839397,119,0.14829076,7783,100,10,,135,3.0177534,2018-10-26T07:48:22Z,2316,850077038,768908587,761418226,VISal,402,50,0.51735546,6.824,,2.5251406,2.2348837,5.3954693,3.2320755,16.138726,19.072021,,15.000866,14.088386,16.440875,16.696333,0.08416135,0.032939985,0.03279576,wt/wt,True,2940.3958,-0.13764407,0.038093258,98.510158,9299,1249.9966,0.02114459,,0.062359018,0.0097199154,0.053082285,0.011983894,153,44.09,0.5668978,probeD,0.892,0.033169378,,False,0.119,3a,,,4908,False,180,False,False,0,False,0.5,False,0.08,,,1,False,0.99,11,1540,2019-10-03T00:00:00Z,good,0.19661125,,0.43050193,,,-0.039969547,0.27241596,,0.07253475,,,0.87948261,29999.919,brain_observatory_1.1,M,0.12439285,2.1079405,742714475,0.33333333,,0.0005,0.1945,0.2315,0.1035,0.43887557,81.45579,0.21976549,0.13735343,-0.063770481,0.35988357,80,0,-0.34338358,9331.3643,0.073,0.98391932,6,,,,,,,,,HVA,False,descriptive
951874308,0.00091968064,119,0.00013428901,7783,200,10,0.013278431,163.49,6.0919138,2018-10-26T07:48:22Z,2316,850077038,768908587,761418226,VISal,402,45,0.68382454,12.609877,,5.6060215,1.0232323,4.7954802,3.4603737,19.319077,8.0499718,,7.3805327,33.594762,6.6162625,25.34291,0.028170058,0.087946233,0.013878121,wt/wt,True,175.88853,-0.065474576,0.030003867,110.5951,9299,1249.9966,0.033989244,,0.21048581,0.0038940716,0.1709684,0.011923813,153,47.42,1.6562987,probeD,0.99333333,0.00015678896,,False,0.502,3a,,,5014,False,45,False,False,90,False,0.75,False,0.02,,,8,False,0.99,11,1540,2019-10-03T00:00:00Z,good,0.041044776,,0.46753247,,,0.87528345,0.91259128,,0.049128228,,,2.1217977e-11,29999.919,brain_observatory_1.1,M,0.12186488,2.9828867,742714475,0.18373494,,0.0205,0.0225,0.0985,0.2365,0.44666257,140.77069,0.20603015,0.10988275,-0.090971205,0.55860008,90,0.13735343,0.068676717,5383.395,0.102,0.98391932,6,,,,,,,,,HVA,False,descriptive
951874324,0.0092561325,119,0.5,7802,600,36.667,0.030392157,378.51,3.8106433,2018-10-26T07:48:22Z,2291,850077046,768908587,761418226,VISal,402,-15,1.1908904,3.4210046,,1.1917949,1.3504762,0.93333333,1,1.708125,1.427529,,1.2522925,2.2126034,0.98246125,2.184791,0.18457877,0.10525943,0.070684202,wt/wt,True,90.928498,0.023932203,0.48756499,47.611272,9323,1249.9966,0.070499948,,0.022381379,0.044620134,0.28169724,0.043082234,157,47.43,1.2934257,probeD,0.81010101,0.0018640908,,True,0.04,3a,,,4968,True,135,False,False,120,False,0.5,False,0.02,,,1,False,0.99,11,1580,2019-10-03T00:00:00Z,good,0.60869565,,-0.44,,,0.25925926,0.096347195,,0.4956764,,,0.42067503,29999.919,brain_observatory_1.1,M,0.089898915,2.19196,742714475,0.10441767,,0.0115,0.0455,0.2115,0.1135,0.36213153,90.2382,0.37085427,0.17855946,-0.062325071,0.37972664,90,0.098109596,0.068676717,119.1762,0.107,0.94578737,6,,,,,,,,,HVA,False,descriptive
951874339,0.00020574225,119,0.5,7802,,,,683.79,5.1279548,2018-10-26T07:48:22Z,2291,850077046,768908587,761418226,VISal,402,,1.29074,2.3555556,,,1.966506,,2.6194872,2.1911141,0.23403851,,0,4.1867507,0,3.2112431,0.16443513,0.012987013,0.088121907,wt/wt,True,,0.071372881,0.19753797,95.716084,9323,1249.9966,0.24938597,,,0.037959025,,0.06946028,157,34.71,0.23166857,probeD,0.98699764,0.00048020855,,False,,3a,,,5017,False,270,False,False,150,False,0.5,False,0.08,,,2,False,0.78,11,1580,2019-10-03T00:00:00Z,good,-0.6,,,,,0.64,0.25283222,,,,,0.062151934,29999.919,brain_observatory_1.1,M,0.085817266,1.3765997,742714475,,,0.0005,0.1265,0.0005,0.2235,2.1679064,63.0006,0.28844221,0.15108878,-0.024171529,0.26160254,30,-0.68676717,-6.8676717,,,0.94578737,6,,,,,,,,,HVA,False,descriptive
951874371,2.1712394e-05,119,0.032198044,7798,300,43.333,0.44967843,127.46,6.0406666,2018-10-26T07:48:22Z,2296,850077044,768908587,761418226,VISal,402,-26.667,0.53532474,11.554955,,2.9999117,2.359426,2.4833333,1.4123768,18.290134,7.8762961,,7.2739546,30.606337,7.6294257,23.905477,0.028517093,0.079486429,0.015682176,wt/wt,True,99.526989,0.077627119,0.07741619,116.52413,9318,1249.9966,0.035705047,,0.022316572,0.0041561068,0.092453871,0.010595183,156,46.61,0.79717658,probeD,0.99933333,0.00096698439,,False,0.371,3a,,,4938,False,45,False,False,0,False,0.75,False,0.32,,,15,False,0.99,43,1580,2019-10-03T00:00:00Z,good,,,0.39732143,,,0.55088702,,,0.22125668,,,0.00026672923,29999.919,brain_observatory_1.1,M,0.14010704,2.2203894,742714475,0.15060241,,0.1655,0.0195,0.1715,0.0295,0.48385241,110.79842,0.23350084,0.13735343,-0.070643583,0.4425218,150,0.12263699,0.19458403,10534.506,0.104,0.95220292,6,,,,,,,,,HVA,False,descriptive
951874388,0.0052631748,119,0.22075079,7810,,,0.88607843,249.12,3.7741509,2018-10-26T07:48:22Z,2280,850077050,768908587,761418226,VISal,402,,1.2099756,6.7333333,,,4.8622222,,5.2356215,0.84987784,1.5847902,,0,0.50579549,0,0.9898169,0.081544012,0.025916254,0.19053235,wt/wt,True,,0.31076271,0,48.063846,9332,1249.9966,0.14102134,,,0.2972578,,0.22560505,159,22.51,0.60456672,probeD,0.93527508,0.0003368024,,False,,3a,,,4916,False,45,False,False,60,False,0.25,False,0.04,,,15,False,0.78,27,1600,2019-10-03T00:00:00Z,good,,,,,,-0.54367201,,,,,,0.35893725,29999.919,brain_observatory_1.1,M,0.063145793,2.8696865,742714475,,,0.0005,0.0255,0.0005,0.0075,0.20758625,114.30627,0.23350084,0.08241206,-0.072457241,0.4405846,20,,-13.048576,,,0.93132597,6,,,,,,,,,HVA,False,descriptive
951874402,0.009981807,119,0.5,7814,0,,,591.16,2.3986042,2018-10-26T07:48:22Z,2274,850077052,768908587,761418226,VISal,402,,1.0325366,3.0666667,,0.90666667,3.172053,1.8666667,1.9319403,4.2680742,0.94992103,,0.29308975,5.3756724,0.035087902,6.2040072,0.11889029,0.13636162,0.056464691,wt/wt,True,40.676825,0.36211864,0.014016556,64.476302,9337,1249.9966,0.14565905,,0.13846154,0.11782278,0.89277947,0.069829531,160,37.77,0.0045684307,probeD,0.87133333,0.0057064148,,False,0.578,3a,,,5026,False,180,False,False,0,False,0.75,False,0.32,,,1,False,0.98,43,1620,2019-10-03T00:00:00Z,good,0.1875,,0.82142857,,-1,0.90692641,0.68194566,,0.2519983,,0.33704906,6.48064e-09,29999.919,brain_observatory_1.1,M,0.12050882,1.5232464,742714475,0.02811245,,0.0695,0.1985,0.0365,0.1415,1.8335805,116.24925,0.21976549,0.12361809,-0.06561156,0.23076183,40,-0.34338358,0.68676717,398.38075,0.075,0.92341673,6,,,,,,,,,HVA,False,descriptive
951874417,0.0086593827,119,0.10119138,7814,300,33.333,1.040102,387.64,3.9957194,2018-10-26T07:48:22Z,2274,850077052,768908587,761418226,VISal,402,33.333,0.36757316,7.4828516,,1.9897189,4.1414035,1.5137255,2.8419355,6.0846115,6.9369651,,3.8101667,8.4332834,0.97588227,7.2251305,0.096783578,0.028663819,0.053819866,wt/wt,True,50.706928,0.034559322,0.067983653,99.940969,9337,1249.9966,0.13985765,,0.050433788,0.036402683,0.34898001,0.045670584,160,17.72,7.1396022,probeD,0.91333333,0.014132426,,True,0,3a,,,5024,False,45,False,False,150,False,0.75,False,0.08,,,2,False,0.99,43,1620,2019-10-03T00:00:00Z,good,0.070454545,,0.083333333,,-1,0.94155844,0.85602764,,0.8765636,,0.0050514863,4.488133e-08,29999.919,brain_observatory_1.1,M,0.10606788,1.7754132,742714475,0.10977242,,0.0815,0.0735,0.2035,0.0635,0.27803992,61.177545,0.3159129,0.096147404,-0.02249465,0.21863997,40,0,-1.3735343,66.551342,0.1,0.92341673,6,VISal,7.6141823e+08,223.5927,168.63263,137,22.094884,54.259402,741,HVA,True,evaluation
951874432,0.0057330395,119,0.0012319364,7841,800,16.25,0.094568627,107.08,4.3559357,2018-10-26T07:48:22Z,2232,850077066,768908587,761418226,VISal,402,17.5,0.29170791,1.72827,,1.0979576,0.92313152,0.36838488,1.3194585,13.034477,9.7178933,,7.753556,16.900152,8.1875426,17.898634,0.045881992,0.049731742,0.02163729,wt/wt,True,381.26186,0.36652542,0.004723269,96.808339,9367,1249.9966,0.058148019,,0.068980457,0.10291471,0.18975223,0.077744713,167,36.61,1.1919858,probeD,0.984,0.010477713,,False,0,3a,,,4947,False,45,False,False,120,False,0.75,False,0.32,,,1,False,0.99,27,1680,2019-10-03T00:00:00Z,good,0.097916667,,0.24761905,,,0.64349376,0.35124814,,0.082803586,,,7.139076e-05,29999.919,brain_observatory_1.1,M,0.1312194,3.2641265,742714475,0.13815261,,0.0595,0.1195,0.0805,0.0965,0.17621409,114.23392,0.26097152,0.12361809,-0.052334671,0.49355318,50,0.34338358,-0.34338358,37.880931,0.061,0.87095761,6,VISal,7.6141823e+08,32.809036,5.1872035,335,1,0,903,HVA,True,evaluation
951874451,0.0047769954,119,0.5,7802,200,10,0.88607843,863.16,4.3423981,2018-10-26T07:48:22Z,2291,850077046,768908587,761418226,VISal,402,5,1.6463487,3.6217054,,3.1961905,1.4933333,5.0666667,1.5962493,1.3002654,0.60415824,,0.69275758,2.0675146,0.63487172,1.7391736,0.13229291,0.094097229,0.11666036,wt/wt,True,765.48025,0.19405085,9.8596024,54.850557,9323,1249.9966,0.17229074,,0.54935622,0.040491869,0.57405046,0.058808113,157,59.06,2.8479221,probeD,0.80701754,0.0012547902,,False,0.384,3a,,,4938,True,45,False,False,150,False,0.75,False,0.32,,,2,False,0.99,11,1580,2019-10-03T00:00:00Z,good,,,-1,,,0.8025974,,,0.012898804,,,0.0023028129,29999.919,brain_observatory_1.1,M,0.070576795,0.95919056,742714475,0.042168675,,0.2105,0.0085,0.1935,0.0505,0.28870974,49.74255,0.81038526,0.85159129,-0.0097990135,0.10018157,170,0.11446119,-2.2319933,1628.8102,0.129,0.94578737,6,,,,,,,,,HVA,False,descriptive
