stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,stimulus_name,x_position,temporal_frequency,color,size,spatial_frequency,phase,orientation,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
637,0.0,250.6618,250.91202,-20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,229,,,0,,False,0,train,1
638,0.0,250.91202,251.16224,30.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021994,169,,,0,,False,1,train,2
639,0.0,251.16224,251.41246,10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021994,130,,,0,,False,2,test,0
640,0.0,251.41246,251.66268,-40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021994,188,,,0,,False,1,train,0
641,0.0,251.66268,251.91287,-40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019756,116,,,0,,False,2,test,2
642,0.0,251.91287,252.16307,-30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019756,183,,,0,,False,3,train,2
643,0.0,252.16307,252.41327,0.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019756,17,,,0,,False,5,test,2
644,0.0,252.41327,252.66347,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25019756,2,,,0,,False,1,train,0
645,0.0,252.66347,252.91367,40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020744,106,,,0,,False,3,train,2
646,0.0,252.91367,253.16388,0.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020744,138,,,0,,False,2,test,0
647,0.0,253.16388,253.41409,40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020744,230,,,0,,False,0,train,2
648,0.0,253.41409,253.6643,20.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020744,39,,,0,,False,3,train,2
649,0.0,253.6643,253.91451,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021006,85,,,0,,False,3,train,1
650,0.0,253.91451,254.16472,10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,26,,,0,,False,6,train,2
651,0.0,254.16472,254.41493,30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021006,231,,,0,,False,0,train,1
652,0.0,254.41493,254.66514,20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,81,,,0,,False,4,train,2
653,0.0,254.66514,254.91535,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,85,,,0,,False,4,train,1
654,0.0,254.91535,255.16556,-10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,71,,,0,,False,2,test,2
655,0.0,255.16556,255.41577,0.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,189,,,0,,False,3,train,0
656,0.0,255.41577,255.66599,30.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,169,,,0,,False,2,test,2
657,0.0,255.66599,255.91619,20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,43,,,0,,False,4,train,1
658,0.0,255.91619,256.16639,20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,96,,,0,,False,2,test,2
659,0.0,256.16639,256.41659,40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,110,,,0,,False,3,train,1
660,0.0,256.41659,256.6668,-40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,188,,,0,,False,2,test,0
661,0.0,256.6668,256.91701,30.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,215,,,0,,False,2,test,2
662,0.0,256.91701,257.16722,20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,128,,,0,,False,2,test,0
663,0.0,257.16722,257.41743,20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,232,,,0,,False,0,train,0
664,0.0,257.41743,257.66765,-40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,72,,,0,,False,2,test,0
665,0.0,257.66765,257.91786,-20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021006,121,,,0,,False,2,test,1
666,0.0,257.91786,258.16807,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021006,207,,,0,,False,1,train,0
667,0.0,258.16807,258.41828,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,47,,,0,,False,2,test,2
668,0.0,258.41828,258.66849,-30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021006,161,,,0,,False,3,train,0
669,0.0,258.66849,258.9187,-20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,157,,,0,,False,2,test,0
670,0.0,258.9187,259.16892,20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,204,,,0,,False,1,train,2
671,0.0,259.16892,259.41913,30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,78,,,0,,False,1,train,2
672,0.0,259.41913,259.66935,10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,6,,,0,,False,6,train,2
673,0.0,259.66935,259.91955,-10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,51,,,0,,False,2,test,1
674,0.0,259.91955,260.16975,0.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,233,,,0,,False,0,train,2
675,0.0,260.16975,260.41995,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,113,,,0,,False,4,train,2
676,0.0,260.41995,260.67015,20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,232,,,0,,False,1,train,0
677,0.0,260.67015,260.92036,-30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,183,,,0,,False,4,train,2
678,0.0,260.92036,261.17058,40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,104,,,0,,False,4,train,0
679,0.0,261.17058,261.42079,40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,194,,,0,,False,2,test,0
680,0.0,261.42079,261.67101,20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,232,,,0,,False,2,test,0
681,0.0,261.67101,261.92121,-30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020756,183,,,0,,False,5,test,2
682,0.0,261.92121,262.17142,40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020756,106,,,0,,False,4,train,2
683,0.0,262.17142,262.42163,-40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020756,173,,,0,,False,3,train,1
684,0.0,262.42163,262.67184,-40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020756,98,,,0,,False,3,train,1
685,0.0,262.67184,262.92205,40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,3,,,0,,False,1,train,0
686,0.0,262.92205,263.17227,30.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,153,,,0,,False,1,train,1
687,0.0,263.17227,263.42248,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,47,,,0,,False,3,train,2
688,0.0,263.42248,263.6727,-10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,71,,,0,,False,3,train,2
689,0.0,263.6727,263.9229,-20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,121,,,0,,False,3,train,1
690,0.0,263.9229,264.1731,-10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,160,,,0,,False,1,train,2
691,0.0,264.1731,264.4233,20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,232,,,0,,False,3,train,0
692,0.0,264.4233,264.6735,10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,117,,,0,,False,3,train,1
693,0.0,264.6735,264.92372,-20.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,186,,,0,,False,2,test,1
694,0.0,264.92372,265.17394,-40.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021994,74,,,0,,False,1,train,0
695,0.0,265.17394,265.42416,20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021994,220,,,0,,False,1,train,0
696,0.0,265.42416,265.67438,20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,139,,,0,,False,4,train,1
697,0.0,265.67438,265.92458,30.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,49,,,0,,False,3,train,0
698,0.0,265.92458,266.17478,40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,149,,,0,,False,3,train,1
699,0.0,266.17478,266.42498,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,57,,,0,,False,3,train,0
700,0.0,266.42498,266.67518,-20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,118,,,0,,False,2,test,0
701,0.0,266.67518,266.92538,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25019994,13,,,0,,False,6,train,1
702,0.0,266.92538,267.17558,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019994,68,,,0,,False,4,train,2
703,0.0,267.17558,267.42578,-20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019994,7,,,0,,False,3,train,2
704,0.0,267.42578,267.67598,-40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25019994,98,,,0,,False,4,train,1
705,0.0,267.67598,267.9262,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25022006,68,,,0,,False,5,test,2
706,0.0,267.9262,268.17642,40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25022006,3,,,0,,False,2,test,0
707,0.0,268.17642,268.42664,20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25022006,204,,,0,,False,2,test,2
708,0.0,268.42664,268.67686,10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25022006,117,,,0,,False,4,train,1
709,0.0,268.67686,268.92707,-10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,38,,,0,,False,5,test,1
710,0.0,268.92707,269.17729,30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,78,,,0,,False,2,test,2
711,0.0,269.17729,269.4275,40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,144,,,0,,False,1,train,0
712,0.0,269.4275,269.67772,-30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,163,,,0,,False,3,train,1
713,0.0,269.67772,269.92792,0.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,86,,,0,,False,3,train,0
714,0.0,269.92792,270.17812,-20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,229,,,0,,False,1,train,1
715,0.0,270.17812,270.42832,20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,218,,,0,,False,2,test,2
716,0.0,270.42832,270.67852,10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,31,,,0,,False,4,train,2
717,0.0,270.67852,270.92873,-10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,191,,,0,,False,1,train,1
718,0.0,270.92873,271.17894,-30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020994,131,,,0,,False,3,train,2
719,0.0,271.17894,271.42915,-40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020994,20,,,0,,False,2,test,2
720,0.0,271.42915,271.67936,20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,156,,,0,,False,3,train,1
721,0.0,271.67936,271.92956,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,207,,,0,,False,2,test,0
722,0.0,271.92956,272.17977,-30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,159,,,0,,False,2,test,1
723,0.0,272.17977,272.42997,0.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,86,,,0,,False,4,train,0
724,0.0,272.42997,272.68018,40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,234,,,0,,False,0,train,0
725,0.0,272.68018,272.9304,10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25022244,62,,,0,,False,3,train,1
726,0.0,272.9304,273.18062,20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25022244,97,,,0,,False,2,test,2
727,0.0,273.18062,273.43084,40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25022244,83,,,0,,False,4,train,1
728,0.0,273.43084,273.68107,10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25022244,31,,,0,,False,5,test,2
729,0.0,273.68107,273.93127,10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,4,,,0,,False,3,train,0
730,0.0,273.93127,274.18147,-20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,137,,,0,,False,2,test,0
731,0.0,274.18147,274.43167,40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,235,,,0,,False,0,train,2
732,0.0,274.43167,274.68187,-10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,142,,,0,,False,3,train,0
733,0.0,274.68187,274.93207,-40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020494,116,,,0,,False,3,train,2
734,0.0,274.93207,275.18228,-20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020494,80,,,0,,False,4,train,2
735,0.0,275.18228,275.43248,10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020494,107,,,0,,False,2,test,2
736,0.0,275.43248,275.68269,10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020494,117,,,0,,False,5,test,1
737,0.0,275.68269,275.9329,-20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021006,224,,,0,,False,2,test,0
738,0.0,275.9329,276.18311,-20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,66,,,0,,False,3,train,2
739,0.0,276.18311,276.43332,10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021006,40,,,0,,False,5,test,0
740,0.0,276.43332,276.68353,-30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021006,159,,,0,,False,3,train,1
741,0.0,276.68353,276.93374,30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,59,,,0,,False,5,test,2
742,0.0,276.93374,277.18396,-30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,152,,,0,,False,4,train,0
743,0.0,277.18396,277.43417,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,16,,,0,,False,2,test,0
744,0.0,277.43417,277.68439,10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,222,,,0,,False,3,train,1
745,0.0,277.68439,277.93459,10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,181,,,0,,False,1,train,2
746,0.0,277.93459,278.1848,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,158,,,0,,False,2,test,1
747,0.0,278.1848,278.435,0.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,34,,,0,,False,3,train,2
748,0.0,278.435,278.68521,-30.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,112,,,0,,False,2,test,2
749,0.0,278.68521,278.93542,-40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,173,,,0,,False,4,train,1
750,0.0,278.93542,279.18564,-10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,177,,,0,,False,2,test,0
751,0.0,279.18564,279.43585,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,24,,,0,,False,5,test,1
752,0.0,279.43585,279.68607,-10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,33,,,0,,False,2,test,2
753,0.0,279.68607,279.93627,30.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,200,,,0,,False,1,train,0
754,0.0,279.93627,280.18647,20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,45,,,0,,False,2,test,2
755,0.0,280.18647,280.43667,40.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,210,,,0,,False,3,train,1
756,0.0,280.43667,280.68688,20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,81,,,0,,False,5,test,2
757,0.0,280.68688,280.93709,-30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,162,,,0,,False,2,test,2
758,0.0,280.93709,281.18731,0.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,233,,,0,,False,1,train,2
759,0.0,281.18731,281.43753,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,27,,,0,,False,3,train,1
760,0.0,281.43753,281.68775,-10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,202,,,0,,False,2,test,1
761,0.0,281.68775,281.93795,-30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,163,,,0,,False,4,train,1
762,0.0,281.93795,282.18815,-40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,87,,,0,,False,5,test,2
763,0.0,282.18815,282.43835,0.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,189,,,0,,False,4,train,0
764,0.0,282.43835,282.68856,-10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,30,,,0,,False,2,test,0
765,0.0,282.68856,282.93876,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020744,95,,,0,,False,2,test,1
766,0.0,282.93876,283.18897,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020744,56,,,0,,False,4,train,2
767,0.0,283.18897,283.43918,0.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020744,99,,,0,,False,2,test,2
768,0.0,283.43918,283.68939,-40.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020744,216,,,0,,False,2,test,2
769,0.0,283.68939,283.93959,40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,225,,,0,,False,1,train,0
770,0.0,283.93959,284.1898,0.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020756,236,,,0,,False,0,train,1
771,0.0,284.1898,284.44001,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,147,,,0,,False,5,test,0
772,0.0,284.44001,284.69022,40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,144,,,0,,False,2,test,0
773,0.0,284.69022,284.94043,0.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,99,,,0,,False,3,train,2
774,0.0,284.94043,285.19065,20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,211,,,0,,False,1,train,0
