stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,stimulus_name,x_position,temporal_frequency,color,size,spatial_frequency,phase,orientation,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,91.545585,91.77911,30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.2335248,1,,,0,,False,0,train,1
2,0.0,91.77911,92.029315,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020515,2,,,0,,False,0,train,0
3,0.0,92.029315,92.27952,40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020515,3,,,0,,False,0,train,0
4,0.0,92.27952,92.529725,10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020515,4,,,0,,False,0,train,0
5,0.0,92.529725,92.779945,-30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,5,,,0,,False,0,train,1
6,0.0,92.779945,93.030165,10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021994,6,,,0,,False,0,train,2
7,0.0,93.030165,93.280385,-20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021994,7,,,0,,False,0,train,2
8,0.0,93.280385,93.530605,-40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,8,,,0,,False,0,train,1
9,0.0,93.530605,93.780805,10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,6,,,0,,False,1,train,2
10,0.0,93.780805,94.031005,-10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,9,,,0,,False,0,train,0
11,0.0,94.031005,94.281205,-30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,10,,,0,,False,0,train,1
12,0.0,94.281205,94.531405,-10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,11,,,0,,False,0,train,1
13,0.0,94.531405,94.781623,-20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,12,,,0,,False,0,train,1
14,0.0,94.781623,95.03184,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,13,,,0,,False,0,train,1
15,0.0,95.03184,95.282058,-10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,9,,,0,,False,1,train,0
16,0.0,95.282058,95.532275,-20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,14,,,0,,False,0,train,0
17,0.0,95.532275,95.782475,-30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,15,,,0,,False,0,train,1
18,0.0,95.782475,96.032675,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,16,,,0,,False,0,train,0
19,0.0,96.032675,96.282875,0.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,17,,,0,,False,0,train,2
20,0.0,96.282875,96.533075,-10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,18,,,0,,False,0,train,0
21,0.0,96.533075,96.783288,40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,19,,,0,,False,0,train,1
22,0.0,96.783288,97.0335,-40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,20,,,0,,False,0,train,2
23,0.0,97.0335,97.283713,-30.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,21,,,0,,False,0,train,1
24,0.0,97.283713,97.533925,20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,22,,,0,,False,0,train,0
25,0.0,97.533925,97.78413,0.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,23,,,0,,False,0,train,1
26,0.0,97.78413,98.034335,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,24,,,0,,False,0,train,1
27,0.0,98.034335,98.28454,-30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,25,,,0,,False,0,train,0
28,0.0,98.28454,98.534745,10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,26,,,0,,False,0,train,2
29,0.0,98.534745,98.784965,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,27,,,0,,False,0,train,1
30,0.0,98.784965,99.035185,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021994,28,,,0,,False,0,train,2
31,0.0,99.035185,99.285405,40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021994,29,,,0,,False,0,train,2
32,0.0,99.285405,99.535625,30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,1,,,0,,False,1,train,1
33,0.0,99.535625,99.785825,30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,1,,,0,,False,2,test,1
34,0.0,99.785825,100.03603,-10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,30,,,0,,False,0,train,0
35,0.0,100.03603,100.28623,10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,31,,,0,,False,0,train,2
36,0.0,100.28623,100.53643,40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,32,,,0,,False,0,train,1
37,0.0,100.53643,100.78664,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,13,,,0,,False,1,train,1
38,0.0,100.78664,101.03685,-10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020994,33,,,0,,False,0,train,2
39,0.0,101.03685,101.28706,0.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020994,34,,,0,,False,0,train,2
40,0.0,101.28706,101.53727,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,35,,,0,,False,0,train,1
41,0.0,101.53727,101.78747,30.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,36,,,0,,False,0,train,2
42,0.0,101.78747,102.03768,40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,37,,,0,,False,0,train,1
43,0.0,102.03768,102.28788,-10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,38,,,0,,False,0,train,1
44,0.0,102.28788,102.53809,20.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,39,,,0,,False,0,train,2
45,0.0,102.53809,102.7883,10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,40,,,0,,False,0,train,0
46,0.0,102.7883,103.03851,-10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,41,,,0,,False,0,train,2
47,0.0,103.03851,103.28872,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,35,,,0,,False,1,train,1
48,0.0,103.28872,103.53894,-20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,42,,,0,,False,0,train,2
49,0.0,103.53894,103.78915,20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021006,43,,,0,,False,0,train,1
50,0.0,103.78915,104.03936,10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,44,,,0,,False,0,train,2
51,0.0,104.03936,104.28957,20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,45,,,0,,False,0,train,2
52,0.0,104.28957,104.53978,-40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021006,8,,,0,,False,1,train,1
53,0.0,104.53978,104.78999,20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020994,46,,,0,,False,0,train,0
54,0.0,104.78999,105.0402,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020994,47,,,0,,False,0,train,2
55,0.0,105.0402,105.29041,-10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,38,,,0,,False,1,train,1
56,0.0,105.29041,105.54062,-40.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020994,48,,,0,,False,0,train,0
57,0.0,105.54062,105.79082,30.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,49,,,0,,False,0,train,0
58,0.0,105.79082,106.04103,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,28,,,0,,False,1,train,2
59,0.0,106.04103,106.29123,10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,50,,,0,,False,0,train,1
60,0.0,106.29123,106.54144,-40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,20,,,0,,False,1,train,2
61,0.0,106.54144,106.79165,-10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,51,,,0,,False,0,train,1
62,0.0,106.79165,107.04187,-20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,52,,,0,,False,0,train,1
63,0.0,107.04187,107.29208,-30.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,53,,,0,,False,0,train,2
64,0.0,107.29208,107.5423,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,24,,,0,,False,1,train,1
65,0.0,107.5423,107.7925,-30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,54,,,0,,False,0,train,2
66,0.0,107.7925,108.0427,30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,55,,,0,,False,0,train,0
67,0.0,108.0427,108.2929,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,56,,,0,,False,0,train,2
68,0.0,108.2929,108.54311,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,57,,,0,,False,0,train,0
69,0.0,108.54311,108.79332,10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,58,,,0,,False,0,train,2
70,0.0,108.79332,109.04354,30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,59,,,0,,False,0,train,2
71,0.0,109.04354,109.29376,30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,59,,,0,,False,1,train,2
72,0.0,109.29376,109.54398,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,13,,,0,,False,2,test,1
73,0.0,109.54398,109.79417,-30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019756,60,,,0,,False,0,train,2
74,0.0,109.79417,110.04437,0.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25019756,61,,,0,,False,0,train,0
75,0.0,110.04437,110.29457,-10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25019756,11,,,0,,False,1,train,1
76,0.0,110.29457,110.54477,10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25019756,62,,,0,,False,0,train,1
77,0.0,110.54477,110.79498,-20.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,63,,,0,,False,0,train,0
78,0.0,110.79498,111.0452,40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,64,,,0,,False,0,train,0
79,0.0,111.0452,111.29541,0.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,65,,,0,,False,0,train,2
80,0.0,111.29541,111.54563,-20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,66,,,0,,False,0,train,2
81,0.0,111.54563,111.79583,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,67,,,0,,False,0,train,0
82,0.0,111.79583,112.04604,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,68,,,0,,False,0,train,2
83,0.0,112.04604,112.29624,-30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,5,,,0,,False,1,train,1
84,0.0,112.29624,112.54645,-20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,69,,,0,,False,0,train,2
85,0.0,112.54645,112.79666,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,24,,,0,,False,2,test,1
86,0.0,112.79666,113.04687,-30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,70,,,0,,False,0,train,0
87,0.0,113.04687,113.29708,-10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,71,,,0,,False,0,train,2
88,0.0,113.29708,113.5473,-40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,72,,,0,,False,0,train,0
89,0.0,113.5473,113.7975,0.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,73,,,0,,False,0,train,1
90,0.0,113.7975,114.04771,-40.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,74,,,0,,False,0,train,0
91,0.0,114.04771,114.29791,-10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,41,,,0,,False,1,train,2
92,0.0,114.29791,114.54812,40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,75,,,0,,False,0,train,2
93,0.0,114.54812,114.79833,10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,6,,,0,,False,2,test,2
94,0.0,114.79833,115.04855,-20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,76,,,0,,False,0,train,0
95,0.0,115.04855,115.29876,30.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,36,,,0,,False,1,train,2
96,0.0,115.29876,115.54898,-20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,77,,,0,,False,0,train,1
97,0.0,115.54898,115.79918,30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,78,,,0,,False,0,train,2
98,0.0,115.79918,116.04938,10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,6,,,0,,False,3,train,2
99,0.0,116.04938,116.29958,20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,79,,,0,,False,0,train,2
100,0.0,116.29958,116.54979,-20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,80,,,0,,False,0,train,2
101,0.0,116.54979,116.8,20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,81,,,0,,False,0,train,2
102,0.0,116.8,117.05022,30.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,82,,,0,,False,0,train,1
103,0.0,117.05022,117.30043,40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,83,,,0,,False,0,train,1
104,0.0,117.30043,117.55065,-20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,84,,,0,,False,0,train,2
105,0.0,117.55065,117.80085,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,85,,,0,,False,0,train,1
106,0.0,117.80085,118.05105,0.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,86,,,0,,False,0,train,0
107,0.0,118.05105,118.30125,-40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,87,,,0,,False,0,train,2
108,0.0,118.30125,118.55146,-40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,8,,,0,,False,2,test,1
109,0.0,118.55146,118.80167,30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,88,,,0,,False,0,train,0
110,0.0,118.80167,119.05188,-30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,10,,,0,,False,1,train,1
111,0.0,119.05188,119.30209,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,89,,,0,,False,0,train,2
112,0.0,119.30209,119.55231,-40.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,90,,,0,,False,0,train,1
113,0.0,119.55231,119.80251,30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,91,,,0,,False,0,train,2
114,0.0,119.80251,120.05272,40.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,92,,,0,,False,0,train,1
115,0.0,120.05272,120.30292,-40.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,93,,,0,,False,0,train,2
116,0.0,120.30292,120.55313,10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,40,,,0,,False,1,train,0
117,0.0,120.55313,120.80334,-10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,11,,,0,,False,2,test,1
118,0.0,120.80334,121.05356,0.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,94,,,0,,False,0,train,0
119,0.0,121.05356,121.30378,20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,43,,,0,,False,1,train,1
120,0.0,121.30378,121.554,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,95,,,0,,False,0,train,1
121,0.0,121.554,121.8042,20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,96,,,0,,False,0,train,2
122,0.0,121.8042,122.0544,20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,97,,,0,,False,0,train,2
123,0.0,122.0544,122.3046,-40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,98,,,0,,False,0,train,1
124,0.0,122.3046,122.5548,0.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,99,,,0,,False,0,train,2
125,0.0,122.5548,122.80501,40.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,92,,,0,,False,1,train,1
126,0.0,122.80501,123.05523,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,56,,,0,,False,1,train,2
127,0.0,123.05523,123.30544,-30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,60,,,0,,False,1,train,2
128,0.0,123.30544,123.55566,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,68,,,0,,False,1,train,2
129,0.0,123.55566,123.80586,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,95,,,0,,False,1,train,1
130,0.0,123.80586,124.05607,-30.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,53,,,0,,False,1,train,2
131,0.0,124.05607,124.30627,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,67,,,0,,False,1,train,0
132,0.0,124.30627,124.55648,40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,29,,,0,,False,1,train,2
133,0.0,124.55648,124.80669,30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,55,,,0,,False,1,train,0
134,0.0,124.80669,125.05691,20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,100,,,0,,False,0,train,1
135,0.0,125.05691,125.30712,30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,101,,,0,,False,0,train,1
136,0.0,125.30712,125.55734,40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,102,,,0,,False,0,train,2
137,0.0,125.55734,125.80754,-20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,103,,,0,,False,0,train,1
138,0.0,125.80754,126.05774,30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,59,,,0,,False,2,test,2
