18,48,27,46,28,41,39,40,41
20,39,49,30,42,40,60,49,47
37,48,40,32,38,37,52,24,48
21,32,30,42,23,36,15,53,66
55,50,38,32,50,20,37,47,39
49,50,46,40,48,20,23,32,53
41,22,45,69,31,18,30,43,42
37,46,25,53,53,43,56,50,34
33,50,36,32,44,64,39,47,50
