10,14,5,14,13,12,8,10,12
9,8,12,10,12,14,15,7,10
8,8,11,11,16,15,15,6,11
6,11,27,79,144,76,22,7,7
9,12,35,88,145,103,18,8,3
6,16,11,39,49,20,7,3,5
9,7,9,13,15,7,6,14,12
10,9,11,17,12,9,6,5,11
15,15,17,8,15,10,11,11,12
