map,probe,azimuth_deg,elevation_deg,estimate,estimate_log2,effective_sessions,local_units,supported,source_units,source_sessions
rf_density,A,10,-30,0.134392,,5.91507,41,True,274,8
rf_density,A,12,-30,0.1582,,6.09232,48,True,274,8
rf_density,A,14,-30,0.183294,,6.23597,58,True,274,8
rf_density,A,16,-30,0.209023,,6.33801,69,True,274,8
rf_density,A,18,-30,0.234583,,6.39418,76,True,274,8
rf_density,A,20,-30,0.259056,,6.40497,83,True,274,8
rf_density,A,22,-30,0.281451,,6.37566,92,True,274,8
rf_density,A,24,-30,0.300764,,6.31519,96,True,274,8
rf_density,A,26,-30,0.316058,,6.2346,98,True,274,8
rf_density,A,28,-30,0.326536,,6.14532,105,True,274,8
rf_density,A,30,-30,0.331617,,6.05789,108,True,274,8
rf_density,A,32,-30,0.330994,,5.98118,108,True,274,8
rf_density,A,34,-30,0.324673,,5.92217,102,True,274,8
rf_density,A,36,-30,0.312971,,5.88593,95,True,274,8
rf_density,A,38,-30,0.296501,,5.87584,91,True,274,8
rf_density,A,40,-30,0.276109,,5.89376,78,True,274,8
rf_density,A,42,-30,0.252805,,5.94008,76,True,274,8
rf_density,A,44,-30,0.227673,,6.01364,65,True,274,8
rf_density,A,46,-30,0.201786,,6.11138,55,True,274,8
rf_density,A,48,-30,0.176128,,6.22777,50,True,274,8
rf_density,A,50,-30,0.151537,,6.35405,44,True,274,8
rf_density,A,52,-30,0.128663,,6.47736,34,True,274,8
rf_density,A,54,-30,0.10796,,6.58,28,True,274,8
rf_density,A,56,-30,0.089682,,6.6396,24,True,274,8
rf_density,A,58,-30,,,6.63085,18,False,274,8
rf_density,A,60,-30,,,6.53004,12,False,274,8
rf_density,A,62,-30,,,6.32229,8,False,274,8
rf_density,A,64,-30,,,6.00954,7,False,274,8
rf_density,A,66,-30,,,5.6142,6,False,274,8
rf_density,A,68,-30,,,5.17477,5,False,274,8
rf_density,A,70,-30,,,4.73415,4,False,274,8
rf_density,A,72,-30,,,4.32746,3,False,274,8
rf_density,A,74,-30,,,3.97553,3,False,274,8
rf_density,A,76,-30,,,3.68522,4,False,274,8
rf_density,A,78,-30,,,3.45369,4,False,274,8
rf_density,A,80,-30,,,3.27307,2,False,274,8
rf_density,A,82,-30,,,3.13395,2,False,274,8
rf_density,A,84,-30,,,3.02738,1,False,274,8
rf_density,A,86,-30,,,2.94569,1,False,274,8
rf_density,A,88,-30,,,2.88269,1,False,274,8
rf_density,A,90,-30,,,2.83362,0,False,274,8
rf_density,A,10,-28,0.155207,,6.16415,53,True,274,8
rf_density,A,12,-28,0.182118,,6.35698,63,True,274,8
rf_density,A,14,-28,0.210348,,6.51547,74,True,274,8
rf_density,A,16,-28,0.239152,,6.63089,82,True,274,8
rf_density,A,18,-28,0.267629,,6.69831,90,True,274,8
rf_density,A,20,-28,0.294754,,6.71779,99,True,274,8
rf_density,A,22,-28,0.319433,,6.69443,103,True,274,8
rf_density,A,24,-28,0.340568,,6.63731,108,True,274,8
rf_density,A,26,-28,0.357137,,6.55782,117,True,274,8
rf_density,A,28,-28,0.368284,,6.46787,125,True,274,8
rf_density,A,30,-28,0.373393,,6.37849,127,True,274,8
rf_density,A,32,-28,0.372156,,6.299,123,True,274,8
rf_density,A,34,-28,0.364604,,6.23662,121,True,274,8
rf_density,A,36,-28,0.351119,,6.19656,115,True,274,8
rf_density,A,38,-28,0.332395,,6.18211,105,True,274,8
rf_density,A,40,-28,0.309385,,6.19482,96,True,274,8
rf_density,A,42,-28,0.283214,,6.23459,83,True,274,8
rf_density,A,44,-28,0.255083,,6.29947,75,True,274,8
rf_density,A,46,-28,0.226174,,6.38541,62,True,274,8
rf_density,A,48,-28,0.197568,,6.48567,54,True,274,8
rf_density,A,50,-28,0.17018,,6.59025,49,True,274,8
rf_density,A,52,-28,0.14472,,6.68521,42,True,274,8
rf_density,A,54,-28,0.12168,,6.7525,37,True,274,8
rf_density,A,56,-28,0.101333,,6.77061,27,True,274,8
rf_density,A,58,-28,0.0837664,,6.71707,22,True,274,8
rf_density,A,60,-28,,,6.57297,18,False,274,8
rf_density,A,62,-28,,,6.32951,13,False,274,8
rf_density,A,64,-28,,,5.99377,7,False,274,8
rf_density,A,66,-28,,,5.59024,7,False,274,8
rf_density,A,68,-28,,,5.15547,7,False,274,8
rf_density,A,70,-28,,,4.72772,5,False,274,8
rf_density,A,72,-28,,,4.33712,4,False,274,8
rf_density,A,74,-28,,,4.00084,4,False,274,8
rf_density,A,76,-28,,,3.72395,4,False,274,8
rf_density,A,78,-28,,,3.5031,4,False,274,8
rf_density,A,80,-28,,,3.33067,4,False,274,8
rf_density,A,82,-28,,,3.19776,4,False,274,8
rf_density,A,84,-28,,,3.09591,2,False,274,8
rf_density,A,86,-28,,,3.01785,1,False,274,8
rf_density,A,88,-28,,,2.9577,1,False,274,8
rf_density,A,90,-28,,,2.91085,1,False,274,8
rf_density,A,10,-26,0.176077,,6.38817,59,True,274,8
rf_density,A,12,-26,0.205957,,6.59645,72,True,274,8
rf_density,A,14,-26,0.23715,,6.77045,84,True,274,8
rf_density,A,16,-26,0.268822,,6.9007,96,True,274,8
rf_density,A,18,-26,0.299975,,6.98157,107,True,274,8
rf_density,A,20,-26,0.329492,,7.01249,113,True,274,8
rf_density,A,22,-26,0.356184,,6.99816,123,True,274,8
rf_density,A,24,-26,0.378872,,6.94753,132,True,274,8
rf_density,A,26,-26,0.396467,,6.8721,137,True,274,8
rf_density,A,28,-26,0.408068,,6.78411,139,True,274,8
rf_density,A,30,-26,0.413036,,6.69494,142,True,274,8
rf_density,A,32,-26,0.411069,,6.61424,140,True,274,8
rf_density,A,34,-26,0.402235,,6.54947,139,True,274,8
rf_density,A,36,-26,0.386975,,6.5059,133,True,274,8
rf_density,A,38,-26,0.366069,,6.48669,124,True,274,8
rf_density,A,40,-26,0.340567,,6.49306,110,True,274,8
rf_density,A,42,-26,0.3117,,6.52433,101,True,274,8
rf_density,A,44,-26,0.280773,,6.57777,87,True,274,8
rf_density,A,46,-26,0.249066,,6.64835,75,True,274,8
rf_density,A,48,-26,0.217744,,6.72829,64,True,274,8
rf_density,A,50,-26,0.187788,,6.80664,51,True,274,8
rf_density,A,52,-26,0.159958,,6.869,47,True,274,8
rf_density,A,54,-26,0.134774,,6.89776,39,True,274,8
rf_density,A,56,-26,0.11253,,6.87336,31,True,274,8
rf_density,A,58,-26,0.09331,,6.77693,26,True,274,8
rf_density,A,60,-26,0.0770341,,6.59469,20,True,274,8
rf_density,A,62,-26,,,6.32305,15,False,274,8
rf_density,A,64,-26,,,5.97263,9,False,274,8
rf_density,A,66,-26,,,5.56814,8,False,274,8
rf_density,A,68,-26,,,5.14304,7,False,274,8
rf_density,A,70,-26,,,4.7308,7,False,274,8
rf_density,A,72,-26,,,4.3571,5,False,274,8
rf_density,A,74,-26,,,4.03626,5,False,274,8
rf_density,A,76,-26,,,3.77207,5,False,274,8
rf_density,A,78,-26,,,3.56109,4,False,274,8
rf_density,A,80,-26,,,3.3961,4,False,274,8
rf_density,A,82,-26,,,3.26874,4,False,274,8
rf_density,A,84,-26,,,3.17105,2,False,274,8
rf_density,A,86,-26,,,3.09616,2,False,274,8
rf_density,A,88,-26,,,3.03842,1,False,274,8
rf_density,A,90,-26,,,2.99342,1,False,274,8
rf_density,A,10,-24,0.196239,,6.58114,69,True,274,8
rf_density,A,12,-24,0.228838,,6.80347,84,True,274,8
rf_density,A,14,-24,0.262701,,6.99232,97,True,274,8
rf_density,A,16,-24,0.296912,,7.13764,110,True,274,8
rf_density,A,18,-24,0.330389,,7.23306,120,True,274,8
rf_density,A,20,-24,0.36193,,7.2773,136,True,274,8
rf_density,A,22,-24,0.390273,,7.27443,142,True,274,8
rf_density,A,24,-24,0.414174,,7.23304,144,True,274,8
rf_density,A,26,-24,0.432496,,7.1645,155,True,274,8
rf_density,A,28,-24,0.444305,,7.0811,157,True,274,8
rf_density,A,30,-24,0.448959,,6.99441,156,True,274,8
rf_density,A,32,-24,0.44617,,6.91427,155,True,274,8
rf_density,A,34,-24,0.436047,,6.84829,149,True,274,8
rf_density,A,36,-24,0.419093,,6.80173,143,True,274,8
rf_density,A,38,-24,0.396163,,6.77757,129,True,274,8
rf_density,A,40,-24,0.368397,,6.77666,121,True,274,8
rf_density,A,42,-24,0.337116,,6.79774,111,True,274,8
rf_density,A,44,-24,0.303715,,6.83733,99,True,274,8
rf_density,A,46,-24,0.269553,,6.88954,83,True,274,8
rf_density,A,48,-24,0.235862,,6.94582,73,True,274,8
rf_density,A,50,-24,0.203676,,6.99475,58,True,274,8
rf_density,A,52,-24,0.173791,,7.02212,49,True,274,8
rf_density,A,54,-24,0.146752,,7.01161,46,True,274,8
rf_density,A,56,-24,0.12286,,6.94633,33,True,274,8
rf_density,A,58,-24,0.102201,,6.81149,28,True,274,8
rf_density,A,60,-24,0.0846848,,6.59803,23,True,274,8
rf_density,A,62,-24,,,6.30646,16,False,274,8
rf_density,A,64,-24,,,5.94924,15,False,274,8
rf_density,A,66,-24,,,5.54991,10,False,274,8
rf_density,A,68,-24,,,5.13822,8,False,274,8
rf_density,A,70,-24,,,4.74309,7,False,274,8
rf_density,A,72,-24,,,4.38642,6,False,274,8
rf_density,A,74,-24,,,4.08037,5,False,274,8
rf_density,A,76,-24,,,3.82797,5,False,274,8
rf_density,A,78,-24,,,3.62594,5,False,274,8
rf_density,A,80,-24,,,3.46757,5,False,274,8
rf_density,A,82,-24,,,3.34511,5,False,274,8
rf_density,A,84,-24,,,3.25107,3,False,274,8
rf_density,A,86,-24,,,3.17891,2,False,274,8
rf_density,A,88,-24,,,3.12325,2,False,274,8
rf_density,A,90,-24,,,3.0798,1,False,274,8
rf_density,A,10,-22,0.214883,,6.7388,75,True,274,8
rf_density,A,12,-22,0.249834,,6.97246,94,True,274,8
rf_density,A,14,-22,0.285961,,7.17406,107,True,274,8
rf_density,A,16,-22,0.322273,,7.33314,120,True,274,8
rf_density,A,18,-22,0.357617,,7.44275,138,True,274,8
rf_density,A,20,-22,0.390726,,7.50084,143,True,274,8
rf_density,A,22,-22,0.420284,,7.51079,153,True,274,8
rf_density,A,24,-22,0.445,,7.48058,160,True,274,8
rf_density,A,26,-22,0.463712,,7.42117,169,True,274,8
rf_density,A,28,-22,0.475474,,7.34468,166,True,274,8
rf_density,A,30,-22,0.47965,,7.26262,165,True,274,8
rf_density,A,32,-22,0.47598,,7.18487,163,True,274,8
rf_density,A,34,-22,0.464615,,7.11902,159,True,274,8
rf_density,A,36,-22,0.446116,,7.07024,151,True,274,8
rf_density,A,38,-22,0.421408,,7.04129,140,True,274,8
rf_density,A,40,-22,0.391703,,7.03262,126,True,274,8
rf_density,A,42,-22,0.358397,,7.04241,121,True,274,8
rf_density,A,44,-22,0.322952,,7.06654,110,True,274,8
rf_density,A,46,-22,0.286787,,7.0985,92,True,274,8
rf_density,A,48,-22,0.25118,,7.12929,81,True,274,8
rf_density,A,50,-22,0.217202,,7.14755,65,True,274,8
rf_density,A,52,-22,0.185672,,7.13992,53,True,274,8
rf_density,A,54,-22,0.157146,,7.09202,47,True,274,8
rf_density,A,56,-22,0.131931,,6.99009,35,True,274,8
rf_density,A,58,-22,0.110108,,6.8233,30,True,274,8
rf_density,A,60,-22,0.0915819,,6.58659,24,True,274,8
rf_density,A,62,-22,0.0761166,,6.28323,20,True,274,8
rf_density,A,64,-22,,,5.92615,15,False,274,8
rf_density,A,66,-22,,,5.53676,13,False,274,8
rf_density,A,68,-22,,,5.14093,9,False,274,8
rf_density,A,70,-22,,,4.76351,7,False,274,8
rf_density,A,72,-22,,,4.42338,6,False,274,8
rf_density,A,74,-22,,,4.1311,6,False,274,8
rf_density,A,76,-22,,,3.8894,5,False,274,8
rf_density,A,78,-22,,,3.69533,5,False,274,8
rf_density,A,80,-22,,,3.5428,5,False,274,8
rf_density,A,82,-22,,,3.42463,5,False,274,8
rf_density,A,84,-22,,,3.33378,4,False,274,8
rf_density,A,86,-22,,,3.26406,3,False,274,8
rf_density,A,88,-22,,,3.21026,2,False,274,8
rf_density,A,90,-22,,,3.16822,2,False,274,8
rf_density,A,10,-20,0.231203,,6.85909,84,True,274,8
rf_density,A,12,-20,0.268036,,7.10015,96,True,274,8
rf_density,A,14,-20,0.305921,,7.31099,118,True,274,8
rf_density,A,16,-20,0.343803,,7.48098,131,True,274,8
rf_density,A,18,-20,0.380476,,7.60275,143,True,274,8
rf_density,A,20,-20,0.41463,,7.67365,155,True,274,8
rf_density,A,22,-20,0.444911,,7.6963,168,True,274,8
rf_density,A,24,-20,0.470011,,7.67794,175,True,274,8
rf_density,A,26,-20,0.48876,,7.62896,177,True,274,8
rf_density,A,28,-20,0.50022,,7.56101,179,True,274,8
rf_density,A,30,-20,0.503777,,7.48535,178,True,274,8
rf_density,A,32,-20,0.499206,,7.41166,173,True,274,8
rf_density,A,34,-20,0.486702,,7.34737,165,True,274,8
rf_density,A,36,-20,0.466878,,7.29744,158,True,274,8
rf_density,A,38,-20,0.440718,,7.26434,146,True,274,8
rf_density,A,40,-20,0.409489,,7.24811,133,True,274,8
rf_density,A,42,-20,0.374637,,7.24646,130,True,274,8
rf_density,A,44,-20,0.337672,,7.25478,118,True,274,8
rf_density,A,46,-20,0.300046,,7.26618,98,True,274,8
rf_density,A,48,-20,0.263065,,7.27164,85,True,274,8
rf_density,A,50,-20,0.227814,,7.26031,71,True,274,8
rf_density,A,52,-20,0.195122,,7.22021,56,True,274,8
rf_density,A,54,-20,0.165547,,7.1393,50,True,274,8
rf_density,A,56,-20,0.139392,,7.00698,37,True,274,8
rf_density,A,58,-20,0.116735,,6.81595,33,True,274,8
rf_density,A,60,-20,0.0974723,,6.56417,29,True,274,8
rf_density,A,62,-20,0.0813609,,6.25644,22,True,274,8
rf_density,A,64,-20,,,5.90512,17,False,274,8
rf_density,A,66,-20,,,5.52897,16,False,274,8
rf_density,A,68,-20,,,5.15023,12,False,274,8
rf_density,A,70,-20,,,4.79027,8,False,274,8
rf_density,A,72,-20,,,4.46562,7,False,274,8
rf_density,A,74,-20,,,4.18584,7,False,274,8
rf_density,A,76,-20,,,3.95362,5,False,274,8
rf_density,A,78,-20,,,3.76652,5,False,274,8
rf_density,A,80,-20,,,3.61909,5,False,274,8
rf_density,A,82,-20,,,3.5047,5,False,274,8
rf_density,A,84,-20,,,3.41675,4,False,274,8
rf_density,A,86,-20,,,3.34931,4,False,274,8
rf_density,A,88,-20,,,3.29736,2,False,274,8
rf_density,A,90,-20,,,3.25681,2,False,274,8
rf_density,A,10,-18,0.244456,,6.94224,87,True,274,8
rf_density,A,12,-18,0.282619,,7.18596,104,True,274,8
rf_density,A,14,-18,0.321678,,7.4014,123,True,274,8
rf_density,A,16,-18,0.360532,,7.57807,138,True,274,8
rf_density,A,18,-18,0.397942,,7.70844,151,True,274,8
rf_density,A,20,-18,0.432571,,7.78943,164,True,274,8
rf_density,A,22,-18,0.463059,,7.82303,174,True,274,8
rf_density,A,24,-18,0.488099,,7.81574,179,True,274,8
rf_density,A,26,-18,0.506535,,7.77722,182,True,274,8
rf_density,A,28,-18,0.517458,,7.7185,185,True,274,8
rf_density,A,30,-18,0.520288,,7.65034,183,True,274,8
rf_density,A,32,-18,0.514839,,7.58204,180,True,274,8
rf_density,A,34,-18,0.501354,,7.52069,174,True,274,8
rf_density,A,36,-18,0.48049,,7.47092,163,True,274,8
rf_density,A,38,-18,0.453271,,7.43486,154,True,274,8
rf_density,A,40,-18,0.421001,,7.41216,139,True,274,8
rf_density,A,42,-18,0.385156,,7.40011,132,True,274,8
rf_density,A,44,-18,0.347263,,7.39379,122,True,274,8
rf_density,A,46,-18,0.308787,,7.3862,100,True,274,8
rf_density,A,48,-18,0.271035,,7.36862,86,True,274,8
rf_density,A,50,-18,0.23509,,7.33113,72,True,274,8
rf_density,A,52,-18,0.201773,,7.26341,57,True,274,8
rf_density,A,54,-18,0.171632,,7.15583,51,True,274,8
rf_density,A,56,-18,0.144964,,7.0007,40,True,274,8
rf_density,A,58,-18,0.121838,,6.79355,34,True,274,8
rf_density,A,60,-18,0.102145,,6.53437,30,True,274,8
rf_density,A,62,-18,0.0856375,,6.2285,23,True,274,8
rf_density,A,64,-18,,,5.88702,18,False,274,8
rf_density,A,66,-18,,,5.52601,18,False,274,8
rf_density,A,68,-18,,,5.16447,12,False,274,8
rf_density,A,70,-18,,,4.82097,8,False,274,8
rf_density,A,72,-18,,,4.51035,7,False,274,8
rf_density,A,74,-18,,,4.2416,7,False,274,8
rf_density,A,76,-18,,,4.01763,6,False,274,8
rf_density,A,78,-18,,,3.83658,6,False,274,8
rf_density,A,80,-18,,,3.69363,6,False,274,8
rf_density,A,82,-18,,,3.58267,5,False,274,8
rf_density,A,84,-18,,,3.49748,4,False,274,8
rf_density,A,86,-18,,,3.43238,4,False,274,8
rf_density,A,88,-18,,,3.38248,3,False,274,8
rf_density,A,90,-18,,,3.34373,2,False,274,8
rf_density,A,10,-16,0.254024,,6.99066,93,True,274,8
rf_density,A,12,-16,0.292906,,7.2319,110,True,274,8
rf_density,A,14,-16,0.332506,,7.44665,126,True,274,8
rf_density,A,16,-16,0.371696,,7.62483,138,True,274,8
rf_density,A,18,-16,0.409222,,7.75903,153,True,274,8
rf_density,A,20,-16,0.443747,,7.84602,172,True,274,8
rf_density,A,22,-16,0.473924,,7.88735,181,True,274,8
rf_density,A,24,-16,0.498472,,7.88888,184,True,274,8
rf_density,A,26,-16,0.516271,,7.85952,191,True,274,8
rf_density,A,28,-16,0.526455,,7.80958,190,True,274,8
rf_density,A,30,-16,0.528489,,7.74919,191,True,274,8
rf_density,A,32,-16,0.522234,,7.68707,188,True,274,8
rf_density,A,34,-16,0.507975,,7.62986,177,True,274,8
rf_density,A,36,-16,0.486404,,7.58174,167,True,274,8
rf_density,A,38,-16,0.458569,,7.54443,160,True,274,8
rf_density,A,40,-16,0.425791,,7.5172,140,True,274,8
rf_density,A,42,-16,0.389549,,7.49701,135,True,274,8
rf_density,A,44,-16,0.351364,,7.47877,122,True,274,8
rf_density,A,46,-16,0.312684,,7.45559,105,True,274,8
rf_density,A,48,-16,0.274799,,7.41929,90,True,274,8
rf_density,A,50,-16,0.238768,,7.36104,75,True,274,8
rf_density,A,52,-16,0.205388,,7.27227,64,True,274,8
rf_density,A,54,-16,0.175191,,7.14558,48,True,274,8
rf_density,A,56,-16,0.148456,,6.97568,40,True,274,8
rf_density,A,58,-16,0.125245,,6.76019,36,True,274,8
rf_density,A,60,-16,0.105444,,6.50024,31,True,274,8
rf_density,A,62,-16,0.0888056,,6.20098,26,True,274,8
rf_density,A,64,-16,0.0749939,,5.87192,20,True,274,8
rf_density,A,66,-16,,,5.52665,18,False,274,8
rf_density,A,68,-16,,,5.18148,12,False,274,8
rf_density,A,70,-16,,,4.85289,11,False,274,8
rf_density,A,72,-16,,,4.5546,7,False,274,8
rf_density,A,74,-16,,,4.29537,7,False,274,8
rf_density,A,76,-16,,,4.07849,6,False,274,8
rf_density,A,78,-16,,,3.90269,6,False,274,8
rf_density,A,80,-16,,,3.76375,6,False,274,8
rf_density,A,82,-16,,,3.65605,6,False,274,8
rf_density,A,84,-16,,,3.57368,4,False,274,8
rf_density,A,86,-16,,,3.51116,4,False,274,8
rf_density,A,88,-16,,,3.46369,3,False,274,8
rf_density,A,90,-16,,,3.4273,2,False,274,8
rf_density,A,10,-14,0.25946,,7.0085,92,True,274,8
rf_density,A,12,-14,0.298423,,7.24222,110,True,274,8
rf_density,A,14,-14,0.337914,,7.4509,128,True,274,8
rf_density,A,16,-14,0.376799,,7.62504,142,True,274,8
rf_density,A,18,-14,0.413827,,7.75766,162,True,274,8
rf_density,A,20,-14,0.447685,,7.84567,173,True,274,8
rf_density,A,22,-14,0.47706,,7.89043,182,True,274,8
rf_density,A,24,-14,0.500719,,7.89733,185,True,274,8
rf_density,A,26,-14,0.517598,,7.87466,191,True,274,8
rf_density,A,28,-14,0.526884,,7.832,190,True,274,8
rf_density,A,30,-14,0.5281,,7.77876,192,True,274,8
rf_density,A,32,-14,0.521154,,7.72301,184,True,274,8
rf_density,A,34,-14,0.506368,,7.67082,180,True,274,8
rf_density,A,36,-14,0.484457,,7.62585,172,True,274,8
rf_density,A,38,-14,0.456479,,7.58936,158,True,274,8
rf_density,A,40,-14,0.423747,,7.56023,142,True,274,8
rf_density,A,42,-14,0.387719,,7.53518,133,True,274,8
rf_density,A,44,-14,0.349885,,7.50902,123,True,274,8
rf_density,A,46,-14,0.311655,,7.47509,107,True,274,8
rf_density,A,48,-14,0.274275,,7.42583,87,True,274,8
rf_density,A,50,-14,0.238764,,7.35355,73,True,274,8
rf_density,A,52,-14,0.205884,,7.25124,62,True,274,8
rf_density,A,54,-14,0.176136,,7.11338,47,True,274,8
rf_density,A,56,-14,0.14978,,6.93648,42,True,274,8
rf_density,A,58,-14,0.126866,,6.71951,40,True,274,8
rf_density,A,60,-14,0.107279,,6.46404,31,True,274,8
rf_density,A,62,-14,0.0907756,,6.17461,26,True,274,8
rf_density,A,64,-14,0.0770277,,5.85915,22,True,274,8
rf_density,A,66,-14,,,5.52913,18,False,274,8
rf_density,A,68,-14,,,5.19883,12,False,274,8
rf_density,A,70,-14,,,4.8833,11,False,274,8
rf_density,A,72,-14,,,4.59557,8,False,274,8
rf_density,A,74,-14,,,4.34444,7,False,274,8
rf_density,A,76,-14,,,4.13365,6,False,274,8
rf_density,A,78,-14,,,3.96249,6,False,274,8
rf_density,A,80,-14,,,3.82728,6,False,274,8
rf_density,A,82,-14,,,3.72279,5,False,274,8
rf_density,A,84,-14,,,3.64341,5,False,274,8
rf_density,A,86,-14,,,3.58382,4,False,274,8
rf_density,A,88,-14,,,3.5393,3,False,274,8
rf_density,A,90,-14,,,3.50589,3,False,274,8
rf_density,A,10,-12,0.260531,,7.00113,91,True,274,8
rf_density,A,12,-12,0.298941,,7.22285,108,True,274,8
rf_density,A,14,-12,0.337688,,7.42047,126,True,274,8
rf_density,A,16,-12,0.37565,,7.58524,144,True,274,8
rf_density,A,18,-12,0.411602,,7.71084,162,True,274,8
rf_density,A,20,-12,0.444275,,7.7946,168,True,274,8
rf_density,A,22,-12,0.472409,,7.83795,178,True,274,8
rf_density,A,24,-12,0.494839,,7.84609,185,True,274,8
rf_density,A,26,-12,0.510567,,7.82682,187,True,274,8
rf_density,A,28,-12,0.51885,,7.78909,187,True,274,8
rf_density,A,30,-12,0.519271,,7.74163,192,True,274,8
rf_density,A,32,-12,0.511787,,7.69183,187,True,274,8
rf_density,A,34,-12,0.496747,,7.64512,176,True,274,8
rf_density,A,36,-12,0.47488,,7.60461,171,True,274,8
rf_density,A,38,-12,0.447235,,7.57109,157,True,274,8
rf_density,A,40,-12,0.415096,,7.54307,146,True,274,8
rf_density,A,42,-12,0.379878,,7.517,134,True,274,8
rf_density,A,44,-12,0.343015,,7.48767,119,True,274,8
rf_density,A,46,-12,0.305858,,7.44865,104,True,274,8
rf_density,A,48,-12,0.269591,,7.39296,90,True,274,8
rf_density,A,50,-12,0.235176,,7.31389,72,True,274,8
rf_density,A,52,-12,0.203325,,7.20569,66,True,274,8
rf_density,A,54,-12,0.174504,,7.06423,51,True,274,8
rf_density,A,56,-12,0.148948,,6.88723,42,True,274,8
rf_density,A,58,-12,0.126695,,6.67434,37,True,274,8
rf_density,A,60,-12,0.107628,,6.42713,32,True,274,8
rf_density,A,62,-12,0.0915127,,6.14933,27,True,274,8
rf_density,A,64,-12,0.0780351,,5.84748,24,True,274,8
rf_density,A,66,-12,,,5.53146,19,False,274,8
rf_density,A,68,-12,,,5.21416,14,False,274,8
rf_density,A,70,-12,,,4.90973,11,False,274,8
rf_density,A,72,-12,,,4.63094,8,False,274,8
rf_density,A,74,-12,,,4.38673,8,False,274,8
rf_density,A,76,-12,,,4.18124,6,False,274,8
rf_density,A,78,-12,,,4.01429,6,False,274,8
rf_density,A,80,-12,,,3.88261,5,False,274,8
rf_density,A,82,-12,,,3.78135,5,False,274,8
rf_density,A,84,-12,,,3.70513,5,False,274,8
rf_density,A,86,-12,,,3.64877,5,False,274,8
rf_density,A,88,-12,,,3.60762,3,False,274,8
rf_density,A,90,-12,,,3.57774,3,False,274,8
rf_density,A,10,-10,0.257232,,6.9746,90,True,274,8
rf_density,A,12,-10,0.294489,,7.18071,108,True,274,8
rf_density,A,14,-10,0.331904,,7.36309,129,True,274,8
rf_density,A,16,-10,0.368381,,7.51385,140,True,274,8
rf_density,A,18,-10,0.402744,,7.6275,157,True,274,8
rf_density,A,20,-10,0.433781,,7.70201,165,True,274,8
rf_density,A,22,-10,0.460307,,7.73919,168,True,274,8
rf_density,A,24,-10,0.481234,,7.74425,176,True,274,8
rf_density,A,26,-10,0.495646,,7.72473,183,True,274,8
rf_density,A,28,-10,0.502875,,7.68911,186,True,274,8
rf_density,A,30,-10,0.502567,,7.6455,187,True,274,8
rf_density,A,32,-10,0.494723,,7.60067,180,True,274,8
rf_density,A,34,-10,0.479716,,7.55944,172,True,274,8
rf_density,A,36,-10,0.458272,,7.52437,166,True,274,8
rf_density,A,38,-10,0.431415,,7.49576,155,True,274,8
rf_density,A,40,-10,0.400382,,7.47175,142,True,274,8
rf_density,A,42,-10,0.366524,,7.44857,129,True,274,8
rf_density,A,44,-10,0.3312,,7.42093,113,True,274,8
rf_density,A,46,-10,0.295681,,7.38257,100,True,274,8
rf_density,A,48,-10,0.261073,,7.32696,89,True,274,8
rf_density,A,50,-10,0.228268,,7.24808,74,True,274,8
rf_density,A,52,-10,0.197921,,7.14106,62,True,274,8
rf_density,A,54,-10,0.170453,,7.00264,53,True,274,8
rf_density,A,56,-10,0.146072,,6.83118,45,True,274,8
rf_density,A,58,-10,0.124805,,6.62654,36,True,274,8
rf_density,A,60,-10,0.106533,,6.38997,30,True,274,8
rf_density,A,62,-10,0.0910358,,6.1244,25,True,274,8
rf_density,A,64,-10,0.0780167,,5.83534,22,True,274,8
rf_density,A,66,-10,,,5.53162,19,False,274,8
rf_density,A,68,-10,,,5.22536,15,False,274,8
rf_density,A,70,-10,,,4.93029,13,False,274,8
rf_density,A,72,-10,,,4.65908,10,False,274,8
rf_density,A,74,-10,,,4.42085,9,False,274,8
rf_density,A,76,-10,,,4.22009,7,False,274,8
rf_density,A,78,-10,,,4.05699,6,False,274,8
rf_density,A,80,-10,,,3.92865,6,False,274,8
rf_density,A,82,-10,,,3.83051,5,False,274,8
rf_density,A,84,-10,,,3.75741,5,False,274,8
rf_density,A,86,-10,,,3.7043,5,False,274,8
rf_density,A,88,-10,,,3.66663,3,False,274,8
rf_density,A,90,-10,,,3.64045,3,False,274,8
rf_density,A,10,-8,0.249785,,6.93512,88,True,274,8
rf_density,A,12,-8,0.285355,,7.12308,107,True,274,8
rf_density,A,14,-8,0.32092,,7.28709,124,True,274,8
rf_density,A,16,-8,0.355432,,7.42019,136,True,274,8
rf_density,A,18,-8,0.387774,,7.51785,152,True,274,8
rf_density,A,20,-8,0.416812,,7.57885,163,True,274,8
rf_density,A,22,-8,0.441444,,7.60558,167,True,274,8
rf_density,A,24,-8,0.460674,,7.60352,177,True,274,8
rf_density,A,26,-8,0.473672,,7.58016,180,True,274,8
rf_density,A,28,-8,0.479849,,7.54368,181,True,274,8
rf_density,A,30,-8,0.478913,,7.50171,177,True,274,8
rf_density,A,32,-8,0.470905,,7.46047,166,True,274,8
rf_density,A,34,-8,0.456212,,7.42423,164,True,274,8
rf_density,A,36,-8,0.435546,,7.39506,153,True,274,8
rf_density,A,38,-8,0.40989,,7.37281,144,True,274,8
rf_density,A,40,-8,0.380417,,7.35526,138,True,274,8
rf_density,A,42,-8,0.348398,,7.33839,126,True,274,8
rf_density,A,44,-8,0.3151,,7.3168,110,True,274,8
