site,probe,unit_id,inferred_row,inferred_col,predicted_azimuth_deg,predicted_elevation_deg,observed_azimuth_deg,observed_elevation_deg,log2_rf_area,delta_azimuth_deg,delta_elevation_deg,fit_residual_deg
site5,E,5002915,350.56034516168387,118.01821884648669,33.945757151909646,-7.976208489279062,19.49164646972656,15.420479781036379,7.392143711385288,4.694597072283456,-6.760707263833632,19.287404437866687
site5,E,5002919,352.81509118770896,116.21120463776396,33.60704242450113,-8.045455501479756,36.690756469726566,22.342839781036375,7.835800298825812,4.694597072283456,-6.760707263833632,24.874988229572114
site5,E,5002925,352.73233489441634,116.27752776068553,33.617148518365234,-8.041205596804524,17.011566469726564,2.8205237810363775,7.817540434880829,4.694597072283456,-6.760707263833632,12.597219752252329
site5,E,5002934,354.49998028185064,114.86088912635202,,,17.452926469726563,-0.23670121896362262,9.015278938866306,4.694597072283456,-6.760707263833632,
site5,E,5002936,355.34641745710667,114.18253157085599,,,19.39245646972656,5.602945781036378,6.493737250510166,4.694597072283456,-6.760707263833632,
site5,E,5002945,358.2791843422134,111.83213317960039,,,27.185766469726563,-3.3578772189636226,6.859453098005997,4.694597072283456,-6.760707263833632,
site5,E,5002948,358.20876889967496,111.88856601226172,,,23.84017646972656,7.088624781036378,8.850863135557038,4.694597072283456,-6.760707263833632,
site5,E,5002954,356.9579873791208,112.89097601922543,,,18.466936469726562,14.091959781036378,9.561562410304838,4.694597072283456,-6.760707263833632,
site5,E,5002957,359.25265968699756,111.05196381260194,,,11.445556469726561,7.404095781036377,8.683620401114737,4.694597072283456,-6.760707263833632,
site6,A,6000039,208.11006148563297,216.6253708302156,25.045951836557066,-6.849664511383752,59.576316469726564,15.503769781036377,8.85172225187739,6.714112808349766,-2.4933024107354838,45.776978469334324
site6,A,6000299,162.65647158600643,209.91603243551543,1.7433534142766656,-6.149691066874887,55.56764046972656,-10.345885218963623,7.888565061623997,6.714112808349766,-2.4933024107354838,60.906873358705056
site6,A,6000303,161.2342024971187,209.70609336080776,1.3890197163836033,-6.120381118356396,14.57010646972656,-26.079210218963624,8.357218432715404,6.714112808349766,-2.4933024107354838,29.998619551609483
site6,A,6000327,158.6586505791782,209.32591988256894,0.6793998611079346,-6.0613871743416015,14.471596469726563,-19.296040218963626,8.187371756607757,6.714112808349766,-2.4933024107354838,25.84332232338088
site6,A,6000329,158.9981906120846,209.3760388937262,0.7769143171170152,-6.069138306692997,24.093306469726564,-15.834880218963622,9.37684935127688,6.714112808349766,-2.4933024107354838,32.43632833604368
site6,A,6000336,157.08882912833812,209.09420081799772,0.22725236036506793,-6.028854132208789,12.906506469726565,-25.976300218963623,8.262717093497974,6.714112808349766,-2.4933024107354838,29.65956630722357
site6,A,6000352,156.3938066234178,208.9916095553991,0.02626056494078327,-6.019948483479205,14.586966469726562,-33.49029021896362,7.5493226693671405,6.714112808349766,-2.4933024107354838,36.74830447514661
site6,A,6000364,153.39561046871265,208.54905017516035,-0.8395451871336512,-6.013189644394188,7.86480646972656,-33.03562021896362,8.046422318289032,6.714112808349766,-2.4933024107354838,33.300263364195175
site6,A,6000377,152.03371912793415,208.34802337216695,-1.2320237408281913,-6.000265837603906,10.662786469726562,-27.079970218963624,9.341390419511475,6.714112808349766,-2.4933024107354838,30.03295964675611
site6,A,6000378,151.36888549706842,208.24988824542547,-1.4235590952132988,-5.983397581519845,33.05297646972656,-10.193923218963622,9.536027483239504,6.714112808349766,-2.4933024107354838,41.73261103635312
site6,A,6000382,151.26237643579708,208.23416659756992,-1.4542163819389837,-5.980612371984056,28.551636469726564,-29.372640218963625,9.264980013098068,6.714112808349766,-2.4933024107354838,44.92667582432159
site6,A,6000383,151.70639032498238,208.29970684292942,-1.3263571956258562,-5.992200573704052,14.97834646972656,-22.508310218963622,10.606820606559845,6.714112808349766,-2.4933024107354838,29.853369300040374
site6,A,6000393,148.7882455666468,207.86896373305342,-2.1654354686587998,-5.883694251478348,10.667296469726566,-7.850742218963623,7.8064538010891615,6.714112808349766,-2.4933024107354838,20.049285898741154
site6,A,6000394,149.50158491649916,207.97425871853164,-1.9607186728309216,-5.915246129228342,47.646907569726565,-36.42524021896362,7.7016179478677795,6.714112808349766,-2.4933024107354838,65.27906149460543
site6,A,6000396,148.73431263434696,207.8610027712412,-2.180892430570423,-5.8812186798128625,32.65864646972656,-16.479860218963623,10.099175624371387,6.714112808349766,-2.4933024107354838,43.567246489886
site6,A,6000417,146.19776881209503,207.48658722135713,-2.8960026784489528,-5.76410375600094,10.08521646972656,-25.774050218963623,8.743355678628348,6.714112808349766,-2.4933024107354838,29.904887740122412
site6,A,6000429,145.61298657759886,207.4002683649784,-3.0499783098700033,-5.736146323400929,28.13183646972656,-21.64967021896362,7.597730553171084,6.714112808349766,-2.4933024107354838,42.12971139731558
site6,A,6000501,135.59028039146608,205.9208312604083,-3.8222159671444746,-4.9469429703803565,29.59880646972656,-34.36429021896362,7.363032447462107,6.714112808349766,-2.4933024107354838,51.2749319144545
