stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,x_position,stimulus_name,Dir,frame,color,Speed,contrast,size,temporal_frequency,orientation,y_position,spatial_frequency,coherence,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1470,0.0,436.08102,436.33123,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25021383,227,,,0,,False,4,train,0
1471,0.0,436.33123,436.58145,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021383,235,,,0,,False,3,train,0
1472,0.0,436.58145,436.83166,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021383,195,,,0,,False,5,test,0
1473,0.0,436.83166,437.08187,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25020367,106,,,0,,False,4,train,1
1474,0.0,437.08187,437.33207,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25020367,170,,,0,,False,3,train,0
1475,0.0,437.33207,437.58227,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25020367,59,,,0,,False,8,test,2
1476,0.0,437.58227,437.83248,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25020367,47,,,0,,False,6,train,1
1477,0.0,437.83248,438.08269,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25021133,46,,,0,,False,8,test,1
1478,0.0,438.08269,438.3329,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25021133,159,,,0,,False,7,train,2
1479,0.0,438.3329,438.58311,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25021133,56,,,0,,False,7,train,0
1480,0.0,438.58311,438.83332,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25021133,73,,,0,,False,6,train,1
1481,0.0,438.83332,439.08353,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25020617,189,,,0,,False,5,test,2
1482,0.0,439.08353,439.33373,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25020617,150,,,0,,False,8,test,0
1483,0.0,439.33373,439.58394,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,30.0,0.08,null,0.25020617,29,,,0,,False,7,train,2
1484,0.0,439.58394,439.83415,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25020617,128,,,0,,False,5,test,2
1485,0.0,439.83415,440.08436,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021383,54,,,0,,False,6,train,0
1486,0.0,440.08436,440.33457,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25021383,53,,,0,,False,5,test,2
1487,0.0,440.33457,440.58479,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25021383,180,,,0,,False,7,train,1
1488,0.0,440.58479,440.835,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-10.0,0.08,null,0.25021383,103,,,0,,False,6,train,2
1489,0.0,440.835,441.08521,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-20.0,0.08,null,0.25020367,175,,,0,,False,7,train,0
1490,0.0,441.08521,441.33541,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25020367,140,,,0,,False,6,train,1
1491,0.0,441.33541,441.58561,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25020367,128,,,0,,False,6,train,2
1492,0.0,441.58561,441.83582,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25020367,28,,,0,,False,7,train,1
1493,0.0,441.83582,442.08604,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25021883,165,,,0,,False,5,test,0
1494,0.0,442.08604,442.33625,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25021883,33,,,0,,False,6,train,2
1495,0.0,442.33625,442.58647,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25021883,151,,,0,,False,4,train,2
1496,0.0,442.58647,442.83669,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021883,22,,,0,,False,7,train,0
1497,0.0,442.83669,443.08689,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25020117,10,,,0,,False,7,train,2
1498,0.0,443.08689,443.33709,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25020117,96,,,0,,False,6,train,0
1499,0.0,443.33709,443.5873,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25020117,28,,,0,,False,8,test,1
1500,0.0,443.5873,443.8375,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25020117,3,,,0,,False,8,test,0
1501,0.0,443.8375,444.08772,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,30.0,0.08,null,0.25021883,186,,,0,,False,6,train,2
1502,0.0,444.08772,444.33793,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25021883,215,,,0,,False,3,train,1
1503,0.0,444.33793,444.58815,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-30.0,0.08,null,0.25021883,181,,,0,,False,7,train,0
1504,0.0,444.58815,444.83837,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25021883,6,,,0,,False,3,train,2
1505,0.0,444.83837,445.08857,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25019617,214,,,0,,False,3,train,1
1506,0.0,445.08857,445.33876,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25019617,12,,,0,,False,6,train,1
1507,0.0,445.33876,445.58896,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25019617,172,,,0,,False,4,train,2
1508,0.0,445.58896,445.83916,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25019617,9,,,0,,False,6,train,1
1509,0.0,445.83916,446.08938,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25021883,95,,,0,,False,7,train,0
1510,0.0,446.08938,446.33959,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25021883,49,,,0,,False,5,test,1
1511,0.0,446.33959,446.58981,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,20.0,0.08,null,0.25021883,76,,,0,,False,5,test,0
1512,0.0,446.58981,446.84003,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25021883,149,,,0,,False,7,train,2
1513,0.0,446.84003,447.09023,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-30.0,0.08,null,0.25020117,205,,,0,,False,4,train,0
1514,0.0,447.09023,447.34043,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25020117,31,,,0,,False,6,train,2
1515,0.0,447.34043,447.59064,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25020117,157,,,0,,False,3,train,2
1516,0.0,447.59064,447.84084,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25020117,71,,,0,,False,8,test,1
1517,0.0,447.84084,448.09104,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25020633,31,,,0,,False,7,train,2
1518,0.0,448.09104,448.34125,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25020633,49,,,0,,False,6,train,1
1519,0.0,448.34125,448.59146,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25020633,202,,,0,,False,7,train,2
1520,0.0,448.59146,448.84166,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25020633,239,,,0,,False,5,test,2
1521,0.0,448.84166,449.09188,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25021367,207,,,0,,False,5,test,1
1522,0.0,449.09188,449.34209,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25021367,133,,,0,,False,6,train,0
1523,0.0,449.34209,449.5923,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25021367,179,,,0,,False,4,train,0
1524,0.0,449.5923,449.84252,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25021367,212,,,0,,False,3,train,1
1525,0.0,449.84252,450.09273,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021133,22,,,0,,False,8,test,0
1526,0.0,450.09273,450.34294,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25021133,169,,,0,,False,6,train,0
1527,0.0,450.34294,450.59315,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25021133,178,,,0,,False,3,train,2
1528,0.0,450.59315,450.84336,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-20.0,0.08,null,0.25021133,123,,,0,,False,7,train,0
1529,0.0,450.84336,451.09357,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25020367,124,,,0,,False,7,train,2
1530,0.0,451.09357,451.34377,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25020367,228,,,0,,False,2,test,1
1531,0.0,451.34377,451.59397,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25020367,221,,,0,,False,4,train,0
1532,0.0,451.59397,451.84418,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25020367,66,,,0,,False,5,test,2
1533,0.0,451.84418,452.09439,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25021383,99,,,0,,False,6,train,1
1534,0.0,452.09439,452.3446,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25021383,100,,,0,,False,2,test,1
1535,0.0,452.3446,452.59482,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25021383,147,,,0,,False,8,test,0
1536,0.0,452.59482,452.84503,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25021383,68,,,0,,False,6,train,1
1537,0.0,452.84503,453.09524,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25020367,63,,,0,,False,3,train,1
1538,0.0,453.09524,453.34544,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25020367,138,,,0,,False,5,test,1
1539,0.0,453.34544,453.59564,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25020367,109,,,0,,False,4,train,0
1540,0.0,453.59564,453.84585,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25020367,3,,,0,,False,9,train,0
1541,0.0,453.84585,454.09606,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25021633,229,,,0,,False,7,train,1
1542,0.0,454.09606,454.34628,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25021633,18,,,0,,False,9,train,0
1543,0.0,454.34628,454.5965,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25021633,234,,,0,,False,3,train,0
1544,0.0,454.5965,454.84671,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25021633,157,,,0,,False,4,train,2
1545,0.0,454.84671,455.09692,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25020367,189,,,0,,False,6,train,2
1546,0.0,455.09692,455.34712,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25020367,157,,,0,,False,5,test,2
1547,0.0,455.34712,455.59732,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25020367,207,,,0,,False,6,train,1
1548,0.0,455.59732,455.84753,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25020367,215,,,0,,False,4,train,1
1549,0.0,455.84753,456.09775,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25022133,195,,,0,,False,6,train,0
1550,0.0,456.09775,456.34797,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25022133,2,,,0,,False,6,train,0
1551,0.0,456.34797,456.59819,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,30.0,0.08,null,0.25022133,104,,,0,,False,6,train,2
1552,0.0,456.59819,456.84841,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25022133,115,,,0,,False,6,train,2
1553,0.0,456.84841,457.09861,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25019617,212,,,0,,False,4,train,1
1554,0.0,457.09861,457.3488,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25019617,169,,,0,,False,7,train,0
1555,0.0,457.3488,457.599,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25019617,71,,,0,,False,9,train,1
1556,0.0,457.599,457.8492,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25019617,233,,,0,,False,3,train,1
1557,0.0,457.8492,458.09941,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25021633,7,,,0,,False,5,test,1
1558,0.0,458.09941,458.34963,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25021633,90,,,0,,False,9,train,0
1559,0.0,458.34963,458.59985,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25021633,68,,,0,,False,7,train,1
1560,0.0,458.59985,458.85006,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25021633,240,,,0,,False,6,train,1
1561,0.0,458.85006,459.10027,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-10.0,0.08,null,0.25020367,162,,,0,,False,5,test,2
1562,0.0,459.10027,459.35047,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25020367,201,,,0,,False,7,train,2
1563,0.0,459.35047,459.60067,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,30.0,0.08,null,0.25020367,98,,,0,,False,9,train,2
1564,0.0,459.60067,459.85088,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25020367,59,,,0,,False,9,train,2
1565,0.0,459.85088,460.10109,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25021133,13,,,0,,False,7,train,1
1566,0.0,460.10109,460.3513,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-10.0,0.08,null,0.25021133,144,,,0,,False,9,train,2
1567,0.0,460.3513,460.60151,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25021133,203,,,0,,False,5,test,0
1568,0.0,460.60151,460.85172,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25021133,53,,,0,,False,6,train,2
1569,0.0,460.85172,461.10193,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25020867,30,,,0,,False,8,test,0
1570,0.0,461.10193,461.35214,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25020867,220,,,0,,False,5,test,0
1571,0.0,461.35214,461.60235,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25020867,25,,,0,,False,7,train,1
1572,0.0,461.60235,461.85256,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-20.0,0.08,null,0.25020867,134,,,0,,False,6,train,0
1573,0.0,461.85256,462.10277,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25021133,94,,,0,,False,5,test,1
1574,0.0,462.10277,462.35298,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25021133,177,,,0,,False,9,train,1
1575,0.0,462.35298,462.60319,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25021133,145,,,0,,False,5,test,1
1576,0.0,462.60319,462.8534,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25021133,147,,,0,,False,9,train,0
1577,0.0,462.8534,463.10361,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25020367,88,,,0,,False,4,train,2
1578,0.0,463.10361,463.35381,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25020367,5,,,0,,False,4,train,1
1579,0.0,463.35381,463.60401,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25020367,67,,,0,,False,5,test,0
1580,0.0,463.60401,463.85422,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25020367,184,,,0,,False,6,train,1
1581,0.0,463.85422,464.10443,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021633,48,,,0,,False,10,train,0
1582,0.0,464.10443,464.35465,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25021633,135,,,0,,False,8,test,1
1583,0.0,464.35465,464.60487,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25021633,226,,,0,,False,4,train,0
1584,0.0,464.60487,464.85508,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021633,161,,,0,,False,4,train,0
1585,0.0,464.85508,465.10528,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25020117,139,,,0,,False,8,test,2
1586,0.0,465.10528,465.35548,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25020117,39,,,0,,False,5,test,2
1587,0.0,465.35548,465.60569,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25020117,212,,,0,,False,5,test,1
1588,0.0,465.60569,465.85589,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25020117,201,,,0,,False,8,test,2
1589,0.0,465.85589,466.1061,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25021383,129,,,0,,False,5,test,1
1590,0.0,466.1061,466.35631,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25021383,170,,,0,,False,4,train,0
1591,0.0,466.35631,466.60653,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25021383,79,,,0,,False,6,train,1
1592,0.0,466.60653,466.85674,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25021383,229,,,0,,False,8,test,1
1593,0.0,466.85674,467.10695,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25020617,157,,,0,,False,6,train,2
1594,0.0,467.10695,467.35715,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25020617,8,,,0,,False,9,train,1
1595,0.0,467.35715,467.60736,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25020617,64,,,0,,False,4,train,1
1596,0.0,467.60736,467.85757,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25020617,183,,,0,,False,7,train,2
1597,0.0,467.85757,468.10778,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25021383,31,,,0,,False,8,test,2
1598,0.0,468.10778,468.35799,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25021383,170,,,0,,False,5,test,0
