stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,x_position,stimulus_name,Dir,frame,color,Speed,contrast,size,temporal_frequency,orientation,y_position,spatial_frequency,coherence,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
638,0.0,227.90704,228.15726,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25021633,126,,,0,,False,3,train,1
639,0.0,228.15726,228.40748,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25021633,105,,,0,,False,4,train,1
640,0.0,228.40748,228.65769,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-30.0,0.08,null,0.25021633,27,,,0,,False,2,test,0
641,0.0,228.65769,228.9079,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,20.0,0.08,null,0.25020367,91,,,0,,False,1,train,0
642,0.0,228.9079,229.1581,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25020367,59,,,0,,False,5,test,2
643,0.0,229.1581,229.4083,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25020367,32,,,0,,False,1,train,2
644,0.0,229.4083,229.65851,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25020367,90,,,0,,False,3,train,0
645,0.0,229.65851,229.90873,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25021883,108,,,0,,False,1,train,2
646,0.0,229.90873,230.15894,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25021883,201,,,0,,False,2,test,2
647,0.0,230.15894,230.40916,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25021883,40,,,0,,False,4,train,2
648,0.0,230.40916,230.65938,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-20.0,0.08,null,0.25021883,175,,,0,,False,1,train,0
649,0.0,230.65938,230.90958,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25019617,38,,,0,,False,3,train,0
650,0.0,230.90958,231.15977,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25019617,80,,,0,,False,1,train,2
651,0.0,231.15977,231.40997,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25019617,122,,,0,,False,4,train,0
652,0.0,231.40997,231.66017,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-30.0,0.08,null,0.25019617,113,,,0,,False,2,test,0
653,0.0,231.66017,231.91039,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25021883,177,,,0,,False,1,train,1
654,0.0,231.91039,232.1606,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25021883,125,,,0,,False,4,train,2
655,0.0,232.1606,232.41082,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25021883,60,,,0,,False,4,train,0
656,0.0,232.41082,232.66104,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25021883,79,,,0,,False,4,train,1
657,0.0,232.66104,232.91125,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25020367,177,,,0,,False,2,test,1
658,0.0,232.91125,233.16145,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25020367,49,,,0,,False,2,test,1
659,0.0,233.16145,233.41165,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25020367,116,,,0,,False,2,test,0
660,0.0,233.41165,233.66186,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25020367,207,,,0,,False,3,train,1
661,0.0,233.66186,233.91208,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25021883,18,,,0,,False,5,test,0
662,0.0,233.91208,234.16229,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25021883,12,,,0,,False,2,test,1
663,0.0,234.16229,234.41251,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25021883,217,,,0,,False,3,train,2
664,0.0,234.41251,234.66273,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25021883,21,,,0,,False,4,train,1
665,0.0,234.66273,234.91293,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25020117,182,,,0,,False,4,train,1
666,0.0,234.91293,235.16313,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25020117,28,,,0,,False,4,train,1
667,0.0,235.16313,235.41334,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25020117,40,,,0,,False,5,test,2
668,0.0,235.41334,235.66354,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-10.0,0.08,null,0.25020117,144,,,0,,False,5,test,2
669,0.0,235.66354,235.91375,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25020883,146,,,0,,False,2,test,2
670,0.0,235.91375,236.16395,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,30.0,0.08,null,0.25020883,51,,,0,,False,2,test,2
671,0.0,236.16395,236.41416,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25020883,16,,,0,,False,3,train,1
672,0.0,236.41416,236.66437,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25020883,132,,,0,,False,3,train,1
673,0.0,236.66437,236.91458,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25020617,211,,,0,,False,1,train,2
674,0.0,236.91458,237.16478,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,30.0,0.08,null,0.25020617,98,,,0,,False,5,test,2
675,0.0,237.16478,237.41499,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25020617,90,,,0,,False,4,train,0
676,0.0,237.41499,237.6652,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,20.0,0.08,null,0.25020617,110,,,0,,False,3,train,0
677,0.0,237.6652,237.91541,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25021633,101,,,0,,False,1,train,0
678,0.0,237.91541,238.16563,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25021633,38,,,0,,False,4,train,0
679,0.0,238.16563,238.41585,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25021633,227,,,0,,False,1,train,0
680,0.0,238.41585,238.66606,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25021633,219,,,0,,False,1,train,2
681,0.0,238.66606,238.91626,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25019617,73,,,0,,False,3,train,1
682,0.0,238.91626,239.16645,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25019617,18,,,0,,False,6,train,0
683,0.0,239.16645,239.41665,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25019617,230,,,0,,False,1,train,2
684,0.0,239.41665,239.66685,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25019617,232,,,0,,False,0,train,1
685,0.0,239.66685,239.91707,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25022133,208,,,0,,False,1,train,1
686,0.0,239.91707,240.16729,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25022133,233,,,0,,False,0,train,1
687,0.0,240.16729,240.41751,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25022133,177,,,0,,False,3,train,1
688,0.0,240.41751,240.66773,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25022133,58,,,0,,False,4,train,2
689,0.0,240.66773,240.91793,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25020117,138,,,0,,False,2,test,1
690,0.0,240.91793,241.16813,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25020117,210,,,0,,False,2,test,2
691,0.0,241.16813,241.41834,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25020117,125,,,0,,False,5,test,2
692,0.0,241.41834,241.66854,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-40.0,0.08,null,0.25020117,146,,,0,,False,3,train,2
693,0.0,241.66854,241.91876,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25022633,154,,,0,,False,3,train,1
694,0.0,241.91876,242.16899,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25022633,8,,,0,,False,1,train,1
695,0.0,242.16899,242.41922,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25022633,61,,,0,,False,2,test,1
696,0.0,242.41922,242.66944,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25022633,167,,,0,,False,1,train,2
697,0.0,242.66944,242.91964,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-10.0,0.08,null,0.25019367,164,,,0,,False,2,test,2
698,0.0,242.91964,243.16983,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25019367,70,,,0,,False,3,train,1
699,0.0,243.16983,243.42002,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25019367,118,,,0,,False,1,train,2
700,0.0,243.42002,243.67022,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25019367,234,,,0,,False,0,train,0
701,0.0,243.67022,243.92044,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25022133,193,,,0,,False,4,train,1
702,0.0,243.92044,244.17066,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25022133,165,,,0,,False,2,test,0
703,0.0,244.17066,244.42088,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25022133,79,,,0,,False,5,test,1
704,0.0,244.42088,244.6711,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25022133,21,,,0,,False,5,test,1
705,0.0,244.6711,244.9213,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25019617,230,,,0,,False,2,test,2
706,0.0,244.9213,245.17149,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25019617,90,,,0,,False,5,test,0
707,0.0,245.17149,245.42169,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,10.0,0.08,null,0.25019617,133,,,0,,False,1,train,0
708,0.0,245.42169,245.67189,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25019617,46,,,0,,False,2,test,1
709,0.0,245.67189,245.9221,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25021383,234,,,0,,False,1,train,0
710,0.0,245.9221,246.17231,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25021383,41,,,0,,False,5,test,0
711,0.0,246.17231,246.42253,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25021383,139,,,0,,False,1,train,2
712,0.0,246.42253,246.67274,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021383,195,,,0,,False,2,test,0
713,0.0,246.67274,246.92295,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25020367,150,,,0,,False,5,test,0
714,0.0,246.92295,247.17315,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25020367,14,,,0,,False,3,train,1
715,0.0,247.17315,247.42335,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25020367,12,,,0,,False,3,train,1
716,0.0,247.42335,247.67356,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-30.0,0.08,null,0.25020367,11,,,0,,False,1,train,0
717,0.0,247.67356,247.92377,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25021383,39,,,0,,False,2,test,2
718,0.0,247.92377,248.17398,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25021383,193,,,0,,False,5,test,1
719,0.0,248.17398,248.4242,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25021383,84,,,0,,False,5,test,0
720,0.0,248.4242,248.67441,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25021383,208,,,0,,False,2,test,1
721,0.0,248.67441,248.92462,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25020367,224,,,0,,False,1,train,2
722,0.0,248.92462,249.17482,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25020367,136,,,0,,False,3,train,0
723,0.0,249.17482,249.42502,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25020367,46,,,0,,False,3,train,1
724,0.0,249.42502,249.67523,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25020367,180,,,0,,False,2,test,1
725,0.0,249.67523,249.92545,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25022133,184,,,0,,False,3,train,1
726,0.0,249.92545,250.17567,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,20.0,0.08,null,0.25022133,127,,,0,,False,5,test,0
727,0.0,250.17567,250.42589,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25022133,200,,,0,,False,2,test,0
728,0.0,250.42589,250.67611,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25022133,221,,,0,,False,1,train,0
729,0.0,250.67611,250.92631,"[3644.93333333, 3644.93333333]",0.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25019617,180,,,0,,False,3,train,1
730,0.0,250.92631,251.1765,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25019617,145,,,0,,False,3,train,1
731,0.0,251.1765,251.4267,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25019617,36,,,0,,False,6,train,1
732,0.0,251.4267,251.6769,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,30.0,0.08,null,0.25019617,130,,,0,,False,1,train,1
733,0.0,251.6769,251.92711,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25021383,22,,,0,,False,6,train,0
734,0.0,251.92711,252.17732,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25021383,143,,,0,,False,3,train,0
735,0.0,252.17732,252.42754,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-40.0,0.08,null,0.25021383,8,,,0,,False,2,test,1
736,0.0,252.42754,252.67775,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25021383,201,,,0,,False,3,train,2
737,0.0,252.67775,252.92796,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25020367,166,,,0,,False,1,train,0
738,0.0,252.92796,253.17816,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,30.0,0.08,null,0.25020367,104,,,0,,False,2,test,2
739,0.0,253.17816,253.42836,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25020367,68,,,0,,False,2,test,1
740,0.0,253.42836,253.67857,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25020367,74,,,0,,False,5,test,2
741,0.0,253.67857,253.92878,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,20.0,0.08,null,0.25021633,31,,,0,,False,2,test,2
742,0.0,253.92878,254.179,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-30.0,0.08,null,0.25021633,135,,,0,,False,2,test,1
743,0.0,254.179,254.42922,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,20.0,0.08,null,0.25021633,61,,,0,,False,3,train,1
744,0.0,254.42922,254.67943,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25021633,21,,,0,,False,6,train,1
745,0.0,254.67943,254.92964,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,10.0,0.08,null,0.25020617,138,,,0,,False,3,train,1
746,0.0,254.92964,255.17984,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-40.0,0.08,null,0.25020617,38,,,0,,False,5,test,0
747,0.0,255.17984,255.43005,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25020617,214,,,0,,False,2,test,1
748,0.0,255.43005,255.68026,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,30.0,0.08,null,0.25020617,148,,,0,,False,2,test,0
749,0.0,255.68026,255.93048,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25021883,80,,,0,,False,2,test,2
750,0.0,255.93048,256.18069,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-10.0,0.08,null,0.25021883,13,,,0,,False,5,test,1
751,0.0,256.18069,256.43091,"[3644.93333333, 3644.93333333]",40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25021883,149,,,0,,False,2,test,2
752,0.0,256.43091,256.68113,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,10.0,0.08,null,0.25021883,176,,,0,,False,2,test,2
753,0.0,256.68113,256.93133,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25019867,198,,,0,,False,1,train,2
754,0.0,256.93133,257.18153,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25019867,211,,,0,,False,2,test,2
755,0.0,257.18153,257.43173,"[3644.93333333, 3644.93333333]",-30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,40.0,0.08,null,0.25019867,215,,,0,,False,1,train,1
756,0.0,257.43173,257.68193,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,0.0,0.08,null,0.25019867,173,,,0,,False,2,test,0
757,0.0,257.68193,257.93215,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,40.0,0.08,null,0.25022133,210,,,0,,False,3,train,2
758,0.0,257.93215,258.18237,"[3644.93333333, 3644.93333333]",20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25022133,166,,,0,,False,2,test,0
759,0.0,258.18237,258.43259,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,20.0,0.08,null,0.25022133,209,,,0,,False,1,train,0
760,0.0,258.43259,258.68281,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,40.0,0.08,null,0.25022133,101,,,0,,False,2,test,0
761,0.0,258.68281,258.93301,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,0.0,-10.0,0.08,null,0.25019367,235,,,0,,False,0,train,0
762,0.0,258.93301,259.1832,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,-20.0,0.08,null,0.25019367,192,,,0,,False,5,test,1
763,0.0,259.1832,259.43339,"[3644.93333333, 3644.93333333]",-10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,45.0,0.0,0.08,null,0.25019367,236,,,0,,False,0,train,1
764,0.0,259.43339,259.68359,"[3644.93333333, 3644.93333333]",-20.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-10.0,0.08,null,0.25019367,111,,,0,,False,3,train,2
765,0.0,259.68359,259.93381,"[3644.93333333, 3644.93333333]",30.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-20.0,0.08,null,0.25021883,80,,,0,,False,3,train,2
766,0.0,259.93381,260.18402,"[3644.93333333, 3644.93333333]",-40.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,-30.0,0.08,null,0.25021883,33,,,0,,False,4,train,2
767,0.0,260.18402,260.43424,"[3644.93333333, 3644.93333333]",10.0,gabors,null,null,null,null,0.8,"[20.0, 20.0]",4.0,90.0,0.0,0.08,null,0.25021883,225,,,0,,False,3,train,2
