ecephys_session_id,specimen_id,model,target_units,target_blocks,maximum_consecutive_tangential_ccf_step_um,tangential_ccf_span_um,training_animals,training_blocks,training_centered_rmse_deg,heldout_gradient_rmse_deg,heldout_constant_rmse_deg,heldout_gradient_r2_vs_constant,heldout_azimuth_rho,heldout_elevation_rho,median_raw_trace_deg2,median_sampling_trace_deg2,median_sampling_fraction,p90_sampling_fraction,median_residual_trace_deg2,raw_vs_sampling_trace_rho,sampling_vs_physical_spread_rho,censored_fraction,median_test_deviance,robust_azimuth_span_deg,robust_elevation_span_deg,robust_rf_support_deg,gate_units,gate_gradient,gate_sampling,gate_ccf_step,gate_censoring,gate_rf_support,gate_fit_quality,discovery_selected
754312389,719828690,quadratic,144,6,133.15404612703287,516.6526879829428,44,264,3.103476446960317,1.138667170998425,3.387303095122211,0.8869981687767412,1.0,0.5428571428571429,69.2162821931405,15.80614158606615,0.2287082095440041,0.2471244594644165,62.289625789612174,-0.4733330050231458,0.909796775993959,0.2361111111111111,1.0536175600000002,21.114251465000045,13.814411056000017,25.231915657583198,True,True,False,True,True,True,True,False
754829445,726298253,quadratic,141,6,721.9433842068227,1455.6115553264888,44,264,3.097270502103536,3.146819255601737,6.9518779650058855,0.7951012455587297,0.942857142857143,0.6,143.05080872870818,62.70939716431516,0.4143477932825813,0.8074002786168848,115.42879375909752,0.8702411930637863,0.4976011895650654,0.2907801418439716,1.09340527,43.5301219,26.62848559,51.0288913993406,True,True,False,False,True,True,True,False
781842082,760946813,quadratic,105,6,98.97979591815697,290.02758489495443,44,264,3.106476312765436,1.2897834965114072,2.42019387697846,0.7159902068730423,0.8285714285714287,0.2571428571428572,64.4127797729238,4.526309935488611,0.0697044384381156,0.0753022694000368,58.2458585393687,-0.1503628447024673,0.9897574123989218,0.2571428571428571,0.950047086,18.460234042000003,12.989376711400002,22.572198568949293,True,True,True,True,True,True,True,True
798911424,775876828,quadratic,127,6,65.76473218982953,250.0524944886573,44,264,3.1019498955629,1.9105710761008712,3.244588362619264,0.6532574129573003,1.0,0.7714285714285715,83.79034658125371,3.026842460363933,0.036038806123989,0.0371195730326753,80.16040997961643,0.0802249718785152,0.9951406074240722,0.2755905511811024,0.976660361,20.492786154000008,19.360755426000004,28.19207574867383,True,True,True,True,True,True,True,True
762602078,744915204,quadratic,108,6,69.02897942168927,257.93894626442125,44,264,3.105140195952595,1.924124970449432,3.046111461315561,0.6009980942527011,1.0,0.3142857142857143,93.00335544252424,3.1311256089012565,0.0334818116987048,0.0362361438309839,84.89418631365118,-0.5677689178503721,0.9898349004925358,0.4722222222222222,0.4453223925,23.366999320999998,21.29859743199998,31.617193263128378,True,True,True,True,False,True,False,False
778240327,760938797,quadratic,130,6,67.4166151627327,263.46346995361614,44,264,3.100522468527373,2.0179176291684797,3.1858683435489774,0.5988089648830076,0.8857142857142858,0.8857142857142858,73.48623209760764,2.8767713971473,0.0390136380619585,0.0404174538864362,67.19257647206686,0.477107558139535,0.993436940966011,0.15384615384615385,1.011713675,23.63823138,11.413892884000006,26.249627302913137,True,True,True,True,True,True,True,True
789848216,763808604,quadratic,25,6,94.36630754670864,258.0934908129223,44,264,3.100322174719717,1.7902013484481565,2.819917690053644,0.5969760122335135,0.7142857142857143,0.6571428571428573,33.09312064547922,4.039266499148395,0.1214642165624444,0.1369297993370044,21.936110977776867,0.3661538461538461,0.9946153846153848,0.32,0.218609557,12.435235260000002,8.278343428000001,14.938743115920367,False,True,False,True,False,False,False,False
760345702,739783171,quadratic,92,6,54.70831746635972,206.335891206547,44,264,3.1066915022347086,1.48154341665061,2.291493937909048,0.5819855058423988,1.0,0.6,54.2399252005002,2.0225951091425225,0.0373409297597061,0.0383718786763833,50.32722937523529,0.4637033378606412,0.9870601308803556,0.2826086956521739,0.9901772209999999,18.63304321600001,13.015805659000002,22.728869229290325,True,True,True,True,True,True,True,True
816200189,791857608,quadratic,93,6,36.89173349139343,153.93829932800998,44,264,3.103976598259858,1.5394213262292853,2.22175347501175,0.5199093353383211,0.8857142857142858,0.7142857142857143,48.61651168229848,1.2387543898821018,0.0254137670556541,0.0263892984894575,46.41880902074118,-0.3711467876219748,0.9842589000626658,0.3010752688172043,1.09836913,17.30210204259999,11.086409893999996,20.54923890148547,True,True,True,True,False,True,True,False
771990200,756578435,quadratic,97,6,59.20304046246274,245.2835094334717,44,264,3.0892014764536047,2.738456270024634,3.897473516197633,0.5063202940756928,0.7714285714285715,0.3714285714285715,84.14823636822655,2.8207512689206284,0.0338176246537686,0.035651199202212,80.69020906277566,0.1430675362928676,0.9990532295392384,0.18556701030927836,1.05904639,22.684366175400005,13.030936142000009,26.160767678271863,True,True,True,True,True,True,True,True
