group,model,azimuth_deg,elevation_deg,halfmax_area_deg2,effective_local_units
V1,allen,65,-7.5,1597.2418,68.912535
V1,allen,66.25,-7.5,1673.3565,68.125127
V1,allen,67.5,-7.5,1767.9386,67.126269
V1,allen,68.75,-7.5,1886.0013,65.874761
V1,allen,70,-7.5,2034.2988,64.314269
V1,allen,71.25,-7.5,2222.0158,62.373275
V1,allen,72.5,-7.5,2461.7658,59.96975
V1,allen,73.75,-7.5,2771.0409,57.023632
V1,allen,75,-7.5,3174.3243,53.479116
V1,allen,76.25,-7.5,3706.1608,49.334535
V1,allen,77.5,-7.5,4415.5918,44.670206
V1,allen,78.75,-7.5,5372.4754,39.658318
V1,allen,80,-7.5,6676.2888,34.541705
V1,allen,81.25,-7.5,8467.9675,29.583907
V1,allen,82.5,-7.5,10945.004,25.011339
V1,allen,83.75,-7.5,14379.209,20.973227
V1,allen,85,-7.5,19135.021,17.531885
V1,allen,86.25,-7.5,25684.071,14.677943
V1,allen,87.5,-7.5,34609.379,12.356341
V1,allen,88.75,-7.5,46591.286,10.490914
V1,allen,90,-7.5,62368.715,9.001884
V1,allen,10,-6.25,4755.1612,6.2312705
V1,allen,11.25,-6.25,4477.9111,6.7957256
V1,allen,12.5,-6.25,4218.2308,7.4321355
V1,allen,13.75,-6.25,3974.7386,8.149197
V1,allen,15,-6.25,3746.4016,8.9563971
V1,allen,16.25,-6.25,3532.4213,9.8639281
V1,allen,17.5,-6.25,3332.1496,10.882539
V1,allen,18.75,-6.25,3145.0295,12.023301
V1,allen,20,-6.25,2970.5529,13.297276
V1,allen,21.25,-6.25,2808.2334,14.715062
V1,allen,22.5,-6.25,2657.5882,16.286215
V1,allen,23.75,-6.25,2518.1291,18.018555
V1,allen,25,-6.25,2389.3578,19.917352
V1,allen,26.25,-6.25,2270.7662,21.98446
V1,allen,27.5,-6.25,2161.8385,24.217448
V1,allen,28.75,-6.25,2062.0553,26.608828
V1,allen,30,-6.25,1970.8982,29.145485
V1,allen,31.25,-6.25,1887.855,31.808426
V1,allen,32.5,-6.25,1812.4245,34.572954
V1,allen,33.75,-6.25,1744.1209,37.409321
V1,allen,35,-6.25,1682.4776,40.28386
V1,allen,36.25,-6.25,1627.0503,43.160524
V1,allen,37.5,-6.25,1577.4201,46.002688
V1,allen,38.75,-6.25,1533.1951,48.775007
V1,allen,40,-6.25,1494.0123,51.445131
V1,allen,41.25,-6.25,1459.5389,53.98508
V1,allen,42.5,-6.25,1429.4732,56.372151
V1,allen,43.75,-6.25,1403.5458,58.589308
V1,allen,45,-6.25,1381.5206,60.625073
V1,allen,46.25,-6.25,1363.1962,62.473011
V1,allen,47.5,-6.25,1348.4075,64.130939
V1,allen,48.75,-6.25,1337.0282,65.599979
V1,allen,50,-6.25,1328.9738,66.883607
V1,allen,51.25,-6.25,1324.2061,67.986763
V1,allen,52.5,-6.25,1322.7387,68.915123
V1,allen,53.75,-6.25,1324.6448,69.674536
V1,allen,55,-6.25,1330.067,70.270647
V1,allen,56.25,-6.25,1339.231,70.708673
V1,allen,57.5,-6.25,1352.4623,70.993296
V1,allen,58.75,-6.25,1370.2098,71.128608
V1,allen,60,-6.25,1393.0757,71.118021
V1,allen,61.25,-6.25,1421.8563,70.964073
V1,allen,62.5,-6.25,1457.5955,70.667993
V1,allen,63.75,-6.25,1501.658,70.228931
V1,allen,65,-6.25,1555.8285,69.642693
V1,allen,66.25,-6.25,1622.4482,68.899892
V1,allen,67.5,-6.25,1704.6036,67.983419
V1,allen,68.75,-6.25,1806.3923,66.865309
V1,allen,70,-6.25,1933.2984,65.503388
V1,allen,71.25,-6.25,2092.7299,63.838613
V1,allen,72.5,-6.25,2294.7927,61.79498
V1,allen,73.75,-6.25,2553.4146,59.284897
V1,allen,75,-6.25,2887.9844,56.223534
V1,allen,76.25,-6.25,3325.7464,52.554215
V1,allen,77.5,-6.25,3905.2925,48.281607
V1,allen,78.75,-6.25,4681.6142,43.5008
V1,allen,80,-6.25,5733.3072,38.403904
V1,allen,81.25,-6.25,7172.6011,33.251263
V1,allen,82.5,-6.25,9158.808,28.313774
V1,allen,83.75,-6.25,11915.375,23.812257
V1,allen,85,-6.25,15749.726,19.880858
V1,allen,86.25,-6.25,21073.307,16.563869
V1,allen,87.5,-6.25,28416.771,13.836435
V1,allen,88.75,-6.25,38432.74,11.633028
V1,allen,90,-6.25,51877.47,9.8719885
V1,allen,10,-5,4437.2034,6.3274605
V1,allen,11.25,-5,4170.4915,6.9029172
V1,allen,12.5,-5,3923.6523,7.5525462
V1,allen,13.75,-5,3694.55,8.2851944
V1,allen,15,-5,3481.5707,9.1105018
V1,allen,16.25,-5,3283.4659,10.038804
V1,allen,17.5,-5,3099.238,11.080964
V1,allen,18.75,-5,2928.0593,12.248122
V1,allen,20,-5,2769.2136,13.551333
V1,allen,21.25,-5,2622.0563,15.001091
V1,allen,22.5,-5,2485.9879,16.606726
V1,allen,23.75,-5,2360.4365,18.375683
V1,allen,25,-5,2244.8479,20.312698
V1,allen,26.25,-5,2138.6806,22.418932
V1,allen,27.5,-5,2041.4037,24.691115
V1,allen,28.75,-5,1952.4976,27.120819
V1,allen,30,-5,1871.4554,29.693946
V1,allen,31.25,-5,1797.7853,32.390565
V1,allen,32.5,-5,1731.0133,35.185171
V1,allen,33.75,-5,1670.6851,38.04743
V1,allen,35,-5,1616.3688,40.94338
V1,allen,36.25,-5,1567.6564,43.837007
V1,allen,37.5,-5,1524.1654,46.692036
V1,allen,38.75,-5,1485.5398,49.473741
V1,allen,40,-5,1451.4511,52.150572
V1,allen,41.25,-5,1421.5987,54.695423
V1,allen,42.5,-5,1395.7108,57.086418
V1,allen,43.75,-5,1373.5446,59.307207
V1,allen,45,-5,1354.8874,61.346781
V1,allen,46.25,-5,1339.5573,63.198913
V1,allen,47.5,-5,1327.4045,64.861356
V1,allen,48.75,-5,1318.3133,66.334921
V1,allen,50,-5,1312.2048,67.622556
V1,allen,51.25,-5,1309.0405,68.72853
V1,allen,52.5,-5,1308.8269,69.657761
V1,allen,53.75,-5,1311.6221,70.415339
V1,allen,55,-5,1317.5442,71.006232
V1,allen,56.25,-5,1326.7827,71.43516
V1,allen,57.5,-5,1339.6128,71.706591
V1,allen,58.75,-5,1356.4146,71.824802
V1,allen,60,-5,1377.6986,71.793944
V1,allen,61.25,-5,1404.1386,71.618003
V1,allen,62.5,-5,1436.6168,71.300589
V1,allen,63.75,-5,1476.2828,70.844412
V1,allen,65,-5,1524.6344,70.250339
V1,allen,66.25,-5,1583.6272,69.515892
V1,allen,67.5,-5,1655.8267,68.633072
V1,allen,68.75,-5,1744.6184,67.585441
V1,allen,70,-5,1854.5055,66.344575
V1,allen,71.25,-5,1991.5302,64.866319
V1,allen,72.5,-5,2163.8796,63.087977
V1,allen,73.75,-5,2382.7616,60.928568
V1,allen,75,-5,2663.6821,58.295503
V1,allen,76.25,-5,3028.3125,55.101491
V1,allen,77.5,-5,3507.2281,51.293413
V1,allen,78.75,-5,4143.9087,46.888294
V1,allen,80,-5,5000.536,42.001632
V1,allen,81.25,-5,6166.2602,36.847884
V1,allen,82.5,-5,7768.6881,31.702227
V1,allen,83.75,-5,9989.2232,26.835959
V1,allen,85,-5,13082.362,22.456174
V1,allen,86.25,-5,17397.842,18.675776
V1,allen,87.5,-5,23402.45,15.51817
V1,allen,88.75,-5,31695.494,12.942941
V1,allen,90,-5,43009.318,10.875573
V1,allen,10,-3.75,4197.0676,6.4460227
V1,allen,11.25,-3.75,3935.131,7.0317617
V1,allen,12.5,-3.75,3696.0574,7.693711
V1,allen,13.75,-3.75,3476.757,8.4407539
V1,allen,15,-3.75,3274.9034,9.2825559
V1,allen,16.25,-3.75,3088.7134,10.229453
V1,allen,17.5,-3.75,2916.7874,11.292272
V1,allen,18.75,-3.75,2757.9958,12.482057
V1,allen,20,-3.75,2611.3974,13.809694
V1,allen,21.25,-3.75,2476.1817,15.285422
V1,allen,22.5,-3.75,2351.6295,16.918219
V1,allen,23.75,-3.75,2237.0853,18.715073
V1,allen,25,-3.75,2131.9401,20.680172
V1,allen,26.25,-3.75,2035.6196,22.814054
V1,allen,27.5,-3.75,1947.5779,25.112794
V1,allen,28.75,-3.75,1867.294,27.567325
V1,allen,30,-3.75,1794.2697,30.162985
V1,allen,31.25,-3.75,1728.0299,32.879424
V1,allen,32.5,-3.75,1668.1224,35.69092
V1,allen,33.75,-3.75,1614.1189,38.567158
V1,allen,35,-3.75,1565.6154,41.47445
V1,allen,36.25,-3.75,1522.2331,44.37728
V1,allen,37.5,-3.75,1483.6187,47.240042
V1,allen,38.75,-3.75,1449.4446,50.028769
V1,allen,40,-3.75,1419.4097,52.712663
V1,allen,41.25,-3.75,1393.2389,55.265269
V1,allen,42.5,-3.75,1370.6837,57.66519
V1,allen,43.75,-3.75,1351.5224,59.896322
V1,allen,45,-3.75,1335.5603,61.94765
V1,allen,46.25,-3.75,1322.6307,63.812688
V1,allen,47.5,-3.75,1312.5954,65.488702
V1,allen,48.75,-3.75,1305.3469,66.975827
V1,allen,50,-3.75,1300.8102,68.276195
V1,allen,51.25,-3.75,1298.9458,69.393169
V1,allen,52.5,-3.75,1299.754,70.330735
V1,allen,53.75,-3.75,1303.2802,71.093077
V1,allen,55,-3.75,1309.6223,71.684347
V1,allen,56.25,-3.75,1318.9398,72.108606
V1,allen,57.5,-3.75,1331.4666,72.369891
V1,allen,58.75,-3.75,1347.5269,72.472369
V1,allen,60,-3.75,1367.5564,72.420495
V1,allen,61.25,-3.75,1392.1302,72.219108
V1,allen,62.5,-3.75,1421.9999,71.873376
V1,allen,63.75,-3.75,1458.1425,71.388473
V1,allen,65,-3.75,1501.8269,70.768904
V1,allen,66.25,-3.75,1554.703,70.017329
V1,allen,67.5,-3.75,1618.9248,69.132774
V1,allen,68.75,-3.75,1697.3197,68.108117
V1,allen,70,-3.75,1793.6258,66.926804
V1,allen,71.25,-3.75,1912.8266,65.558961
V1,allen,72.5,-3.75,2061.6289,63.957439
V1,allen,73.75,-3.75,2249.1513,62.055148
V1,allen,75,-3.75,2487.9237,59.766157
V1,allen,76.25,-3.75,2795.3497,56.994313
V1,allen,77.5,-3.75,3195.8526,53.653296
V1,allen,78.75,-3.75,3724.029,49.699003
V1,allen,80,-3.75,4429.2646,45.167062
V1,allen,81.25,-3.75,5382.4271,40.197766
V1,allen,82.5,-3.75,6685.4022,35.027611
V1,allen,83.75,-3.75,8484.3038,29.940851
V1,allen,85,-3.75,10987.011,25.200364
V1,allen,86.25,-3.75,14485.006,20.991513
V1,allen,87.5,-3.75,19378.011,17.401385
V1,allen,88.75,-3.75,26197.469,14.431582
V1,allen,90,-3.75,35621.785,12.027577
V1,allen,10,-2.5,4021.923,6.589386
V1,allen,11.25,-2.5,3758.5271,7.1847958
V1,allen,12.5,-2.5,3522.0529,7.8584278
V1,allen,13.75,-2.5,3308.1435,8.6191061
V1,allen,15,-2.5,3113.5492,9.476416
V1,allen,16.25,-2.5,2935.8101,10.44058
V1,allen,17.5,-2.5,2773.03,11.52226
V1,allen,18.75,-2.5,2623.7148,12.732277
V1,allen,20,-2.5,2486.657,14.081222
V1,allen,21.25,-2.5,2360.8535,15.578959
V1,allen,22.5,-2.5,2245.448,17.234012
V1,allen,23.75,-2.5,2139.6906,19.052851
V1,allen,25,-2.5,2042.9092,21.0391
V1,allen,26.25,-2.5,1954.4916,23.192728
V1,allen,27.5,-2.5,1873.8718,25.509282
V1,allen,28.75,-2.5,1800.5229,27.979261
V1,allen,30,-2.5,1733.9512,30.587733
V1,allen,31.25,-2.5,1673.6932,33.31428
V1,allen,32.5,-2.5,1619.3138,36.133353
V1,allen,33.75,-2.5,1570.4051,39.015055
V1,allen,35,-2.5,1526.5858,41.926331
V1,allen,36.25,-2.5,1487.5004,44.832453
V1,allen,37.5,-2.5,1452.8192,47.698679
V1,allen,38.75,-2.5,1422.2381,50.491874
V1,allen,40,-2.5,1395.4776,53.181957
V1,allen,41.25,-2.5,1372.2837,55.742987
V1,allen,42.5,-2.5,1352.4266,58.153832
V1,allen,43.75,-2.5,1335.7016,60.398376
V1,allen,45,-2.5,1321.9288,62.465323
V1,allen,46.25,-2.5,1310.9534,64.347666
V1,allen,47.5,-2.5,1302.6472,66.041945
V1,allen,48.75,-2.5,1296.9089,67.547419
V1,allen,50,-2.5,1293.6668,68.865246
V1,allen,51.25,-2.5,1292.8808,69.997762
V1,allen,52.5,-2.5,1294.546,70.94792
V1,allen,53.75,-2.5,1298.6977,71.718914
V1,allen,55,-2.5,1305.417,72.313992
V1,allen,56.25,-2.5,1314.8395,72.736443
V1,allen,57.5,-2.5,1327.1652,72.989723
V1,allen,58.75,-2.5,1342.6727,73.077665
V1,allen,60,-2.5,1361.7372,73.004716
V1,allen,61.25,-2.5,1384.8536,72.776126
V1,allen,62.5,-2.5,1412.6677,72.398006
V1,allen,63.75,-2.5,1446.0176,71.877169
V1,allen,65,-2.5,1485.988,71.220653
V1,allen,66.25,-2.5,1533.9844,70.43482
V1,allen,67.5,-2.5,1591.8336,69.523925
V1,allen,68.75,-2.5,1661.9214,68.488019
V1,allen,70,-2.5,1747.3841,67.320123
V1,allen,71.25,-2.5,1852.377,66.002638
V1,allen,72.5,-2.5,1982.4556,64.503242
V1,allen,73.75,-2.5,2145.1203,62.770964
V1,allen,75,-2.5,2350.6061,60.734033
V1,allen,76.25,-2.5,2613.0316,58.30237
V1,allen,77.5,-2.5,2952.0865,55.378757
V1,allen,78.75,-2.5,3395.5139,51.882408
V1,allen,80,-2.5,3982.7668,47.784305
V1,allen,81.25,-2.5,4770.3643,43.144237
V1,allen,82.5,-2.5,5839.6571,38.129274
V1,allen,83.75,-2.5,7307.8676,32.994206
V1,allen,85,-2.5,9343.317,28.023831
V1,allen,86.25,-2.5,12185.482,23.463096
V1,allen,87.5,-2.5,16169.652,19.469026
V1,allen,88.75,-2.5,21754.163,16.100642
V1,allen,90,-2.5,29545.309,13.338877
V1,allen,10,-1.25,3904.9384,6.7600205
V1,allen,11.25,-1.25,3632.7307,7.3642929
V1,allen,12.5,-1.25,3393.1005,8.048887
V1,allen,13.75,-1.25,3179.9429,8.8224849
V1,allen,15,-1.25,2988.7605,9.6945002
V1,allen,16.25,-1.25,2816.1976,10.674941
V1,allen,17.5,-1.25,2659.712,11.774203
V1,allen,18.75,-1.25,2517.3431,13.002775
V1,allen,20,-1.25,2387.5476,14.370847
V1,allen,21.25,-1.25,2269.0822,15.887812
V1,allen,22.5,-1.25,2160.9211,17.561665
V1,allen,23.75,-1.25,2062.1963,19.398304
V1,allen,25,-1.25,1972.1572,21.40078
V1,allen,26.25,-1.25,1890.1412,23.568527
V1,allen,27.5,-1.25,1815.5534,25.896652
V1,allen,28.75,-1.25,1747.8535,28.37537
V1,allen,30,-1.25,1686.5459,30.989667
V1,allen,31.25,-1.25,1631.173,33.719295
V1,allen,32.5,-1.25,1581.3115,36.53913
V1,allen,33.75,-1.25,1536.569,39.419944
V1,allen,35,-1.25,1496.5818,42.329537
V1,allen,36.25,-1.25,1461.0132,45.23415
V1,allen,37.5,-1.25,1429.553,48.100013
V1,allen,38.75,-1.25,1401.9157,50.894873
V1,allen,40,-1.25,1377.8404,53.589343
V1,allen,41.25,-1.25,1357.0899,56.157922
V1,allen,42.5,-1.25,1339.4505,58.57963
V1,allen,43.75,-1.25,1324.7315,60.838205
V1,allen,45,-1.25,1312.7654,62.921928
V1,allen,46.25,-1.25,1303.4078,64.823136
V1,allen,47.5,-1.25,1296.5387,66.537529
V1,allen,48.75,-1.25,1292.0627,68.063394
V1,allen,50,-1.25,1289.911,69.400835
V1,allen,51.25,-1.25,1290.0435,70.551103
V1,allen,52.5,-1.25,1292.4517,71.516069
V1,allen,53.75,-1.25,1297.1628,72.297889
V1,allen,55,-1.25,1304.2449,72.898847
V1,allen,56.25,-1.25,1313.8141,73.321386
V1,allen,57.5,-1.25,1326.0435,73.568265
V1,allen,58.75,-1.25,1341.1748,73.642825
V1,allen,60,-1.25,1359.5337,73.549272
V1,allen,61.25,-1.25,1381.5503,73.292942
V1,allen,62.5,-1.25,1407.7847,72.880442
V1,allen,63.75,-1.25,1438.9622,72.319607
V1,allen,65,-1.25,1476.019,71.619181
V1,allen,66.25,-1.25,1520.1638,70.788124
V1,allen,67.5,-1.25,1572.9612,69.834476
V1,allen,68.75,-1.25,1636.4445,68.763642
V1,allen,70,-1.25,1713.2728,67.576024
V1,allen,71.25,-1.25,1806.9481,66.263929
V1,allen,72.5,-1.25,1922.1222,64.807783
V1,allen,73.75,-1.25,2065.0328,63.171995
V1,allen,75,-1.25,2244.1311,61.301342
V1,allen,76.25,-1.25,2470.9924,59.119781
V1,allen,77.5,-1.25,2761.6473,56.534864
V1,allen,78.75,-1.25,3138.541,53.451955
V1,allen,80,-1.25,3633.4235,49.801212
V1,allen,81.25,-1.25,4291.6102,45.574609
V1,allen,82.5,-1.25,5178.2269,40.859792
V1,allen,83.75,-1.25,6387.2496,35.84919
V1,allen,85,-1.25,8054.3146,30.808628
V1,allen,86.25,-1.25,10374.277,26.013177
V1,allen,87.5,-1.25,13624.11,21.681164
V1,allen,88.75,-1.25,18190.62,17.937146
V1,allen,90,-1.25,24600.256,14.812435
V1,allen,10,0,3844.7525,6.9609185
V1,allen,11.25,0,3554.3881,7.5728221
V1,allen,12.5,0,3304.6372,8.2673104
V1,allen,13.75,0,3086.901,9.0528553
V1,allen,15,0,2894.9404,9.9386184
V1,allen,16.25,0,2724.1712,10.934307
V1,allen,17.5,0,2571.1798,12.049956
V1,allen,18.75,0,2433.385,13.29563
V1,allen,20,0,2308.8013,14.68103
V1,allen,21.25,0,2195.8718,16.214998
V1,allen,22.5,0,2093.3491,17.904933
V1,allen,23.75,0,2000.2116,19.756127
V1,allen,25,0,1915.6038,21.771045
V1,allen,26.25,0,1838.7939,23.94861
V1,allen,27.5,0,1769.1443,26.283556
V1,allen,28.75,0,1706.0905,28.76591
V1,allen,30,0,1649.1263,31.380716
V1,allen,31.25,0,1597.7934,34.108042
V1,allen,32.5,0,1551.6742,36.923355
V1,allen,33.75,0,1510.3865,39.798248
V1,allen,35,0,1473.5797,42.701513
V1,allen,36.25,0,1440.9322,45.600458
V1,allen,37.5,0,1412.149,48.462353
V1,allen,38.75,0,1386.9603,51.255855
V1,allen,40,0,1365.1205,53.952264
V1,allen,41.25,0,1346.407,56.526491
V1,allen,42.5,0,1330.6192,58.957655
V1,allen,43.75,0,1317.5789,61.229293
V1,allen,45,0,1307.1293,63.32921
V1,allen,46.25,0,1299.1354,65.249034
V1,allen,47.5,0,1293.4845,66.983582
V1,allen,48.75,0,1290.0868,68.530136
V1,allen,50,0,1288.8768,69.887724
V1,allen,51.25,0,1289.8151,71.056487
V1,allen,52.5,0,1292.8909,72.037194
V1,allen,53.75,0,1298.1258,72.830935
V1,allen,55,0,1305.5779,73.438997
V1,allen,56.25,0,1315.3482,73.862915
V1,allen,57.5,0,1327.5881,74.104672
V1,allen,58.75,0,1342.5098,74.166992
V1,allen,60,0,1360.3995,74.05367
V1,allen,61.25,0,1381.6343,73.769889
V1,allen,62.5,0,1406.705,73.322424
V1,allen,63.75,0,1436.2454,72.719682
V1,allen,65,0,1471.0712,71.9715
V1,allen,66.25,0,1512.2318,71.088615
V1,allen,67.5,0,1561.0803,70.081746
V1,allen,68.75,0,1619.367,68.960201
V1,allen,70,0,1689.3693,67.729915
V1,allen,71.25,0,1774.0694,66.390861
V1,allen,72.5,0,1877.404,64.933784
V1,allen,73.75,0,2004.6171,63.336368
V1,allen,75,0,2162.763,61.559297
V1,allen,76.25,0,2361.4333,59.543296
V1,allen,77.5,0,2613.8149,57.209341
V1,allen,78.75,0,2938.241,54.465488
V1,allen,80,0,3360.4794,51.22428
V1,allen,81.25,0,3917.1129,47.432467
V1,allen,82.5,0,4660.5253,43.107658
V1,allen,83.75,0,5666.2039,38.366032
V1,allen,85,0,7043.2826,33.420084
V1,allen,86.25,0,8949.4085,28.536667
V1,allen,87.5,0,11610.959,23.970745
V1,allen,88.75,0,15349.083,19.907604
V1,allen,90,0,20610.617,16.438265
V1,allen,10,1.25,3845.7862,7.1958541
V1,allen,11.25,1.25,3524.6366,7.8136144
V1,allen,12.5,1.25,3255.7317,8.5164003
V1,allen,13.75,1.25,3026.8015,9.3124374
V1,allen,15,1.25,2829.0998,10.210576
V1,allen,16.25,1.25,2656.3094,11.220147
V1,allen,17.5,1.25,2503.8069,12.350747
V1,allen,18.75,1.25,2368.1615,13.611934
V1,allen,20,1.25,2246.7888,15.012837
V1,allen,21.25,1.25,2137.7091,16.561683
V1,allen,22.5,1.25,2039.3783,18.265224
V1,allen,23.75,1.25,1950.5673,20.128108
V1,allen,25,1.25,1870.2778,22.152208
V1,allen,26.25,1.25,1797.6818,24.33596
V1,allen,27.5,1.25,1732.0786,26.673767
V1,allen,28.75,1.25,1672.8648,29.155546
V1,allen,30,1.25,1619.5125,31.766483
V1,allen,31.25,1.25,1571.5537,34.487069
V1,allen,32.5,1.25,1528.5698,37.293457
V1,allen,33.75,1.25,1490.1831,40.158156
V1,allen,35,1.25,1456.0515,43.051024
V1,allen,36.25,1.25,1425.8641,45.940493
V1,allen,37.5,1.25,1399.3382,48.794908
V1,allen,38.75,1.25,1376.2168,51.58385
V1,allen,40,1.25,1356.2668,54.279314
V1,allen,41.25,1.25,1339.2781,56.856614
V1,allen,42.5,1.25,1325.0619,59.294964
V1,allen,43.75,1.25,1313.4506,61.577692
V1,allen,45,1.25,1304.2974,63.69212
V1,allen,46.25,1.25,1297.4756,65.629169
V1,allen,47.5,1.25,1292.8798,67.382779
V1,allen,48.75,1.25,1290.4255,68.94923
V1,allen,50,1.25,1290.0512,70.326477
V1,allen,51.25,1.25,1291.719,71.513555
V1,allen,52.5,1.25,1295.4175,72.510128
V1,allen,53.75,1.25,1301.1645,73.316205
V1,allen,55,1.25,1309.0109,73.932048
V1,allen,56.25,1.25,1319.0464,74.358245
V1,allen,57.5,1.25,1331.4057,74.595934
V1,allen,58.75,1.25,1346.2777,74.647129
V1,allen,60,1.25,1363.9167,74.515086
V1,allen,61.25,1.25,1384.6575,74.204653
V1,allen,62.5,1.25,1408.9347,73.722531
V1,allen,63.75,1.25,1437.3077,73.077374
V1,allen,65,1.25,1470.4944,72.279666
V1,allen,66.25,1.25,1509.4149,71.341315
V1,allen,67.5,1.25,1555.2508,70.274901
V1,allen,68.75,1.25,1609.5237,69.092525
V1,allen,70,1.25,1674.2034,67.804191
V1,allen,71.25,1.25,1751.8556,66.415656
V1,allen,72.5,1.25,1845.8468,64.925701
V1,allen,73.75,1.25,1960.6321,63.322821
V1,allen,75,1.25,2102.1632,61.581537
V1,allen,76.25,1.25,2278.4737,59.658915
V1,allen,77.5,1.25,2500.5249,57.492625
V1,allen,78.75,1.25,2783.4424,55.002955
V1,allen,80,1.25,3148.333,52.102294
V1,allen,81.25,1.25,3624.9678,48.715429
V1,allen,82.5,1.25,4255.7504,44.810605
V1,allen,83.75,1.25,5101.567,40.433251
V1,allen,85,1.25,6250.3365,35.724952
V1,allen,86.25,1.25,7829.3071,30.909498
V1,allen,87.5,1.25,10022.281,26.243561
V1,allen,88.75,1.25,13092.805,21.953284
V1,allen,90,1.25,17413.596,18.187749
V1,allen,10,2.5,3919.6005,7.4692565
V1,allen,11.25,2.5,3549.71,8.0906575
V1,allen,12.5,2.5,3249.2606,8.7995788
V1,allen,13.75,2.5,3000.3945,9.6040468
V1,allen,15,2.5,2790.6467,10.512591
V1,allen,16.25,2.5,2611.1863,11.534127
V1,allen,17.5,2.5,2455.6682,12.677748
V1,allen,18.75,2.5,2319.4707,13.95244
V1,allen,20,2.5,2199.1798,15.366697
V1,allen,21.25,2.5,2092.2353,16.928069
V1,allen,22.5,2.5,1996.6866,18.642616
V1,allen,23.75,2.5,1911.0209,20.514318
V1,allen,25,2.5,1834.043,22.54445
V1,allen,26.25,2.5,1764.79,24.730976
V1,allen,27.5,2.5,1702.4706,27.068008
V1,allen,28.75,2.5,1646.4221,29.545403
V1,allen,30,2.5,1596.0799,32.148553
V1,allen,31.25,2.5,1550.9553,34.858435
V1,allen,32.5,2.5,1510.6198,37.651952
V1,allen,33.75,2.5,1474.6938,40.502576
V1,allen,35,2.5,1442.8385,43.381269
V1,allen,36.25,2.5,1414.7496,46.257612
V1,allen,37.5,2.5,1390.1531,49.10104
V1,allen,38.75,2.5,1368.8021,51.882071
V1,allen,40,2.5,1350.4741,54.573397
V1,allen,41.25,2.5,1334.9693,57.15075
V1,allen,42.5,2.5,1322.1095,59.593454
V1,allen,43.75,2.5,1311.7367,61.88465
V1,allen,45,2.5,1303.713,64.011207
V1,allen,46.25,2.5,1297.92,65.963369
V1,allen,47.5,2.5,1294.2591,67.734226
V1,allen,48.75,2.5,1292.6517,69.319088
V1,allen,50,2.5,1293.0406,70.714858
V1,allen,51.25,2.5,1295.3904,71.919482
V1,allen,52.5,2.5,1299.6906,72.931521
V1,allen,53.75,2.5,1305.9571,73.749901
V1,allen,55,2.5,1314.2364,74.373836
V1,allen,56.25,2.5,1324.61,74.802931
V1,allen,57.5,2.5,1337.2001,75.037426
V1,allen,58.75,2.5,1352.1775,75.078548
V1,allen,60,2.5,1369.7717,74.92891
V1,allen,61.25,2.5,1390.2838,74.592891
V1,allen,62.5,2.5,1414.1029,74.076936
V1,allen,63.75,2.5,1441.7286,73.389703
V1,allen,65,2.5,1473.7991,72.542002
V1,allen,66.25,2.5,1511.1295,71.546473
V1,allen,67.5,2.5,1554.7617,70.416959
V1,allen,68.75,2.5,1606.0318,69.167538
V1,allen,70,2.5,1666.6606,67.811168
V1,allen,71.25,2.5,1738.8775,66.357906
V1,allen,72.5,2.5,1825.5906,64.812651
V1,allen,73.75,2.5,1930.6245,63.172391
V1,allen,75,2.5,2059.0537,61.42301
V1,allen,76.25,2.5,2217.6781,59.53596
V1,allen,77.5,2.5,2415.7058,57.465516
V1,allen,78.75,2.5,2665.7448,55.148177
V1,allen,80,2.5,2985.253,52.506734
V1,allen,81.25,2.5,3398.6745,49.462289
V1,allen,82.5,2.5,3940.5958,45.956562
V1,allen,83.75,2.5,4660.4132,41.982303
V1,allen,85,2.5,5629.2019,37.611522
V1,allen,86.25,2.5,6949.7238,33.004299
V1,allen,87.5,2.5,8770.7396,28.38478
V1,allen,88.75,2.5,11306.892,23.989008
V1,allen,90,2.5,14865.145,20.008676
V1,allen,10,3.75,4087.8568,7.7852513
V1,allen,11.25,3.75,3642.5187,8.4082543
V1,allen,12.5,3.75,3292.7113,9.1208712
V1,allen,13.75,3.75,3011.7565,9.9311832
V1,allen,15,3.75,2781.4907,10.847521
V1,allen,16.25,3.75,2589.3298,11.87842
V1,allen,17.5,3.75,2426.4152,13.032464
V1,allen,18.75,3.75,2286.4179,14.31803
V1,allen,20,3.75,2164.7518,15.742932
V1,allen,21.25,3.75,2058.0458,17.314
V1,allen,22.5,3.75,1963.7852,19.036567
V1,allen,23.75,3.75,1880.0644,20.913927
V1,allen,25,3.75,1805.4153,22.946755
V1,allen,26.25,3.75,1738.6861,25.132557
V1,allen,27.5,3.75,1678.9564,27.465182
V1,allen,28.75,3.75,1625.4769,29.934467
V1,allen,30,3.75,1577.6261,32.526051
V1,allen,31.25,3.75,1534.8798,35.221438
V1,allen,32.5,3.75,1496.789,37.99831
V1,allen,33.75,3.75,1462.9638,40.831127
V1,allen,35,3.75,1433.0624,43.691967
V1,allen,36.25,3.75,1406.7826,46.551563
V1,allen,37.5,3.75,1383.8554,49.380441
V1,allen,38.75,3.75,1364.0411,52.150056
V1,allen,40,3.75,1347.1255,54.833814
V1,allen,41.25,3.75,1332.9177,57.407881
V1,allen,42.5,3.75,1321.2485,59.851722
V1,allen,43.75,3.75,1311.9689,62.148332
