group,model,azimuth_deg,elevation_deg,halfmax_area_deg2,effective_local_units
V1,corrected,23.75,23.75,292.97374,18.399076
V1,corrected,25,23.75,298.73778,22.702165
V1,corrected,26.25,23.75,304.46163,26.631513
V1,corrected,27.5,23.75,310.08539,29.954124
V1,corrected,28.75,23.75,315.57415,32.695569
V1,corrected,30,23.75,320.91162,35.013885
V1,corrected,31.25,23.75,326.09404,37.078778
V1,corrected,32.5,23.75,331.12507,39.017441
V1,corrected,33.75,23.75,336.01227,40.907828
V1,corrected,35,23.75,340.76462,42.789762
V1,corrected,36.25,23.75,345.39123,44.678081
V1,corrected,37.5,23.75,349.90056,46.572813
V1,corrected,38.75,23.75,354.30017,48.465924
V1,corrected,40,23.75,358.59669,50.345444
V1,corrected,41.25,23.75,362.79592,52.197814
V1,corrected,42.5,23.75,366.90295,54.009094
V1,corrected,43.75,23.75,370.92239,55.765437
V1,corrected,45,23.75,374.85842,57.453107
V1,corrected,46.25,23.75,378.71494,59.05821
V1,corrected,47.5,23.75,382.49562,60.566278
V1,corrected,48.75,23.75,386.20393,61.961796
V1,corrected,50,23.75,389.84315,63.22777
V1,corrected,51.25,23.75,393.41636,64.345424
V1,corrected,52.5,23.75,396.92639,65.294098
V1,corrected,53.75,23.75,400.37576,66.051435
V1,corrected,55,23.75,403.76668,66.593897
V1,corrected,56.25,23.75,407.10096,66.897657
V1,corrected,57.5,23.75,410.37996,66.939856
V1,corrected,58.75,23.75,413.60455,66.700156
V1,corrected,60,23.75,416.77502,66.162492
V1,corrected,61.25,23.75,419.89108,65.316826
V1,corrected,62.5,23.75,422.95176,64.160708
V1,corrected,63.75,23.75,425.95538,62.700404
V1,corrected,65,23.75,428.8994,60.951422
V1,corrected,66.25,23.75,431.7804,58.938288
V1,corrected,67.5,23.75,434.59389,56.693586
V1,corrected,68.75,23.75,437.33414,54.256331
V1,corrected,70,23.75,439.99399,51.669887
V1,corrected,71.25,23.75,442.56454,48.979652
V1,corrected,72.5,23.75,445.03481,46.230787
V1,corrected,73.75,23.75,447.39128,43.4662
V1,corrected,75,23.75,449.6174,40.72493
V1,corrected,76.25,23.75,451.69294,38.041028
V1,corrected,77.5,23.75,453.59326,35.442919
V1,corrected,78.75,23.75,455.28846,32.95321
V1,corrected,80,23.75,456.74249,30.588854
V1,corrected,81.25,23.75,457.91205,28.36157
V1,corrected,82.5,23.75,458.74561,26.278429
V1,corrected,83.75,23.75,459.18226,24.342524
V1,corrected,85,23.75,459.15077,22.553651
V1,corrected,86.25,23.75,458.56871,20.908959
V1,corrected,87.5,23.75,457.34197,19.403545
V1,corrected,88.75,23.75,455.36475,18.03095
V1,corrected,90,23.75,452.52028,16.783578
V1,corrected,10,25,,1.3021601
V1,corrected,11.25,25,,1.410457
V1,corrected,12.5,25,,1.5621585
V1,corrected,13.75,25,,1.7773637
V1,corrected,15,25,,2.0869005
V1,corrected,16.25,25,,2.538408
V1,corrected,17.5,25,266.95454,3.2052103
V1,corrected,18.75,25,271.07392,4.1974324
V1,corrected,20,25,275.86741,5.6705722
V1,corrected,21.25,25,281.22162,7.8165697
V1,corrected,22.5,25,286.9833,10.808185
V1,corrected,23.75,25,292.98632,14.674013
V1,corrected,25,25,299.07728,19.159609
V1,corrected,26.25,25,305.13257,23.744721
V1,corrected,27.5,25,311.0649,27.900392
V1,corrected,28.75,25,316.82125,31.361238
V1,corrected,30,25,322.37603,34.15865
V1,corrected,31.25,25,327.72298,36.473715
V1,corrected,32.5,25,332.86782,38.497832
V1,corrected,33.75,25,337.82269,40.372414
V1,corrected,35,25,342.60221,42.183156
V1,corrected,36.25,25,347.22126,43.973714
V1,corrected,37.5,25,351.69363,45.76086
V1,corrected,38.75,25,356.03152,47.545807
V1,corrected,40,25,360.24545,49.321481
V1,corrected,41.25,25,364.34433,51.076795
V1,corrected,42.5,25,368.33573,52.798953
V1,corrected,43.75,25,372.22608,54.474512
V1,corrected,45,25,376.02093,56.089696
V1,corrected,46.25,25,379.72513,57.630267
V1,corrected,47.5,25,383.34297,59.08116
V1,corrected,48.75,25,386.87827,60.426019
V1,corrected,50,25,390.33447,61.646773
V1,corrected,51.25,25,393.71465,62.723337
V1,corrected,52.5,25,397.02151,63.63353
V1,corrected,53.75,25,400.25744,64.353317
V1,corrected,55,25,403.42443,64.85741
V1,corrected,56.25,25,406.5241,65.120294
V1,corrected,57.5,25,409.55765,65.117647
V1,corrected,58.75,25,412.52589,64.828101
V1,corrected,60,25,415.42915,64.235188
V1,corrected,61.25,25,418.26733,63.329279
V1,corrected,62.5,25,421.03982,62.109249
V1,corrected,63.75,25,423.74551,60.583616
V1,corrected,65,25,426.38274,58.770941
V1,corrected,66.25,25,428.94921,56.699362
V1,corrected,67.5,25,431.44192,54.405284
V1,corrected,68.75,25,433.85704,51.931367
V1,corrected,70,25,436.18971,49.324056
V1,corrected,71.25,25,438.43386,46.630971
V1,corrected,72.5,25,440.58186,43.898443
V1,corrected,73.75,25,442.6242,41.169441
V1,corrected,75,25,444.54903,38.48203
V1,corrected,76.25,25,446.34158,35.868412
V1,corrected,77.5,25,447.98359,33.354523
V1,corrected,78.75,25,449.45249,30.960087
V1,corrected,80,25,450.72062,28.699021
V1,corrected,81.25,25,451.75432,26.580063
V1,corrected,82.5,25,452.51288,24.607524
V1,corrected,83.75,25,452.94757,22.782067
V1,corrected,85,25,453.00061,21.101467
V1,corrected,86.25,25,452.60424,19.561294
V1,corrected,87.5,25,451.68,18.155506
V1,corrected,88.75,25,450.13828,16.876939
V1,corrected,90,25,447.87843,15.7177
V1,corrected,10,26.25,,1.2192868
V1,corrected,11.25,26.25,,1.2967571
V1,corrected,12.5,26.25,,1.4044298
V1,corrected,13.75,26.25,,1.555781
V1,corrected,15,26.25,,1.7713042
V1,corrected,16.25,26.25,,2.0826168
V1,corrected,17.5,26.25,,2.5389273
V1,corrected,18.75,26.25,270.0411,3.2166399
V1,corrected,20,26.25,274.73876,4.2317447
V1,corrected,21.25,26.25,280.11903,5.7502222
V1,corrected,22.5,26.25,286.03715,7.9804689
V1,corrected,23.75,26.25,292.31044,11.114821
V1,corrected,25,26.25,298.75029,15.191381
V1,corrected,26.25,26.25,305.19041,19.933874
V1,corrected,27.5,26.25,311.50389,24.76488
V1,corrected,28.75,26.25,317.60765,29.097097
V1,corrected,30,26.25,323.45753,32.643745
V1,corrected,31.25,26.25,329.03891,35.450968
V1,corrected,32.5,26.25,334.35667,37.72613
V1,corrected,33.75,26.25,339.42678,39.681565
V1,corrected,35,26.25,344.2701,41.470889
V1,corrected,36.25,26.25,348.90849,43.185741
V1,corrected,37.5,26.25,353.36255,44.872405
V1,corrected,38.75,26.25,357.65058,46.548863
V1,corrected,40,26.25,361.78823,48.217042
V1,corrected,41.25,26.25,365.78863,49.870428
V1,corrected,42.5,26.25,369.66264,51.498347
V1,corrected,43.75,26.25,373.41922,53.088151
V1,corrected,45,26.25,377.0658,54.626115
V1,corrected,46.25,26.25,380.60853,56.097606
V1,corrected,47.5,26.25,384.05259,57.486846
V1,corrected,48.75,26.25,387.40236,58.77651
V1,corrected,50,26.25,390.66156,59.947317
V1,corrected,51.25,26.25,393.83335,60.977751
V1,corrected,52.5,26.25,396.92042,61.844017
V1,corrected,53.75,26.25,399.92502,62.52034
V1,corrected,55,26.25,402.849,62.979683
V1,corrected,56.25,26.25,405.69385,63.194914
V1,corrected,57.5,26.25,408.46068,63.140431
V1,corrected,58.75,26.25,411.15028,62.794139
V1,corrected,60,26.25,413.76315,62.139613
V1,corrected,61.25,26.25,416.29944,61.168199
V1,corrected,62.5,26.25,418.75905,59.880757
V1,corrected,63.75,26.25,421.1416,58.288737
V1,corrected,65,26.25,423.4464,56.414369
V1,corrected,66.25,26.25,425.67245,54.289856
V1,corrected,67.5,26.25,427.81839,51.955634
V1,corrected,68.75,26.25,429.88238,49.457913
V1,corrected,70,26.25,431.86198,46.845826
V1,corrected,71.25,26.25,433.75398,44.168556
V1,corrected,72.5,26.25,435.5541,41.472759
V1,corrected,73.75,26.25,437.25673,38.800537
V1,corrected,75,26.25,438.85452,36.188069
V1,corrected,76.25,26.25,440.33785,33.664902
V1,corrected,77.5,26.25,441.69433,31.253836
V1,corrected,78.75,26.25,442.90811,28.971256
V1,corrected,80,26.25,443.95913,26.827776
V1,corrected,81.25,26.25,444.82229,24.829058
V1,corrected,82.5,26.25,445.46654,22.976692
V1,corrected,83.75,26.25,445.85394,21.26905
V1,corrected,85,26.25,445.93865,19.70208
V1,corrected,86.25,26.25,445.66602,18.26998
V1,corrected,87.5,26.25,444.9717,16.96577
V1,corrected,88.75,26.25,443.78098,15.781747
V1,corrected,90,26.25,442.00848,14.70983
V1,corrected,10,27.5,,1.1598973
V1,corrected,11.25,27.5,,1.2157801
V1,corrected,12.5,27.5,,1.2929476
V1,corrected,13.75,27.5,,1.4005552
V1,corrected,15,27.5,,1.5523491
V1,corrected,16.25,27.5,,1.7693329
V1,corrected,17.5,27.5,,2.0840925
V1,corrected,18.75,27.5,,2.5476769
V1,corrected,20,27.5,273.17977,3.2399561
V1,corrected,21.25,27.5,278.46371,4.2832547
V1,corrected,22.5,27.5,284.43247,5.854352
V1,corrected,23.75,27.5,290.90754,8.1775166
V1,corrected,25,27.5,297.67566,11.461578
V1,corrected,26.25,27.5,304.52615,15.746854
V1,corrected,27.5,27.5,311.28152,20.725394
V1,corrected,28.75,27.5,317.81392,25.758292
V1,corrected,30,27.5,324.04691,30.20803
V1,corrected,31.25,27.5,329.94728,33.781341
V1,corrected,32.5,27.5,335.51289,36.549589
V1,corrected,33.75,27.5,340.76072,38.748952
V1,corrected,35,27.5,345.71739,40.610667
V1,corrected,36.25,27.5,350.41265,42.297546
V1,corrected,37.5,27.5,354.87543,43.904756
V1,corrected,38.75,27.5,359.13179,45.479617
V1,corrected,40,27.5,363.20417,47.040302
V1,corrected,41.25,27.5,367.11128,48.588723
V1,corrected,42.5,27.5,370.86843,50.118249
V1,corrected,43.75,27.5,374.48802,51.617882
V1,corrected,45,27.5,377.98004,53.074259
V1,corrected,46.25,27.5,381.3525,54.472389
V1,corrected,47.5,27.5,384.61184,55.795696
V1,corrected,48.75,27.5,387.76328,57.025751
V1,corrected,50,27.5,390.81102,58.141924
V1,corrected,51.25,27.5,393.75848,59.121138
V1,corrected,52.5,27.5,396.60842,59.937887
V1,corrected,53.75,27.5,399.36307,60.564613
V1,corrected,55,27.5,402.02423,60.972552
V1,corrected,56.25,27.5,404.59333,61.133088
V1,corrected,57.5,27.5,407.0715,61.019592
V1,corrected,58.75,27.5,409.45964,60.609643
V1,corrected,60,27.5,411.75849,59.8874
V1,corrected,61.25,27.5,413.96867,58.845854
V1,corrected,62.5,27.5,416.09071,57.488574
V1,corrected,63.75,27.5,418.12513,55.830638
V1,corrected,65,27.5,420.07241,53.898505
V1,corrected,66.25,27.5,421.93304,51.728763
V1,corrected,67.5,27.5,423.70746,49.365887
V1,corrected,68.75,27.5,425.39598,46.859311
V1,corrected,70,27.5,426.9987,44.26022
V1,corrected,71.25,27.5,428.51534,41.618492
V1,corrected,72.5,27.5,429.945,38.980129
V1,corrected,73.75,27.5,431.28587,36.385387
V1,corrected,75,27.5,432.53491,33.867679
V1,corrected,76.25,27.5,433.68735,31.453196
V1,corrected,77.5,27.5,434.73624,29.161107
V1,corrected,78.75,27.5,435.6718,27.004179
V1,corrected,80,27.5,436.48079,24.989641
V1,corrected,81.25,27.5,437.1457,23.120146
V1,corrected,82.5,27.5,437.64396,21.394741
V1,corrected,83.75,27.5,437.94708,19.809754
V1,corrected,85,27.5,438.01965,18.359574
V1,corrected,86.25,27.5,437.81851,17.037297
V1,corrected,87.5,27.5,437.29178,15.835247
V1,corrected,88.75,27.5,436.37812,14.745373
V1,corrected,90,27.5,435.00613,13.759549
V1,corrected,10,28.75,,1.1170501
V1,corrected,11.25,28.75,,1.1576449
V1,corrected,12.5,28.75,,1.2134159
V1,corrected,13.75,28.75,,1.2906777
V1,corrected,15,28.75,,1.3987809
V1,corrected,16.25,28.75,,1.5518229
V1,corrected,17.5,28.75,,1.7714461
V1,corrected,18.75,28.75,,2.0914089
V1,corrected,20,28.75,,2.5649193
V1,corrected,21.25,28.75,276.37448,3.2757873
V1,corrected,22.5,28.75,282.24899,4.3532815
V1,corrected,23.75,28.75,288.80254,5.9854646
V1,corrected,25,28.75,295.82072,8.4118935
V1,corrected,26.25,28.75,303.05918,11.854136
V1,corrected,27.5,28.75,310.28626,16.34556
V1,corrected,28.75,28.75,317.31565,21.534575
V1,corrected,30,28.75,324.02139,26.717088
V1,corrected,31.25,28.75,330.33631,31.217534
V1,corrected,32.5,28.75,336.24023,34.754603
V1,corrected,33.75,28.75,341.74479,37.43567
V1,corrected,35,28.75,346.87975,39.526742
V1,corrected,36.25,28.75,351.6826,41.274403
V1,corrected,37.5,28.75,356.19182,42.846708
V1,corrected,38.75,28.75,360.44306,44.339444
V1,corrected,40,28.75,364.46742,45.799077
V1,corrected,41.25,28.75,368.29097,47.242725
V1,corrected,42.5,28.75,371.93498,48.671316
V1,corrected,43.75,28.75,375.41649,50.077199
V1,corrected,45,28.75,378.74899,51.448092
V1,corrected,46.25,28.75,381.94308,52.768873
V1,corrected,47.5,28.75,385.00702,54.022161
V1,corrected,48.75,28.75,387.94726,55.188312
V1,corrected,50,28.75,390.76879,56.245204
V1,corrected,51.25,28.75,393.4755,57.168074
V1,corrected,52.5,28.75,396.07042,57.929614
V1,corrected,53.75,28.75,398.55591,58.500455
V1,corrected,55,28.75,400.93383,58.850179
V1,corrected,56.25,28.75,403.2057,58.948874
V1,corrected,57.5,28.75,405.37281,58.769226
V1,corrected,58.75,28.75,407.43633,58.288983
V1,corrected,60,28.75,409.39743,57.493543
V1,corrected,61.25,28.75,411.25733,56.37828
V1,corrected,62.5,28.75,413.01743,54.950234
V1,corrected,63.75,28.75,414.67937,53.22877
V1,corrected,65,28.75,416.24501,51.24502
V1,corrected,66.25,28.75,417.71655,49.040085
V1,corrected,67.5,28.75,419.09643,46.662242
V1,corrected,68.75,28.75,420.3873,44.163557
V1,corrected,70,28.75,421.59194,41.5964
V1,corrected,71.25,28.75,422.71309,39.010322
V1,corrected,72.5,28.75,423.75321,36.449618
V1,corrected,73.75,28.75,424.71426,33.951739
V1,corrected,75,28.75,425.59731,31.546564
V1,corrected,76.25,28.75,426.40214,29.256382
V1,corrected,77.5,28.75,427.12678,27.096432
V1,corrected,78.75,28.75,427.76695,25.075778
V1,corrected,80,28.75,428.31542,23.198346
V1,corrected,81.25,28.75,428.76135,21.463995
V1,corrected,82.5,28.75,429.08952,19.869514
V1,corrected,83.75,28.75,429.27956,18.409505
V1,corrected,85,28.75,429.30503,17.077116
V1,corrected,86.25,28.75,429.13266,15.864632
V1,corrected,87.5,28.75,428.72136,14.763928
V1,corrected,88.75,28.75,428.02152,13.766806
V1,corrected,90,28.75,426.9742,12.865233
V1,corrected,10,30,,1.0859645
V1,corrected,11.25,30,,1.1156254
V1,corrected,12.5,30,,1.1562168
V1,corrected,13.75,30,,1.2121602
V1,corrected,15,30,,1.2899152
V1,corrected,16.25,30,,1.3990836
V1,corrected,17.5,30,,1.5542031
V1,corrected,18.75,30,,1.7776975
V1,corrected,20,30,,2.1047285
V1,corrected,21.25,30,,2.5910332
V1,corrected,22.5,30,279.62853,3.3249226
V1,corrected,23.75,30,286.0936,4.4433508
V1,corrected,25,30,293.22209,6.1462641
V1,corrected,26.25,30,300.76198,8.6877795
V1,corrected,27.5,30,308.43793,12.297488
V1,corrected,28.75,30,315.99927,16.990559
V1,corrected,30,30,323.25391,22.358255
V1,corrected,31.25,30,330.08106,27.629786
V1,corrected,32.5,30,336.42557,32.108659
V1,corrected,33.75,30,342.28219,35.546483
V1,corrected,35,30,347.67746,38.096188
V1,corrected,36.25,30,352.65429,40.052285
V1,corrected,37.5,30,357.26094,41.671557
V1,corrected,38.75,30,361.54424,43.122625
V1,corrected,40,30,365.54601,44.498684
V1,corrected,41.25,30,369.3018,45.843308
V1,corrected,42.5,30,372.84072,47.171155
V1,corrected,43.75,30,376.18604,48.48104
V1,corrected,45,30,379.35602,49.763216
V1,corrected,46.25,30,382.36483,51.003008
V1,corrected,47.5,30,385.22329,52.18238
V1,corrected,48.75,30,387.93965,53.280431
V1,corrected,50,30,390.52013,54.273431
V1,corrected,51.25,30,392.96941,55.134814
V1,corrected,52.5,30,395.29103,55.835393
V1,corrected,53.75,30,397.48769,56.343998
V1,corrected,55,30,399.56155,56.62867
V1,corrected,56.25,30,401.51439,56.658471
V1,corrected,57.5,30,403.34783,56.405832
V1,corrected,58.75,30,405.06353,55.849276
V1,corrected,60,30,406.66328,54.976169
V1,corrected,61.25,30,408.14918,53.78507
V1,corrected,62.5,30,409.52371,52.287231
V1,corrected,63.75,30,410.78988,50.506871
V1,corrected,65,30,411.95121,48.480053
V1,corrected,66.25,30,413.01183,46.252271
V1,corrected,67.5,30,413.97641,43.875087
V1,corrected,68.75,30,414.85014,41.402354
V1,corrected,70,30,415.63864,38.886572
V1,corrected,71.25,30,416.34772,36.375842
V1,corrected,72.5,30,416.98326,33.911712
V1,corrected,73.75,30,417.55085,31.527982
V1,corrected,75,30,418.05551,29.250389
V1,corrected,76.25,30,418.50125,27.096985
V1,corrected,77.5,30,418.89063,25.078982
V1,corrected,78.75,30,419.22425,23.201837
V1,corrected,80,30,419.50017,21.466414
V1,corrected,81.25,30,419.71328,19.870098
V1,corrected,82.5,30,419.85461,18.407782
V1,corrected,83.75,30,419.91066,17.072696
V1,corrected,85,30,419.86257,15.85708
V1,corrected,86.25,30,419.68537,14.752696
V1,corrected,87.5,30,419.34717,13.751208
V1,corrected,88.75,30,418.80836,12.844452
V1,corrected,90,30,418.02087,12.024617
V1,corrected,10,31.25,,1.0633084
V1,corrected,11.25,31.25,,1.0850837
V1,corrected,12.5,31.25,,1.114799
V1,corrected,13.75,31.25,,1.1555922
V1,corrected,15,31.25,,1.2119943
V1,corrected,16.25,31.25,,1.290649
V1,corrected,17.5,31.25,,1.4014701
V1,corrected,18.75,31.25,,1.559533
V1,corrected,20,31.25,,1.7882024
V1,corrected,21.25,31.25,,2.1243055
V1,corrected,22.5,31.25,,2.6265335
V1,corrected,23.75,31.25,282.94422,3.3883516
V1,corrected,25,31.25,289.99478,4.5552604
V1,corrected,26.25,31.25,297.6814,6.3397473
V1,corrected,27.5,31.25,305.71316,9.0094247
V1,corrected,28.75,31.25,313.78476,12.795865
V1,corrected,30,31.25,321.62934,17.682528
V1,corrected,31.25,31.25,329.05276,23.189436
V1,corrected,32.5,31.25,335.94298,28.481713
V1,corrected,33.75,31.25,342.25969,32.864485
V1,corrected,35,31.25,348.01428,36.144029
V1,corrected,36.25,31.25,353.24893,38.525371
V1,corrected,37.5,31.25,358.01978,40.32732
V1,corrected,38.75,31.25,362.38546,41.810339
V1,corrected,40,31.25,366.40051,43.138537
V1,corrected,41.25,31.25,370.11224,44.39928
V1,corrected,42.5,31.25,373.55991,45.631199
V1,corrected,43.75,31.25,376.77501,46.845042
V1,corrected,45,31.25,379.78226,48.036288
V1,corrected,46.25,31.25,382.60065,49.191915
V1,corrected,47.5,31.25,385.24462,50.293684
V1,corrected,48.75,31.25,387.72497,51.319524
V1,corrected,50,31.25,390.04972,52.244044
V1,corrected,51.25,31.25,392.22483,53.038788
V1,corrected,52.5,31.25,394.2547,53.672647
V1,corrected,53.75,31.25,396.14269,54.112693
V1,corrected,55,31.25,397.89148,54.325614
V1,corrected,56.25,31.25,399.50338,54.279786
V1,corrected,57.5,31.25,400.98062,53.94792
V1,corrected,58.75,31.25,402.32556,53.310006
V1,corrected,60,31.25,403.54092,52.35618
V1,corrected,61.25,31.25,404.62991,51.088992
V1,corrected,62.5,31.25,405.59641,49.52458
V1,corrected,63.75,31.25,406.44507,47.692411
V1,corrected,65,31.25,407.18135,45.633495
V1,corrected,66.25,31.25,407.81157,43.397306
V1,corrected,67.5,31.25,408.3429,41.037897
V1,corrected,68.75,31.25,408.78324,38.60984
V1,corrected,70,31.25,409.14117,36.164586
V1,corrected,71.25,31.25,409.4257,33.747665
V1,corrected,72.5,31.25,409.64604,31.396937
V1,corrected,73.75,31.25,409.81136,29.141869
V1,corrected,75,31.25,409.93038,27.003672
V1,corrected,76.25,31.25,410.01101,24.996047
V1,corrected,77.5,31.25,410.05987,23.126279
V1,corrected,78.75,31.25,410.08185,21.396479
V1,corrected,80,31.25,410.07952,19.804807
V1,corrected,81.25,31.25,410.05261,18.346567
V1,corrected,82.5,31.25,409.99738,17.01515
V1,corrected,83.75,31.25,409.90599,15.802786
V1,corrected,85,31.25,409.76581,14.701127
V1,corrected,86.25,31.25,409.55873,13.701677
V1,corrected,87.5,31.25,409.26047,12.796101
V1,corrected,88.75,31.25,408.83981,11.976424
V1,corrected,90,31.25,408.2579,11.235162
V1,corrected,10,32.5,,1.0467334
V1,corrected,11.25,32.5,,1.0627826
V1,corrected,12.5,32.5,,1.0846395
V1,corrected,13.75,32.5,,1.1145584
V1,corrected,15,32.5,,1.1557611
V1,corrected,16.25,32.5,,1.2129151
V1,corrected,17.5,32.5,,1.2928899
V1,corrected,18.75,32.5,,1.4059781
V1,corrected,20,32.5,,1.5679011
V1,corrected,21.25,32.5,,1.8031439
V1,corrected,22.5,32.5,,2.1504974
V1,corrected,23.75,32.5,,2.6720942
V1,corrected,25,32.5,286.32226,3.4673043
V1,corrected,26.25,32.5,293.9473,4.6911455
V1,corrected,27.5,32.5,302.16725,6.5692812
V1,corrected,28.75,32.5,310.65177,9.3811718
V1,corrected,30,32.5,319.06752,13.352574
V1,corrected,31.25,32.5,327.13523,18.419414
V1,corrected,32.5,32.5,334.6631,24.017252
V1,corrected,33.75,32.5,341.55167,29.255926
V1,corrected,35,32.5,347.77814,33.469801
V1,corrected,36.25,32.5,353.37196,36.539936
V1,corrected,37.5,32.5,358.39138,38.72542
V1,corrected,38.75,32.5,362.90545,40.362213
V1,corrected,40,32.5,366.9825,41.70704
V1,corrected,41.25,32.5,370.68394,42.914479
V1,corrected,42.5,32.5,374.06174,44.063039
V1,corrected,43.75,32.5,377.15806,45.184498
V1,corrected,45,32.5,380.00613,46.284282
V1,corrected,46.25,32.5,382.63154,47.353286
V1,corrected,47.5,32.5,385.05362,48.374037
V1,corrected,48.75,32.5,387.2868,49.32364
V1,corrected,50,32.5,389.3417,50.175105
V1,corrected,51.25,32.5,391.22614,50.898064
V1,corrected,52.5,32.5,392.94591,51.459488
V1,corrected,53.75,32.5,394.50542,51.824796
V1,corrected,55,32.5,395.90824,51.959572
V1,corrected,56.25,32.5,397.15753,51.831949
V1,corrected,57.5,32.5,398.25642,51.415535
V1,corrected,58.75,32.5,399.20831,50.692561
V1,corrected,60,32.5,400.01715,49.656765
V1,corrected,61.25,32.5,400.6876,48.315443
V1,corrected,62.5,32.5,401.22525,46.690149
V1,corrected,63.75,32.5,401.6367,44.815764
V1,corrected,65,32.5,401.92967,42.737964
V1,corrected,66.25,32.5,402.11293,40.509489
V1,corrected,67.5,32.5,402.19638,38.185832
V1,corrected,68.75,32.5,402.19083,35.821067
V1,corrected,70,32.5,402.10793,33.464386
V1,corrected,71.25,32.5,401.95989,31.157711
V1,corrected,72.5,32.5,401.75928,28.934448
V1,corrected,73.75,32.5,401.51863,26.819287
V1,corrected,75,32.5,401.25014,24.828764
V1,corrected,76.25,32.5,400.96521,22.972321
V1,corrected,77.5,32.5,400.67405,21.253598
V1,corrected,78.75,32.5,400.3852,19.671747
V1,corrected,80,32.5,400.10503,18.22265
V1,corrected,81.25,32.5,399.83722,16.899969
V1,corrected,82.5,32.5,399.58225,15.695994
V1,corrected,83.75,32.5,399.33682,14.602306
V1,corrected,85,32.5,399.09329,13.610259
V1,corrected,86.25,32.5,398.83905,12.711337
V1,corrected,87.5,32.5,398.55597,11.897376
V1,corrected,88.75,32.5,398.21967,11.160716
V1,corrected,90,32.5,397.79897,10.494282
V1,corrected,10,33.75,,1.0345693
V1,corrected,11.25,33.75,,1.0464368
V1,corrected,12.5,33.75,,1.0625769
V1,corrected,13.75,33.75,,1.084625
V1,corrected,15,33.75,,1.1148995
V1,corrected,16.25,33.75,,1.156725
V1,corrected,17.5,33.75,,1.2149351
V1,corrected,18.75,33.75,,1.2966709
V1,corrected,20,33.75,,1.4126777
V1,corrected,21.25,33.75,,1.5794447
V1,corrected,22.5,33.75,,1.8227802
V1,corrected,23.75,33.75,,2.1837791
V1,corrected,25,33.75,,2.728575
V1,corrected,26.25,33.75,289.76116,3.5632974
V1,corrected,27.5,33.75,297.94258,4.8535455
V1,corrected,28.75,33.75,306.66198,6.8386649
V1,corrected,30,33.75,315.5499,9.8074197
V1,corrected,31.25,33.75,324.24798,13.969722
V1,corrected,32.5,33.75,332.46931,19.196073
V1,corrected,33.75,33.75,340.02931,24.827228
V1,corrected,35,33.75,346.84508,29.934563
V1,corrected,36.25,33.75,352.91378,33.912819
V1,corrected,37.5,33.75,358.284,36.733497
V1,corrected,38.75,33.75,363.03,38.706182
V1,corrected,40,33.75,367.23313,40.174392
V1,corrected,41.25,33.75,370.97048,41.383498
V1,corrected,42.5,33.75,374.30936,42.473988
V1,corrected,43.75,33.75,377.3054,43.512918
V1,corrected,45,33.75,380.00294,44.523546
V1,corrected,46.25,33.75,382.43628,45.504667
V1,corrected,47.5,33.75,384.63145,46.441433
V1,corrected,48.75,33.75,386.60782,47.3109
V1,corrected,50,33.75,388.3797,48.084754
V1,corrected,51.25,33.75,389.9576,48.730805
V1,corrected,52.5,33.75,391.34934,49.214185
V1,corrected,53.75,33.75,392.56093,49.498832
V1,corrected,55,33.75,393.59728,49.549565
V1,corrected,56.25,33.75,394.46282,49.3348
V1,corrected,57.5,33.75,395.16199,48.829748
V1,corrected,58.75,33.75,395.6996,48.019698
V1,corrected,60,33.75,396.08117,46.902801
V1,corrected,61.25,33.75,396.31319,45.49174
V1,corrected,62.5,33.75,396.40332,43.813805
V1,corrected,63.75,33.75,396.36045,41.909162
V1,corrected,65,33.75,396.19484,39.827556
V1,corrected,66.25,33.75,395.91802,37.623993
V1,corrected,67.5,33.75,395.54281,35.354169
V1,corrected,68.75,33.75,395.08309,33.070377
V1,corrected,70,33.75,394.55367,30.818417
V1,corrected,71.25,33.75,393.96996,28.635733
V1,corrected,72.5,33.75,393.34775,26.550756
V1,corrected,73.75,33.75,392.70276,24.583197
V1,corrected,75,33.75,392.05033,22.745001
V1,corrected,76.25,33.75,391.40496,21.041643
V1,corrected,77.5,33.75,390.77992,19.473524
V1,corrected,78.75,33.75,390.18675,18.037303
V1,corrected,80,33.75,389.63488,16.727059
V1,corrected,81.25,33.75,389.1311,15.535245
V1,corrected,82.5,33.75,388.67916,14.453432
V1,corrected,83.75,33.75,388.27926,13.472866
V1,corrected,85,33.75,387.92758,12.584861
V1,corrected,86.25,33.75,387.61579,11.781068
V1,corrected,87.5,33.75,387.33056,11.053636
V1,corrected,88.75,33.75,387.05297,10.395313
V1,corrected,90,33.75,386.75802,9.7994818
V1,corrected,10,35,,1.0256187
V1,corrected,11.25,35,,1.0344184
V1,corrected,12.5,35,,1.0463759
V1,corrected,13.75,35,,1.0626879
V1,corrected,15,35,,1.0850392
V1,corrected,16.25,35,,1.1158262
V1,corrected,17.5,35,,1.158497
V1,corrected,18.75,35,,1.2180832
V1,corrected,20,35,,1.3020489
V1,corrected,21.25,35,,1.4216747
V1,corrected,22.5,35,,1.5943553
V1,corrected,23.75,35,,1.8474541
V1,corrected,25,35,,2.2247613
V1,corrected,26.25,35,,2.7970535
V1,corrected,27.5,35,293.25638,3.6781871
V1,corrected,28.75,35,301.96771,5.0454738
V1,corrected,30,35,311.14234,7.1521738
V1,corrected,31.25,35,320.37301,10.292512
