unit_id,f1_f0_dg,mod_idx_dg,pref_ori_dg,pref_tf_dg,pref_sf_dg,pref_contrast_dg,pref_phase_dg,preferred_mean_spikes_dg,preferred_condition_ties_dg,preferred_trials_dg,analysis_duration_s_dg
3000022,1.4602258420284557,1.056755560850133,135.0,4.0,0.08,0.8,,1.5333333333333334,1,15,1.0
3000023,1.6121034211317065,0.8027452805685226,45.0,4.0,0.32,0.8,,1.8,2,15,1.0
3000024,1.6076808781903258,10.179709054501634,0.0,4.0,0.32,0.8,,2.7333333333333334,1,15,1.0
3000025,1.2432614687570662,0.13302285354613175,90.0,8.0,0.32,0.8,,3.6666666666666665,1,15,1.0
3000026,1.0149861987291269,0.6031789481660067,90.0,8.0,0.32,0.8,,3.7333333333333334,1,15,1.0
3000027,1.229422286398196,0.0002611907760995113,0.0,4.0,0.32,0.8,,4.466666666666667,1,15,1.0
3000028,1.312225582131393,0.6711508038083963,45.0,8.0,0.32,0.8,,2.8,1,15,1.0
3000029,1.3055589480768184,0.43664994930501144,90.0,8.0,0.32,0.8,,2.933333333333333,1,15,1.0
3000030,1.2000648051258775,0.3094829300288769,90.0,4.0,0.16,0.8,,1.9333333333333333,1,15,1.0
3000031,1.379784997784039,0.832466288975648,90.0,8.0,0.32,0.8,,3.533333333333333,1,15,1.0
3000032,1.2601673289007767,4.845874217813288,0.0,2.0,0.02,0.8,,4.666666666666667,1,15,1.0
3000033,1.2604218233397528,0.5860061516703033,90.0,8.0,0.32,0.8,,4.6,1,15,1.0
3000034,0.8248890026439254,0.042347476898025364,0.0,1.0,0.16,0.8,,3.6,1,15,1.0
3000035,1.036489999922199,0.8819339479145509,0.0,1.0,0.16,0.8,,7.2,1,15,1.0
3000036,0.8320013361252901,1.969525009719217,0.0,1.0,0.16,0.8,,7.2,1,15,1.0
3000037,1.4116084390578334,0.08688165660149548,90.0,2.0,0.32,0.8,,2.466666666666667,1,15,1.0
3000038,1.5769528675607007,0.33845961817720877,0.0,1.0,0.32,0.8,,1.8,1,15,1.0
3000039,0.9224104793910773,3.2915446202237266,45.0,2.0,0.32,0.8,,11.0,1,15,1.0
3000040,0.9988109847159948,0.0753379079683453,45.0,2.0,0.32,0.8,,7.0,2,15,1.0
3000041,0.9777543878022448,0.8176329185333184,0.0,1.0,0.02,0.8,,8.866666666666667,1,15,1.0
3000042,1.0447533357302758,0.6542927335161174,45.0,2.0,0.32,0.8,,7.466666666666667,1,15,1.0
3000043,0.512875922466157,0.1953590289596393,0.0,1.0,0.16,0.8,,23.333333333333332,1,15,1.0
3000044,1.0612296655821276,0.6648840308750728,0.0,1.0,0.16,0.8,,7.066666666666666,1,15,1.0
3000045,0.5109586241870293,1.2271770428441342,0.0,1.0,0.16,0.8,,22.4,1,15,1.0
3000046,1.0400584944366147,1.8944809848159154,0.0,1.0,0.16,0.8,,6.333333333333333,1,15,1.0
3000047,0.6586872284972232,1.8600170815703498,45.0,2.0,0.32,0.8,,29.666666666666668,1,15,1.0
3000048,2.0,0.06994020978304055,90.0,15.0,0.16,0.8,,0.06666666666666667,1,15,1.0
3000049,1.9985789452811784,1.4201733610756238,90.0,4.0,0.02,0.8,,0.13333333333333333,1,15,1.0
3000050,1.211644377050824,2.2095860433162664,45.0,2.0,0.32,0.8,,7.466666666666667,1,15,1.0
3000051,1.9014320018465678,2.3095923423656646,135.0,1.0,0.04,0.8,,0.3333333333333333,1,15,1.0
3000052,1.8499833423024807,0.9286723666422777,0.0,1.0,0.02,0.8,,0.2,1,15,1.0
3000053,1.917596159459134,1.0146252907597646,90.0,8.0,0.32,0.8,,0.4,1,15,1.0
3000054,0.9422804257047384,0.20117389495484966,90.0,2.0,0.08,0.8,,6.466666666666667,1,15,1.0
3000055,1.7963260685668527,9.302355437538127,45.0,1.0,0.02,0.8,,0.4,1,15,1.0
3000056,1.0412103009637872,0.45584897489919757,45.0,1.0,0.32,0.8,,4.133333333333334,1,15,1.0
3000057,0.6145027116391605,4.388894654174728,45.0,2.0,0.32,0.8,,26.8,1,15,1.0
3000058,1.7524559426914381,0.47203751394679583,45.0,8.0,0.08,0.8,,1.0666666666666667,1,15,1.0
3000059,1.8499833423024807,0.9286723666422777,0.0,1.0,0.02,0.8,,0.2,1,15,1.0
3000060,2.0,10.60474361386168,90.0,1.0,0.32,0.8,,0.13333333333333333,3,15,1.0
3000061,1.1113855027326933,0.7375665976842697,45.0,15.0,0.08,0.8,,3.8,1,15,1.0
3000062,1.3898277694651613,1.6466791507888325,90.0,8.0,0.02,0.8,,0.3333333333333333,1,15,1.0
3000063,1.6551635761221604,0.9805289151769379,45.0,15.0,0.16,0.8,,0.4,3,15,1.0
3000064,0.7160074354216914,0.8491369120707739,0.0,4.0,0.32,0.8,,4.466666666666667,1,15,1.0
3000065,0.5924680928201946,3.482741564115888,135.0,15.0,0.08,0.8,,17.4,1,15,1.0
3000066,0.7857906251593628,0.4467407192175248,90.0,1.0,0.32,0.8,,6.933333333333334,1,15,1.0
3000067,0.5654991701100905,1.329137486358199,0.0,1.0,0.02,0.8,,20.333333333333332,1,15,1.0
3000068,1.7091445535574312,0.6523290725149207,0.0,8.0,0.32,0.8,,0.3333333333333333,1,15,1.0
3000069,1.5861643271621562,0.6307863734299457,45.0,2.0,0.32,0.8,,1.6666666666666667,1,15,1.0
3000070,1.0103697669442089,0.16099446128970205,0.0,8.0,0.04,0.8,,7.933333333333334,1,15,1.0
3000071,0.8091171320385143,0.7652114772609723,45.0,2.0,0.32,0.8,,12.933333333333334,1,15,1.0
3000072,1.0577273620238719,0.42809565587689064,135.0,1.0,0.16,0.8,,10.0,1,15,1.0
3000073,1.0340518230521558,0.6399698862077079,0.0,1.0,0.16,0.8,,6.866666666666666,1,15,1.0
3000074,0.38967962579940457,0.33101396898289476,0.0,1.0,0.16,0.8,,23.533333333333335,1,15,1.0
3000075,1.793300019913659,0.1269502290052064,45.0,8.0,0.16,0.8,,0.3333333333333333,2,15,1.0
3000076,0.7110201745095656,0.6848014883302478,0.0,8.0,0.32,0.8,,4.933333333333334,1,15,1.0
3000077,0.6875836431877396,0.7879827139007143,90.0,2.0,0.08,0.8,,7.666666666666667,1,15,1.0
3000078,1.434935511353837,1.3777702212617597,135.0,8.0,0.08,0.8,,0.8,1,15,1.0
3000079,1.9999473628025444,0.7705306825381383,0.0,1.0,0.02,0.8,,0.26666666666666666,4,15,1.0
3000080,0.49526291132910577,0.7877263403510139,0.0,15.0,0.04,0.8,,1.0666666666666667,1,15,1.0
3000081,1.0695684802414467,0.39028849197026894,90.0,1.0,0.08,0.8,,2.3333333333333335,1,15,1.0
3000082,0.6310527085351023,0.5376662181265051,135.0,1.0,0.16,0.8,,23.866666666666667,1,15,1.0
3000083,0.7333098177054755,0.5264090073486556,0.0,1.0,0.02,0.8,,23.333333333333332,1,15,1.0
3000084,1.999675412847958,15.804308670421037,135.0,1.0,0.02,0.8,,0.2,1,15,1.0
3000085,1.052307035383482,0.6753225714253832,45.0,2.0,0.32,0.8,,6.0,1,15,1.0
3000086,1.72724698125506,0.4221890466276706,0.0,4.0,0.32,0.8,,0.9333333333333333,1,15,1.0
3000087,1.0301320705066195,0.14438541109474826,90.0,8.0,0.32,0.8,,5.8,1,15,1.0
3000088,0.5584593488629827,0.8643836590553313,0.0,1.0,0.16,0.8,,13.466666666666667,1,15,1.0
3000089,1.0480874916373883,0.6329827805489993,0.0,2.0,0.16,0.8,,3.4,1,15,1.0
3000090,0.9955710206374271,0.04289814903943577,90.0,2.0,0.08,0.8,,7.866666666666666,1,15,1.0
3000091,1.2817521380970536,1.7812852501470804,135.0,8.0,0.02,0.8,,5.2,1,15,1.0
3000092,0.8472801583261153,0.76158238773741,90.0,2.0,0.08,0.8,,10.333333333333334,1,15,1.0
3000093,1.1844681292699177,3.3603420925905496,45.0,8.0,0.08,0.8,,2.3333333333333335,1,15,1.0
3000094,1.5046656816308321,0.9968255651387441,0.0,4.0,0.32,0.8,,0.6666666666666666,1,15,1.0
3000095,0.7590264562221153,0.8026903985801164,0.0,1.0,0.02,0.8,,20.466666666666665,1,15,1.0
3000096,1.0128723143172516,0.6688246701917535,45.0,8.0,0.02,0.8,,4.0,1,15,1.0
3000097,0.9185190628523582,0.577156682905252,0.0,1.0,0.02,0.8,,5.866666666666666,1,15,1.0
3000098,1.121542666096105,0.21064040879039583,45.0,4.0,0.04,0.8,,1.6666666666666667,1,15,1.0
3000099,1.8007136806146509,0.1502171963413143,0.0,8.0,0.04,0.8,,0.8,1,15,1.0
3000100,1.2009490401336615,0.6779565888492222,135.0,4.0,0.32,0.8,,3.8,1,15,1.0
3000101,0.9635740041909473,0.1574592616518279,0.0,1.0,0.16,0.8,,6.2,2,15,1.0
3000102,0.4382717774038921,0.8127323519373034,135.0,1.0,0.16,0.8,,15.533333333333333,1,15,1.0
3000103,0.6028212277615211,0.5622918834609488,90.0,2.0,0.08,0.8,,14.666666666666666,1,15,1.0
3000104,0.723251284538121,0.8852714069251774,0.0,4.0,0.32,0.8,,10.466666666666667,1,15,1.0
3000105,0.7139748578167463,0.43028105806489425,45.0,2.0,0.32,0.8,,13.533333333333333,1,15,1.0
3000106,0.6837275859565826,0.02851833423068252,45.0,1.0,0.08,0.8,,11.4,1,15,1.0
3000107,0.673757702033705,0.010508511254403958,0.0,1.0,0.16,0.8,,12.4,1,15,1.0
3000108,0.7157036600716913,0.9438275746805869,0.0,1.0,0.02,0.8,,12.533333333333333,1,15,1.0
3000109,0.9111091420837973,0.6957897508056817,45.0,2.0,0.32,0.8,,9.133333333333333,1,15,1.0
3000110,0.8533794935308747,0.20375878506065043,0.0,1.0,0.16,0.8,,11.8,1,15,1.0
3000111,1.0128912203475635,0.4364002595587818,45.0,2.0,0.32,0.8,,6.4,1,15,1.0
3000112,0.9899720438201922,0.5761514286713514,90.0,4.0,0.16,0.8,,5.6,1,15,1.0
3000113,1.2248871878550702,0.6967576065103313,90.0,8.0,0.32,0.8,,4.533333333333333,1,15,1.0
3000114,1.0487489367789364,0.37135012386991667,90.0,8.0,0.32,0.8,,4.733333333333333,1,15,1.0
3000115,0.4568763829466926,0.5250536316488928,90.0,4.0,0.08,0.8,,15.733333333333333,1,15,1.0
3000116,0.7933267697039568,0.6464182295711347,135.0,2.0,0.16,0.8,,5.533333333333333,1,15,1.0
3000117,1.0754315826557426,0.9235140443880675,0.0,1.0,0.16,0.8,,5.133333333333334,1,15,1.0
3000118,1.161204274987776,0.4331169601541257,45.0,4.0,0.16,0.8,,3.6666666666666665,1,15,1.0
3000119,0.8681496223461612,0.7365040568860989,0.0,15.0,0.08,0.8,,6.333333333333333,1,15,1.0
3000120,1.02523035343955,0.9981227251136194,45.0,1.0,0.16,0.8,,4.2,2,15,1.0
3000121,0.34002434485410843,0.35742187535237474,0.0,15.0,0.08,0.8,,25.066666666666666,1,15,1.0
3000122,0.7940872139125287,0.9471571839878926,90.0,2.0,0.16,0.8,,6.466666666666667,1,15,1.0
3000123,0.7790217965425653,0.1503021395787803,90.0,15.0,0.08,0.8,,5.666666666666667,1,15,1.0
3000124,1.1805238559425115,0.5176351438475402,0.0,15.0,0.08,0.8,,4.066666666666666,1,15,1.0
3000125,1.0384490528744819,0.8870745974212866,45.0,4.0,0.16,0.8,,7.2,1,15,1.0
3000126,1.4469204652594503,9.325023472252216,90.0,1.0,0.04,0.8,,2.8666666666666667,1,15,1.0
3000127,1.6133080962384456,0.3057696309465899,0.0,15.0,0.32,0.8,,1.2666666666666666,1,15,1.0
3000128,1.1215154095680853,0.5349785607401695,135.0,15.0,0.02,0.8,,7.933333333333334,1,15,1.0
3000129,1.5595666743059347,1.802728997435953,0.0,8.0,0.04,0.8,,0.4666666666666667,1,15,1.0
3000130,0.5578342769469959,1.3055485927159447,135.0,15.0,0.04,0.8,,8.333333333333334,1,15,1.0
3000131,1.2021763494349575,2.7734547774684124,45.0,1.0,0.02,0.8,,4.666666666666667,2,15,1.0
3000132,0.7095365719137878,1.4668080805403687,90.0,2.0,0.04,0.8,,11.933333333333334,1,15,1.0
3000133,1.3717985623204527,0.6010866426963771,0.0,2.0,0.32,0.8,,2.6666666666666665,1,15,1.0
3000134,0.8492092683292022,0.23794779925079743,90.0,1.0,0.08,0.8,,8.666666666666666,2,15,1.0
3000135,0.5939077026940612,0.9531401593724829,45.0,1.0,0.32,0.8,,10.733333333333333,1,15,1.0
3000136,0.677409027743619,0.8130912002962442,0.0,2.0,0.16,0.8,,7.733333333333333,1,15,1.0
3000137,0.49701863706552146,0.49669423014729724,90.0,2.0,0.32,0.8,,13.133333333333333,1,15,1.0
3000138,1.394081429378569,2.060289877935355,0.0,4.0,0.02,0.8,,1.3333333333333333,1,15,1.0
3000139,0.4772970777922324,0.8129536182363083,45.0,8.0,0.04,0.8,,15.6,1,15,1.0
3000140,1.8901222848927648,0.4182339641186054,0.0,1.0,0.08,0.8,,0.4,3,15,1.0
3000141,0.6240910073180836,0.5546290233822804,90.0,4.0,0.08,0.8,,6.8,1,15,1.0
3000142,1.9473277996979728,0.11249735177705364,90.0,4.0,0.08,0.8,,0.6,1,15,1.0
3000143,1.3616816789094843,1.0917076036118298,135.0,8.0,0.02,0.8,,0.6,1,15,1.0
3000144,1.1980771770602454,0.5409274486615108,0.0,15.0,0.32,0.8,,1.9333333333333333,2,15,1.0
3000145,0.8644435388175304,4.577760654883177,0.0,2.0,0.08,0.8,,3.933333333333333,1,15,1.0
3000146,0.8958357801548812,0.43959262811222843,45.0,2.0,0.02,0.8,,5.0,1,15,1.0
3000147,0.6063859267171691,0.8592312461632392,45.0,8.0,0.04,0.8,,9.333333333333334,1,15,1.0
3000148,0.8004620422227847,1.0304762355690418,135.0,15.0,0.32,0.8,,5.533333333333333,1,15,1.0
3000149,0.24430928356659817,0.7190909099982412,90.0,1.0,0.16,0.8,,18.6,1,15,1.0
3000150,0.7264802564323907,1.3465953934588932,90.0,1.0,0.32,0.8,,11.0,1,15,1.0
3000151,0.5070960055723001,1.0756426226652043,0.0,15.0,0.08,0.8,,25.066666666666666,1,15,1.0
3000152,1.4842471977898908,0.06051959116520088,0.0,4.0,0.08,0.8,,1.2,1,15,1.0
3000153,0.48805162204551983,0.7860425670635487,135.0,2.0,0.04,0.8,,10.733333333333333,1,15,1.0
3000154,0.6328373872336744,0.08286908106432707,135.0,8.0,0.08,0.8,,14.266666666666667,1,15,1.0
3000155,0.42266958672749516,0.7526380713476586,0.0,4.0,0.16,0.8,,12.6,1,15,1.0
3000156,1.9496633991733057,0.9246350604289153,0.0,1.0,0.02,0.8,,0.4666666666666667,2,15,1.0
3000157,0.6622141220643647,3.1086447871771417,90.0,15.0,0.08,0.8,,8.333333333333334,1,15,1.0
3000158,1.772298244735889,0.5525617144105496,135.0,8.0,0.08,0.8,,0.6666666666666666,1,15,1.0
3000159,2.0,0.6404987274417846,45.0,2.0,0.02,0.8,,0.3333333333333333,2,15,1.0
3000160,0.7501837162507385,0.235763027484938,90.0,15.0,0.04,0.8,,4.733333333333333,1,15,1.0
3000161,0.5748979498160772,1.0577907161144395,135.0,2.0,0.32,0.8,,17.333333333333332,1,15,1.0
3000162,0.40460048509038976,0.724036051549414,0.0,8.0,0.04,0.8,,20.266666666666666,2,15,1.0
3000163,1.2113537463186816,0.4780559635694086,90.0,4.0,0.08,0.8,,4.8,1,15,1.0
3000164,0.49521128886592347,0.6584607983280558,135.0,4.0,0.32,0.8,,7.266666666666667,1,15,1.0
3000165,1.2552765533883699,1.0740986609270748,45.0,15.0,0.04,0.8,,2.1333333333333333,1,15,1.0
3000166,1.8826476188460353,3.7741959989717495,135.0,1.0,0.32,0.8,,1.6666666666666667,1,15,1.0
3000167,0.9354992298173365,0.6731111088240844,0.0,4.0,0.32,0.8,,1.4,1,15,1.0
3000168,1.2481228401863051,0.9788787770764081,0.0,4.0,0.04,0.8,,2.6,1,15,1.0
3000169,0.41098207873303316,0.9627474379621688,0.0,1.0,0.08,0.8,,10.266666666666667,1,15,1.0
3000170,1.0816729894576083,4.6723154139946725,135.0,4.0,0.32,0.8,,4.0,1,15,1.0
3000171,1.417845859660894,0.7410615180076345,0.0,1.0,0.32,0.8,,2.8666666666666667,1,15,1.0
3000172,1.6620810857590742,1.360795885686517,45.0,8.0,0.16,0.8,,1.3333333333333333,3,15,1.0
3000173,1.2994167354320447,0.598734691253625,0.0,1.0,0.08,0.8,,2.933333333333333,1,15,1.0
3000174,1.0166978559264788,0.14348616083973148,90.0,2.0,0.08,0.8,,4.066666666666666,1,15,1.0
3000175,1.1604154076441124,1.254805663489472,45.0,8.0,0.04,0.8,,4.4,3,15,1.0
3000176,0.949943104161484,0.05798300958805254,90.0,15.0,0.08,0.8,,6.133333333333334,1,15,1.0
3000177,0.5623774316300751,0.5839798170252299,45.0,15.0,0.08,0.8,,10.2,1,15,1.0
3000178,1.1528420831409343,0.02424921388829846,135.0,15.0,0.08,0.8,,6.0,1,15,1.0
3000179,0.6694777026230833,0.49314412779447886,45.0,2.0,0.02,0.8,,9.933333333333334,2,15,1.0
3000180,0.5850796003492386,0.8606327926336574,135.0,8.0,0.04,0.8,,11.733333333333333,1,15,1.0
3000181,1.6790718856210018,0.6369116776481343,90.0,4.0,0.02,0.8,,0.4,3,15,1.0
3000182,0.6279750423166642,5.232645730032232,0.0,2.0,0.08,0.8,,1.0,2,15,1.0
3000183,0.4139308896158341,0.8416924052684032,0.0,15.0,0.04,0.8,,13.066666666666666,1,15,1.0
3000184,0.5110343164392303,0.026361697540388338,0.0,15.0,0.08,0.8,,12.4,1,15,1.0
3000185,1.416550533348408,0.19336233908526418,45.0,15.0,0.32,0.8,,1.2,1,15,1.0
3000186,0.8341235758342803,0.8164649747903346,45.0,15.0,0.16,0.8,,5.866666666666666,1,15,1.0
3000187,0.8472920611931873,0.4077107791128829,0.0,1.0,0.02,0.8,,7.466666666666667,2,15,1.0
3000188,1.165353012916977,0.356612165682396,135.0,15.0,0.08,0.8,,3.4,1,15,1.0
3000189,1.9999999999999998,14.869343468585615,45.0,1.0,0.08,0.8,,0.13333333333333333,7,15,1.0
3000190,1.4977800149886056,0.09584983240308113,135.0,4.0,0.04,0.8,,0.6666666666666666,1,15,1.0
3000191,1.5812146710541213,2.1873999215779065,45.0,1.0,0.02,0.8,,4.333333333333333,1,15,1.0
3000192,1.016753643478791,0.9680248997697609,135.0,15.0,0.32,0.8,,1.7333333333333334,1,15,1.0
3000193,1.26575534673867,0.6310049092064695,90.0,2.0,0.08,0.8,,2.8666666666666667,1,15,1.0
3000194,1.0861181229957844,0.2135212902470642,90.0,2.0,0.08,0.8,,4.333333333333333,1,15,1.0
3000195,0.7144614293737633,0.4430126692090121,90.0,15.0,0.08,0.8,,7.666666666666667,1,15,1.0
3000196,0.76591872651483,0.28697766820042797,90.0,4.0,0.16,0.8,,8.4,1,15,1.0
3000197,1.6994342808308458,2.676153755725021,90.0,15.0,0.02,0.8,,1.1333333333333333,1,15,1.0
3000198,1.4503376453778416,0.4062860166526132,0.0,15.0,0.08,0.8,,3.466666666666667,1,15,1.0
3000199,0.8026703170552264,0.17521879198203377,0.0,4.0,0.02,0.8,,5.466666666666667,2,15,1.0
3000200,1.6581123336575085,5.233253514361314,45.0,2.0,0.32,0.8,,2.2666666666666666,1,15,1.0
3000201,1.4193571595694716,0.8902988615166337,90.0,4.0,0.08,0.8,,2.3333333333333335,1,15,1.0
3000202,1.1685702235855224,0.5738001138206085,90.0,8.0,0.04,0.8,,3.4,1,15,1.0
3000203,0.6109613909496397,1.8516404321658257,45.0,8.0,0.02,0.8,,12.2,1,15,1.0
3000204,0.4164685309700882,0.6404533190982139,90.0,8.0,0.16,0.8,,12.333333333333334,1,15,1.0
3000205,1.8726806624147891,0.685822916704056,45.0,8.0,0.16,0.8,,0.6666666666666666,1,15,1.0
3000206,1.5938392602701401,0.4145529177654639,45.0,1.0,0.02,0.8,,2.6,1,15,1.0
3000207,0.4097754359351873,0.9187220577835451,0.0,8.0,0.02,0.8,,23.8,1,15,1.0
3000208,0.5585281894758353,0.5120086981259254,90.0,2.0,0.32,0.8,,11.866666666666667,1,15,1.0
3000209,0.5398743463135548,0.8471704196393802,90.0,15.0,0.32,0.8,,14.866666666666667,1,15,1.0
3000210,1.070878896128647,0.9868306510112679,45.0,1.0,0.08,0.8,,0.3333333333333333,2,15,1.0
3000211,1.4850890076545973,1.932865144366386,90.0,4.0,0.16,0.8,,0.6,2,15,1.0
3000212,1.411079378698619,1.6277194149236334,0.0,15.0,0.32,0.8,,1.2,1,15,1.0
3000213,1.537562989549916,0.7013477527634171,90.0,4.0,0.08,0.8,,2.0,1,15,1.0
3000214,1.3454399406849349,0.20899183344158487,45.0,15.0,0.08,0.8,,1.2,1,15,1.0
3000215,0.8925180234404032,0.723809870033087,90.0,15.0,0.08,0.8,,4.866666666666666,1,15,1.0
3000216,0.5842795521797756,0.040448476564458755,90.0,2.0,0.16,0.8,,18.6,1,15,1.0
3000217,1.8570209798103412,0.33923028574713004,45.0,15.0,0.04,0.8,,1.2,1,15,1.0
3000218,0.38736812771022106,1.7887226118169854,45.0,15.0,0.08,0.8,,20.733333333333334,1,15,1.0
3000219,1.148143511663353,0.7088964659830914,135.0,1.0,0.32,0.8,,6.733333333333333,1,15,1.0
3000220,1.1312189315913665,0.8388021361293889,45.0,1.0,0.16,0.8,,5.533333333333333,1,15,1.0
3000221,0.8922412779174108,0.03639083632936697,45.0,15.0,0.32,0.8,,3.8,1,15,1.0
3000222,1.5209051607126025,0.7536384839261362,45.0,15.0,0.08,0.8,,1.4,1,15,1.0
3000223,0.8982395912872367,0.8369066200224351,0.0,4.0,0.08,0.8,,5.733333333333333,1,15,1.0
3000224,1.1109725208322732,0.8031614903301454,90.0,8.0,0.32,0.8,,4.066666666666666,1,15,1.0
3000225,1.7316446676162691,0.3208886497571593,0.0,2.0,0.08,0.8,,0.9333333333333333,1,15,1.0
3000226,0.8293575062750421,0.3609940072311429,0.0,8.0,0.16,0.8,,10.4,1,15,1.0
3000227,0.2542697394561664,0.31366998363749465,45.0,2.0,0.32,0.8,,34.0,1,15,1.0
3000228,1.6261929650191354,0.717412883156434,0.0,4.0,0.02,0.8,,1.4666666666666666,2,15,1.0
3000229,0.8486161677034018,1.0673714806627677,90.0,15.0,0.32,0.8,,6.933333333333334,1,15,1.0
3000230,1.5432577074560339,1.0006002568283918,0.0,4.0,0.08,0.8,,1.7333333333333334,1,15,1.0
3000231,1.3398814525680083,3.9621683016020484,45.0,8.0,0.02,0.8,,4.066666666666666,1,15,1.0
3000232,0.9038358468799035,0.6336658103350444,90.0,2.0,0.08,0.8,,3.0,1,15,1.0
3000233,0.9244782344109086,3.928696455004174,45.0,15.0,0.08,0.8,,4.4,1,15,1.0
3000234,0.6396495651314441,0.35158906018735125,45.0,8.0,0.04,0.8,,17.266666666666666,1,15,1.0
3000235,0.33669044524407155,0.6525334242339099,90.0,2.0,0.16,0.8,,47.13333333333333,1,15,1.0
3000236,0.7906853015352122,0.07790859733092166,0.0,1.0,0.08,0.8,,8.066666666666666,1,15,1.0
3000237,1.5866354121502366,2.613212270752919,90.0,8.0,0.08,0.8,,1.6,1,15,1.0
3000238,1.5575553539541627,0.47598694138187797,135.0,4.0,0.08,0.8,,1.1333333333333333,1,15,1.0
3000239,1.4132597985020816,0.7049379474866323,0.0,1.0,0.32,0.8,,3.6,1,15,1.0
3000240,0.78044716858616,0.3073070489291705,90.0,8.0,0.32,0.8,,8.0,1,15,1.0
3000241,1.3995088071834616,0.5826511644143697,0.0,15.0,0.16,0.8,,1.1333333333333333,3,15,1.0
3000242,1.0394922076279438,0.7781855369691376,135.0,15.0,0.02,0.8,,5.533333333333333,1,15,1.0
3000243,1.5169721336032418,0.5072278197450317,45.0,15.0,0.16,0.8,,1.2,1,15,1.0
3000244,0.7497044638981677,0.4558783755383248,45.0,15.0,0.04,0.8,,11.133333333333333,1,15,1.0
3000245,0.519810228431699,0.6121570463424932,45.0,8.0,0.02,0.8,,11.066666666666666,1,15,1.0
3000246,0.7695088590107101,0.4448102695094349,135.0,8.0,0.32,0.8,,8.6,1,15,1.0
3000247,1.1268145429178653,0.24806622450037544,45.0,2.0,0.32,0.8,,3.466666666666667,2,15,1.0
3000248,0.43977049195324885,1.2223455941546035,45.0,8.0,0.02,0.8,,34.666666666666664,1,15,1.0
3000249,0.32069089292200126,0.8458091502290399,0.0,1.0,0.16,0.8,,39.2,1,15,1.0
3000250,0.30360347169647217,0.6628158172906433,90.0,4.0,0.32,0.8,,32.266666666666666,1,15,1.0
3000251,1.3191469757889642,0.0230877627272862,90.0,8.0,0.04,0.8,,0.3333333333333333,1,15,1.0
3000252,0.6271495836782621,0.8898367987692662,0.0,4.0,0.16,0.8,,10.533333333333333,1,15,1.0
3000253,1.991079544740711,4.100411453625079,90.0,2.0,0.08,0.8,,0.3333333333333333,1,15,1.0
3000254,0.7062143252443156,0.45187867380457475,135.0,8.0,0.02,0.8,,5.4,1,15,1.0
3000255,1.0589402533579997,0.47195810673298727,90.0,8.0,0.02,0.8,,2.066666666666667,1,15,1.0
3000256,1.3518610148515633,0.36925760937324226,135.0,15.0,0.08,0.8,,0.4666666666666667,1,15,1.0
