stimulus_presentation_id,stimulus_block,start_time,stop_time,size,spatial_frequency,y_position,coherence,phase,stimulus_name,color,Dir,orientation,Speed,contrast,x_position,temporal_frequency,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2048,0.0,580.98211,581.23233,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25021732,55,,,0,,False,9,train,1
2049,0.0,581.23233,581.48253,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25020518,206,,,0,,False,8,test,0
2050,0.0,581.48253,581.73274,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25020518,200,,,0,,False,5,test,2
2051,0.0,581.73274,581.98295,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25020518,26,,,0,,False,10,train,2
2052,0.0,581.98295,582.23315,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25020518,31,,,0,,False,4,train,0
2053,0.0,582.23315,582.48337,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25021982,41,,,0,,False,8,test,0
2054,0.0,582.48337,582.73359,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,30.0,4.0,null,0.25021982,58,,,0,,False,9,train,1
2055,0.0,582.73359,582.98381,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25021982,54,,,0,,False,4,train,1
2056,0.0,582.98381,583.23403,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25021982,126,,,0,,False,9,train,1
2057,0.0,583.23403,583.48423,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25019768,185,,,0,,False,7,train,0
2058,0.0,583.48423,583.73443,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25019768,80,,,0,,False,10,train,0
2059,0.0,583.73443,583.98462,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25019768,231,,,0,,False,8,test,1
2060,0.0,583.98462,584.23482,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25019768,163,,,0,,False,5,test,1
2061,0.0,584.23482,584.48503,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25021232,151,,,0,,False,8,test,0
2062,0.0,584.48503,584.73525,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-10.0,4.0,null,0.25021232,29,,,0,,False,8,test,2
2063,0.0,584.73525,584.98546,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25021232,139,,,0,,False,6,train,1
2064,0.0,584.98546,585.23567,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021232,140,,,0,,False,10,train,2
2065,0.0,585.23567,585.48587,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25020518,230,,,0,,False,8,test,2
2066,0.0,585.48587,585.73608,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,10.0,4.0,null,0.25020518,93,,,0,,False,7,train,2
2067,0.0,585.73608,585.98629,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25020518,224,,,0,,False,6,train,1
2068,0.0,585.98629,586.23649,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25020518,167,,,0,,False,7,train,0
2069,0.0,586.23649,586.48671,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25021482,199,,,0,,False,7,train,2
2070,0.0,586.48671,586.73692,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25021482,162,,,0,,False,12,train,0
2071,0.0,586.73692,586.98713,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25021482,149,,,0,,False,5,test,0
2072,0.0,586.98713,587.23735,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-10.0,4.0,null,0.25021482,47,,,0,,False,7,train,2
2073,0.0,587.23735,587.48756,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25020768,147,,,0,,False,10,train,0
2074,0.0,587.48756,587.73777,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25020768,53,,,0,,False,4,train,0
2075,0.0,587.73777,587.98797,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25020768,82,,,0,,False,10,train,2
2076,0.0,587.98797,588.23818,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25020768,130,,,0,,False,7,train,0
2077,0.0,588.23818,588.4884,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021482,215,,,0,,False,7,train,2
2078,0.0,588.4884,588.73861,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021482,10,,,0,,False,6,train,2
2079,0.0,588.73861,588.98882,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25021482,54,,,0,,False,5,test,1
2080,0.0,588.98882,589.23904,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25021482,28,,,0,,False,5,test,0
2081,0.0,589.23904,589.48924,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25020018,187,,,0,,False,8,test,1
2082,0.0,589.48924,589.73944,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25020018,169,,,0,,False,8,test,1
2083,0.0,589.73944,589.98964,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25020018,155,,,0,,False,8,test,0
2084,0.0,589.98964,590.23984,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25020018,204,,,0,,False,9,train,0
2085,0.0,590.23984,590.49005,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25020732,119,,,0,,False,9,train,0
2086,0.0,590.49005,590.74026,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25020732,172,,,0,,False,11,test,0
2087,0.0,590.74026,590.99046,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25020732,141,,,0,,False,9,train,2
2088,0.0,590.99046,591.24067,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,10.0,4.0,null,0.25020732,104,,,0,,False,9,train,1
2089,0.0,591.24067,591.49088,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25020768,219,,,0,,False,6,train,1
2090,0.0,591.49088,591.74109,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-10.0,4.0,null,0.25020768,226,,,0,,False,11,test,0
2091,0.0,591.74109,591.99129,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,30.0,4.0,null,0.25020768,198,,,0,,False,6,train,1
2092,0.0,591.99129,592.2415,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25020768,220,,,0,,False,3,train,1
2093,0.0,592.2415,592.49172,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25021982,103,,,0,,False,11,test,2
2094,0.0,592.49172,592.74194,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25021982,51,,,0,,False,9,train,1
2095,0.0,592.74194,592.99216,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25021982,22,,,0,,False,11,test,2
2096,0.0,592.99216,593.24238,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25021982,44,,,0,,False,9,train,0
2097,0.0,593.24238,593.49258,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25020268,18,,,0,,False,9,train,0
2098,0.0,593.49258,593.74279,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25020268,222,,,0,,False,6,train,2
2099,0.0,593.74279,593.99299,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25020268,152,,,0,,False,6,train,1
2100,0.0,593.99299,594.24319,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25020268,114,,,0,,False,7,train,0
2101,0.0,594.24319,594.4934,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25021232,185,,,0,,False,8,test,0
2102,0.0,594.4934,594.74362,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25021232,12,,,0,,False,7,train,1
2103,0.0,594.74362,594.99383,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25021232,145,,,0,,False,10,train,1
2104,0.0,594.99383,595.24404,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25021232,43,,,0,,False,8,test,0
2105,0.0,595.24404,595.49424,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-10.0,4.0,null,0.25020518,89,,,0,,False,8,test,2
2106,0.0,595.49424,595.74445,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25020518,237,,,0,,False,7,train,1
2107,0.0,595.74445,595.99466,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25020518,94,,,0,,False,9,train,2
2108,0.0,595.99466,596.24486,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25020518,189,,,0,,False,7,train,2
2109,0.0,596.24486,596.49507,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25021232,12,,,0,,False,8,test,1
2110,0.0,596.49507,596.74529,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25021232,194,,,0,,False,7,train,0
2111,0.0,596.74529,596.9955,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25021232,68,,,0,,False,8,test,1
2112,0.0,596.9955,597.24571,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25021232,9,,,0,,False,6,train,2
2113,0.0,597.24571,597.49592,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-10.0,4.0,null,0.25020768,207,,,0,,False,6,train,2
2114,0.0,597.49592,597.74613,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25020768,120,,,0,,False,7,train,1
2115,0.0,597.74613,597.99633,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25020768,72,,,0,,False,10,train,0
2116,0.0,597.99633,598.24654,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25020768,149,,,0,,False,6,train,0
2117,0.0,598.24654,598.49675,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25021232,6,,,0,,False,6,train,0
2118,0.0,598.49675,598.74697,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25021232,139,,,0,,False,7,train,1
2119,0.0,598.74697,598.99718,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25021232,57,,,0,,False,6,train,1
2120,0.0,598.99718,599.24739,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021232,140,,,0,,False,11,test,2
2121,0.0,599.24739,599.49759,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,10.0,4.0,null,0.25020518,191,,,0,,False,8,test,2
2122,0.0,599.49759,599.7478,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25020518,146,,,0,,False,6,train,2
2123,0.0,599.7478,599.99801,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25020518,239,,,0,,False,8,test,2
2124,0.0,599.99801,600.24821,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25020518,2,,,0,,False,10,train,1
2125,0.0,600.24821,600.49842,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25020482,188,,,0,,False,8,test,0
2126,0.0,600.49842,600.74862,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-10.0,4.0,null,0.25020482,47,,,0,,False,8,test,2
2127,0.0,600.74862,600.99882,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25020482,50,,,0,,False,9,train,1
2128,0.0,600.99882,601.24903,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25020482,16,,,0,,False,6,train,2
2129,0.0,601.24903,601.49924,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25021268,111,,,0,,False,9,train,1
2130,0.0,601.49924,601.74946,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25021268,116,,,0,,False,6,train,0
2131,0.0,601.74946,601.99967,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25021268,120,,,0,,False,8,test,1
2132,0.0,601.99967,602.24988,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25021268,152,,,0,,False,7,train,1
2133,0.0,602.24988,602.50009,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25021232,150,,,0,,False,6,train,2
2134,0.0,602.50009,602.75031,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25021232,9,,,0,,False,7,train,2
2135,0.0,602.75031,603.00052,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25021232,238,,,0,,False,7,train,0
2136,0.0,603.00052,603.25073,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25021232,206,,,0,,False,9,train,0
2137,0.0,603.25073,603.50093,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25020518,92,,,0,,False,10,train,2
2138,0.0,603.50093,603.75114,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25020518,53,,,0,,False,5,test,0
2139,0.0,603.75114,604.00135,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25020518,28,,,0,,False,6,train,0
2140,0.0,604.00135,604.25155,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25020518,142,,,0,,False,7,train,0
2141,0.0,604.25155,604.50177,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25021482,186,,,0,,False,6,train,1
2142,0.0,604.50177,604.75198,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25021482,148,,,0,,False,6,train,1
2143,0.0,604.75198,605.00219,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25021482,210,,,0,,False,9,train,0
2144,0.0,605.00219,605.25241,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25021482,130,,,0,,False,8,test,0
2145,0.0,605.25241,605.50261,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25020518,81,,,0,,False,9,train,1
2146,0.0,605.50261,605.75282,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25020518,83,,,0,,False,10,train,1
2147,0.0,605.75282,606.00303,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,30.0,4.0,null,0.25020518,235,,,0,,False,7,train,1
2148,0.0,606.00303,606.25323,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25020518,11,,,0,,False,8,test,2
2149,0.0,606.25323,606.50344,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25020982,194,,,0,,False,8,test,0
2150,0.0,606.50344,606.75365,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25020982,10,,,0,,False,7,train,2
2151,0.0,606.75365,607.00386,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25020982,182,,,0,,False,8,test,0
2152,0.0,607.00386,607.25407,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25020982,54,,,0,,False,6,train,1
2153,0.0,607.25407,607.50428,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25020768,61,,,0,,False,10,train,2
2154,0.0,607.50428,607.75449,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25020768,117,,,0,,False,10,train,2
2155,0.0,607.75449,608.00469,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25020768,173,,,0,,False,7,train,2
2156,0.0,608.00469,608.2549,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-20.0,4.0,null,0.25020768,63,,,0,,False,6,train,2
2157,0.0,608.2549,608.50511,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25020732,186,,,0,,False,7,train,1
2158,0.0,608.50511,608.75532,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25020732,188,,,0,,False,9,train,0
2159,0.0,608.75532,609.00552,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25020732,57,,,0,,False,7,train,1
2160,0.0,609.00552,609.25573,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25020732,128,,,0,,False,10,train,1
2161,0.0,609.25573,609.50594,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25021268,222,,,0,,False,7,train,2
2162,0.0,609.50594,609.75616,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25021268,138,,,0,,False,9,train,0
2163,0.0,609.75616,610.00637,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25021268,193,,,0,,False,7,train,1
2164,0.0,610.00637,610.25658,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25021268,138,,,0,,False,10,train,0
2165,0.0,610.25658,610.50678,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25019982,182,,,0,,False,9,train,0
2166,0.0,610.50678,610.75698,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,10.0,4.0,null,0.25019982,48,,,0,,False,9,train,2
2167,0.0,610.75698,611.00718,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25019982,6,,,0,,False,7,train,0
2168,0.0,611.00718,611.25738,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25019982,111,,,0,,False,10,train,1
2169,0.0,611.25738,611.50759,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25021518,211,,,0,,False,12,train,0
2170,0.0,611.50759,611.75781,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25021518,234,,,0,,False,9,train,2
2171,0.0,611.75781,612.00803,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25021518,163,,,0,,False,6,train,1
2172,0.0,612.00803,612.25824,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25021518,14,,,0,,False,8,test,1
2173,0.0,612.25824,612.50845,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25020482,40,,,0,,False,7,train,0
2174,0.0,612.50845,612.75865,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25020482,60,,,0,,False,6,train,1
2175,0.0,612.75865,613.00885,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25020482,23,,,0,,False,11,test,0
2176,0.0,613.00885,613.25906,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,10.0,4.0,null,0.25020482,59,,,0,,False,9,train,1
