stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,stimulus_name,Speed,temporal_frequency,phase,orientation,y_position,x_position,size,Dir,color,coherence,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1933,0.0,558.66843,558.91864,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,129,,,0,,False,8,test,1
1934,0.0,558.91864,559.16884,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,100,,,0,,False,9,train,0
1935,0.0,559.16884,559.41905,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,22,,,0,,False,8,test,2
1936,0.0,559.41905,559.66926,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,36,,,0,,False,8,test,2
1937,0.0,559.66926,559.91947,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,60,,,0,,False,9,train,0
1938,0.0,559.91947,560.16968,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,37,,,0,,False,10,train,1
1939,0.0,560.16968,560.4199,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,18,,,0,,False,8,test,1
1940,0.0,560.4199,560.67011,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,217,,,0,,False,8,test,0
1941,0.0,560.67011,560.92031,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,3,,,0,,False,10,train,2
1942,0.0,560.92031,561.17052,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,228,,,0,,False,5,test,0
1943,0.0,561.17052,561.42073,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,241,,,0,,False,7,train,0
1944,0.0,561.42073,561.67093,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,161,,,0,,False,9,train,2
1945,0.0,561.67093,561.92114,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,178,,,0,,False,9,train,1
1946,0.0,561.92114,562.17135,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,194,,,0,,False,7,train,0
1947,0.0,562.17135,562.42156,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,48,,,0,,False,8,test,1
1948,0.0,562.42156,562.67177,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,142,,,0,,False,5,test,1
1949,0.0,562.67177,562.92198,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,136,,,0,,False,8,test,0
1950,0.0,562.92198,563.17218,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,82,,,0,,False,8,test,1
1951,0.0,563.17218,563.42239,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,186,,,0,,False,7,train,0
1952,0.0,563.42239,563.6726,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,234,,,0,,False,6,train,0
1953,0.0,563.6726,563.92282,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,5,,,0,,False,5,test,2
1954,0.0,563.92282,564.17303,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,84,,,0,,False,9,train,1
1955,0.0,564.17303,564.42324,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,243,,,0,,False,2,test,1
1956,0.0,564.42324,564.67346,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,196,,,0,,False,7,train,2
1957,0.0,564.67346,564.92367,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,64,,,0,,False,8,test,1
1958,0.0,564.92367,565.17388,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,27,,,0,,False,7,train,1
1959,0.0,565.17388,565.4241,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,200,,,0,,False,8,test,0
1960,0.0,565.4241,565.67431,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,175,,,0,,False,6,train,1
1961,0.0,565.67431,565.92452,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,83,,,0,,False,8,test,2
1962,0.0,565.92452,566.17472,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,142,,,0,,False,6,train,1
1963,0.0,566.17472,566.42492,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,207,,,0,,False,8,test,2
1964,0.0,566.42492,566.67513,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,16,,,0,,False,7,train,2
1965,0.0,566.67513,566.92533,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,199,,,0,,False,8,test,1
1966,0.0,566.92533,567.17554,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,61,,,0,,False,7,train,1
1967,0.0,567.17554,567.42575,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,154,,,0,,False,10,train,1
1968,0.0,567.42575,567.67595,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,139,,,0,,False,8,test,2
1969,0.0,567.67595,567.92616,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,192,,,0,,False,7,train,2
1970,0.0,567.92616,568.17637,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,188,,,0,,False,7,train,2
1971,0.0,568.17637,568.42658,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,42,,,0,,False,8,test,0
1972,0.0,568.42658,568.67679,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,209,,,0,,False,6,train,0
1973,0.0,568.67679,568.927,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,231,,,0,,False,7,train,1
1974,0.0,568.927,569.17721,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,39,,,0,,False,8,test,0
1975,0.0,569.17721,569.42742,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,59,,,0,,False,8,test,2
1976,0.0,569.42742,569.67763,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,129,,,0,,False,9,train,1
1977,0.0,569.67763,569.92784,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,225,,,0,,False,8,test,2
1978,0.0,569.92784,570.17805,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,182,,,0,,False,11,test,0
1979,0.0,570.17805,570.42827,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,125,,,0,,False,6,train,0
1980,0.0,570.42827,570.67848,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,208,,,0,,False,8,test,1
1981,0.0,570.67848,570.92869,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,58,,,0,,False,7,train,1
1982,0.0,570.92869,571.17889,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,164,,,0,,False,9,train,0
1983,0.0,571.17889,571.4291,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,105,,,0,,False,7,train,2
1984,0.0,571.4291,571.67931,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,213,,,0,,False,8,test,0
1985,0.0,571.67931,571.92952,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,4,,,0,,False,8,test,0
1986,0.0,571.92952,572.17973,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,137,,,0,,False,8,test,0
1987,0.0,572.17973,572.42995,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,58,,,0,,False,8,test,1
1988,0.0,572.42995,572.68016,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,136,,,0,,False,9,train,0
1989,0.0,572.68016,572.93036,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,108,,,0,,False,7,train,2
1990,0.0,572.93036,573.18057,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,61,,,0,,False,8,test,1
1991,0.0,573.18057,573.43078,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,167,,,0,,False,6,train,2
1992,0.0,573.43078,573.68098,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,97,,,0,,False,7,train,0
1993,0.0,573.68098,573.93119,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,129,,,0,,False,10,train,1
1994,0.0,573.93119,574.1814,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,45,,,0,,False,8,test,1
1995,0.0,574.1814,574.43162,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,235,,,0,,False,10,train,2
1996,0.0,574.43162,574.68183,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,177,,,0,,False,9,train,1
1997,0.0,574.68183,574.93203,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,140,,,0,,False,6,train,1
1998,0.0,574.93203,575.18224,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,181,,,0,,False,9,train,0
1999,0.0,575.18224,575.43245,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,234,,,0,,False,7,train,0
2000,0.0,575.43245,575.68265,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,194,,,0,,False,8,test,0
2001,0.0,575.68265,575.93286,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,211,,,0,,False,5,test,2
2002,0.0,575.93286,576.18307,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,85,,,0,,False,6,train,1
2003,0.0,576.18307,576.43329,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,34,,,0,,False,9,train,1
2004,0.0,576.43329,576.6835,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,222,,,0,,False,7,train,1
2005,0.0,576.6835,576.93371,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,31,,,0,,False,10,train,1
2006,0.0,576.93371,577.18392,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,29,,,0,,False,9,train,0
2007,0.0,577.18392,577.43413,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,88,,,0,,False,8,test,0
2008,0.0,577.43413,577.68434,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,133,,,0,,False,8,test,2
2009,0.0,577.68434,577.93455,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,105,,,0,,False,8,test,2
2010,0.0,577.93455,578.18475,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,15,,,0,,False,7,train,0
2011,0.0,578.18475,578.43496,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,81,,,0,,False,10,train,2
2012,0.0,578.43496,578.68517,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,55,,,0,,False,5,test,2
2013,0.0,578.68517,578.93537,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,122,,,0,,False,10,train,0
2014,0.0,578.93537,579.18557,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,4,,,0,,False,9,train,0
2015,0.0,579.18557,579.43578,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,72,,,0,,False,10,train,1
2016,0.0,579.43578,579.68598,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,131,,,0,,False,9,train,1
2017,0.0,579.68598,579.9362,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,62,,,0,,False,7,train,1
2018,0.0,579.9362,580.18641,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,181,,,0,,False,10,train,0
2019,0.0,580.18641,580.43662,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,52,,,0,,False,5,test,1
2020,0.0,580.43662,580.68684,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,112,,,0,,False,8,test,1
2021,0.0,580.68684,580.93706,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,213,,,0,,False,9,train,0
2022,0.0,580.93706,581.18727,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,136,,,0,,False,10,train,0
2023,0.0,581.18727,581.43749,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,235,,,0,,False,11,test,2
2024,0.0,581.43749,581.68771,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,9,,,0,,False,6,train,2
2025,0.0,581.68771,581.93791,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,242,,,0,,False,6,train,1
2026,0.0,581.93791,582.18811,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,207,,,0,,False,9,train,2
2027,0.0,582.18811,582.43831,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,222,,,0,,False,8,test,1
2028,0.0,582.43831,582.68851,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,140,,,0,,False,7,train,1
2029,0.0,582.68851,582.93872,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,214,,,0,,False,7,train,0
2030,0.0,582.93872,583.18893,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,194,,,0,,False,9,train,0
2031,0.0,583.18893,583.43915,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,104,,,0,,False,9,train,0
2032,0.0,583.43915,583.68936,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,52,,,0,,False,6,train,1
2033,0.0,583.68936,583.93957,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,127,,,0,,False,12,train,1
2034,0.0,583.93957,584.18977,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,229,,,0,,False,8,test,1
2035,0.0,584.18977,584.43997,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,107,,,0,,False,6,train,0
2036,0.0,584.43997,584.69018,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,1,,,0,,False,7,train,2
2037,0.0,584.69018,584.94039,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,63,,,0,,False,7,train,1
2038,0.0,584.94039,585.1906,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,145,,,0,,False,9,train,0
2039,0.0,585.1906,585.44081,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,114,,,0,,False,6,train,0
2040,0.0,585.44081,585.69102,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,36,,,0,,False,9,train,2
2041,0.0,585.69102,585.94123,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,96,,,0,,False,10,train,1
2042,0.0,585.94123,586.19144,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,35,,,0,,False,9,train,2
2043,0.0,586.19144,586.44165,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,34,,,0,,False,10,train,1
2044,0.0,586.44165,586.69186,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,77,,,0,,False,11,test,2
2045,0.0,586.69186,586.94208,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,22,,,0,,False,9,train,2
2046,0.0,586.94208,587.1923,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,44,,,0,,False,5,test,0
2047,0.0,587.1923,587.44252,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,188,,,0,,False,8,test,2
2048,0.0,587.44252,587.69274,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,237,,,0,,False,4,train,2
2049,0.0,587.69274,587.94294,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,56,,,0,,False,9,train,1
2050,0.0,587.94294,588.19313,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,48,,,0,,False,9,train,1
2051,0.0,588.19313,588.44333,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,192,,,0,,False,8,test,2
2052,0.0,588.44333,588.69353,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,227,,,0,,False,6,train,1
2053,0.0,588.69353,588.94374,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,23,,,0,,False,9,train,1
2054,0.0,588.94374,589.19395,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,91,,,0,,False,10,train,1
2055,0.0,589.19395,589.44417,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,41,,,0,,False,11,test,2
2056,0.0,589.44417,589.69438,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,238,,,0,,False,8,test,0
2057,0.0,589.69438,589.94459,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,133,,,0,,False,9,train,2
2058,0.0,589.94459,590.19479,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,238,,,0,,False,9,train,0
2059,0.0,590.19479,590.44499,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,22,,,0,,False,10,train,2
2060,0.0,590.44499,590.6952,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,208,,,0,,False,9,train,1
2061,0.0,590.6952,590.94541,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,192,,,0,,False,9,train,2
