site,subject_id,map,azimuth_deg,elevation_deg,estimate,estimate_log2,local_units,supported,source_units,source_probes
site2,816305,rf_density,10,-30,,,0,False,120,4
site2,816305,rf_density,12,-30,,,0,False,120,4
site2,816305,rf_density,14,-30,,,0,False,120,4
site2,816305,rf_density,16,-30,,,0,False,120,4
site2,816305,rf_density,18,-30,,,0,False,120,4
site2,816305,rf_density,20,-30,,,0,False,120,4
site2,816305,rf_density,22,-30,,,0,False,120,4
site2,816305,rf_density,24,-30,,,0,False,120,4
site2,816305,rf_density,26,-30,,,1,False,120,4
site2,816305,rf_density,28,-30,,,1,False,120,4
site2,816305,rf_density,30,-30,,,1,False,120,4
site2,816305,rf_density,32,-30,,,1,False,120,4
site2,816305,rf_density,34,-30,,,1,False,120,4
site2,816305,rf_density,36,-30,,,1,False,120,4
site2,816305,rf_density,38,-30,,,1,False,120,4
site2,816305,rf_density,40,-30,,,1,False,120,4
site2,816305,rf_density,42,-30,,,1,False,120,4
site2,816305,rf_density,44,-30,,,1,False,120,4
site2,816305,rf_density,46,-30,,,1,False,120,4
site2,816305,rf_density,48,-30,,,1,False,120,4
site2,816305,rf_density,50,-30,,,1,False,120,4
site2,816305,rf_density,52,-30,,,1,False,120,4
site2,816305,rf_density,54,-30,,,0,False,120,4
site2,816305,rf_density,56,-30,,,0,False,120,4
site2,816305,rf_density,58,-30,,,0,False,120,4
site2,816305,rf_density,60,-30,,,0,False,120,4
site2,816305,rf_density,62,-30,,,0,False,120,4
site2,816305,rf_density,64,-30,,,0,False,120,4
site2,816305,rf_density,66,-30,,,0,False,120,4
site2,816305,rf_density,68,-30,,,0,False,120,4
site2,816305,rf_density,70,-30,,,0,False,120,4
site2,816305,rf_density,72,-30,,,0,False,120,4
site2,816305,rf_density,74,-30,,,0,False,120,4
site2,816305,rf_density,76,-30,,,0,False,120,4
site2,816305,rf_density,78,-30,,,0,False,120,4
site2,816305,rf_density,80,-30,,,0,False,120,4
site2,816305,rf_density,82,-30,,,0,False,120,4
site2,816305,rf_density,84,-30,,,0,False,120,4
site2,816305,rf_density,86,-30,,,0,False,120,4
site2,816305,rf_density,88,-30,,,0,False,120,4
site2,816305,rf_density,90,-30,,,0,False,120,4
site2,816305,rf_density,10,-28,,,0,False,120,4
site2,816305,rf_density,12,-28,,,0,False,120,4
site2,816305,rf_density,14,-28,,,0,False,120,4
site2,816305,rf_density,16,-28,,,0,False,120,4
site2,816305,rf_density,18,-28,,,0,False,120,4
site2,816305,rf_density,20,-28,,,0,False,120,4
site2,816305,rf_density,22,-28,,,0,False,120,4
site2,816305,rf_density,24,-28,,,0,False,120,4
site2,816305,rf_density,26,-28,,,1,False,120,4
site2,816305,rf_density,28,-28,,,2,False,120,4
site2,816305,rf_density,30,-28,,,3,False,120,4
site2,816305,rf_density,32,-28,,,3,False,120,4
site2,816305,rf_density,34,-28,,,3,False,120,4
site2,816305,rf_density,36,-28,,,2,False,120,4
site2,816305,rf_density,38,-28,,,2,False,120,4
site2,816305,rf_density,40,-28,,,2,False,120,4
site2,816305,rf_density,42,-28,,,2,False,120,4
site2,816305,rf_density,44,-28,,,2,False,120,4
site2,816305,rf_density,46,-28,,,2,False,120,4
site2,816305,rf_density,48,-28,,,2,False,120,4
site2,816305,rf_density,50,-28,,,2,False,120,4
site2,816305,rf_density,52,-28,,,2,False,120,4
site2,816305,rf_density,54,-28,,,1,False,120,4
site2,816305,rf_density,56,-28,,,0,False,120,4
site2,816305,rf_density,58,-28,,,0,False,120,4
site2,816305,rf_density,60,-28,,,0,False,120,4
site2,816305,rf_density,62,-28,,,0,False,120,4
site2,816305,rf_density,64,-28,,,0,False,120,4
site2,816305,rf_density,66,-28,,,0,False,120,4
site2,816305,rf_density,68,-28,,,0,False,120,4
site2,816305,rf_density,70,-28,,,0,False,120,4
site2,816305,rf_density,72,-28,,,0,False,120,4
site2,816305,rf_density,74,-28,,,0,False,120,4
site2,816305,rf_density,76,-28,,,0,False,120,4
site2,816305,rf_density,78,-28,,,0,False,120,4
site2,816305,rf_density,80,-28,,,0,False,120,4
site2,816305,rf_density,82,-28,,,0,False,120,4
site2,816305,rf_density,84,-28,,,0,False,120,4
site2,816305,rf_density,86,-28,,,0,False,120,4
site2,816305,rf_density,88,-28,,,0,False,120,4
site2,816305,rf_density,90,-28,,,0,False,120,4
site2,816305,rf_density,10,-26,,,0,False,120,4
site2,816305,rf_density,12,-26,,,0,False,120,4
site2,816305,rf_density,14,-26,,,0,False,120,4
site2,816305,rf_density,16,-26,,,0,False,120,4
site2,816305,rf_density,18,-26,,,0,False,120,4
site2,816305,rf_density,20,-26,,,0,False,120,4
site2,816305,rf_density,22,-26,,,0,False,120,4
site2,816305,rf_density,24,-26,,,2,False,120,4
site2,816305,rf_density,26,-26,,,4,False,120,4
site2,816305,rf_density,28,-26,,,4,False,120,4
site2,816305,rf_density,30,-26,,,4,False,120,4
site2,816305,rf_density,32,-26,,,5,False,120,4
site2,816305,rf_density,34,-26,,,5,False,120,4
site2,816305,rf_density,36,-26,,,6,False,120,4
site2,816305,rf_density,38,-26,,,6,False,120,4
site2,816305,rf_density,40,-26,,,5,False,120,4
site2,816305,rf_density,42,-26,,,4,False,120,4
site2,816305,rf_density,44,-26,,,3,False,120,4
site2,816305,rf_density,46,-26,,,2,False,120,4
site2,816305,rf_density,48,-26,,,2,False,120,4
site2,816305,rf_density,50,-26,,,2,False,120,4
site2,816305,rf_density,52,-26,,,2,False,120,4
site2,816305,rf_density,54,-26,,,2,False,120,4
site2,816305,rf_density,56,-26,,,1,False,120,4
site2,816305,rf_density,58,-26,,,0,False,120,4
site2,816305,rf_density,60,-26,,,0,False,120,4
site2,816305,rf_density,62,-26,,,0,False,120,4
site2,816305,rf_density,64,-26,,,0,False,120,4
site2,816305,rf_density,66,-26,,,0,False,120,4
site2,816305,rf_density,68,-26,,,0,False,120,4
site2,816305,rf_density,70,-26,,,0,False,120,4
site2,816305,rf_density,72,-26,,,0,False,120,4
site2,816305,rf_density,74,-26,,,0,False,120,4
site2,816305,rf_density,76,-26,,,0,False,120,4
site2,816305,rf_density,78,-26,,,0,False,120,4
site2,816305,rf_density,80,-26,,,0,False,120,4
site2,816305,rf_density,82,-26,,,0,False,120,4
site2,816305,rf_density,84,-26,,,0,False,120,4
site2,816305,rf_density,86,-26,,,0,False,120,4
site2,816305,rf_density,88,-26,,,0,False,120,4
site2,816305,rf_density,90,-26,,,0,False,120,4
site2,816305,rf_density,10,-24,,,0,False,120,4
site2,816305,rf_density,12,-24,,,0,False,120,4
site2,816305,rf_density,14,-24,,,0,False,120,4
site2,816305,rf_density,16,-24,,,0,False,120,4
site2,816305,rf_density,18,-24,,,0,False,120,4
site2,816305,rf_density,20,-24,,,1,False,120,4
site2,816305,rf_density,22,-24,,,3,False,120,4
site2,816305,rf_density,24,-24,,,4,False,120,4
site2,816305,rf_density,26,-24,,,4,False,120,4
site2,816305,rf_density,28,-24,,,5,False,120,4
site2,816305,rf_density,30,-24,,,5,False,120,4
site2,816305,rf_density,32,-24,,,6,False,120,4
site2,816305,rf_density,34,-24,,,7,False,120,4
site2,816305,rf_density,36,-24,,,8,False,120,4
site2,816305,rf_density,38,-24,,,9,False,120,4
site2,816305,rf_density,40,-24,,,9,False,120,4
site2,816305,rf_density,42,-24,,,9,False,120,4
site2,816305,rf_density,44,-24,,,6,False,120,4
site2,816305,rf_density,46,-24,,,6,False,120,4
site2,816305,rf_density,48,-24,,,5,False,120,4
site2,816305,rf_density,50,-24,,,4,False,120,4
site2,816305,rf_density,52,-24,,,3,False,120,4
site2,816305,rf_density,54,-24,,,2,False,120,4
site2,816305,rf_density,56,-24,,,2,False,120,4
site2,816305,rf_density,58,-24,,,1,False,120,4
site2,816305,rf_density,60,-24,,,0,False,120,4
site2,816305,rf_density,62,-24,,,0,False,120,4
site2,816305,rf_density,64,-24,,,0,False,120,4
site2,816305,rf_density,66,-24,,,0,False,120,4
site2,816305,rf_density,68,-24,,,0,False,120,4
site2,816305,rf_density,70,-24,,,0,False,120,4
site2,816305,rf_density,72,-24,,,0,False,120,4
site2,816305,rf_density,74,-24,,,0,False,120,4
site2,816305,rf_density,76,-24,,,0,False,120,4
site2,816305,rf_density,78,-24,,,0,False,120,4
site2,816305,rf_density,80,-24,,,0,False,120,4
site2,816305,rf_density,82,-24,,,0,False,120,4
site2,816305,rf_density,84,-24,,,0,False,120,4
site2,816305,rf_density,86,-24,,,0,False,120,4
site2,816305,rf_density,88,-24,,,0,False,120,4
site2,816305,rf_density,90,-24,,,0,False,120,4
site2,816305,rf_density,10,-22,,,0,False,120,4
site2,816305,rf_density,12,-22,,,0,False,120,4
site2,816305,rf_density,14,-22,,,0,False,120,4
site2,816305,rf_density,16,-22,,,0,False,120,4
site2,816305,rf_density,18,-22,,,1,False,120,4
site2,816305,rf_density,20,-22,,,2,False,120,4
site2,816305,rf_density,22,-22,,,4,False,120,4
site2,816305,rf_density,24,-22,,,4,False,120,4
site2,816305,rf_density,26,-22,,,5,False,120,4
site2,816305,rf_density,28,-22,,,6,False,120,4
site2,816305,rf_density,30,-22,,,6,False,120,4
site2,816305,rf_density,32,-22,,,9,False,120,4
site2,816305,rf_density,34,-22,0.0704044,,11,True,120,4
site2,816305,rf_density,36,-22,0.0715661,,11,True,120,4
site2,816305,rf_density,38,-22,0.0713323,,11,True,120,4
site2,816305,rf_density,40,-22,0.069707,,11,True,120,4
site2,816305,rf_density,42,-22,0.0667793,,11,True,120,4
site2,816305,rf_density,44,-22,0.0627156,,10,True,120,4
site2,816305,rf_density,46,-22,,,8,False,120,4
site2,816305,rf_density,48,-22,,,7,False,120,4
site2,816305,rf_density,50,-22,,,6,False,120,4
site2,816305,rf_density,52,-22,,,4,False,120,4
site2,816305,rf_density,54,-22,,,3,False,120,4
site2,816305,rf_density,56,-22,,,3,False,120,4
site2,816305,rf_density,58,-22,,,1,False,120,4
site2,816305,rf_density,60,-22,,,1,False,120,4
site2,816305,rf_density,62,-22,,,0,False,120,4
site2,816305,rf_density,64,-22,,,0,False,120,4
site2,816305,rf_density,66,-22,,,0,False,120,4
site2,816305,rf_density,68,-22,,,0,False,120,4
site2,816305,rf_density,70,-22,,,0,False,120,4
site2,816305,rf_density,72,-22,,,0,False,120,4
site2,816305,rf_density,74,-22,,,0,False,120,4
site2,816305,rf_density,76,-22,,,0,False,120,4
site2,816305,rf_density,78,-22,,,0,False,120,4
site2,816305,rf_density,80,-22,,,0,False,120,4
site2,816305,rf_density,82,-22,,,0,False,120,4
site2,816305,rf_density,84,-22,,,0,False,120,4
site2,816305,rf_density,86,-22,,,0,False,120,4
site2,816305,rf_density,88,-22,,,0,False,120,4
site2,816305,rf_density,90,-22,,,0,False,120,4
site2,816305,rf_density,10,-20,,,0,False,120,4
site2,816305,rf_density,12,-20,,,0,False,120,4
site2,816305,rf_density,14,-20,,,0,False,120,4
site2,816305,rf_density,16,-20,,,1,False,120,4
site2,816305,rf_density,18,-20,,,2,False,120,4
site2,816305,rf_density,20,-20,,,3,False,120,4
site2,816305,rf_density,22,-20,,,5,False,120,4
site2,816305,rf_density,24,-20,,,6,False,120,4
site2,816305,rf_density,26,-20,,,8,False,120,4
site2,816305,rf_density,28,-20,,,9,False,120,4
site2,816305,rf_density,30,-20,,,9,False,120,4
site2,816305,rf_density,32,-20,0.0836678,,12,True,120,4
site2,816305,rf_density,34,-20,0.0864665,,14,True,120,4
site2,816305,rf_density,36,-20,0.0876725,,13,True,120,4
site2,816305,rf_density,38,-20,0.0872034,,13,True,120,4
site2,816305,rf_density,40,-20,0.085075,,13,True,120,4
site2,816305,rf_density,42,-20,0.0814021,,12,True,120,4
site2,816305,rf_density,44,-20,0.0763894,,12,True,120,4
site2,816305,rf_density,46,-20,0.0703142,,12,True,120,4
site2,816305,rf_density,48,-20,,,9,False,120,4
site2,816305,rf_density,50,-20,,,6,False,120,4
site2,816305,rf_density,52,-20,,,6,False,120,4
site2,816305,rf_density,54,-20,,,5,False,120,4
site2,816305,rf_density,56,-20,,,4,False,120,4
site2,816305,rf_density,58,-20,,,2,False,120,4
site2,816305,rf_density,60,-20,,,1,False,120,4
site2,816305,rf_density,62,-20,,,0,False,120,4
site2,816305,rf_density,64,-20,,,0,False,120,4
site2,816305,rf_density,66,-20,,,0,False,120,4
site2,816305,rf_density,68,-20,,,1,False,120,4
site2,816305,rf_density,70,-20,,,1,False,120,4
site2,816305,rf_density,72,-20,,,1,False,120,4
site2,816305,rf_density,74,-20,,,1,False,120,4
site2,816305,rf_density,76,-20,,,1,False,120,4
site2,816305,rf_density,78,-20,,,1,False,120,4
site2,816305,rf_density,80,-20,,,1,False,120,4
site2,816305,rf_density,82,-20,,,1,False,120,4
site2,816305,rf_density,84,-20,,,0,False,120,4
site2,816305,rf_density,86,-20,,,0,False,120,4
site2,816305,rf_density,88,-20,,,0,False,120,4
site2,816305,rf_density,90,-20,,,0,False,120,4
site2,816305,rf_density,10,-18,,,0,False,120,4
site2,816305,rf_density,12,-18,,,0,False,120,4
site2,816305,rf_density,14,-18,,,0,False,120,4
site2,816305,rf_density,16,-18,,,2,False,120,4
site2,816305,rf_density,18,-18,,,6,False,120,4
site2,816305,rf_density,20,-18,,,5,False,120,4
site2,816305,rf_density,22,-18,,,8,False,120,4
site2,816305,rf_density,24,-18,0.0747381,,11,True,120,4
site2,816305,rf_density,26,-18,0.0828183,,13,True,120,4
site2,816305,rf_density,28,-18,0.0901413,,12,True,120,4
site2,816305,rf_density,30,-18,0.0963519,,15,True,120,4
site2,816305,rf_density,32,-18,0.101125,,16,True,120,4
site2,816305,rf_density,34,-18,0.104193,,15,True,120,4
site2,816305,rf_density,36,-18,0.105372,,15,True,120,4
site2,816305,rf_density,38,-18,0.104581,,15,True,120,4
site2,816305,rf_density,40,-18,0.101852,,14,True,120,4
site2,816305,rf_density,42,-18,0.0973308,,14,True,120,4
site2,816305,rf_density,44,-18,0.0912636,,13,True,120,4
site2,816305,rf_density,46,-18,0.0839787,,12,True,120,4
site2,816305,rf_density,48,-18,0.0758573,,11,True,120,4
site2,816305,rf_density,50,-18,,,9,False,120,4
site2,816305,rf_density,52,-18,,,7,False,120,4
site2,816305,rf_density,54,-18,,,5,False,120,4
site2,816305,rf_density,56,-18,,,5,False,120,4
site2,816305,rf_density,58,-18,,,2,False,120,4
site2,816305,rf_density,60,-18,,,1,False,120,4
site2,816305,rf_density,62,-18,,,1,False,120,4
site2,816305,rf_density,64,-18,,,0,False,120,4
site2,816305,rf_density,66,-18,,,1,False,120,4
site2,816305,rf_density,68,-18,,,1,False,120,4
site2,816305,rf_density,70,-18,,,1,False,120,4
site2,816305,rf_density,72,-18,,,1,False,120,4
site2,816305,rf_density,74,-18,,,1,False,120,4
site2,816305,rf_density,76,-18,,,1,False,120,4
site2,816305,rf_density,78,-18,,,1,False,120,4
site2,816305,rf_density,80,-18,,,1,False,120,4
site2,816305,rf_density,82,-18,,,1,False,120,4
site2,816305,rf_density,84,-18,,,1,False,120,4
site2,816305,rf_density,86,-18,,,0,False,120,4
site2,816305,rf_density,88,-18,,,0,False,120,4
site2,816305,rf_density,90,-18,,,0,False,120,4
site2,816305,rf_density,10,-16,,,1,False,120,4
site2,816305,rf_density,12,-16,,,1,False,120,4
site2,816305,rf_density,14,-16,,,3,False,120,4
site2,816305,rf_density,16,-16,,,6,False,120,4
site2,816305,rf_density,18,-16,,,8,False,120,4
site2,816305,rf_density,20,-16,0.0702712,,10,True,120,4
site2,816305,rf_density,22,-16,0.0802719,,13,True,120,4
site2,816305,rf_density,24,-16,0.0901123,,16,True,120,4
site2,816305,rf_density,26,-16,0.0994036,,15,True,120,4
site2,816305,rf_density,28,-16,0.107738,,16,True,120,4
site2,816305,rf_density,30,-16,0.114716,,19,True,120,4
site2,816305,rf_density,32,-16,0.119978,,18,True,120,4
site2,816305,rf_density,34,-16,0.123235,,18,True,120,4
site2,816305,rf_density,36,-16,0.124296,,17,True,120,4
site2,816305,rf_density,38,-16,0.123087,,16,True,120,4
site2,816305,rf_density,40,-16,0.11966,,16,True,120,4
site2,816305,rf_density,42,-16,0.114196,,15,True,120,4
site2,816305,rf_density,44,-16,0.106987,,15,True,120,4
site2,816305,rf_density,46,-16,0.0984147,,13,True,120,4
site2,816305,rf_density,48,-16,0.088916,,13,True,120,4
site2,816305,rf_density,50,-16,0.0789504,,11,True,120,4
site2,816305,rf_density,52,-16,,,8,False,120,4
site2,816305,rf_density,54,-16,,,7,False,120,4
site2,816305,rf_density,56,-16,,,5,False,120,4
site2,816305,rf_density,58,-16,,,4,False,120,4
site2,816305,rf_density,60,-16,,,2,False,120,4
site2,816305,rf_density,62,-16,,,1,False,120,4
site2,816305,rf_density,64,-16,,,1,False,120,4
site2,816305,rf_density,66,-16,,,2,False,120,4
site2,816305,rf_density,68,-16,,,2,False,120,4
site2,816305,rf_density,70,-16,,,2,False,120,4
site2,816305,rf_density,72,-16,,,2,False,120,4
site2,816305,rf_density,74,-16,,,2,False,120,4
site2,816305,rf_density,76,-16,,,1,False,120,4
site2,816305,rf_density,78,-16,,,1,False,120,4
site2,816305,rf_density,80,-16,,,1,False,120,4
site2,816305,rf_density,82,-16,,,1,False,120,4
site2,816305,rf_density,84,-16,,,1,False,120,4
site2,816305,rf_density,86,-16,,,1,False,120,4
site2,816305,rf_density,88,-16,,,0,False,120,4
site2,816305,rf_density,90,-16,,,0,False,120,4
site2,816305,rf_density,10,-14,,,2,False,120,4
site2,816305,rf_density,12,-14,,,3,False,120,4
site2,816305,rf_density,14,-14,,,5,False,120,4
site2,816305,rf_density,16,-14,,,9,False,120,4
site2,816305,rf_density,18,-14,0.0726756,,11,True,120,4
site2,816305,rf_density,20,-14,0.0840409,,12,True,120,4
site2,816305,rf_density,22,-14,0.0955237,,18,True,120,4
site2,816305,rf_density,24,-14,0.106721,,18,True,120,4
site2,816305,rf_density,26,-14,0.117191,,18,True,120,4
site2,816305,rf_density,28,-14,0.126476,,22,True,120,4
site2,816305,rf_density,30,-14,0.134138,,23,True,120,4
site2,816305,rf_density,32,-14,0.139791,,22,True,120,4
site2,816305,rf_density,34,-14,0.14313,,22,True,120,4
site2,816305,rf_density,36,-14,0.143964,,20,True,120,4
site2,816305,rf_density,38,-14,0.142233,,20,True,120,4
site2,816305,rf_density,40,-14,0.138016,,18,True,120,4
site2,816305,rf_density,42,-14,0.131531,,18,True,120,4
site2,816305,rf_density,44,-14,0.123119,,17,True,120,4
site2,816305,rf_density,46,-14,0.113214,,17,True,120,4
site2,816305,rf_density,48,-14,0.102309,,16,True,120,4
site2,816305,rf_density,50,-14,0.0909181,,13,True,120,4
site2,816305,rf_density,52,-14,0.0795356,,11,True,120,4
site2,816305,rf_density,54,-14,,,9,False,120,4
site2,816305,rf_density,56,-14,,,8,False,120,4
site2,816305,rf_density,58,-14,,,6,False,120,4
site2,816305,rf_density,60,-14,,,3,False,120,4
site2,816305,rf_density,62,-14,,,3,False,120,4
site2,816305,rf_density,64,-14,,,2,False,120,4
site2,816305,rf_density,66,-14,,,2,False,120,4
site2,816305,rf_density,68,-14,,,2,False,120,4
site2,816305,rf_density,70,-14,,,2,False,120,4
site2,816305,rf_density,72,-14,,,2,False,120,4
site2,816305,rf_density,74,-14,,,2,False,120,4
site2,816305,rf_density,76,-14,,,2,False,120,4
site2,816305,rf_density,78,-14,,,2,False,120,4
site2,816305,rf_density,80,-14,,,1,False,120,4
site2,816305,rf_density,82,-14,,,1,False,120,4
site2,816305,rf_density,84,-14,,,1,False,120,4
site2,816305,rf_density,86,-14,,,1,False,120,4
site2,816305,rf_density,88,-14,,,1,False,120,4
site2,816305,rf_density,90,-14,,,0,False,120,4
site2,816305,rf_density,10,-12,,,3,False,120,4
site2,816305,rf_density,12,-12,,,4,False,120,4
site2,816305,rf_density,14,-12,,,8,False,120,4
site2,816305,rf_density,16,-12,0.0733398,,10,True,120,4
site2,816305,rf_density,18,-12,0.0858448,,14,True,120,4
site2,816305,rf_density,20,-12,0.0987681,,16,True,120,4
site2,816305,rf_density,22,-12,0.111709,,19,True,120,4
site2,816305,rf_density,24,-12,0.124208,,21,True,120,4
site2,816305,rf_density,26,-12,0.135772,,22,True,120,4
site2,816305,rf_density,28,-12,0.1459,,27,True,120,4
site2,816305,rf_density,30,-12,0.154123,,26,True,120,4
site2,816305,rf_density,32,-12,0.160033,,26,True,120,4
site2,816305,rf_density,34,-12,0.163323,,26,True,120,4
site2,816305,rf_density,36,-12,0.163807,,23,True,120,4
site2,816305,rf_density,38,-12,0.161448,,24,True,120,4
site2,816305,rf_density,40,-12,0.156358,,24,True,120,4
site2,816305,rf_density,42,-12,0.148796,,20,True,120,4
site2,816305,rf_density,44,-12,0.139151,,20,True,120,4
site2,816305,rf_density,46,-12,0.127907,,19,True,120,4
site2,816305,rf_density,48,-12,0.115612,,19,True,120,4
site2,816305,rf_density,50,-12,0.102829,,16,True,120,4
site2,816305,rf_density,52,-12,0.0900977,,14,True,120,4
site2,816305,rf_density,54,-12,0.0778958,,13,True,120,4
site2,816305,rf_density,56,-12,,,9,False,120,4
site2,816305,rf_density,58,-12,,,8,False,120,4
site2,816305,rf_density,60,-12,,,9,False,120,4
site2,816305,rf_density,62,-12,,,5,False,120,4
site2,816305,rf_density,64,-12,,,2,False,120,4
site2,816305,rf_density,66,-12,,,2,False,120,4
site2,816305,rf_density,68,-12,,,2,False,120,4
site2,816305,rf_density,70,-12,,,2,False,120,4
site2,816305,rf_density,72,-12,,,2,False,120,4
site2,816305,rf_density,74,-12,,,2,False,120,4
site2,816305,rf_density,76,-12,,,2,False,120,4
site2,816305,rf_density,78,-12,,,2,False,120,4
site2,816305,rf_density,80,-12,,,2,False,120,4
site2,816305,rf_density,82,-12,,,2,False,120,4
site2,816305,rf_density,84,-12,,,1,False,120,4
site2,816305,rf_density,86,-12,,,1,False,120,4
site2,816305,rf_density,88,-12,,,1,False,120,4
site2,816305,rf_density,90,-12,,,1,False,120,4
site2,816305,rf_density,10,-10,,,4,False,120,4
site2,816305,rf_density,12,-10,,,6,False,120,4
site2,816305,rf_density,14,-10,0.0722375,,10,True,120,4
site2,816305,rf_density,16,-10,0.0856006,,13,True,120,4
site2,816305,rf_density,18,-10,0.0996925,,15,True,120,4
site2,816305,rf_density,20,-10,0.114129,,19,True,120,4
site2,816305,rf_density,22,-10,0.12845,,20,True,120,4
site2,816305,rf_density,24,-10,0.142143,,21,True,120,4
site2,816305,rf_density,26,-10,0.154666,,26,True,120,4
site2,816305,rf_density,28,-10,0.165485,,28,True,120,4
site2,816305,rf_density,30,-10,0.174105,,28,True,120,4
site2,816305,rf_density,32,-10,0.180112,,29,True,120,4
site2,816305,rf_density,34,-10,0.1832,,29,True,120,4
site2,816305,rf_density,36,-10,0.183206,,28,True,120,4
site2,816305,rf_density,38,-10,0.180117,,27,True,120,4
site2,816305,rf_density,40,-10,0.174087,,26,True,120,4
site2,816305,rf_density,42,-10,0.165416,,24,True,120,4
site2,816305,rf_density,44,-10,0.154541,,22,True,120,4
site2,816305,rf_density,46,-10,0.141996,,21,True,120,4
site2,816305,rf_density,48,-10,0.128374,,21,True,120,4
site2,816305,rf_density,50,-10,0.114282,,17,True,120,4
site2,816305,rf_density,52,-10,0.100299,,15,True,120,4
site2,816305,rf_density,54,-10,0.0869324,,13,True,120,4
site2,816305,rf_density,56,-10,0.0745921,,10,True,120,4
site2,816305,rf_density,58,-10,,,9,False,120,4
site2,816305,rf_density,60,-10,,,9,False,120,4
site2,816305,rf_density,62,-10,,,7,False,120,4
site2,816305,rf_density,64,-10,,,3,False,120,4
site2,816305,rf_density,66,-10,,,2,False,120,4
site2,816305,rf_density,68,-10,,,2,False,120,4
site2,816305,rf_density,70,-10,,,2,False,120,4
site2,816305,rf_density,72,-10,,,2,False,120,4
site2,816305,rf_density,74,-10,,,2,False,120,4
site2,816305,rf_density,76,-10,,,2,False,120,4
site2,816305,rf_density,78,-10,,,2,False,120,4
site2,816305,rf_density,80,-10,,,2,False,120,4
site2,816305,rf_density,82,-10,,,2,False,120,4
site2,816305,rf_density,84,-10,,,2,False,120,4
site2,816305,rf_density,86,-10,,,1,False,120,4
site2,816305,rf_density,88,-10,,,1,False,120,4
site2,816305,rf_density,90,-10,,,1,False,120,4
site2,816305,rf_density,10,-8,,,6,False,120,4
site2,816305,rf_density,12,-8,,,8,False,120,4
site2,816305,rf_density,14,-8,0.0833501,,11,True,120,4
site2,816305,rf_density,16,-8,0.0982826,,13,True,120,4
site2,816305,rf_density,18,-8,0.113897,,17,True,120,4
site2,816305,rf_density,20,-8,0.129749,,20,True,120,4
site2,816305,rf_density,22,-8,0.145321,,20,True,120,4
site2,816305,rf_density,24,-8,0.16005,,22,True,120,4
site2,816305,rf_density,26,-8,0.173353,,27,True,120,4
site2,816305,rf_density,28,-8,0.18467,,29,True,120,4
site2,816305,rf_density,30,-8,0.193493,,32,True,120,4
site2,816305,rf_density,32,-8,0.199411,,32,True,120,4
site2,816305,rf_density,34,-8,0.202136,,31,True,120,4
site2,816305,rf_density,36,-8,0.201531,,32,True,120,4
site2,816305,rf_density,38,-8,0.197622,,28,True,120,4
site2,816305,rf_density,40,-8,0.190602,,29,True,120,4
site2,816305,rf_density,42,-8,0.18082,,29,True,120,4
site2,816305,rf_density,44,-8,0.168757,,24,True,120,4
site2,816305,rf_density,46,-8,0.154989,,22,True,120,4
site2,816305,rf_density,48,-8,0.14015,,21,True,120,4
site2,816305,rf_density,50,-8,0.124882,,20,True,120,4
site2,816305,rf_density,52,-8,0.109793,,15,True,120,4
site2,816305,rf_density,54,-8,0.0954141,,13,True,120,4
site2,816305,rf_density,56,-8,0.0821702,,10,True,120,4
site2,816305,rf_density,58,-8,0.0703591,,11,True,120,4
site2,816305,rf_density,60,-8,,,9,False,120,4
site2,816305,rf_density,62,-8,,,7,False,120,4
site2,816305,rf_density,64,-8,,,5,False,120,4
site2,816305,rf_density,66,-8,,,4,False,120,4
site2,816305,rf_density,68,-8,,,2,False,120,4
site2,816305,rf_density,70,-8,,,2,False,120,4
site2,816305,rf_density,72,-8,,,2,False,120,4
site2,816305,rf_density,74,-8,,,2,False,120,4
site2,816305,rf_density,76,-8,,,2,False,120,4
site2,816305,rf_density,78,-8,,,2,False,120,4
site2,816305,rf_density,80,-8,,,2,False,120,4
site2,816305,rf_density,82,-8,,,2,False,120,4
site2,816305,rf_density,84,-8,,,2,False,120,4
site2,816305,rf_density,86,-8,,,1,False,120,4
site2,816305,rf_density,88,-8,,,1,False,120,4
site2,816305,rf_density,90,-8,,,1,False,120,4
site2,816305,rf_density,10,-6,,,6,False,120,4
site2,816305,rf_density,12,-6,,,9,False,120,4
site2,816305,rf_density,14,-6,0.0946629,,11,True,120,4
site2,816305,rf_density,16,-6,0.111084,,15,True,120,4
site2,816305,rf_density,18,-6,0.128107,,17,True,120,4
site2,816305,rf_density,20,-6,0.145227,,19,True,120,4
site2,816305,rf_density,22,-6,0.161874,,22,True,120,4
site2,816305,rf_density,24,-6,0.177438,,24,True,120,4
site2,816305,rf_density,26,-6,0.191305,,27,True,120,4
site2,816305,rf_density,28,-6,0.202897,,30,True,120,4
site2,816305,rf_density,30,-6,0.211708,,33,True,120,4
site2,816305,rf_density,32,-6,0.21734,,33,True,120,4
site2,816305,rf_density,34,-6,0.219535,,33,True,120,4
site2,816305,rf_density,36,-6,0.218193,,33,True,120,4
site2,816305,rf_density,38,-6,0.213385,,33,True,120,4
site2,816305,rf_density,40,-6,0.205351,,32,True,120,4
site2,816305,rf_density,42,-6,0.194485,,31,True,120,4
site2,816305,rf_density,44,-6,0.181308,,28,True,120,4
site2,816305,rf_density,46,-6,0.166436,,25,True,120,4
site2,816305,rf_density,48,-6,0.150534,,23,True,120,4
