unit_id,site,site_number,subject_id,probe,pilot_qc,default_qc,rf_baseline_spikes,rf_amplitude_spikes,rf_center_x_deg,rf_center_y_deg,rf_sigma_major_deg,rf_sigma_minor_deg,rf_theta_deg,rf_deviance,rf_null_deviance,rf_pseudo_r2,rf_lrt_p,rf_fit_success,rf_fit_evaluations,rf_center_on_screen,rf_split_half_r,rf_split_half_spearman_brown,rf_reliability_p,rf_presentations,rf_position_cells,rf_lrt_q,rf_reliability_q,rf_model_supported,supported_rf_center_x_deg,supported_rf_center_y_deg,azimuth_deg,elevation_deg,rf_area_deg2,log2_rf_area,inferred_row,inferred_col
3001055,site3,3,810531,B,True,True,0.3482565,8.533808,34.5521,-10.42491,14.03271,7.490042,-6.888428,153.2608,6492.502,0.9763942,0.0,True,8,True,0.9888684,0.994403,1.9474e-67,4860,81,0.0,4.679603e-65,True,34.5521,-10.42491,82.38089646972657,-11.950430218963623,330.19894083067373,8.367191682343323,209,287
3001057,site3,3,810531,B,True,True,2.956268,4.264428,4.32636,-14.79124,15.78184,9.354558,-42.26473,767.8934,1742.498,0.5593146,2.777799e-207,True,16,True,0.8159306,0.8986363,8.661907e-21,4860,81,2.7030120000000003e-206,5.718287e-20,True,4.32636,-14.79124,52.15515646972656,-16.316760218963623,463.8000390018609,8.85735913107772,199,246
3001072,site3,3,810531,B,True,True,0.02779885,0.358586,25.87591,-16.75731,11.61447,4.497835,-32.27074,115.8303,256.7563,0.5488708,6.390231000000001e-28,True,24,True,0.6172357,0.7633219,4.210032e-10,4860,81,2.060217e-27,1.607102e-09,True,25.87591,-16.75731,73.70470646972656,-18.282830218963625,164.11670494672254,7.358578283697725,185,275
3001168,site3,3,810531,C,True,True,0.167482,0.1873324,21.7237,-31.31369,32.62748,8.192269,-47.01981,250.4267,296.1047,0.1542627,3.431424e-08,True,100,True,0.23789,0.3843475,0.01623666,4860,81,7.228245e-08,0.03395708,True,21.7237,-31.31369,69.55249646972656,-32.83921021896362,839.7260171736738,9.71377487702081,166,263
3001185,site3,3,810531,C,True,True,6.447272,2.043889,15.72707,-10.76698,12.10009,5.376782,-18.1578,239.3631,307.8301,0.2224181,8.429754e-13,True,15,True,0.2659298,0.4201335,0.008207694,4860,81,2.094151e-12,0.01802018,True,15.72707,-10.76698,63.55586646972656,-12.292500218963623,204.39059210625624,7.675184981774262,213,259
3001261,site3,3,810531,C,True,True,4.445699,1.167275,-39.40573,-14.95897,12.92113,12.16898,-25.22928,88.39956,142.3124,0.3788344,7.681871e-10,True,26,True,0.2396415,0.3866303,0.01559052,4860,81,1.72233e-09,0.03275429,True,-39.40573,-14.95897,8.423066469726564,-16.48449021896362,493.97451782761175,8.948292810629319,185,184
3001270,site3,3,810531,C,True,True,0.651109,0.3441533,27.90881,-28.50062,27.73103,6.769598,-83.54861,90.85933,127.4165,0.2869109,2.147809e-06,True,15,True,0.2281034,0.3714727,0.02027471,4860,81,4.108444e-06,0.04141107,True,27.90881,-28.50062,75.73760646972656,-30.026140218963626,589.7646707634672,9.203995591623432,176,270
3001289,site3,3,810531,C,True,True,0.5393016,0.7871254,-13.71458,-7.628355,36.28763,22.0682,7.072128,318.645,563.9936,0.4350201,4.0439149999999997e-50,True,15,True,0.2981555,0.4593526,0.003430921,4860,81,1.684498e-49,0.007981125,True,-13.71458,-7.628355,34.114216469726564,-9.153875218963623,2515.7958050464704,11.296799115066184,213,222
3001383,site3,3,810531,C,True,True,1.08189,4.911737,-11.36787,30.25207,21.45947,11.9724,13.44986,176.3967,3580.356,0.9507321,0.0,True,7,True,0.9642421,0.9817956,1.275082e-47,4860,81,0.0,3.759537e-46,True,-11.36787,30.25207,36.46092646972656,28.726549781036375,807.1422528160335,9.656679149952225,309,194
3001397,site3,3,810531,C,True,True,2.821785,1.885603,-30.83739,25.67873,31.56598,14.12352,-13.80266,186.1272,582.3535,0.680388,1.8101980000000002e-82,True,11,True,0.7010906,0.8242836,1.574395e-13,4860,81,9.821246e-82,7.219981e-13,True,-30.83739,25.67873,16.991406469726563,24.15320978103638,1400.5934757307032,10.451822556880536,291,169
3001399,site3,3,810531,C,True,True,0.6524485,4.461065,-5.697482,10.2134,14.07656,9.611833,2.756547,128.7724,2656.626,0.9515278,0.0,True,8,True,0.9682496,0.9838687,1.257943e-49,4860,81,0.0,4.349406e-48,True,-5.697482,10.2134,42.13131446972656,8.687879781036377,425.06233644391904,8.73153062133983,265,220
3001401,site3,3,810531,C,True,True,3.098797,1.369831,11.86189,15.8488,33.87989,13.98801,41.83629,303.1313,513.0529,0.4091616,1.46358e-42,True,28,True,0.4696499,0.6391317,4.862501e-06,4860,81,5.6645959999999996e-42,1.444325e-05,True,11.86189,15.8488,59.690686469726565,14.323279781036378,1488.8392120038184,10.53997224236314,281,238
3001405,site3,3,810531,C,True,True,0.04400113,1.107371,1.012981,27.80725,8.325732,6.222091,42.54724,140.5447,693.5264,0.7973478,3.21373e-116,True,15,True,0.7370031,0.8485916,2.182847e-15,4860,81,2.127879e-115,1.11131e-14,True,1.012981,27.80725,48.841777469726566,26.281729781036375,162.7453761071716,7.346472744151701,306,213
3001407,site3,3,810531,C,True,True,0.007291613,0.6322558,-17.11906,26.16173,5.417513,3.893432,6.396131,109.1301,290.5003,0.6243374,1.736158e-36,True,17,True,0.6344797,0.776369,1.009651e-10,4860,81,6.327301e-36,3.983892e-10,True,-17.11906,26.16173,30.70973646972656,24.636209781036378,66.26472940409133,6.050169269093138,297,190
3001409,site3,3,810531,C,True,True,0.5270731,0.9359822,-23.04646,7.441968,29.53536,7.501574,-4.310099,323.5976,633.5469,0.4892286,6.0321019999999995e-64,True,17,True,0.6050156,0.7539062,1.100138e-09,4860,81,2.8427759999999997e-63,4.098655e-09,True,-23.04646,7.441968,24.782336469726562,5.916447781036378,696.0565734006492,9.443060758560843,250,198
3001417,site3,3,810531,C,True,True,0.1514508,4.24273,-9.506313,23.67864,10.58898,8.038971,3.503208,127.1453,3209.409,0.9603836,0.0,True,9,True,0.9847438,0.9923133,4.599293e-62,4860,81,0.0,5.391269e-60,True,-9.506313,23.67864,38.32248346972656,22.15311978103638,267.4265137037858,8.062998696689606,295,202
3001420,site3,3,810531,C,True,True,0.6873531,0.2858064,13.73231,26.74331,27.6246,17.4335,47.83313,79.74437,121.6223,0.3443276,1.943702e-07,True,22,True,0.3460693,0.5141924,0.0007764583,4860,81,3.949018e-07,0.001945599,True,13.73231,26.74331,61.56110646972656,25.21778978103638,1512.9704888334197,10.563168132078665,308,231
3001425,site3,3,810531,C,True,True,0.004277975,0.16981,-10.08926,26.0708,9.884105,7.815101,-0.9663891,68.96732,195.6564,0.6475079,6.396151e-25,True,23,True,0.5029664,0.6692982,8.536736e-07,4860,81,1.973446e-24,2.700958e-06,True,-10.08926,26.0708,37.73953646972656,24.545279781036378,242.67320062124597,7.922870984437556,299,200
3001426,site3,3,810531,C,True,True,1.095208,1.454732,-3.03828,29.88406,13.11016,9.289674,3.461937,111.2455,386.4572,0.7121401,1.663787e-56,True,18,True,0.6674107,0.8005354,5.080969e-12,4860,81,7.432921e-56,2.128957e-11,True,-3.03828,29.88406,44.79051646972656,28.358539781036377,382.6117810790191,8.579737486466076,311,205
3001428,site3,3,810531,C,True,True,0.002327078,0.04866159,-10.37381,23.08418,21.64532,6.573335,19.41285,71.69446,116.1282,0.3826266,6.063456e-08,True,25,True,0.2766765,0.4334324,0.006202619,4860,81,1.263417e-07,0.01383927,True,-10.37381,23.08418,37.45498646972656,21.558659781036376,446.9918960042827,8.804104865253974,294,202
3001431,site3,3,810531,C,True,True,0.01585501,0.1795565,-4.011023,18.21102,7.287137,4.643321,32.63717,100.599,146.294,0.3123505,3.404676e-08,True,24,True,0.390948,0.5621317,0.0001539348,4860,81,7.175044e-08,0.0004085096,True,-4.011023,18.21102,43.81777346972656,16.685499781036377,106.30055091169852,6.732005263553582,284,215
3001437,site3,3,810531,C,True,True,0.1260405,6.569264,-11.50493,25.03879,10.86709,7.184504,-2.75345,338.8849,5600.696,0.9394924,0.0,True,10,True,0.9620594,0.9806629,1.270136e-46,4860,81,0.0,3.508202e-45,True,-11.50493,25.03879,36.32386646972656,23.513269781036378,245.27875181445054,7.93827845025129,297,199
3001445,site3,3,810531,C,True,True,0.00272686,0.1468688,-10.01764,33.14586,5.705101,4.959322,-89.12732,47.10421,106.7089,0.5585728,5.415034e-11,True,18,True,0.6310641,0.7738066,1.349123e-10,4860,81,1.270379e-10,5.28865e-10,True,-10.01764,33.14586,37.81115646972656,31.620339781036378,88.88644094825727,6.473891456927463,315,194
3001456,site3,3,810531,C,True,True,0.1043083,2.742294,-5.616699,27.92271,7.778674,6.427433,-3.138596,193.9268,1541.89,0.8742279,4.477459e-288,True,9,True,0.9393191,0.9687102,9.330182000000001e-39,4860,81,5.575944000000001e-287,1.660772e-37,True,-5.616699,27.92271,42.212097469726565,26.397189781036374,157.06991247822572,7.295263041472299,304,204
3001471,site3,3,810531,C,True,True,3.969435,9.800786,-3.03483,22.65291,13.5019,6.18306,5.232583,182.5998,2354.688,0.9224526,0.0,True,10,True,0.9308746,0.9642,1.361367e-36,4860,81,0.0,2.159316e-35,True,-3.03483,22.65291,44.79396646972656,21.127389781036378,262.26976112767437,8.0349076687997,295,212
3001476,site3,3,810531,C,True,True,0.3907533,0.6117322,-26.63135,6.18567,8.823871,5.883107,-36.69524,143.8436,207.9909,0.3084138,6.440655e-12,True,22,True,0.2621647,0.4154207,0.009031525,4860,81,1.55579e-11,0.01965829,True,-26.63135,6.18567,21.19744646972656,4.6601497810363774,163.08565803458387,7.349486104919825,244,195
3001480,site3,3,810531,C,True,True,4.74926,6.423006,-8.885591,24.04772,11.01772,8.234387,11.11366,90.12917,1068.498,0.9156488,4.261242e-208,True,10,True,0.9341473,0.9659526,2.135561e-37,4860,81,4.163372e-207,3.479155e-36,True,-8.885591,24.04772,38.943205469726564,22.522199781036377,285.01838703575885,8.154911182840314,296,203
3001481,site3,3,810531,C,True,True,1.169361,1.554167,-9.56002,23.10807,23.73,12.1168,-5.332116,109.4162,609.6862,0.8205368,7.354527000000001e-105,True,10,True,0.818726,0.9003291,5.012432e-21,4860,81,4.573507e-104,3.369196e-20,True,-9.56002,23.10807,38.26877646972656,21.582549781036377,903.3073632968487,9.819073158714069,294,203
3001482,site3,3,810531,C,True,True,5.46182,5.012108,-10.68909,12.99564,20.31905,10.11687,-1.01561,197.9701,1202.251,0.8353337,1.060757e-213,True,9,True,0.8984194,0.946492,2.8939169999999998e-30,4860,81,1.053525e-212,3.241997e-29,True,-10.68909,12.99564,37.13970646972656,11.470119781036377,645.8020824863969,9.334948282922273,269,211
3001483,site3,3,810531,C,True,True,5.693963,2.237221,-14.12279,4.224252,35.69028,8.160835,7.313722,234.125,501.6934,0.5333305,7.186651e-55,True,18,True,0.822518,0.9026171,2.350623e-21,4860,81,3.1549070000000004e-54,1.6184949999999998e-20,True,-14.12279,4.224252,33.70600646972656,2.6987317810363773,915.0280868613248,9.83767221749233,245,214
3001484,site3,3,810531,C,True,True,9.586775,4.857666,-9.196726,20.51007,19.4183,10.27491,25.78829,136.3918,718.3447,0.8101304,1.8206189999999998e-122,True,15,True,0.8600569,0.9247641,4.223752e-25,4860,81,1.246683e-121,3.548838e-24,True,-9.196726,20.51007,38.632070469726564,18.984549781036378,626.8146027289812,9.291894980049932,287,206
3001486,site3,3,810531,C,True,True,0.5167253,1.372677,-19.12393,21.12676,8.040818,4.631057,11.27869,242.8635,416.855,0.4173908,6.400119e-35,True,20,True,0.4702573,0.6396939,4.718255e-06,4860,81,2.287388e-34,1.402346e-05,True,-19.12393,21.12676,28.70486646972656,19.601239781036377,116.98501397825025,6.87017991920732,285,191
3001488,site3,3,810531,C,True,True,2.583783,3.395622,-4.112987,19.83144,21.40894,15.0116,26.83705,158.699,1249.008,0.87294,2.605757e-232,True,9,True,0.9117058,0.9538139,1.479939e-32,4860,81,2.7289490000000004e-231,1.8378780000000002e-31,True,-4.112987,19.83144,43.715809469726565,18.30591978103638,1009.6527241332216,9.979643439694478,287,214
3001493,site3,3,810531,C,True,True,4.517868,2.328625,-16.46829,16.16975,26.84524,15.80228,20.29316,185.3233,592.2227,0.6870716,9.185019e-85,True,18,True,0.8614832,0.9255879,2.900122e-25,4860,81,5.05176e-84,2.458199e-24,True,-16.46829,16.16975,31.360506469726563,14.644229781036378,1332.7138664560975,10.380151351843603,276,200
3001496,site3,3,810531,C,True,True,3.316503,0.8703863,-4.36979,19.44234,23.73555,13.94655,6.115555,105.9561,179.7945,0.4106819,6.655797e-14,True,23,True,0.6047758,0.75372,1.12062e-09,4860,81,1.699119e-13,4.168498e-09,True,-4.36979,19.44234,43.45900646972656,17.91681978103638,1039.9583840175335,10.02231008190076,286,214
3001501,site3,3,810531,C,True,True,1.294274,7.502228,-11.59179,24.59719,8.314297,5.766606,-16.67208,245.0941,1998.431,0.8773567,0.0,True,22,True,0.9135764,0.9548366,6.588835e-33,4860,81,0.0,8.421793e-32,True,-11.59179,24.59719,36.237006469726566,23.071669781036377,150.62452360747167,7.234812868194668,296,199
3001507,site3,3,810531,C,True,True,5.626118,9.224427,-13.98811,15.36265,15.77193,12.27982,-11.64553,251.7852,3017.607,0.9165613,0.0,True,8,True,0.8673446,0.9289604,5.912650999999999e-26,4860,81,0.0,5.252532000000001e-25,True,-13.98811,15.36265,33.84068646972656,13.837129781036378,608.4525484727549,9.249000945314554,275,204
3001512,site3,3,810531,C,True,True,1.978132,6.657924,-6.760071,38.24256,8.131318,3.824673,-6.498115,424.3879,1314.121,0.6770557,6.226525e-189,True,540,True,0.865116,0.9276807,1.0918860000000001e-25,4860,81,5.7011250000000005e-188,9.541102e-25,True,-6.760071,38.24256,41.06872546972656,36.71703978103638,97.70237670550144,6.610321752470327,331,193
3001517,site3,3,810531,C,True,True,5.303649,6.099998,-6.214725,24.29639,14.89525,7.152527,6.213128,197.2879,1114.726,0.8230167,6.380283e-195,True,16,True,0.8813053,0.9369083,9.666112e-28,4860,81,5.943803000000001e-194,9.442141e-27,True,-6.214725,24.29639,41.61407146972656,22.770869781036374,334.70112748943984,8.38672960073548,297,206
3001532,site3,3,810531,C,True,True,0.1201171,1.844785,-5.909415,25.39647,8.007081,4.468434,-5.685558,169.5064,659.1053,0.7428235,1.462463e-102,True,11,True,0.6774401,0.8077071,1.894115e-12,4860,81,8.989848e-102,8.07014e-12,True,-5.909415,25.39647,41.91938146972656,23.87094978103638,112.40339849355261,6.812541845579771,299,206
3001533,site3,3,810531,C,True,True,0.7411507,2.281926,-18.54239,22.63786,15.8264,8.175012,-16.43373,155.1608,976.0014,0.841024,4.833454e-174,True,12,True,0.8079228,0.8937581,3.948584e-20,4860,81,4.134237e-173,2.513496e-19,True,-18.54239,22.63786,29.28640646972656,21.112339781036376,406.46243026864704,8.666978198483415,290,190
3001536,site3,3,810531,C,True,True,1.766319,1.280657,-7.847691,23.07412,24.06997,6.660583,11.10951,204.1043,386.4267,0.4718161,1.089743e-36,True,19,True,0.4207762,0.5923188,4.589125e-05,4860,81,3.980544e-36,0.0001271934,True,-7.847691,23.07412,39.981105469726565,21.54859978103638,503.6602378725427,8.976307029787298,295,205
3001538,site3,3,810531,C,True,True,1.138488,1.824277,-18.17496,14.82174,21.10346,16.17666,1.906923,318.8047,1022.449,0.6881951,9.990998e-149,True,11,True,0.6335483,0.7756714,1.093075e-10,4860,81,7.746246e-148,4.302471e-10,True,-18.17496,14.82174,29.653836469726564,13.296219781036378,1072.487886997285,10.066745638244592,271,198
3001542,site3,3,810531,C,True,True,0.3300541,4.298666,-18.33434,22.51972,7.888389,7.226462,-57.31954,335.3176,2097.176,0.84011,0.0,True,24,True,0.8826438,0.9376641,6.342577000000001e-28,4860,81,0.0,6.298022e-27,True,-18.33434,22.51972,29.49445646972656,20.99419978103638,179.0869395643071,7.484516318204957,289,191
3001547,site3,3,810531,C,True,True,0.419784,0.6621238,-10.49847,13.85259,21.85086,19.83856,45.10208,279.8805,528.7869,0.4707122,7.024452e-51,True,11,True,0.4836619,0.651984,2.391752e-06,4860,81,2.95679e-50,7.289004e-06,True,-10.49847,13.85259,37.330326469726565,12.327069781036377,1361.8477338504815,10.411349691463586,271,211
3001552,site3,3,810531,C,True,True,0.1150105,1.239144,-20.35821,24.0702,10.16714,5.84267,17.58528,144.2508,634.0701,0.7725002,1.311067e-102,True,14,True,0.8368067,0.9111538,1.143076e-22,4860,81,8.069527e-102,8.387213000000001e-22,True,-20.35821,24.0702,27.470586469726562,22.54467978103638,186.62079452191705,7.5439659395344805,292,187
3001553,site3,3,810531,C,True,True,0.2550295,2.89722,-12.59467,25.00746,9.133619,7.454698,-22.57435,232.1995,1535.243,0.8487539,2.37659e-278,True,11,True,0.9093353,0.952515,4.0229870000000003e-32,4860,81,2.884916e-277,4.894804e-31,True,-12.59467,25.00746,35.23412646972656,23.481939781036374,213.90592704603614,7.7408326479740595,297,197
3001558,site3,3,810531,C,True,True,0.08670488,0.5761542,-23.89303,22.72855,8.845127,7.302487,-82.69403,121.4555,310.3715,0.6086769,4.3257819999999995e-38,True,17,True,0.5924312,0.7440588,2.837918e-09,4860,81,1.603241e-37,1.031697e-08,True,-23.89303,22.72855,23.935766469726563,21.203029781036378,202.91994604765182,7.664766871772758,288,182
3001563,site3,3,810531,C,True,True,0.228523,0.6085957,-10.95376,22.98428,16.28172,8.158484,-42.3603,150.8743,355.4696,0.5755634,1.994722e-41,True,10,True,0.4438988,0.6148614,1.655989e-05,4860,81,7.622122e-41,4.751453e-05,True,-10.95376,22.98428,36.87503646972656,21.458759781036377,417.31079642239627,8.704978435426508,293,201
3001564,site3,3,810531,C,True,True,0.1245125,0.4163532,-9.745832,19.67023,8.817524,6.564816,20.61906,177.2295,260.3296,0.3192112,8.166778e-16,True,20,True,0.3717746,0.5420345,0.000316198,4860,81,2.178563e-15,0.0008196589,True,-9.745832,19.67023,38.08296446972656,18.144709781036376,181.85241850189104,7.506624302466703,285,206
3001570,site3,3,810531,C,True,True,2.082452,13.62897,-7.236249,24.64742,11.19643,9.21802,-29.31293,445.6367,6855.435,0.9349951,0.0,True,9,True,0.9634374,0.9813783,3.024175e-47,4860,81,0.0,8.703106e-46,True,-7.236249,24.64742,40.59254746972656,23.121899781036376,324.2403712494422,8.340919922133153,298,204
3001572,site3,3,810531,C,True,True,0.009735457,0.4770265,-18.90623,12.22746,7.272843,3.068148,-35.3239,107.7096,250.6675,0.570309,2.3798560000000002e-28,True,18,True,0.7102746,0.8305971,5.607242e-14,4860,81,7.708874e-28,2.62655e-13,True,-18.90623,12.22746,28.92256646972656,10.701939781036378,70.10199705792331,6.13138363904513,264,200
3001576,site3,3,810531,C,True,True,0.02305786,0.2115414,-25.02236,38.21649,18.01285,6.11427,-85.66827,133.6199,228.1725,0.4143911,3.4258940000000002e-18,True,40,True,0.2908908,0.4506823,0.004212321,4860,81,9.519232e-18,0.00966782,True,-25.02236,38.21649,22.806436469726563,36.69096978103638,346.00065266558613,8.43463094901394,326,165
3001577,site3,3,810531,C,True,True,0.1161037,1.321616,-8.190205,22.02857,11.10132,10.06491,84.77378,181.6244,1029.138,0.8235178,8.319961e-180,True,14,True,0.8249399,0.9040735,1.435579e-21,4860,81,7.298185e-179,9.999122e-21,True,-8.190205,22.02857,39.63859146972656,20.503049781036374,351.0220433954269,8.455417821155564,291,206
3001578,site3,3,810531,C,True,True,0.1692361,0.3365652,-6.46715,22.08395,23.72992,8.287281,-48.54305,208.2415,326.79,0.3627664,3.287683e-23,True,25,True,0.3661832,0.5360675,0.0003868909,4860,81,9.858947e-23,0.0009943303,True,-6.46715,22.08395,41.361646469726566,20.55842978103638,617.8146632680188,9.27103030219869,292,208
3001579,site3,3,810531,C,True,True,0.1651191,0.5824533,-13.10652,21.24489,31.9737,19.91813,63.67663,209.9086,600.1102,0.6502167,3.57044e-81,True,14,True,0.5902818,0.7423612,3.323084e-09,4860,81,1.917665e-80,1.200807e-08,True,-13.10652,21.24489,34.722276469726566,19.719369781036377,2000.7431148817104,10.966320229178493,288,200
3001581,site3,3,810531,C,True,True,0.09871726,0.7079385,-9.309202,19.73682,11.61859,10.46456,50.83437,81.82919,469.1027,0.8255623,1.5207219999999999e-80,True,9,True,0.7393998,0.8501781,1.600589e-15,4860,81,8.113329e-80,8.209637e-15,True,-9.309202,19.73682,38.51959446972656,18.21129978103638,381.96561730476157,8.57729896945881,285,207
3001583,site3,3,810531,C,True,True,4.430329,3.808149,-17.90716,23.50512,33.12111,24.46033,29.85565,267.9923,1416.04,0.8107452,8.375111999999999e-245,True,11,True,0.8251316,0.9041886,1.380189e-21,4860,81,9.108408e-244,9.627269999999999e-21,True,-17.90716,23.50512,29.92163646972656,21.979599781036377,2545.1715945087585,11.313547210197434,292,190
3001587,site3,3,810531,C,True,True,0.007097903,0.33216,-19.18143,23.03004,8.891121,7.33345,-9.738613,79.10966,308.7281,0.7437562,9.235972e-47,True,18,True,0.7510744,0.8578441,3.35945e-16,4860,81,3.721485e-46,1.772285e-15,True,-19.18143,23.03004,28.647366469726563,21.50451978103638,204.8399818150867,7.678353525897205,290,189
3001588,site3,3,810531,C,True,True,0.04693371,0.2366436,-2.998274,9.652506,17.26715,8.829454,-12.06028,174.6237,293.355,0.4047357,3.009583e-23,True,14,True,0.6086994,0.7567597,8.270992e-10,4860,81,9.041916e-23,3.103075e-09,True,-2.998274,9.652506,44.83052246972656,8.126985781036378,478.9656660178961,8.903778431871793,264,224
3001589,site3,3,810531,C,True,True,9.561799,16.17649,-8.399404,18.92523,13.72094,13.22191,-34.17475,412.0575,5157.969,0.9201124,0.0,True,11,True,0.9077092,0.9516222,7.863655000000001e-32,4860,81,0.0,9.471862000000001e-31,True,-8.399404,18.92523,39.429392469726565,17.39970978103638,569.9384206076799,9.154662240485168,284,209
3001591,site3,3,810531,C,True,True,0.1147649,1.432939,2.949971,14.64912,9.437019,6.733515,50.45302,321.7518,962.6053,0.665749,3.577487e-135,True,16,True,0.8661799,0.928292,8.158293e-26,4860,81,2.6135229999999996e-134,7.1942670000000005e-25,True,2.949971,14.64912,50.77876746972656,13.123599781036377,199.63033430603156,7.6411871480638975,276,228
3001593,site3,3,810531,C,True,True,0.05942745,0.6471293,-5.749478,21.03292,11.49422,7.46751,22.46736,157.5095,499.1242,0.6844282,9.735911e-71,True,17,True,0.7628234,0.8654564,6.384266000000001e-17,4860,81,4.890337e-70,3.514637e-16,True,-5.749478,21.03292,42.07931846972656,19.507399781036376,269.6529593260584,8.07496005667197,290,210
3001598,site3,3,810531,C,True,True,0.3346338,10.82923,-6.409248,22.61894,10.95067,9.295095,-15.04303,389.5674,9471.433,0.9588692,0.0,True,8,True,0.9339065,0.9658238,2.455321e-37,4860,81,0.0,3.986579e-36,True,-6.409248,22.61894,41.419548469726564,21.093419781036374,319.77491866174194,8.320912976180995,294,207
3001599,site3,3,810531,C,True,True,1.434061,4.606247,-6.238248,18.02436,18.12238,16.19589,-20.90423,387.5058,2895.125,0.8661523,0.0,True,10,True,0.8885612,0.9409928,9.241214e-29,4860,81,0.0,9.5925e-28,True,-6.238248,18.02436,41.59054846972656,16.49883978103638,922.0828059632736,9.848752504841809,283,212
3001600,site3,3,810531,C,True,True,4.430251,20.65592,-8.300012,19.48532,12.47274,9.677441,-1.916047,513.7359,9509.218,0.945975,0.0,True,10,True,0.9694712,0.984499,2.733403e-50,4860,81,0.0,1.018352e-48,True,-8.300012,19.48532,39.52878446972656,17.95979978103638,379.2034451253139,8.566828261190823,285,208
3001603,site3,3,810531,C,True,True,0.07201171,0.3237496,-4.889063,21.64272,24.30274,6.20895,-14.21452,179.414,341.9009,0.4752456,1.760581e-32,True,15,True,0.469227,0.6387399,4.965372e-06,4860,81,6.023569000000001e-32,1.471244e-05,True,-4.889063,21.64272,42.93973346972656,20.117199781036376,474.04904488538,8.888892517152604,291,211
3001614,site3,3,810531,C,True,True,0.421261,2.713481,-16.75821,24.36482,11.374,8.816449,-83.08077,226.6084,1466.209,0.845446,1.2854789999999998e-264,True,15,True,0.843029,0.9148299,2.793278e-23,4860,81,1.474772e-263,2.114094e-22,True,-16.75821,24.36482,31.070586469726564,22.83929978103638,315.03354208766166,8.299361632442226,294,192
3001616,site3,3,810531,C,True,True,2.269655,23.66274,-5.886098,19.36856,12.06475,10.22645,-0.7404341,448.8614,15831.49,0.9716476,0.0,True,8,True,0.9758222,0.9877632,3.0767810000000003e-54,4860,81,0.0,1.6072830000000001e-52,True,-5.886098,19.36856,41.942698469726565,17.843039781036374,387.60832758509173,8.59845575649432,286,211
3001617,site3,3,810531,C,True,True,0.2938114,1.578512,-6.713259,22.19174,12.90717,8.745069,16.84619,157.0227,879.4074,0.8214449,8.974386000000001e-153,True,15,True,0.7932048,0.8846785,5.375961999999999e-19,4860,81,7.060536000000001e-152,3.237703e-18,True,-6.713259,22.19174,41.11553746972656,20.666219781036375,354.6044189766605,8.470066704567419,293,207
3001619,site3,3,810531,C,True,True,0.009589388,0.1362685,-10.4965,20.56035,14.4434,8.221857,-32.4292,110.3719,208.2583,0.4700239,6.923680999999999e-19,True,18,True,0.5328768,0.6952637,1.51898e-07,4860,81,1.9497440000000002e-18,5.027697e-07,True,-10.4965,20.56035,37.332296469726565,19.03482978103638,373.0690580098206,8.543298899146976,287,204
3001623,site3,3,810531,C,True,True,0.1224863,1.297405,-11.51781,19.89626,9.895071,4.949518,-16.35357,238.8091,689.8732,0.6538362,2.896798e-94,True,16,True,0.8002376,0.8890356,1.5862049999999998e-19,4860,81,1.69816e-93,9.798588999999998e-19,True,-11.51781,19.89626,36.31098646972656,18.370739781036377,153.86211409563188,7.265494226281183,285,203
3001625,site3,3,810531,C,True,True,0.2043984,1.532872,-5.835678,21.87766,17.08646,12.1891,0.7563959,174.3693,1307.161,0.8666046,1.67545e-241,True,11,True,0.8711825,0.9311571,2.002291e-26,4860,81,1.809862e-240,1.8190950000000002e-25,True,-5.835678,21.87766,41.99311846972656,20.352139781036378,654.2950081850322,9.353797453758709,292,209
3001626,site3,3,810531,C,True,True,0.368834,4.923894,-7.833733,20.98139,10.03816,7.983681,8.783374,175.0317,2843.771,0.9384509,0.0,True,9,True,0.943325,0.9708361,6.790581e-40,4860,81,0.0,1.2748249999999998e-38,True,-7.833733,20.98139,39.99506346972656,19.455869781036377,251.7718448137884,7.975973147896658,289,207
3001631,site3,3,810531,C,True,True,0.6612289,0.6310832,16.89559,25.8377,17.12235,9.316545,81.02241,184.0259,294.9164,0.3760066,1.326772e-21,True,32,True,0.3705858,0.5407699,0.0003301582,4860,81,3.898405e-21,0.0008530861,True,16.89559,25.8377,64.72438646972657,24.312179781036377,501.1504549646416,8.969099982906236,306,236
3001810,site3,3,810531,E,True,True,0.03076958,0.1745274,39.7631,-22.22391,24.64214,6.379245,-65.91281,130.4002,215.4016,0.3946185,3.298844e-16,True,43,True,0.3947857,0.5660879,0.0001325711,4860,81,8.873836e-16,0.0003527888,True,39.7631,-22.22391,87.59189646972656,-23.749430218963624,493.8528622813005,8.9479374613896,199,286
3001811,site3,3,810531,E,True,True,6.287912,2.938773,-9.688794,-15.78423,25.92747,10.15909,3.491309,351.9124,738.8161,0.5236807,1.826082e-80,True,20,True,0.5368555,0.6986415,1.192044e-07,4860,81,9.720901e-80,3.959201e-07,True,-9.688794,-15.78423,38.14000246972656,-17.30975021896362,827.4939379363616,9.692604932823059,193,229
3001885,site3,3,810531,E,True,True,0.6549108,0.2522565,-35.77012,-8.094886,30.40011,9.546059,-69.11305,112.0824,141.2494,0.2064925,5.656716e-05,True,40,True,0.2646921,0.4185875,0.008471046,4860,81,9.718311e-05,0.01855599,True,-35.77012,-8.094886,12.058676469726564,-9.620406218963623,911.6940951652665,9.832406021379589,203,188
