stimulus_presentation_id,stimulus_block,start_time,stop_time,color,phase,y_position,contrast,temporal_frequency,size,orientation,spatial_frequency,frame,stimulus_name,x_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
332,0.0,167.39287,167.64308,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25020459,184,,,0,,False,0,train,1
333,0.0,167.64308,167.89329,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25021291,185,,,0,,False,0,train,0
334,0.0,167.89329,168.14351,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25021291,186,,,0,,False,0,train,1
335,0.0,168.14351,168.39372,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021291,73,,,0,,False,2,test,2
336,0.0,168.39372,168.64393,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25021291,120,,,0,,False,2,test,0
337,0.0,168.64393,168.89414,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020959,185,,,0,,False,1,train,0
338,0.0,168.89414,169.14435,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25020959,158,,,0,,False,1,train,2
339,0.0,169.14435,169.39456,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25020959,56,,,0,,False,1,train,1
340,0.0,169.39456,169.64477,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020959,86,,,0,,False,1,train,2
341,0.0,169.64477,169.89498,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25021041,81,,,0,,False,2,test,0
342,0.0,169.89498,170.14519,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25021041,116,,,0,,False,1,train,2
343,0.0,170.14519,170.3954,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25021041,178,,,0,,False,1,train,0
344,0.0,170.3954,170.64561,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25021041,129,,,0,,False,1,train,1
345,0.0,170.64561,170.89582,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25020459,135,,,0,,False,1,train,1
346,0.0,170.89582,171.14602,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25020459,187,,,0,,False,0,train,0
347,0.0,171.14602,171.39622,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25020459,153,,,0,,False,1,train,0
348,0.0,171.39622,171.64643,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020459,154,,,0,,False,1,train,0
349,0.0,171.64643,171.89664,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25021541,45,,,0,,False,1,train,2
350,0.0,171.89664,172.14686,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25021541,188,,,0,,False,0,train,0
351,0.0,172.14686,172.39708,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25021541,174,,,0,,False,1,train,1
352,0.0,172.39708,172.64729,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25021541,155,,,0,,False,1,train,2
353,0.0,172.64729,172.89749,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25020209,106,,,0,,False,2,test,1
354,0.0,172.89749,173.1477,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25020209,14,,,0,,False,3,train,1
355,0.0,173.1477,173.3979,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020209,189,,,0,,False,0,train,2
356,0.0,173.3979,173.6481,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,0.0,0.25020209,115,,,0,,False,2,test,0
357,0.0,173.6481,173.89831,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25021541,70,,,0,,False,4,train,0
358,0.0,173.89831,174.14853,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25021541,190,,,0,,False,0,train,2
359,0.0,174.14853,174.39875,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25021541,29,,,0,,False,1,train,0
360,0.0,174.39875,174.64896,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25021541,77,,,0,,False,2,test,0
361,0.0,174.64896,174.89917,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020459,191,,,0,,False,0,train,0
362,0.0,174.89917,175.14937,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25020459,53,,,0,,False,4,train,2
363,0.0,175.14937,175.39957,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25020459,144,,,0,,False,1,train,2
364,0.0,175.39957,175.64978,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25020459,158,,,0,,False,2,test,2
365,0.0,175.64978,175.89999,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25021291,109,,,0,,False,2,test,1
366,0.0,175.89999,176.15021,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,40.0,0.25021291,192,,,0,,False,0,train,1
367,0.0,176.15021,176.40042,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25021291,193,,,0,,False,0,train,0
368,0.0,176.40042,176.65063,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25021291,29,,,0,,False,2,test,0
369,0.0,176.65063,176.90084,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25020459,194,,,0,,False,0,train,0
370,0.0,176.90084,177.15104,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25020459,187,,,0,,False,1,train,0
371,0.0,177.15104,177.40124,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25020459,116,,,0,,False,2,test,2
372,0.0,177.40124,177.65145,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020459,78,,,0,,False,4,train,2
373,0.0,177.65145,177.90166,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25021291,165,,,0,,False,1,train,2
374,0.0,177.90166,178.15188,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021291,164,,,0,,False,1,train,2
375,0.0,178.15188,178.40209,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021291,73,,,0,,False,3,train,2
376,0.0,178.40209,178.6523,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25021291,128,,,0,,False,1,train,1
377,0.0,178.6523,178.9025,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25020209,107,,,0,,False,1,train,2
378,0.0,178.9025,179.15271,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020209,195,,,0,,False,0,train,1
379,0.0,179.15271,179.40291,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25020209,196,,,0,,False,0,train,1
380,0.0,179.40291,179.65311,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25020209,48,,,0,,False,2,test,0
381,0.0,179.65311,179.90332,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25021541,133,,,0,,False,1,train,2
382,0.0,179.90332,180.15354,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25021541,197,,,0,,False,0,train,1
383,0.0,180.15354,180.40376,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25021541,103,,,0,,False,2,test,0
384,0.0,180.40376,180.65397,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25021541,198,,,0,,False,0,train,1
385,0.0,180.65397,180.90418,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020709,168,,,0,,False,1,train,0
386,0.0,180.90418,181.15439,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25020709,118,,,0,,False,2,test,2
387,0.0,181.15439,181.40459,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020709,172,,,0,,False,1,train,1
388,0.0,181.40459,181.6548,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25020709,181,,,0,,False,1,train,1
389,0.0,181.6548,181.90502,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,40.0,0.25021791,138,,,0,,False,1,train,1
390,0.0,181.90502,182.15524,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-10.0,0.25021791,49,,,0,,False,1,train,2
391,0.0,182.15524,182.40545,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,0.0,0.25021791,114,,,0,,False,2,test,0
392,0.0,182.40545,182.65567,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25021791,199,,,0,,False,0,train,1
393,0.0,182.65567,182.90587,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25019959,10,,,0,,False,4,train,2
394,0.0,182.90587,183.15607,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25019959,60,,,0,,False,1,train,1
395,0.0,183.15607,183.40627,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25019959,141,,,0,,False,3,train,2
396,0.0,183.40627,183.65647,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25019959,120,,,0,,False,3,train,0
397,0.0,183.65647,183.90668,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-10.0,0.25021291,8,,,0,,False,2,test,2
398,0.0,183.90668,184.1569,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-10.0,0.25021291,113,,,0,,False,1,train,2
399,0.0,184.1569,184.40711,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25021291,141,,,0,,False,4,train,2
400,0.0,184.40711,184.65732,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25021291,200,,,0,,False,0,train,2
401,0.0,184.65732,184.90753,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25020459,174,,,0,,False,2,test,1
402,0.0,184.90753,185.15773,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020459,45,,,0,,False,2,test,2
403,0.0,185.15773,185.40793,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25020459,119,,,0,,False,2,test,1
404,0.0,185.40793,185.65814,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25020459,85,,,0,,False,1,train,1
405,0.0,185.65814,185.90835,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25021041,201,,,0,,False,0,train,0
406,0.0,185.90835,186.15856,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25021041,135,,,0,,False,2,test,1
407,0.0,186.15856,186.40877,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-10.0,0.25021041,202,,,0,,False,0,train,2
408,0.0,186.40877,186.65898,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25021041,6,,,0,,False,1,train,0
409,0.0,186.65898,186.90919,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25020709,203,,,0,,False,0,train,1
410,0.0,186.90919,187.1594,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-10.0,0.25020709,148,,,0,,False,1,train,2
411,0.0,187.1594,187.4096,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020709,57,,,0,,False,1,train,2
412,0.0,187.4096,187.65981,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25020709,129,,,0,,False,2,test,1
413,0.0,187.65981,187.91002,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25021041,112,,,0,,False,2,test,0
414,0.0,187.91002,188.16023,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25021041,204,,,0,,False,0,train,0
415,0.0,188.16023,188.41044,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25021041,146,,,0,,False,2,test,2
416,0.0,188.41044,188.66065,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25021041,129,,,0,,False,3,train,1
417,0.0,188.66065,188.91086,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25020709,83,,,0,,False,3,train,2
418,0.0,188.91086,189.16107,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25020709,205,,,0,,False,0,train,1
419,0.0,189.16107,189.41127,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020709,183,,,0,,False,1,train,2
420,0.0,189.41127,189.66148,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25020709,206,,,0,,False,0,train,2
421,0.0,189.66148,189.91169,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25020791,206,,,0,,False,1,train,2
422,0.0,189.91169,190.1619,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25020791,99,,,0,,False,4,train,1
423,0.0,190.1619,190.4121,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25020791,16,,,0,,False,1,train,2
424,0.0,190.4121,190.66231,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020791,150,,,0,,False,2,test,1
425,0.0,190.66231,190.91252,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25020709,118,,,0,,False,3,train,2
426,0.0,190.91252,191.16273,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020709,172,,,0,,False,2,test,1
427,0.0,191.16273,191.41293,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020709,57,,,0,,False,2,test,2
428,0.0,191.41293,191.66314,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020709,155,,,0,,False,2,test,2
429,0.0,191.66314,191.91335,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25021291,41,,,0,,False,2,test,2
430,0.0,191.91335,192.16357,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25021291,81,,,0,,False,3,train,0
431,0.0,192.16357,192.41378,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,40.0,0.25021291,207,,,0,,False,0,train,1
432,0.0,192.41378,192.66399,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25021291,181,,,0,,False,2,test,1
433,0.0,192.66399,192.9142,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25020959,208,,,0,,False,0,train,0
434,0.0,192.9142,193.16441,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020959,195,,,0,,False,1,train,1
435,0.0,193.16441,193.41462,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25020959,48,,,0,,False,3,train,0
436,0.0,193.41462,193.66483,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25020959,160,,,0,,False,1,train,0
437,0.0,193.66483,193.91503,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020541,125,,,0,,False,2,test,1
438,0.0,193.91503,194.16524,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,40.0,0.25020541,156,,,0,,False,2,test,1
439,0.0,194.16524,194.41545,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25020541,209,,,0,,False,0,train,1
440,0.0,194.41545,194.66565,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020541,63,,,0,,False,1,train,1
441,0.0,194.66565,194.91586,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25021209,2,,,0,,False,2,test,1
442,0.0,194.91586,195.16608,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,30.0,0.25021209,210,,,0,,False,0,train,1
443,0.0,195.16608,195.41629,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25021209,200,,,0,,False,1,train,2
444,0.0,195.41629,195.6665,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25021209,191,,,0,,False,1,train,0
445,0.0,195.6665,195.91671,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25020791,211,,,0,,False,0,train,1
446,0.0,195.91671,196.16692,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020791,84,,,0,,False,2,test,0
447,0.0,196.16692,196.41712,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020791,76,,,0,,False,2,test,1
448,0.0,196.41712,196.66733,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,30.0,0.25020791,212,,,0,,False,0,train,1
449,0.0,196.66733,196.91754,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25020959,153,,,0,,False,2,test,0
450,0.0,196.91754,197.16775,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25020959,95,,,0,,False,1,train,0
451,0.0,197.16775,197.41796,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020959,198,,,0,,False,1,train,1
452,0.0,197.41796,197.66817,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020959,191,,,0,,False,2,test,0
453,0.0,197.66817,197.91838,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25020791,95,,,0,,False,2,test,0
454,0.0,197.91838,198.16859,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020791,195,,,0,,False,2,test,1
455,0.0,198.16859,198.41879,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25020791,204,,,0,,False,1,train,0
456,0.0,198.41879,198.669,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020791,52,,,0,,False,3,train,2
457,0.0,198.669,198.91921,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020959,199,,,0,,False,1,train,1
458,0.0,198.91921,199.16942,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25020959,169,,,0,,False,1,train,2
459,0.0,199.16942,199.41963,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020959,86,,,0,,False,2,test,2
460,0.0,199.41963,199.66984,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25020959,160,,,0,,False,2,test,0
461,0.0,199.66984,199.92005,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-40.0,0.25021041,104,,,0,,False,5,test,0
462,0.0,199.92005,200.17026,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021041,164,,,0,,False,2,test,2
463,0.0,200.17026,200.42047,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25021041,26,,,0,,False,4,train,0
464,0.0,200.42047,200.67068,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25021041,24,,,0,,False,1,train,1
465,0.0,200.67068,200.92089,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,0.0,0.25020959,74,,,0,,False,5,test,0
466,0.0,200.92089,201.1711,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020959,213,,,0,,False,0,train,2
467,0.0,201.1711,201.42131,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25020959,201,,,0,,False,1,train,0
468,0.0,201.42131,201.67152,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25020959,214,,,0,,False,0,train,0
469,0.0,201.67152,201.92173,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25020791,215,,,0,,False,0,train,2
