stimulus_presentation_id,stimulus_block,start_time,stop_time,color,phase,y_position,contrast,temporal_frequency,size,orientation,spatial_frequency,frame,stimulus_name,x_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.590431,84.823953,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.23352198,1,,,0,,False,0,train,2
2,0.0,84.823953,85.074155,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020212,2,,,0,,False,0,train,1
3,0.0,85.074155,85.324357,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25020212,3,,,0,,False,0,train,2
4,0.0,85.324357,85.574559,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25020212,4,,,0,,False,0,train,2
5,0.0,85.574559,85.82477,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25021041,5,,,0,,False,0,train,0
6,0.0,85.82477,86.07498,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25021041,6,,,0,,False,0,train,0
7,0.0,86.07498,86.32519,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25021041,7,,,0,,False,0,train,1
8,0.0,86.32519,86.575401,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-10.0,0.25021041,8,,,0,,False,0,train,2
9,0.0,86.575401,86.82561,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25020959,9,,,0,,False,0,train,2
10,0.0,86.82561,87.07582,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25020959,10,,,0,,False,0,train,2
11,0.0,87.07582,87.32603,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020959,11,,,0,,False,0,train,0
12,0.0,87.32603,87.576239,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020959,12,,,0,,False,0,train,2
13,0.0,87.576239,87.826455,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25021541,13,,,0,,False,0,train,2
14,0.0,87.826455,88.07667,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25021541,14,,,0,,False,0,train,1
15,0.0,88.07667,88.326885,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25021541,15,,,0,,False,0,train,2
16,0.0,88.326885,88.577101,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021541,16,,,0,,False,0,train,2
17,0.0,88.577101,88.827303,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020209,17,,,0,,False,0,train,2
18,0.0,88.827303,89.077505,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,40.0,0.25020209,18,,,0,,False,0,train,1
19,0.0,89.077505,89.327707,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020209,19,,,0,,False,0,train,0
20,0.0,89.327707,89.577909,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25020209,20,,,0,,False,0,train,0
21,0.0,89.577909,89.82812,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25021041,21,,,0,,False,0,train,1
22,0.0,89.82812,90.07833,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25021041,20,,,0,,False,1,train,0
23,0.0,90.07833,90.32854,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25021041,22,,,0,,False,0,train,1
24,0.0,90.32854,90.578751,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25021041,3,,,0,,False,1,train,2
25,0.0,90.578751,90.828958,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25020709,23,,,0,,False,0,train,0
26,0.0,90.828958,91.079165,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25020709,24,,,0,,False,0,train,1
27,0.0,91.079165,91.329372,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25020709,25,,,0,,False,0,train,2
28,0.0,91.329372,91.579579,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020709,26,,,0,,False,0,train,0
29,0.0,91.579579,91.829792,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25021291,27,,,0,,False,0,train,2
30,0.0,91.829792,92.080005,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25021291,28,,,0,,False,0,train,0
31,0.0,92.080005,92.330218,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25021291,29,,,0,,False,0,train,0
32,0.0,92.330218,92.580431,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25021291,30,,,0,,False,0,train,2
33,0.0,92.580431,92.830635,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25020459,31,,,0,,False,0,train,1
34,0.0,92.830635,93.08084,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25020459,32,,,0,,False,0,train,1
35,0.0,93.08084,93.331045,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,30.0,0.25020459,33,,,0,,False,0,train,1
36,0.0,93.331045,93.581249,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25020459,34,,,0,,False,0,train,2
37,0.0,93.581249,93.831462,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25021291,35,,,0,,False,0,train,1
38,0.0,93.831462,94.081675,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,30.0,0.25021291,36,,,0,,False,0,train,1
39,0.0,94.081675,94.331888,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,40.0,0.25021291,37,,,0,,False,0,train,1
40,0.0,94.331888,94.582101,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25021291,13,,,0,,False,1,train,2
41,0.0,94.582101,94.83231,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25020959,38,,,0,,False,0,train,0
42,0.0,94.83231,95.08252,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,0.0,0.25020959,39,,,0,,False,0,train,0
43,0.0,95.08252,95.33273,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,30.0,0.25020959,40,,,0,,False,0,train,1
44,0.0,95.33273,95.582939,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020959,41,,,0,,False,0,train,2
45,0.0,95.582939,95.83315,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25021041,42,,,0,,False,0,train,0
46,0.0,95.83315,96.08336,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021041,25,,,0,,False,1,train,2
47,0.0,96.08336,96.33357,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25021041,35,,,0,,False,1,train,1
48,0.0,96.33357,96.583781,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25021041,43,,,0,,False,0,train,1
49,0.0,96.583781,96.833983,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25020209,44,,,0,,False,0,train,0
50,0.0,96.833983,97.084185,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020209,45,,,0,,False,0,train,2
51,0.0,97.084185,97.334387,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-40.0,0.25020209,46,,,0,,False,0,train,0
52,0.0,97.334387,97.584589,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25020209,4,,,0,,False,1,train,2
53,0.0,97.584589,97.834795,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020541,26,,,0,,False,1,train,0
54,0.0,97.834795,98.085,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25020541,47,,,0,,False,0,train,0
55,0.0,98.085,98.335205,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25020541,48,,,0,,False,0,train,0
56,0.0,98.335205,98.585411,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-10.0,0.25020541,49,,,0,,False,0,train,2
57,0.0,98.585411,98.835623,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25021209,50,,,0,,False,0,train,2
58,0.0,98.835623,99.085835,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25021209,15,,,0,,False,1,train,2
59,0.0,99.085835,99.336047,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25021209,51,,,0,,False,0,train,0
60,0.0,99.336047,99.586259,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25021209,26,,,0,,False,2,test,0
61,0.0,99.586259,99.836465,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020541,52,,,0,,False,0,train,2
62,0.0,99.836465,100.08667,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25020541,53,,,0,,False,0,train,2
63,0.0,100.08667,100.33688,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25020541,54,,,0,,False,0,train,1
64,0.0,100.33688,100.58708,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25020541,55,,,0,,False,0,train,2
65,0.0,100.58708,100.8373,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25021459,56,,,0,,False,0,train,1
66,0.0,100.8373,101.08751,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25021459,57,,,0,,False,0,train,2
67,0.0,101.08751,101.33772,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25021459,58,,,0,,False,0,train,0
68,0.0,101.33772,101.58794,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25021459,59,,,0,,False,0,train,0
69,0.0,101.58794,101.83815,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25020791,60,,,0,,False,0,train,1
70,0.0,101.83815,102.08836,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25020791,61,,,0,,False,0,train,1
71,0.0,102.08836,102.33856,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25020791,62,,,0,,False,0,train,0
72,0.0,102.33856,102.58877,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020791,63,,,0,,False,0,train,1
73,0.0,102.58877,102.83898,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020709,64,,,0,,False,0,train,0
74,0.0,102.83898,103.08919,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25020709,65,,,0,,False,0,train,2
75,0.0,103.08919,103.33939,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020709,66,,,0,,False,0,train,0
76,0.0,103.33939,103.5896,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,20.0,0.25020709,67,,,0,,False,0,train,1
77,0.0,103.5896,103.83981,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25021291,28,,,0,,False,1,train,0
78,0.0,103.83981,104.09003,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25021291,68,,,0,,False,0,train,1
79,0.0,104.09003,104.34024,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,10.0,0.25021291,69,,,0,,False,0,train,1
80,0.0,104.34024,104.59045,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25021291,55,,,0,,False,1,train,2
81,0.0,104.59045,104.84066,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25020709,70,,,0,,False,0,train,0
82,0.0,104.84066,105.09087,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020709,11,,,0,,False,1,train,0
83,0.0,105.09087,105.34107,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,30.0,0.25020709,71,,,0,,False,0,train,1
84,0.0,105.34107,105.59128,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-10.0,0.25020709,38,,,0,,False,1,train,0
85,0.0,105.59128,105.84149,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25021291,72,,,0,,False,0,train,2
86,0.0,105.84149,106.09171,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021291,73,,,0,,False,0,train,2
87,0.0,106.09171,106.34192,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25021291,20,,,0,,False,2,test,0
88,0.0,106.34192,106.59213,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25021291,59,,,0,,False,1,train,0
89,0.0,106.59213,106.84234,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,0.0,0.25020459,74,,,0,,False,0,train,0
90,0.0,106.84234,107.09254,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,30.0,0.25020459,75,,,0,,False,0,train,2
91,0.0,107.09254,107.34274,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020459,76,,,0,,False,0,train,1
92,0.0,107.34274,107.59295,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25020459,73,,,0,,False,1,train,2
93,0.0,107.59295,107.84316,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25020791,77,,,0,,False,0,train,0
94,0.0,107.84316,108.09337,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25020791,78,,,0,,False,0,train,2
95,0.0,108.09337,108.34357,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,0.0,0.25020791,79,,,0,,False,0,train,0
96,0.0,108.34357,108.59378,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-10.0,0.25020791,2,,,0,,False,1,train,1
97,0.0,108.59378,108.84399,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020959,26,,,0,,False,3,train,0
98,0.0,108.84399,109.0942,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-20.0,0.25020959,80,,,0,,False,0,train,0
99,0.0,109.0942,109.34441,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,0.0,0.25020959,39,,,0,,False,1,train,0
100,0.0,109.34441,109.59462,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25020959,81,,,0,,False,0,train,0
101,0.0,109.59462,109.84483,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25020791,82,,,0,,False,0,train,2
102,0.0,109.84483,110.09504,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25020791,83,,,0,,False,0,train,2
103,0.0,110.09504,110.34524,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020791,84,,,0,,False,0,train,0
104,0.0,110.34524,110.59545,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25020791,85,,,0,,False,0,train,1
105,0.0,110.59545,110.84566,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25020959,54,,,0,,False,1,train,1
106,0.0,110.84566,111.09587,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-20.0,0.25020959,86,,,0,,False,0,train,2
107,0.0,111.09587,111.34608,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020959,7,,,0,,False,1,train,1
108,0.0,111.34608,111.59629,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020959,87,,,0,,False,0,train,0
109,0.0,111.59629,111.8465,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-40.0,0.25021291,88,,,0,,False,0,train,1
110,0.0,111.8465,112.09672,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25021291,89,,,0,,False,0,train,2
111,0.0,112.09672,112.34693,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25021291,41,,,0,,False,1,train,2
112,0.0,112.34693,112.59714,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25021291,90,,,0,,False,0,train,0
113,0.0,112.59714,112.84735,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,40.0,0.25020459,91,,,0,,False,0,train,2
114,0.0,112.84735,113.09755,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25020459,82,,,0,,False,1,train,2
115,0.0,113.09755,113.34775,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,0.0,0.25020459,92,,,0,,False,0,train,1
116,0.0,113.34775,113.59796,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25020459,89,,,0,,False,1,train,2
117,0.0,113.59796,113.84817,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,20.0,0.25021541,93,,,0,,False,0,train,2
118,0.0,113.84817,114.09839,null,"[3644.93333333, 3644.93333333]",-30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,30.0,0.25021541,94,,,0,,False,0,train,0
119,0.0,114.09839,114.34861,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,10.0,0.25021541,95,,,0,,False,0,train,0
120,0.0,114.34861,114.59882,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021541,10,,,0,,False,1,train,2
121,0.0,114.59882,114.84902,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25020209,96,,,0,,False,0,train,2
122,0.0,114.84902,115.09923,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-30.0,0.25020209,97,,,0,,False,0,train,0
123,0.0,115.09923,115.34943,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020209,11,,,0,,False,2,test,0
124,0.0,115.34943,115.59963,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,30.0,0.25020209,40,,,0,,False,1,train,1
125,0.0,115.59963,115.84984,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-40.0,0.25021041,98,,,0,,False,0,train,2
126,0.0,115.84984,116.10005,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-20.0,0.25021041,22,,,0,,False,1,train,1
127,0.0,116.10005,116.35026,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021041,10,,,0,,False,2,test,2
128,0.0,116.35026,116.60047,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,-30.0,0.25021041,99,,,0,,False,0,train,1
129,0.0,116.60047,116.85068,null,"[3644.93333333, 3644.93333333]",-10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,20.0,0.25020959,59,,,0,,False,2,test,0
130,0.0,116.85068,117.10089,null,"[3644.93333333, 3644.93333333]",20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,10.0,0.25020959,100,,,0,,False,0,train,2
131,0.0,117.10089,117.3511,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-40.0,0.25020959,101,,,0,,False,0,train,0
132,0.0,117.3511,117.60131,null,"[3644.93333333, 3644.93333333]",10.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020959,64,,,0,,False,1,train,0
133,0.0,117.60131,117.85152,null,"[3644.93333333, 3644.93333333]",30.0,0.8,4.0,"[20.0, 20.0]",45.0,0.08,null,gabors,40.0,0.25021541,102,,,0,,False,0,train,1
134,0.0,117.85152,118.10174,null,"[3644.93333333, 3644.93333333]",40.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,0.0,0.25021541,83,,,0,,False,1,train,2
135,0.0,118.10174,118.35196,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",90.0,0.08,null,gabors,-30.0,0.25021541,10,,,0,,False,3,train,2
136,0.0,118.35196,118.60217,null,"[3644.93333333, 3644.93333333]",-40.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25021541,103,,,0,,False,0,train,0
137,0.0,118.60217,118.85237,null,"[3644.93333333, 3644.93333333]",0.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,-40.0,0.25020209,104,,,0,,False,0,train,0
138,0.0,118.85237,119.10258,null,"[3644.93333333, 3644.93333333]",-20.0,0.8,4.0,"[20.0, 20.0]",0.0,0.08,null,gabors,40.0,0.25020209,84,,,0,,False,1,train,0
