stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,coherence,Speed,phase,contrast,Dir,temporal_frequency,y_position,color,frame,size,orientation,stimulus_name,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3249,0.0,889.88178,890.13199,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,116,,,0,,False,13,train,0
3250,0.0,890.13199,890.3822,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,48,,,0,,False,14,test,1
3251,0.0,890.3822,890.63241,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,37,,,0,,False,13,train,1
3252,0.0,890.63241,890.88262,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,136,,,0,,False,13,train,0
3253,0.0,890.88262,891.13283,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,162,,,0,,False,12,train,2
3254,0.0,891.13283,891.38303,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,216,,,0,,False,13,train,0
3255,0.0,891.38303,891.63324,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,137,,,0,,False,13,train,0
3256,0.0,891.63324,891.88345,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,241,,,0,,False,12,train,1
3257,0.0,891.88345,892.13366,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,190,,,0,,False,13,train,1
3258,0.0,892.13366,892.38387,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,166,,,0,,False,14,test,0
3259,0.0,892.38387,892.63409,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,235,,,0,,False,14,test,2
3260,0.0,892.63409,892.8843,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,236,,,0,,False,14,test,2
3261,0.0,892.8843,893.13451,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,128,,,0,,False,14,test,2
3262,0.0,893.13451,893.38471,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,203,,,0,,False,12,train,0
3263,0.0,893.38471,893.63492,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,216,,,0,,False,14,test,0
3264,0.0,893.63492,893.88513,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,223,,,0,,False,14,test,2
3265,0.0,893.88513,894.13534,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,134,,,0,,False,13,train,0
3266,0.0,894.13534,894.38555,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,45,,,0,,False,12,train,1
3267,0.0,894.38555,894.63576,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,131,,,0,,False,13,train,2
3268,0.0,894.63576,894.88597,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,194,,,0,,False,13,train,2
3269,0.0,894.88597,895.13618,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020986,229,,,0,,False,12,train,1
3270,0.0,895.13618,895.38639,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,107,,,0,,False,12,train,2
3271,0.0,895.38639,895.6366,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,198,,,0,,False,11,test,2
3272,0.0,895.6366,895.88681,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,83,,,0,,False,12,train,0
3273,0.0,895.88681,896.13702,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,61,,,0,,False,12,train,2
3274,0.0,896.13702,896.38722,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020764,206,,,0,,False,14,test,0
3275,0.0,896.38722,896.63743,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,100,,,0,,False,13,train,2
3276,0.0,896.63743,896.88764,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,169,,,0,,False,11,test,2
3277,0.0,896.88764,897.13785,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,239,,,0,,False,13,train,1
3278,0.0,897.13785,897.38805,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,213,,,0,,False,11,test,1
3279,0.0,897.38805,897.63826,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,137,,,0,,False,14,test,0
3280,0.0,897.63826,897.88847,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,157,,,0,,False,13,train,2
3281,0.0,897.88847,898.13868,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020764,231,,,0,,False,13,train,0
3282,0.0,898.13868,898.38888,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,182,,,0,,False,12,train,2
3283,0.0,898.38888,898.63909,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020764,72,,,0,,False,12,train,1
3284,0.0,898.63909,898.8893,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,13,,,0,,False,14,test,2
3285,0.0,898.8893,899.13951,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,173,,,0,,False,13,train,2
3286,0.0,899.13951,899.38973,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,187,,,0,,False,14,test,2
3287,0.0,899.38973,899.63994,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,99,,,0,,False,12,train,1
3288,0.0,899.63994,899.89016,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,242,,,0,,False,12,train,0
3289,0.0,899.89016,900.14036,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,229,,,0,,False,13,train,1
3290,0.0,900.14036,900.39057,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,44,,,0,,False,13,train,0
3291,0.0,900.39057,900.64077,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,33,,,0,,False,12,train,0
3292,0.0,900.64077,900.89098,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,172,,,0,,False,11,test,2
3293,0.0,900.89098,901.14119,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,191,,,0,,False,11,test,1
3294,0.0,901.14119,901.39141,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,64,,,0,,False,10,train,0
3295,0.0,901.39141,901.64162,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,25,,,0,,False,12,train,0
3296,0.0,901.64162,901.89184,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,183,,,0,,False,13,train,1
3297,0.0,901.89184,902.14204,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,95,,,0,,False,13,train,0
3298,0.0,902.14204,902.39224,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,81,,,0,,False,11,test,1
3299,0.0,902.39224,902.64245,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,120,,,0,,False,14,test,1
3300,0.0,902.64245,902.89265,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,38,,,0,,False,13,train,2
3301,0.0,902.89265,903.14287,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,116,,,0,,False,14,test,0
3302,0.0,903.14287,903.39308,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,204,,,0,,False,13,train,2
3303,0.0,903.39308,903.6433,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,102,,,0,,False,13,train,0
3304,0.0,903.6433,903.89352,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,180,,,0,,False,12,train,0
3305,0.0,903.89352,904.14372,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,182,,,0,,False,13,train,2
3306,0.0,904.14372,904.39392,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,238,,,0,,False,11,test,2
3307,0.0,904.39392,904.64413,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,122,,,0,,False,13,train,1
3308,0.0,904.64413,904.89433,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,168,,,0,,False,13,train,0
3309,0.0,904.89433,905.14455,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021986,57,,,0,,False,14,test,1
3310,0.0,905.14455,905.39477,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021986,161,,,0,,False,14,test,1
3311,0.0,905.39477,905.64499,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021986,188,,,0,,False,13,train,2
3312,0.0,905.64499,905.89521,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021986,66,,,0,,False,13,train,2
3313,0.0,905.89521,906.14541,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020014,27,,,0,,False,13,train,1
3314,0.0,906.14541,906.39561,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,168,,,0,,False,14,test,0
3315,0.0,906.39561,906.64581,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020014,20,,,0,,False,14,test,1
3316,0.0,906.64581,906.89601,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020014,49,,,0,,False,10,train,2
3317,0.0,906.89601,907.14622,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,213,,,0,,False,12,train,1
3318,0.0,907.14622,907.39643,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,228,,,0,,False,11,test,0
3319,0.0,907.39643,907.64665,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,207,,,0,,False,14,test,1
3320,0.0,907.64665,907.89686,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,145,,,0,,False,14,test,1
3321,0.0,907.89686,908.14706,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,103,,,0,,False,13,train,0
3322,0.0,908.14706,908.39727,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,117,,,0,,False,13,train,2
3323,0.0,908.39727,908.64747,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,162,,,0,,False,13,train,2
3324,0.0,908.64747,908.89768,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,43,,,0,,False,14,test,2
3325,0.0,908.89768,909.14789,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,19,,,0,,False,13,train,0
3326,0.0,909.14789,909.39809,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,233,,,0,,False,12,train,2
3327,0.0,909.39809,909.6483,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,101,,,0,,False,12,train,2
3328,0.0,909.6483,909.89851,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,147,,,0,,False,14,test,0
3329,0.0,909.89851,910.14872,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,163,,,0,,False,12,train,0
3330,0.0,910.14872,910.39893,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,71,,,0,,False,12,train,0
3331,0.0,910.39893,910.64914,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,242,,,0,,False,13,train,0
3332,0.0,910.64914,910.89935,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,170,,,0,,False,12,train,2
3333,0.0,910.89935,911.14956,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,199,,,0,,False,13,train,1
3334,0.0,911.14956,911.39976,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,175,,,0,,False,12,train,1
3335,0.0,911.39976,911.64997,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,211,,,0,,False,11,test,0
3336,0.0,911.64997,911.90018,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,172,,,0,,False,12,train,2
3337,0.0,911.90018,912.15039,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,118,,,0,,False,13,train,1
3338,0.0,912.15039,912.4006,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,94,,,0,,False,13,train,0
3339,0.0,912.4006,912.65081,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,148,,,0,,False,13,train,0
3340,0.0,912.65081,912.90102,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,113,,,0,,False,12,train,0
3341,0.0,912.90102,913.15122,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,113,,,0,,False,13,train,0
3342,0.0,913.15122,913.40143,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,95,,,0,,False,14,test,0
3343,0.0,913.40143,913.65163,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,27,,,0,,False,14,test,1
3344,0.0,913.65163,913.90184,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,150,,,0,,False,13,train,1
3345,0.0,913.90184,914.15205,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,16,,,0,,False,12,train,0
3346,0.0,914.15205,914.40226,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,18,,,0,,False,13,train,1
3347,0.0,914.40226,914.65248,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,97,,,0,,False,12,train,1
3348,0.0,914.65248,914.90269,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,225,,,0,,False,13,train,0
3349,0.0,914.90269,915.1529,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,152,,,0,,False,12,train,0
3350,0.0,915.1529,915.40312,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,228,,,0,,False,12,train,0
3351,0.0,915.40312,915.65333,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,230,,,0,,False,13,train,1
3352,0.0,915.65333,915.90355,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,198,,,0,,False,12,train,2
3353,0.0,915.90355,916.15375,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,2,,,0,,False,14,test,0
3354,0.0,916.15375,916.40395,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,238,,,0,,False,12,train,2
3355,0.0,916.40395,916.65416,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,33,,,0,,False,13,train,0
3356,0.0,916.65416,916.90436,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,140,,,0,,False,12,train,0
3357,0.0,916.90436,917.15457,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020986,84,,,0,,False,14,test,1
3358,0.0,917.15457,917.40478,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,25,,,0,,False,13,train,0
3359,0.0,917.40478,917.65499,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020986,156,,,0,,False,12,train,1
3360,0.0,917.65499,917.9052,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020986,18,,,0,,False,14,test,1
3361,0.0,917.9052,918.15541,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,169,,,0,,False,12,train,2
3362,0.0,918.15541,918.40562,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,185,,,0,,False,13,train,1
3363,0.0,918.40562,918.65583,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,105,,,0,,False,12,train,2
3364,0.0,918.65583,918.90604,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,71,,,0,,False,13,train,0
3365,0.0,918.90604,919.15625,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,133,,,0,,False,12,train,1
3366,0.0,919.15625,919.40647,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,152,,,0,,False,13,train,0
3367,0.0,919.40647,919.65668,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,186,,,0,,False,12,train,2
3368,0.0,919.65668,919.9069,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,105,,,0,,False,13,train,2
3369,0.0,919.9069,920.1571,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,33,,,0,,False,14,test,0
3370,0.0,920.1571,920.4073,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,49,,,0,,False,11,test,2
3371,0.0,920.4073,920.65751,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,190,,,0,,False,14,test,1
3372,0.0,920.65751,920.90771,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,101,,,0,,False,13,train,2
3373,0.0,920.90771,921.15793,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,225,,,0,,False,14,test,0
3374,0.0,921.15793,921.40814,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,47,,,0,,False,13,train,1
3375,0.0,921.40814,921.65836,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,86,,,0,,False,14,test,1
3376,0.0,921.65836,921.90858,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,200,,,0,,False,12,train,1
3377,0.0,921.90858,922.15878,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,180,,,0,,False,13,train,0
