stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,coherence,Speed,phase,contrast,Dir,temporal_frequency,y_position,color,frame,size,orientation,stimulus_name,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,77.219319,77.452847,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.23352725,1,,,0,,False,0,train,1
2,0.0,77.452847,77.703054,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020777,2,,,0,,False,0,train,0
3,0.0,77.703054,77.953262,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020777,3,,,0,,False,0,train,1
4,0.0,77.953262,78.20347,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020777,4,,,0,,False,0,train,2
5,0.0,78.20347,78.453675,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,5,,,0,,False,0,train,1
6,0.0,78.453675,78.70388,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020486,6,,,0,,False,0,train,2
7,0.0,78.70388,78.954085,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,7,,,0,,False,0,train,1
8,0.0,78.954085,79.204289,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020486,8,,,0,,False,0,train,2
9,0.0,79.204289,79.4545,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,9,,,0,,False,0,train,0
10,0.0,79.4545,79.70471,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,10,,,0,,False,0,train,0
11,0.0,79.70471,79.95492,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,11,,,0,,False,0,train,1
12,0.0,79.95492,80.20513,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,12,,,0,,False,0,train,1
13,0.0,80.20513,80.455347,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,13,,,0,,False,0,train,2
14,0.0,80.455347,80.705565,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,14,,,0,,False,0,train,1
15,0.0,80.705565,80.955782,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,15,,,0,,False,0,train,2
16,0.0,80.955782,81.205999,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,16,,,0,,False,0,train,0
17,0.0,81.205999,81.456202,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,17,,,0,,False,0,train,1
18,0.0,81.456202,81.706405,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,18,,,0,,False,0,train,1
19,0.0,81.706405,81.956607,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,19,,,0,,False,0,train,0
20,0.0,81.956607,82.20681,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,20,,,0,,False,0,train,1
21,0.0,82.20681,82.45702,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,21,,,0,,False,0,train,0
22,0.0,82.45702,82.70723,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,22,,,0,,False,0,train,2
23,0.0,82.70723,82.95744,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,23,,,0,,False,0,train,2
24,0.0,82.95744,83.207649,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020986,24,,,0,,False,0,train,1
25,0.0,83.207649,83.457857,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020764,25,,,0,,False,0,train,0
26,0.0,83.457857,83.708065,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020764,26,,,0,,False,0,train,0
27,0.0,83.708065,83.958272,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020764,27,,,0,,False,0,train,1
28,0.0,83.958272,84.20848,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020764,14,,,0,,False,1,train,1
29,0.0,84.20848,84.458695,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,28,,,0,,False,0,train,2
30,0.0,84.458695,84.70891,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,16,,,0,,False,1,train,0
31,0.0,84.70891,84.959125,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,29,,,0,,False,0,train,1
32,0.0,84.959125,85.209339,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,30,,,0,,False,0,train,0
33,0.0,85.209339,85.45954,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,31,,,0,,False,0,train,0
34,0.0,85.45954,85.70974,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020014,32,,,0,,False,0,train,1
35,0.0,85.70974,85.95994,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,33,,,0,,False,0,train,0
36,0.0,85.95994,86.21014,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020014,34,,,0,,False,0,train,2
37,0.0,86.21014,86.460347,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,35,,,0,,False,0,train,2
38,0.0,86.460347,86.710555,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,36,,,0,,False,0,train,0
39,0.0,86.710555,86.960762,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,37,,,0,,False,0,train,1
40,0.0,86.960762,87.210969,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,38,,,0,,False,0,train,2
41,0.0,87.210969,87.461182,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,39,,,0,,False,0,train,1
42,0.0,87.461182,87.711395,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,40,,,0,,False,0,train,2
43,0.0,87.711395,87.961607,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,41,,,0,,False,0,train,0
44,0.0,87.961607,88.21182,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,42,,,0,,False,0,train,2
45,0.0,88.21182,88.46203,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,43,,,0,,False,0,train,2
46,0.0,88.46203,88.71224,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,44,,,0,,False,0,train,0
47,0.0,88.71224,88.96245,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,26,,,0,,False,1,train,0
48,0.0,88.96245,89.212659,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,2,,,0,,False,1,train,0
49,0.0,89.212659,89.462865,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,30,,,0,,False,1,train,0
50,0.0,89.462865,89.71307,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,45,,,0,,False,0,train,1
51,0.0,89.71307,89.963275,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,46,,,0,,False,0,train,1
52,0.0,89.963275,90.21348,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,47,,,0,,False,0,train,1
53,0.0,90.21348,90.463692,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,48,,,0,,False,0,train,1
54,0.0,90.463692,90.713905,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,33,,,0,,False,1,train,0
55,0.0,90.713905,90.964117,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,47,,,0,,False,1,train,1
56,0.0,90.964117,91.214329,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,49,,,0,,False,0,train,2
57,0.0,91.214329,91.464537,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,50,,,0,,False,0,train,2
58,0.0,91.464537,91.714745,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,51,,,0,,False,0,train,2
59,0.0,91.714745,91.964952,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020764,52,,,0,,False,0,train,0
60,0.0,91.964952,92.21516,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,53,,,0,,False,0,train,2
61,0.0,92.21516,92.465372,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,54,,,0,,False,0,train,0
62,0.0,92.465372,92.715585,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,55,,,0,,False,0,train,0
63,0.0,92.715585,92.965797,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,56,,,0,,False,0,train,1
64,0.0,92.965797,93.216009,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,57,,,0,,False,0,train,1
65,0.0,93.216009,93.466215,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,58,,,0,,False,0,train,0
66,0.0,93.466215,93.71642,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,17,,,0,,False,1,train,1
67,0.0,93.71642,93.966625,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,59,,,0,,False,0,train,0
68,0.0,93.966625,94.21683,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,60,,,0,,False,0,train,2
69,0.0,94.21683,94.467032,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020236,61,,,0,,False,0,train,2
70,0.0,94.467032,94.717235,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020236,62,,,0,,False,0,train,0
71,0.0,94.717235,94.967437,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020236,60,,,0,,False,1,train,2
72,0.0,94.967437,95.217639,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020236,63,,,0,,False,0,train,0
73,0.0,95.217639,95.467855,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021514,64,,,0,,False,0,train,0
74,0.0,95.467855,95.71807,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021514,65,,,0,,False,0,train,0
75,0.0,95.71807,95.968285,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021514,66,,,0,,False,0,train,2
76,0.0,95.968285,96.2185,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021514,67,,,0,,False,0,train,2
77,0.0,96.2185,96.468707,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,68,,,0,,False,0,train,1
78,0.0,96.468707,96.718915,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,69,,,0,,False,0,train,0
79,0.0,96.718915,96.969122,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,70,,,0,,False,0,train,2
80,0.0,96.969122,97.219329,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,71,,,0,,False,0,train,0
81,0.0,97.219329,97.469542,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,15,,,0,,False,1,train,2
82,0.0,97.469542,97.719755,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,72,,,0,,False,0,train,1
83,0.0,97.719755,97.969967,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,54,,,0,,False,1,train,0
84,0.0,97.969967,98.22018,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,73,,,0,,False,0,train,0
85,0.0,98.22018,98.47038,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25019986,74,,,0,,False,0,train,2
86,0.0,98.47038,98.72058,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25019986,19,,,0,,False,1,train,0
87,0.0,98.72058,98.97078,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25019986,75,,,0,,False,0,train,2
88,0.0,98.97078,99.220979,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25019986,44,,,0,,False,1,train,0
89,0.0,99.220979,99.471197,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021764,76,,,0,,False,0,train,2
90,0.0,99.471197,99.721415,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021764,74,,,0,,False,1,train,2
91,0.0,99.721415,99.971632,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021764,77,,,0,,False,0,train,1
92,0.0,99.971632,100.22185,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021764,78,,,0,,False,0,train,0
93,0.0,100.22185,100.47205,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,59,,,0,,False,1,train,0
94,0.0,100.47205,100.72226,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,79,,,0,,False,0,train,1
95,0.0,100.72226,100.97246,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,80,,,0,,False,0,train,1
96,0.0,100.97246,101.22267,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020486,51,,,0,,False,1,train,2
97,0.0,101.22267,101.47288,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,33,,,0,,False,2,test,0
98,0.0,101.47288,101.72309,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,50,,,0,,False,1,train,2
99,0.0,101.72309,101.97331,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,81,,,0,,False,0,train,1
100,0.0,101.97331,102.22352,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,82,,,0,,False,0,train,1
101,0.0,102.22352,102.47373,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,55,,,0,,False,1,train,0
102,0.0,102.47373,102.72393,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,83,,,0,,False,0,train,0
103,0.0,102.72393,102.97414,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,31,,,0,,False,1,train,0
104,0.0,102.97414,103.22435,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,84,,,0,,False,0,train,1
105,0.0,103.22435,103.47456,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,85,,,0,,False,0,train,1
106,0.0,103.47456,103.72477,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,48,,,0,,False,1,train,1
107,0.0,103.72477,103.97498,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,49,,,0,,False,1,train,2
108,0.0,103.97498,104.22519,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,86,,,0,,False,0,train,1
109,0.0,104.22519,104.4754,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,87,,,0,,False,0,train,1
110,0.0,104.4754,104.7256,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,88,,,0,,False,0,train,0
111,0.0,104.7256,104.97581,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,89,,,0,,False,0,train,1
112,0.0,104.97581,105.22602,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,90,,,0,,False,0,train,2
113,0.0,105.22602,105.47623,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,91,,,0,,False,0,train,2
114,0.0,105.47623,105.72644,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,50,,,0,,False,2,test,2
115,0.0,105.72644,105.97666,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,92,,,0,,False,0,train,2
116,0.0,105.97666,106.22687,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,12,,,0,,False,1,train,1
117,0.0,106.22687,106.47708,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,93,,,0,,False,0,train,0
118,0.0,106.47708,106.72729,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,94,,,0,,False,0,train,0
119,0.0,106.72729,106.9775,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,95,,,0,,False,0,train,0
120,0.0,106.9775,107.22771,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020986,96,,,0,,False,0,train,1
121,0.0,107.22771,107.47791,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,85,,,0,,False,1,train,1
122,0.0,107.47791,107.72812,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,97,,,0,,False,0,train,1
123,0.0,107.72812,107.97832,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,98,,,0,,False,0,train,2
124,0.0,107.97832,108.22853,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,99,,,0,,False,0,train,1
125,0.0,108.22853,108.47874,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,65,,,0,,False,1,train,0
126,0.0,108.47874,108.72894,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,43,,,0,,False,1,train,2
127,0.0,108.72894,108.97915,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,98,,,0,,False,1,train,2
128,0.0,108.97915,109.22936,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,100,,,0,,False,0,train,2
129,0.0,109.22936,109.47957,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,101,,,0,,False,0,train,2
130,0.0,109.47957,109.72978,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,102,,,0,,False,0,train,0
