ecephys_session_id,v1_units,ccf_units,ccf_available,rf_space_vs_ccf_neighbor_trace_rho,rf_space_vs_ccf_neighbor_trace_p,rf_space_vs_ccf_neighbor_trace_n,rf_space_trace_vs_ap_rho,rf_space_trace_vs_ap_p,rf_space_trace_vs_ap_n,rf_space_trace_vs_ml_rho,rf_space_trace_vs_ml_p,rf_space_trace_vs_ml_n,rf_space_trace_vs_dv_rho,rf_space_trace_vs_dv_p,rf_space_trace_vs_dv_n,pairwise_ccf_vs_rf_distance_rho,pairwise_ccf_vs_rf_distance_p,pairwise_ccf_vs_rf_distance_n
719161530,83,83,True,0.14793717768401313,0.19033654596568858,80,-0.15538253438526636,0.16873323969843002,80,-0.15538253438526636,0.16873323969843002,80,0.15538253438526636,0.16873323969843002,80,0.1545816036447112,1.2033341495662161e-19,3403
759883607,92,92,True,0.23226735811005472,0.027601748189135696,90,-0.2800397394115485,0.007511643081956208,90,-0.2800397394115485,0.007511643081956208,90,0.2800397394115485,0.007511643081956208,90,0.10501936205627403,9.659122347795831e-12,4186
760345702,92,92,True,-0.30246532493723505,0.0037612281718678044,90,0.23228907279152347,0.027586822155745698,90,0.23228907279152347,0.027586822155745698,90,-0.23228907279152347,0.027586822155745698,90,0.06935871052669246,7.071346886743854e-06,4186
835479236,74,74,True,0.4886653252850436,1.5347345587113357e-05,71,-0.5270124655555403,2.340517340010614e-06,71,-0.5270124655555403,2.340517340010614e-06,71,0.5270124655555403,2.340517340010614e-06,71,0.4182512808901507,7.3366702090889e-115,2701
