ecephys_session_id,template_log2_area_range_at_corrected_cells,template_median_gradient_log2_per_deg,template_p90_gradient_log2_per_deg,corrected_cells_with_template_support
760345702,0.6568308723456955,0.005991543378268609,0.007712295715764099,91
719161530,0.2960139220375311,0.019155295585531064,0.03840913029641377,80
759883607,0.8778012136723063,0.01252966770816215,0.03174386067185664,91
835479236,0.5054085982437719,0.023439671591463755,0.04708014664920088,60
