ecephys_unit_id,group,ecephys_structure_acronym,unit_split,spatial_model,rotation_test_gain,rotation_train_gain,axis_test_poisson_deviance,axis_train_poisson_deviance,axis_area_deg2,rotation_log2_area_ratio,parameter_baseline,parameter_amplitude_0,parameter_amplitude_45,parameter_amplitude_90,success,optimizer_nfev,best_train_anscombe_mse,second_best_train_anscombe_mse,multistart_mse_gap,train_poisson_deviance,test_poisson_deviance,baseline_spikes,mean_amplitude_spikes,center_x_deg,center_y_deg,sigma_major_deg,sigma_minor_deg,major_axis_angle_deg,axis_ratio,latent_halfmax_area_deg2,sigma_lower_bound,sigma_upper_bound
951872909,HVA,VISrl,evaluation,point,6.55701785e-05,0.000142718725,1.43385252,1.42570965,817.614766,0.00169346889,0.540562602,3.54109866,2.69368826,1.95592487,True,15,0.833342019,0.833342019,2.35333975e-12,1.42556693,1.43378695,0.540562602,2.73023726,-19.9542909,31.9237469,15.2080619,12.3588855,2.69491514,1.23053667,818.575065,False,False
951872919,HVA,VISrl,evaluation,aperture,-0.000570776618,0.0196279048,2.12366533,2.29786091,910.379943,-0.0777372499,0.549832604,2.00274155,1.83381149,1.92907527,True,10,1.39402057,1.39402057,1.50485402e-10,2.27823301,2.12423611,0.549832604,1.9218761,-18.7808847,-16.6309737,19.2143856,10.3083607,27.4810287,1.86396132,862.623801,False,False
951872919,HVA,VISrl,evaluation,point,-0.000663680258,0.0197849704,2.12353376,2.29784719,1029.79084,-0.0532097219,0.549957129,2.01310976,1.84467186,1.93837321,True,10,1.39392473,1.39392473,2.33959518e-10,2.27806222,2.12419744,0.549957129,1.93205161,-18.7882013,-16.6200695,19.8814048,11.4624883,27.6138359,1.73447548,992.501798,False,False
951872945,HVA,VISrl,calibration,aperture,-0.00102636286,0.000781740236,0.577667615,0.547078641,50.6709817,-0.039176868,0.0581516092,1.32562517,4.76748403e-19,4.06238446e-27,True,15,0.14695362,0.146953789,1.6916595e-07,0.546296901,0.578693978,0.0581516092,0.441875056,-35.2816385,0.173390545,5.66148787,2,44.080549,2.83074393,49.3135089,True,False
951872945,HVA,VISrl,calibration,point,-0.00707533303,0.0017751794,0.577188996,0.546675559,131.897023,-0.6903284,0.05840941,5.86367906,4.48825833e-33,2.99415408e-36,True,25,0.146642424,0.146642425,2.76130702e-10,0.54490038,0.584264329,0.05840941,1.95455969,-34.9596782,0.524249352,6.78218392,2.7672637,83.6106806,2.45086289,81.7382694,False,False
951872959,HVA,VISrl,calibration,aperture,0.00293783532,-0.000256156847,0.23325357,0.219406421,1219.77579,-0.323742975,0.0131269652,0.0126984782,1.07094815e-37,0.198029473,True,23,0.0430293482,0.0430293483,6.42891088e-11,0.219662578,0.230315735,0.0131269652,0.0702426503,-42.4533043,0.0774665017,25.8054201,8.67176299,-33.5759574,2.97579859,974.593842,False,False
951872959,HVA,VISrl,calibration,point,0.00294623249,-0.00020451774,0.23325548,0.219420653,1342.33726,-0.228678082,0.0131034251,0.0128515213,1.12105269e-38,0.19787645,True,26,0.0430286794,0.0430286794,1.26332694e-11,0.219625171,0.230309248,0.0131034251,0.0702426572,-42.0354895,-0.0797562988,26.118878,10.0707737,-33.799905,2.59353241,1145.57277,False,False
951872973,HVA,VISrl,calibration,aperture,-0.00305717901,0.000955622998,0.561644929,0.447240161,106.48419,0.00548861079,0.0397882819,0.710490287,0.315240952,0.327958555,True,18,0.118461435,0.118461435,1.44903006e-10,0.446284538,0.564702108,0.0397882819,0.451229931,-12.3041129,4.77299907,12.2716241,2,83.30682,6.13581204,106.890072,True,False
951872973,HVA,VISrl,calibration,point,-0.000782830592,0.000712443178,0.561097615,0.446688177,274.34629,0.158940368,0.0398722907,0.890047067,0.377874366,0.39906141,True,20,0.118465662,0.118465662,1.77955067e-10,0.445975734,0.561880446,0.0398722907,0.555660947,-13.4469986,3.98629495,13.5253392,5.19985718,86.2812989,2.60109821,306.298528,False,False
951876143,HVA,VISpm,evaluation,aperture,0.00389479038,0.000868332352,1.96030199,1.744104,1743.74667,0.0610023946,0.336496144,1.02723195,0.941283539,0.810499762,True,12,0.89355568,0.89355568,1.8439128e-10,1.74323567,1.9564072,0.336496144,0.926338416,-41.8783473,0.28253591,29.4225462,14.1958486,-13.2526695,2.07261623,1819.05966,False,False
951876143,HVA,VISpm,evaluation,point,0.00391477066,0.000867541792,1.96029811,1.74410556,1873.53048,0.0661849342,0.33634301,1.02825519,0.94191086,0.811550743,True,14,0.893552278,0.893552278,2.56794586e-11,1.74323802,1.95638334,0.33634301,0.92723893,-41.8966723,0.290350663,29.8786079,15.0736604,-13.2523254,1.98217335,1961.48239,False,False
951876157,HVA,VISpm,evaluation,aperture,0.00667344792,0.00666797193,1.85064177,1.80040193,28.7359822,1.06623747,1.80993229,20.7099288,20.6226281,16.6446454,True,103,1.40617272,1.40617275,2.38430045e-08,1.79373396,1.84396832,1.80993229,19.3257341,49.2679465,-18.0801295,6.90812493,2,-53.8001959,3.45406246,60.172147,True,False
951876157,HVA,VISpm,evaluation,point,4.58731539e-05,-0.000107885699,1.85305734,1.80675916,96.8579014,0.546335747,1.8151692,34.1528186,34.7295627,28.4073808,True,35,1.41665717,1.4166573,1.28640995e-07,1.80686705,1.85301147,1.8151692,32.4299207,47.5441516,-16.7255424,6.57011853,4.94333415,-65.3941489,1.32908647,141.448551,False,False
951876171,HVA,VISpm,evaluation,aperture,0.000405897,0.000118752505,0.864608076,0.861192394,672.375695,-0.162829422,0.241788053,0.226895543,0.317354907,0.156231486,True,51,0.333442676,0.333442704,2.74175219e-08,0.861073641,0.864202179,0.241788053,0.233493979,26.4634505,-27.9934703,35.5380914,3.8805746,3.93041357,9.15794566,600.614021,False,False
951876171,HVA,VISpm,evaluation,point,0.0013744536,0.000218643488,0.864729044,0.861221399,966.257979,0.0986864997,0.239429282,0.230176319,0.302638488,0.173675902,True,20,0.333472961,0.333472961,4.06570666e-10,0.861002756,0.86335459,0.239429282,0.235496903,21.0890091,-27.9322471,31.8220648,7.46563933,3.84341992,4.26247014,1034.66722,False,False
951876198,HVA,VISpm,calibration,aperture,0.00151325238,7.0750742e-05,1.34404979,1.36149664,3283.26325,-0.0212373314,1.0776957,0.75378953,0.747421887,0.64659726,True,7,0.974408088,0.974408088,2.68218781e-12,1.36142589,1.34253654,1.0776957,0.715936226,5.79852195,-29.2018309,39.5791745,18.7689756,-4.64801132,2.10875518,3235.28565,False,False
951876198,HVA,VISpm,calibration,point,0.0015206053,7.07902512e-05,1.3440462,1.3614964,3423.30489,-0.0198500233,1.07767038,0.753999575,0.747624213,0.646788905,True,10,0.974407376,0.974407376,1.7975299e-10,1.36142561,1.34252559,1.07767038,0.716137564,5.79684002,-29.2010995,39.8986344,19.4315197,-4.66418032,2.0532946,3376.52623,False,False
951876240,HVA,VISpm,evaluation,aperture,0.0123813885,0.00584504239,1.47348153,1.33246304,397.65246,-0.0146813836,0.185627509,3.16418729,2.0919253,1.08852,True,14,0.608696728,0.608696728,3.33437722e-11,1.326618,1.46110014,0.185627509,2.11487753,1.47879011,-18.6495294,11.2821645,8.01099348,-32.8661637,1.40833525,393.626326,False,False
951876240,HVA,VISpm,evaluation,point,0.0120419913,0.00576663013,1.47359264,1.33254527,515.122179,0.00605535576,0.184612686,3.18950726,2.11206773,1.0992805,True,11,0.608789913,0.608789913,3.53270746e-11,1.32677864,1.46155065,0.184612686,2.13361849,1.4759495,-18.6684525,12.4145215,9.56748476,-32.9658479,1.29757421,517.288821,False,False
951876267,HVA,VISpm,evaluation,aperture,0.00490774089,0.00116386888,1.51086599,1.47861808,642.101177,0.148589066,0.364398432,0.662178947,0.439172795,0.354137786,True,12,0.710859065,0.710859066,7.55662755e-10,1.47745421,1.50595825,0.364398432,0.485163176,-21.7269591,-14.1385374,17.0952898,9.55985787,39.4655494,1.78823682,711.759434,False,False
951876267,HVA,VISpm,evaluation,point,0.00489322899,0.00114933735,1.51088415,1.47861145,759.473459,0.155312139,0.364228115,0.664362753,0.440091368,0.355248917,True,16,0.710859348,0.710859348,1.2292023e-10,1.47746211,1.50599092,0.364228115,0.486567679,-21.7305649,-14.0853004,17.874086,10.8651829,39.1692504,1.64507917,845.797143,False,False
951876294,HVA,VISpm,evaluation,aperture,0.00112606395,0.00257879719,1.26157051,1.27816382,1675.82988,0.418688156,0.754446364,0.494029568,0.615108712,0.49253493,True,19,0.797556802,0.797556804,1.18476251e-09,1.27558502,1.26044445,0.754446364,0.53389107,-15.4464635,-11.272895,48.5030724,10.6045695,10.752128,4.57378984,2240.10112,False,False
951876294,HVA,VISpm,evaluation,point,0.00119066362,0.00257082771,1.26160235,1.27816307,1882.1374,0.415787051,0.753783327,0.495293195,0.615867683,0.493230801,True,23,0.797568532,0.797568534,1.95480598e-09,1.27559224,1.26041169,0.753783327,0.534797226,-15.4840403,-11.2690479,48.7765123,11.8195142,10.7456181,4.1267781,2510.82069,False,False
951876309,HVA,VISpm,evaluation,aperture,-0.0258972048,0.00502418316,1.34156539,1.09070842,2288.89323,-2.26772578,0.23264398,0.0499979756,0.124259499,0.637312666,True,49,0.439798214,0.439798215,6.90855317e-10,1.08568424,1.36746259,0.23264398,0.27052338,2.52556452,-8.7245948,50,2.18271342,10.8923355,22.9072674,475.304638,False,True
951876309,HVA,VISpm,evaluation,point,-0.0210736411,0.00541936039,1.34171243,1.09070293,2540.92806,-0.789947425,0.227051337,0.0652891154,0.151258476,0.673373343,True,40,0.439832664,0.439832665,9.67560143e-10,1.08528357,1.36278607,0.227051337,0.296640311,8.02601166,-7.8572505,50,6.74868513,10.4341526,7.40885062,1469.58429,False,True
951876322,HVA,VISpm,evaluation,aperture,-0.000331062887,-4.40306615e-05,1.85034573,2.02953107,1408.84229,-0.00953244584,1.23506361,2.19876055,1.76180309,1.47741338,True,10,1.53465775,1.53465776,1.6043864e-09,2.0295751,1.85067679,1.23506361,1.81265901,5.64466917,-22.1089421,22.1065021,14.5367549,-1.42046087,1.52073158,1399.56421,False,False
951876322,HVA,VISpm,evaluation,point,-0.000337046379,-4.4210677e-05,1.85034674,2.02954521,1531.89524,-0.00872226146,1.23467341,2.19956152,1.76297358,1.47808456,True,11,1.53466706,1.53466706,5.56899193e-10,2.02958942,1.85068379,1.23467341,1.81353989,5.64346667,-22.1123792,22.6869955,15.4106547,-1.47136473,1.47216298,1522.66163,False,False
951876443,HVA,VISpm,evaluation,aperture,-6.98497342e-05,-1.04852101e-05,1.52448111,1.54596249,408.756034,-0.00104280917,0.539185402,2.87699021,1.72899071,0.665343965,True,8,0.867522414,0.867522414,7.38109351e-10,1.54597298,1.52455096,0.539185402,1.75710829,-20.0539077,-10.7088328,9.8067101,9.56360418,-71.3370665,1.02541991,408.460684,False,False
951876443,HVA,VISpm,evaluation,point,-9.5806426e-05,-1.00283894e-05,1.5244303,1.54607328,526.670853,-0.000818047789,0.538505809,2.89407717,1.74085572,0.669262212,True,10,0.867597624,0.867597625,9.43803924e-10,1.54608331,1.52452611,0.538505809,1.76806503,-20.0286869,-10.7150047,11.1135973,10.8750945,-67.2614516,1.0219311,526.372301,False,False
951876455,HVA,VISpm,evaluation,aperture,-0.000705734147,8.11329948e-05,2.56075914,2.57711744,1694.06497,-0.00824298638,2.82710696,3.91879346,4.0025619,3.01843737,True,11,2.30006447,2.30006447,6.62208066e-11,2.57703631,2.56146487,2.82710696,3.64659758,-11.2106198,-10.3913859,27.1225339,14.2597886,1.40710123,1.90202918,1684.41335,False,False
951876455,HVA,VISpm,evaluation,point,-0.000709918009,8.34679443e-05,2.56075313,2.57710415,1827.92949,-0.00777015206,2.82675667,3.92246514,4.00669043,3.02181407,True,11,2.30004581,2.30004581,3.60738106e-11,2.57702068,2.56146305,2.82675667,3.65032322,-11.2068468,-10.3944667,27.587426,15.132263,1.42881735,1.82308661,1818.11098,False,False
951876468,HVA,VISpm,calibration,aperture,0.00413475664,0.0011210313,1.86413879,1.6931388,222.434801,-0.0526362019,0.411784299,2.14059151,2.33795748,9.41857997e-30,True,11,0.842253186,0.842253186,1.96827443e-10,1.69201777,1.86000403,0.411784299,1.49284966,1.04014653,-11.0049398,8.85040128,5.56402879,68.7801912,1.59064621,214.465609,False,False
951876468,HVA,VISpm,calibration,point,0.00415780254,0.0011741152,1.86312088,1.69361802,351.918821,-0.029420431,0.410842342,2.18959728,2.43044266,1.57608955e-32,True,10,0.842311009,0.84231101,3.13968296e-10,1.6924439,1.85896308,0.410842342,1.54001331,1.07683354,-11.0032872,10.2817432,7.70041233,65.9748715,1.33521982,344.81493,False,False
951876493,HVA,VISpm,calibration,aperture,8.55649533e-05,4.77103704e-05,1.56006971,1.62748563,1072.52897,0.005854298,0.718798702,0.916071361,0.775115387,0.866140264,True,9,0.999934103,0.999934104,1.76146542e-10,1.62743792,1.55998415,0.718798702,0.852442337,27.3355447,-10.406224,18.1501863,13.623382,87.1232385,1.33228198,1076.89002,False,False
951876493,HVA,VISpm,calibration,point,8.34522621e-05,4.84029441e-05,1.56007099,1.62748186,1189.54944,0.00525187141,0.718722783,0.917178957,0.776165673,0.867169776,True,9,0.999931756,0.999931756,1.55088165e-11,1.62743346,1.55998754,0.718722783,0.853504802,27.3433915,-10.4124086,18.844795,14.546775,87.1006971,1.29546206,1193.88767,False,False
951876505,HVA,VISpm,evaluation,aperture,0.00610949208,-0.000516859306,0.761319381,0.524408911,79.0699547,-0.133338607,0.0337548321,1.7180935,3.15059955,2.74704042,True,10,0.190466697,0.190466697,5.68026182e-12,0.52492577,0.755209889,0.0337548321,2.53857782,-17.86959,-2.1508469,6.34571212,2.60847617,15.5290563,2.43272765,72.0895924,False,False
951876505,HVA,VISpm,evaluation,point,0.00610399044,0.00273818261,0.750093824,0.519526488,218.923559,-0.0201306641,0.0306490251,2.05194913,3.74155789,3.27652632,True,10,0.189104157,0.189104157,1.00144892e-12,0.516788305,0.743989834,0.0306490251,3.02334445,-18.0611749,-2.78181613,8.52571553,5.81428611,17.7137915,1.46633918,215.89002,False,False
951876517,HVA,VISpm,calibration,aperture,-0.000897460352,0.000339919186,0.911630585,0.958557849,95.1838155,0.130844069,0.103739471,0.289023535,0.011998637,0.564119816,True,18,0.308965265,0.308965266,1.3047412e-09,0.95821793,0.912528045,0.103739471,0.288380663,0.333572465,16.186532,5.40779045,4.42512879,-48.6396661,1.22206397,104.220007,False,False
951876517,HVA,VISpm,calibration,point,0.0010135504,-0.000275933837,0.912251203,0.958705969,210.378342,-0.122543557,0.104633742,0.35140327,2.28302312e-36,0.691339695,True,31,0.308956286,0.308956287,2.64663624e-10,0.958981903,0.911237653,0.104633742,0.347580988,0.38442893,15.8588555,7.30549728,6.07374604,19.4708199,1.20279927,193.246547,False,False
951876533,HVA,VISpm,evaluation,aperture,0.0165412895,0.0193011745,3.66327829,4.04091344,1426.46457,1.54467814,1.40054478,1.45052988,1.47050788,1.33827347,True,27,3.04860687,3.04860688,2.38489184e-09,4.02161227,3.646737,1.40054478,1.41977041,-35.7276264,-12.1408017,50,19.1108547,29.6639516,2.61631418,4161.55313,False,True
951876533,HVA,VISpm,evaluation,point,0.0165305015,0.019267961,3.66331679,4.04092418,1554.0738,1.46786676,1.40183339,1.44969264,1.46958604,1.33730197,True,26,3.04863349,3.04863349,1.16339516e-09,4.02165622,3.64678629,1.40183339,1.41886022,-35.5491154,-12.0543689,50,19.7409582,29.6613216,2.53280512,4298.7636,False,True
951876559,HVA,VISpm,evaluation,aperture,-0.000179518107,3.86107042e-05,1.86925334,1.66971896,39.0589601,0.00618501481,0.247103054,0.486942598,0.41177187,2.74606692e-26,True,21,0.689245114,0.689245134,2.02493718e-08,1.66968035,1.86943286,0.247103054,0.299571489,29.4990915,19.0355647,4.5034695,2,5.07679994,2.25173475,39.2267702,True,False
951876559,HVA,VISpm,evaluation,point,0.000246917745,0.00172282224,1.88790978,1.65462906,33.6388812,0.527563864,0.248904318,2.01057154,1.80247109,5.51838385e-36,True,59,0.684833338,0.685164528,0.000331190125,1.65290624,1.88766286,0.248904318,1.27101421,28.7004257,16.9813789,5.56406459,2.00104382,28.6458812,2.78058108,48.4902129,False,False
951876597,HVA,VISpm,calibration,aperture,-0.0048156477,0.00674890594,1.30851109,1.2818582,782.61753,0.97088553,0.39983697,0.256676128,0.403600513,0.909256965,True,18,0.616944202,0.616944202,2.43300713e-10,1.27510929,1.31332674,0.39983697,0.523177869,0.93904664,-60,49.9999977,7.04433377,58.2914169,7.09790298,1533.96425,False,True
951876597,HVA,VISpm,calibration,point,-0.00499324309,0.00671087011,1.30852766,1.28192362,949.846303,1.01277804,0.399709345,0.259209714,0.404299383,0.9179335,True,23,0.616999152,0.616999152,4.93105556e-12,1.27521275,1.3135209,0.399709345,0.527147532,1.02167989,-60,49.9999994,8.80145711,58.3568032,5.68087747,1916.59303,False,True
951876609,HVA,VISpm,calibration,aperture,0.00933712323,0.00306015821,1.20492078,1.17815795,1714.39996,-0.403671705,0.208504667,0.447057684,0.428704741,0.399460448,True,22,0.485791989,0.485791995,6.53745191e-09,1.17509779,1.19558366,0.208504667,0.425074291,33.4273131,-2.5178211,37.1783895,8.00385024,69.1499558,4.64506311,1295.96973,False,False
951876609,HVA,VISpm,calibration,point,0.0093661771,0.00300039851,1.20493456,1.1781872,1931.32899,-0.328699287,0.208854406,0.454583097,0.433130974,0.401954958,True,15,0.48577553,0.48577553,1.18097754e-10,1.1751868,1.19556838,0.208854406,0.429889676,33.3906747,-2.39544642,37.6303457,9.38348959,68.9242515,4.01027202,1537.82853,False,False
951876633,HVA,VISpm,calibration,aperture,-0.000111691771,0.000154438926,0.548987745,0.606703266,1920.97725,0.00909754434,2.1548637,0.219603991,1.39626076,1.6815576,True,16,0.526572964,0.526572965,9.62638191e-10,0.606548827,0.549099437,2.1548637,1.09914078,-6.82427303,8.74617328,33.2906495,13.3331651,-3.44378145,2.49683021,1933.12909,False,False
951876633,HVA,VISpm,calibration,point,-0.000110840202,0.000152194435,0.549005632,0.606717999,2087.81708,0.0080287757,2.15398329,0.221521109,1.39657286,1.68155724,True,14,0.526588599,0.526588599,1.25829458e-10,0.606565805,0.549116472,2.15398329,1.09988374,-6.82862791,8.74866643,33.725109,14.2938973,-3.41434092,2.35940614,2099.46843,False,False
951876647,HVA,VISpm,calibration,aperture,-0.0024158676,0.000758561031,1.23506431,1.24856413,1415.96262,-0.145614504,1.50798972,1.78608754,1.17094326,1.77577554,True,13,0.977225407,0.977225407,5.518348e-10,1.24780557,1.23748018,1.50798972,1.57760211,-29.8514738,1.80306581,28.78669,10.2098743,7.28774324,2.81949504,1280.02206,False,False
951876647,HVA,VISpm,calibration,point,-0.00245138098,0.000761444969,1.23512485,1.24854882,1595.35769,-0.135113655,1.50772576,1.79225243,1.17557145,1.78217441,True,18,0.97720642,0.97720642,1.83072002e-10,1.24778738,1.23757623,1.50772576,1.58333276,-29.8726736,1.80251816,29.2481378,11.4046315,7.27529869,2.5645842,1452.72967,False,False
951876660,HVA,VISpm,evaluation,aperture,-0.000858557914,0.00174898733,1.29671795,1.15754353,83.5060142,-0.0352720189,1.46528689,0.83762503,1.58902005,1.23811483,True,11,0.872209043,0.872209043,7.55702168e-11,1.15579454,1.29757651,1.46528689,1.22158664,25.5165339,-8.32174436,9.35544595,2,19.8062292,4.67772298,81.4891559,True,False
951876660,HVA,VISpm,evaluation,point,0.000315982463,0.00197637273,1.29777784,1.15762447,268.16501,-0.0223945289,1.46721966,0.900902491,1.8848052,1.4670364,True,19,0.872162087,0.872162088,4.66786831e-10,1.1556481,1.29746186,1.46721966,1.41758136,26.3691498,-7.31444979,12.0074573,5.04898762,15.9663403,2.37819107,264.034505,False,False
951876672,HVA,VISpm,evaluation,aperture,-0.000862058733,2.3672278e-05,0.828947721,0.771379334,107.286127,-0.0536525411,2.24369135,1.37896223,1.46439474,3.44173028e-19,True,10,0.662608367,0.662608367,3.32090466e-10,0.771355662,0.82980978,2.24369135,0.947785654,9.06583675,-16.9862736,6.42026419,3.69687115,-76.9059073,1.73667513,103.36953,False,False
951876672,HVA,VISpm,evaluation,point,-0.0012244414,3.4064175e-05,0.828964779,0.77146871,233.029661,-0.0372273023,2.24482806,1.5131429,1.63613304,7.40562231e-25,True,13,0.662692443,0.662692444,3.66063402e-10,0.771434646,0.83018922,2.24482806,1.04975865,9.04060642,-17.126538,8.1498309,6.39809585,-66.4741967,1.27379006,227.093482,False,False
951876688,HVA,VISpm,evaluation,aperture,0.0050486388,0.00148931844,1.167083,1.27543098,105.608038,1.713226,0.274481264,0.982042275,1.75751695,2.11280682,True,22,0.545057168,0.545057168,5.51398149e-10,1.27394166,1.16203436,0.274481264,1.61745535,-59.9999885,-15.9425691,22.6294938,3.51357495,46.7626196,6.44058946,346.28158,False,False
951876688,HVA,VISpm,evaluation,point,0.000145346188,0.00242560848,1.16635171,1.27564213,398.274832,0.27106971,0.277853873,1.17419924,2.33589543,2.21373694,True,60,0.544546038,0.544546038,2.15668594e-11,1.27321652,1.16620636,0.277853873,1.90794387,-59.5827178,-19.219021,24.4242052,4.51811424,46.2524033,5.40584054,480.599126,False,False
951876700,HVA,VISpm,evaluation,aperture,-0.00052044225,0.000527568621,0.951726894,0.970208129,84.9812063,-0.513328941,1.87108849,1.6938359,0.0932536199,1.19711136,True,22,0.790729751,0.790729758,7.04014713e-09,0.96968056,0.952247336,1.87108849,0.994733625,3.32232942,7.92922933,6.83534003,2.00000016,-59.1763126,3.41766975,59.5381701,True,False
951876700,HVA,VISpm,evaluation,point,0.00659371886,0.000109315726,0.951906253,0.97053834,226.981524,-1.8444475,1.87737218,9.4616751,2.14459709,8.36868114,True,30,0.790781975,0.790781977,1.55016411e-09,0.970429024,0.945312534,1.87737218,6.65831778,4.89838515,6.61039007,5.61277529,2.5856724,80.9106374,2.17072173,63.2057349,False,False
951876712,HVA,VISpm,evaluation,aperture,-0.00204130105,0.000899429357,4.21986159,4.38405868,1309.27786,-0.0156146384,3.80869346,1.53113825,3.29816241,3.58611654,True,24,3.88139355,3.88187572,0.000482166635,4.38315925,4.22190289,3.80869346,2.80513907,-60,-20.0200205,44.7494682,6.64566035,6.95724366,6.73363758,1295.18364,False,False
951876712,HVA,VISpm,evaluation,point,-0.00187401177,0.000672381446,4.22062265,4.38373595,1517.35893,0.0960425472,3.81053565,1.55762534,3.42098539,3.67062363,True,24,3.88137014,3.88189808,0.000527940483,4.38306357,4.22249666,3.81053565,2.88307812,-60,-19.7229959,43.851157,8.4920712,6.35088296,5.16377641,1621.81014,False,False
951876725,HVA,VISpm,evaluation,aperture,-0.00123668791,0.00053089337,1.23427217,1.27082994,579.46974,-0.0370838649,1.17628716,0.452033164,0.988321847,1.51741692,True,15,0.897742164,0.897742164,2.68975953e-11,1.27029905,1.23550886,1.17628716,0.985923978,-34.5466276,-2.14278503,16.7509109,7.7414738,82.0485264,2.16378836,564.764521,False,False
951876725,HVA,VISpm,evaluation,point,-0.00118309767,0.000517885242,1.23438289,1.27089222,725.917056,-0.0151917924,1.17602618,0.455846511,0.989363637,1.52341509,True,17,0.897805769,0.89780577,5.64894354e-10,1.27037433,1.23556599,1.17602618,0.989541746,-34.6413077,-2.1486435,17.4744347,9.43855152,81.9825602,1.85138945,718.313147,False,False
951876737,HVA,VISpm,evaluation,aperture,0.0023473623,0.00299914962,1.12719258,1.17611756,515.46659,0.44891405,2.78935737,1.59043148,1.63389923,0.851358523,True,18,1.04113832,1.04113835,3.30069625e-08,1.17311841,1.12484522,2.78935737,1.35856308,-25.2450966,-30.3091624,19.133495,8.4437911,-36.5356651,2.26598393,703.618284,False,False
951876737,HVA,VISpm,evaluation,point,0.00234650949,0.00299625606,1.12725286,1.17622168,646.591993,0.430968478,2.78878672,1.58382033,1.63015818,0.84899952,True,18,1.04123071,1.04123071,5.39814637e-10,1.17322542,1.12490635,2.78878672,1.35432601,-25.2495399,-30.4272645,20.0135364,10.0008196,-36.9304054,2.00118962,871.695414,False,False
951876749,HVA,VISpm,calibration,aperture,0.00112875595,0.000331527149,1.33952175,1.33728023,448.131594,-0.127722888,1.48186305,1.00993817,1.24402029,1.87863183,True,13,1.01415192,1.01415192,3.09962722e-10,1.3369487,1.33839299,1.48186305,1.3775301,21.9357763,-33.5922253,11.3575684,8.29213668,26.9372595,1.36967935,410.163625,False,False
951876749,HVA,VISpm,calibration,point,0.00119090439,0.000363883709,1.33956192,1.33728336,573.213459,-0.0871993007,1.48129865,1.01532829,1.24677399,1.88489684,True,10,1.01413863,1.01413863,4.04500211e-10,1.33691948,1.33837102,1.48129865,1.38233304,21.9433006,-33.6712331,12.5512625,9.87129272,28.742787,1.27149127,539.59358,False,False
951876762,HVA,VISpm,evaluation,aperture,-0.000101284127,-1.68365218e-05,1.07144048,1.09876792,17.4206887,0.258411102,3.60474702,1.22910002,1.62844443,0.956946026,True,13,1.01152562,1.01152595,3.23902743e-07,1.09878476,1.07154176,3.60474702,1.27149683,-36.6124519,-21.0258071,2.3923212,2,-36.6794573,1.1961606,20.8379414,True,False
951876762,HVA,VISpm,evaluation,point,0.000304624716,0.000147367434,1.07240003,1.09865122,62.7033193,-0.0853684094,3.60982028,5.86538047,5.98393592,3.65120867,True,78,1.01131738,1.0113174,1.82171958e-08,1.09850385,1.07209541,3.60982028,5.16684169,-35.0636264,-23.723263,4.10930271,3.3023159,11.1763487,1.24436996,59.1006258,False,False
951876773,HVA,VISpm,calibration,aperture,-0.00349602496,0.00126308652,1.16958433,1.17425873,113.091557,0.206808265,0.802656366,0.630016253,1.053701,0.779182156,True,12,0.716444082,0.716444084,1.6924474e-09,1.17299564,1.17308035,0.802656366,0.820966468,-3.69749076,39.2814826,14.9847792,2,11.2566847,7.49238962,130.522587,True,False
951876773,HVA,VISpm,calibration,point,-0.00356842819,0.00106192453,1.16981682,1.17434386,180.653749,-0.0821729552,0.802934595,2.28510902,3.91851297,2.87016521,True,33,0.716666881,0.716666884,2.41912856e-09,1.17328194,1.17338525,0.802934595,3.02459574,-8.06148401,35.6294457,14.5474799,2.69350235,2.14168471,5.40095313,170.651635,False,False
951876787,HVA,VISpm,evaluation,aperture,-0.000485783652,6.22745222e-05,0.752504549,0.797899612,27.4515316,-0.0782991442,0.136263245,5.06229506e-09,0.473937611,0.468575185,True,31,0.259348003,0.259348003,5.0058635e-10,0.797837337,0.752990333,0.136263245,0.314170934,-23.2005086,-6.79277376,2.98511124,2.00000159,18.7568997,1.49255443,26.0013675,True,False
951876787,HVA,VISpm,evaluation,point,0.00260731174,0.000704126794,0.754385961,0.796092065,60.179919,0.0758403134,0.135791641,0.127582273,4.10036577,4.25474403,True,72,0.258933448,0.258933449,2.56894284e-10,0.795387938,0.751778649,0.135791641,2.82756403,-23.9246823,-5.33291663,6.0234432,2.41786283,-2.73568919,2.49122618,63.4281155,False,False
951876814,HVA,VISpm,evaluation,aperture,0.0166602568,0.013536762,0.738056733,0.74677122,839.481258,0.211003496,2.98153059,3.27774693,2.25711581,2.21882031,True,14,0.673506602,0.673506603,3.15427462e-10,0.733234458,0.721396476,2.98153059,2.58456102,-9.29812822,-20.3262103,24.4364672,9.13031238,-24.3194787,2.67641086,971.693698,False,False
951876814,HVA,VISpm,evaluation,point,0.0165567254,0.0135709013,0.738107242,0.746785817,961.170519,0.244938293,2.98094358,3.29207613,2.26608348,2.22951008,True,16,0.673489437,0.673489437,6.75670631e-11,0.733214916,0.721550517,2.98094358,2.5958899,-9.30306355,-20.3378784,24.9702367,10.473847,-24.315422,2.3840559,1139.02751,False,False
951876827,HVA,VISpm,calibration,aperture,-0.000668392385,0.000833357321,0.556608985,0.569838424,589.15875,0.74858118,5.24976812,1.06224428,1.36899435,0.801359265,True,18,0.538470814,0.538470814,7.41343653e-11,0.569005067,0.557277377,5.24976812,1.07753263,-34.2301986,12.0202372,26.7251787,8.50455852,67.4427342,3.14245339,989.868995,False,False
