ecephys_unit_id,group,ecephys_structure_acronym,unit_split,spatial_model,rotation_test_gain,rotation_train_gain,axis_test_poisson_deviance,axis_train_poisson_deviance,axis_area_deg2,rotation_log2_area_ratio,parameter_baseline,parameter_amplitude_0,parameter_amplitude_45,parameter_amplitude_90,success,optimizer_nfev,best_train_anscombe_mse,second_best_train_anscombe_mse,multistart_mse_gap,train_poisson_deviance,test_poisson_deviance,baseline_spikes,mean_amplitude_spikes,center_x_deg,center_y_deg,sigma_major_deg,sigma_minor_deg,major_axis_angle_deg,axis_ratio,latent_halfmax_area_deg2,sigma_lower_bound,sigma_upper_bound
951880514,HVA,VISpm,evaluation,point,-0.00113201409,0.000220434499,1.95720838,1.87435533,54.7478997,-0.185060411,0.414860745,4.03512187,4.10259236,7.08626168,True,21,0.910991915,0.910992438,5.23144504e-07,1.8741349,1.95834039,0.414860745,5.07465864,-36.8192299,-15.8020101,3.67321226,3.01028333,17.9842554,1.22022144,48.1569228,False,False
951880534,HVA,VISpm,calibration,aperture,-2.85903477e-07,7.40428909e-07,0.840611273,0.783968602,17.4278477,-0.000375571361,2.16880759,4.48427084,5.67202783,2.10232141,True,4,0.66196251,0.661962511,1.67896685e-09,0.783967862,0.840611559,2.16880759,4.08620669,25.0599572,-50.3128952,2.00028703,2.00001407,-89.4357204,1.00013648,17.4233114,True,False
951880534,HVA,VISpm,calibration,point,-3.65241937e-05,7.61484503e-05,0.840615074,0.783969694,35.2177041,0.20359194,2.16785447,5.54148086,6.37147296,2.09343119,True,19,0.661929658,0.661931023,1.36571186e-06,0.783893546,0.840651598,2.16785447,4.668795,24.7763352,-39.5633876,4.19066888,2.22207977,-48.0554707,1.88592189,40.5553656,False,False
951880554,HVA,VISpm,evaluation,aperture,-0.000452936266,-0.000113351637,0.846271087,1.01492262,2404.49189,-0.0415926921,0.141924316,0.192540784,0.181617135,0.397243074,True,15,0.382245887,0.382245887,2.33749742e-10,1.01503597,0.846724023,0.141924316,0.257133664,29.6564474,-13.839301,27.1208503,19.7785312,15.0172024,1.37122671,2336.16046,False,False
951880554,HVA,VISpm,evaluation,point,-0.000453784731,-0.000113599478,0.846270358,1.01492315,2518.60866,-0.038291454,0.141902751,0.192647882,0.181690806,0.397328284,True,13,0.382245347,0.382245348,6.34472475e-11,1.01503675,0.846724143,0.141902751,0.257222324,29.6581083,-13.8354406,27.5912083,20.4106938,15.0309812,1.35180159,2452.64005,False,False
951880564,HVA,VISpm,calibration,aperture,2.92793679e-05,4.76233088e-05,1.65108661,1.62127444,17.4255084,0.00184139897,0.17096465,7.39887775,6.32023858,7.42589119e-15,True,27,0.603218298,0.603218596,2.98094309e-07,1.62122682,1.65105733,0.17096465,4.57303878,-19.9660285,52.4060947,2.00310814,2.00000024,89.930367,1.00155395,17.4477638,True,False
951880564,HVA,VISpm,calibration,point,3.84432706e-07,1.77406512e-06,1.65081505,1.62100917,24.5490002,-0.363234757,0.171078681,3.77757422,3.23175201,1.04949291e-20,True,6,0.603196361,0.603196368,7.44656925e-09,1.6210074,1.65081467,0.171078681,2.33644208,-20.0154777,43.9712895,2.19096628,2.00008397,89.9938496,1.09543714,19.084872,True,False
951880585,HVA,VISpm,evaluation,aperture,-0.00111727179,0.00460179425,1.30235058,1.32208419,798.901574,-0.0565730362,1.00610583,5.27872488,6.00990538,6.46640475,True,9,0.962056562,0.962056562,4.02696099e-10,1.3174824,1.30346785,1.00610583,5.918345,6.77094075,-29.4496567,15.7423813,11.2043673,-16.6794466,1.40502189,768.180177,False,False
951880585,HVA,VISpm,evaluation,point,-0.00111603251,0.00466480847,1.30227313,1.32210958,917.722864,-0.0455078711,1.00488775,5.29056544,6.02258282,6.47988852,True,11,0.962021481,0.962021481,6.40711928e-11,1.31744477,1.30338916,1.00488775,5.93101226,6.77155486,-29.4650343,16.5570469,12.3317329,-16.827385,1.34263749,889.226338,False,False
951880603,HVA,VISpm,calibration,aperture,0.0058222225,0.00334032329,2.96639702,2.81044612,4155.31479,-0.0467021223,4.91124864,3.21762221,3.64244373,2.77481249,True,13,2.69147979,2.69147979,3.35102168e-10,2.8071058,2.9605748,4.91124864,3.21162614,-9.15047107,-13.1461134,45.1002475,20.4814611,-11.2944646,2.20200343,4022.95514,False,False
951880603,HVA,VISpm,calibration,point,0.0058163622,0.00334017501,2.96640341,2.81044723,4296.03822,-0.0425360847,4.91046262,3.21845785,3.64315405,2.7756347,True,13,2.69148352,2.69148352,3.33200134e-11,2.80710705,2.96058705,4.91046262,3.21241553,-9.1491355,-13.1474108,45.3878112,21.1017722,-11.292964,2.15090045,4171.22387,False,False
951880624,HVA,VISpm,calibration,aperture,-0.002092142,-4.77008225e-05,1.29624181,1.42155399,1255.22093,-0.153914149,0.567088899,0.63751534,0.317214414,0.15888403,True,25,0.785677333,0.785677337,3.12703763e-09,1.42160169,1.29833395,0.567088899,0.371204595,7.84476617,4.63328893,26.2735447,9.85969312,-5.67862583,2.66474264,1128.20338,False,False
951880624,HVA,VISpm,calibration,point,-0.0019386018,-5.74477724e-05,1.29608908,1.42159879,1435.11805,-0.127234306,0.566322632,0.634819173,0.317590034,0.158689393,True,21,0.785706618,0.785706623,4.48953308e-09,1.42165624,1.29802768,0.566322632,0.3703662,7.75551537,4.61110669,26.8404073,11.240661,-5.46480341,2.38779617,1313.97252,False,False
951880657,HVA,VISpm,evaluation,aperture,0.00278905995,0.00177481593,1.28914793,1.34242313,2768.20164,-0.183229279,0.59355516,0.513525304,0.648421883,0.556695425,True,11,0.75893763,0.75893763,2.28603358e-10,1.34064831,1.28635887,0.59355516,0.572880871,22.3792697,-40.0268744,33.8315205,16.5467752,41.216509,2.04459903,2438.03655,False,False
951880657,HVA,VISpm,evaluation,point,0.00280604453,0.00178034583,1.28914456,1.34242261,2880.68342,-0.160465747,0.593547294,0.514145991,0.648951063,0.557211,True,11,0.758935363,0.758935364,6.23482155e-10,1.34064226,1.28633852,0.593547294,0.573436018,22.3309269,-40.0689473,34.2336477,17.2874932,41.3074772,1.98025516,2577.45167,False,False
951880667,HVA,VISpm,evaluation,aperture,0.0254679856,0.0147817165,1.6113468,1.56956709,461.686279,-0.013045524,0.298329648,9.29846312,5.19360723,2.46800722,True,9,0.830425438,0.830425438,1.6791013e-11,1.55478537,1.58587881,0.298329648,5.65335919,-6.44787727,-19.2925442,12.061816,8.7096729,-45.0505806,1.38487589,457.530314,False,False
951880667,HVA,VISpm,evaluation,point,0.0252075289,0.0150687657,1.61116129,1.56917172,576.201743,0.00451026734,0.296421886,9.37547547,5.24395497,2.49280859,True,12,0.830172942,0.830172942,9.33249034e-11,1.55410295,1.58595376,0.296421886,5.70407968,-6.45611206,-19.2889659,13.118455,10.1168259,-45.1460085,1.29669673,578.005929,False,False
951880678,HVA,VISpm,evaluation,aperture,0.00287538564,-0.00167790846,0.220043277,0.219636009,236.590986,-1.71383995,0.0120414058,0.200380326,0.171015312,0.16314968,True,23,0.0447014953,0.0447014954,4.94211339e-11,0.221313917,0.217167891,0.0120414058,0.178181773,2.60941036,-31.767547,8.28029171,2,53.8678435,4.14014586,72.1241922,True,False
951880678,HVA,VISpm,evaluation,point,-0.00489090997,0.00281242138,0.214356565,0.223628535,200.663642,-0.196440515,0.0131299546,0.301775769,0.275961972,0.189884442,True,15,0.0446294878,0.0446294878,7.49750956e-12,0.220816114,0.219247475,0.0131299546,0.255874061,2.80631841,-33.1964331,10.0056229,4.01869218,51.5720186,2.48977092,175.119377,False,False
951880734,HVA,VISpm,calibration,aperture,4.18386251e-05,8.71793189e-07,1.71375387,1.67899529,1640.84365,0.000265756349,1.03473691,1.63792467,2.03017401,1.8823677,True,9,1.19995697,1.19995697,2.57265542e-10,1.67899442,1.71371203,1.03473691,1.85015546,4.46369983,-26.0661056,23.8211865,15.8189802,-0.105806887,1.50586107,1641.14593,False,False
951880734,HVA,VISpm,calibration,point,4.42882738e-05,1.04301696e-06,1.71375868,1.67900249,1762.30475,0.000369304426,1.03445623,1.63884739,2.03102602,1.88312737,True,10,1.19995968,1.19995969,2.57253774e-10,1.67900145,1.71371439,1.03445623,1.85100026,4.4626424,-26.0672038,24.3561358,16.617989,-0.107147062,1.46564881,1762.75593,False,False
951880744,HVA,VISpm,calibration,aperture,0.00578761492,0.000580346296,2.3582728,2.44726631,1374.91381,0.00465706306,5.69974361,9.09072966,8.16949683,8.82299291,True,8,2.35573368,2.35573368,2.47213361e-10,2.44668596,2.35248519,5.69974361,8.69440647,-12.3186318,-8.77679686,19.0974034,16.5843227,-12.6260337,1.15153351,1379.35924,False,False
951880744,HVA,VISpm,calibration,point,0.00578164913,0.000578150138,2.35826218,2.44727751,1488.58688,0.00452384542,5.69790074,9.09576675,8.17453425,8.82820875,True,8,2.35574564,2.35574564,9.84030635e-11,2.44669936,2.35248053,5.69790074,8.69950325,-12.3184907,-8.7769789,19.7644299,17.3478788,-12.6059507,1.13929952,1493.26195,False,False
951880766,HVA,VISpm,evaluation,aperture,0.00805810806,0.00399410127,0.947723077,0.740423501,302.830464,1.29362752,0.0964933599,0.0911982944,0.311745245,0.000985955787,True,21,0.223738951,0.223738952,8.33707742e-10,0.7364294,0.939664969,0.0964933599,0.134643165,20.6882306,-4.98445389,24.4282745,6.97785802,38.5549262,3.5008271,742.36972,False,False
951880766,HVA,VISpm,evaluation,point,0.00989044336,0.00374568567,0.948880847,0.740239828,490.457744,0.930283204,0.0964709474,0.0940641158,0.316021493,0.00105088227,True,24,0.223738648,0.223738648,3.58673924e-11,0.736494142,0.938990404,0.0964709474,0.137045497,20.5211069,-4.84899565,25.0086502,8.58122253,38.8607649,2.91434584,934.640821,False,False
951880788,HVA,VISpm,evaluation,aperture,4.49673155e-05,4.83439824e-05,1.12121625,1.05489388,2174.63493,0.0611875512,0.206960413,0.133080194,0.303725908,0.158291982,True,44,0.412304912,0.412304912,7.63377694e-11,1.05484554,1.12117128,0.206960413,0.198366028,-31.5502004,32.84246,50,10.4191026,2.18966345,4.79887779,2268.84929,False,True
951880788,HVA,VISpm,evaluation,point,5.11952442e-05,5.16049272e-05,1.12121891,1.05490549,2481.0036,0.0491771919,0.206735752,0.132819582,0.302451875,0.158669884,True,44,0.412309412,0.412309413,9.55489687e-10,1.05485389,1.12116771,0.206735752,0.197980447,-31.2717012,32.9126341,50,11.7884273,2.27969199,4.24144787,2567.03154,False,True
951880798,HVA,VISpm,calibration,aperture,0.000478096216,0.00106491996,1.3708164,1.48266032,1299.17709,-0.0786205271,0.68332194,1.09086571,0.984100516,1.521214,True,14,0.917997686,0.917997686,2.91052848e-10,1.4815954,1.3703383,0.68332194,1.19872674,2.01838532,-30.5186336,21.0787479,13.401428,-15.6465188,1.57287328,1230.27222,False,False
951880798,HVA,VISpm,calibration,point,0.000489933801,0.00106657621,1.37079626,1.48267024,1420.30027,-0.0660197634,0.683018662,1.09136752,0.984744745,1.52157326,True,9,0.918002757,0.918002757,6.73735068e-10,1.48160366,1.37030633,0.683018662,1.19922851,2.02551394,-30.5331951,21.6880827,14.364144,-15.722318,1.50987645,1356.77003,False,False
951880811,HVA,VISpm,calibration,aperture,0.000251162683,4.09869263e-05,0.893605786,0.904820565,268.269155,-0.055092401,2.33515222,0.0708884174,0.385612723,2.0525933,True,27,0.779666823,0.779666825,1.82930826e-09,0.904779578,0.893354623,2.33515222,0.836364814,-14.7018439,-27.6446132,9.97090159,5.9462959,-9.9958701,1.67682567,258.217859,False,False
951880811,HVA,VISpm,calibration,point,0.000197230051,4.0137464e-05,0.89338602,0.904922102,411.543048,-0.0259340024,2.33500868,0.0497338201,0.369903197,2.05810017,True,13,0.779748926,0.779748927,6.54470811e-10,0.904881965,0.89318879,2.33500868,0.825912395,-14.6711777,-27.6120478,11.2900824,8.22064541,-10.1011094,1.37338151,404.211213,False,False
951880821,HVA,VISpm,calibration,aperture,0.0150915242,0.00250259497,1.19439715,1.23742713,3957.90098,-0.97170732,3.68667061,2.12004528,1.99251998,0.78430173,True,31,1.0880687,1.08806871,1.33342355e-08,1.23492454,1.17930563,3.68667061,1.632289,-16.0158765,-14.0115976,35.8197219,12.9367247,-18.3381201,2.7688401,2018.14271,False,False
951880821,HVA,VISpm,calibration,point,0.0150733589,0.00250387947,1.194391,1.23744127,4106.30241,-0.906017711,3.6861251,2.12177079,1.99377325,0.785189625,True,29,1.0880807,1.0880807,4.54029925e-10,1.23493739,1.17931764,3.6861251,1.63357789,-15.9829561,-14.0261927,36.1586324,13.9153808,-18.3428789,2.59846517,2191.3534,False,False
951880833,HVA,VISpm,evaluation,aperture,-0.000489003389,-9.84445676e-06,0.97149085,0.98420964,2396.47588,-0.000168844841,4.80745192,3.13914334,2.44723094,2.10703469,True,11,0.944524906,0.944524907,7.06507408e-10,0.984219484,0.971979853,4.80745192,2.56446966,14.8046389,-24.6413503,28.1983235,19.5116329,2.58150925,1.44520572,2396.19543,False,False
951880833,HVA,VISpm,evaluation,point,-0.000489627113,-9.57496875e-06,0.971495514,0.984210328,2516.06029,-0.000179626742,4.8070724,3.13960181,2.44775446,2.10759054,True,12,0.944525921,0.944525921,6.111045e-11,0.984219903,0.971985141,4.8070724,2.56498227,14.8043808,-24.6431567,28.6493445,20.1626194,2.57711347,1.42091382,2515.74704,False,False
951880845,HVA,VISpm,evaluation,aperture,0.00157848312,0.00491277335,0.749172927,0.780651672,2225.01738,0.344589601,0.11185962,0.13853307,0.232269778,0.303642812,True,23,0.250654675,0.250654676,7.80603138e-10,0.775738899,0.747594444,0.11185962,0.22481522,59.9999998,-2.770105,49.9999926,12.9744795,-38.3829105,3.85371857,2825.30419,False,True
951880845,HVA,VISpm,evaluation,point,0.00156785416,0.00489695883,0.74917614,0.780653385,2352.14327,0.372152861,0.11180601,0.138902173,0.232867645,0.304255025,True,18,0.250657652,0.250657652,3.20302451e-10,0.775756426,0.747608286,0.11180601,0.225341614,60,-2.64732223,49.999997,13.9803369,-38.2619448,3.57645151,3044.33854,False,True
951880857,HVA,VISpm,evaluation,aperture,0.00461359252,0.000315664406,1.34457318,1.25930084,10887.9276,-0.233331685,2.94318598,2.24987805,2.01662811,2.28434332,True,13,1.16537352,1.16537352,5.38328715e-10,1.25898518,1.33995959,2.94318598,2.1836165,21.74907,-50.5963559,50,42.5333955,-33.0892089,1.17554687,9262.01304,False,True
951880857,HVA,VISpm,evaluation,point,0.0187144955,0.0136756311,1.35862237,1.27267308,1597.33287,2.53711421,2.94914005,2.24136022,2.0085265,2.27726786,True,19,1.16537986,1.16537986,1.41243794e-09,1.25899745,1.33990787,2.94914005,2.17571819,21.6661622,-50.3288181,50,42.5762663,-32.6598214,1.17436319,9271.34852,False,True
951880877,HVA,VISpm,evaluation,aperture,0.000154767592,4.45339678e-06,1.64130153,1.53388989,957.644255,0.00967324111,0.734081806,0.299074458,0.597037009,1.15547918,True,11,0.936192654,0.936192654,4.67992312e-12,1.53388544,1.64114676,0.734081806,0.68386355,-22.9537354,13.1148468,15.2354973,14.5296174,9.54235977,1.04858214,964.086815,False,False
951880877,HVA,VISpm,evaluation,point,0.000151188559,4.50902297e-06,1.64128672,1.53388004,1072.46415,0.0085114283,0.733882166,0.299628101,0.597861082,1.15612705,True,12,0.936187767,0.936187768,1.55644164e-09,1.53387553,1.64113553,0.733882166,0.684538746,-22.9512095,13.115572,16.0749839,15.4095197,9.80652094,1.04318527,1078.81004,False,False
951880888,HVA,VISpm,evaluation,aperture,0.00735560134,0.00155548539,1.37296896,1.32199821,963.861513,-0.0630360043,1.91190394,2.78298914,2.77726466,2.90907531,True,10,1.10105021,1.10105021,1.29727096e-09,1.32044272,1.36561336,1.91190394,2.8231097,-25.8930816,2.50592586,17.3189595,12.2324031,-22.861035,1.41582641,922.65409,False,False
951880888,HVA,VISpm,evaluation,point,0.00735496883,0.00155862504,1.37294291,1.32198038,1080.65932,-0.049737078,1.91091835,2.78719041,2.78081407,2.91200346,True,10,1.10103929,1.10103929,1.63758562e-10,1.32042175,1.36558794,1.91091835,2.82666931,-25.8977878,2.50224955,18.0622261,13.2721062,-22.8582432,1.36091634,1044.03835,False,False
951880921,HVA,VISpm,evaluation,aperture,0.00082365105,0.00134606038,5.04244533,4.39531713,36.1855749,0.217457094,2.79119854,1.47666022,2.50147169,3.29454319,True,26,3.75376108,3.75376113,4.27047357e-08,4.39397107,5.04162168,2.79119854,2.42422504,-6.84402806,-29.1944859,4.83015662,2.00000022,-20.2769676,2.41507805,42.072332,True,False
951880921,HVA,VISpm,evaluation,point,0.00376678164,0.00391537807,5.03568704,4.39401443,93.645665,-0.100305682,2.79618865,7.2047367,12.8260465,8.54987026,True,19,3.75003834,3.75003914,7.99380631e-07,4.39009905,5.03192026,2.79618865,9.52688448,-2.92639706,-25.9047803,8.52047193,2.35409334,9.40784431,3.61942824,87.3559838,False,False
951880931,HVA,VISpm,calibration,aperture,0.00781780323,0.0156300678,1.42203015,1.29448087,1786.89581,0.411065555,2.35883489,2.38313898,1.09931844,0.692009053,True,46,1.09225322,1.09225322,6.94130531e-10,1.2788508,1.41421235,2.35883489,1.39148882,49.8470963,-34.3508167,49.9998693,10.9110889,-45.1102816,4.58248208,2375.97733,False,False
951880931,HVA,VISpm,calibration,point,0.00784968195,0.0155685873,1.42202164,1.29447695,1906.38193,0.464811301,2.35844739,2.37774259,1.09728601,0.69169169,True,44,1.09231441,1.09231442,7.7074922e-09,1.27890836,1.41417196,2.35844739,1.38890677,49.564433,-34.0371245,49.9998567,12.0825324,-45.1127669,4.13819348,2631.0679,False,False
951880954,HVA,VISpm,calibration,aperture,0.000112764161,0.000823717448,5.86722386,6.02759622,3098.11724,-0.00821776574,2.19271867,1.26456157,1.14700697,1.31593444,True,25,4.92530888,4.92530888,3.65541819e-09,6.0267725,5.8671111,2.19271867,1.24250099,2.65334351,-32.9764573,45.2662921,15.6258555,-6.58318449,2.89688408,3080.52015,False,False
951880954,HVA,VISpm,calibration,point,0.000110672787,0.000820369461,5.86720447,6.02762626,3277.56,-0.00498381649,2.19237854,1.2649902,1.14720121,1.3157781,True,21,4.92532052,4.92532052,1.96758521e-09,6.02680589,5.8670938,2.19237854,1.2426565,2.67497135,-33.0062319,45.5632247,16.4600288,-6.59471538,2.7681133,3266.25714,False,False
951880964,HVA,VISpm,calibration,aperture,0.00315172908,-1.72990957e-05,1.29327985,1.3424827,2088.28336,-0.0250108673,1.53931598,2.37250317,2.11108543,2.68272012,True,12,1.11127525,1.11127525,1.32787115e-11,1.3425,1.29012812,1.53931598,2.38876957,0.080962057,-2.66229773,30.4789903,15.4616024,-3.77794147,1.97126983,2052.39244,False,False
951880964,HVA,VISpm,calibration,point,0.00314346702,-1.75566235e-05,1.2932775,1.34247463,2227.23986,-0.0235624478,1.53846787,2.37418184,2.11259942,2.68428035,True,12,1.11127025,1.11127025,4.96478414e-11,1.34249219,1.29013403,1.53846787,2.39035387,0.0805094994,-2.66271121,30.9078801,16.2779398,-3.77392196,1.89875872,2191.15947,False,False
951880973,HVA,VISpm,evaluation,aperture,0.0102928622,0.0111355333,0.868394898,0.851602352,3408.87814,0.051581502,2.57140999,3.09348136,3.56536109,4.06004671,True,22,0.757922246,0.757922248,1.44525292e-09,0.840466819,0.858102036,2.57140999,3.57296305,60,-16.4712409,50,16.2242161,14.9281038,3.081813,3532.96273,False,True
951880973,HVA,VISpm,evaluation,point,0.0102953594,0.0110881067,0.868386772,0.851604993,3568.35178,0.0519367887,2.57244696,3.10408992,3.57690229,4.07439076,True,18,0.757948189,0.75794819,1.1411293e-09,0.840516886,0.858091413,2.57244696,3.58512766,60,-16.5146339,50,16.9873979,14.8558898,2.94335838,3699.15214,False,True
951880981,HVA,VISpm,evaluation,aperture,0.00401532871,0.000797928569,1.32454799,1.25278778,254.424273,0.600339702,0.41898408,0.988820993,0.872429647,0.351010616,True,35,0.608848168,0.608848178,1.07210677e-08,1.25198985,1.32053266,0.41898408,0.737420419,32.6148408,-34.4124999,14.6797736,6.03328879,38.8924686,2.43312961,385.725899,False,False
951880981,HVA,VISpm,evaluation,point,0.00317529742,0.000948835586,1.32444252,1.25289716,388.951158,0.466069504,0.419358106,1.01639363,0.894379471,0.359262621,True,32,0.608839576,0.60883958,3.39167816e-09,1.25194832,1.32126722,0.419358106,0.756678575,32.8312763,-34.4650039,15.6961962,7.85952358,38.4533826,1.99709258,537.27418,False,False
951880992,HVA,VISpm,evaluation,aperture,-0.00484318339,0.00218202096,1.29836592,1.2254624,1901.65456,-0.0995591152,1.29160499,1.63185087,1.69857326,2.09484736,True,17,0.953185988,0.953185988,1.06317288e-10,1.22328038,1.3032091,1.29160499,1.80842383,11.8196001,-17.8947674,24.2988295,16.7714521,19.2699718,1.44882086,1774.84875,False,False
951880992,HVA,VISpm,evaluation,point,-0.00484838485,0.00218758207,1.29834987,1.225467,2019.55003,-0.0925842312,1.29139499,1.63272185,1.69941314,2.09582336,True,15,0.953183909,0.953183909,2.62245892e-10,1.22327942,1.30319825,1.29139499,1.80931945,11.8209,-17.8954931,24.8180584,17.5230966,19.3097495,1.41630552,1894.01749,False,False
951881002,HVA,VISpm,calibration,aperture,0.000794208244,0.000781958731,1.20559219,1.15536698,2549.24503,0.588068516,0.455697727,0.456129847,0.304187118,0.406686532,True,17,0.622253179,0.622253179,6.33060271e-12,1.15458502,1.20479798,0.455697727,0.389001165,28.2687569,-13.4756286,45.5290009,19.3261077,-12.0452877,2.35582879,3832.10892,False,False
951881002,HVA,VISpm,calibration,point,0.000797642889,0.000780861864,1.20559484,1.15536567,2679.56121,0.573149844,0.455636309,0.456239201,0.304274866,0.406789561,True,15,0.622253083,0.622253083,8.29524227e-11,1.15458481,1.2047972,0.455636309,0.38910121,28.2744103,-13.4749444,45.8168323,19.9787627,-12.0429639,2.29327677,3986.56617,False,False
951881021,HVA,VISpm,evaluation,aperture,0.0233885306,0.0192426289,1.17373529,1.05692294,1142.53957,1.02807222,0.85485344,0.856430276,0.517028496,0.616894866,True,18,0.69226609,0.692266091,1.82714877e-09,1.03768031,1.15034676,0.85485344,0.663451213,-0.622660511,-1.32140508,43.1625305,12.3948021,32.5335252,3.48230896,2329.97803,False,False
951881021,HVA,VISpm,evaluation,point,0.023625304,0.019241676,1.17394135,1.05694085,1241.67727,1.03703772,0.854080765,0.856415607,0.518212023,0.617393847,True,21,0.692279857,0.692279858,1.62932556e-10,1.03769917,1.15031605,0.854080765,0.664007159,-0.649365023,-1.32547388,43.533516,13.4387575,32.4983638,3.23940038,2547.93409,False,False
951881030,HVA,VISpm,evaluation,aperture,0.0332182078,0.0135953884,1.29618598,1.33270402,1056.27462,0.122546453,0.989193102,3.95966573,2.92748096,2.39289578,True,14,0.968109888,0.968109888,6.34392539e-12,1.31910863,1.26296777,0.989193102,3.09334749,7.37919795,-18.586458,19.7859995,13.3445422,-42.5269612,1.48270351,1149.91835,False,False
951881030,HVA,VISpm,evaluation,point,0.0331233212,0.0135365343,1.29615919,1.33269761,1169.47541,0.121890253,0.988305356,3.96163045,2.92941101,2.39540542,True,14,0.968160814,0.968160814,2.51068055e-10,1.31916108,1.26303587,0.988305356,3.09548229,7.38362144,-18.595802,20.4314613,14.3014133,-42.5993884,1.42863232,1272.57597,False,False
951881040,HVA,VISpm,calibration,aperture,-0.00125116968,0.00100449643,1.08370026,1.09103381,664.504166,-0.478561776,2.50775544,1.66947207,0.762985094,1.48307627,True,22,0.946549108,0.946549114,6.06126616e-09,1.09002931,1.08495143,2.50775544,1.30517781,14.8316178,-3.18933847,14.7337166,7.43222101,-69.9007431,1.98241099,476.909813,False,False
951881040,HVA,VISpm,calibration,point,-0.00117990086,0.000991971089,1.08370911,1.0910349,787.754991,-0.339577823,2.50650776,1.68141176,0.764936956,1.48872767,True,18,0.946570403,0.946570404,4.52226701e-10,1.09004293,1.08488901,2.50650776,1.31169213,14.8027804,-3.2039606,15.6337909,9.14320434,-70.0996308,1.70988094,622.541135,False,False
951881049,HVA,VISpm,calibration,aperture,-0.00363222401,0.000740770396,3.10708582,2.85118238,741.037472,0.0016595402,2.34357538,9.18307207,10.8876031,12.1405021,True,7,2.44345325,2.44345325,1.54843693e-10,2.85044161,3.11071804,2.34357538,10.7370591,10.8290801,-23.8372138,14.2563836,11.9488205,5.08413867,1.19312058,741.890382,False,False
951881049,HVA,VISpm,calibration,point,-0.00353622774,0.000718132417,3.10680605,2.85134831,857.393634,0.00154477526,2.34136677,9.20215569,10.907404,12.1629511,True,7,2.44363257,2.44363257,9.3203667e-11,2.85063018,3.11034228,2.34136677,10.7575036,10.8257427,-23.8447272,15.1483218,13.009944,4.98754058,1.16436488,858.312186,False,False
951881060,HVA,VISpm,evaluation,aperture,-0.000637471263,0.00232952697,1.78449338,1.57423128,321.688186,0.156783448,0.624406654,2.26291366,2.27985223,1.92852781,True,17,0.900953116,0.900953117,4.11885637e-10,1.57190175,1.78513085,0.624406654,2.1570979,-10.9706148,-40.6468647,13.5177462,6.09146865,-22.8076432,2.2191276,358.617627,False,False
951881060,HVA,VISpm,evaluation,point,-0.000661454924,0.00217133226,1.78483873,1.57428649,428.530745,0.213347357,0.623839247,2.27883228,2.28927731,1.93557103,True,15,0.90113165,0.90113165,8.93041197e-12,1.57211516,1.78550018,0.623839247,2.16789354,-11.2602584,-40.2369817,14.347989,7.95077706,-20.9717729,1.8046021,496.827858,False,False
951881082,HVA,VISpm,calibration,aperture,0.000295356848,0.00123169792,1.15363425,1.14351943,4486.44021,-0.0582632704,0.21255711,0.0694318798,0.103086149,0.320158549,True,20,0.46330668,0.463306681,1.47229612e-09,1.14228773,1.15333889,0.21255711,0.164225526,12.3836658,29.8290488,50,19.7873465,-12.8499253,2.52686736,4308.86505,False,True
951881082,HVA,VISpm,calibration,point,0.000296662256,0.00122259984,1.15361988,1.14353229,4619.35932,-0.0552677189,0.212611983,0.0693748902,0.10306357,0.320381022,True,19,0.463313469,0.46331347,8.81658357e-10,1.14230969,1.15332322,0.212611983,0.164273161,12.3303531,29.8456811,50,20.4159301,-12.7924744,2.44906794,4445.74455,False,True
951881091,HVA,VISpm,calibration,aperture,0.0239898854,0.00542222754,1.76454237,1.60772352,346.629392,2.30250917,0.458984274,0.884020999,0.600006515,0.259174905,True,23,0.819451328,0.819451331,2.74475287e-09,1.60230129,1.74055248,0.458984274,0.581067473,60,3.35194386,47.3944403,8.28432219,37.8930273,5.72097985,1709.9748,False,False
951881091,HVA,VISpm,calibration,point,0.00940658053,0.00461875797,1.76429577,1.60776036,473.537025,1.23342916,0.471194873,1.17793067,0.860945613,0.301177135,True,78,0.819382355,0.819382362,7.29056271e-09,1.6031416,1.75488919,0.471194873,0.780017807,59.9999112,2.09451638,41.1971639,6.20555267,32.3547808,6.63875824,1113.40487,False,False
951881113,HVA,VISpm,calibration,aperture,-0.000477016419,0.000506013152,0.830969253,0.786015614,2586.47342,0.0568985739,0.0852703954,0.226059766,0.14748341,0.229750874,True,19,0.256752931,0.256752932,3.65807828e-10,0.785509601,0.831446269,0.0852703954,0.201098016,-2.22462403,34.4411269,50,12.3555153,-2.82091438,4.04677577,2690.51983,False,True
951881113,HVA,VISpm,calibration,point,-0.000477301767,0.000498247356,0.830957383,0.786041938,2818.29883,0.0486037182,0.0852519791,0.226445704,0.147662812,0.230051891,True,19,0.256759174,0.256759174,7.79572795e-10,0.785543691,0.831434685,0.0852519791,0.201386802,-2.2008172,34.462704,50,13.3857554,-2.78672215,3.73531404,2914.86347,False,True
951881123,HVA,VISpm,evaluation,aperture,0.000206756947,4.41048157e-05,0.907984318,0.871840139,1034.85187,0.00730901489,0.183895236,0.448042503,0.368915484,0.402063488,True,9,0.334294935,0.334294935,1.8329005e-11,0.871796034,0.907777561,0.183895236,0.406340492,6.33630067,-27.9745438,19.0326548,12.5479772,-1.63184311,1.51679067,1040.10796,False,False
