ecephys_unit_id,group,ecephys_structure_acronym,unit_split,spatial_model,gaze_condition,gaze_gain_x,gaze_gain_y,success,optimizer_status,optimizer_nfev,center_bound,sigma_lower_bound,sigma_upper_bound,censored,baseline_spikes,amplitude_0_spikes,amplitude_45_spikes,amplitude_90_spikes,mean_amplitude_spikes,center_x_deg,center_y_deg,sigma_x_deg,sigma_y_deg,latent_halfmax_area_deg2,train_poisson_deviance,test_poisson_deviance,train_anscombe_rmse,test_anscombe_rmse,point_nominal_test_deviance,point_nominal_area_deg2,point_nominal_center_x_deg,point_nominal_center_y_deg,point_nominal_sigma_x_deg,point_nominal_sigma_y_deg,same_model_nominal_test_deviance,same_model_nominal_area_deg2,deviance_improvement_vs_point_nominal,gaze_deviance_improvement_within_model,log2_latent_area_vs_point_nominal,log2_sigma_x_vs_point_nominal,log2_sigma_y_vs_point_nominal,point_nominal_edge_distance_deg,log2_gaze_area_ratio_within_model
951871720,HVA,VISrl,evaluation,point,nominal,0,0,True,2,15,False,False,False,False,4.76055062,4.13061881,4.11728297,4.13692226,4.12827468,-17.0008408,-9.60726609,16.4063763,25.4171825,1816.12362,2.00890762,1.9151093,1.40539321,1.36793765,1.9151093,1816.12362,-17.0008408,-9.60726609,16.4063763,25.4171825,1.9151093,1816.12362,0,0,0,0,0,22.9991592,0
951871720,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,5,False,False,False,False,4.76056504,4.12639474,4.11353531,4.13920487,4.12637831,-16.9986416,-9.79634838,16.4026109,25.4595934,1818.73647,2.00894663,1.91518118,1.40542628,1.36800867,1.9151093,1816.12362,-17.0008408,-9.60726609,16.4063763,25.4171825,1.9151093,1816.12362,-7.1881935e-05,-7.1881935e-05,0.00207411248,-0.000331145572,0.00240525805,22.9991592,0.00207411248
951871720,HVA,VISrl,evaluation,aperture,nominal,0,0,True,2,16,False,False,False,False,4.76111109,4.12855296,4.11487314,4.13440182,4.12594264,-16.9965786,-9.60368768,15.5960912,24.9122947,1692.1343,2.00891748,1.91514629,1.40539292,1.36794671,1.9151093,1816.12362,-17.0008408,-9.60726609,16.4063763,25.4171825,1.91514629,1692.1343,-3.6991772e-05,0,-0.102018326,-0.0730721243,-0.0289462014,22.9991592,0
951871720,HVA,VISrl,evaluation,aperture,gaze_corrected,0,0.5,True,2,6,False,False,False,False,4.76174328,4.12511483,4.11191699,4.13776475,4.12493219,-16.9979069,-9.7943744,15.5885992,24.9343589,1692.8194,2.00893496,1.91515373,1.40542612,1.36800184,1.9151093,1816.12362,-17.0008408,-9.60726609,16.4063763,25.4171825,1.91514629,1692.1343,-4.44354219e-05,-7.44364994e-06,-0.101434339,-0.0737653307,-0.0276690087,22.9991592,0.000583986407
951871734,HVA,VISrl,calibration,point,nominal,0,0,True,2,15,True,False,False,True,1.5499853,9.0748346,1.23730037,1.32722563e-13,3.43737832,-60,5.33410723,20.8293547,16.5195749,1498.58028,1.34928448,1.39604099,1.0205884,1.03708459,1.39604099,1498.58028,-60,5.33410723,20.8293547,16.5195749,1.39604099,1498.58028,0,0,0,0,0,-20,0
951871734,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,4,True,False,False,True,1.55003516,9.07383792,1.23931761,3.39759924e-13,3.43771851,-60,5.27062913,20.8051213,16.569024,1501.31736,1.34943608,1.39677347,1.02072086,1.03739602,1.39604099,1498.58028,-60,5.33410723,20.8293547,16.5195749,1.39604099,1498.58028,-0.000732489077,-0.000732489077,0.00263261182,-0.00167945023,0.00431206205,-20,0.00263261182
951871734,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,15,True,False,False,True,1.54991327,9.04564832,1.23486517,1.2910799e-15,3.42683783,-60,5.33000121,20.230298,15.7438813,1387.13719,1.34930658,1.39601721,1.02059983,1.03707352,1.39604099,1498.58028,-60,5.33410723,20.8293547,16.5195749,1.39601721,1387.13719,2.37724082e-05,0,-0.111485886,-0.0421005788,-0.069385307,-20,0
951871734,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,4,True,False,False,True,1.54996935,9.04502786,1.23678531,3.16309703e-13,3.42727106,-60,5.26692822,20.2045892,15.7960631,1389.96611,1.3494588,1.39675032,1.0207325,1.03738523,1.39604099,1498.58028,-60,5.33410723,20.8293547,16.5195749,1.39601721,1387.13719,-0.000709329469,-0.000733101877,-0.108546656,-0.0439351294,-0.0646115266,-20,0.00293922979
951871759,HVA,VISrl,evaluation,point,nominal,0,0,True,2,13,False,False,False,False,0.628008085,3.4020439,1.44891458,0.061554216,1.63750423,-34.8295404,20.2935943,13.8620109,20.2649686,1223.42542,1.31193897,1.42232556,0.881227216,0.91851952,1.42232556,1223.42542,-34.8295404,20.2935943,13.8620109,20.2649686,1.42232556,1223.42542,0,0,0,0,0,5.17045957,0
951871759,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,6,False,False,False,False,0.62785615,3.41409561,1.45861891,0.0639287201,1.64554775,-34.8343689,20.2057922,13.8496859,20.2197685,1219.61127,1.31122912,1.42291783,0.880964218,0.918842623,1.42232556,1223.42542,-34.8295404,20.2935943,13.8620109,20.2649686,1.42232556,1223.42542,-0.000592268652,-0.000592268652,-0.00450476872,-0.00128330508,-0.00322146364,5.17045957,-0.00450476872
951871759,HVA,VISrl,evaluation,aperture,nominal,0,0,True,2,12,False,False,False,False,0.628277656,3.40137569,1.44888098,0.0610384894,1.63709839,-34.7865625,20.2905769,12.8409021,19.6133064,1096.86121,1.31188012,1.42223698,0.881200189,0.918480015,1.42232556,1223.42542,-34.8295404,20.2935943,13.8620109,20.2649686,1.42223698,1096.86121,8.85798248e-05,0,-0.157545175,-0.11039,-0.0471551751,5.17045957,0
951871759,HVA,VISrl,evaluation,aperture,gaze_corrected,0,0.5,True,2,5,False,False,False,False,0.628106303,3.41301897,1.45845511,0.0632397883,1.64490462,-34.7984421,20.2059523,12.8404335,19.5627259,1093.9926,1.31117092,1.42283298,0.880937147,0.918804089,1.42232556,1223.42542,-34.8295404,20.2935943,13.8620109,20.2649686,1.42223698,1096.86121,-0.000507421533,-0.000596001358,-0.161323184,-0.110442654,-0.0508805301,5.17045957,-0.00377800832
951871786,HVA,VISrl,calibration,point,nominal,0,0,True,2,8,False,False,False,False,0.585648913,3.94028247,2.74001464,3.24365602,3.30798438,-14.8775689,-18.5540258,14.5967849,12.7972073,813.537809,2.63129423,2.07696419,1.28239829,1.14422066,2.07696419,813.537809,-14.8775689,-18.5540258,14.5967849,12.7972073,2.07696419,813.537809,0,0,0,0,0,21.4459742,0
951871786,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,5,False,False,False,False,0.582740146,3.92348439,2.71297668,3.23886117,3.29177408,-14.798462,-18.6718917,14.6326248,12.9129863,822.913631,2.62954404,2.07122541,1.28207055,1.14191878,2.07696419,813.537809,-14.8775689,-18.5540258,14.5967849,12.7972073,2.07696419,813.537809,0.00573877076,0.00573877076,0.0165316234,0.00353794965,0.0129936738,21.4459742,0.0165316234
951871786,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,8,False,False,False,False,0.586330476,3.92773499,2.73099651,3.23447152,3.29773434,-14.8832347,-18.5503868,13.6729193,11.7266297,698.296382,2.63142161,2.07715816,1.2824325,1.14428674,2.07696419,813.537809,-14.8775689,-18.5540258,14.5967849,12.7972073,2.07715816,698.296382,-0.00019397311,0,-0.220369899,-0.0943293262,-0.126040573,21.4459742,0
951871786,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,5,False,False,False,False,0.583433167,3.9117681,2.70451546,3.23039381,3.28222579,-14.804482,-18.6688686,13.710765,11.8519312,707.711316,2.62965409,2.07137303,1.28210055,1.14197097,2.07696419,813.537809,-14.8775689,-18.5540258,14.5967849,12.7972073,2.07715816,698.296382,0.00559115286,0.00578512597,-0.201048409,-0.0903415613,-0.110706848,21.4459742,0.0193214905
951871827,HVA,VISrl,evaluation,point,nominal,0,0,True,2,41,True,False,False,True,0.290528823,0.719487489,1.21288293,1.27844784,1.07027275,59.9999519,-35.3808873,21.1220049,3.08810981,284.075123,0.969392499,1.03649757,0.62919963,0.653733199,1.03649757,284.075123,59.9999519,-35.3808873,21.1220049,3.08810981,1.03649757,284.075123,0,0,0,0,0,-19.9999519,0
951871827,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,107,True,True,False,True,0.291950839,5658.34395,12311.0502,9214.45433,9061.28282,60,-49.5037235,25.0284957,2.00000347,218.007195,0.961697344,1.02137147,0.625945907,0.650932405,1.03649757,284.075123,59.9999519,-35.3808873,21.1220049,3.08810981,1.03649757,284.075123,0.0151260953,0.0151260953,-0.381896749,0.244824804,-0.626721553,-19.9999519,-0.381896749
951871827,HVA,VISrl,evaluation,aperture,nominal,0,0,True,2,20,True,True,False,True,0.290538924,0.242734966,0.412479093,0.439266687,0.364826915,60,-37.2646526,20.4972223,2,178.537865,0.969370031,1.03646304,0.629193258,0.653726488,1.03649757,284.075123,59.9999519,-35.3808873,21.1220049,3.08810981,1.03646304,178.537865,3.45342564e-05,0,-0.670042418,-0.0433183627,-0.626724055,-19.9999519,0
951871827,HVA,VISrl,evaluation,aperture,gaze_corrected,0,0.5,True,2,13,True,True,False,True,0.290108912,0.217152009,0.412030636,0.417127957,0.348770201,60,-38.7905912,22.8575692,2,199.097299,0.969226209,1.03571967,0.629113759,0.653477594,1.03649757,284.075123,59.9999519,-35.3808873,21.1220049,3.08810981,1.03646304,178.537865,0.000777896581,0.000743362325,-0.512798845,0.11392521,-0.626724055,-19.9999519,0.157243573
951871840,HVA,VISrl,evaluation,point,nominal,0,0,True,2,12,False,False,False,False,0.51553801,2.60281052,3.10432407,1.26227463,2.32313641,-9.45252845,-52.4365762,11.9336834,16.1475403,839.240085,1.80256301,2.11018287,0.994326424,1.07588324,2.11018287,839.240085,-9.45252845,-52.4365762,11.9336834,16.1475403,2.11018287,839.240085,0,0,0,0,0,-12.4365762,0
951871840,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,11,False,False,False,False,0.519448268,1.80912691,2.12711689,0.939091393,1.62511173,-9.74686576,-39.4372986,11.865042,9.79660119,506.232517,1.80568058,2.09806939,0.995203925,1.0725783,2.11018287,839.240085,-9.45252845,-52.4365762,11.9336834,16.1475403,2.11018287,839.240085,0.0121134735,0.0121134735,-0.729283408,-0.00832220476,-0.720961203,-12.4365762,-0.729283408
951871840,HVA,VISrl,evaluation,aperture,nominal,0,0,True,2,12,False,False,False,False,0.515975509,2.528937,3.01109368,1.22790579,2.25597882,-9.45147328,-51.6318155,10.7518402,14.9841813,701.650999,1.80249128,2.10980158,0.994302673,1.07578169,2.11018287,839.240085,-9.45252845,-52.4365762,11.9336834,16.1475403,2.10980158,701.650999,0.000381285851,0,-0.258329973,-0.150455812,-0.107874161,-12.4365762,0
951871840,HVA,VISrl,evaluation,aperture,gaze_corrected,0,0.5,True,2,10,False,False,False,False,0.519414115,1.80041756,2.12106296,0.935416589,1.6189657,-9.71081449,-39.8869343,10.6229284,8.75110827,404.867244,1.8055548,2.09804686,0.995186562,1.07255761,2.11018287,839.240085,-9.45252845,-52.4365762,11.9336834,16.1475403,2.10980158,701.650999,0.0121360025,0.0117547166,-1.05163466,-0.167857886,-0.883776777,-12.4365762,-0.79330469
951871854,HVA,VISrl,calibration,point,nominal,0,0,True,2,9,False,False,False,False,0.295684467,2.08292064,1.77264856,4.51197397,2.78918106,-43.59594,-18.0794416,11.0663174,11.4122201,550.020137,1.38261074,1.2561396,0.799884336,0.755491764,1.2561396,550.020137,-43.59594,-18.0794416,11.0663174,11.4122201,1.2561396,550.020137,0,0,0,0,0,-3.59594,0
951871854,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,6,False,False,False,False,0.295947124,2.07193989,1.77360234,4.53489734,2.79347986,-43.6016721,-18.1597741,11.0345676,11.4184744,548.742666,1.38315459,1.25455731,0.800074461,0.75471005,1.2561396,550.020137,-43.59594,-18.0794416,11.0663174,11.4122201,1.2561396,550.020137,0.00158228861,0.00158228861,-0.00335468515,-0.00414511226,0.000790427112,-3.59594,-0.00335468515
951871854,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,9,False,False,False,False,0.296001383,2.09385401,1.7829015,4.53744001,2.80473184,-43.9560461,-18.0785142,10.0021316,10.1453579,441.941991,1.38247223,1.25619118,0.799832476,0.755477335,1.2561396,550.020137,-43.59594,-18.0794416,11.0663174,11.4122201,1.25619118,441.941991,-5.15787278e-05,0,-0.315627425,-0.145867705,-0.16975972,-3.59594,0
951871854,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,6,False,False,False,False,0.296275465,2.08234985,1.78356847,4.55959382,2.80850405,-43.9518734,-18.1575163,9.9585709,10.1520683,440.308307,1.38301878,1.25460586,0.800022435,0.754692807,1.2561396,550.020137,-43.59594,-18.0794416,11.0663174,11.4122201,1.25619118,441.941991,0.00153373854,0.00158531727,-0.320970377,-0.152164574,-0.168805802,-3.59594,-0.00534295178
951871909,HVA,VISrl,calibration,point,nominal,0,0,True,2,52,False,False,False,False,0.0816797002,0.0159005856,2.46509369,1.20519081,1.22872836,-42.3600248,3.73794882,4.63984964,9.40676737,190.085785,0.769940988,0.806346271,0.491864542,0.505592778,0.806346271,190.085785,-42.3600248,3.73794882,4.63984964,9.40676737,0.806346271,190.085785,0,0,0,0,0,-2.36002475,0
951871909,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,8,False,False,False,False,0.0815807913,0.0187807243,2.42224982,1.18808415,1.2097049,-41.9926086,3.53469746,4.53060164,9.35022609,184.494456,0.769130347,0.805337843,0.491501679,0.505043289,0.806346271,190.085785,-42.3600248,3.73794882,4.63984964,9.40676737,0.806346271,190.085785,0.00100842863,0.00100842863,-0.0430731849,-0.0343754081,-0.00869777679,-2.36002475,-0.0430731849
951871909,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,47,False,False,False,False,0.081645122,0.0138995065,2.27056631,1.11235817,1.13227466,-43.6529747,3.85918058,2.53181055,7.72649016,85.1959187,0.769672021,0.806703425,0.491854172,0.505776494,0.806346271,190.085785,-42.3600248,3.73794882,4.63984964,9.40676737,0.806703425,85.1959187,-0.000357153886,0,-1.15779442,-0.873908598,-0.283885824,-2.36002475,0
951871909,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,17,False,False,False,False,0.0815609747,0.0191043707,2.55245952,1.25470355,1.27542248,-44.9779309,3.62606236,3.19043715,7.83007431,108.798124,0.768924445,0.805583746,0.491496001,0.505176196,0.806346271,190.085785,-42.3600248,3.73794882,4.63984964,9.40676737,0.806703425,85.1959187,0.000762525131,0.00111967902,-0.804996967,-0.540323938,-0.264673028,-2.36002475,0.352797455
951871923,HVA,VISrl,evaluation,point,nominal,0,0,True,2,23,False,False,False,False,0.499161759,1.20790016,0.823946377,0.686422832,0.906089791,-59.9743484,1.83013851,26.111462,12.6941712,1443.58004,1.70031141,1.72585241,0.947397815,0.952377437,1.72585241,1443.58004,-59.9743484,1.83013851,26.111462,12.6941712,1.72585241,1443.58004,0,0,0,0,0,-19.9743484,0
951871923,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,13,True,False,False,True,0.499239104,1.24192778,0.810364964,0.678677237,0.910323327,-59.9999999,1.23287501,25.8609745,12.8786104,1450.50498,1.69968459,1.72658837,0.94735051,0.952672125,1.72585241,1443.58004,-59.9743484,1.83013851,26.111462,12.6941712,1.72585241,1443.58004,-0.0007359641,-0.0007359641,0.00690414102,-0.0139065973,0.0208107384,-19.9743484,0.00690414102
951871923,HVA,VISrl,evaluation,aperture,nominal,0,0,True,2,24,False,False,False,False,0.499430855,1.20926748,0.825689423,0.687840908,0.907599268,-59.9829775,1.79257052,25.611955,11.5479816,1288.11353,1.70030051,1.72595614,0.947391675,0.952405481,1.72585241,1443.58004,-59.9743484,1.83013851,26.111462,12.6941712,1.72595614,1288.11353,-0.000103734349,0,-0.164391348,-0.0278658608,-0.136525488,-19.9743484,0
951871923,HVA,VISrl,evaluation,aperture,gaze_corrected,0,0.5,True,2,15,False,False,False,False,0.499493644,1.24323525,0.81153631,0.679590365,0.911453974,-59.999726,1.19124824,25.3628619,11.747913,1297.67014,1.69966866,1.72670698,0.947343859,0.95270537,1.72585241,1443.58004,-59.9743484,1.83013851,26.111462,12.6941712,1.72595614,1288.11353,-0.000854568277,-0.000750833928,-0.153727402,-0.0419656925,-0.11176171,-19.9743484,0.0106639459
951871948,HVA,VISrl,calibration,point,nominal,0,0,True,2,7,False,False,False,False,5.27845983,10.7207223,9.03769214,7.57536302,9.11125914,-32.8584129,-5.22169659,20.9170034,18.0638913,1645.56904,1.1863144,1.13143433,1.05623336,1.03620122,1.13143433,1645.56904,-32.8584129,-5.22169659,20.9170034,18.0638913,1.13143433,1645.56904,0,0,0,0,0,7.14158713,0
951871948,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,5,False,False,False,False,5.27696953,10.716141,9.06063502,7.58826757,9.1216812,-32.8676688,-5.36806792,20.9427011,18.0682061,1647.98426,1.18622692,1.12897563,1.05610547,1.03508586,1.13143433,1645.56904,-32.8584129,-5.22169659,20.9170034,18.0638913,1.13143433,1645.56904,0.00245870353,0.00245870353,0.00211591004,0.00177134789,0.000344562144,7.14158713,0.00211591004
951871948,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,7,False,False,False,False,5.27957075,10.7175691,9.0343046,7.57228334,9.10805234,-32.8617326,-5.2204583,20.2958377,17.3322715,1532.03185,1.18628734,1.13143184,1.05622158,1.03619887,1.13143433,1645.56904,-32.8584129,-5.22169659,20.9170034,18.0638913,1.13143184,1532.03185,2.49089775e-06,0,-0.103140263,-0.0434922911,-0.0596479717,7.14158713,0
951871948,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,5,False,False,False,False,5.27807981,10.7129837,9.05727914,7.5851607,9.11847452,-32.8709248,-5.36687055,20.3222757,17.336845,1534.43231,1.18619938,1.12897152,1.0560934,1.03508278,1.13143433,1645.56904,-32.8584129,-5.22169659,20.9170034,18.0638913,1.13143184,1532.03185,0.00246281226,0.00246032136,-0.100881547,-0.0416142125,-0.0592673346,7.14158713,0.00225871568
951871980,HVA,VISrl,calibration,point,nominal,0,0,True,2,12,True,False,False,True,0.329289758,22.6621093,11.796017,13.9087199,16.1222821,-59.9999999,-8.6905395,12.8033713,10.049361,560.361277,1.44410853,1.48865777,0.834895417,0.849736666,1.48865777,560.361277,-59.9999999,-8.6905395,12.8033713,10.049361,1.48865777,560.361277,0,0,0,0,0,-19.9999999,0
951871980,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,5,True,False,False,True,0.329634925,22.5311405,11.92663,14.06063,16.1728001,-60,-8.71814764,12.7969114,10.0097041,557.868364,1.44286462,1.48953532,0.834327347,0.850007531,1.48865777,560.361277,-59.9999999,-8.6905395,12.8033713,10.049361,1.48865777,560.361277,-0.000877550913,-0.000877550913,-0.00643252319,-0.000728085,-0.00570443819,-19.9999999,-0.00643252319
951871980,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,12,True,False,False,True,0.329670069,21.9010468,11.4062279,13.4483683,15.5852143,-59.9999997,-8.7159935,11.8359942,8.71882018,449.435935,1.44408607,1.48854946,0.834919621,0.849612496,1.48865777,560.361277,-59.9999999,-8.6905395,12.8033713,10.049361,1.48854946,449.435935,0.000108313738,0,-0.318241783,-0.113342842,-0.204898941,-19.9999999,0
951871980,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,4,True,False,False,True,0.330002734,21.7607503,11.5263907,13.5867187,15.6246199,-60,-8.74621593,11.8293276,8.67759617,447.058981,1.44284858,1.48938336,0.834359911,0.849877924,1.48865777,560.361277,-59.9999999,-8.6905395,12.8033713,10.049361,1.48854946,449.435935,-0.000725587273,-0.000833901011,-0.325892084,-0.114155669,-0.211736415,-19.9999999,-0.00765030142
951871993,HVA,VISrl,calibration,point,nominal,0,0,True,2,102,False,False,False,False,1.33420389,21.8186027,11.0478142,33.9548358,22.2737509,-53.937089,-15.6458912,10.3117025,3.08977626,138.759503,2.55119547,2.54235278,1.32630435,1.32379265,2.54235278,138.759503,-53.937089,-15.6458912,10.3117025,3.08977626,2.54235278,138.759503,0,0,0,0,0,-13.937089,0
951871993,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,16,False,False,False,False,1.33627381,26.7594679,14.7399727,46.429218,29.3095529,-59.9995778,-16.06608,11.2215761,3.68549571,180.117163,2.55133978,2.54958663,1.32611677,1.32558057,2.54235278,138.759503,-53.937089,-15.6458912,10.3117025,3.08977626,2.54235278,138.759503,-0.00723384466,-0.00723384466,0.376349075,0.121992768,0.254356307,-13.937089,0.376349075
951871993,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,18,False,True,False,True,1.31829753,2.85245743,1.73673936,4.02829089,2.87249589,-40.7756625,-13.8818143,2,5.53555317,48.2165744,2.55076037,2.53671018,1.32646913,1.32076377,2.54235278,138.759503,-53.937089,-15.6458912,10.3117025,3.08977626,2.53671018,48.2165744,0.00564259815,0,-1.52498552,-2.36621064,0.841225123,-13.937089,0
951871993,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,7,False,True,False,True,1.31860023,2.82225817,1.75661287,3.9762806,2.85171721,-40.8939054,-13.7202095,2,5.73044087,49.9141133,2.55154202,2.53690442,1.32667011,1.32051032,2.54235278,138.759503,-53.937089,-15.6458912,10.3117025,3.08977626,2.53671018,48.2165744,0.00544835723,-0.000194240916,-1.47506688,-2.36621064,0.891143766,-13.937089,0.0499186428
951872008,HVA,VISrl,calibration,point,nominal,0,0,True,2,9,False,False,False,False,1.7891706,2.64324208,2.89032842,3.06241211,2.86532754,-38.3073357,-7.24986576,23.1772306,11.8876643,1199.9507,2.14820439,2.08324594,1.30788306,1.29341769,2.08324594,1199.9507,-38.3073357,-7.24986576,23.1772306,11.8876643,2.08324594,1199.9507,0,0,0,0,0,1.69266434,0
951872008,HVA,VISrl,calibration,point,gaze_corrected,0,0.5,True,2,5,False,False,False,False,1.78817232,2.63601502,2.87663035,3.05334975,2.85533171,-38.3753615,-7.46466224,23.2118906,11.9858774,1211.67368,2.14886191,2.08270508,1.30802565,1.29311189,2.08324594,1199.9507,-38.3073357,-7.24986576,23.1772306,11.8876643,2.08324594,1199.9507,0.000540854453,0.000540854453,0.0140260828,0.00215584623,0.0118702365,1.69266434,0.0140260828
951872008,HVA,VISrl,calibration,aperture,nominal,0,0,True,2,9,False,False,False,False,1.79017244,2.63836948,2.88514517,3.05838447,2.86063304,-38.3264816,-7.26368238,22.6076835,10.713003,1054.80607,2.14822755,2.08319377,1.30789043,1.2933935,2.08324594,1199.9507,-38.3073357,-7.24986576,23.1772306,11.8876643,2.08319377,1054.80607,5.21658235e-05,0,-0.185997354,-0.0358950188,-0.150102335,1.69266434,0
951872008,HVA,VISrl,calibration,aperture,gaze_corrected,0,0.5,True,2,5,False,False,False,False,1.78906827,2.63083749,2.87147733,3.04903736,2.85045073,-38.3969408,-7.47857218,22.6492591,10.8261052,1067.90242,2.14888522,2.08265493,1.30803313,1.29309004,2.08324594,1199.9507,-38.3073357,-7.24986576,23.1772306,11.8876643,2.08319377,1054.80607,0.000591009503,0.00053884368,-0.168195301,-0.0332443332,-0.134950968,1.69266434,0.017802053
951872035,HVA,VISrl,evaluation,point,nominal,0,0,True,2,9,False,False,False,False,0.475497183,1.87896515,1.89387795,2.14143368,1.97142559,-50.7890875,-5.0200568,28.9393619,12.1284521,1528.62042,1.37674977,1.33522893,0.875688808,0.860282413,1.33522893,1528.62042,-50.7890875,-5.0200568,28.9393619,12.1284521,1.33522893,1528.62042,0,0,0,0,0,-10.7890875,0
951872035,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,5,False,False,False,False,0.474891283,1.88949688,1.89273053,2.15200504,1.97807748,-51.0751568,-5.2675986,29.066465,12.193901,1543.61934,1.3765019,1.33605845,0.875681736,0.86064124,1.33522893,1528.62042,-50.7890875,-5.0200568,28.9393619,12.1284521,1.33522893,1528.62042,-0.000829514965,-0.000829514965,0.0140868213,0.00632251031,0.00776431101,-10.7890875,0.0140868213
951872035,HVA,VISrl,evaluation,aperture,nominal,0,0,True,2,9,False,False,False,False,0.475358976,1.87453043,1.88778152,2.13474348,1.96568515,-50.8847142,-5.01720662,28.5465898,11.0499963,1373.79426,1.37682904,1.33507952,0.875720837,0.86023677,1.33522893,1528.62042,-50.7890875,-5.0200568,28.9393619,12.1284521,1.33507952,1373.79426,0.000149409099,0,-0.154064246,-0.019714703,-0.134349543,-10.7890875,0
951872035,HVA,VISrl,evaluation,aperture,gaze_corrected,0,0.5,True,2,5,False,False,False,False,0.474809822,1.88542181,1.8873909,2.14594208,1.97291827,-51.1696065,-5.26482529,28.6719429,11.1172221,1388.2214,1.37657733,1.33591859,0.875710991,0.860598752,1.33522893,1528.62042,-50.7890875,-5.0200568,28.9393619,12.1284521,1.33507952,1373.79426,-0.00068965994,-0.000839069039,-0.138992537,-0.0133934446,-0.125599092,-10.7890875,0.0150717096
951872065,HVA,VISrl,evaluation,point,nominal,0,0,True,2,8,False,False,False,False,1.62057603,10.3161338,8.37652134,12.0119686,10.2348745,-38.148913,-8.41517158,22.9986762,12.3040436,1232.41231,2.57108127,2.66303724,1.43011662,1.4482775,2.66303724,1232.41231,-38.148913,-8.41517158,22.9986762,12.3040436,2.66303724,1232.41231,0,0,0,0,0,1.85108699,0
951872065,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,5,False,False,False,False,1.62487667,10.3081415,8.36693035,12.0572003,10.2440907,-38.0031789,-8.62637008,22.8807854,12.272877,1222.98925,2.57146523,2.66121674,1.43039234,1.44750126,2.66303724,1232.41231,-38.148913,-8.41517158,22.9986762,12.3040436,2.66303724,1232.41231,0.00182050162,0.00182050162,-0.0110732681,-0.00741424231,-0.0036590258,1.85108699,-0.0110732681
951872065,HVA,VISrl,evaluation,aperture,nominal,0,0,True,2,8,False,False,False,False,1.62284764,10.2993705,8.35764785,11.9901939,10.2157374,-38.1487774,-8.41634044,22.4205925,11.1895611,1092.61074,2.57100332,2.66330846,1.430089,1.4483355,2.66303724,1232.41231,-38.148913,-8.41517158,22.9986762,12.3040436,2.66330846,1092.61074,-0.000271222711,0,-0.173705482,-0.0367264162,-0.136979066,1.85108699,0
951872065,HVA,VISrl,evaluation,aperture,gaze_corrected,0,0.5,True,2,5,False,False,False,False,1.62720111,10.2916171,8.34818782,12.0352997,10.2250349,-38.0019389,-8.62756234,22.2983911,11.1543995,1083.24091,2.57137879,2.66145187,1.43036117,1.44754913,2.66303724,1232.41231,-38.148913,-8.41517158,22.9986762,12.3040436,2.66330846,1092.61074,0.00158537169,0.0018565944,-0.186130867,-0.0446111999,-0.141519667,1.85108699,-0.0124253846
951872082,HVA,VISrl,evaluation,point,nominal,0,0,True,2,9,False,False,False,False,0.763971299,1.59554025,1.47007975,2.20755851,1.75772617,-44.9488052,-8.5340341,27.5930408,12.3998755,1490.12334,1.6911054,1.67213951,1.03597796,1.03186935,1.67213951,1490.12334,-44.9488052,-8.5340341,27.5930408,12.3998755,1.67213951,1490.12334,0,0,0,0,0,-4.9488052,0
951872082,HVA,VISrl,evaluation,point,gaze_corrected,0,0.5,True,2,4,False,False,False,False,0.763415552,1.57907466,1.46031428,2.20571394,1.74836763,-45.1606187,-8.63010764,27.6526216,12.5586795,1512.46599,1.69190563,1.67172659,1.03626494,1.0317952,1.67213951,1490.12334,-44.9488052,-8.5340341,27.5930408,12.3998755,1.67213951,1490.12334,0.000412919899,0.000412919899,0.0214709466,0.00311180783,0.0183591388,-4.9488052,0.0214709466
