ecephys_unit_id,group,ecephys_structure_acronym,unit_split,spatial_model,gaze_condition,gaze_gain_x,gaze_gain_y,success,optimizer_status,optimizer_nfev,center_bound,sigma_lower_bound,sigma_upper_bound,censored,baseline_spikes,amplitude_0_spikes,amplitude_45_spikes,amplitude_90_spikes,mean_amplitude_spikes,center_x_deg,center_y_deg,sigma_x_deg,sigma_y_deg,latent_halfmax_area_deg2,train_poisson_deviance,test_poisson_deviance,train_anscombe_rmse,test_anscombe_rmse,point_nominal_test_deviance,point_nominal_area_deg2,point_nominal_center_x_deg,point_nominal_center_y_deg,point_nominal_sigma_x_deg,point_nominal_sigma_y_deg,same_model_nominal_test_deviance,same_model_nominal_area_deg2,deviance_improvement_vs_point_nominal,gaze_deviance_improvement_within_model,log2_latent_area_vs_point_nominal,log2_sigma_x_vs_point_nominal,log2_sigma_y_vs_point_nominal,point_nominal_edge_distance_deg,log2_gaze_area_ratio_within_model
951868575,HVA,VISal,evaluation,aperture,nominal,0,0,True,2,79,False,False,False,False,1.2991998,0.615702041,0.857998388,0.926544386,0.800081605,46.8799169,-22.1304159,45.7708537,16.7746772,3343.8633,2.48654345,2.39050849,1.33919268,1.3034429,2.39038995,3679.77936,49.9554021,-22.1425356,48.0858597,17.5711046,2.39050849,3343.8633,-0.000118544754,0,-0.138103393,-0.0711835117,-0.0669198813,-9.95540207,0
951868575,HVA,VISal,evaluation,aperture,gaze_corrected,0,0.5,True,2,9,False,False,False,False,1.30570071,0.614024935,0.858821827,0.93967421,0.804173658,47.3755632,-21.6102234,45.1190326,16.1874153,3180.8458,2.48745944,2.3898116,1.33943248,1.30316519,2.39038995,3679.77936,49.9554021,-22.1425356,48.0858597,17.5711046,2.39050849,3343.8633,0.00057834927,0.000696894024,-0.210208827,-0.0918765796,-0.118332247,-9.95540207,-0.0721054336
951868604,HVA,VISal,calibration,point,nominal,0,0,True,2,13,True,False,False,True,3.59446794,3.25432839,2.75499794,2.5015477,2.83695801,15.1052875,60,35.932072,23.2894458,3644.57377,0.674994429,0.686567404,0.781513132,0.794175571,0.686567404,3644.57377,15.1052875,60,35.932072,23.2894458,0.686567404,3644.57377,0,0,0,0,0,-20,0
951868604,HVA,VISal,calibration,point,gaze_corrected,0,0.5,True,2,5,True,False,False,True,3.59569894,3.18634459,2.69144499,2.43593325,2.77124095,15.3196765,60,35.739133,23.7024684,3689.29105,0.676881591,0.687758136,0.782641646,0.794854068,0.686567404,3644.57377,15.1052875,60,35.932072,23.2894458,0.686567404,3644.57377,-0.00119073158,-0.00119073158,0.0175935068,-0.00776749116,0.0253609979,-20,0.0175935068
951868604,HVA,VISal,calibration,aperture,nominal,0,0,True,2,15,True,False,False,True,3.59448318,3.25256251,2.75350039,2.50014239,2.83540176,15.1100812,60,35.585593,22.7447627,3525.01482,0.674995768,0.686565842,0.781513787,0.794174699,0.686567404,3644.57377,15.1052875,60,35.932072,23.2894458,0.686565842,3525.01482,1.56258541e-06,0,-0.0481207779,-0.0139788506,-0.0341419272,-20,0
951868604,HVA,VISal,calibration,aperture,gaze_corrected,0,0.5,True,2,5,True,False,False,True,3.59572667,3.18489788,2.6902259,2.43481322,2.769979,15.3234502,60,35.3885709,23.1665,3570.49789,0.676882495,0.687757225,0.782642084,0.794853578,0.686567404,3644.57377,15.1052875,60,35.932072,23.2894458,0.686565842,3525.01482,-0.00118982125,-0.00119138384,-0.0296248358,-0.0219886243,-0.00763621153,-20,0.0184959421
951868614,HVA,VISal,evaluation,point,nominal,0,0,True,2,13,False,False,False,False,1.27779796,1.30371887,2.04569809,1.60576325,1.65172674,-33.845983,-17.9603181,6.41107876,5.90980236,165.009671,2.86948406,2.94361202,1.41081622,1.42875644,2.94361202,165.009671,-33.845983,-17.9603181,6.41107876,5.90980236,2.94361202,165.009671,0,0,0,0,0,6.15401698,0
951868614,HVA,VISal,evaluation,point,gaze_corrected,0,0.5,True,2,8,False,False,False,False,1.27508785,1.20584887,1.87331565,1.51826297,1.53247583,-33.7652967,-18.6621782,6.71998394,6.44439745,188.606164,2.86980836,2.94439383,1.41083113,1.42893302,2.94361202,165.009671,-33.845983,-17.9603181,6.41107876,5.90980236,2.94361202,165.009671,-0.000781814061,-0.000781814061,0.192826243,0.067890653,0.12493559,6.15401698,0.192826243
951868614,HVA,VISal,evaluation,aperture,nominal,0,0,True,2,16,False,True,False,True,1.28032866,1.02487577,1.48466584,1.10690242,1.20548135,-32.6678588,-18.713022,2,2,17.4206887,2.86891191,2.94112188,1.41065142,1.42827246,2.94361202,165.009671,-33.845983,-17.9603181,6.41107876,5.90980236,2.94112188,17.4206887,0.00249013427,0,-3.24367701,-1.68056713,-1.56310988,6.15401698,0
951868614,HVA,VISal,evaluation,aperture,gaze_corrected,0,0.5,True,2,6,False,True,False,True,1.28068862,0.979102147,1.43741898,1.14462449,1.18704854,-32.7993489,-18.9930538,2,2,17.4206887,2.86938928,2.94082887,1.4106794,1.42818466,2.94361202,165.009671,-33.845983,-17.9603181,6.41107876,5.90980236,2.94112188,17.4206887,0.00278314648,0.000293012206,-3.24367702,-1.68056713,-1.56310988,6.15401698,-1.60566916e-09
951868634,HVA,VISal,evaluation,point,nominal,0,0,True,2,24,False,True,True,True,2.26738766,1.15531487,2.31859301,2.62681196,2.03357328,23.0361786,43.1843449,49.9999257,2.00004289,435.525911,1.15272786,1.32098864,0.987646312,1.04895698,1.32098864,435.525911,23.0361786,43.1843449,49.9999257,2.00004289,1.32098864,435.525911,0,0,0,0,0,-3.1843449,0
951868634,HVA,VISal,evaluation,point,gaze_corrected,0,0.5,True,2,17,False,True,True,True,2.26769265,0.337854097,0.693346419,0.833875843,0.62169212,25.0012041,40.3959667,50,2,435.517218,1.15239705,1.32043747,0.987522302,1.04879122,1.32098864,435.525911,23.0361786,43.1843449,49.9999257,2.00004289,1.32098864,435.525911,0.00055116717,0.00055116717,-2.87970314e-05,2.14317689e-06,-3.09402083e-05,-3.1843449,-2.87970314e-05
951868634,HVA,VISal,evaluation,aperture,nominal,0,0,True,2,41,False,False,True,True,2.2673691,1.15529619,2.31394214,2.62526489,2.03150107,23.0291687,49.8199314,49.9999993,2.11113162,459.717078,1.15272924,1.32099156,0.987646013,1.04895679,1.32098864,435.525911,23.0361786,43.1843449,49.9999257,2.00004289,1.32099156,459.717078,-2.91990561e-06,0,0.0779877075,2.12239605e-06,0.0779855851,-3.1843449,0
951868634,HVA,VISal,evaluation,aperture,gaze_corrected,0,0.5,True,2,11,False,True,True,True,2.26796167,0.517735566,1.04905339,1.25420803,0.940332331,25.4705682,47.2350319,50,2,435.517218,1.1524416,1.32057256,0.987571174,1.04885809,1.32098864,435.525911,23.0361786,43.1843449,49.9999257,2.00004289,1.32099156,459.717078,0.000416080909,0.000419000815,-2.87969983e-05,2.14317689e-06,-3.09401752e-05,-3.1843449,-0.0780165045
951868644,HVA,VISal,evaluation,point,nominal,0,0,True,2,39,False,False,False,False,4.09529016,2.81211654,8.4306835,4.21779702,5.15353235,35.7497981,48.6541252,3.01581912,17.4791434,229.578263,1.97708886,1.80687415,1.32013617,1.26182173,1.80687415,229.578263,35.7497981,48.6541252,3.01581912,17.4791434,1.80687415,229.578263,0,0,0,0,0,-8.65412515,0
951868644,HVA,VISal,evaluation,point,gaze_corrected,0,0.5,True,2,8,False,False,False,False,4.09482142,3.11971265,9.44943507,4.85129212,5.80681328,35.6944559,49.2870788,2.92294488,17.8012267,226.608338,1.97684394,1.80659428,1.32006013,1.26164815,1.80687415,229.578263,35.7497981,48.6541252,3.01581912,17.4791434,1.80687415,229.578263,0.000279873312,0.000279873312,-0.0187851069,-0.0451272791,0.0263421722,-8.65412515,-0.0187851069
951868644,HVA,VISal,evaluation,aperture,nominal,0,0,True,2,40,False,False,False,False,4.09460085,1.16482,3.41184817,1.73107039,2.10257952,38.75728,52.416032,2.64722905,18.5214448,213.536299,1.97713249,1.80646641,1.32015026,1.26164146,1.80687415,229.578263,35.7497981,48.6541252,3.01581912,17.4791434,1.80646641,213.536299,0.000407743012,0,-0.104504721,-0.188066876,0.0835621556,-8.65412515,0
951868644,HVA,VISal,evaluation,aperture,gaze_corrected,0,0.5,True,2,7,False,False,False,False,4.09414779,1.15959795,3.43064536,1.78140671,2.12388334,38.7145226,52.3887934,2.61593723,18.5786873,211.664328,1.97689075,1.80622724,1.32007425,1.26149698,1.80687415,229.578263,35.7497981,48.6541252,3.01581912,17.4791434,1.80646641,213.536299,0.000646918921,0.000239175909,-0.117207898,-0.205221979,0.0880140805,-8.65412515,-0.0127031775
951868664,HVA,VISal,evaluation,point,nominal,0,0,True,2,40,False,False,False,False,1.67789556,0.697590611,1.13185215,1.9702872,1.26657665,-2.57895711,-38.2186179,7.29969149,3.9028665,124.077642,1.54651999,1.58679434,1.10036932,1.11502481,1.58679434,124.077642,-2.57895711,-38.2186179,7.29969149,3.9028665,1.58679434,124.077642,0,0,0,0,0,1.78138215,0
951868664,HVA,VISal,evaluation,point,gaze_corrected,0,0.5,True,2,43,False,False,False,False,1.67988791,7.5263749,13.6975086,23.8759836,15.033289,-4.14191579,-45.9370686,10.5179048,2.31179275,105.896953,1.54417187,1.57872549,1.0995476,1.11108123,1.58679434,124.077642,-2.57895711,-38.2186179,7.29969149,3.9028665,1.58679434,124.077642,0.00806885049,0.00806885049,-0.228582096,0.526939952,-0.755522049,1.78138215,-0.228582096
951868664,HVA,VISal,evaluation,aperture,nominal,0,0,True,2,25,False,False,False,False,1.67807638,0.636871535,0.930546972,1.72669079,1.09803643,-2.05125727,-42.4395579,4.5798442,3.01833986,60.2038371,1.54637791,1.5859405,1.10034091,1.11462624,1.58679434,124.077642,-2.57895711,-38.2186179,7.29969149,3.9028665,1.5859405,60.2038371,0.000853833189,0,-1.04331583,-0.672536973,-0.370778855,1.78138215,0
951868664,HVA,VISal,evaluation,aperture,gaze_corrected,0,0.5,True,2,48,False,True,False,True,1.67992757,14.1177446,25.0168272,44.1205146,27.7516955,-3.98074552,-53.2912743,9.99420081,2.00005486,87.0553186,1.54417423,1.57870831,1.09953988,1.11106341,1.58679434,124.077642,-2.57895711,-38.2186179,7.29969149,3.9028665,1.5859405,60.2038371,0.00808603299,0.0072321998,-0.511238828,0.453255714,-0.964494542,1.78138215,0.532077
951868685,HVA,VISal,calibration,point,nominal,0,0,True,2,43,False,False,False,False,6.13452693,2.5729928,3.86290084,3.5281838,3.32135915,-19.9353632,38.0409737,12.2683624,3.75867578,200.829169,1.7221628,1.81925032,1.26794687,1.31423292,1.81925032,200.829169,-19.9353632,38.0409737,12.2683624,3.75867578,1.81925032,200.829169,0,0,0,0,0,1.95902628,0
951868685,HVA,VISal,calibration,point,gaze_corrected,0,0.5,True,2,27,False,False,False,False,6.12751281,2.35949841,3.40598504,3.20006523,2.98851622,-19.2323145,38.383763,13.3266147,4.17498663,242.314978,1.72224584,1.81936148,1.26785037,1.31426704,1.81925032,200.829169,-19.9353632,38.0409737,12.2683624,3.75867578,1.81925032,200.829169,-0.00011115305,-0.00011115305,0.270914755,0.119367656,0.151547099,1.95902628,0.270914755
951868685,HVA,VISal,calibration,aperture,nominal,0,0,True,2,22,False,True,False,True,6.13565246,2.28176302,3.42311378,3.13154934,2.94547538,-20.0001167,41.2455209,10.4491088,2,91.0153357,1.7220364,1.81934067,1.26793836,1.31429089,1.81925032,200.829169,-19.9353632,38.0409737,12.2683624,3.75867578,1.81934067,91.0153357,-9.03435339e-05,0,-1.14178727,-0.231562793,-0.910224476,1.95902628,0
951868685,HVA,VISal,calibration,aperture,gaze_corrected,0,0.5,True,2,10,False,True,False,True,6.13229008,2.33812882,3.37444167,3.10336275,2.93864441,-19.9486355,40.9100998,10.6028638,2,92.354595,1.72173269,1.81869521,1.26782796,1.31411346,1.81925032,200.829169,-19.9353632,38.0409737,12.2683624,3.75867578,1.81934067,91.0153357,0.000555116971,0.000645460505,-1.12071318,-0.210488704,-0.910224476,1.95902628,0.0210740894
951868732,HVA,VISal,evaluation,point,nominal,0,0,True,2,21,True,False,False,True,4.24725826,8.61510117,4.98808809,4.96201593,6.18840173,25.151058,60,25.2813461,15.6448006,1722.56475,3.69779141,2.85757348,1.79735726,1.65997788,2.85757348,1722.56475,25.151058,60,25.2813461,15.6448006,2.85757348,1722.56475,0,0,0,0,0,-20,0
951868732,HVA,VISal,evaluation,point,gaze_corrected,0,0.5,True,2,11,True,False,False,True,4.24326782,7.42049332,4.38347035,4.09707235,5.30034534,25.4551303,60,25.0659102,16.9307649,1848.26989,3.7025252,2.8580878,1.79842751,1.66007881,2.85757348,1722.56475,25.151058,60,25.2813461,15.6448006,2.85757348,1722.56475,-0.000514319726,-0.000514319726,0.101617227,-0.0123466607,0.113963888,-20,0.101617227
951868732,HVA,VISal,evaluation,aperture,nominal,0,0,True,2,21,True,False,False,True,4.24724159,8.55889572,4.95901389,4.92954033,6.14914998,25.1599681,60,24.7896657,14.8421621,1602.40824,3.69780592,2.85755357,1.79736182,1.65997339,2.85757348,1722.56475,25.151058,60,25.2813461,15.6448006,2.85755357,1602.40824,1.9914738e-05,0,-0.104316474,-0.0283344683,-0.0759820054,-20,0
951868732,HVA,VISal,evaluation,aperture,gaze_corrected,0,0.5,True,2,11,True,False,False,True,4.24333543,7.39510048,4.36980956,4.08321426,5.2827081,25.4607189,60,24.5659615,16.1783648,1730.90695,3.70253168,2.85807966,1.79843023,1.6600774,2.85757348,1722.56475,25.151058,60,25.2813461,15.6448006,2.85755357,1602.40824,-0.000506181936,-0.000526096674,0.0069699521,-0.0414125777,0.0483825298,-20,0.111286426
951868741,HVA,VISal,calibration,point,nominal,0,0,True,2,12,False,False,False,False,2.06430122,10.9531382,12.5800873,9.89509374,11.1427731,21.2755764,59.4765061,18.0294681,16.4773419,1293.82458,1.39426403,1.46412908,1.07706501,1.106361,1.46412908,1293.82458,21.2755764,59.4765061,18.0294681,16.4773419,1.46412908,1293.82458,0,0,0,0,0,-19.4765061,0
951868741,HVA,VISal,calibration,point,gaze_corrected,0,0.5,True,2,9,False,False,False,False,2.06504318,8.66136887,9.9323915,7.81231094,8.80202377,21.3361906,54.88373,18.0974169,15.3067926,1206.44108,1.39869857,1.46461076,1.07900476,1.10667338,1.46412908,1293.82458,21.2755764,59.4765061,18.0294681,16.4773419,1.46412908,1293.82458,-0.000481680741,-0.000481680741,-0.100884564,0.00542695322,-0.106311517,-19.4765061,-0.100884564
951868741,HVA,VISal,calibration,aperture,nominal,0,0,True,2,13,False,False,False,False,2.0644156,10.9915969,12.6241158,9.9294145,11.1817091,21.2761607,59.6389429,17.3251451,15.7501694,1188.41313,1.39427605,1.46412002,1.07706641,1.1063543,1.46412908,1293.82458,21.2755764,59.4765061,18.0294681,16.4773419,1.46412002,1188.41313,9.05774588e-06,0,-0.122605585,-0.0574894053,-0.0651161793,-19.4765061,0
951868741,HVA,VISal,calibration,aperture,gaze_corrected,0,0.5,True,2,9,False,False,False,False,2.0651288,8.71940301,9.99885757,7.86410381,8.86078813,21.3369496,55.1239223,17.3920321,14.5451288,1101.72506,1.39870976,1.46460107,1.07900598,1.10666643,1.46412908,1293.82458,21.2755764,59.4765061,18.0294681,16.4773419,1.46412002,1188.41313,-0.000471993616,-0.000481051362,-0.231877784,-0.0519303271,-0.179947457,-19.4765061,-0.1092722
951868760,HVA,VISal,evaluation,point,nominal,0,0,True,2,14,False,False,False,False,2.6531093,3.68639146,3.05578923,3.23898273,3.32705447,42.1977215,44.9549255,33.9541482,27.3666916,4046.88132,3.52055106,3.80030791,1.72054831,1.78769856,3.80030791,4046.88132,42.1977215,44.9549255,33.9541482,27.3666916,3.80030791,4046.88132,0,0,0,0,0,-4.95492551,0
951868760,HVA,VISal,evaluation,point,gaze_corrected,0,0.5,True,2,8,False,False,False,False,2.6477468,3.66893326,3.03122465,3.22912842,3.30976211,42.2216413,44.0823307,34.1376924,27.097116,4028.67804,3.51978693,3.80045115,1.72014767,1.78756107,3.80030791,4046.88132,42.1977215,44.9549255,33.9541482,27.3666916,3.80030791,4046.88132,-0.000143240917,-0.000143240917,-0.00650402744,0.00777769701,-0.0142817244,-4.95492551,-0.00650402744
951868760,HVA,VISal,evaluation,aperture,nominal,0,0,True,2,14,False,False,False,False,2.65329182,3.68246633,3.05294844,3.23583012,3.3237483,42.1865123,44.8837814,33.570573,26.8624198,3927.43689,3.52054511,3.8002963,1.7205466,1.78769885,3.80030791,4046.88132,42.1977215,44.9549255,33.9541482,27.3666916,3.8002963,3927.43689,1.16081544e-05,0,-0.0432224482,-0.0163906804,-0.0268317679,-4.95492551,0
951868760,HVA,VISal,evaluation,aperture,gaze_corrected,0,0.5,True,2,8,False,False,False,False,2.64785662,3.66777789,3.03018121,3.22797632,3.30864514,42.2150513,44.0625756,33.7603782,26.615052,3913.27125,3.51978036,3.80044832,1.72014588,1.78756119,3.80030791,4046.88132,42.1977215,44.9549255,33.9541482,27.3666916,3.8002963,3927.43689,-0.000140417736,-0.00015202589,-0.0484354277,-0.00825677778,-0.04017865,-4.95492551,-0.00521297949
951868799,HVA,VISal,calibration,point,nominal,0,0,True,2,20,False,False,False,False,3.07695787,4.79837027,4.99799922,5.71301027,5.16979326,14.7813536,42.8394578,10.840292,2.00025878,94.434894,1.90148519,1.93661221,1.27297327,1.29291496,1.93661221,94.434894,14.7813536,42.8394578,10.840292,2.00025878,1.93661221,94.434894,0,0,0,0,0,-2.8394578,0
951868799,HVA,VISal,calibration,point,gaze_corrected,0,0.5,True,2,27,False,True,False,True,3.07003236,6.57702875,7.20292819,8.07669283,7.28554992,14.8719619,36.4337034,12.1274502,2,105.634267,1.89524337,1.93553788,1.27078553,1.29185587,1.93661221,94.434894,14.7813536,42.8394578,10.840292,2.00025878,1.93661221,94.434894,0.00107433913,0.00107433913,0.161685972,0.161872632,-0.000186659387,-2.8394578,0.161685972
951868799,HVA,VISal,calibration,aperture,nominal,0,0,True,2,26,False,False,False,False,3.07699035,11.879966,12.3692484,14.1191836,12.789466,14.7766138,51.934629,10.1987114,2.94906847,130.9892,1.90148842,1.93659976,1.27297177,1.29290905,1.93661221,94.434894,14.7813536,42.8394578,10.840292,2.00025878,1.93659976,130.9892,1.24536107e-05,0,0.472055919,-0.0880167393,0.560072659,-2.8394578,0
951868799,HVA,VISal,calibration,aperture,gaze_corrected,0,0.5,True,2,46,False,True,False,True,3.07708307,1.83491654,1.88268289,2.15583387,1.9578111,14.8338112,43.4188138,9.30322547,2.00000193,81.0343758,1.90240195,1.93720546,1.27327117,1.29313382,1.93661221,94.434894,14.7813536,42.8394578,10.840292,2.00025878,1.93659976,130.9892,-0.000593245455,-0.000605699066,-0.220785991,-0.220600725,-0.000185265613,-2.8394578,-0.69284191
951868817,HVA,VISal,calibration,point,nominal,0,0,True,2,11,False,False,False,False,2.76635982,2.52560341,2.23647674,1.89903294,2.22037103,10.7189163,35.1775793,39.1410609,20.9940162,3578.76722,0.676695187,0.691063282,0.783682038,0.792230385,0.691063282,3578.76722,10.7189163,35.1775793,39.1410609,20.9940162,0.691063282,3578.76722,0,0,0,0,0,4.82242066,0
951868817,HVA,VISal,calibration,point,gaze_corrected,0,0.5,True,2,4,False,False,False,False,2.77124084,2.52945681,2.23918927,1.9011699,2.22327199,10.7648695,34.9093352,38.9312129,20.76958,3521.52664,0.67666057,0.690951479,0.783693563,0.792205768,0.691063282,3578.76722,10.7189163,35.1775793,39.1410609,20.9940162,0.691063282,3578.76722,0.00011180244,0.00011180244,-0.0232617112,-0.00775556464,-0.0155061465,4.82242066,-0.0232617112
951868817,HVA,VISal,calibration,aperture,nominal,0,0,True,2,11,False,False,False,False,2.76660282,2.52531641,2.23614538,1.89868823,2.22005001,10.7189994,35.1753759,38.812147,20.372897,3443.70377,0.676691378,0.691055217,0.783680355,0.792225768,0.691063282,3578.76722,10.7189163,35.1775793,39.1410609,20.9940162,0.691055217,3443.70377,8.06412862e-06,0,-0.0555016608,-0.0121746161,-0.0433270447,4.82242066,0
951868817,HVA,VISal,calibration,aperture,gaze_corrected,0,0.5,True,2,4,False,False,False,False,2.77148728,2.52916626,2.23885875,1.90082941,2.22295147,10.7649316,34.9072802,38.6000483,20.1414451,3385.97545,0.676656565,0.690943164,0.783691773,0.792201038,0.691063282,3578.76722,10.7189163,35.1775793,39.1410609,20.9940162,0.691055217,3443.70377,0.000120117058,0.00011205293,-0.0798911914,-0.020080205,-0.0598109864,4.82242066,-0.0243895306
951868829,HVA,VISal,calibration,point,nominal,0,0,True,2,24,False,False,False,False,1.0445987,1.10635486,1.68107999,1.48649823,1.42464436,18.2099375,41.0695798,21.7448791,13.3467442,1263.97262,1.15815723,1.18732764,0.895887643,0.906561572,1.18732764,1263.97262,18.2099375,41.0695798,21.7448791,13.3467442,1.18732764,1263.97262,0,0,0,0,0,-1.06957982,0
951868829,HVA,VISal,calibration,point,gaze_corrected,0,0.5,True,2,17,False,False,False,False,1.04255145,1.08374344,1.64816537,1.45992172,1.39727684,18.4026732,40.5106385,22.3386729,13.2722061,1291.23657,1.15795854,1.18728026,0.895821149,0.906538976,1.18732764,1263.97262,18.2099375,41.0695798,21.7448791,13.3467442,1.18732764,1263.97262,4.73768041e-05,4.73768041e-05,0.0307881307,0.0388677919,-0.00807966122,-1.06957982,0.0307881307
951868829,HVA,VISal,calibration,aperture,nominal,0,0,True,2,22,False,False,False,False,1.04463256,1.10432795,1.67765166,1.48340838,1.421796,18.224445,41.0533893,21.1859016,12.3234243,1137.06078,1.15814331,1.18729953,0.895882191,0.906544987,1.18732764,1263.97262,18.2099375,41.0695798,21.7448791,13.3467442,1.18729953,1137.06078,2.81094199e-05,0,-0.152655832,-0.0375711659,-0.115084667,-1.06957982,0
951868829,HVA,VISal,calibration,aperture,gaze_corrected,0,0.5,True,2,17,False,False,False,False,1.04260195,1.08197051,1.64510132,1.45719204,1.39475462,18.4182631,40.4946498,21.7913975,12.2419398,1161.82482,1.15794333,1.18726375,0.895815111,0.906527906,1.18732764,1263.97262,18.2099375,41.0695798,21.7448791,13.3467442,1.18729953,1137.06078,6.38924049e-05,3.57829851e-05,-0.121572647,0.00308303148,-0.124655679,-1.06957982,0.0310831852
951868840,HVA,VISal,calibration,point,nominal,0,0,True,2,12,True,False,False,True,0.208933743,1.18960519,0.992880716,2.48522082,1.55590224,19.9082866,59.9999985,6.86715099,13.4010495,400.793563,1.03111615,1.02256751,0.623197806,0.621019143,1.02256751,400.793563,19.9082866,59.9999985,6.86715099,13.4010495,1.02256751,400.793563,0,0,0,0,0,-19.9999985,0
