stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,x_position,frame,size,temporal_frequency,color,spatial_frequency,stimulus_name,y_position,contrast,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1021,0.0,339.83275,340.08296,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25021204,47,,,0,,False,3,train,1
1022,0.0,340.08296,340.33317,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021204,112,,,0,,False,1,train,2
1023,0.0,340.33317,340.58339,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021204,203,,,0,,False,4,train,1
1024,0.0,340.58339,340.8336,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25021204,51,,,0,,False,6,train,1
1025,0.0,340.8336,341.0838,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25020546,207,,,0,,False,3,train,1
1026,0.0,341.0838,341.33401,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25020546,198,,,0,,False,3,train,2
1027,0.0,341.33401,341.58422,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020546,65,,,0,,False,5,test,2
1028,0.0,341.58422,341.83442,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25020546,39,,,0,,False,5,test,2
1029,0.0,341.83442,342.08464,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021704,228,,,0,,False,2,test,0
1030,0.0,342.08464,342.33485,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021704,59,,,0,,False,3,train,2
1031,0.0,342.33485,342.58507,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021704,116,,,0,,False,5,test,0
1032,0.0,342.58507,342.83529,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25021704,82,,,0,,False,6,train,0
1033,0.0,342.83529,343.08549,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25020046,183,,,0,,False,7,train,2
1034,0.0,343.08549,343.33569,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25020046,160,,,0,,False,1,train,2
1035,0.0,343.33569,343.58589,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25020046,24,,,0,,False,6,train,1
1036,0.0,343.58589,343.83609,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25020046,209,,,0,,False,5,test,0
1037,0.0,343.83609,344.08631,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021454,49,,,0,,False,8,test,0
1038,0.0,344.08631,344.33652,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021454,45,,,0,,False,7,train,2
1039,0.0,344.33652,344.58673,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021454,198,,,0,,False,4,train,2
1040,0.0,344.58673,344.83695,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25021454,131,,,0,,False,3,train,0
1041,0.0,344.83695,345.08715,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25020296,60,,,0,,False,2,test,1
1042,0.0,345.08715,345.33735,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25020296,145,,,0,,False,3,train,0
1043,0.0,345.33735,345.58756,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020296,95,,,0,,False,4,train,2
1044,0.0,345.58756,345.83776,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25020296,9,,,0,,False,4,train,1
1045,0.0,345.83776,346.08798,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25021454,24,,,0,,False,7,train,1
1046,0.0,346.08798,346.33819,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25021454,233,,,0,,False,2,test,0
1047,0.0,346.33819,346.5884,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25021454,139,,,0,,False,3,train,2
1048,0.0,346.5884,346.83862,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25021454,137,,,0,,False,6,train,1
1049,0.0,346.83862,347.08882,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020296,118,,,0,,False,5,test,2
1050,0.0,347.08882,347.33902,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020296,43,,,0,,False,5,test,1
1051,0.0,347.33902,347.58923,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020296,126,,,0,,False,3,train,1
1052,0.0,347.58923,347.83943,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020296,234,,,0,,False,1,train,2
1053,0.0,347.83943,348.08965,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021704,228,,,0,,False,3,train,0
1054,0.0,348.08965,348.33986,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25021704,191,,,0,,False,1,train,1
1055,0.0,348.33986,348.59008,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,90.0,0.25021704,122,,,0,,False,9,train,2
1056,0.0,348.59008,348.8403,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021704,237,,,0,,False,3,train,2
1057,0.0,348.8403,349.0905,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020046,95,,,0,,False,5,test,2
1058,0.0,349.0905,349.3407,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25020046,15,,,0,,False,7,train,0
1059,0.0,349.3407,349.5909,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25020046,228,,,0,,False,4,train,0
1060,0.0,349.5909,349.8411,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020046,221,,,0,,False,4,train,1
1061,0.0,349.8411,350.09133,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25022454,50,,,0,,False,6,train,2
1062,0.0,350.09133,350.34155,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25022454,188,,,0,,False,1,train,1
1063,0.0,350.34155,350.59177,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25022454,194,,,0,,False,4,train,2
1064,0.0,350.59177,350.842,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25022454,89,,,0,,False,2,test,1
1065,0.0,350.842,351.09219,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25019546,219,,,0,,False,2,test,1
1066,0.0,351.09219,351.34239,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25019546,234,,,0,,False,2,test,2
1067,0.0,351.34239,351.59259,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25019546,158,,,0,,False,4,train,1
1068,0.0,351.59259,351.84278,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25019546,9,,,0,,False,5,test,1
1069,0.0,351.84278,352.093,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021454,66,,,0,,False,6,train,0
1070,0.0,352.093,352.34321,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25021454,107,,,0,,False,4,train,2
1071,0.0,352.34321,352.59342,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25021454,189,,,0,,False,4,train,0
1072,0.0,352.59342,352.84364,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021454,38,,,0,,False,4,train,1
1073,0.0,352.84364,353.09384,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25020546,102,,,0,,False,5,test,1
1074,0.0,353.09384,353.34405,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25020546,124,,,0,,False,4,train,1
1075,0.0,353.34405,353.59426,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25020546,139,,,0,,False,4,train,2
1076,0.0,353.59426,353.84446,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020546,224,,,0,,False,4,train,0
1077,0.0,353.84446,354.09467,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25020704,140,,,0,,False,4,train,0
1078,0.0,354.09467,354.34487,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020704,121,,,0,,False,6,train,1
1079,0.0,354.34487,354.59508,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25020704,191,,,0,,False,2,test,1
1080,0.0,354.59508,354.84529,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25020704,166,,,0,,False,4,train,1
1081,0.0,354.84529,355.0955,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25021046,10,,,0,,False,4,train,2
1082,0.0,355.0955,355.34571,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25021046,31,,,0,,False,3,train,1
1083,0.0,355.34571,355.59592,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25021046,91,,,0,,False,6,train,1
1084,0.0,355.59592,355.84613,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021046,21,,,0,,False,3,train,0
1085,0.0,355.84613,356.09635,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021704,134,,,0,,False,2,test,2
1086,0.0,356.09635,356.34656,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021704,78,,,0,,False,6,train,0
1087,0.0,356.34656,356.59678,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25021704,107,,,0,,False,5,test,2
1088,0.0,356.59678,356.847,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021704,231,,,0,,False,2,test,0
1089,0.0,356.847,357.0972,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25020046,119,,,0,,False,3,train,1
1090,0.0,357.0972,357.3474,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25020046,75,,,0,,False,3,train,0
1091,0.0,357.3474,357.5976,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25020046,19,,,0,,False,4,train,0
1092,0.0,357.5976,357.8478,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020046,117,,,0,,False,3,train,0
1093,0.0,357.8478,358.09802,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021704,5,,,0,,False,3,train,2
1094,0.0,358.09802,358.34823,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25021704,115,,,0,,False,4,train,0
1095,0.0,358.34823,358.59845,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021704,242,,,0,,False,1,train,2
1096,0.0,358.59845,358.84867,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25021704,156,,,0,,False,7,train,2
1097,0.0,358.84867,359.09887,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020046,158,,,0,,False,5,test,1
1098,0.0,359.09887,359.34907,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25020046,8,,,0,,False,3,train,2
1099,0.0,359.34907,359.59927,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020046,238,,,0,,False,1,train,2
1100,0.0,359.59927,359.84947,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25020046,198,,,0,,False,5,test,2
1101,0.0,359.84947,360.09969,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25021704,155,,,0,,False,5,test,2
1102,0.0,360.09969,360.3499,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021704,194,,,0,,False,5,test,2
1103,0.0,360.3499,360.60012,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25021704,190,,,0,,False,2,test,2
1104,0.0,360.60012,360.85034,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021704,18,,,0,,False,1,train,0
1105,0.0,360.85034,361.10054,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25020296,169,,,0,,False,2,test,1
1106,0.0,361.10054,361.35074,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25020296,152,,,0,,False,1,train,2
1107,0.0,361.35074,361.60095,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25020296,28,,,0,,False,3,train,2
1108,0.0,361.60095,361.85115,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020296,90,,,0,,False,4,train,1
1109,0.0,361.85115,362.10137,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25021454,147,,,0,,False,3,train,1
1110,0.0,362.10137,362.35158,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25021454,56,,,0,,False,3,train,2
1111,0.0,362.35158,362.60179,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25021454,182,,,0,,False,2,test,0
1112,0.0,362.60179,362.85201,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25021454,181,,,0,,False,4,train,1
1113,0.0,362.85201,363.10221,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020296,82,,,0,,False,7,train,0
1114,0.0,363.10221,363.35241,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25020296,112,,,0,,False,2,test,2
1115,0.0,363.35241,363.60262,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25020296,169,,,0,,False,3,train,1
1116,0.0,363.60262,363.85282,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020296,233,,,0,,False,3,train,0
1117,0.0,363.85282,364.10304,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25021704,212,,,0,,False,4,train,1
1118,0.0,364.10304,364.35325,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021704,229,,,0,,False,2,test,2
1119,0.0,364.35325,364.60347,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25021704,197,,,0,,False,5,test,2
1120,0.0,364.60347,364.85369,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021704,206,,,0,,False,4,train,0
1121,0.0,364.85369,365.10389,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25019796,40,,,0,,False,2,test,1
1122,0.0,365.10389,365.35408,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25019796,115,,,0,,False,5,test,0
1123,0.0,365.35408,365.60428,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25019796,161,,,0,,False,6,train,2
1124,0.0,365.60428,365.85448,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25019796,148,,,0,,False,4,train,0
1125,0.0,365.85448,366.1047,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25021454,196,,,0,,False,2,test,0
1126,0.0,366.1047,366.35491,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021454,50,,,0,,False,7,train,2
1127,0.0,366.35491,366.60512,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25021454,152,,,0,,False,2,test,2
1128,0.0,366.60512,366.85534,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021454,21,,,0,,False,4,train,0
1129,0.0,366.85534,367.10554,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25020546,217,,,0,,False,3,train,1
1130,0.0,367.10554,367.35575,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020546,138,,,0,,False,7,train,0
1131,0.0,367.35575,367.60596,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020546,72,,,0,,False,6,train,0
1132,0.0,367.60596,367.85616,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25020546,148,,,0,,False,5,test,0
1133,0.0,367.85616,368.10638,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25021454,147,,,0,,False,4,train,1
1134,0.0,368.10638,368.35659,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021454,124,,,0,,False,5,test,1
1135,0.0,368.35659,368.6068,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021454,20,,,0,,False,6,train,0
1136,0.0,368.6068,368.85702,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25021454,105,,,0,,False,3,train,2
1137,0.0,368.85702,369.10722,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020296,192,,,0,,False,3,train,0
1138,0.0,369.10722,369.35742,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25020296,96,,,0,,False,3,train,0
1139,0.0,369.35742,369.60763,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020296,113,,,0,,False,6,train,1
1140,0.0,369.60763,369.85783,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25020296,188,,,0,,False,2,test,1
1141,0.0,369.85783,370.10804,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25020954,131,,,0,,False,4,train,0
1142,0.0,370.10804,370.35825,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020954,118,,,0,,False,6,train,2
1143,0.0,370.35825,370.60846,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25020954,220,,,0,,False,4,train,0
1144,0.0,370.60846,370.85867,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,0.0,0.25020954,46,,,0,,False,4,train,0
1145,0.0,370.85867,371.10888,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021296,161,,,0,,False,7,train,2
1146,0.0,371.10888,371.35909,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25021296,125,,,0,,False,5,test,1
1147,0.0,371.35909,371.60931,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25021296,16,,,0,,False,6,train,0
1148,0.0,371.60931,371.85952,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25021296,58,,,0,,False,3,train,1
1149,0.0,371.85952,372.10973,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25020454,205,,,0,,False,3,train,2
1150,0.0,372.10973,372.35993,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020454,52,,,0,,False,4,train,0
1151,0.0,372.35993,372.61013,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020454,156,,,0,,False,8,test,2
1152,0.0,372.61013,372.86034,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020454,143,,,0,,False,4,train,0
1153,0.0,372.86034,373.11055,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25021296,181,,,0,,False,5,test,1
1154,0.0,373.11055,373.36076,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021296,170,,,0,,False,2,test,1
1155,0.0,373.36076,373.61098,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021296,110,,,0,,False,8,test,0
1156,0.0,373.61098,373.86119,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25021296,123,,,0,,False,4,train,2
1157,0.0,373.86119,374.11141,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021454,59,,,0,,False,4,train,2
