stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,x_position,frame,size,temporal_frequency,color,spatial_frequency,stimulus_name,y_position,contrast,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.636279,84.869794,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.23351569,1,,,0,,False,0,train,0
2,0.0,84.869794,85.11999,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25019539,2,,,0,,False,0,train,2
3,0.0,85.11999,85.370185,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25019539,3,,,0,,False,0,train,0
4,0.0,85.370185,85.620381,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25019539,4,,,0,,False,0,train,1
5,0.0,85.620381,85.870605,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25022454,5,,,0,,False,0,train,2
6,0.0,85.870605,86.12083,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25022454,6,,,0,,False,0,train,2
7,0.0,86.12083,86.371054,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25022454,7,,,0,,False,0,train,1
8,0.0,86.371054,86.621279,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25022454,8,,,0,,False,0,train,2
9,0.0,86.621279,86.871472,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25019296,7,,,0,,False,1,train,1
10,0.0,86.871472,87.121665,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25019296,9,,,0,,False,0,train,1
11,0.0,87.121665,87.371858,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25019296,10,,,0,,False,0,train,2
12,0.0,87.371858,87.622051,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25019296,11,,,0,,False,0,train,0
13,0.0,87.622051,87.872273,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25022204,12,,,0,,False,0,train,0
14,0.0,87.872273,88.122495,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25022204,13,,,0,,False,0,train,1
15,0.0,88.122495,88.372717,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25022204,14,,,0,,False,0,train,2
16,0.0,88.372717,88.622939,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25022204,15,,,0,,False,0,train,0
17,0.0,88.622939,88.873134,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25019546,6,,,0,,False,1,train,2
18,0.0,88.873134,89.12333,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25019546,16,,,0,,False,0,train,0
19,0.0,89.12333,89.373525,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25019546,1,,,0,,False,1,train,0
20,0.0,89.373525,89.623721,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25019546,17,,,0,,False,0,train,0
21,0.0,89.623721,89.873948,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25022704,18,,,0,,False,0,train,0
22,0.0,89.873948,90.124175,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25022704,19,,,0,,False,0,train,0
23,0.0,90.124175,90.374402,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25022704,8,,,0,,False,1,train,2
24,0.0,90.374402,90.624629,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25022704,20,,,0,,False,0,train,0
25,0.0,90.624629,90.874819,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25019046,21,,,0,,False,0,train,0
26,0.0,90.874819,91.12501,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25019046,22,,,0,,False,0,train,1
27,0.0,91.12501,91.3752,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25019046,23,,,0,,False,0,train,1
28,0.0,91.3752,91.625391,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25019046,24,,,0,,False,0,train,1
29,0.0,91.625391,91.87561,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25021954,25,,,0,,False,0,train,1
30,0.0,91.87561,92.12583,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25021954,26,,,0,,False,0,train,0
31,0.0,92.12583,92.376049,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021954,27,,,0,,False,0,train,2
32,0.0,92.376049,92.626269,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021954,28,,,0,,False,0,train,2
33,0.0,92.626269,92.876469,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25020046,29,,,0,,False,0,train,0
34,0.0,92.876469,93.12667,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020046,30,,,0,,False,0,train,0
35,0.0,93.12667,93.37687,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020046,31,,,0,,False,0,train,1
36,0.0,93.37687,93.627071,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25020046,32,,,0,,False,0,train,2
37,0.0,93.627071,93.877288,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021704,33,,,0,,False,0,train,2
38,0.0,93.877288,94.127505,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021704,34,,,0,,False,0,train,0
39,0.0,94.127505,94.377722,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25021704,35,,,0,,False,0,train,1
40,0.0,94.377722,94.627939,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021704,29,,,0,,False,1,train,0
41,0.0,94.627939,94.878139,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,90.0,0.25020046,36,,,0,,False,0,train,2
42,0.0,94.878139,95.12834,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25020046,37,,,0,,False,0,train,2
43,0.0,95.12834,95.37854,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25020046,38,,,0,,False,0,train,1
44,0.0,95.37854,95.628741,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25020046,39,,,0,,False,0,train,2
45,0.0,95.628741,95.878958,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25021704,17,,,0,,False,1,train,0
46,0.0,95.878958,96.129175,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25021704,40,,,0,,False,0,train,1
47,0.0,96.129175,96.379392,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021704,14,,,0,,False,1,train,2
48,0.0,96.379392,96.629609,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25021704,41,,,0,,False,0,train,2
49,0.0,96.629609,96.879809,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25020046,22,,,0,,False,1,train,1
50,0.0,96.879809,97.13001,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020046,42,,,0,,False,0,train,2
51,0.0,97.13001,97.38021,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020046,43,,,0,,False,0,train,1
52,0.0,97.38021,97.630411,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020046,44,,,0,,False,0,train,1
53,0.0,97.630411,97.88063,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021954,45,,,0,,False,0,train,2
54,0.0,97.88063,98.13085,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25021954,25,,,0,,False,1,train,1
55,0.0,98.13085,98.381069,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,0.0,0.25021954,46,,,0,,False,0,train,0
56,0.0,98.381069,98.631289,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25021954,43,,,0,,False,1,train,1
57,0.0,98.631289,98.881489,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25020046,47,,,0,,False,0,train,1
58,0.0,98.881489,99.13169,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25020046,48,,,0,,False,0,train,2
59,0.0,99.13169,99.38189,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020046,49,,,0,,False,0,train,0
60,0.0,99.38189,99.632091,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25020046,50,,,0,,False,0,train,2
61,0.0,99.632091,99.882308,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25021704,51,,,0,,False,0,train,1
62,0.0,99.882308,100.13252,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021704,52,,,0,,False,0,train,0
63,0.0,100.13252,100.38274,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021704,53,,,0,,False,0,train,2
64,0.0,100.38274,100.63296,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021704,54,,,0,,False,0,train,2
65,0.0,100.63296,100.88316,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25020046,55,,,0,,False,0,train,1
66,0.0,100.88316,101.13336,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25020046,37,,,0,,False,1,train,2
67,0.0,101.13336,101.38356,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25020046,56,,,0,,False,0,train,2
68,0.0,101.38356,101.63376,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020046,57,,,0,,False,0,train,1
69,0.0,101.63376,101.88398,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25021704,58,,,0,,False,0,train,1
70,0.0,101.88398,102.13419,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021704,59,,,0,,False,0,train,2
71,0.0,102.13419,102.38441,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25021704,60,,,0,,False,0,train,1
72,0.0,102.38441,102.63463,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25021704,4,,,0,,False,1,train,1
73,0.0,102.63463,102.88483,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,0.0,0.25019796,61,,,0,,False,0,train,0
74,0.0,102.88483,103.13502,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25019796,62,,,0,,False,0,train,1
75,0.0,103.13502,103.38522,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25019796,63,,,0,,False,0,train,0
76,0.0,103.38522,103.63542,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,90.0,0.25019796,64,,,0,,False,0,train,2
77,0.0,103.63542,103.88564,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021704,48,,,0,,False,1,train,2
78,0.0,103.88564,104.13585,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25021704,65,,,0,,False,0,train,2
79,0.0,104.13585,104.38607,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021704,66,,,0,,False,0,train,0
80,0.0,104.38607,104.63629,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021704,15,,,0,,False,1,train,0
81,0.0,104.63629,104.88649,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020296,57,,,0,,False,1,train,1
82,0.0,104.88649,105.13669,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25020296,67,,,0,,False,0,train,1
83,0.0,105.13669,105.3869,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25020296,68,,,0,,False,0,train,1
84,0.0,105.3869,105.6371,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25020296,69,,,0,,False,0,train,0
85,0.0,105.6371,105.88732,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25021454,70,,,0,,False,0,train,1
86,0.0,105.88732,106.13753,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25021454,71,,,0,,False,0,train,1
87,0.0,106.13753,106.38774,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25021454,41,,,0,,False,1,train,2
88,0.0,106.38774,106.63796,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021454,15,,,0,,False,2,test,0
89,0.0,106.63796,106.88816,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020296,72,,,0,,False,0,train,0
90,0.0,106.88816,107.13836,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25020296,73,,,0,,False,0,train,2
91,0.0,107.13836,107.38857,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020296,74,,,0,,False,0,train,1
92,0.0,107.38857,107.63877,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25020296,75,,,0,,False,0,train,0
93,0.0,107.63877,107.88899,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25021454,3,,,0,,False,1,train,0
94,0.0,107.88899,108.1392,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25021454,76,,,0,,False,0,train,1
95,0.0,108.1392,108.38941,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25021454,77,,,0,,False,0,train,1
96,0.0,108.38941,108.63963,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021454,78,,,0,,False,0,train,0
97,0.0,108.63963,108.88983,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020046,52,,,0,,False,1,train,0
98,0.0,108.88983,109.14003,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25020046,79,,,0,,False,0,train,0
99,0.0,109.14003,109.39023,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020046,65,,,0,,False,1,train,2
100,0.0,109.39023,109.64043,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020046,57,,,0,,False,2,test,1
101,0.0,109.64043,109.89065,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25021954,4,,,0,,False,2,test,1
102,0.0,109.89065,110.14087,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021954,80,,,0,,False,0,train,0
103,0.0,110.14087,110.39109,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25021954,81,,,0,,False,0,train,0
104,0.0,110.39109,110.64131,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021954,38,,,0,,False,1,train,1
105,0.0,110.64131,110.89151,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25019796,82,,,0,,False,0,train,0
106,0.0,110.89151,111.1417,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25019796,83,,,0,,False,0,train,1
107,0.0,111.1417,111.3919,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25019796,51,,,0,,False,1,train,1
108,0.0,111.3919,111.6421,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25019796,84,,,0,,False,0,train,0
109,0.0,111.6421,111.89232,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25022204,85,,,0,,False,0,train,0
110,0.0,111.89232,112.14254,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25022204,86,,,0,,False,0,train,2
111,0.0,112.14254,112.39277,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25022204,87,,,0,,False,0,train,1
112,0.0,112.39277,112.64299,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25022204,88,,,0,,False,0,train,1
113,0.0,112.64299,112.89319,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25020046,89,,,0,,False,0,train,1
114,0.0,112.89319,113.14339,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020046,31,,,0,,False,1,train,1
115,0.0,113.14339,113.39359,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020046,90,,,0,,False,0,train,1
116,0.0,113.39359,113.64379,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25020046,45,,,0,,False,1,train,2
117,0.0,113.64379,113.89401,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021454,45,,,0,,False,2,test,2
118,0.0,113.89401,114.14422,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25021454,91,,,0,,False,0,train,1
119,0.0,114.14422,114.39443,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25021454,92,,,0,,False,0,train,0
120,0.0,114.39443,114.64465,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25021454,93,,,0,,False,0,train,2
121,0.0,114.64465,114.89485,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25020296,94,,,0,,False,0,train,2
122,0.0,114.89485,115.14505,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020296,95,,,0,,False,0,train,2
123,0.0,115.14505,115.39526,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25020296,96,,,0,,False,0,train,0
124,0.0,115.39526,115.64546,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020296,97,,,0,,False,0,train,1
125,0.0,115.64546,115.89568,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021454,69,,,0,,False,1,train,0
126,0.0,115.89568,116.14589,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021454,50,,,0,,False,1,train,2
127,0.0,116.14589,116.3961,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021454,80,,,0,,False,1,train,0
128,0.0,116.3961,116.64632,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021454,1,,,0,,False,2,test,0
129,0.0,116.64632,116.89652,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25019796,98,,,0,,False,0,train,2
130,0.0,116.89652,117.14671,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25019796,80,,,0,,False,2,test,0
131,0.0,117.14671,117.39691,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,0.0,0.25019796,99,,,0,,False,0,train,0
132,0.0,117.39691,117.64711,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25019796,100,,,0,,False,0,train,0
133,0.0,117.64711,117.89734,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,0.0,0.25022454,101,,,0,,False,0,train,0
134,0.0,117.89734,118.14756,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25022454,102,,,0,,False,0,train,1
135,0.0,118.14756,118.39778,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25022454,11,,,0,,False,1,train,0
136,0.0,118.39778,118.64801,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25022454,103,,,0,,False,0,train,2
137,0.0,118.64801,118.8982,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25019546,98,,,0,,False,1,train,2
138,0.0,118.8982,119.1484,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25019546,77,,,0,,False,1,train,1
