start_time,stop_time,x_position,y_position,orientation,orientation_index,repeat,trial_split
84.87581457819502,85.1093299317391,-20.0,20.0,0.0,0,0,train
85.1093299317391,85.35952495339345,0.0,0.0,90.0,2,0,train
85.35952495339345,85.6097199750478,0.0,-30.0,45.0,1,0,train
85.6097199750478,85.85991499670213,20.0,20.0,90.0,2,0,train
85.85991499670213,86.11013989207537,-40.0,20.0,0.0,0,0,train
86.11013989207537,86.3603647874486,-40.0,-10.0,45.0,1,0,train
86.3603647874486,86.61058968282181,-10.0,30.0,90.0,2,0,train
86.61058968282181,86.86081457819502,-10.0,0.0,90.0,2,0,train
86.86081457819502,87.11100968282179,-10.0,-10.0,45.0,1,0,train
87.11100968282179,87.36120478744856,10.0,40.0,45.0,1,0,train
87.36120478744856,87.61139989207535,-40.0,0.0,0.0,0,0,train
87.61139989207535,87.86159499670214,10.0,10.0,45.0,1,0,train
87.86159499670214,88.11182989207535,-20.0,40.0,90.0,2,0,train
88.11182989207535,88.36206478744856,40.0,40.0,45.0,1,0,train
88.36206478744856,88.61229968282179,-20.0,-10.0,45.0,1,0,train
88.61229968282179,88.86253457819502,30.0,-10.0,0.0,0,0,train
88.86253457819502,89.11271718282178,10.0,40.0,90.0,2,0,train
89.11271718282178,89.36289978744858,30.0,30.0,0.0,0,0,train
89.36289978744858,89.61308239207537,-30.0,-30.0,0.0,0,0,train
89.61308239207537,89.86326499670214,20.0,20.0,0.0,0,0,train
89.86326499670214,90.11348239207537,-40.0,-30.0,90.0,2,0,train
90.11348239207537,90.36369978744858,-40.0,10.0,90.0,2,0,train
90.36369978744858,90.6139171828218,0.0,20.0,45.0,1,0,train
90.6139171828218,90.86413457819502,40.0,40.0,90.0,2,0,train
90.86413457819502,91.11433468282179,30.0,0.0,90.0,2,0,train
91.11433468282179,91.36453478744858,0.0,10.0,90.0,2,0,train
91.36453478744858,91.61473489207536,-40.0,40.0,0.0,0,0,train
91.61473489207536,91.86493499670212,20.0,-40.0,45.0,1,0,train
91.86493499670212,92.11516489207537,-20.0,20.0,45.0,1,0,train
92.11516489207537,92.36539478744858,-20.0,30.0,90.0,2,0,train
92.36539478744858,92.61562468282179,10.0,20.0,0.0,0,0,train
92.61562468282179,92.86585457819504,-20.0,-30.0,45.0,1,0,train
92.86585457819504,93.11604218282179,0.0,40.0,90.0,2,0,train
93.11604218282179,93.36622978744856,0.0,20.0,45.0,1,1,train
93.36622978744856,93.61641739207536,-20.0,40.0,45.0,1,0,train
93.61641739207536,93.86660499670214,-10.0,10.0,90.0,2,0,train
93.86660499670214,94.11682739207536,0.0,-10.0,0.0,0,0,train
94.11682739207536,94.36704978744858,0.0,-30.0,90.0,2,0,train
94.36704978744858,94.6172721828218,30.0,20.0,0.0,0,0,train
94.6172721828218,94.86749457819502,20.0,10.0,0.0,0,0,train
94.86749457819502,95.11769218282178,-30.0,-30.0,90.0,2,0,train
95.11769218282178,95.36788978744858,0.0,30.0,90.0,2,0,train
95.36788978744858,95.61808739207537,-10.0,20.0,45.0,1,0,train
95.61808739207537,95.86828499670214,-20.0,-40.0,90.0,2,0,train
95.86828499670214,96.11850489207536,30.0,-20.0,90.0,2,0,train
96.11850489207536,96.36872478744858,10.0,-40.0,0.0,0,0,train
96.36872478744858,96.61894468282179,30.0,40.0,90.0,2,0,train
96.61894468282179,96.86916457819504,-10.0,20.0,0.0,0,0,train
96.86916457819504,97.1193596828218,-40.0,0.0,45.0,1,0,train
97.1193596828218,97.36955478744858,10.0,-10.0,45.0,1,0,train
97.36955478744858,97.61974989207536,-40.0,0.0,45.0,1,1,train
97.61974989207536,97.86994499670216,40.0,10.0,0.0,0,0,train
97.86994499670216,98.12016489207537,-10.0,10.0,0.0,0,0,train
98.12016489207537,98.3703847874486,-30.0,0.0,90.0,2,0,train
98.3703847874486,98.62060468282179,-10.0,-40.0,45.0,1,0,train
