stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,color,coherence,y_position,stimulus_name,Speed,orientation,spatial_frequency,size,Dir,temporal_frequency,frame,phase,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1816,0.0,529.64568,529.89588,0.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,13,,,0,,False,9,train,1
1817,0.0,529.89588,530.1461,40.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,201,,,0,,False,4,train,2
1818,0.0,530.1461,530.39631,30.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,228,,,0,,False,6,train,2
1819,0.0,530.39631,530.64652,30.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,205,,,0,,False,7,train,0
1820,0.0,530.64652,530.89674,40.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,135,,,0,,False,3,train,2
1821,0.0,530.89674,531.14695,-20.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,27,,,0,,False,11,test,2
1822,0.0,531.14695,531.39717,-40.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,86,,,0,,False,3,train,0
1823,0.0,531.39717,531.64739,-30.0,null,null,-10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,225,,,0,,False,9,train,1
1824,0.0,531.64739,531.8976,-10.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,25,,,0,,False,10,train,2
1825,0.0,531.8976,532.14781,10.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,79,,,0,,False,8,test,1
1826,0.0,532.14781,532.39801,-30.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,210,,,0,,False,7,train,0
1827,0.0,532.39801,532.64821,-10.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,14,,,0,,False,6,train,1
1828,0.0,532.64821,532.89842,-40.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,5,,,0,,False,10,train,0
1829,0.0,532.89842,533.14862,30.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,98,,,0,,False,9,train,1
1830,0.0,533.14862,533.39883,20.0,null,null,-30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,39,,,0,,False,7,train,0
1831,0.0,533.39883,533.64904,-30.0,null,null,0.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,41,,,0,,False,7,train,2
1832,0.0,533.64904,533.89924,40.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,33,,,0,,False,5,test,0
1833,0.0,533.89924,534.14945,10.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,185,,,0,,False,8,test,1
1834,0.0,534.14945,534.39966,10.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,217,,,0,,False,3,train,2
1835,0.0,534.39966,534.64987,40.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,201,,,0,,False,5,test,2
1836,0.0,534.64987,534.90008,-10.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,14,,,0,,False,7,train,1
1837,0.0,534.90008,535.15029,20.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,131,,,0,,False,7,train,2
1838,0.0,535.15029,535.40049,10.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,149,,,0,,False,10,train,2
1839,0.0,535.40049,535.6507,-20.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,164,,,0,,False,9,train,1
1840,0.0,535.6507,535.90091,-20.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,233,,,0,,False,7,train,1
1841,0.0,535.90091,536.15112,20.0,null,null,-30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,39,,,0,,False,8,test,0
1842,0.0,536.15112,536.40133,-40.0,null,null,0.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,112,,,0,,False,3,train,0
1843,0.0,536.40133,536.65154,30.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,218,,,0,,False,4,train,0
1844,0.0,536.65154,536.90175,-20.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,9,,,0,,False,7,train,2
1845,0.0,536.90175,537.15196,-40.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,181,,,0,,False,5,test,0
1846,0.0,537.15196,537.40216,-30.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,224,,,0,,False,7,train,1
1847,0.0,537.40216,537.65237,0.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,104,,,0,,False,7,train,0
1848,0.0,537.65237,537.90258,20.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,147,,,0,,False,5,test,2
1849,0.0,537.90258,538.15279,30.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,183,,,0,,False,6,train,1
1850,0.0,538.15279,538.403,30.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,139,,,0,,False,4,train,2
1851,0.0,538.403,538.65322,-20.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,1,,,0,,False,8,test,1
1852,0.0,538.65322,538.90343,0.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,64,,,0,,False,7,train,1
1853,0.0,538.90343,539.15364,0.0,null,null,-30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,241,,,0,,False,7,train,1
1854,0.0,539.15364,539.40384,0.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,220,,,0,,False,6,train,0
1855,0.0,539.40384,539.65405,-30.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,223,,,0,,False,5,test,2
1856,0.0,539.65405,539.90426,10.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,101,,,0,,False,8,test,1
1857,0.0,539.90426,540.15447,20.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,4,,,0,,False,8,test,0
1858,0.0,540.15447,540.40468,20.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,161,,,0,,False,7,train,1
1859,0.0,540.40468,540.65489,20.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,116,,,0,,False,3,train,0
1860,0.0,540.65489,540.9051,10.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,47,,,0,,False,6,train,0
1861,0.0,540.9051,541.1553,-20.0,null,null,-30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,180,,,0,,False,5,test,0
1862,0.0,541.1553,541.40551,40.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,84,,,0,,False,7,train,2
1863,0.0,541.40551,541.65572,0.0,null,null,0.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,90,,,0,,False,10,train,0
1864,0.0,541.65572,541.90592,-30.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,138,,,0,,False,8,test,2
1865,0.0,541.90592,542.15614,-30.0,null,null,40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,17,,,0,,False,6,train,2
1866,0.0,542.15614,542.40635,40.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,33,,,0,,False,6,train,0
1867,0.0,542.40635,542.65656,-40.0,null,null,0.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,229,,,0,,False,6,train,2
1868,0.0,542.65656,542.90678,20.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,83,,,0,,False,11,test,2
1869,0.0,542.90678,543.15699,20.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,148,,,0,,False,5,test,0
1870,0.0,543.15699,543.4072,-10.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,227,,,0,,False,8,test,2
1871,0.0,543.4072,543.65741,-40.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,108,,,0,,False,6,train,1
1872,0.0,543.65741,543.90762,10.0,null,null,-30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,68,,,0,,False,8,test,1
1873,0.0,543.90762,544.15783,-40.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,181,,,0,,False,6,train,0
1874,0.0,544.15783,544.40803,-30.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,223,,,0,,False,6,train,2
1875,0.0,544.40803,544.65824,30.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,141,,,0,,False,9,train,2
1876,0.0,544.65824,544.90845,30.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,209,,,0,,False,6,train,0
1877,0.0,544.90845,545.15865,-40.0,null,null,-10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,99,,,0,,False,6,train,0
1878,0.0,545.15865,545.40885,40.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,15,,,0,,False,8,test,1
1879,0.0,545.40885,545.65906,30.0,null,null,20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,12,,,0,,False,10,train,1
1880,0.0,545.65906,545.90926,10.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,217,,,0,,False,4,train,2
1881,0.0,545.90926,546.15947,0.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,105,,,0,,False,7,train,2
1882,0.0,546.15947,546.40968,-10.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,219,,,0,,False,8,test,0
1883,0.0,546.40968,546.6599,-40.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,181,,,0,,False,7,train,0
1884,0.0,546.6599,546.91011,-10.0,null,null,-10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,222,,,0,,False,5,test,0
1885,0.0,546.91011,547.16032,-40.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,168,,,0,,False,7,train,2
1886,0.0,547.16032,547.41052,10.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,216,,,0,,False,5,test,2
1887,0.0,547.41052,547.66073,-40.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,208,,,0,,False,8,test,2
1888,0.0,547.66073,547.91094,-30.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,71,,,0,,False,7,train,0
1889,0.0,547.91094,548.16115,40.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,177,,,0,,False,6,train,2
1890,0.0,548.16115,548.41136,20.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,161,,,0,,False,8,test,1
1891,0.0,548.41136,548.66158,0.0,null,null,0.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,90,,,0,,False,11,test,0
1892,0.0,548.66158,548.91179,-20.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,9,,,0,,False,8,test,2
1893,0.0,548.91179,549.162,30.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,69,,,0,,False,4,train,2
1894,0.0,549.162,549.41221,-30.0,null,null,0.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,231,,,0,,False,6,train,0
1895,0.0,549.41221,549.66243,0.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,125,,,0,,False,10,train,0
1896,0.0,549.66243,549.91264,30.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,152,,,0,,False,5,test,0
1897,0.0,549.91264,550.16285,10.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,185,,,0,,False,9,train,1
1898,0.0,550.16285,550.41305,10.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,185,,,0,,False,10,train,1
1899,0.0,550.41305,550.66326,-10.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,206,,,0,,False,6,train,0
1900,0.0,550.66326,550.91347,10.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,203,,,0,,False,1,train,0
1901,0.0,550.91347,551.16368,-30.0,null,null,-30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,122,,,0,,False,8,test,1
1902,0.0,551.16368,551.41389,-20.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,85,,,0,,False,10,train,2
1903,0.0,551.41389,551.6641,40.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,121,,,0,,False,5,test,1
1904,0.0,551.6641,551.91431,10.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,32,,,0,,False,9,train,2
1905,0.0,551.91431,552.16452,40.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,135,,,0,,False,4,train,2
1906,0.0,552.16452,552.41472,0.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,64,,,0,,False,8,test,1
1907,0.0,552.41472,552.66492,-40.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,186,,,0,,False,4,train,1
1908,0.0,552.66492,552.91513,10.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,166,,,0,,False,8,test,2
1909,0.0,552.91513,553.16534,20.0,null,null,-30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,230,,,0,,False,10,train,1
1910,0.0,553.16534,553.41555,-20.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,57,,,0,,False,10,train,2
1911,0.0,553.41555,553.66576,-10.0,null,null,-10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,222,,,0,,False,6,train,0
1912,0.0,553.66576,553.91597,-40.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,108,,,0,,False,7,train,1
1913,0.0,553.91597,554.16618,-40.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,200,,,0,,False,6,train,2
1914,0.0,554.16618,554.41639,0.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,105,,,0,,False,8,test,2
1915,0.0,554.41639,554.6666,-40.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,186,,,0,,False,5,test,1
1916,0.0,554.6666,554.91681,30.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,183,,,0,,False,7,train,1
1917,0.0,554.91681,555.16702,30.0,null,null,-20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,155,,,0,,False,5,test,1
1918,0.0,555.16702,555.41723,20.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,83,,,0,,False,12,train,2
1919,0.0,555.41723,555.66745,30.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,157,,,0,,False,7,train,2
1920,0.0,555.66745,555.91766,-10.0,null,null,40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,119,,,0,,False,10,train,2
1921,0.0,555.91766,556.16787,40.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,190,,,0,,False,9,train,1
1922,0.0,556.16787,556.41807,30.0,null,null,20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,12,,,0,,False,11,test,1
1923,0.0,556.41807,556.66828,40.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,135,,,0,,False,5,test,2
1924,0.0,556.66828,556.91849,-20.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,34,,,0,,False,5,test,0
1925,0.0,556.91849,557.16869,20.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,45,,,0,,False,7,train,0
1926,0.0,557.16869,557.4189,-30.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,170,,,0,,False,6,train,0
1927,0.0,557.4189,557.66911,10.0,null,null,20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,133,,,0,,False,7,train,1
1928,0.0,557.66911,557.91931,-30.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,31,,,0,,False,8,test,2
1929,0.0,557.91931,558.16952,-20.0,null,null,0.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,237,,,0,,False,4,train,2
1930,0.0,558.16952,558.41973,-40.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,91,,,0,,False,9,train,2
1931,0.0,558.41973,558.66995,10.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,101,,,0,,False,9,train,1
1932,0.0,558.66995,558.92016,40.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021038,234,,,0,,False,7,train,0
1933,0.0,558.92016,559.17037,0.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,220,,,0,,False,7,train,0
1934,0.0,559.17037,559.42058,20.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,131,,,0,,False,8,test,2
1935,0.0,559.42058,559.67079,40.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,201,,,0,,False,6,train,2
1936,0.0,559.67079,559.921,30.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,141,,,0,,False,10,train,2
1937,0.0,559.921,560.17121,10.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,194,,,0,,False,8,test,2
1938,0.0,560.17121,560.42141,-30.0,null,null,-30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,122,,,0,,False,9,train,1
1939,0.0,560.42141,560.67162,10.0,null,null,0.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,53,,,0,,False,8,test,2
1940,0.0,560.67162,560.92183,-30.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,42,,,0,,False,9,train,2
1941,0.0,560.92183,561.17203,-30.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,36,,,0,,False,8,test,0
1942,0.0,561.17203,561.42223,-40.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,151,,,0,,False,11,test,0
1943,0.0,561.42223,561.67244,40.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,174,,,0,,False,8,test,1
1944,0.0,561.67244,561.92264,20.0,null,null,-10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020462,226,,,0,,False,8,test,1
