stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,phase,temporal_frequency,spatial_frequency,y_position,contrast,size,x_position,frame,color,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1415,0.0,427.31621,427.56644,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25022636,37,,,0,,False,7,train,0
1416,0.0,427.56644,427.81666,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25022636,207,,,0,,False,3,train,0
1417,0.0,427.81666,428.06686,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019364,231,,,0,,False,2,test,2
1418,0.0,428.06686,428.31705,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019364,181,,,0,,False,3,train,1
1419,0.0,428.31705,428.56724,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019364,214,,,0,,False,8,test,1
1420,0.0,428.56724,428.81744,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25019364,115,,,0,,False,5,test,2
1421,0.0,428.81744,429.06766,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25022136,30,,,0,,False,6,train,1
1422,0.0,429.06766,429.31788,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25022136,53,,,0,,False,5,test,1
1423,0.0,429.31788,429.5681,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25022136,33,,,0,,False,5,test,1
1424,0.0,429.5681,429.81832,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25022136,172,,,0,,False,3,train,1
1425,0.0,429.81832,430.06852,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25019364,224,,,0,,False,6,train,2
1426,0.0,430.06852,430.31871,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019364,239,,,0,,False,5,test,2
1427,0.0,430.31871,430.5689,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25019364,154,,,0,,False,5,test,0
1428,0.0,430.5689,430.8191,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019364,26,,,0,,False,5,test,1
1429,0.0,430.8191,431.06932,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25022386,85,,,0,,False,7,train,1
1430,0.0,431.06932,431.31955,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25022386,37,,,0,,False,8,test,0
1431,0.0,431.31955,431.56977,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25022386,178,,,0,,False,4,train,1
1432,0.0,431.56977,431.81999,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25022386,146,,,0,,False,4,train,0
1433,0.0,431.81999,432.07019,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25019614,185,,,0,,False,5,test,1
1434,0.0,432.07019,432.32039,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019614,215,,,0,,False,5,test,0
1435,0.0,432.32039,432.57058,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25019614,131,,,0,,False,5,test,0
1436,0.0,432.57058,432.82078,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25019614,116,,,0,,False,4,train,2
1437,0.0,432.82078,433.07099,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021636,155,,,0,,False,5,test,1
1438,0.0,433.07099,433.32121,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021636,38,,,0,,False,10,train,0
1439,0.0,433.32121,433.57143,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021636,76,,,0,,False,5,test,2
1440,0.0,433.57143,433.82164,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021636,18,,,0,,False,5,test,2
1441,0.0,433.82164,434.07184,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020114,11,,,0,,False,9,train,2
1442,0.0,434.07184,434.32205,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020114,106,,,0,,False,5,test,2
1443,0.0,434.32205,434.57225,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020114,182,,,0,,False,9,train,2
1444,0.0,434.57225,434.82245,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020114,4,,,0,,False,6,train,0
1445,0.0,434.82245,435.07266,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021636,190,,,0,,False,6,train,1
1446,0.0,435.07266,435.32288,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021636,79,,,0,,False,6,train,2
1447,0.0,435.32288,435.5731,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021636,185,,,0,,False,6,train,1
1448,0.0,435.5731,435.82331,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021636,193,,,0,,False,6,train,2
1449,0.0,435.82331,436.07352,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020364,77,,,0,,False,5,test,0
1450,0.0,436.07352,436.32372,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020364,213,,,0,,False,4,train,1
1451,0.0,436.32372,436.57392,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020364,58,,,0,,False,6,train,2
1452,0.0,436.57392,436.82413,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020364,230,,,0,,False,8,test,1
1453,0.0,436.82413,437.07434,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021636,101,,,0,,False,5,test,2
1454,0.0,437.07434,437.32456,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021636,74,,,0,,False,7,train,2
1455,0.0,437.32456,437.57478,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021636,92,,,0,,False,6,train,0
1456,0.0,437.57478,437.82499,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021636,60,,,0,,False,3,train,1
1457,0.0,437.82499,438.07519,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020114,117,,,0,,False,3,train,2
1458,0.0,438.07519,438.3254,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020114,207,,,0,,False,4,train,0
1459,0.0,438.3254,438.5756,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020114,63,,,0,,False,4,train,2
1460,0.0,438.5756,438.8258,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020114,227,,,0,,False,2,test,0
1461,0.0,438.8258,439.07602,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25022136,170,,,0,,False,4,train,1
1462,0.0,439.07602,439.32624,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25022136,217,,,0,,False,7,train,0
1463,0.0,439.32624,439.57646,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25022136,104,,,0,,False,5,test,1
1464,0.0,439.57646,439.82668,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25022136,119,,,0,,False,7,train,0
1465,0.0,439.82668,440.07688,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25019864,119,,,0,,False,8,test,0
1466,0.0,440.07688,440.32708,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25019864,92,,,0,,False,7,train,0
1467,0.0,440.32708,440.57728,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25019864,180,,,0,,False,7,train,0
1468,0.0,440.57728,440.82748,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25019864,31,,,0,,False,5,test,0
1469,0.0,440.82748,441.07769,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021636,193,,,0,,False,7,train,2
1470,0.0,441.07769,441.32791,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021636,208,,,0,,False,6,train,1
1471,0.0,441.32791,441.57813,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021636,231,,,0,,False,3,train,2
1472,0.0,441.57813,441.82834,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021636,111,,,0,,False,4,train,0
1473,0.0,441.82834,442.07854,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020114,126,,,0,,False,7,train,1
1474,0.0,442.07854,442.32875,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020114,152,,,0,,False,9,train,2
1475,0.0,442.32875,442.57895,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020114,222,,,0,,False,3,train,1
1476,0.0,442.57895,442.82915,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020114,122,,,0,,False,6,train,0
1477,0.0,442.82915,443.07937,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25022136,179,,,0,,False,4,train,1
1478,0.0,443.07937,443.32959,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25022136,71,,,0,,False,3,train,0
1479,0.0,443.32959,443.57981,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25022136,152,,,0,,False,10,train,2
1480,0.0,443.57981,443.83003,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25022136,64,,,0,,False,6,train,0
1481,0.0,443.83003,444.08023,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25019614,227,,,0,,False,3,train,0
1482,0.0,444.08023,444.33043,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25019614,171,,,0,,False,5,test,0
1483,0.0,444.33043,444.58062,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25019614,117,,,0,,False,4,train,2
1484,0.0,444.58062,444.83082,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25019614,172,,,0,,False,4,train,1
1485,0.0,444.83082,445.08103,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020886,19,,,0,,False,8,test,0
1486,0.0,445.08103,445.33124,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020886,197,,,0,,False,6,train,0
1487,0.0,445.33124,445.58144,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020886,188,,,0,,False,5,test,0
1488,0.0,445.58144,445.83165,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020886,157,,,0,,False,3,train,1
1489,0.0,445.83165,446.08186,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020864,149,,,0,,False,6,train,2
1490,0.0,446.08186,446.33207,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020864,36,,,0,,False,8,test,1
1491,0.0,446.33207,446.58228,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020864,89,,,0,,False,6,train,2
1492,0.0,446.58228,446.83249,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020864,227,,,0,,False,4,train,0
1493,0.0,446.83249,447.0827,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021636,89,,,0,,False,7,train,2
1494,0.0,447.0827,447.33292,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021636,226,,,0,,False,7,train,2
1495,0.0,447.33292,447.58314,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021636,232,,,0,,False,3,train,1
1496,0.0,447.58314,447.83335,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021636,200,,,0,,False,2,test,1
1497,0.0,447.83335,448.08355,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020114,111,,,0,,False,5,test,0
1498,0.0,448.08355,448.33376,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020114,143,,,0,,False,6,train,1
1499,0.0,448.33376,448.58396,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020114,221,,,0,,False,4,train,2
1500,0.0,448.58396,448.83416,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020114,214,,,0,,False,9,train,1
1501,0.0,448.83416,449.08437,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021386,41,,,0,,False,6,train,2
1502,0.0,449.08437,449.33459,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021386,95,,,0,,False,6,train,2
1503,0.0,449.33459,449.5848,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021386,178,,,0,,False,5,test,1
1504,0.0,449.5848,449.83501,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021386,139,,,0,,False,6,train,1
1505,0.0,449.83501,450.08522,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020614,76,,,0,,False,6,train,2
1506,0.0,450.08522,450.33543,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020614,105,,,0,,False,5,test,1
1507,0.0,450.33543,450.58563,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020614,105,,,0,,False,6,train,1
1508,0.0,450.58563,450.83584,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020614,236,,,0,,False,7,train,0
1509,0.0,450.83584,451.08604,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020386,68,,,0,,False,5,test,0
1510,0.0,451.08604,451.33625,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020386,91,,,0,,False,4,train,1
1511,0.0,451.33625,451.58645,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020386,15,,,0,,False,5,test,0
1512,0.0,451.58645,451.83665,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020386,200,,,0,,False,3,train,1
1513,0.0,451.83665,452.08686,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021114,27,,,0,,False,5,test,1
1514,0.0,452.08686,452.33708,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021114,210,,,0,,False,7,train,2
1515,0.0,452.33708,452.58729,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021114,170,,,0,,False,5,test,1
1516,0.0,452.58729,452.8375,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021114,66,,,0,,False,6,train,1
1517,0.0,452.8375,453.08771,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021136,204,,,0,,False,7,train,2
1518,0.0,453.08771,453.33792,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021136,188,,,0,,False,6,train,0
1519,0.0,453.33792,453.58813,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021136,210,,,0,,False,8,test,2
1520,0.0,453.58813,453.83834,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,180,,,0,,False,8,test,0
1521,0.0,453.83834,454.08855,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020864,229,,,0,,False,8,test,1
1522,0.0,454.08855,454.33876,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020864,188,,,0,,False,7,train,0
1523,0.0,454.33876,454.58897,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020864,56,,,0,,False,6,train,0
1524,0.0,454.58897,454.83918,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020864,237,,,0,,False,3,train,2
1525,0.0,454.83918,455.08938,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019886,110,,,0,,False,8,test,1
1526,0.0,455.08938,455.33958,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25019886,107,,,0,,False,5,test,1
1527,0.0,455.33958,455.58977,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25019886,70,,,0,,False,7,train,0
1528,0.0,455.58977,455.83997,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019886,36,,,0,,False,9,train,1
1529,0.0,455.83997,456.09019,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25022114,15,,,0,,False,6,train,0
1530,0.0,456.09019,456.34042,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25022114,9,,,0,,False,7,train,2
1531,0.0,456.34042,456.59064,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25022114,237,,,0,,False,4,train,2
1532,0.0,456.59064,456.84086,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25022114,37,,,0,,False,9,train,0
1533,0.0,456.84086,457.09107,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,136,,,0,,False,9,train,0
1534,0.0,457.09107,457.34128,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021136,57,,,0,,False,7,train,0
1535,0.0,457.34128,457.59149,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021136,204,,,0,,False,8,test,2
1536,0.0,457.59149,457.8417,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021136,30,,,0,,False,7,train,1
1537,0.0,457.8417,458.09191,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020864,52,,,0,,False,6,train,0
1538,0.0,458.09191,458.34212,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020864,5,,,0,,False,7,train,2
1539,0.0,458.34212,458.59233,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020864,141,,,0,,False,6,train,2
1540,0.0,458.59233,458.84254,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020864,122,,,0,,False,7,train,0
1541,0.0,458.84254,459.09274,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020636,224,,,0,,False,7,train,2
1542,0.0,459.09274,459.34295,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020636,176,,,0,,False,5,test,1
1543,0.0,459.34295,459.59316,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020636,236,,,0,,False,8,test,0
1544,0.0,459.59316,459.84336,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020636,3,,,0,,False,8,test,1
1545,0.0,459.84336,460.09357,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020614,105,,,0,,False,7,train,1
1546,0.0,460.09357,460.34378,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020614,91,,,0,,False,5,test,1
1547,0.0,460.34378,460.59398,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020614,193,,,0,,False,8,test,2
1548,0.0,460.59398,460.84419,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020614,228,,,0,,False,6,train,0
1549,0.0,460.84419,461.0944,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020886,13,,,0,,False,6,train,0
1550,0.0,461.0944,461.34461,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020886,17,,,0,,False,9,train,2
1551,0.0,461.34461,461.59481,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020886,178,,,0,,False,6,train,1
