stimulus_presentation_id,stimulus_block,start_time,stop_time,color,stimulus_name,contrast,phase,x_position,y_position,spatial_frequency,orientation,frame,size,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
907,0.0,311.00536,311.25556,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,173,,,0,,False,4,train,0
908,0.0,311.25556,311.50576,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,239,,,0,,False,1,train,0
909,0.0,311.50576,311.75597,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020673,46,,,0,,False,3,train,2
910,0.0,311.75597,312.00618,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020673,122,,,0,,False,2,test,2
911,0.0,312.00618,312.25638,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020673,2,,,0,,False,3,train,2
912,0.0,312.25638,312.50659,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020673,169,,,0,,False,5,test,0
913,0.0,312.50659,312.7568,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,-40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021077,177,,,0,,False,2,test,2
914,0.0,312.7568,313.00701,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021077,99,,,0,,False,3,train,2
915,0.0,313.00701,313.25722,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021077,79,,,0,,False,3,train,1
916,0.0,313.25722,313.50743,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,0.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021077,72,,,0,,False,4,train,1
917,0.0,313.50743,313.75764,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,0.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020673,211,,,0,,False,1,train,1
918,0.0,313.75764,314.00785,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020673,144,,,0,,False,5,test,0
919,0.0,314.00785,314.25805,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020673,241,,,0,,False,0,train,1
920,0.0,314.25805,314.50826,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020673,207,,,0,,False,3,train,2
921,0.0,314.50826,314.75847,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021327,31,,,0,,False,6,train,0
922,0.0,314.75847,315.00869,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-10.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021327,85,,,0,,False,2,test,1
923,0.0,315.00869,315.2589,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,-30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021327,68,,,0,,False,3,train,2
924,0.0,315.2589,315.50911,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021327,161,,,0,,False,2,test,2
925,0.0,315.50911,315.75933,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021423,121,,,0,,False,1,train,1
926,0.0,315.75933,316.00954,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021423,48,,,0,,False,4,train,2
927,0.0,316.00954,316.25975,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021423,226,,,0,,False,2,test,0
928,0.0,316.25975,316.50997,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,-20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021423,155,,,0,,False,3,train,1
929,0.0,316.50997,316.76017,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020077,63,,,0,,False,7,train,2
930,0.0,316.76017,317.01037,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020077,229,,,0,,False,1,train,1
931,0.0,317.01037,317.26057,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,181,,,0,,False,1,train,0
932,0.0,317.26057,317.51077,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,10.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020077,74,,,0,,False,6,train,1
933,0.0,317.51077,317.76098,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020673,219,,,0,,False,1,train,0
934,0.0,317.76098,318.01119,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020673,173,,,0,,False,5,test,0
935,0.0,318.01119,318.26139,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020673,186,,,0,,False,3,train,2
936,0.0,318.26139,318.5116,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,-20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020673,232,,,0,,False,2,test,2
937,0.0,318.5116,318.76181,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021327,141,,,0,,False,3,train,2
938,0.0,318.76181,319.01203,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,-10.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021327,224,,,0,,False,4,train,1
939,0.0,319.01203,319.26224,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,0.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021327,96,,,0,,False,3,train,1
940,0.0,319.26224,319.51245,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,0.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021327,41,,,0,,False,4,train,1
941,0.0,319.51245,319.76267,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021423,99,,,0,,False,4,train,2
942,0.0,319.76267,320.01288,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021423,87,,,0,,False,3,train,0
943,0.0,320.01288,320.26309,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021423,165,,,0,,False,3,train,1
944,0.0,320.26309,320.51331,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021423,230,,,0,,False,5,test,1
945,0.0,320.51331,320.76351,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,169,,,0,,False,6,train,0
946,0.0,320.76351,321.01372,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,-30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,195,,,0,,False,5,test,0
947,0.0,321.01372,321.26392,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020327,110,,,0,,False,4,train,2
948,0.0,321.26392,321.51412,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020327,18,,,0,,False,4,train,1
949,0.0,321.51412,321.76433,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021173,10,,,0,,False,3,train,1
950,0.0,321.76433,322.01455,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021173,65,,,0,,False,3,train,1
951,0.0,322.01455,322.26476,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021173,118,,,0,,False,3,train,2
952,0.0,322.26476,322.51497,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,-10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021173,17,,,0,,False,6,train,0
953,0.0,322.51497,322.76517,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020577,2,,,0,,False,4,train,2
954,0.0,322.76517,323.01538,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020577,34,,,0,,False,3,train,0
955,0.0,323.01538,323.26559,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020577,100,,,0,,False,3,train,2
956,0.0,323.26559,323.51579,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,0.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020577,113,,,0,,False,6,train,1
957,0.0,323.51579,323.76601,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,0.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021423,221,,,0,,False,2,test,2
958,0.0,323.76601,324.01622,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021423,180,,,0,,False,3,train,1
959,0.0,324.01622,324.26643,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021423,110,,,0,,False,5,test,2
960,0.0,324.26643,324.51665,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,0.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021423,38,,,0,,False,3,train,0
961,0.0,324.51665,324.76685,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020327,83,,,0,,False,6,train,2
962,0.0,324.76685,325.01706,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020327,231,,,0,,False,1,train,1
963,0.0,325.01706,325.26726,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020327,127,,,0,,False,1,train,1
964,0.0,325.26726,325.51746,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020327,149,,,0,,False,2,test,1
965,0.0,325.51746,325.76768,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,10.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021923,107,,,0,,False,5,test,1
966,0.0,325.76768,326.0179,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021923,11,,,0,,False,3,train,2
967,0.0,326.0179,326.26812,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,-10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021923,189,,,0,,False,2,test,0
968,0.0,326.26812,326.51834,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021923,49,,,0,,False,4,train,0
969,0.0,326.51834,326.76854,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25019827,166,,,0,,False,2,test,1
970,0.0,326.76854,327.01874,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,-10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25019827,17,,,0,,False,7,train,0
971,0.0,327.01874,327.26893,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25019827,99,,,0,,False,5,test,2
972,0.0,327.26893,327.51913,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25019827,134,,,0,,False,5,test,0
973,0.0,327.51913,327.76934,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020923,150,,,0,,False,2,test,1
974,0.0,327.76934,328.01955,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020923,58,,,0,,False,4,train,0
975,0.0,328.01955,328.26976,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020923,149,,,0,,False,3,train,1
976,0.0,328.26976,328.51997,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,0.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020923,38,,,0,,False,4,train,0
977,0.0,328.51997,328.77018,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020827,67,,,0,,False,5,test,0
978,0.0,328.77018,329.02039,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,0.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020827,59,,,0,,False,4,train,0
979,0.0,329.02039,329.27059,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020827,90,,,0,,False,3,train,0
980,0.0,329.27059,329.5208,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020827,112,,,0,,False,7,train,0
981,0.0,329.5208,329.77101,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,0.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020673,167,,,0,,False,8,test,2
982,0.0,329.77101,330.02122,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020673,197,,,0,,False,3,train,0
983,0.0,330.02122,330.27142,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,-40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020673,240,,,0,,False,1,train,1
984,0.0,330.27142,330.52163,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020673,40,,,0,,False,6,train,1
985,0.0,330.52163,330.77184,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021077,106,,,0,,False,3,train,0
986,0.0,330.77184,331.02205,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021077,205,,,0,,False,1,train,2
987,0.0,331.02205,331.27226,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021077,111,,,0,,False,4,train,0
988,0.0,331.27226,331.52247,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-20.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021077,241,,,0,,False,1,train,1
989,0.0,331.52247,331.77269,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021923,127,,,0,,False,2,test,1
990,0.0,331.77269,332.02291,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021923,94,,,0,,False,5,test,0
991,0.0,332.02291,332.27313,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021923,187,,,0,,False,5,test,2
992,0.0,332.27313,332.52335,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021923,237,,,0,,False,1,train,2
993,0.0,332.52335,332.77355,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,0.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,126,,,0,,False,4,train,0
994,0.0,332.77355,333.02375,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,194,,,0,,False,4,train,0
995,0.0,333.02375,333.27395,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,58,,,0,,False,5,test,0
996,0.0,333.27395,333.52415,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,-20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020077,92,,,0,,False,7,train,2
997,0.0,333.52415,333.77436,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021173,49,,,0,,False,5,test,0
998,0.0,333.77436,334.02458,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-10.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021173,175,,,0,,False,5,test,1
999,0.0,334.02458,334.27479,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021173,217,,,0,,False,2,test,2
1000,0.0,334.27479,334.525,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,0.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021173,41,,,0,,False,5,test,1
1001,0.0,334.525,334.7752,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020577,117,,,0,,False,3,train,1
1002,0.0,334.7752,335.02541,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020577,159,,,0,,False,4,train,1
1003,0.0,335.02541,335.27562,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020577,137,,,0,,False,5,test,2
1004,0.0,335.27562,335.52582,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020577,181,,,0,,False,2,test,0
1005,0.0,335.52582,335.77604,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021423,12,,,0,,False,5,test,0
1006,0.0,335.77604,336.02625,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021423,236,,,0,,False,2,test,2
1007,0.0,336.02625,336.27646,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021423,30,,,0,,False,4,train,0
1008,0.0,336.27646,336.52668,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021423,109,,,0,,False,6,train,0
1009,0.0,336.52668,336.77688,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,-30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,198,,,0,,False,3,train,0
1010,0.0,336.77688,337.02709,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,199,,,0,,False,2,test,0
1011,0.0,337.02709,337.27729,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,0.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020327,50,,,0,,False,3,train,2
1012,0.0,337.27729,337.52749,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,219,,,0,,False,2,test,0
1013,0.0,337.52749,337.77771,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,174,,,0,,False,5,test,0
1014,0.0,337.77771,338.02793,null,gabors,0.8,"[3644.93333333, 3644.93333333]",40.0,-20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021673,86,,,0,,False,4,train,2
1015,0.0,338.02793,338.27814,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,97,,,0,,False,5,test,0
1016,0.0,338.27814,338.52836,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,0.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,126,,,0,,False,5,test,0
1017,0.0,338.52836,338.77856,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020077,70,,,0,,False,3,train,2
1018,0.0,338.77856,339.02876,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,-20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020077,151,,,0,,False,5,test,2
1019,0.0,339.02876,339.27896,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,13,,,0,,False,4,train,0
1020,0.0,339.27896,339.52916,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,0.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,216,,,0,,False,1,train,0
1021,0.0,339.52916,339.77938,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021673,186,,,0,,False,4,train,2
1022,0.0,339.77938,340.0296,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,194,,,0,,False,5,test,0
1023,0.0,340.0296,340.27981,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021673,36,,,0,,False,4,train,2
1024,0.0,340.27981,340.53003,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,-10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,163,,,0,,False,4,train,0
1025,0.0,340.53003,340.78023,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,-40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020077,108,,,0,,False,5,test,1
1026,0.0,340.78023,341.03043,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,-20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,235,,,0,,False,1,train,0
1027,0.0,341.03043,341.28063,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020077,136,,,0,,False,2,test,2
1028,0.0,341.28063,341.53083,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020077,217,,,0,,False,3,train,2
1029,0.0,341.53083,341.78105,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021673,147,,,0,,False,7,train,2
1030,0.0,341.78105,342.03127,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,225,,,0,,False,2,test,0
1031,0.0,342.03127,342.28148,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,30.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021673,228,,,0,,False,1,train,2
1032,0.0,342.28148,342.5317,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-20.0,10.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,210,,,0,,False,2,test,0
1033,0.0,342.5317,342.7819,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,-20.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,114,,,0,,False,4,train,0
1034,0.0,342.7819,343.0321,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-30.0,0.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020077,211,,,0,,False,2,test,1
1035,0.0,343.0321,343.2823,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,-30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,238,,,0,,False,1,train,0
1036,0.0,343.2823,343.5325,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-40.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020077,146,,,0,,False,3,train,0
1037,0.0,343.5325,343.78272,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021673,127,,,0,,False,3,train,1
1038,0.0,343.78272,344.03294,null,gabors,0.8,"[3644.93333333, 3644.93333333]",10.0,30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25021673,133,,,0,,False,6,train,1
1039,0.0,344.03294,344.28315,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,40.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25021673,219,,,0,,False,3,train,0
1040,0.0,344.28315,344.53337,null,gabors,0.8,"[3644.93333333, 3644.93333333]",-10.0,-10.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25021673,217,,,0,,False,4,train,2
1041,0.0,344.53337,344.78357,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,30.0,0.08,0.0,null,"[20.0, 20.0]",4.0,0.25020327,142,,,0,,False,3,train,0
1042,0.0,344.78357,345.03378,null,gabors,0.8,"[3644.93333333, 3644.93333333]",20.0,-30.0,0.08,45.0,null,"[20.0, 20.0]",4.0,0.25020327,152,,,0,,False,4,train,1
1043,0.0,345.03378,345.28398,null,gabors,0.8,"[3644.93333333, 3644.93333333]",30.0,-20.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020327,232,,,0,,False,3,train,2
1044,0.0,345.28398,345.53418,null,gabors,0.8,"[3644.93333333, 3644.93333333]",0.0,40.0,0.08,90.0,null,"[20.0, 20.0]",4.0,0.25020327,23,,,0,,False,6,train,2
