stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,size,stimulus_name,x_position,contrast,spatial_frequency,color,frame,phase,temporal_frequency,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1883,0.0,559.9494,560.1996,-30.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,107,,,0,,False,10,train,1
1884,0.0,560.1996,560.4498,-10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020057,207,,,0,,False,6,train,0
1885,0.0,560.4498,560.70002,-10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,198,,,0,,False,8,test,2
1886,0.0,560.70002,560.95023,10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,39,,,0,,False,7,train,0
1887,0.0,560.95023,561.20044,-10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,34,,,0,,False,6,train,2
1888,0.0,561.20044,561.45066,20.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,140,,,0,,False,7,train,1
1889,0.0,561.45066,561.70086,-30.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,205,,,0,,False,7,train,0
1890,0.0,561.70086,561.95107,-30.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,179,,,0,,False,5,test,1
1891,0.0,561.95107,562.20128,-10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,232,,,0,,False,5,test,0
1892,0.0,562.20128,562.45148,0.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,102,,,0,,False,5,test,1
1893,0.0,562.45148,562.70169,-40.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,5,,,0,,False,8,test,1
1894,0.0,562.70169,562.95191,20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,93,,,0,,False,5,test,2
1895,0.0,562.95191,563.20212,-40.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,195,,,0,,False,7,train,2
1896,0.0,563.20212,563.45233,-20.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,28,,,0,,False,8,test,2
1897,0.0,563.45233,563.70253,-20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,161,,,0,,False,5,test,0
1898,0.0,563.70253,563.95274,-10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,2,,,0,,False,6,train,1
1899,0.0,563.95274,564.20295,20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,129,,,0,,False,4,train,1
1900,0.0,564.20295,564.45315,-40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,240,,,0,,False,6,train,1
1901,0.0,564.45315,564.70336,10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,73,,,0,,False,7,train,1
1902,0.0,564.70336,564.95358,-40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,99,,,0,,False,9,train,0
1903,0.0,564.95358,565.20379,30.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,226,,,0,,False,9,train,2
1904,0.0,565.20379,565.454,10.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,163,,,0,,False,7,train,2
1905,0.0,565.454,565.7042,0.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,41,,,0,,False,5,test,0
1906,0.0,565.7042,565.95441,10.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,47,,,0,,False,6,train,1
1907,0.0,565.95441,566.20462,-20.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,128,,,0,,False,8,test,1
1908,0.0,566.20462,566.45482,0.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,91,,,0,,False,8,test,2
1909,0.0,566.45482,566.70503,-10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,123,,,0,,False,8,test,1
1910,0.0,566.70503,566.95525,40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,190,,,0,,False,8,test,0
1911,0.0,566.95525,567.20546,-40.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,46,,,0,,False,8,test,0
1912,0.0,567.20546,567.45567,40.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,10,,,0,,False,9,train,1
1913,0.0,567.45567,567.70588,-30.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020807,231,,,0,,False,5,test,0
1914,0.0,567.70588,567.95609,20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020807,212,,,0,,False,10,train,1
1915,0.0,567.95609,568.20629,20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020807,203,,,0,,False,5,test,0
1916,0.0,568.20629,568.4565,40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020807,194,,,0,,False,10,train,2
1917,0.0,568.4565,568.70672,-30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,33,,,0,,False,7,train,1
1918,0.0,568.70672,568.95693,20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,150,,,0,,False,10,train,2
1919,0.0,568.95693,569.20714,20.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,234,,,0,,False,8,test,0
1920,0.0,569.20714,569.45736,10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,220,,,0,,False,5,test,0
1921,0.0,569.45736,569.70756,0.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,182,,,0,,False,7,train,1
1922,0.0,569.70756,569.95777,40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,96,,,0,,False,9,train,1
1923,0.0,569.95777,570.20797,0.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020307,127,,,0,,False,5,test,2
1924,0.0,570.20797,570.45817,-40.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,30,,,0,,False,9,train,0
1925,0.0,570.45817,570.70838,-30.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020943,205,,,0,,False,8,test,0
1926,0.0,570.70838,570.95859,10.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020943,47,,,0,,False,7,train,1
1927,0.0,570.95859,571.2088,-40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020943,19,,,0,,False,10,train,2
1928,0.0,571.2088,571.45901,-10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020943,237,,,0,,False,7,train,2
1929,0.0,571.45901,571.70922,-30.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021057,117,,,0,,False,8,test,2
1930,0.0,571.70922,571.95943,20.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021057,177,,,0,,False,7,train,1
1931,0.0,571.95943,572.20964,-20.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,142,,,0,,False,6,train,0
1932,0.0,572.20964,572.45985,10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021057,51,,,0,,False,8,test,1
1933,0.0,572.45985,572.71007,20.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,234,,,0,,False,9,train,0
1934,0.0,572.71007,572.96028,10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,51,,,0,,False,9,train,1
1935,0.0,572.96028,573.21049,-40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,70,,,0,,False,9,train,0
1936,0.0,573.21049,573.46071,0.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,102,,,0,,False,6,train,1
1937,0.0,573.46071,573.71091,-10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020307,34,,,0,,False,7,train,2
1938,0.0,573.71091,573.96112,-10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,123,,,0,,False,9,train,1
1939,0.0,573.96112,574.21132,10.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,164,,,0,,False,6,train,1
1940,0.0,574.21132,574.46152,-20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,161,,,0,,False,6,train,0
1941,0.0,574.46152,574.71174,0.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,41,,,0,,False,6,train,0
1942,0.0,574.71174,574.96195,-20.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,193,,,0,,False,6,train,1
1943,0.0,574.96195,575.21216,30.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,201,,,0,,False,8,test,2
1944,0.0,575.21216,575.46238,0.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,21,,,0,,False,8,test,2
1945,0.0,575.46238,575.71258,-10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,14,,,0,,False,9,train,1
1946,0.0,575.71258,575.96279,-20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,213,,,0,,False,7,train,0
1947,0.0,575.96279,576.213,-10.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,25,,,0,,False,9,train,2
1948,0.0,576.213,576.4632,-40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,19,,,0,,False,11,test,2
1949,0.0,576.4632,576.71341,0.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020693,166,,,0,,False,7,train,0
1950,0.0,576.71341,576.96362,-30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020693,241,,,0,,False,7,train,0
1951,0.0,576.96362,577.21382,-20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,16,,,0,,False,9,train,1
1952,0.0,577.21382,577.46403,10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020693,220,,,0,,False,6,train,0
1953,0.0,577.46403,577.71424,20.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021057,76,,,0,,False,6,train,1
1954,0.0,577.71424,577.96445,10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,229,,,0,,False,9,train,0
1955,0.0,577.96445,578.21466,40.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021057,101,,,0,,False,7,train,2
1956,0.0,578.21466,578.46487,30.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021057,214,,,0,,False,6,train,1
1957,0.0,578.46487,578.71509,-20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,121,,,0,,False,12,train,2
1958,0.0,578.71509,578.9653,-30.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,48,,,0,,False,8,test,2
1959,0.0,578.9653,579.21551,30.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,45,,,0,,False,10,train,2
1960,0.0,579.21551,579.46573,30.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,63,,,0,,False,6,train,2
1961,0.0,579.46573,579.71593,-10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,207,,,0,,False,7,train,0
1962,0.0,579.71593,579.96614,10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020307,61,,,0,,False,11,test,2
1963,0.0,579.96614,580.21634,-30.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,172,,,0,,False,9,train,1
1964,0.0,580.21634,580.46654,-20.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,133,,,0,,False,7,train,0
1965,0.0,580.46654,580.71675,40.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,112,,,0,,False,8,test,1
1966,0.0,580.71675,580.96697,10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,174,,,0,,False,6,train,1
1967,0.0,580.96697,581.21718,-20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,130,,,0,,False,10,train,2
1968,0.0,581.21718,581.46739,30.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,65,,,0,,False,10,train,0
1969,0.0,581.46739,581.71759,0.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,124,,,0,,False,5,test,1
1970,0.0,581.71759,581.9678,20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,49,,,0,,False,10,train,1
1971,0.0,581.9678,582.21801,10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,113,,,0,,False,12,train,1
1972,0.0,582.21801,582.46821,-40.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,208,,,0,,False,8,test,1
1973,0.0,582.46821,582.71843,20.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021943,18,,,0,,False,10,train,1
1974,0.0,582.71843,582.96865,10.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021943,186,,,0,,False,10,train,2
1975,0.0,582.96865,583.21887,20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021943,93,,,0,,False,6,train,2
1976,0.0,583.21887,583.46909,-10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021943,86,,,0,,False,9,train,1
1977,0.0,583.46909,583.71929,-10.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,8,,,0,,False,9,train,1
1978,0.0,583.71929,583.96949,20.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020057,236,,,0,,False,10,train,0
1979,0.0,583.96949,584.21969,-20.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,3,,,0,,False,6,train,1
1980,0.0,584.21969,584.46989,-40.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020057,189,,,0,,False,8,test,2
1981,0.0,584.46989,584.72011,40.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,101,,,0,,False,8,test,2
1982,0.0,584.72011,584.97032,0.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,200,,,0,,False,7,train,0
1983,0.0,584.97032,585.22053,10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,51,,,0,,False,10,train,1
1984,0.0,585.22053,585.47075,30.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,191,,,0,,False,6,train,1
1985,0.0,585.47075,585.72095,10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,78,,,0,,False,6,train,2
1986,0.0,585.72095,585.97116,40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,96,,,0,,False,10,train,1
1987,0.0,585.97116,586.22137,40.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,40,,,0,,False,9,train,0
1988,0.0,586.22137,586.47157,0.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,138,,,0,,False,9,train,2
1989,0.0,586.47157,586.72179,-20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,130,,,0,,False,11,test,2
1990,0.0,586.72179,586.972,0.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,127,,,0,,False,6,train,2
1991,0.0,586.972,587.22221,-10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,183,,,0,,False,7,train,0
1992,0.0,587.22221,587.47243,-30.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,238,,,0,,False,6,train,1
1993,0.0,587.47243,587.72263,30.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25019807,52,,,0,,False,12,train,0
1994,0.0,587.72263,587.97283,30.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25019807,170,,,0,,False,8,test,0
1995,0.0,587.97283,588.22302,-20.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25019807,131,,,0,,False,4,train,2
1996,0.0,588.22302,588.47322,-30.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25019807,48,,,0,,False,9,train,2
1997,0.0,588.47322,588.72344,30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021693,132,,,0,,False,8,test,2
1998,0.0,588.72344,588.97366,0.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021693,80,,,0,,False,6,train,0
1999,0.0,588.97366,589.22387,0.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021693,94,,,0,,False,9,train,2
2000,0.0,589.22387,589.47409,-30.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,22,,,0,,False,11,test,1
2001,0.0,589.47409,589.72429,20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,13,,,0,,False,8,test,0
2002,0.0,589.72429,589.9745,-40.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,169,,,0,,False,8,test,1
2003,0.0,589.9745,590.2247,-40.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,208,,,0,,False,9,train,1
2004,0.0,590.2247,590.4749,40.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,26,,,0,,False,4,train,0
2005,0.0,590.4749,590.72512,-20.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,136,,,0,,False,10,train,2
2006,0.0,590.72512,590.97533,20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,1,,,0,,False,8,test,2
2007,0.0,590.97533,591.22554,-30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,196,,,0,,False,8,test,2
2008,0.0,591.22554,591.47576,30.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,224,,,0,,False,5,test,0
2009,0.0,591.47576,591.72596,-30.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,160,,,0,,False,8,test,2
2010,0.0,591.72596,591.97617,10.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,164,,,0,,False,7,train,1
2011,0.0,591.97617,592.22638,10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,180,,,0,,False,8,test,1
2012,0.0,592.22638,592.47658,20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,1,,,0,,False,9,train,2
2013,0.0,592.47658,592.72679,-40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,19,,,0,,False,12,train,2
2014,0.0,592.72679,592.97701,0.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,124,,,0,,False,6,train,1
2015,0.0,592.97701,593.22722,40.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,104,,,0,,False,7,train,0
2016,0.0,593.22722,593.47743,20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,188,,,0,,False,10,train,0
2017,0.0,593.47743,593.72763,-30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,33,,,0,,False,8,test,1
2018,0.0,593.72763,593.97784,-40.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,137,,,0,,False,5,test,0
2019,0.0,593.97784,594.22805,-30.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,83,,,0,,False,11,test,1
