ecephys_session_id,group,preference,model,weighted_correlation,weighted_rmse_octaves,shared_grid_points,coverage_fraction
797828357,HVA pooled,tf,raw,0.0159298,0.366642,1035,1
798911424,V1,sf,raw,0.702496,0.103777,467,1
798911424,V1,tf,raw,0.667014,0.188647,491,1
798911424,HVA pooled,sf,raw,0.702991,0.307446,1534,1
798911424,HVA pooled,tf,raw,0.361266,0.311595,1635,1
799864342,V1,sf,raw,0.531463,0.330854,465,1
799864342,V1,tf,raw,0.391091,0.134118,475,1
799864342,HVA pooled,sf,raw,0.248158,0.235264,1029,1
799864342,HVA pooled,tf,raw,0.842431,0.457763,1153,1
715093703,V1,sf,v1_rf_center_translation,-0.174302,0.257699,468,1
715093703,V1,tf,v1_rf_center_translation,0.925473,0.133256,481,1
715093703,HVA pooled,sf,v1_rf_center_translation,0.170238,0.183947,1194,1
715093703,HVA pooled,tf,v1_rf_center_translation,0.55481,0.348797,1232,1
719161530,V1,sf,v1_rf_center_translation,0.0456321,0.316264,306,1
719161530,V1,tf,v1_rf_center_translation,0.832996,0.131427,333,1
719161530,HVA pooled,sf,v1_rf_center_translation,0.00377528,0.281691,553,1
719161530,HVA pooled,tf,v1_rf_center_translation,0.440608,0.564432,646,1
721123822,V1,sf,v1_rf_center_translation,0.317206,0.187376,289,1
721123822,V1,tf,v1_rf_center_translation,0.902959,0.090667,375,1
721123822,HVA pooled,sf,v1_rf_center_translation,0.559918,0.24574,1496,1
721123822,HVA pooled,tf,v1_rf_center_translation,0.393122,0.439012,1525,1
744228101,V1,sf,v1_rf_center_translation,0.36492,0.263434,292,1
744228101,V1,tf,v1_rf_center_translation,0.915196,0.620925,359,1
744228101,HVA pooled,sf,v1_rf_center_translation,0.488951,0.207699,415,1
744228101,HVA pooled,tf,v1_rf_center_translation,0.381777,0.434464,667,1
750749662,V1,sf,v1_rf_center_translation,-0.543978,0.792993,367,1
750749662,V1,tf,v1_rf_center_translation,0.895568,0.240966,411,1
750749662,HVA pooled,sf,v1_rf_center_translation,-0.0621992,0.153465,1019,1
750749662,HVA pooled,tf,v1_rf_center_translation,0.26156,0.571106,1151,1
751348571,V1,sf,v1_rf_center_translation,-0.651518,0.679184,367,1
751348571,V1,tf,v1_rf_center_translation,0.823829,0.315647,425,1
751348571,HVA pooled,sf,v1_rf_center_translation,-0.133205,0.290796,1123,1
751348571,HVA pooled,tf,v1_rf_center_translation,0.26095,0.499852,1251,1
754312389,V1,sf,v1_rf_center_translation,0.0992182,0.321401,494,0.99798
754312389,V1,tf,v1_rf_center_translation,0.912127,0.0835263,522,0.998088
754312389,HVA pooled,sf,v1_rf_center_translation,0.48462,0.196661,795,1
754312389,HVA pooled,tf,v1_rf_center_translation,0.848881,0.333172,1102,0.998188
754829445,V1,sf,v1_rf_center_translation,-0.457618,0.33817,552,0.903437
754829445,V1,tf,v1_rf_center_translation,0.424905,0.329739,571,0.894984
754829445,HVA pooled,sf,v1_rf_center_translation,0.511106,0.769141,54,1
754829445,HVA pooled,tf,v1_rf_center_translation,-0.318235,0.274995,265,1
755434585,V1,sf,v1_rf_center_translation,-0.466492,0.152878,483,1
755434585,V1,tf,v1_rf_center_translation,0.382177,0.0676508,475,1
755434585,HVA pooled,sf,v1_rf_center_translation,0.419566,0.229669,1502,1
755434585,HVA pooled,tf,v1_rf_center_translation,0.345994,0.300668,1553,1
756029989,V1,sf,v1_rf_center_translation,-0.10813,0.287813,409,1
756029989,V1,tf,v1_rf_center_translation,0.856461,0.177247,460,1
756029989,HVA pooled,sf,v1_rf_center_translation,0.0227019,0.415205,1386,0.998559
756029989,HVA pooled,tf,v1_rf_center_translation,0.827311,0.286383,1434,1
757216464,V1,sf,v1_rf_center_translation,0.450876,0.31894,504,0.994083
757216464,V1,tf,v1_rf_center_translation,0.590994,0.169949,521,1
757216464,HVA pooled,sf,v1_rf_center_translation,-0.489414,0.303612,1101,1
757216464,HVA pooled,tf,v1_rf_center_translation,0.153799,0.462617,1226,1
757970808,V1,sf,v1_rf_center_translation,0.294012,0.354035,530,0.996241
757970808,V1,tf,v1_rf_center_translation,-0.517775,0.169388,537,0.990775
757970808,HVA pooled,sf,v1_rf_center_translation,-0.310188,0.21681,875,0.998858
757970808,HVA pooled,tf,v1_rf_center_translation,0.884255,0.326981,971,1
758798717,V1,sf,v1_rf_center_translation,-0.365184,0.128086,412,1
758798717,V1,tf,v1_rf_center_translation,0.827238,0.0631545,454,1
758798717,HVA pooled,sf,v1_rf_center_translation,0.0125067,0.216647,999,1
758798717,HVA pooled,tf,v1_rf_center_translation,0.526161,0.329962,1111,1
759883607,V1,sf,v1_rf_center_translation,0.254706,0.373436,431,1
759883607,V1,tf,v1_rf_center_translation,-0.315683,0.207138,453,1
759883607,HVA pooled,sf,v1_rf_center_translation,0.257091,0.321468,1023,1
759883607,HVA pooled,tf,v1_rf_center_translation,0.28154,0.500512,1073,1
760345702,V1,sf,v1_rf_center_translation,0.268902,0.333564,449,1
760345702,V1,tf,v1_rf_center_translation,0.813618,0.0924059,472,1
760345702,HVA pooled,sf,v1_rf_center_translation,0.200742,0.215291,1197,1
760345702,HVA pooled,tf,v1_rf_center_translation,0.383993,0.494707,1143,1
761418226,V1,sf,v1_rf_center_translation,0.495682,0.181347,354,1
761418226,V1,tf,v1_rf_center_translation,-0.71728,0.170221,370,1
761418226,HVA pooled,sf,v1_rf_center_translation,0.00920445,0.182768,801,1
761418226,HVA pooled,tf,v1_rf_center_translation,0.687354,0.448965,808,1
762602078,V1,sf,v1_rf_center_translation,-0.026571,0.477617,558,0.987611
762602078,V1,tf,v1_rf_center_translation,0.349773,0.11919,574,0.987952
762602078,HVA pooled,sf,v1_rf_center_translation,0.830303,0.258691,362,1
762602078,HVA pooled,tf,v1_rf_center_translation,0.57799,0.0942802,331,1
763673393,V1,sf,v1_rf_center_translation,-0.495155,0.179348,449,1
763673393,V1,tf,v1_rf_center_translation,-0.961838,0.21097,466,1
763673393,HVA pooled,sf,v1_rf_center_translation,0.468878,0.194454,597,1
763673393,HVA pooled,tf,v1_rf_center_translation,0.722666,0.2713,646,1
773418906,V1,sf,v1_rf_center_translation,-0.142815,0.627228,399,1
773418906,V1,tf,v1_rf_center_translation,-0.96406,0.157135,388,1
773418906,HVA pooled,sf,v1_rf_center_translation,0.46351,0.208064,798,1
773418906,HVA pooled,tf,v1_rf_center_translation,-0.179244,0.396506,940,1
791319847,V1,sf,v1_rf_center_translation,0.0492353,0.378213,493,0.961014
791319847,V1,tf,v1_rf_center_translation,0.516061,0.116418,509,0.962193
791319847,HVA pooled,sf,v1_rf_center_translation,-0.0539912,0.32185,1236,1
791319847,HVA pooled,tf,v1_rf_center_translation,0.669,0.482677,1253,1
797828357,V1,sf,v1_rf_center_translation,0.44997,0.0766086,431,1
797828357,V1,tf,v1_rf_center_translation,-0.840924,0.299096,488,0.997955
797828357,HVA pooled,sf,v1_rf_center_translation,-0.587035,0.354301,371,1
797828357,HVA pooled,tf,v1_rf_center_translation,-0.553577,0.435058,689,1
798911424,V1,sf,v1_rf_center_translation,0.0970321,0.133774,517,0.996146
798911424,V1,tf,v1_rf_center_translation,0.865942,0.190272,543,0.998162
798911424,HVA pooled,sf,v1_rf_center_translation,0.654545,0.282037,1378,0.997106
798911424,HVA pooled,tf,v1_rf_center_translation,0.371174,0.273659,1404,1
799864342,V1,sf,v1_rf_center_translation,-0.0872757,0.349077,488,1
799864342,V1,tf,v1_rf_center_translation,0.53145,0.139466,497,0.997992
799864342,HVA pooled,sf,v1_rf_center_translation,0.320339,0.235611,889,1
799864342,HVA pooled,tf,v1_rf_center_translation,0.680726,0.500539,988,1
715093703,V1,sf,tuning_fitted_affine,-0.477505,0.324025,409,0.955607
715093703,V1,tf,tuning_fitted_affine,0.564348,0.161536,418,0.956522
715093703,HVA pooled,sf,tuning_fitted_affine,0.130423,0.211668,1018,1
715093703,HVA pooled,tf,tuning_fitted_affine,0.700162,0.358724,1055,1
719161530,V1,sf,tuning_fitted_affine,0.703795,0.288351,245,1
719161530,V1,tf,tuning_fitted_affine,0.296893,0.211371,265,1
719161530,HVA pooled,sf,tuning_fitted_affine,0.0712212,0.286374,510,1
719161530,HVA pooled,tf,tuning_fitted_affine,0.744524,0.415669,601,1
721123822,V1,sf,tuning_fitted_affine,-0.816673,0.199506,228,1
721123822,V1,tf,tuning_fitted_affine,0.103729,0.114699,292,1
721123822,HVA pooled,sf,tuning_fitted_affine,0.781941,0.140898,946,1
721123822,HVA pooled,tf,tuning_fitted_affine,0.699313,0.403762,961,1
744228101,V1,sf,tuning_fitted_affine,-0.809611,0.296927,305,1
744228101,V1,tf,tuning_fitted_affine,0.383662,0.57062,377,1
744228101,HVA pooled,sf,tuning_fitted_affine,0.770393,0.222394,466,1
744228101,HVA pooled,tf,tuning_fitted_affine,0.631707,0.384526,668,1
750749662,V1,sf,tuning_fitted_affine,-0.613209,0.756561,338,1
750749662,V1,tf,tuning_fitted_affine,0.941725,0.229796,378,1
750749662,HVA pooled,sf,tuning_fitted_affine,0.405165,0.139026,815,1
750749662,HVA pooled,tf,tuning_fitted_affine,0.439714,0.617979,896,1
751348571,V1,sf,tuning_fitted_affine,0.00832415,0.71753,367,0.997283
751348571,V1,tf,tuning_fitted_affine,0.72537,0.358902,422,1
751348571,HVA pooled,sf,tuning_fitted_affine,0.241358,0.281077,844,1
751348571,HVA pooled,tf,tuning_fitted_affine,0.27067,0.515268,944,1
754312389,V1,sf,tuning_fitted_affine,0.699485,0.406995,444,0.995516
754312389,V1,tf,tuning_fitted_affine,0.655061,0.176148,468,0.993631
754312389,HVA pooled,sf,tuning_fitted_affine,0.734103,0.128546,540,1
754312389,HVA pooled,tf,tuning_fitted_affine,0.895517,0.22428,769,1
754829445,V1,sf,tuning_fitted_affine,-0.681823,0.380308,583,0.843705
754829445,V1,tf,tuning_fitted_affine,0.517813,0.293566,612,0.852368
754829445,HVA pooled,sf,tuning_fitted_affine,0.606159,0.906685,71,1
754829445,HVA pooled,tf,tuning_fitted_affine,0.782642,0.259739,182,1
755434585,V1,sf,tuning_fitted_affine,-0.0413044,0.221459,469,0.997872
755434585,V1,tf,tuning_fitted_affine,0.64345,0.152973,459,0.997826
755434585,HVA pooled,sf,tuning_fitted_affine,0.506172,0.24055,1179,0.990756
755434585,HVA pooled,tf,tuning_fitted_affine,0.697095,0.198648,1194,0.998328
756029989,V1,sf,tuning_fitted_affine,0.88982,0.321705,311,1
756029989,V1,tf,tuning_fitted_affine,0.911021,0.147979,351,1
756029989,HVA pooled,sf,tuning_fitted_affine,0.346031,0.380167,1074,1
756029989,HVA pooled,tf,tuning_fitted_affine,0.805942,0.31369,1101,1
757216464,V1,sf,tuning_fitted_affine,0.624177,0.25296,387,1
757216464,V1,tf,tuning_fitted_affine,0.747734,0.145382,399,1
757216464,HVA pooled,sf,tuning_fitted_affine,-0.401239,0.316794,783,1
757216464,HVA pooled,tf,tuning_fitted_affine,0.561661,0.352321,812,1
757970808,V1,sf,tuning_fitted_affine,0.349427,0.298572,509,1
757970808,V1,tf,tuning_fitted_affine,-0.223584,0.163799,519,1
757970808,HVA pooled,sf,tuning_fitted_affine,0.161025,0.218003,1057,0.9897
757970808,HVA pooled,tf,tuning_fitted_affine,0.752739,0.390791,1207,1
758798717,V1,sf,tuning_fitted_affine,0.285115,0.114018,479,1
758798717,V1,tf,tuning_fitted_affine,0.778434,0.0629066,528,1
758798717,HVA pooled,sf,tuning_fitted_affine,0.262382,0.213759,1074,1
758798717,HVA pooled,tf,tuning_fitted_affine,0.730807,0.29538,1197,1
759883607,V1,sf,tuning_fitted_affine,0.00705281,0.324407,398,1
759883607,V1,tf,tuning_fitted_affine,-0.0571551,0.21087,418,1
759883607,HVA pooled,sf,tuning_fitted_affine,0.423577,0.293035,1031,1
759883607,HVA pooled,tf,tuning_fitted_affine,-0.0247875,0.531101,1066,1
760345702,V1,sf,tuning_fitted_affine,-0.252176,0.431838,391,1
760345702,V1,tf,tuning_fitted_affine,0.848212,0.105048,409,1
760345702,HVA pooled,sf,tuning_fitted_affine,0.222802,0.281868,1037,1
760345702,HVA pooled,tf,tuning_fitted_affine,0.449287,0.428058,958,1
761418226,V1,sf,tuning_fitted_affine,0.281604,0.197725,210,0.92511
761418226,V1,tf,tuning_fitted_affine,-0.135215,0.142007,228,0.953975
761418226,HVA pooled,sf,tuning_fitted_affine,0.681529,0.184705,965,1
761418226,HVA pooled,tf,tuning_fitted_affine,0.842912,0.386167,1016,1
762602078,V1,sf,tuning_fitted_affine,0.527449,0.493518,529,1
762602078,V1,tf,tuning_fitted_affine,0.449632,0.133696,545,1
762602078,HVA pooled,sf,tuning_fitted_affine,0.822423,0.224962,330,1
762602078,HVA pooled,tf,tuning_fitted_affine,0.44743,0.122759,297,1
763673393,V1,sf,tuning_fitted_affine,-0.0770054,0.183146,329,0.953623
763673393,V1,tf,tuning_fitted_affine,-0.722652,0.170525,341,0.963277
763673393,HVA pooled,sf,tuning_fitted_affine,0.59346,0.169238,640,1
763673393,HVA pooled,tf,tuning_fitted_affine,0.561089,0.322889,710,1
773418906,V1,sf,tuning_fitted_affine,0.428991,0.575736,370,1
773418906,V1,tf,tuning_fitted_affine,0.315966,0.113888,360,1
773418906,HVA pooled,sf,tuning_fitted_affine,0.28065,0.210413,628,1
773418906,HVA pooled,tf,tuning_fitted_affine,0.118612,0.336064,762,1
791319847,V1,sf,tuning_fitted_affine,0.465574,0.378062,548,0.980322
791319847,V1,tf,tuning_fitted_affine,0.679066,0.150817,561,0.99292
791319847,HVA pooled,sf,tuning_fitted_affine,0.45099,0.26749,987,1
791319847,HVA pooled,tf,tuning_fitted_affine,0.724424,0.46211,968,1
797828357,V1,sf,tuning_fitted_affine,0.625793,0.221823,365,0.854801
797828357,V1,tf,tuning_fitted_affine,0.583912,0.247677,388,0.850877
797828357,HVA pooled,sf,tuning_fitted_affine,0.342113,0.204151,212,1
797828357,HVA pooled,tf,tuning_fitted_affine,-0.144158,0.341382,752,0.990777
798911424,V1,sf,tuning_fitted_affine,0.626708,0.117902,573,1
798911424,V1,tf,tuning_fitted_affine,0.854295,0.172508,600,1
798911424,HVA pooled,sf,tuning_fitted_affine,0.588149,0.261358,1442,1
798911424,HVA pooled,tf,tuning_fitted_affine,0.781835,0.201197,1453,1
799864342,V1,sf,tuning_fitted_affine,0.743007,0.432815,429,1
799864342,V1,tf,tuning_fitted_affine,0.303626,0.238168,441,1
799864342,HVA pooled,sf,tuning_fitted_affine,0.62366,0.191948,643,1
799864342,HVA pooled,tf,tuning_fitted_affine,0.746445,0.444189,731,1
715093703,V1,sf,ccf_to_v1_rf_translation,-0.539675,0.256335,468,1
715093703,V1,tf,ccf_to_v1_rf_translation,0.85773,0.131293,481,1
715093703,HVA pooled,sf,ccf_to_v1_rf_translation,0.225212,0.186813,1184,1
715093703,HVA pooled,tf,ccf_to_v1_rf_translation,0.630351,0.35165,1233,1
719161530,V1,sf,ccf_to_v1_rf_translation,0.408679,0.27485,324,1
719161530,V1,tf,ccf_to_v1_rf_translation,0.761842,0.170693,353,1
719161530,HVA pooled,sf,ccf_to_v1_rf_translation,0.247756,0.256753,655,1
719161530,HVA pooled,tf,ccf_to_v1_rf_translation,0.492065,0.501698,769,1
721123822,V1,sf,ccf_to_v1_rf_translation,-0.293187,0.188928,310,1
721123822,V1,tf,ccf_to_v1_rf_translation,0.896513,0.0995783,400,1
721123822,HVA pooled,sf,ccf_to_v1_rf_translation,0.482604,0.249888,1444,1
721123822,HVA pooled,tf,ccf_to_v1_rf_translation,0.418829,0.427492,1454,1
744228101,V1,sf,ccf_to_v1_rf_translation,-0.723645,0.274276,312,1
744228101,V1,tf,ccf_to_v1_rf_translation,0.784966,0.606589,382,1
744228101,HVA pooled,sf,ccf_to_v1_rf_translation,0.453611,0.227101,472,1
744228101,HVA pooled,tf,ccf_to_v1_rf_translation,0.449519,0.423169,772,1
750749662,V1,sf,ccf_to_v1_rf_translation,-0.764735,0.791752,391,1
750749662,V1,tf,ccf_to_v1_rf_translation,0.896359,0.239383,437,1
750749662,HVA pooled,sf,ccf_to_v1_rf_translation,0.0935745,0.143683,1034,1
750749662,HVA pooled,tf,ccf_to_v1_rf_translation,0.248994,0.583939,1153,1
751348571,V1,sf,ccf_to_v1_rf_translation,-0.794807,0.688337,367,1
751348571,V1,tf,ccf_to_v1_rf_translation,0.8381,0.305633,425,1
751348571,HVA pooled,sf,ccf_to_v1_rf_translation,-0.145107,0.295551,1109,1
751348571,HVA pooled,tf,ccf_to_v1_rf_translation,0.16702,0.513361,1241,1
754312389,V1,sf,ccf_to_v1_rf_translation,0.0442239,0.288516,512,0.975238
754312389,V1,tf,ccf_to_v1_rf_translation,0.789015,0.067421,545,0.981982
754312389,HVA pooled,sf,ccf_to_v1_rf_translation,0.571702,0.200766,866,1
754312389,HVA pooled,tf,ccf_to_v1_rf_translation,0.76945,0.343741,1187,1
754829445,V1,sf,ccf_to_v1_rf_translation,-0.711467,0.383,594,0.92093
754829445,V1,tf,ccf_to_v1_rf_translation,0.322868,0.345404,610,0.907738
754829445,HVA pooled,sf,ccf_to_v1_rf_translation,0.732015,0.784256,68,1
754829445,HVA pooled,tf,ccf_to_v1_rf_translation,-0.294312,0.2752,288,1
755434585,V1,sf,ccf_to_v1_rf_translation,-0.556466,0.16477,511,1
755434585,V1,tf,ccf_to_v1_rf_translation,0.417498,0.0864973,502,1
755434585,HVA pooled,sf,ccf_to_v1_rf_translation,0.415907,0.208098,1321,1
755434585,HVA pooled,tf,ccf_to_v1_rf_translation,0.346701,0.301283,1329,1
756029989,V1,sf,ccf_to_v1_rf_translation,0.592704,0.2583,409,1
756029989,V1,tf,ccf_to_v1_rf_translation,0.90006,0.145488,460,1
756029989,HVA pooled,sf,ccf_to_v1_rf_translation,0.0274361,0.429222,1279,1
756029989,HVA pooled,tf,ccf_to_v1_rf_translation,0.851693,0.237324,1325,1
757216464,V1,sf,ccf_to_v1_rf_translation,0.251358,0.313123,536,1
757216464,V1,tf,ccf_to_v1_rf_translation,0.755362,0.154416,551,1
757216464,HVA pooled,sf,ccf_to_v1_rf_translation,-0.434228,0.308242,1147,1
757216464,HVA pooled,tf,ccf_to_v1_rf_translation,0.10745,0.469713,1280,1
757970808,V1,sf,ccf_to_v1_rf_translation,0.178103,0.33901,529,0.994361
757970808,V1,tf,ccf_to_v1_rf_translation,-0.360289,0.152544,533,0.983395
757970808,HVA pooled,sf,ccf_to_v1_rf_translation,-0.381129,0.227987,1042,1
757970808,HVA pooled,tf,ccf_to_v1_rf_translation,0.865692,0.344181,1167,1
758798717,V1,sf,ccf_to_v1_rf_translation,0.0702224,0.133476,412,1
758798717,V1,tf,ccf_to_v1_rf_translation,0.756534,0.0690349,454,1
758798717,HVA pooled,sf,ccf_to_v1_rf_translation,0.0227332,0.215938,1048,1
758798717,HVA pooled,tf,ccf_to_v1_rf_translation,0.465407,0.334772,1159,1
759883607,V1,sf,ccf_to_v1_rf_translation,0.489322,0.371999,431,1
759883607,V1,tf,ccf_to_v1_rf_translation,-0.488557,0.217636,453,1
759883607,HVA pooled,sf,ccf_to_v1_rf_translation,0.320449,0.318252,1063,1
759883607,HVA pooled,tf,ccf_to_v1_rf_translation,0.189584,0.491294,1113,1
760345702,V1,sf,ccf_to_v1_rf_translation,-0.0386721,0.330444,449,1
760345702,V1,tf,ccf_to_v1_rf_translation,0.918082,0.0822205,472,1
760345702,HVA pooled,sf,ccf_to_v1_rf_translation,0.156876,0.216098,1186,1
760345702,HVA pooled,tf,ccf_to_v1_rf_translation,0.4301,0.481078,1121,1
761418226,V1,sf,ccf_to_v1_rf_translation,0.04491,0.187073,351,0.991525
761418226,V1,tf,ccf_to_v1_rf_translation,-0.612211,0.153248,369,0.997297
761418226,HVA pooled,sf,ccf_to_v1_rf_translation,0.0897639,0.190885,921,1
761418226,HVA pooled,tf,ccf_to_v1_rf_translation,0.813292,0.408321,937,1
762602078,V1,sf,ccf_to_v1_rf_translation,0.415703,0.477617,565,1
762602078,V1,tf,ccf_to_v1_rf_translation,0.398235,0.113143,577,0.993115
762602078,HVA pooled,sf,ccf_to_v1_rf_translation,0.64608,0.271368,401,1
762602078,HVA pooled,tf,ccf_to_v1_rf_translation,0.60029,0.0778163,357,1
763673393,V1,sf,ccf_to_v1_rf_translation,-0.83207,0.204405,476,1
763673393,V1,tf,ccf_to_v1_rf_translation,-0.928506,0.216647,494,1
763673393,HVA pooled,sf,ccf_to_v1_rf_translation,0.402928,0.186937,647,1
763673393,HVA pooled,tf,ccf_to_v1_rf_translation,0.783492,0.258981,705,1
773418906,V1,sf,ccf_to_v1_rf_translation,0.523555,0.617174,420,1
773418906,V1,tf,ccf_to_v1_rf_translation,-0.976794,0.161951,409,1
773418906,HVA pooled,sf,ccf_to_v1_rf_translation,0.534746,0.196839,930,1
773418906,HVA pooled,tf,ccf_to_v1_rf_translation,-0.18018,0.406793,1088,1
791319847,V1,sf,ccf_to_v1_rf_translation,0.34894,0.360497,515,0.951941
791319847,V1,tf,ccf_to_v1_rf_translation,0.604497,0.128276,542,0.971326
791319847,HVA pooled,sf,ccf_to_v1_rf_translation,0.0755881,0.305948,1245,1
791319847,HVA pooled,tf,ccf_to_v1_rf_translation,0.552361,0.508802,1238,1
797828357,V1,sf,ccf_to_v1_rf_translation,0.248371,0.0837645,458,1
797828357,V1,tf,ccf_to_v1_rf_translation,-0.89069,0.302771,513,0.994186
797828357,HVA pooled,sf,ccf_to_v1_rf_translation,-0.38992,0.353648,437,1
797828357,HVA pooled,tf,ccf_to_v1_rf_translation,-0.45404,0.417264,796,1
798911424,V1,sf,ccf_to_v1_rf_translation,0.449226,0.121217,519,1
798911424,V1,tf,ccf_to_v1_rf_translation,0.921819,0.200923,544,1
798911424,HVA pooled,sf,ccf_to_v1_rf_translation,0.648665,0.259108,1353,0.994853
798911424,HVA pooled,tf,ccf_to_v1_rf_translation,0.358584,0.284524,1402,1
799864342,V1,sf,ccf_to_v1_rf_translation,0.227308,0.381935,505,0.980583
799864342,V1,tf,ccf_to_v1_rf_translation,0.517602,0.161592,524,0.994307
799864342,HVA pooled,sf,ccf_to_v1_rf_translation,0.140292,0.230924,877,1
799864342,HVA pooled,tf,ccf_to_v1_rf_translation,0.746374,0.442376,983,1
715093703,V1,sf,interior_v1_rf_size_translation,-0.260216,0.245449,372,0.875294
715093703,V1,tf,interior_v1_rf_size_translation,0.383445,0.175113,387,0.9
715093703,HVA pooled,sf,interior_v1_rf_size_translation,0.147189,0.173721,885,1
715093703,HVA pooled,tf,interior_v1_rf_size_translation,0.323138,0.398263,925,1
