ecephys_session_id,n_cells,n_valid,raw_offset_az,raw_offset_el,deviation_az,deviation_el,deviation_magnitude_deg,sufficient_support,final_offset_az,final_offset_el,shrink_factor,capped
715093703,314,314,40.9583422561168,-14.585748431675398,1.4266698585852708,-9.460175053590309,9.567146854207273,True,40.9583422561168,-14.585748431675398,1.0,False
719161530,251,251,52.047212103102275,-15.61534792230596,12.515539705570745,-10.48977454422087,16.330159341240428,True,52.047212103102275,-15.61534792230596,1.0,False
721123822,330,309,47.630817900092076,-10.526650672601612,8.099145502560546,-5.401077294516522,9.734875130836997,True,47.630817900092076,-10.526650672601612,1.0,False
744228101,168,168,60.121924952209504,4.510537326574961,20.590252554677974,9.636110704660052,22.73352435892611,True,58.69339268365242,3.841993070090462,0.9306209448007701,True
750749662,298,290,36.40980694452848,-7.767228049718385,-3.1218654530030463,-2.6416546716332956,4.089545611778395,True,36.40980694452848,-7.767228049718385,1.0,False
751348571,331,331,50.50934425178155,-15.17171012833307,10.97767185425002,-10.04613675024798,14.880663390597748,True,50.50934425178155,-15.17171012833307,1.0,False
754312389,339,339,24.797257558363658,-8.464288099701974,-14.734414839167872,-3.338714721616885,15.107944818704883,True,24.797257558363658,-8.464288099701974,1.0,False
754829445,223,223,53.7881083025436,-19.16771464329413,14.256435905012069,-14.04214126520904,20.01068954398633,True,53.7881083025436,-19.16771464329413,1.0,False
755434585,400,400,43.20980074898612,-8.041893628586992,3.678128351454589,-2.9163202505019026,4.693991049550641,True,43.20980074898612,-8.041893628586992,1.0,False
756029989,393,393,50.901494756293,-10.64072859139978,11.369822358761468,-5.51515521331469,12.636842861124151,True,50.901494756293,-10.64072859139978,1.0,False
757216464,409,409,34.99512130535443,-1.2277919326397277,-4.536551092177099,3.8977814454453616,5.981053085234352,True,34.99512130535443,-1.227791932639728,1.0,False
757970808,354,354,18.343538178299134,-0.7763715920737213,-21.188134219232396,4.349201786011369,21.629900320335533,True,18.80747170922551,-0.8716013334194246,0.9781040875932688,True
