ecephys_session_id,held_probe,n_train_cells_session,n_held_cells,naive_held_error_deg,per_session_held_error_deg,capped_held_error_deg,shrink_factor,improvement_deg,capped_improvement_deg
786091066,792623916,473,103,23.723462346317547,40.110425525724985,40.110425525724985,1.0,-16.386963179407438,-16.386963179407438
786091066,792623919,501,75,47.679625493378545,63.267823316932294,63.267823316932294,1.0,-15.588197823553749,-15.588197823553749
786091066,792623921,441,135,20.743504030460453,20.074710934508804,20.074710934508804,1.0,0.6687930959516493,0.6687930959516493
786091066,792623925,490,86,50.80750983419131,46.40145018324657,46.40145018324657,1.0,4.406059650944741,4.406059650944741
786091066,792623928,464,112,60.43667848308972,61.43060098140598,61.43060098140598,1.0,-0.9939224983162589,-0.9939224983162589
786091066,792623931,511,65,22.194758078220392,20.047570040041023,20.047570040041023,1.0,2.147188038179369,2.147188038179369
798911424,800036196,404,74,27.413412222233838,33.93726807992496,33.93726807992496,1.0,-6.5238558576911245,-6.5238558576911245
798911424,800036198,423,55,52.672794355906696,56.9055333956534,56.9055333956534,1.0,-4.232739039746704,-4.232739039746704
798911424,800036200,352,126,19.150065612893798,21.570212869234908,21.570212869234908,1.0,-2.42014725634111,-2.42014725634111
798911424,800036202,395,83,24.716768460631986,23.577905513291412,23.577905513291412,1.0,1.1388629473405736,1.1388629473405736
798911424,800036204,378,100,25.327597674392898,33.31283385511476,33.31283385511476,1.0,-7.985236180721863,-7.985236180721863
798911424,800036206,438,40,17.333785843016347,16.736181078859868,16.736181078859868,1.0,0.597604764156479,0.597604764156479
778240327,792607545,386,69,36.214598152385484,37.50953052711971,37.50953052711971,1.0,-1.2949323747342234,-1.2949323747342234
778240327,792607547,406,49,39.22421447749818,37.06506305868679,37.06506305868679,1.0,2.1591514188113905,2.1591514188113905
778240327,792607549,326,129,7.047364705024149,16.846215301353812,16.846215301353812,1.0,-9.798850596329663,-9.798850596329663
778240327,792607553,367,88,22.66764810755558,26.178567387181317,26.178567387181317,1.0,-3.510919279625739,-3.510919279625739
778240327,792607557,356,99,34.62330064569828,33.24193811194966,33.24193811194966,1.0,1.3813625337486215,1.3813625337486215
778240327,792607559,434,21,22.132007269098363,17.9913574959853,17.9913574959853,1.0,4.140649773113061,4.140649773113061
755434585,760642621,302,98,32.19088601120461,32.6200676033223,32.6200676033223,1.0,-0.42918159211768625,-0.42918159211768625
755434585,760642624,319,81,55.624159679833184,59.68034265955502,59.68034265955502,1.0,-4.056182979721839,-4.056182979721839
755434585,760642628,258,142,16.66679472351487,37.825437205991975,36.15961607440563,0.9239505887150685,-21.158642482477106,-19.492821350890765
755434585,760642631,367,33,36.37337441641431,39.63200783739053,39.63200783739053,1.0,-3.258633420976224,-3.258633420976224
755434585,760642634,354,46,47.46545271654416,52.921640140375864,52.921640140375864,1.0,-5.4561874238317,-5.4561874238317
774875821,792602650,390,60,30.535965926957132,49.80361529610582,47.95086898516773,0.9151434796170577,-19.267649369148685,-17.414903058210598
774875821,792602654,316,134,25.134663528727174,17.530566446691928,17.530566446691928,1.0,7.604097082035246,7.604097082035246
774875821,792602656,370,80,21.539460779330653,23.3125680200434,22.812872574934545,0.9448260626927714,-1.773107240712747,-1.2734117956038915
774875821,792602658,340,110,41.5037669146261,33.03294235463548,33.03294235463548,1.0,8.470824559990618,8.470824559990618
774875821,792602660,384,66,31.021203893844238,15.65522653655233,15.65522653655233,1.0,15.365977357291907,15.365977357291907
847657808,848037568,356,58,26.876554987754858,49.01792148822245,45.73431646678668,0.8532909518483149,-22.14136650046759,-18.857761479031822
847657808,848037570,370,44,14.077118242890503,25.571439307996346,24.478195555284895,0.9453772616864619,-11.494321065105844,-10.401077312394392
847657808,848037572,332,82,19.920514605870522,31.42403207708528,28.138968974553023,0.8168729328566928,-11.503517471214757,-8.218454368682501
847657808,848037574,297,117,48.86932021520691,44.284002451258885,44.284002451258885,1.0,4.5853177639480265,4.5853177639480265
847657808,848037576,349,65,58.36223609005727,51.667419081379556,51.66741908137956,1.0,6.694817008677717,6.69481700867771
847657808,848037578,366,48,23.508938816613583,31.318791622940992,31.15526786383822,0.9899570538218749,-7.8098528063274095,-7.646329047224636
831882777,832810573,232,78,29.215536939043407,29.527867893814967,29.527867893814967,1.0,-0.3123309547715607,-0.3123309547715607
831882777,832810576,241,69,49.66354383949196,44.53820335374739,44.53820335374739,1.0,5.125340485744566,5.125340485744566
831882777,832810578,233,77,26.26663354025422,27.466430541166435,27.466430541166435,1.0,-1.1997970009122163,-1.1997970009122163
831882777,832810582,224,86,20.55426206641468,37.29138321199283,33.869957222031935,0.8476391502240913,-16.73712114557815,-13.315695155617256
757216464,769322745,350,59,38.077045541240125,38.92581653260338,38.92581653260338,1.0,-0.8487709913632528,-0.8487709913632528
757216464,769322749,259,150,15.629891149233885,25.0547204130328,25.0547204130328,1.0,-9.424829263798916,-9.424829263798916
757216464,769322751,326,83,30.422348272249625,30.50417867859164,30.50417867859164,1.0,-0.08183040634201433,-0.08183040634201433
757216464,769322753,328,81,20.428445896908563,28.354143128446026,28.354143128446026,1.0,-7.9256972315374625,-7.9256972315374625
757216464,769322755,373,36,19.800939512840422,20.42979765777922,20.42979765777922,1.0,-0.6288581449387962,-0.6288581449387962
829720705,832129149,325,73,33.35517005854641,41.117312390737105,38.992678389165,0.8659541672227914,-7.762142332190692,-5.637508330618587
829720705,832129154,335,63,47.98160683943926,34.31459869442776,34.31459869442776,1.0,13.6670081450115,13.6670081450115
829720705,832129157,296,102,25.527472174379685,39.046923235093075,33.39377083603769,0.6959201635011129,-13.51945106071339,-7.8662986616580035
829720705,832129159,321,77,37.99219755460897,27.197829705242345,27.197829705242345,1.0,10.794367849366626,10.794367849366626
829720705,832129161,315,83,33.08149828426588,24.167772970175125,24.167772970175125,1.0,8.913725314090751,8.913725314090751
756029989,760640083,315,78,21.159394405357354,17.758727743952207,17.758727743952207,1.0,3.400666661405147,3.400666661405147
756029989,760640087,309,84,38.75098189029118,34.32969984521188,34.32969984521188,1.0,4.421282045079302,4.421282045079302
756029989,760640090,303,90,33.17273948952146,35.011704697888376,35.011704697888376,1.0,-1.8389652083669148,-1.8389652083669148
756029989,760640094,330,63,14.488652101070937,30.927968711839117,30.927968711839117,1.0,-16.43931661076818,-16.43931661076818
756029989,760640097,331,62,36.201463103690486,51.52457923001575,51.52457923001575,1.0,-15.323116126325267,-15.323116126325267
756029989,760640104,377,16,30.346586844180163,22.855739847227422,22.855739847227422,1.0,7.49084699695274,7.49084699695274
781842082,792586876,313,68,22.79972278490321,40.07159290663461,37.89678605026666,0.899434500311534,-17.271870121731403,-15.097063265363452
781842082,792586881,276,105,48.11555276321579,49.120240085741166,49.120240085741166,1.0,-1.0046873225253776,-1.0046873225253776
781842082,792586883,307,74,38.95712617651377,31.96793933304142,31.96793933304142,1.0,6.989186843472346,6.989186843472346
781842082,792586887,296,85,34.195865450312226,57.036686568884775,50.11621856144315,0.7275067521690246,-22.84082111857255,-15.920353111130922
781842082,792586891,332,49,14.577788078427194,20.762412068155225,20.248009574374898,0.9664015152173321,-6.184623989728031,-5.670221495947704
794812542,810758777,309,74,33.636689000796956,40.9349614974986,40.9349614974986,1.0,-7.298272496701642,-7.298272496701642
794812542,810758779,339,44,78.65928699590756,75.98299350877589,75.98299350877589,1.0,2.676293487131673,2.676293487131673
794812542,810758781,272,111,25.426157005361386,25.231379483795564,25.231379483795564,1.0,0.19477752156582184,0.19477752156582184
794812542,810758783,301,82,48.34319234834966,40.640829634648895,40.640829634648895,1.0,7.702362713700765,7.702362713700765
794812542,810758785,342,41,30.546572733674065,44.59570979604581,44.59570979604582,1.0,-14.049137062371745,-14.049137062371752
794812542,810758787,352,31,8.620088622495752,24.401734068592372,24.401734068592372,1.0,-15.78164544609662,-15.78164544609662
715093703,810755797,265,49,28.11139699068535,22.29175726355065,22.29175726355065,1.0,5.8196397271347,5.8196397271347
715093703,810755801,222,92,7.129452084671659,21.522803445885373,21.522803445885373,1.0,-14.393351361213714,-14.393351361213714
715093703,810755803,259,55,17.925088987542885,19.095857612086377,19.095857612086377,1.0,-1.1707686245434914,-1.1707686245434914
715093703,810755805,250,64,27.382415789723545,21.700232021119263,21.700232021119263,1.0,5.682183768604283,5.682183768604283
715093703,810755807,260,54,17.862360775731702,13.69983314048276,13.69983314048276,1.0,4.162527635248942,4.162527635248942
768515987,773549842,317,56,24.21983749697334,23.416358082332252,23.416358082332252,1.0,0.8034794146410889,0.8034794146410889
768515987,773549848,271,102,12.440789520449497,14.027486424366684,14.027486424366684,1.0,-1.5866969039171863,-1.5866969039171863
768515987,773549850,294,79,16.498774443093012,17.43711583391858,17.43711583391858,1.0,-0.9383413908255669,-0.9383413908255669
768515987,773549852,291,82,31.262050582954863,33.83928252868762,33.83928252868762,1.0,-2.5772319457327555,-2.5772319457327555
768515987,773549856,319,54,14.634953941101319,19.052672885948688,19.052672885948688,1.0,-4.417718944847369,-4.417718944847369
771160300,773621937,276,102,25.307150521347488,22.51624357788571,22.51624357788571,1.0,2.7909069434617777,2.7909069434617777
771160300,773621939,308,70,31.93408909366702,22.819972580626292,22.819972580626292,1.0,9.114116513040727,9.114116513040727
771160300,773621942,239,139,17.73385537769092,13.425957045811279,13.304427000465978,0.9940451423107167,4.30789833187964,4.429428377224941
771160300,773621948,311,67,43.631448817614704,39.71392551521705,39.71392551521705,1.0,3.9175233023976546,3.9175233023976546
761418226,768908579,283,45,30.916859412555734,17.103917478813674,19.45403671699743,0.8055298179127967,13.81294193374206,11.462822695558305
