outcome,area,session_id,cohort,n_hva_available,n_hva_matched,hva_discarded_fraction,n_v1_candidates,n_unique_v1_matched,mean_match_distance_deg,smd_azimuth_before,smd_azimuth_after,smd_elevation_before,smd_elevation_after
ttfs_ms,LM,840012044,Functional Connectivity,33,30,0.09090909090909094,46,9,4.486958580516923,-1.5189028460266725,0.04520238128406426,1.9748939114515203,0.4306307282349029
ttfs_ms,RL,840012044,Functional Connectivity,39,27,0.3076923076923077,46,6,6.74065276280816,-1.1062159470572712,-0.253754294048556,3.1119215401405556,0.7680375173150362
ttfs_ms,PM,840012044,Functional Connectivity,34,29,0.1470588235294118,46,14,4.784903667179629,-1.1036184134052596,-0.037424357688603534,1.3214817462938693,0.37926350886114174
ttfs_ms,AM,840012044,Functional Connectivity,22,18,0.18181818181818177,46,8,5.593472478977857,0.42934253928684063,0.0023237175172722605,1.5226846358731323,0.5667602246445034
ttfs_ms,LM,847657808,Functional Connectivity,27,24,0.11111111111111116,46,7,4.700255246837501,2.088753762397045,0.4842950131956584,-0.13424559502569072,-0.06388631032466557
ttfs_ms,RL,847657808,Functional Connectivity,18,15,0.16666666666666663,46,8,4.988160332878146,-0.701891566613634,-0.011077059882186532,-1.2366869767380082,-1.1585975300022389
ttfs_ms,AM,847657808,Functional Connectivity,21,10,0.5238095238095238,46,7,5.944421314163181,-1.3231652747094875,-0.05358360364822389,0.9259001512996499,0.2575451054988201
log10_mod_idx,LM,715093703,Brain Observatory 1.1,14,6,0.5714285714285714,82,5,5.4592025211465325,-1.7709877972708528,-0.20109259609074234,2.7983834840011785,0.1226664190502302
log10_mod_idx,RL,715093703,Brain Observatory 1.1,43,26,0.39534883720930236,82,9,6.026539999855578,-2.081058287525928,-0.14628220329106809,-0.9068269202851054,-0.6021707981324999
log10_mod_idx,PM,715093703,Brain Observatory 1.1,49,37,0.24489795918367352,82,17,4.382864592272215,-0.635256950986613,-0.03930140402341118,0.8560396558651072,0.03315717353389296
log10_mod_idx,AM,715093703,Brain Observatory 1.1,32,28,0.125,82,17,4.1601732931059985,0.5481969886973493,-0.012754617268613407,1.0943633944837354,0.19884399254372326
log10_mod_idx,LM,719161530,Brain Observatory 1.1,47,38,0.19148936170212771,76,13,3.6322846332541445,0.08245882153899226,0.14536300868420363,2.0817614934874293,0.32174790572861833
log10_mod_idx,AL,719161530,Brain Observatory 1.1,17,10,0.4117647058823529,76,6,4.742508379007305,0.5123017494743738,0.1764556459489094,2.7818833159996896,0.666576912464813
log10_mod_idx,AM,719161530,Brain Observatory 1.1,41,39,0.04878048780487809,76,22,3.260592698477035,-0.18362295777848417,-0.04874384684999141,0.7296196972754163,0.2374469708005118
log10_mod_idx,RL,721123822,Brain Observatory 1.1,12,8,0.33333333333333337,50,4,6.468202995027527,-0.47935172091659517,0.08730031856935085,-2.6725202334401925,-1.1196167272856696
log10_mod_idx,AL,721123822,Brain Observatory 1.1,20,13,0.35,50,7,4.818405713227507,0.623974996901534,-0.06688584270099618,1.322079921778806,0.34601772452236224
log10_mod_idx,AM,721123822,Brain Observatory 1.1,43,37,0.13953488372093026,50,14,4.946123847772784,-1.0242875160317853,-0.05798399574653184,-1.2985998844682807,-0.3812501906542726
log10_mod_idx,AL,732592105,Brain Observatory 1.1,12,10,0.16666666666666663,139,8,4.154181379234336,0.4261418716523489,0.14784314790102465,-0.6112219567457797,-0.1652059355370534
log10_mod_idx,PM,732592105,Brain Observatory 1.1,54,49,0.09259259259259256,139,29,2.469914752355062,0.40160325598829455,0.031576065145401684,-0.4757952578330672,-0.12196483072708435
log10_mod_idx,LM,739448407,Brain Observatory 1.1,45,42,0.06666666666666665,38,14,4.925856246487331,-0.390349483292968,-0.2566475094907204,1.1667094256893502,0.10663380277356331
log10_mod_idx,LM,742951821,Brain Observatory 1.1,16,10,0.375,75,4,6.465389334354232,-0.2985458111892991,-0.17967500200153974,0.7899898166515854,0.5446811095351973
log10_mod_idx,AL,742951821,Brain Observatory 1.1,15,12,0.19999999999999996,75,8,6.778503568780544,-0.6789110981734217,-0.004869636626442122,1.0473561323355172,0.2756552094519644
log10_mod_idx,RL,746083955,Brain Observatory 1.1,45,45,0.0,38,14,3.9711827129334107,-1.3146711343189101,-0.027918685002905407,-0.6277557660354619,-0.22687291056240755
log10_mod_idx,PM,746083955,Brain Observatory 1.1,61,55,0.09836065573770492,38,25,3.6509707392915693,0.20158675089991174,0.0536908363253494,-0.2767154880182364,-0.16417331527263646
log10_mod_idx,LM,750332458,Brain Observatory 1.1,24,20,0.16666666666666663,95,7,5.0429916207460215,-1.6800992791924958,0.09402034422885101,0.5310344230124019,0.3547529796110435
log10_mod_idx,RL,750332458,Brain Observatory 1.1,11,8,0.2727272727272727,95,4,6.015859779004492,-1.9006006846129015,-0.1977163909423189,-0.8135701390493718,-0.4602762443251653
log10_mod_idx,AL,750332458,Brain Observatory 1.1,56,37,0.3392857142857143,95,8,5.961261022953579,-2.3138374091767466,-0.22603720421486756,2.175999724829277,0.3779301427179396
log10_mod_idx,AM,750332458,Brain Observatory 1.1,49,46,0.061224489795918324,95,25,3.4749306461286182,-0.27114146415875134,-0.0033753286111722503,-0.5871381872953488,-0.13156408923761267
log10_mod_idx,LM,750749662,Brain Observatory 1.1,9,9,0.0,87,5,5.160513856889576,0.7152116498039639,0.17651617187959784,2.221643334386647,0.5210162000643102
log10_mod_idx,RL,750749662,Brain Observatory 1.1,29,29,0.0,87,12,4.004353956222914,-2.1351494253100256,-0.15547552072394358,-0.49381591486179244,-0.05945262306188672
log10_mod_idx,AL,750749662,Brain Observatory 1.1,34,28,0.17647058823529416,87,13,4.217837353016489,1.5375377331702567,0.2421025625200483,1.0768941074356528,0.22683025954586036
log10_mod_idx,PM,750749662,Brain Observatory 1.1,6,6,0.0,87,4,5.212641448753797,-1.5905842124260143,-0.3065854601153207,2.394240325441198,0.2803767724127139
log10_mod_idx,AM,750749662,Brain Observatory 1.1,23,19,0.17391304347826086,87,13,4.700042356240281,0.8666831901128147,0.07487999197434056,-0.036086118784233207,-0.15767249025175853
log10_mod_idx,LM,751348571,Brain Observatory 1.1,25,21,0.16000000000000003,66,10,4.148525283779599,0.875001701276348,0.10052887427491934,1.4218837744068789,0.24210889527568102
log10_mod_idx,RL,751348571,Brain Observatory 1.1,29,17,0.4137931034482759,66,10,5.5308891029952125,-1.52026473984578,-0.1582815997720428,-0.42177460340721,-0.20369591885706573
log10_mod_idx,PM,751348571,Brain Observatory 1.1,6,6,0.0,66,5,3.546495731401134,-0.8413932617041333,0.19919958131622023,0.8002237484927941,-0.09996933902885709
log10_mod_idx,AM,751348571,Brain Observatory 1.1,36,35,0.02777777777777779,66,18,4.344435131269355,0.38974683564076423,0.013059724575838282,-0.24844693679939084,-0.04471681864668692
log10_mod_idx,RL,754312389,Brain Observatory 1.1,16,7,0.5625,132,5,3.5118807133423764,-2.548585628293503,-0.2634280500424283,-1.266526541710475,0.07317303027361871
