caliper_deg,outcome,area,session_pairs,equal_session_mean_difference,mean_absolute_smd_before,mean_absolute_smd_after,mean_hva_discarded_fraction,mean_match_distance_deg
5.0,log10_f1_f0,AL,27,-0.11095777310979722,0.863965225136334,0.07662430363128829,0.47636523701943495,2.543754639840109
5.0,log10_f1_f0,AM,41,-0.10611693327424694,0.6636619047052569,0.050940439696111714,0.37256207842901773,2.3529890502800606
5.0,log10_f1_f0,LM,23,-0.04920143002395073,0.9331218737018616,0.10901582972333969,0.40339530799293494,2.3841318137513587
5.0,log10_f1_f0,PM,20,-0.01897745908287331,0.8320115935561321,0.05648699299017033,0.3531709398719559,2.3367427318052325
5.0,log10_f1_f0,RL,20,-0.0334943164824822,1.2130363696769138,0.10385011733472545,0.45146542561419495,2.3298557461630365
5.0,log10_mod_idx,AL,27,-0.22046490648244657,0.863965225136334,0.07662430363128829,0.47636523701943495,2.543754639840109
5.0,log10_mod_idx,AM,41,-0.3850451312023641,0.6636619047052569,0.050940439696111714,0.37256207842901773,2.3529890502800606
5.0,log10_mod_idx,LM,23,-0.357207443705121,0.9331218737018616,0.10901582972333969,0.40339530799293494,2.3841318137513587
5.0,log10_mod_idx,PM,20,-0.2824518396870853,0.8320115935561321,0.05648699299017033,0.3531709398719559,2.3367427318052325
5.0,log10_mod_idx,RL,20,-0.2530661073168675,1.2130363696769138,0.10385011733472545,0.45146542561419495,2.3298557461630365
5.0,rf_area_deg2,AL,27,264.6025834817075,0.863965225136334,0.07662430363128829,0.47636523701943495,2.543754639840109
5.0,rf_area_deg2,AM,41,329.37348444301335,0.6636619047052569,0.050940439696111714,0.37256207842901773,2.3529890502800606
5.0,rf_area_deg2,LM,23,164.06733079583856,0.9331218737018616,0.10901582972333969,0.40339530799293494,2.3841318137513587
5.0,rf_area_deg2,PM,20,160.16076730879362,0.8320115935561321,0.05648699299017033,0.3531709398719559,2.3367427318052325
5.0,rf_area_deg2,RL,20,180.29066377389546,1.2130363696769138,0.10385011733472545,0.45146542561419495,2.3298557461630365
5.0,timescale_ms,AL,6,6.979838450752806,0.7832203306297972,0.1203930475825881,0.5637242159063791,2.7985015681465217
5.0,timescale_ms,AM,14,7.865441532865835,0.7564825658561684,0.13060884166782866,0.4863488756103357,2.794478646700703
5.0,timescale_ms,LM,13,-1.961680384013471,0.9359284028968416,0.1802191117671796,0.5057416776098561,2.731919634116029
5.0,timescale_ms,PM,8,7.848299552565286,0.594890610360877,0.10109709102903491,0.4476263470828688,2.702010693946946
5.0,timescale_ms,RL,3,-6.293763426206205,1.1274761214753226,0.16529111543230093,0.49088713219148,2.6240901922460242
5.0,ttfs_ms,AL,17,0.22238875077748835,0.7908842137658736,0.12937415994641308,0.6037874668434098,2.6161291626165606
5.0,ttfs_ms,AM,35,4.514076476104799,0.6621820992609113,0.08175718206674261,0.5060856503622607,2.6172887874523916
5.0,ttfs_ms,LM,19,2.442839401888458,1.0459608988330307,0.15825217366498484,0.4969288496072555,2.810972529480155
5.0,ttfs_ms,PM,14,2.5183661063608267,0.7758274996640989,0.0661235472834512,0.45819642505982594,2.3405574887988982
5.0,ttfs_ms,RL,13,5.754135925929008,1.1946074307210803,0.19171553657712898,0.5117388064282714,2.8492758158247136
7.5,log10_f1_f0,AL,31,-0.10889408165962339,0.8391281445982797,0.11916225270796797,0.3238544938802242,3.487249220302019
7.5,log10_f1_f0,AM,42,-0.10261747417613624,0.6760932303971708,0.07880235913120134,0.20453698664161524,3.1318160676094515
7.5,log10_f1_f0,LM,27,-0.040488027375872655,0.9401896430860893,0.1473050754882791,0.2608235851284177,3.3375024147717594
7.5,log10_f1_f0,PM,23,-0.028435276817733737,1.0029826498166827,0.13378356781985365,0.19329633750532563,3.316955201796623
7.5,log10_f1_f0,RL,22,-0.01760892047791854,1.2048892937464752,0.14539455809697244,0.25834152775692004,3.521252382133281
7.5,log10_mod_idx,AL,31,-0.18602646706143106,0.8391281445982797,0.11916225270796797,0.3238544938802242,3.487249220302019
7.5,log10_mod_idx,AM,42,-0.37989186625044435,0.6760932303971708,0.07880235913120134,0.20453698664161524,3.1318160676094515
7.5,log10_mod_idx,LM,27,-0.2943675848953172,0.9401896430860893,0.1473050754882791,0.2608235851284177,3.3375024147717594
7.5,log10_mod_idx,PM,23,-0.27067926640290096,1.0029826498166827,0.13378356781985365,0.19329633750532563,3.316955201796623
7.5,log10_mod_idx,RL,22,-0.24815086547409695,1.2048892937464752,0.14539455809697244,0.25834152775692004,3.521252382133281
7.5,rf_area_deg2,AL,31,310.64801939545185,0.8391281445982797,0.11916225270796797,0.3238544938802242,3.487249220302019
7.5,rf_area_deg2,AM,42,348.8937677639669,0.6760932303971708,0.07880235913120134,0.20453698664161524,3.1318160676094515
7.5,rf_area_deg2,LM,27,120.63909366178329,0.9401896430860893,0.1473050754882791,0.2608235851284177,3.3375024147717594
7.5,rf_area_deg2,PM,23,193.26040124710096,1.0029826498166827,0.13378356781985365,0.19329633750532563,3.316955201796623
7.5,rf_area_deg2,RL,22,233.39171802200556,1.2048892937464752,0.14539455809697244,0.25834152775692004,3.521252382133281
7.5,timescale_ms,AL,9,3.9249754908348375,0.9001161197258705,0.2923939974854514,0.45996185626166647,4.163851657473403
7.5,timescale_ms,AM,22,6.786445283252843,0.8202700683444136,0.1872896760623655,0.3649621324110965,3.8230291423826928
7.5,timescale_ms,LM,14,-1.711259272405769,0.9778857114096896,0.23853901255901683,0.3915913994077432,3.5295857497870324
7.5,timescale_ms,PM,9,8.375701623093018,0.5552740650843364,0.09514274813684725,0.2697879247698089,3.743816641231917
7.5,timescale_ms,RL,6,1.5909085262557496,1.103243420325368,0.34136132841809236,0.279799809691114,4.34784702448965
7.5,ttfs_ms,AL,22,1.5639741571559715,0.9290867417908344,0.24657213859612945,0.47476820816330806,3.8999056610244414
7.5,ttfs_ms,AM,38,4.333782004982099,0.6728624222803755,0.1071338823302503,0.3368779535524956,3.5596897437620556
7.5,ttfs_ms,LM,21,2.8003269561792967,1.0175567821588978,0.19668766358592848,0.3521435474367318,3.6791237913593875
7.5,ttfs_ms,PM,16,3.327904199558608,0.9314674115561739,0.13995082501308193,0.30703277910559035,3.417716668900651
7.5,ttfs_ms,RL,18,2.1515034756456384,1.1695975078571121,0.22485411589754045,0.35994238792235556,3.825433798803301
10.0,log10_f1_f0,AL,34,-0.111460852200371,0.858941724971106,0.1766790008442285,0.17589068945825748,4.584946451163573
10.0,log10_f1_f0,AM,42,-0.10282399763231567,0.6760932303971708,0.10480033574268044,0.10588888312311763,3.756608006473757
10.0,log10_f1_f0,LM,28,-0.04623000193927212,0.988207357284301,0.18973442744235308,0.15215038060588465,4.152888528894975
10.0,log10_f1_f0,PM,24,-0.031757811621231674,0.9991233209283242,0.161035415973075,0.10811949828916939,4.002830079374047
10.0,log10_f1_f0,RL,26,0.009216442777788434,1.2930110186228903,0.28604517264913204,0.14168158768512057,4.670498163729359
10.0,log10_mod_idx,AL,34,-0.18543974077090133,0.858941724971106,0.1766790008442285,0.17589068945825748,4.584946451163573
10.0,log10_mod_idx,AM,42,-0.3872104065705053,0.6760932303971708,0.10480033574268044,0.10588888312311763,3.756608006473757
10.0,log10_mod_idx,LM,28,-0.26824211440655443,0.988207357284301,0.18973442744235308,0.15215038060588465,4.152888528894975
10.0,log10_mod_idx,PM,24,-0.26123263011934045,0.9991233209283242,0.161035415973075,0.10811949828916939,4.002830079374047
10.0,log10_mod_idx,RL,26,-0.21487244326296706,1.2930110186228903,0.28604517264913204,0.14168158768512057,4.670498163729359
10.0,rf_area_deg2,AL,34,308.47606068956435,0.858941724971106,0.1766790008442285,0.17589068945825748,4.584946451163573
10.0,rf_area_deg2,AM,42,355.65021168893344,0.6760932303971708,0.10480033574268044,0.10588888312311763,3.756608006473757
10.0,rf_area_deg2,LM,28,87.37199443092413,0.988207357284301,0.18973442744235308,0.15215038060588465,4.152888528894975
10.0,rf_area_deg2,PM,24,181.51944451909444,0.9991233209283242,0.161035415973075,0.10811949828916939,4.002830079374047
10.0,rf_area_deg2,RL,26,230.64606800233648,1.2930110186228903,0.28604517264913204,0.14168158768512057,4.670498163729359
10.0,timescale_ms,AL,14,-0.37254052502621093,0.8252101332950451,0.43503863689316813,0.2998018041339402,5.743812092181703
10.0,timescale_ms,AM,25,7.337078176588111,0.7788311053331359,0.25284617829810135,0.2214081841679964,4.840044580757194
10.0,timescale_ms,LM,15,-1.633274585771123,0.9959244002645157,0.3056193250451852,0.25000371969427676,4.674197709653617
10.0,timescale_ms,PM,10,8.596351441683645,0.9058650326276979,0.36759038206187683,0.14693097361575624,4.610927318377502
10.0,timescale_ms,RL,7,5.145805984337068,1.016509522252259,0.2924224513139781,0.19566001631219024,5.020414553732209
10.0,ttfs_ms,AL,25,1.6655491339126212,0.9640504391513112,0.3105848834155091,0.3354289284175466,5.125880656281648
10.0,ttfs_ms,AM,39,4.467993282187875,0.680017318675792,0.16372831751632377,0.21291411964462348,4.456480305738088
10.0,ttfs_ms,LM,24,2.142475419450484,1.0199963887760213,0.2627623867547845,0.2084679059026815,4.82789951065232
10.0,ttfs_ms,PM,17,4.020963232898878,0.9223613485076345,0.18222130535890835,0.17149393440322483,4.581228489103423
10.0,ttfs_ms,RL,20,2.3744395333132773,1.20390436229893,0.2930244019485911,0.209689183970399,4.91949739320663
15.0,log10_f1_f0,AL,35,-0.11074536284378356,0.8589303879945245,0.2415004040239788,0.05172615950200898,5.703187102939442
