outcome,model,term,estimate,cluster_se,p_value,ci_low,ci_high,n_units,n_sessions
timescale_ms,unadjusted_full,C(session_id)[T.778998620],-11.987203308902856,0.41765202679515306,3.6634302162834336e-181,-12.805786239491514,-11.168620378314198,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.779839471],-5.955802522076692,0.4101399031425994,8.869004321779176e-48,-6.759661960858933,-5.1519430832944515,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.781842082],-11.118047722190857,0.5889782151645081,1.768546391790433e-79,-12.272423811591976,-9.963671632789739,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.786091066],-5.225789492457221,0.5631736666299634,1.707887939218173e-20,-6.3295895960933155,-4.121989388821126,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.787025148],-7.29272941584143,0.5587968109768151,6.290723455711874e-39,-8.387951040031824,-6.197507791651036,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.789848216],-1.0775342640559749,0.3901249033281156,0.0057444292614372405,-1.8421650240512517,-0.312903504060698,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.791319847],-4.050700383727868,0.3476092871837057,2.214505270329942e-31,-4.732002067299572,-3.3693987001561645,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.793224716],-14.829439035760766,0.4338532068013516,4.668184018433735e-256,-15.679775695668623,-13.979102375852909,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.794812542],-1.881673820079122,0.472492586183401,6.821107783713164e-05,-2.807742271960776,-0.9556053681974686,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.797828357],-0.9842536980703187,0.49577396353541026,0.047112528627950456,-1.9559528110723967,-0.012554585068240587,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.798911424],-9.663284066314631,0.4826189132053355,3.4999319569185164e-89,-10.60919975445495,-8.717368378174312,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.799864342],-13.132177052727963,0.5526773978118636,8.453417246108055e-125,-14.215404847508532,-12.048949257947394,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.816200189],-6.531720891996274,0.5798634143701075,1.970437766467452e-29,-7.66823230011411,-5.395209483878438,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.821695405],-7.492628388371138,0.6203455377723589,1.3777971108860227e-33,-8.708483300375093,-6.2767734763671825,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.829720705],-6.843804957703014,0.38921759824767854,3.2962843036663676e-69,-7.606657432417644,-6.080952482988384,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.831882777],-7.500553395187364,0.5654345111166752,3.6885823315649895e-40,-8.60878467259206,-6.392322117782667,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.835479236],-2.995684421095251,0.3674852573966638,3.5840089183419765e-16,-3.7159422904421433,-2.2754265517483585,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.839068429],-17.18976724808491,0.4307168065015632,0.0,-18.03395667636408,-16.345577819805737,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.840012044],-10.622041885850347,0.22915412929559664,0.0,-11.071175726178351,-10.172908045522343,6821,54
timescale_ms,unadjusted_full,C(session_id)[T.847657808],-3.363000186170672,0.48887353961645347,6.0240328052009245e-12,-4.321174716813537,-2.4048256555278082,6821,54
timescale_ms,unadjusted_common_support,Intercept,51.71348865284655,0.7099206370288966,0.0,50.32206977238818,53.10490753330492,3225,54
timescale_ms,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.LM]",0.3491749439216914,1.3970708579268465,0.8026387013844565,-2.389033621465402,3.0873835093087854,3225,54
timescale_ms,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.RL]",3.2395092872551197,1.5113800339553578,0.032080073582664397,0.2772588537496943,6.2017597207605455,3225,54
timescale_ms,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.AL]",1.648594898778535,1.9111183668283351,0.38833895571028365,-2.0971282703980094,5.394318067955079,3225,54
timescale_ms,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.PM]",8.195427916550921,1.6901012153535706,1.240383849296089e-06,4.882890404230549,11.507965428871293,3225,54
timescale_ms,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.AM]",7.730669586366552,1.568327003677978,8.254758619398633e-07,4.656805143176099,10.804534029557006,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.719161530],-17.59277965130929,0.6596035458628884,1.0014038719706633e-156,-18.885578845275464,-16.299980457343114,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.721123822],-10.73913919077586,0.7120590970408226,2.1334298652792404e-51,-12.134749375839984,-9.343529005711737,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.732592105],-14.598849656283251,0.6159823468257867,3.596245126441153e-124,-15.806152871174254,-13.391546441392249,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.737581020],-14.27966798541822,0.6149575173591318,2.8217767763912195e-119,-15.484962571464283,-13.074373399372156,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.739448407],-7.90686403862825,0.6674434488120511,2.2438666045204524e-32,-9.215029160017073,-6.598698917239426,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.742951821],-7.3042184658895515,0.45554025443105456,7.37401511426234e-58,-8.19706095808263,-6.4113759736964715,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.744228101],-9.497203753777779,0.40185645797021335,1.7519688984452846e-123,-10.284827938354232,-8.709579569201326,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.746083955],-10.035330153482452,0.4601955420744255,2.0057343601927267e-105,-10.937296841794213,-9.13336346517069,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.750332458],-8.27859580542941,0.39753477393773845,2.578160826001418e-96,-9.057749644949649,-7.4994419659091704,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.750749662],-5.480501631858941,0.6532523202254883,4.87951676352787e-17,-6.760852652318124,-4.200150611399757,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.751348571],-6.346652733075861,0.3368270097173756,3.3878244091416864e-79,-7.00682154114224,-5.686483925009482,3225,54
timescale_ms,unadjusted_common_support,C(session_id)[T.754312389],-8.159710290289153,0.4897168151316867,2.4719273248202354e-62,-9.11953761057092,-7.199882970007388,3225,54
