outcome,model,term,estimate,cluster_se,p_value,ci_low,ci_high,n_units,n_sessions,area
ttfs_ms,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.RL]",1.9411462349266917,1.1272851166485636,0.0850757433605581,-0.26829199401252657,4.1505844638659095,5814,54,RL
ttfs_ms,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.AL]",0.4327501788295066,0.945694933428034,0.647239708795109,-1.4207778310514443,2.2862781887104573,5814,54,AL
ttfs_ms,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.PM]",7.770807313507154,1.033037471801933,5.3825081189931375e-14,5.7460910740950535,9.795523552919255,5814,54,PM
ttfs_ms,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.AM]",6.475093274546831,0.9023804132376126,7.200686202275786e-13,4.706460164246739,8.243726384846923,5814,54,AM
ttfs_ms,rf_depth_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.LM]",1.3714148908057227,0.8273019649254356,0.0973789068367951,-0.25006716478735025,2.9928969463987958,5814,54,LM
ttfs_ms,rf_depth_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.RL]",2.7745960019022826,1.2166057609920202,0.022571888596222014,0.3900925269739779,5.159099476830587,5814,54,RL
ttfs_ms,rf_depth_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.AL]",0.7405124021008919,1.0058365934893423,0.46159961436598274,-1.2308910954706742,2.7119158996724577,5814,54,AL
ttfs_ms,rf_depth_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.PM]",7.676464937060067,1.016018625918324,4.174551592098966e-14,5.685105022638278,9.667824851481855,5814,54,PM
ttfs_ms,rf_depth_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.AM]",7.110170042134655,0.9477452630043275,6.275778017789218e-14,5.252623460127731,8.967716624141579,5814,54,AM
ttfs_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.LM]",3.585332962487202,0.6551717593882205,4.440921400927185e-08,2.3012199103985482,4.869446014575856,5814,54,LM
ttfs_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.RL]",3.707106424748315,1.4126506706175592,0.008684761693598697,0.9383619876015445,6.475850861895086,5814,54,RL
ttfs_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.AL]",2.7288253758504664,0.9554516922803761,0.004289368736016032,0.8561744700130829,4.60147628168785,5814,54,AL
ttfs_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.PM]",8.774275031053097,1.0050893590736512,2.5502027478351715e-18,6.8043360860242945,10.7442139760819,5814,54,PM
